,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,HOUSTON_ACTION,BROOKLYN_SCORE,HOUSTON_SCORE
0,1,11:45.0,J. Allen makes 2-pt dunk from 2 ft (assist by D. Russell),,2,0
1,1,11:32.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by E. Gordon),2,3
2,1,11:16.0,J. Allen misses 2-pt layup from 4 ft (block by A. Rivers),,2,3
3,1,11:14.0,,Defensive rebound by J. Harden,2,3
4,1,11:08.0,,J. Harden makes 2-pt layup from 1 ft,2,5
5,1,11:01.0,D. Russell misses 3-pt jump shot from 28 ft,,2,5
6,1,10:59.0,,Defensive rebound by G. Clark,2,5
7,1,10:47.0,,Turnover by P. Tucker (bad pass),2,5
8,1,10:39.0,J. Allen misses 2-pt hook shot from 3 ft,,2,5
9,1,10:38.0,,Defensive rebound by J. Harden,2,5
10,1,10:25.0,,Turnover by J. Harden (lost ball; steal by R. Kurucs),2,5
11,1,10:22.0,R. Kurucs makes 2-pt layup from 1 ft,,4,5
12,1,10:16.0,,P. Tucker misses 3-pt jump shot from 30 ft,4,5
13,1,10:13.0,Defensive rebound by J. Harris,,4,5
14,1,10:06.0,D. Russell misses 3-pt jump shot from 26 ft,,4,5
15,1,10:03.0,Offensive rebound by J. Allen,,4,5
16,1,10:01.0,J. Harris makes 2-pt layup from 2 ft (assist by J. Allen),,6,5
17,1,9:47.0,,J. Harden makes 2-pt layup from 1 ft,6,7
18,1,9:47.0,,Shooting foul by T. Graham (drawn by J. Harden),6,7
19,1,9:47.0,,J. Harden makes free throw 1 of 1,6,8
20,1,9:35.0,J. Allen makes 2-pt dunk from 2 ft (assist by J. Harris),,8,8
21,1,9:19.0,,E. Gordon makes 2-pt dunk from 2 ft,8,10
22,1,9:10.0,R. Kurucs makes 2-pt dunk from 3 ft (assist by D. Russell),,10,10
23,1,8:44.0,,G. Clark misses 3-pt jump shot from 26 ft,10,10
24,1,8:41.0,Defensive rebound by J. Allen,,10,10
25,1,8:33.0,J. Harris makes 2-pt jump shot from 15 ft (assist by D. Russell),,12,10
26,1,8:11.0,,E. Gordon misses 3-pt jump shot from 26 ft,12,10
27,1,8:09.0,,Offensive rebound by G. Clark,12,10
28,1,8:01.0,,E. Gordon misses 3-pt jump shot from 27 ft,12,10
29,1,7:59.0,Defensive rebound by D. Russell,,12,10
30,1,7:59.0,,G. Green enters the game for E. Gordon,12,10
31,1,7:46.0,J. Harris makes 3-pt jump shot from 25 ft (assist by R. Kurucs),,15,10
32,1,7:30.0,,Turnover by J. Harden (lost ball; steal by D. Russell),15,10
33,1,7:28.0,Turnover by R. Kurucs (lost ball; steal by A. Rivers),,15,10
34,1,7:25.0,,P. Tucker makes 2-pt dunk at rim (assist by A. Rivers),15,12
35,1,7:04.0,R. Kurucs makes 2-pt layup from 1 ft (assist by J. Harris),,17,12
36,1,6:54.0,,J. Harden misses 3-pt jump shot from 27 ft,17,12
37,1,6:52.0,Defensive rebound by J. Allen,,17,12
38,1,6:39.0,J. Allen makes 2-pt dunk from 2 ft (assist by D. Russell),,19,12
39,1,6:39.0,,Houston full timeout,19,12
40,1,6:20.0,,J. Harden makes 2-pt layup from 2 ft,19,14
41,1,6:09.0,D. Russell misses 2-pt layup from 2 ft,,19,14
42,1,6:08.0,Offensive rebound by J. Allen,,19,14
43,1,6:07.0,J. Allen makes 2-pt layup from 1 ft,,21,14
44,1,5:52.0,,J. Harden misses 3-pt jump shot from 30 ft,21,14
45,1,5:51.0,Defensive rebound by Team,,21,14
46,1,5:37.0,Shooting foul by J. Harden (drawn by T. Graham),,21,14
47,1,5:37.0,T. Graham makes free throw 1 of 2,,22,14
48,1,5:37.0,D. Carroll enters the game for R. Kurucs,,22,14
49,1,5:37.0,S. Dinwiddie enters the game for D. Russell,,22,14
50,1,5:37.0,,M. Chriss enters the game for G. Clark,22,14
51,1,5:37.0,T. Graham misses free throw 2 of 2,,22,14
52,1,5:36.0,,Defensive rebound by Team,22,14
53,1,5:27.0,,A. Rivers misses 3-pt jump shot from 28 ft,22,14
54,1,5:24.0,,Offensive rebound by P. Tucker,22,14
55,1,5:16.0,,J. Harden makes 2-pt jump shot from 15 ft,22,16
56,1,5:01.0,D. Carroll misses 2-pt jump shot from 4 ft,,22,16
57,1,5:00.0,Offensive rebound by D. Carroll,,22,16
58,1,4:56.0,T. Graham makes 3-pt jump shot from 27 ft (assist by D. Carroll),,25,16
59,1,4:43.0,,M. Chriss misses 3-pt jump shot from 24 ft,25,16
60,1,4:43.0,Defensive rebound by T. Graham,,25,16
61,1,4:34.0,J. Harris misses 3-pt jump shot from 26 ft,,25,16
62,1,4:31.0,Offensive rebound by J. Allen,,25,16
63,1,4:20.0,J. Allen misses 3-pt jump shot from 23 ft,,25,16
64,1,4:16.0,,Defensive rebound by A. Rivers,25,16
65,1,4:10.0,,G. Green misses 3-pt jump shot from 27 ft,25,16
66,1,4:08.0,Defensive rebound by T. Graham,,25,16
67,1,4:00.0,Turnover by S. Dinwiddie (bad pass),,25,16
68,1,4:00.0,R. Hollis-Jefferson enters the game for T. Graham,,25,16
69,1,4:00.0,,J. Nunnally enters the game for A. Rivers,25,16
70,1,3:46.0,,G. Green makes 3-pt jump shot from 23 ft (assist by J. Nunnally),25,19
71,1,3:23.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by J. Allen),,28,19
72,1,3:04.0,,J. Harden misses 3-pt jump shot from 26 ft,28,19
73,1,3:02.0,Defensive rebound by J. Harris,,28,19
74,1,2:58.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by J. Harris),,31,19
75,1,2:44.0,,J. Nunnally misses 3-pt jump shot from 24 ft,31,19
76,1,2:42.0,Defensive rebound by R. Hollis-Jefferson,,31,19
77,1,2:34.0,D. Carroll makes 3-pt jump shot from 28 ft (assist by S. Dinwiddie),,34,19
78,1,2:14.0,,G. Green misses 3-pt jump shot from 26 ft,34,19
79,1,2:13.0,,Offensive rebound by Team,34,19
80,1,2:13.0,Brooklyn full timeout,,34,19
81,1,2:13.0,E. Davis enters the game for J. Allen,,34,19
82,1,2:13.0,D. Russell enters the game for J. Harris,,34,19
83,1,2:13.0,,E. Gordon enters the game for J. Harden,34,19
84,1,2:13.0,,A. Rivers enters the game for P. Tucker,34,19
85,1,2:04.0,,A. Rivers makes 3-pt jump shot from 27 ft,34,22
86,1,1:48.0,R. Hollis-Jefferson misses 2-pt hook shot from 4 ft,,34,22
87,1,1:45.0,,Defensive rebound by M. Chriss,34,22
88,1,1:33.0,,Shooting foul by E. Davis (drawn by E. Gordon),34,22
89,1,1:33.0,,E. Gordon makes free throw 1 of 2,34,23
90,1,1:33.0,,E. Gordon makes free throw 2 of 2,34,24
91,1,1:24.0,Turnover by E. Davis (bad pass; steal by E. Gordon),,34,24
92,1,1:17.0,,E. Gordon makes 3-pt jump shot from 30 ft (assist by A. Rivers),34,27
93,1,0:48.0,S. Dinwiddie misses 2-pt jump shot from 11 ft,,34,27
94,1,0:47.0,,Defensive rebound by A. Rivers,34,27
95,1,0:40.0,,E. Gordon makes 3-pt jump shot from 28 ft (assist by A. Rivers),34,30
96,1,0:30.0,D. Russell misses 2-pt hook shot from 7 ft,,34,30
97,1,0:29.0,,Defensive rebound by E. Gordon,34,30
98,1,0:13.0,,Offensive foul by M. Chriss (drawn by S. Dinwiddie),34,30
99,1,0:13.0,,Turnover by M. Chriss (offensive foul),34,30
100,1,0:13.0,J. Allen enters the game for E. Davis,,34,30
101,1,0:13.0,J. Harris enters the game for R. Hollis-Jefferson,,34,30
102,1,0:04.0,Personal foul by J. Nunnally (drawn by D. Russell),,34,30
103,2,11:44.0,,A. Rivers misses 3-pt jump shot from 23 ft,34,30
104,2,11:42.0,Defensive rebound by E. Davis,,34,30
105,2,11:31.0,R. Kurucs misses 2-pt layup from 2 ft,,34,30
106,2,11:29.0,,Defensive rebound by E. Gordon,34,30
107,2,11:22.0,,E. Gordon misses 3-pt jump shot from 27 ft,34,30
108,2,11:21.0,Defensive rebound by E. Davis,,34,30
109,2,11:12.0,Turnover by S. Napier (bad pass),,34,30
110,2,11:12.0,,N. Hilário enters the game for M. Chriss,34,30
111,2,10:59.0,,G. Green misses 3-pt jump shot from 26 ft,34,30
112,2,10:57.0,Defensive rebound by E. Davis,,34,30
113,2,10:46.0,D. Russell makes 2-pt jump shot from 16 ft,,36,30
114,2,10:31.0,,E. Gordon makes 3-pt jump shot from 29 ft (assist by A. Rivers),36,33
115,2,10:16.0,D. Carroll misses 3-pt jump shot from 26 ft,,36,33
116,2,10:14.0,,Defensive rebound by G. Green,36,33
117,2,10:09.0,,G. Green makes 3-pt jump shot from 27 ft,36,36
118,2,10:07.0,Brooklyn full timeout,,36,36
119,2,10:07.0,,G. Clark enters the game for E. Gordon,36,36
120,2,9:54.0,S. Napier makes 2-pt layup from 3 ft,,38,36
121,2,9:37.0,,J. Nunnally misses 3-pt jump shot from 23 ft,38,36
122,2,9:34.0,,Offensive rebound by G. Clark,38,36
123,2,9:21.0,,Turnover by Team (shot clock),38,36
124,2,9:11.0,D. Russell makes 2-pt jump shot from 15 ft,,40,36
125,2,8:48.0,,G. Green misses 3-pt jump shot from 26 ft,40,36
126,2,8:46.0,Defensive rebound by R. Kurucs,,40,36
127,2,8:38.0,S. Napier misses 3-pt jump shot from 23 ft,,40,36
128,2,8:37.0,,Defensive rebound by G. Clark,40,36
129,2,8:36.0,,Personal foul by E. Davis (drawn by G. Clark),40,36
130,2,8:36.0,,J. Harden enters the game for G. Green,40,36
131,2,8:36.0,,P. Tucker enters the game for J. Nunnally,40,36
132,2,8:26.0,,J. Harden misses 2-pt layup from 2 ft,40,36
133,2,8:23.0,Defensive rebound by R. Kurucs,,40,36
134,2,8:19.0,D. Carroll misses 3-pt jump shot from 23 ft,,40,36
135,2,8:16.0,,Defensive rebound by J. Harden,40,36
136,2,8:10.0,,G. Clark misses 3-pt jump shot from 27 ft,40,36
137,2,8:09.0,Defensive rebound by E. Davis,,40,36
138,2,7:59.0,D. Russell makes 3-pt jump shot from 23 ft,,43,36
139,2,7:44.0,,J. Harden misses 3-pt jump shot from 28 ft,43,36
140,2,7:42.0,Defensive rebound by D. Russell,,43,36
141,2,7:35.0,D. Russell misses 3-pt jump shot from 28 ft,,43,36
142,2,7:33.0,,Defensive rebound by G. Clark,43,36
143,2,7:27.0,,J. Harden makes 2-pt layup from 2 ft,43,38
144,2,7:06.0,S. Napier misses 2-pt layup from 3 ft,,43,38
145,2,7:05.0,Offensive rebound by S. Napier,,43,38
146,2,7:05.0,S. Dinwiddie enters the game for D. Carroll,,43,38
147,2,7:01.0,E. Davis misses 2-pt jump shot from 18 ft,,43,38
148,2,7:01.0,Offensive rebound by Team,,43,38
149,2,7:01.0,Turnover by Team (shot clock),,43,38
150,2,6:46.0,,J. Harden misses 2-pt jump shot from 7 ft,43,38
151,2,6:45.0,,Offensive rebound by N. Hilário,43,38
152,2,6:44.0,,N. Hilário makes 2-pt layup from 1 ft,43,40
153,2,6:44.0,,Shooting foul by E. Davis (drawn by N. Hilário),43,40
154,2,6:44.0,J. Allen enters the game for E. Davis,,43,40
155,2,6:44.0,,N. Hilário makes free throw 1 of 1,43,41
156,2,6:29.0,Personal foul by J. Harden (drawn by D. Russell),,43,41
157,2,6:29.0,T. Graham enters the game for R. Kurucs,,43,41
158,2,6:29.0,J. Harris enters the game for D. Russell,,43,41
159,2,6:22.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,43,41
160,2,6:21.0,,Defensive rebound by N. Hilário,43,41
161,2,6:04.0,,J. Harden makes 3-pt jump shot from 27 ft,43,44
162,2,5:50.0,Personal foul by N. Hilário (drawn by S. Napier),,43,44
163,2,5:39.0,J. Allen misses 2-pt dunk from 7 ft (block by G. Clark),,43,44
164,2,5:38.0,,Defensive rebound by P. Tucker,43,44
165,2,5:32.0,,Turnover by J. Harden (lost ball; steal by S. Napier),43,44
166,2,5:29.0,S. Napier misses 2-pt layup from 4 ft (block by G. Clark),,43,44
167,2,5:28.0,Offensive rebound by J. Allen,,43,44
168,2,5:27.0,J. Allen makes 2-pt dunk from 2 ft,,45,44
169,2,5:03.0,,N. Hilário makes 2-pt layup from 2 ft (assist by J. Harden),45,46
170,2,4:38.0,Turnover by J. Harris (bad pass),,45,46
171,2,4:19.0,,Turnover by N. Hilário (bad pass; steal by S. Napier),45,46
172,2,4:15.0,S. Napier makes 3-pt jump shot from 25 ft,,48,46
173,2,4:02.0,,N. Hilário misses 2-pt jump shot from 19 ft,48,46
174,2,3:59.0,,Offensive rebound by Team,48,46
175,2,3:59.0,,E. Gordon enters the game for A. Rivers,48,46
176,2,3:56.0,,G. Clark misses 3-pt jump shot from 28 ft,48,46
177,2,3:54.0,Defensive rebound by J. Allen,,48,46
178,2,3:49.0,Personal foul by N. Hilário (drawn by J. Allen),,48,46
179,2,3:49.0,,G. Green enters the game for G. Clark,48,46
180,2,3:41.0,S. Napier misses 2-pt jump shot from 23 ft,,48,46
181,2,3:40.0,Offensive rebound by T. Graham,,48,46
182,2,3:39.0,T. Graham makes 2-pt layup from 2 ft,,50,46
183,2,3:39.0,Shooting foul by P. Tucker (drawn by T. Graham),,50,46
184,2,3:39.0,D. Carroll enters the game for S. Napier,,50,46
185,2,3:39.0,T. Graham makes free throw 1 of 1,,51,46
186,2,3:22.0,,P. Tucker makes 2-pt layup at rim (assist by J. Harden),51,48
187,2,3:12.0,J. Harris makes 3-pt jump shot from 28 ft (assist by S. Dinwiddie),,54,48
188,2,3:02.0,,J. Harden misses 3-pt jump shot from 25 ft,54,48
189,2,3:01.0,,Offensive rebound by Team,54,48
190,2,3:01.0,Loose ball foul by J. Harris (drawn by N. Hilário),,54,48
191,2,3:00.0,,E. Gordon misses 3-pt jump shot from 28 ft,54,48
192,2,2:57.0,Defensive rebound by T. Graham,,54,48
193,2,2:45.0,Personal foul by P. Tucker (drawn by D. Carroll),,54,48
194,2,2:45.0,,Houston full timeout,54,48
195,2,2:45.0,,A. Rivers enters the game for N. Hilário,54,48
196,2,2:45.0,D. Carroll makes free throw 1 of 2,,55,48
197,2,2:45.0,D. Carroll makes free throw 2 of 2,,56,48
198,2,2:37.0,,A. Rivers misses 3-pt jump shot from 27 ft,56,48
199,2,2:35.0,Defensive rebound by J. Allen,,56,48
200,2,2:26.0,T. Graham makes 2-pt jump shot from 6 ft,,58,48
201,2,2:12.0,,G. Green makes 3-pt jump shot from 23 ft (assist by E. Gordon),58,51
202,2,1:53.0,J. Harris makes 2-pt jump shot from 7 ft (assist by S. Dinwiddie),,60,51
203,2,1:37.0,,G. Green misses 3-pt jump shot from 23 ft,60,51
204,2,1:35.0,Defensive rebound by J. Allen,,60,51
205,2,1:24.0,S. Dinwiddie misses 3-pt jump shot from 31 ft,,60,51
206,2,1:23.0,,Defensive rebound by G. Green,60,51
207,2,1:14.0,,G. Green makes 3-pt jump shot from 26 ft (assist by J. Harden),60,54
208,2,0:54.0,D. Carroll misses 2-pt layup from 8 ft (block by G. Green),,60,54
209,2,0:52.0,Offensive rebound by D. Carroll,,60,54
210,2,0:46.0,J. Allen misses 3-pt jump shot from 22 ft,,60,54
211,2,0:45.0,,Defensive rebound by G. Green,60,54
212,2,0:32.0,,J. Harden misses 3-pt jump shot from 25 ft,60,54
213,2,0:30.0,Defensive rebound by J. Allen,,60,54
214,2,0:11.0,Turnover by T. Graham (lost ball; steal by J. Harden),,60,54
215,2,0:07.0,,Turnover by E. Gordon (out of bounds lost ball),60,54
216,2,0:04.0,S. Dinwiddie makes 2-pt dunk from 3 ft,,62,54
217,2,0:01.0,,J. Harden misses 2-pt dunk from 4 ft (block by J. Allen),62,54
218,2,0:00.0,Defensive rebound by D. Carroll,,62,54
219,3,11:43.0,,G. Clark misses 3-pt jump shot from 23 ft,62,54
220,3,11:41.0,Defensive rebound by D. Russell,,62,54
221,3,11:23.0,Turnover by T. Graham (bad pass; steal by G. Clark),,62,54
222,3,11:18.0,,A. Rivers misses 3-pt jump shot from 22 ft,62,54
223,3,11:16.0,Defensive rebound by Team,,62,54
224,3,11:08.0,R. Kurucs makes 2-pt layup from 4 ft (assist by D. Russell),,64,54
225,3,10:44.0,,E. Gordon makes 3-pt jump shot from 30 ft (assist by J. Harden),64,57
226,3,10:34.0,D. Russell misses 3-pt jump shot from 27 ft,,64,57
227,3,10:32.0,,Defensive rebound by A. Rivers,64,57
228,3,10:26.0,,J. Harden makes 2-pt layup from 2 ft,64,59
229,3,10:26.0,,Shooting foul by D. Russell (drawn by J. Harden),64,59
230,3,10:26.0,,G. Green enters the game for G. Clark,64,59
231,3,10:26.0,,J. Harden makes free throw 1 of 1,64,60
232,3,10:11.0,R. Kurucs misses 3-pt jump shot from 25 ft,,64,60
233,3,10:09.0,,Defensive rebound by A. Rivers,64,60
234,3,10:03.0,,Shooting foul by T. Graham (drawn by J. Harden),64,60
235,3,10:03.0,,J. Harden makes free throw 1 of 2,64,61
236,3,10:03.0,,J. Harden makes free throw 2 of 2,64,62
237,3,9:42.0,R. Kurucs misses 2-pt layup from 3 ft,,64,62
238,3,9:40.0,,Defensive rebound by E. Gordon,64,62
239,3,9:33.0,,J. Harden misses 3-pt jump shot from 26 ft,64,62
240,3,9:31.0,Defensive rebound by J. Allen,,64,62
241,3,9:18.0,T. Graham makes 2-pt jump shot from 8 ft,,66,62
242,3,9:04.0,,A. Rivers misses 2-pt jump shot from 8 ft,66,62
243,3,9:02.0,,Offensive rebound by P. Tucker,66,62
244,3,9:01.0,,P. Tucker makes 2-pt layup from 1 ft,66,64
245,3,8:46.0,Turnover by J. Harris (bad pass; steal by P. Tucker),,66,64
246,3,8:38.0,,G. Green makes 3-pt jump shot from 22 ft (assist by J. Harden),66,67
247,3,8:37.0,Brooklyn full timeout,,66,67
248,3,8:21.0,Turnover by R. Kurucs (bad pass),,66,67
249,3,8:21.0,Loose ball foul by J. Allen (drawn by P. Tucker),,66,67
250,3,8:07.0,,G. Green misses 3-pt jump shot from 24 ft,66,67
251,3,8:05.0,Defensive rebound by J. Allen,,66,67
252,3,7:57.0,T. Graham misses 3-pt jump shot from 23 ft,,66,67
253,3,7:55.0,Offensive rebound by R. Kurucs,,66,67
254,3,7:54.0,R. Kurucs makes 2-pt layup from 2 ft,,68,67
255,3,7:40.0,,Personal foul by R. Kurucs (drawn by E. Gordon),68,67
