,QUARTER,TIME_REMAINING,MIAMI_ACTION,ATLANTA_ACTION,MIAMI_SCORE,ATLANTA_SCORE
0,1,11:46.0,,T. Young makes 2-pt jump shot from 13 ft,0,2
1,1,11:22.0,Turnover by J. Winslow (bad pass; steal by K. Huerter),,0,2
2,1,11:18.0,,T. Young makes 3-pt jump shot from 25 ft (assist by K. Huerter),0,5
3,1,10:57.0,J. Richardson misses 2-pt jump shot from 20 ft,,0,5
4,1,10:55.0,Offensive rebound by Team,,0,5
5,1,10:44.0,Turnover by H. Whiteside (3 sec),,0,5
6,1,10:28.0,,J. Collins misses 2-pt jump shot from 9 ft (block by H. Whiteside),0,5
7,1,10:28.0,,Offensive rebound by Team,0,5
8,1,10:20.0,,K. Huerter misses 2-pt jump shot from 18 ft,0,5
9,1,10:17.0,Defensive rebound by J. Johnson,,0,5
10,1,10:10.0,J. Richardson misses 2-pt layup from 1 ft,,0,5
11,1,10:06.0,Offensive rebound by R. McGruder,,0,5
12,1,9:59.0,J. Johnson makes 2-pt layup from 1 ft (assist by R. McGruder),,2,5
13,1,9:45.0,,D. Bembry misses 3-pt jump shot from 25 ft,2,5
14,1,9:42.0,Defensive rebound by H. Whiteside,,2,5
15,1,9:33.0,J. Winslow misses 2-pt layup from 3 ft,,2,5
16,1,9:30.0,,Defensive rebound by K. Huerter,2,5
17,1,9:27.0,,K. Huerter misses 2-pt layup from 2 ft,2,5
18,1,9:22.0,,Offensive rebound by D. Dedmon,2,5
19,1,9:22.0,,D. Dedmon makes 2-pt dunk from 1 ft,2,7
20,1,9:09.0,R. McGruder misses 3-pt jump shot from 25 ft,,2,7
21,1,9:07.0,,Defensive rebound by J. Collins,2,7
22,1,8:58.0,,D. Bembry misses 2-pt layup from 1 ft,2,7
23,1,8:53.0,,Offensive rebound by J. Collins,2,7
24,1,8:53.0,,J. Collins makes 2-pt layup from 1 ft,2,9
25,1,8:44.0,J. Johnson misses 3-pt jump shot from 25 ft,,2,9
26,1,8:42.0,,Defensive rebound by D. Bembry,2,9
27,1,8:38.0,,Personal foul by J. Winslow (drawn by D. Bembry),2,9
28,1,8:32.0,,D. Bembry misses 2-pt layup from 1 ft,2,9
29,1,8:29.0,Defensive rebound by J. Johnson,,2,9
30,1,8:29.0,Offensive foul by R. McGruder (drawn by T. Young),,2,9
31,1,8:29.0,Turnover by R. McGruder (offensive foul),,2,9
32,1,8:15.0,,Shooting foul by H. Whiteside (drawn by J. Collins),2,9
33,1,8:15.0,,J. Collins makes free throw 1 of 2,2,10
