,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
0,1,11:44.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft (assist by A. Bradley),0,2
1,1,11:28.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by N. Bjelica),,2,2
2,1,11:04.0,,B. Marjanović makes 2-pt hook shot from 5 ft (assist by D. Gallinari),2,4
3,1,10:46.0,I. Shumpert misses 2-pt jump shot from 19 ft,,2,4
4,1,10:43.0,,Defensive rebound by A. Bradley,2,4
5,1,10:28.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,2,6
6,1,10:20.0,Shooting foul by D. Gallinari (drawn by D. Fox),,2,6
7,1,10:20.0,D. Fox misses free throw 1 of 2,,2,6
8,1,10:20.0,Offensive rebound by Team,,2,6
9,1,10:20.0,D. Fox makes free throw 2 of 2,,3,6
10,1,10:10.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 25 ft,3,9
11,1,9:56.0,B. Hield misses 2-pt layup from 2 ft,,3,9
12,1,9:54.0,,Defensive rebound by B. Marjanović,3,9
13,1,9:54.0,Violation by Team (kicked ball),,3,9
14,1,9:40.0,,D. Gallinari makes 3-pt jump shot from 26 ft,3,12
15,1,9:25.0,I. Shumpert makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),,5,12
16,1,9:15.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,5,14
17,1,9:11.0,B. Hield makes 2-pt layup from 1 ft (assist by D. Fox),,7,14
18,1,9:11.0,Shooting foul by T. Harris (drawn by B. Hield),,7,14
19,1,9:11.0,B. Hield makes free throw 1 of 1,,8,14
20,1,8:59.0,,T. Harris misses 3-pt jump shot from 25 ft,8,14
21,1,8:57.0,Defensive rebound by N. Bjelica,,8,14
22,1,8:57.0,Personal take foul by B. Marjanović (drawn by N. Bjelica),,8,14
23,1,8:45.0,W. Cauley-Stein misses 2-pt jump shot from 9 ft,,8,14
24,1,8:39.0,,Defensive rebound by A. Bradley,8,14
25,1,8:37.0,,Shooting foul by B. Hield (drawn by D. Gallinari),8,14
26,1,8:37.0,,D. Gallinari makes free throw 1 of 2,8,15
27,1,8:37.0,,D. Gallinari makes free throw 2 of 2,8,16
28,1,8:27.0,D. Fox makes 2-pt layup from 2 ft,,10,16
29,1,8:10.0,,A. Bradley misses 2-pt layup from 3 ft,10,16
30,1,8:03.0,,Offensive rebound by A. Bradley,10,16
31,1,8:03.0,,A. Bradley makes 2-pt layup from 1 ft,10,18
32,1,8:03.0,I. Shumpert misses 3-pt jump shot from 26 ft,,10,18
33,1,8:03.0,,Defensive rebound by Team,10,18
34,1,7:50.0,,D. Gallinari misses 3-pt jump shot from 24 ft,10,18
35,1,7:47.0,Defensive rebound by W. Cauley-Stein,,10,18
36,1,7:42.0,B. Hield misses 2-pt layup from 3 ft,,10,18
37,1,7:40.0,,Defensive rebound by B. Marjanović,10,18
38,1,7:25.0,,D. Gallinari misses 2-pt jump shot from 23 ft,10,18
39,1,7:21.0,Defensive rebound by B. Hield,,10,18
40,1,7:16.0,B. Hield misses 2-pt jump shot from 12 ft,,10,18
41,1,7:15.0,Offensive rebound by Team,,10,18
42,1,7:15.0,,Loose ball foul by S. Gilgeous-Alexander (drawn by N. Bjelica),10,18
43,1,7:15.0,B. Bogdanović enters the game for B. Hield,,10,18
44,1,7:06.0,I. Shumpert makes 2-pt jump shot from 19 ft,,12,18
45,1,6:42.0,,B. Marjanović misses 2-pt hook shot from 11 ft,12,18
46,1,6:39.0,Defensive rebound by D. Fox,,12,18
47,1,6:35.0,B. Bogdanović misses 2-pt jump shot from 21 ft,,12,18
48,1,6:29.0,,Defensive rebound by S. Gilgeous-Alexander,12,18
49,1,6:28.0,,Turnover by D. Gallinari (offensive foul),12,18
50,1,6:28.0,,Offensive foul by D. Gallinari (drawn by I. Shumpert),12,18
51,1,6:28.0,,LA Clippers full timeout,12,18
52,1,6:28.0,,P. Beverley enters the game for D. Gallinari,12,18
53,1,6:04.0,B. Bogdanović makes 2-pt layup from 3 ft,,14,18
54,1,5:50.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),14,21
55,1,5:34.0,I. Shumpert misses 2-pt jump shot from 14 ft,,14,21
56,1,5:30.0,Offensive rebound by N. Bjelica,,14,21
57,1,5:24.0,I. Shumpert misses 3-pt jump shot from 23 ft,,14,21
58,1,5:23.0,,Defensive rebound by T. Harris,14,21
59,1,5:21.0,,A. Bradley misses 3-pt jump shot from 25 ft,14,21
60,1,5:18.0,,Offensive rebound by S. Gilgeous-Alexander,14,21
61,1,5:08.0,,Shooting foul by B. Bogdanović (drawn by A. Bradley),14,21
62,1,5:08.0,,A. Bradley misses free throw 1 of 2,14,21
63,1,5:08.0,,Offensive rebound by Team,14,21
64,1,5:08.0,Y. Ferrell enters the game for N. Bjelica,,14,21
65,1,5:08.0,J. Jackson enters the game for D. Fox,,14,21
66,1,5:08.0,,A. Bradley makes free throw 2 of 2,14,22
67,1,4:57.0,Shooting foul by B. Marjanović (drawn by W. Cauley-Stein),,14,22
68,1,4:57.0,B. Hield enters the game for I. Shumpert,,14,22
69,1,4:57.0,,M. Harrell enters the game for B. Marjanović,14,22
70,1,4:57.0,W. Cauley-Stein makes free throw 1 of 2,,15,22
71,1,4:57.0,W. Cauley-Stein misses free throw 2 of 2,,15,22
72,1,4:54.0,,Defensive rebound by T. Harris,15,22
73,1,4:40.0,,T. Harris makes 2-pt jump shot from 8 ft (assist by M. Harrell),15,24
