,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHARLOTTE_ACTION,MILWAUKEE_SCORE,CHARLOTTE_SCORE
0,1,11:46.0,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,3,0
1,1,11:23.0,,J. Lamb makes 2-pt jump shot from 11 ft,3,2
2,1,11:12.0,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,6,2
3,1,11:00.0,,M. Williams misses 3-pt jump shot from 25 ft,6,2
4,1,10:56.0,Defensive rebound by E. Bledsoe,,6,2
5,1,10:47.0,B. Lopez makes 2-pt layup from 1 ft,,8,2
6,1,10:35.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),8,4
7,1,10:19.0,K. Middleton misses 3-pt jump shot from 23 ft,,8,4
8,1,10:16.0,,Defensive rebound by M. Williams,8,4
9,1,10:11.0,,J. Lamb misses 3-pt jump shot from 26 ft,8,4
10,1,10:07.0,Defensive rebound by B. Lopez,,8,4
11,1,9:58.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,11,4
12,1,9:35.0,,J. Lamb makes 3-pt jump shot from 28 ft (assist by C. Zeller),11,7
13,1,9:10.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,14,7
14,1,8:45.0,,M. Williams misses 2-pt jump shot from 4 ft,14,7
15,1,8:43.0,Defensive rebound by B. Lopez,,14,7
16,1,8:41.0,Personal foul by K. Walker (drawn by E. Bledsoe),,14,7
17,1,8:31.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,16,7
18,1,8:20.0,,Shooting foul by E. Bledsoe (drawn by K. Walker),16,7
19,1,8:20.0,,K. Walker makes free throw 1 of 2,16,8
20,1,8:20.0,,K. Walker makes free throw 2 of 2,16,9
21,1,8:07.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,19,9
22,1,7:54.0,,K. Walker makes 3-pt jump shot from 25 ft,19,12
23,1,7:30.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,22,12
24,1,7:17.0,,Turnover by C. Zeller (traveling),22,12
25,1,7:07.0,M. Brogdon misses 3-pt jump shot from 24 ft,,22,12
26,1,7:03.0,,Defensive rebound by C. Zeller,22,12
27,1,6:59.0,,M. Williams makes 2-pt jump shot from 21 ft (assist by J. Lamb),22,14
28,1,6:36.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by M. Brogdon),,25,14
29,1,6:36.0,,Charlotte full timeout,25,14
30,1,6:18.0,,J. Lamb misses 2-pt jump shot from 14 ft,25,14
31,1,6:15.0,Defensive rebound by M. Brogdon,,25,14
32,1,6:02.0,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,28,14
33,1,5:37.0,,M. Williams makes 3-pt jump shot from 28 ft (assist by J. Lamb),28,17
34,1,5:29.0,Personal foul by N. Batum (drawn by K. Middleton),,28,17
35,1,5:29.0,T. Maker enters the game for B. Lopez,,28,17
36,1,5:29.0,,M. Kidd-Gilchrist enters the game for C. Zeller,28,17
37,1,5:20.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,28,17
38,1,5:18.0,,Defensive rebound by K. Walker,28,17
39,1,5:14.0,,K. Walker misses 2-pt layup from 2 ft,28,17
40,1,5:12.0,Defensive rebound by M. Brogdon,,28,17
41,1,5:06.0,M. Brogdon misses 2-pt layup from 4 ft,,28,17
42,1,5:03.0,,Defensive rebound by M. Kidd-Gilchrist,28,17
43,1,4:56.0,,M. Kidd-Gilchrist misses 2-pt layup from 4 ft,28,17
44,1,4:51.0,,Offensive rebound by N. Batum,28,17
45,1,4:51.0,,N. Batum makes 2-pt layup at rim,28,19
46,1,4:47.0,Turnover by K. Middleton (lost ball; steal by N. Batum),,28,19
47,1,4:40.0,,J. Lamb makes 2-pt layup from 3 ft,28,21
48,1,4:40.0,,Shooting foul by M. Brogdon (drawn by J. Lamb),28,21
49,1,4:40.0,Milwaukee full timeout,,28,21
50,1,4:40.0,T. Snell enters the game for G. Antetokounmpo,,28,21
51,1,4:40.0,,J. Lamb misses free throw 1 of 1,28,21
52,1,4:40.0,Defensive rebound by T. Snell,,28,21
53,1,4:22.0,K. Middleton makes 2-pt jump shot from 19 ft,,30,21
54,1,4:02.0,,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by T. Maker),30,21
55,1,4:00.0,Defensive rebound by M. Brogdon,,30,21
56,1,3:48.0,T. Snell makes 2-pt layup from 2 ft (assist by E. Bledsoe),,32,21
57,1,3:26.0,,K. Walker misses 3-pt jump shot from 25 ft,32,21
58,1,3:22.0,Defensive rebound by K. Middleton,,32,21
59,1,3:15.0,K. Middleton misses 2-pt jump shot from 23 ft,,32,21
60,1,3:11.0,,Defensive rebound by J. Lamb,32,21
61,1,3:06.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by J. Lamb),32,24
62,1,2:49.0,M. Brogdon misses 2-pt layup from 1 ft,,32,24
63,1,2:46.0,,Defensive rebound by J. Lamb,32,24
64,1,2:43.0,,Personal foul by T. Maker (drawn by J. Lamb),32,24
65,1,2:43.0,P. Connaughton enters the game for E. Bledsoe,,32,24
66,1,2:43.0,M. Dellavedova enters the game for M. Brogdon,,32,24
67,1,2:43.0,,M. Monk enters the game for N. Batum,32,24
68,1,2:43.0,,T. Parker enters the game for K. Walker,32,24
69,1,2:27.0,,M. Kidd-Gilchrist makes 2-pt dunk from 1 ft (assist by T. Parker),32,26
70,1,2:08.0,P. Connaughton misses 2-pt layup from 2 ft,,32,26
71,1,2:06.0,,Defensive rebound by M. Kidd-Gilchrist,32,26
72,1,1:59.0,,T. Parker makes 2-pt jump shot from 15 ft,32,28
73,1,1:47.0,K. Middleton misses 3-pt jump shot from 28 ft,,32,28
74,1,1:44.0,,Defensive rebound by J. Lamb,32,28
75,1,1:32.0,,M. Williams makes 2-pt jump shot from 11 ft (assist by T. Parker),32,30
76,1,1:16.0,K. Middleton misses 2-pt layup from 3 ft (block by M. Kidd-Gilchrist),,32,30
77,1,1:16.0,Offensive rebound by Team,,32,30
78,1,1:16.0,G. Antetokounmpo enters the game for T. Maker,,32,30
79,1,1:16.0,B. Lopez enters the game for K. Middleton,,32,30
80,1,1:16.0,,M. Bridges enters the game for M. Kidd-Gilchrist,32,30
81,1,1:16.0,,C. Zeller enters the game for M. Williams,32,30
82,1,1:10.0,Shooting foul by J. Lamb (drawn by G. Antetokounmpo),,32,30
83,1,1:10.0,G. Antetokounmpo makes free throw 1 of 2,,33,30
84,1,1:10.0,G. Antetokounmpo misses free throw 2 of 2,,33,30
85,1,1:07.0,,Defensive rebound by J. Lamb,33,30
86,1,0:58.0,,J. Lamb misses 3-pt jump shot from 27 ft,33,30
87,1,0:55.0,Defensive rebound by G. Antetokounmpo,,33,30
88,1,0:36.0,B. Lopez makes 2-pt dunk from 1 ft (assist by P. Connaughton),,35,30
89,1,0:29.0,,T. Parker makes 2-pt jump shot from 19 ft,35,32
90,1,0:05.0,B. Lopez misses 2-pt jump shot from 20 ft,,35,32
91,1,0:05.0,Offensive rebound by Team,,35,32
92,1,0:05.0,Turnover by Team (shot clock),,35,32
93,1,0:05.0,,K. Walker enters the game for J. Lamb,35,32
94,1,0:05.0,,M. Williams enters the game for C. Zeller,35,32
95,1,0:00.0,,K. Walker misses 2-pt layup from 3 ft,35,32
96,1,0:00.0,,Offensive rebound by Team,35,32
97,2,11:47.0,,M. Monk misses 3-pt jump shot from 25 ft,35,32
98,2,11:42.0,Defensive rebound by B. Lopez,,35,32
99,2,11:34.0,Shooting foul by M. Monk (drawn by P. Connaughton),,35,32
100,2,11:34.0,P. Connaughton makes free throw 1 of 3,,36,32
101,2,11:34.0,Offensive rebound by Team,,36,32
