,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA LAKERS_ACTION,BROOKLYN_SCORE,LA LAKERS_SCORE
146,2,9:06.0,S. Dinwiddie enters the game for J. Dudley,,26,29
147,2,8:51.0,C. LeVert misses 2-pt jump shot from 14 ft,,26,29
148,2,8:50.0,,Defensive rebound by Team,26,29
149,2,8:50.0,Loose ball foul by E. Davis (drawn by L. James),,26,29
150,2,8:35.0,,R. Bullock makes 2-pt jump shot from 3 ft,26,31
151,2,8:20.0,C. LeVert misses 3-pt jump shot from 27 ft,,26,31
152,2,8:16.0,,Defensive rebound by K. Caldwell-Pope,26,31
153,2,8:16.0,,Personal foul by C. LeVert (drawn by K. Caldwell-Pope),26,31
154,2,8:03.0,,R. Bullock misses 3-pt jump shot from 28 ft,26,31
155,2,7:57.0,,Offensive rebound by J. McGee,26,31
156,2,7:57.0,,Turnover by A. Caruso (out of bounds lost ball),26,31
157,2,7:44.0,D. Russell makes 2-pt hook shot from 3 ft,,28,31
158,2,7:34.0,,L. James misses 2-pt hook shot from 3 ft,28,31
159,2,7:30.0,,Offensive rebound by J. McGee,28,31
160,2,7:30.0,,J. McGee misses 2-pt layup from 1 ft,28,31
161,2,7:29.0,Defensive rebound by E. Davis,,28,31
162,2,7:27.0,Turnover by D. Carroll (traveling),,28,31
163,2,7:27.0,J. Harris enters the game for C. LeVert,,28,31
164,2,7:27.0,,R. Rondo enters the game for A. Caruso,28,31
165,2,7:14.0,,R. Rondo misses 2-pt jump shot from 10 ft,28,31
166,2,7:14.0,Defensive rebound by Team,,28,31
167,2,7:14.0,,Loose ball foul by R. Rondo (drawn by D. Russell),28,31
168,2,6:59.0,Personal foul by R. Rondo (drawn by S. Dinwiddie),,28,31
169,2,6:59.0,,LA Lakers full timeout,28,31
170,2,6:45.0,Turnover by D. Carroll (lost ball; steal by R. Bullock),,28,31
171,2,6:39.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,28,31
172,2,6:36.0,,Offensive rebound by J. McGee,28,31
173,2,6:35.0,,Turnover by J. McGee (bad pass; steal by D. Russell),28,31
174,2,6:26.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by D. Russell),,31,31
175,2,6:11.0,,L. James misses 3-pt jump shot from 26 ft,31,31
176,2,6:08.0,Defensive rebound by J. Harris,,31,31
177,2,6:02.0,D. Carroll misses 2-pt jump shot from 13 ft,,31,31
178,2,5:59.0,,Defensive rebound by R. Rondo,31,31
179,2,5:48.0,,L. James misses 3-pt jump shot from 24 ft,31,31
180,2,5:46.0,Defensive rebound by E. Davis,,31,31
181,2,5:38.0,D. Carroll misses 3-pt jump shot from 27 ft,,31,31
182,2,5:36.0,,Defensive rebound by L. James,31,31
183,2,5:28.0,,L. James misses 2-pt jump shot from 16 ft,31,31
184,2,5:26.0,Defensive rebound by E. Davis,,31,31
185,2,5:18.0,E. Davis makes 2-pt dunk from 2 ft (assist by D. Russell),,33,31
186,2,4:53.0,,Def 3 sec tech foul by Team,33,31
187,2,4:53.0,,K. Caldwell-Pope makes technical free throw,33,32
188,2,4:53.0,J. Allen enters the game for D. Carroll,,33,32
189,2,4:53.0,R. Kurucs enters the game for E. Davis,,33,32
190,2,4:53.0,,A. Caruso enters the game for K. Caldwell-Pope,33,32
191,2,4:53.0,,T. Chandler enters the game for L. James,33,32
192,2,4:53.0,,K. Kuzma enters the game for J. McGee,33,32
193,2,4:42.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by R. Rondo),33,34
194,2,4:42.0,,Shooting foul by R. Kurucs (drawn by K. Kuzma),33,34
195,2,4:42.0,,K. Kuzma makes free throw 1 of 1,33,35
196,2,4:35.0,Personal foul by R. Rondo (drawn by D. Russell),,33,35
197,2,4:25.0,Shooting foul by T. Chandler (drawn by J. Harris),,33,35
198,2,4:25.0,J. Harris makes free throw 1 of 2,,34,35
199,2,4:25.0,J. Harris makes free throw 2 of 2,,35,35
200,2,4:04.0,,R. Bullock misses 3-pt jump shot from 27 ft,35,35
201,2,4:01.0,Defensive rebound by R. Kurucs,,35,35
202,2,3:53.0,J. Harris makes 3-pt jump shot from 23 ft (assist by D. Russell),,38,35
203,2,3:41.0,,R. Bullock misses 2-pt jump shot from 15 ft,38,35
204,2,3:38.0,Defensive rebound by S. Dinwiddie,,38,35
205,2,3:22.0,R. Kurucs misses 2-pt jump shot from 6 ft,,38,35
206,2,3:21.0,,Defensive rebound by K. Kuzma,38,35
207,2,3:14.0,,R. Bullock misses 2-pt jump shot from 13 ft,38,35
208,2,3:13.0,Defensive rebound by Team,,38,35
209,2,3:13.0,Brooklyn full timeout,,38,35
210,2,3:13.0,,K. Caldwell-Pope enters the game for R. Bullock,38,35
211,2,3:13.0,,J. McGee enters the game for T. Chandler,38,35
212,2,2:58.0,J. Allen misses 2-pt layup from 2 ft (block by J. McGee),,38,35
213,2,2:53.0,Offensive rebound by D. Russell,,38,35
214,2,2:53.0,D. Russell makes 2-pt layup from 1 ft,,40,35
215,2,2:44.0,,Turnover by J. McGee (bad pass),40,35
216,2,2:26.0,Turnover by D. Russell (lost ball; steal by A. Caruso),,40,35
217,2,2:14.0,,A. Caruso misses 2-pt jump shot from 4 ft,40,35
218,2,2:12.0,,Offensive rebound by A. Caruso,40,35
219,2,2:10.0,,A. Caruso makes 2-pt layup from 2 ft,40,37
220,2,1:55.0,Turnover by D. Russell (bad pass; steal by J. McGee),,40,37
221,2,1:51.0,,Shooting foul by S. Dinwiddie (drawn by K. Kuzma),40,37
222,2,1:51.0,,K. Kuzma makes free throw 1 of 2,40,38
223,2,1:51.0,C. LeVert enters the game for D. Russell,,40,38
224,2,1:51.0,,L. James enters the game for R. Rondo,40,38
225,2,1:51.0,,K. Kuzma makes free throw 2 of 2,40,39
226,2,1:37.0,Turnover by S. Dinwiddie (bad pass),,40,39
227,2,1:26.0,,K. Kuzma misses 2-pt layup from 2 ft,40,39
228,2,1:24.0,Defensive rebound by R. Kurucs,,40,39
229,2,1:18.0,C. LeVert misses 2-pt layup from 2 ft (block by J. McGee),,40,39
230,2,1:14.0,,Defensive rebound by K. Kuzma,40,39
231,2,1:08.0,,J. McGee makes 2-pt dunk from 2 ft (assist by L. James),40,41
232,2,0:47.0,Shooting foul by K. Kuzma (drawn by J. Harris),,40,41
233,2,0:47.0,J. Harris makes free throw 1 of 2,,41,41
234,2,0:47.0,J. Harris makes free throw 2 of 2,,42,41
235,2,0:26.0,,Shooting foul by S. Dinwiddie (drawn by L. James),42,41
236,2,0:26.0,,L. James makes free throw 1 of 2,42,42
237,2,0:26.0,,J. Williams enters the game for J. McGee,42,42
238,2,0:26.0,,L. James makes free throw 2 of 2,42,43
239,2,0:07.0,Shooting foul by A. Caruso (drawn by S. Dinwiddie),,42,43
240,2,0:07.0,,R. Bullock enters the game for J. Williams,42,43
241,2,0:07.0,S. Dinwiddie makes free throw 1 of 2,,43,43
242,2,0:07.0,S. Dinwiddie makes free throw 2 of 2,,44,43
243,2,0:01.0,,A. Caruso misses 2-pt layup from 5 ft,44,43
244,2,0:00.0,,Offensive rebound by Team,44,43
245,3,11:47.0,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),,46,43
246,3,11:31.0,,Shooting foul by J. Allen (drawn by L. James),46,43
247,3,11:31.0,,L. James makes free throw 1 of 2,46,44
248,3,11:31.0,,L. James makes free throw 2 of 2,46,45
249,3,11:16.0,Turnover by J. Allen (lost ball; steal by L. James),,46,45
250,3,11:03.0,,R. Bullock makes 3-pt jump shot from 26 ft (assist by L. James),46,48
251,3,10:45.0,J. Harris misses 2-pt jump shot from 14 ft,,46,48
252,3,10:40.0,,Defensive rebound by K. Kuzma,46,48
253,3,10:29.0,,Turnover by L. James (bad pass; steal by D. Russell),46,48
254,3,10:24.0,D. Carroll makes 2-pt layup from 1 ft (assist by J. Harris),,48,48
255,3,10:17.0,,Offensive foul by K. Kuzma (drawn by D. Carroll),48,48
256,3,10:17.0,,Turnover by K. Kuzma (offensive foul),48,48
257,3,10:09.0,J. Harris makes 3-pt jump shot from 28 ft (assist by D. Russell),,51,48
258,3,9:58.0,,Personal foul by R. Kurucs (drawn by K. Kuzma),51,48
259,3,9:45.0,,L. James makes 2-pt layup from 3 ft,51,50
260,3,9:38.0,Shooting foul by J. McGee (drawn by J. Allen),,51,50
261,3,9:38.0,J. Allen misses free throw 1 of 2,,51,50
262,3,9:38.0,Offensive rebound by Team,,51,50
263,3,9:38.0,J. Allen makes free throw 2 of 2,,52,50
264,3,9:29.0,,Shooting foul by J. Harris (drawn by J. McGee),52,50
265,3,9:29.0,,J. McGee makes free throw 1 of 2,52,51
266,3,9:29.0,,J. McGee makes free throw 2 of 2,52,52
267,3,9:16.0,D. Russell misses 2-pt layup from 3 ft,,52,52
268,3,9:14.0,,Defensive rebound by J. McGee,52,52
269,3,9:00.0,,J. McGee makes 2-pt dunk from 2 ft (assist by R. Rondo),52,54
270,3,8:44.0,J. Harris makes 3-pt jump shot from 24 ft (assist by D. Russell),,55,54
271,3,8:31.0,,Turnover by L. James (bad pass; steal by D. Russell),55,54
272,3,8:28.0,D. Russell misses 2-pt layup from 2 ft (block by L. James),,55,54
273,3,8:25.0,,Defensive rebound by K. Kuzma,55,54
274,3,8:20.0,,R. Bullock misses 3-pt jump shot from 27 ft,55,54
275,3,8:20.0,Defensive rebound by Team,,55,54
276,3,8:10.0,D. Russell makes 2-pt jump shot from 7 ft,,57,54
277,3,7:51.0,,J. McGee makes 2-pt hook shot from 3 ft (assist by L. James),57,56
278,3,7:41.0,J. Harris makes 3-pt jump shot from 29 ft (assist by D. Russell),,60,56
279,3,7:41.0,,LA Lakers full timeout,60,56
280,3,7:24.0,,J. McGee makes 2-pt layup from 7 ft (assist by L. James),60,58
281,3,7:12.0,J. Harris misses 2-pt layup from 2 ft (block by R. Bullock),,60,58
282,3,7:10.0,,Defensive rebound by L. James,60,58
283,3,7:06.0,,Turnover by L. James (bad pass),60,58
284,3,6:58.0,D. Russell makes 3-pt jump shot from 25 ft,,63,58
285,3,6:38.0,,J. McGee makes 2-pt layup from 1 ft,63,60
286,3,6:25.0,D. Carroll makes 3-pt jump shot from 28 ft (assist by D. Russell),,66,60
287,3,6:20.0,,L. James misses 2-pt layup from 2 ft,66,60
288,3,6:17.0,Defensive rebound by D. Carroll,,66,60
289,3,6:15.0,D. Russell makes 3-pt jump shot from 27 ft,,69,60
290,3,6:12.0,,LA Lakers full timeout,69,60
291,3,6:12.0,S. Dinwiddie enters the game for D. Carroll,,69,60
292,3,6:12.0,,K. Caldwell-Pope enters the game for R. Bullock,69,60
293,3,6:12.0,,A. Caruso enters the game for R. Rondo,69,60
294,3,5:59.0,,Shooting foul by D. Russell (drawn by A. Caruso),69,60
295,3,5:59.0,,A. Caruso makes free throw 1 of 2,69,61
296,3,5:59.0,,A. Caruso makes free throw 2 of 2,69,62
297,3,5:50.0,Personal foul by K. Kuzma (drawn by J. Harris),,69,62
298,3,5:40.0,D. Russell misses 3-pt jump shot from 26 ft,,69,62
299,3,5:38.0,,Defensive rebound by J. McGee,69,62
300,3,5:28.0,,Turnover by L. James (lost ball; steal by S. Dinwiddie),69,62
301,3,5:19.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,,69,62
302,3,5:18.0,Offensive rebound by Team,,69,62
303,3,5:18.0,,Loose ball foul by J. McGee (drawn by J. Allen),69,62
304,3,5:11.0,R. Kurucs misses 3-pt jump shot from 23 ft,,69,62
305,3,5:10.0,,Defensive rebound by Team,69,62
306,3,5:10.0,,T. Chandler enters the game for J. McGee,69,62
307,3,5:03.0,,Shooting foul by J. Allen (drawn by L. James),69,62
308,3,5:03.0,,L. James misses free throw 1 of 2,69,62
309,3,5:03.0,,Offensive rebound by Team,69,62
310,3,5:03.0,,L. James misses free throw 2 of 2,69,62
311,3,5:00.0,Defensive rebound by R. Kurucs,,69,62
312,3,4:44.0,J. Harris misses 2-pt layup from 1 ft (block by K. Kuzma),,69,62
313,3,4:40.0,,Defensive rebound by T. Chandler,69,62
314,3,4:37.0,,Personal foul by D. Russell (drawn by K. Kuzma),69,62
315,3,4:37.0,,K. Kuzma makes free throw 1 of 2,69,63
316,3,4:37.0,C. LeVert enters the game for D. Russell,,69,63
317,3,4:37.0,,K. Kuzma makes free throw 2 of 2,69,64
318,3,4:24.0,C. LeVert misses 3-pt jump shot from 25 ft,,69,64
319,3,4:21.0,,Defensive rebound by T. Chandler,69,64
320,3,4:09.0,,Turnover by A. Caruso (bad pass; steal by C. LeVert),69,64
321,3,3:54.0,J. Allen misses 2-pt hook shot from 10 ft,,69,64
322,3,3:52.0,,Defensive rebound by A. Caruso,69,64
323,3,3:41.0,,A. Caruso makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),69,67
324,3,3:41.0,Brooklyn full timeout,,69,67
325,3,3:41.0,E. Davis enters the game for J. Allen,,69,67
326,3,3:41.0,J. Dudley enters the game for R. Kurucs,,69,67
327,3,3:41.0,,R. Rondo enters the game for L. James,69,67
328,3,3:23.0,E. Davis misses 2-pt layup from 1 ft,,69,67
329,3,3:21.0,,Defensive rebound by A. Caruso,69,67
330,3,3:19.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,69,67
331,3,3:19.0,,Offensive rebound by A. Caruso,69,67
332,3,3:07.0,,A. Caruso misses 3-pt jump shot from 26 ft,69,67
333,3,3:05.0,,Offensive rebound by K. Caldwell-Pope,69,67
334,3,3:04.0,,Shooting foul by E. Davis (drawn by T. Chandler),69,67
335,3,3:04.0,,T. Chandler misses free throw 1 of 2,69,67
336,3,3:04.0,,Offensive rebound by Team,69,67
337,3,3:04.0,,T. Chandler makes free throw 2 of 2,69,68
338,3,2:52.0,J. Harris misses 3-pt jump shot from 26 ft,,69,68
339,3,2:49.0,,Defensive rebound by T. Chandler,69,68
340,3,2:33.0,,K. Kuzma misses 3-pt jump shot from 28 ft,69,68
341,3,2:30.0,Defensive rebound by C. LeVert,,69,68
342,3,2:19.0,S. Dinwiddie makes 2-pt jump shot from 2 ft,,71,68
343,3,2:19.0,Shooting foul by A. Caruso (drawn by S. Dinwiddie),,71,68
344,3,2:19.0,D. Carroll enters the game for J. Harris,,71,68
345,3,2:19.0,S. Dinwiddie misses free throw 1 of 1,,71,68
346,3,2:17.0,,Defensive rebound by T. Chandler,71,68
347,3,2:03.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,71,68
348,3,2:00.0,Defensive rebound by E. Davis,,71,68
349,3,1:57.0,S. Dinwiddie makes 2-pt layup from 1 ft,,73,68
350,3,1:57.0,Shooting foul by K. Kuzma (drawn by S. Dinwiddie),,73,68
351,3,1:57.0,,R. Bullock enters the game for K. Kuzma,73,68
352,3,1:57.0,S. Dinwiddie makes free throw 1 of 1,,74,68
353,3,1:41.0,,A. Caruso misses 2-pt jump shot from 10 ft,74,68
354,3,1:38.0,Defensive rebound by S. Dinwiddie,,74,68
355,3,1:27.0,S. Dinwiddie misses 2-pt layup from 1 ft,,74,68
356,3,1:24.0,Offensive rebound by E. Davis,,74,68
357,3,1:24.0,E. Davis makes 2-pt layup at rim,,76,68
358,3,1:04.0,,R. Rondo makes 2-pt layup from 3 ft,76,70
359,3,0:51.0,Offensive foul by E. Davis (drawn by R. Rondo),,76,70
360,3,0:51.0,Turnover by E. Davis (offensive foul),,76,70
361,3,0:36.0,,R. Rondo makes 3-pt jump shot from 28 ft,76,73
362,3,0:20.0,Shooting foul by A. Caruso (drawn by D. Carroll),,76,73
363,3,0:20.0,D. Carroll makes free throw 1 of 2,,77,73
364,3,0:20.0,D. Carroll makes free throw 2 of 2,,78,73
365,3,0:20.0,,M. Wagner enters the game for T. Chandler,78,73
366,3,0:01.0,,R. Rondo misses 2-pt layup from 1 ft,78,73
367,3,0:00.0,Defensive rebound by D. Carroll,,78,73
368,4,11:49.0,,L. James misses 2-pt hook shot from 3 ft,78,73
369,4,11:49.0,,Offensive rebound by J. McGee,78,73
370,4,11:49.0,,J. McGee misses 2-pt layup from 1 ft,78,73
371,4,11:49.0,,Offensive rebound by J. McGee,78,73
372,4,11:49.0,,Shooting foul by E. Davis (drawn by J. McGee),78,73
373,4,11:49.0,,J. McGee misses free throw 1 of 2,78,73
374,4,11:49.0,,Offensive rebound by Team,78,73
375,4,11:49.0,,J. McGee makes free throw 2 of 2,78,74
376,4,11:37.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,78,74
377,4,11:34.0,,Defensive rebound by L. James,78,74
378,4,11:30.0,,J. McGee makes 2-pt dunk from 3 ft (assist by L. James),78,76
379,4,11:30.0,,Shooting foul by E. Davis (drawn by J. McGee),78,76
380,4,11:30.0,,J. McGee misses free throw 1 of 1,78,76
381,4,11:28.0,Defensive rebound by D. Carroll,,78,76
382,4,11:05.0,C. LeVert misses 2-pt layup from 2 ft,,78,76
383,4,11:03.0,Offensive rebound by E. Davis,,78,76
384,4,11:02.0,E. Davis misses 2-pt layup from 2 ft,,78,76
385,4,11:02.0,Offensive rebound by E. Davis,,78,76
386,4,10:58.0,E. Davis makes 2-pt layup at rim,,80,76
387,4,10:45.0,,L. James makes 2-pt layup from 2 ft,80,78
388,4,10:38.0,S. Dinwiddie misses 2-pt layup from 2 ft (block by J. McGee),,80,78
389,4,10:36.0,Offensive rebound by E. Davis,,80,78
