,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BOSTON_ACTION,HOUSTON_SCORE,BOSTON_SCORE
394,4,5:00.0,,T. Rozier misses free throw 2 of 3,107,96
395,4,5:00.0,,Offensive rebound by Team,107,96
396,4,5:00.0,,A. Horford enters the game for D. Theis,107,96
397,4,5:00.0,,T. Rozier misses free throw 3 of 3,107,96
398,4,4:57.0,,Offensive rebound by J. Brown,107,96
399,4,4:52.0,Loose ball foul by J. Harden (drawn by J. Tatum),,107,96
400,4,4:52.0,,M. Smart enters the game for T. Rozier,107,96
401,4,4:44.0,,J. Brown misses 3-pt jump shot from 26 ft,107,96
402,4,4:41.0,,Offensive rebound by M. Smart,107,96
403,4,4:40.0,,M. Smart makes 2-pt layup from 1 ft,107,98
404,4,4:16.0,J. Harden makes 2-pt layup from 6 ft,,109,98
405,4,4:01.0,,J. Tatum makes 2-pt layup from 3 ft (assist by M. Smart),109,100
406,4,3:38.0,E. Gordon misses 2-pt jump shot from 10 ft,,109,100
407,4,3:35.0,Offensive rebound by N. Hilário,,109,100
408,4,3:24.0,J. Harden makes 3-pt jump shot from 26 ft,,112,100
409,4,3:20.0,,Boston full timeout,112,100
410,4,3:20.0,C. Capela enters the game for N. Hilário,,112,100
411,4,3:20.0,C. Paul enters the game for A. Rivers,,112,100
412,4,3:04.0,,A. Horford makes 2-pt hook shot from 7 ft (assist by M. Smart),112,102
413,4,2:40.0,C. Paul misses 3-pt jump shot from 25 ft,,112,102
414,4,2:38.0,,Defensive rebound by J. Brown,112,102
415,4,2:31.0,,J. Brown makes 2-pt dunk from 1 ft,112,104
416,4,2:14.0,E. Gordon misses 2-pt jump shot from 13 ft,,112,104
417,4,2:13.0,,Defensive rebound by J. Tatum,112,104
418,4,2:06.0,,J. Tatum misses 2-pt layup from 3 ft (block by P. Tucker),112,104
419,4,2:04.0,Defensive rebound by J. Harden,,112,104
420,4,1:44.0,Offensive foul by J. Harden (drawn by J. Brown),,112,104
421,4,1:44.0,Turnover by J. Harden (offensive foul),,112,104
422,4,1:44.0,A. Rivers enters the game for J. Harden,,112,104
423,4,1:33.0,,Turnover by K. Irving (lost ball; steal by E. Gordon),112,104
424,4,1:10.0,A. Rivers misses 3-pt jump shot from 23 ft,,112,104
425,4,1:07.0,Offensive rebound by P. Tucker,,112,104
426,4,0:56.0,Personal foul by J. Brown (drawn by C. Paul),,112,104
427,4,0:50.0,Personal foul by M. Smart (drawn by E. Gordon),,112,104
428,4,0:50.0,E. Gordon misses free throw 1 of 2,,112,104
429,4,0:50.0,Offensive rebound by Team,,112,104
430,4,0:50.0,,A. Baynes enters the game for J. Tatum,112,104
431,4,0:50.0,E. Gordon makes free throw 2 of 2,,113,104
432,4,0:50.0,,Boston full timeout,113,104
433,4,0:50.0,,J. Tatum enters the game for A. Baynes,113,104
434,4,0:48.0,,Turnover by M. Smart (bad pass; steal by P. Tucker),113,104
435,4,0:42.0,Personal take foul by J. Tatum (drawn by C. Paul),,113,104
436,4,0:42.0,C. Paul makes free throw 1 of 2,,114,104
437,4,0:42.0,C. Paul misses free throw 2 of 2,,114,104
438,4,0:41.0,,Defensive rebound by K. Irving,114,104
439,4,0:36.0,,K. Irving misses 3-pt jump shot from 27 ft,114,104
440,4,0:33.0,Defensive rebound by P. Tucker,,114,104
441,4,0:19.0,Personal take foul by M. Smart (drawn by A. Rivers),,114,104
442,4,0:19.0,A. Rivers misses free throw 1 of 2,,114,104
443,4,0:19.0,Offensive rebound by Team,,114,104
444,4,0:19.0,A. Rivers makes free throw 2 of 2,,115,104
