,QUARTER,TIME_REMAINING,DALLAS_ACTION,INDIANA_ACTION,DALLAS_SCORE,INDIANA_SCORE
0,1,11:49.0,Personal foul by M. Turner (drawn by D. Jordan),,0,0
1,1,11:37.0,Turnover by W. Matthews (bad pass; steal by M. Turner),,0,0
2,1,11:30.0,,Shooting foul by D. Jordan (drawn by B. Bogdanović),0,0
3,1,11:30.0,,B. Bogdanović makes free throw 1 of 2,0,1
4,1,11:30.0,,B. Bogdanović makes free throw 2 of 2,0,2
5,1,11:13.0,L. Dončić misses 3-pt jump shot from 31 ft,,0,2
6,1,11:09.0,Offensive rebound by D. Jordan,,0,2
7,1,11:08.0,D. Jordan makes 2-pt dunk at rim,,2,2
8,1,10:51.0,,D. Collison misses 3-pt jump shot from 24 ft,2,2
9,1,10:49.0,Defensive rebound by L. Dončić,,2,2
10,1,10:41.0,L. Dončić misses 2-pt layup from 3 ft (block by D. Collison),,2,2
11,1,10:38.0,,Defensive rebound by D. Collison,2,2
12,1,10:37.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by M. Kleber),2,2
13,1,10:35.0,Defensive rebound by Team,,2,2
14,1,10:22.0,H. Barnes makes 2-pt jump shot from 4 ft (assist by W. Matthews),,4,2
15,1,10:05.0,,T. Young makes 2-pt layup at rim (assist by D. Collison),4,4
16,1,9:46.0,L. Dončić makes 2-pt jump shot from 5 ft,,6,4
17,1,9:30.0,,V. Oladipo misses 2-pt layup from 4 ft (block by M. Kleber),6,4
18,1,9:26.0,,Offensive rebound by V. Oladipo,6,4
19,1,9:19.0,,M. Turner misses 2-pt jump shot from 14 ft,6,4
20,1,9:16.0,Defensive rebound by D. Jordan,,6,4
21,1,9:09.0,L. Dončić misses 2-pt jump shot from 8 ft,,6,4
22,1,9:07.0,,Defensive rebound by D. Collison,6,4
23,1,8:58.0,,Turnover by D. Collison (bad pass; steal by L. Dončić),6,4
24,1,8:49.0,D. Jordan makes 2-pt jump shot from 4 ft (assist by L. Dončić),,8,4
25,1,8:37.0,,V. Oladipo misses 2-pt jump shot from 18 ft,8,4
26,1,8:35.0,Defensive rebound by D. Jordan,,8,4
27,1,8:23.0,W. Matthews makes 2-pt jump shot from 3 ft,,10,4
28,1,7:59.0,,D. Collison makes 2-pt jump shot from 16 ft,10,6
29,1,7:42.0,W. Matthews makes 3-pt jump shot from 27 ft (assist by L. Dončić),,13,6
30,1,7:21.0,,M. Turner makes 2-pt jump shot from 8 ft,13,8
31,1,7:01.0,Personal foul by V. Oladipo (drawn by L. Dončić),,13,8
