,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHOENIX_ACTION,CHARLOTTE_SCORE,PHOENIX_SCORE
28,1,7:42.0,M. Williams makes 2-pt hook shot from 5 ft (assist by B. Biyombo),,6,9
29,1,7:31.0,,M. Bridges misses 3-pt jump shot from 26 ft,6,9
30,1,7:28.0,Defensive rebound by B. Biyombo,,6,9
31,1,7:23.0,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),,9,9
32,1,7:08.0,,D. Booker misses 2-pt jump shot from 13 ft,9,9
33,1,7:05.0,Defensive rebound by K. Walker,,9,9
34,1,7:01.0,N. Batum misses 3-pt jump shot from 26 ft,,9,9
35,1,6:59.0,,Defensive rebound by D. Ayton,9,9
36,1,6:52.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by T. Warren),9,12
37,1,6:44.0,Charlotte full timeout,,9,12
38,1,6:34.0,K. Walker misses 2-pt layup at rim,,9,12
39,1,6:32.0,Offensive rebound by B. Biyombo,,9,12
40,1,6:32.0,B. Biyombo misses 2-pt layup at rim,,9,12
41,1,6:32.0,,Defensive rebound by D. Melton,9,12
42,1,6:26.0,,Shooting foul by M. Williams (drawn by D. Ayton),9,12
43,1,6:26.0,,D. Ayton makes free throw 1 of 2,9,13
44,1,6:26.0,,D. Ayton makes free throw 2 of 2,9,14
45,1,6:17.0,,Violation by Team (kicked ball),9,14
46,1,6:11.0,D. Graham misses 2-pt jump shot from 15 ft,,9,14
47,1,6:09.0,Offensive rebound by M. Williams,,9,14
48,1,6:04.0,Turnover by K. Walker (bad pass),,9,14
49,1,5:52.0,,Turnover by T. Warren (bad pass; steal by N. Batum),9,14
50,1,5:39.0,N. Batum makes 2-pt layup from 1 ft (assist by D. Graham),,11,14
51,1,5:39.0,Shooting foul by D. Melton (drawn by N. Batum),,11,14
52,1,5:39.0,W. Hernangómez enters the game for B. Biyombo,,11,14
53,1,5:39.0,M. Kidd-Gilchrist enters the game for M. Williams,,11,14
54,1,5:39.0,,R. Holmes enters the game for D. Ayton,11,14
55,1,5:39.0,,J. Jackson enters the game for M. Bridges,11,14
56,1,5:39.0,N. Batum makes free throw 1 of 1,,12,14
57,1,5:25.0,,Shooting foul by D. Graham (drawn by T. Warren),12,14
58,1,5:25.0,,T. Warren makes free throw 1 of 2,12,15
59,1,5:25.0,,T. Warren makes free throw 2 of 2,12,16
60,1,5:14.0,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,,12,16
61,1,5:10.0,,Defensive rebound by D. Melton,12,16
62,1,4:56.0,,J. Jackson makes 2-pt jump shot from 11 ft,12,18
63,1,4:45.0,N. Batum makes 2-pt jump shot from 8 ft,,14,18
64,1,4:45.0,Shooting foul by D. Melton (drawn by N. Batum),,14,18
65,1,4:45.0,T. Parker enters the game for D. Graham,,14,18
66,1,4:45.0,,E. Okobo enters the game for D. Melton,14,18
67,1,4:45.0,N. Batum makes free throw 1 of 1,,15,18
68,1,4:35.0,,D. Booker misses 2-pt jump shot from 20 ft,15,18
69,1,4:31.0,Defensive rebound by W. Hernangómez,,15,18
70,1,4:09.0,K. Walker makes 2-pt layup from 1 ft,,17,18
71,1,4:00.0,,Turnover by E. Okobo (traveling),17,18
72,1,3:39.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by T. Parker),,19,18
73,1,3:32.0,,Phoenix full timeout,19,18
74,1,3:32.0,M. Monk enters the game for K. Walker,,19,18
75,1,3:18.0,,Shooting foul by M. Monk (drawn by J. Jackson),19,18
76,1,3:18.0,,J. Jackson misses free throw 1 of 2,19,18
77,1,3:18.0,,Offensive rebound by Team,19,18
78,1,3:18.0,,J. Jackson makes free throw 2 of 2,19,19
79,1,3:06.0,N. Batum makes 2-pt jump shot from 16 ft (assist by W. Hernangómez),,21,19
80,1,2:46.0,,R. Holmes makes 2-pt hook shot from 5 ft (assist by D. Booker),21,21
81,1,2:36.0,T. Parker makes 2-pt jump shot from 20 ft,,23,21
82,1,2:14.0,,E. Okobo makes 2-pt jump shot from 12 ft,23,23
83,1,1:57.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by T. Parker),,25,23
84,1,1:40.0,,D. Booker makes 2-pt jump shot from 11 ft,25,25
85,1,1:21.0,M. Monk misses 3-pt jump shot from 25 ft,,25,25
86,1,1:20.0,Offensive rebound by W. Hernangómez,,25,25
87,1,1:20.0,W. Hernangómez misses 2-pt layup at rim,,25,25
88,1,1:19.0,Offensive rebound by M. Kidd-Gilchrist,,25,25
89,1,1:18.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by T. Warren),,25,25
90,1,1:09.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by D. Booker),25,28
91,1,0:56.0,Turnover by T. Parker (traveling),,25,28
92,1,0:56.0,,J. Crawford enters the game for D. Booker,25,28
93,1,0:56.0,,K. Oubre enters the game for T. Warren,25,28
94,1,0:47.0,,Turnover by J. Crawford (bad pass; steal by M. Kidd-Gilchrist),25,28
95,1,0:38.0,W. Hernangómez makes 2-pt dunk at rim (assist by T. Parker),,27,28
96,1,0:32.0,,J. Crawford makes 2-pt jump shot from 18 ft,27,30
97,1,0:16.0,T. Parker makes 2-pt jump shot from 11 ft,,29,30
98,1,0:05.0,,Personal foul by W. Hernangómez (drawn by E. Okobo),29,30
99,1,0:05.0,,D. Booker enters the game for E. Okobo,29,30
100,1,0:00.0,,R. Holmes misses 2-pt jump shot from 12 ft,29,30
101,1,0:00.0,,Offensive rebound by Team,29,30
102,2,11:51.0,,Shooting foul by M. Bridges (drawn by K. Oubre),29,30
103,2,11:51.0,,K. Oubre makes free throw 1 of 2,29,31
104,2,11:51.0,,K. Oubre makes free throw 2 of 2,29,32
105,2,11:37.0,M. Monk misses 3-pt jump shot from 26 ft,,29,32
106,2,11:34.0,,Defensive rebound by R. Holmes,29,32
107,2,11:28.0,,J. Crawford makes 2-pt jump shot from 11 ft,29,34
108,2,11:14.0,T. Parker makes 2-pt layup from 1 ft (assist by W. Hernangómez),,31,34
109,2,10:50.0,,E. Okobo misses 2-pt jump shot from 18 ft,31,34
110,2,10:47.0,Defensive rebound by W. Hernangómez,,31,34
111,2,10:42.0,Shooting foul by R. Holmes (drawn by W. Hernangómez),,31,34
112,2,10:42.0,W. Hernangómez misses free throw 1 of 2,,31,34
113,2,10:42.0,Offensive rebound by Team,,31,34
114,2,10:42.0,W. Hernangómez misses free throw 2 of 2,,31,34
115,2,10:40.0,,Defensive rebound by J. Jackson,31,34
116,2,10:28.0,,Turnover by J. Jackson (traveling),31,34
117,2,10:16.0,T. Parker makes 2-pt jump shot from 20 ft,,33,34
118,2,9:58.0,,E. Okobo makes 2-pt jump shot from 11 ft,33,36
119,2,9:41.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by T. Parker),,35,36
120,2,9:41.0,Shooting foul by R. Holmes (drawn by W. Hernangómez),,35,36
121,2,9:41.0,,D. Ayton enters the game for R. Holmes,35,36
122,2,9:41.0,,M. Bridges enters the game for E. Okobo,35,36
123,2,9:41.0,W. Hernangómez makes free throw 1 of 1,,36,36
124,2,9:31.0,,Turnover by J. Crawford (bad pass; steal by W. Hernangómez),36,36
125,2,9:28.0,M. Monk makes 2-pt layup from 2 ft (assist by M. Williams),,38,36
126,2,9:28.0,,Phoenix full timeout,38,36
127,2,9:15.0,,K. Oubre misses 3-pt jump shot from 25 ft,38,36
128,2,9:12.0,Defensive rebound by M. Bridges,,38,36
129,2,8:54.0,W. Hernangómez misses 2-pt layup from 1 ft,,38,36
130,2,8:49.0,,Defensive rebound by K. Oubre,38,36
131,2,8:49.0,,Personal foul by M. Bridges (drawn by K. Oubre),38,36
132,2,8:34.0,,D. Ayton makes 2-pt layup from 1 ft (assist by J. Jackson),38,38
133,2,8:22.0,T. Parker makes 2-pt jump shot from 11 ft,,40,38
134,2,8:04.0,,J. Jackson makes 2-pt layup from 1 ft (assist by D. Ayton),40,40
135,2,7:48.0,Shooting foul by K. Oubre (drawn by M. Bridges),,40,40
136,2,7:48.0,M. Bridges makes free throw 1 of 2,,41,40
137,2,7:48.0,B. Biyombo enters the game for W. Hernangómez,,41,40
138,2,7:48.0,K. Walker enters the game for M. Monk,,41,40
139,2,7:48.0,M. Bridges misses free throw 2 of 2,,41,40
140,2,7:44.0,Offensive rebound by B. Biyombo,,41,40
141,2,7:38.0,T. Parker misses 2-pt jump shot from 21 ft,,41,40
142,2,7:35.0,,Defensive rebound by J. Crawford,41,40
143,2,7:33.0,,Turnover by J. Jackson (traveling),41,40
144,2,7:20.0,T. Parker misses 3-pt jump shot from 25 ft,,41,40
145,2,7:17.0,,Defensive rebound by K. Oubre,41,40
146,2,7:07.0,,D. Ayton makes 2-pt layup from 1 ft (assist by K. Oubre),41,42
147,2,6:47.0,M. Bridges misses 3-pt jump shot from 25 ft,,41,42
148,2,6:44.0,Offensive rebound by M. Williams,,41,42
149,2,6:43.0,M. Williams misses 2-pt layup from 1 ft,,41,42
150,2,6:43.0,Offensive rebound by B. Biyombo,,41,42
151,2,6:40.0,Personal foul by M. Bridges (drawn by B. Biyombo),,41,42
152,2,6:40.0,D. Graham enters the game for T. Parker,,41,42
153,2,6:40.0,,D. Booker enters the game for D. Ayton,41,42
154,2,6:40.0,,R. Holmes enters the game for J. Jackson,41,42
155,2,6:32.0,M. Williams misses 3-pt jump shot from 27 ft,,41,42
156,2,6:28.0,,Defensive rebound by R. Holmes,41,42
157,2,6:13.0,,D. Booker makes 2-pt jump shot from 6 ft,41,44
158,2,6:13.0,Charlotte full timeout,,41,44
159,2,6:13.0,N. Batum enters the game for M. Bridges,,41,44
160,2,6:13.0,,T. Warren enters the game for J. Crawford,41,44
161,2,5:54.0,Personal foul by K. Oubre (drawn by K. Walker),,41,44
162,2,5:54.0,K. Walker misses free throw 1 of 2,,41,44
163,2,5:54.0,Offensive rebound by Team,,41,44
164,2,5:54.0,K. Walker misses free throw 2 of 2,,41,44
165,2,5:52.0,,Defensive rebound by T. Warren,41,44
166,2,5:41.0,,K. Oubre misses 2-pt jump shot from 12 ft,41,44
167,2,5:39.0,Defensive rebound by Team,,41,44
168,2,5:33.0,Flagrant foul type 1 by T. Warren (drawn by M. Williams),,41,44
169,2,5:33.0,M. Williams makes flagrant free throw 1 of 2,,42,44
170,2,5:33.0,M. Williams makes flagrant free throw 2 of 2,,43,44
171,2,5:33.0,,D. Melton enters the game for D. Booker,43,44
172,2,5:26.0,N. Batum misses 3-pt jump shot from 25 ft,,43,44
173,2,5:23.0,,Defensive rebound by M. Bridges,43,44
174,2,5:16.0,,M. Bridges misses 2-pt jump shot from 12 ft,43,44
175,2,5:13.0,Defensive rebound by N. Batum,,43,44
176,2,5:08.0,Turnover by D. Graham (bad pass; steal by D. Melton),,43,44
177,2,5:03.0,,D. Melton makes 2-pt layup from 1 ft,43,46
178,2,4:45.0,K. Walker misses 2-pt jump shot from 11 ft,,43,46
179,2,4:42.0,,Defensive rebound by R. Holmes,43,46
180,2,4:35.0,,K. Oubre misses 2-pt layup from 4 ft,43,46
181,2,4:32.0,Defensive rebound by M. Williams,,43,46
182,2,4:18.0,B. Biyombo makes 2-pt layup from 1 ft (assist by D. Graham),,45,46
183,2,4:18.0,Shooting foul by R. Holmes (drawn by B. Biyombo),,45,46
184,2,4:18.0,,D. Ayton enters the game for R. Holmes,45,46
185,2,4:18.0,,J. Crawford enters the game for K. Oubre,45,46
186,2,4:18.0,B. Biyombo misses free throw 1 of 1,,45,46
187,2,4:16.0,,Defensive rebound by D. Ayton,45,46
188,2,4:07.0,,T. Warren misses 3-pt jump shot from 26 ft,45,46
189,2,4:03.0,Defensive rebound by K. Walker,,45,46
190,2,3:57.0,Shooting foul by D. Ayton (drawn by B. Biyombo),,45,46
191,2,3:57.0,B. Biyombo makes free throw 1 of 2,,46,46
192,2,3:57.0,B. Biyombo makes free throw 2 of 2,,47,46
193,2,3:35.0,,Turnover by D. Melton (lost ball; steal by N. Batum),47,46
194,2,3:28.0,K. Walker makes 3-pt jump shot from 25 ft,,50,46
195,2,3:11.0,,J. Crawford misses 2-pt jump shot from 17 ft,50,46
196,2,3:08.0,Defensive rebound by D. Graham,,50,46
197,2,2:59.0,B. Biyombo misses 2-pt layup from 1 ft (block by M. Bridges),,50,46
198,2,2:56.0,,Defensive rebound by D. Melton,50,46
199,2,2:52.0,,Shooting foul by N. Batum (drawn by D. Ayton),50,46
200,2,2:52.0,,D. Ayton makes free throw 1 of 2,50,47
201,2,2:52.0,W. Hernangómez enters the game for B. Biyombo,,50,47
202,2,2:52.0,,J. Jackson enters the game for D. Melton,50,47
203,2,2:52.0,,D. Ayton makes free throw 2 of 2,50,48
204,2,2:40.0,K. Walker misses 2-pt jump shot from 17 ft,,50,48
205,2,2:35.0,,Defensive rebound by M. Bridges,50,48
206,2,2:33.0,,T. Warren makes 2-pt layup from 1 ft (assist by J. Crawford),50,50
207,2,2:15.0,D. Graham makes 3-pt jump shot from 25 ft (assist by W. Hernangómez),,53,50
208,2,1:59.0,,J. Crawford makes 3-pt jump shot from 26 ft,53,53
209,2,1:44.0,W. Hernangómez misses 2-pt jump shot from 7 ft,,53,53
210,2,1:41.0,,Defensive rebound by J. Jackson,53,53
211,2,1:35.0,,D. Ayton makes 2-pt layup from 1 ft (assist by J. Jackson),53,55
212,2,1:35.0,,Shooting foul by W. Hernangómez (drawn by D. Ayton),53,55
213,2,1:35.0,,D. Ayton makes free throw 1 of 1,53,56
214,2,1:19.0,K. Walker misses 2-pt layup from 1 ft,,53,56
215,2,1:15.0,Offensive rebound by M. Williams,,53,56
216,2,1:15.0,M. Williams misses 2-pt layup at rim,,53,56
217,2,1:15.0,Offensive rebound by M. Williams,,53,56
218,2,1:12.0,M. Williams makes 2-pt layup at rim,,55,56
219,2,1:03.0,,Turnover by D. Ayton (lost ball; steal by N. Batum),55,56
220,2,0:58.0,Turnover by N. Batum (bad pass; steal by D. Ayton),,55,56
221,2,0:54.0,,J. Jackson misses 2-pt layup from 1 ft,55,56
222,2,0:52.0,,Offensive rebound by T. Warren,55,56
223,2,0:52.0,,T. Warren makes 2-pt layup from 1 ft,55,58
224,2,0:41.0,Personal foul by T. Warren (drawn by D. Graham),,55,58
225,2,0:41.0,D. Graham makes free throw 1 of 2,,56,58
226,2,0:41.0,D. Graham makes free throw 2 of 2,,57,58
227,2,0:36.0,,J. Jackson misses 3-pt jump shot from 26 ft,57,58
228,2,0:35.0,Defensive rebound by Team,,57,58
229,2,0:25.0,K. Walker misses 3-pt jump shot from 25 ft,,57,58
230,2,0:23.0,,Defensive rebound by D. Ayton,57,58
231,2,0:09.0,,M. Bridges misses 3-pt jump shot from 26 ft,57,58
232,2,0:06.0,Defensive rebound by N. Batum,,57,58
233,2,0:04.0,Turnover by D. Graham (bad pass),,57,58
234,2,0:04.0,B. Biyombo enters the game for W. Hernangómez,,57,58
235,2,0:04.0,M. Kidd-Gilchrist enters the game for M. Williams,,57,58
236,2,0:02.0,,Shooting foul by M. Kidd-Gilchrist (drawn by M. Bridges),57,58
237,2,0:02.0,,M. Bridges makes free throw 1 of 2,57,59
238,2,0:02.0,,E. Okobo enters the game for J. Crawford,57,59
239,2,0:02.0,,K. Oubre enters the game for T. Warren,57,59
240,2,0:02.0,,M. Bridges makes free throw 2 of 2,57,60
241,3,11:42.0,,D. Ayton misses 2-pt jump shot from 17 ft,57,60
242,3,11:39.0,Defensive rebound by N. Batum,,57,60
243,3,11:23.0,K. Walker makes 2-pt layup from 1 ft,,59,60
244,3,11:07.0,,T. Warren makes 2-pt jump shot from 4 ft (assist by D. Ayton),59,62
245,3,10:50.0,M. Williams misses 3-pt jump shot from 25 ft,,59,62
246,3,10:47.0,,Defensive rebound by D. Ayton,59,62
247,3,10:43.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by D. Melton),59,65
248,3,10:26.0,Personal foul by D. Melton (drawn by K. Walker),,59,65
249,3,10:18.0,K. Walker misses 2-pt layup from 1 ft (block by T. Warren),,59,65
250,3,10:15.0,,Defensive rebound by D. Ayton,59,65
251,3,10:12.0,,T. Warren misses 3-pt jump shot from 25 ft,59,65
252,3,10:10.0,,Offensive rebound by M. Bridges,59,65
253,3,10:10.0,,M. Bridges misses 2-pt layup from 1 ft,59,65
254,3,10:09.0,Defensive rebound by D. Graham,,59,65
255,3,9:51.0,D. Graham misses 2-pt jump shot from 19 ft,,59,65
256,3,9:47.0,,Defensive rebound by J. Jackson,59,65
257,3,9:40.0,,Turnover by J. Jackson (bad pass; steal by M. Williams),59,65
258,3,9:23.0,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),,62,65
259,3,9:03.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by T. Warren),62,68
260,3,8:41.0,K. Walker misses 3-pt jump shot from 25 ft,,62,68
261,3,8:38.0,,Defensive rebound by T. Warren,62,68
262,3,8:33.0,,T. Warren misses 2-pt jump shot from 16 ft,62,68
263,3,8:31.0,Defensive rebound by D. Graham,,62,68
264,3,8:24.0,M. Williams misses 3-pt jump shot from 25 ft,,62,68
265,3,8:21.0,Offensive rebound by B. Biyombo,,62,68
266,3,8:14.0,D. Graham makes 3-pt jump shot from 26 ft (assist by M. Williams),,65,68
267,3,7:55.0,,D. Melton misses 3-pt jump shot from 25 ft,65,68
268,3,7:52.0,Defensive rebound by K. Walker,,65,68
269,3,7:34.0,M. Williams makes 2-pt hook shot from 3 ft (assist by D. Graham),,67,68
270,3,7:19.0,,J. Jackson misses 2-pt jump shot from 9 ft,67,68
271,3,7:19.0,,Offensive rebound by Team,67,68
272,3,7:19.0,Loose ball foul by N. Batum (drawn by D. Ayton),,67,68
273,3,7:19.0,,E. Okobo enters the game for D. Melton,67,68
274,3,7:06.0,,T. Warren misses 2-pt jump shot from 8 ft,67,68
275,3,7:04.0,,Offensive rebound by J. Jackson,67,68
276,3,7:04.0,,Turnover by Team (shot clock),67,68
277,3,6:49.0,Shooting foul by J. Jackson (drawn by K. Walker),,67,68
278,3,6:49.0,,Phoenix full timeout,67,68
279,3,6:49.0,W. Hernangómez enters the game for B. Biyombo,,67,68
280,3,6:49.0,M. Kidd-Gilchrist enters the game for M. Williams,,67,68
281,3,6:49.0,K. Walker makes free throw 1 of 2,,68,68
282,3,6:49.0,K. Walker makes free throw 2 of 2,,69,68
283,3,6:24.0,,J. Jackson misses 2-pt jump shot from 18 ft,69,68
284,3,6:20.0,Defensive rebound by N. Batum,,69,68
285,3,6:16.0,Offensive foul by M. Kidd-Gilchrist (drawn by J. Jackson),,69,68
286,3,6:16.0,Turnover by M. Kidd-Gilchrist (offensive foul),,69,68
287,3,6:04.0,,D. Ayton misses 2-pt jump shot from 18 ft,69,68
288,3,6:01.0,Defensive rebound by K. Walker,,69,68
289,3,5:55.0,Turnover by K. Walker (lost ball; steal by E. Okobo),,69,68
290,3,5:55.0,,Personal take foul by N. Batum (drawn by M. Bridges),69,68
291,3,5:46.0,,T. Warren misses 2-pt jump shot from 14 ft,69,68
292,3,5:44.0,Defensive rebound by K. Walker,,69,68
293,3,5:38.0,W. Hernangómez misses 2-pt layup from 3 ft,,69,68
294,3,5:35.0,,Defensive rebound by J. Jackson,69,68
295,3,5:33.0,,T. Warren makes 2-pt dunk from 1 ft (assist by J. Jackson),69,70
296,3,5:16.0,Shooting foul by M. Bridges (drawn by M. Kidd-Gilchrist),,69,70
297,3,5:16.0,M. Kidd-Gilchrist misses free throw 1 of 2,,69,70
298,3,5:16.0,Offensive rebound by Team,,69,70
299,3,5:16.0,T. Parker enters the game for D. Graham,,69,70
300,3,5:16.0,,K. Oubre enters the game for M. Bridges,69,70
301,3,5:16.0,M. Kidd-Gilchrist makes free throw 2 of 2,,70,70
302,3,5:01.0,,D. Ayton makes 2-pt layup from 1 ft (assist by T. Warren),70,72
303,3,4:44.0,W. Hernangómez makes 2-pt jump shot from 6 ft (assist by T. Parker),,72,72
304,3,4:44.0,Shooting foul by K. Oubre (drawn by W. Hernangómez),,72,72
305,3,4:44.0,W. Hernangómez makes free throw 1 of 1,,73,72
306,3,4:28.0,,E. Okobo misses 3-pt jump shot from 26 ft,73,72
307,3,4:24.0,Defensive rebound by K. Walker,,73,72
308,3,4:13.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),,75,72
309,3,4:12.0,,Phoenix full timeout,75,72
310,3,4:12.0,,J. Crawford enters the game for D. Ayton,75,72
311,3,4:12.0,,R. Holmes enters the game for J. Jackson,75,72
312,3,4:01.0,,J. Crawford misses 2-pt jump shot from 14 ft,75,72
313,3,3:58.0,Defensive rebound by W. Hernangómez,,75,72
314,3,3:45.0,M. Kidd-Gilchrist makes 2-pt dunk from 1 ft (assist by W. Hernangómez),,77,72
315,3,3:33.0,,R. Holmes makes 2-pt layup from 1 ft,77,74
316,3,3:33.0,,Shooting foul by W. Hernangómez (drawn by R. Holmes),77,74
317,3,3:33.0,,R. Holmes makes free throw 1 of 1,77,75
318,3,3:21.0,Offensive foul by W. Hernangómez (drawn by E. Okobo),,77,75
319,3,3:21.0,Turnover by W. Hernangómez (offensive foul),,77,75
320,3,3:11.0,,E. Okobo misses 3-pt jump shot from 27 ft,77,75
321,3,3:07.0,Defensive rebound by T. Parker,,77,75
322,3,2:57.0,Turnover by W. Hernangómez (lost ball; steal by R. Holmes),,77,75
323,3,2:46.0,,T. Warren misses 2-pt layup from 4 ft,77,75
324,3,2:44.0,Defensive rebound by W. Hernangómez,,77,75
325,3,2:31.0,T. Parker misses 2-pt layup at rim,,77,75
326,3,2:29.0,Offensive rebound by W. Hernangómez,,77,75
327,3,2:28.0,W. Hernangómez makes 2-pt jump shot from 1 ft,,79,75
328,3,2:14.0,,J. Crawford makes 2-pt jump shot from 17 ft,79,77
329,3,1:58.0,T. Parker makes 2-pt jump shot from 11 ft (assist by K. Walker),,81,77
330,3,1:46.0,,Personal foul by T. Parker (drawn by J. Crawford),81,77
331,3,1:46.0,M. Monk enters the game for K. Walker,,81,77
332,3,1:46.0,,M. Bridges enters the game for E. Okobo,81,77
333,3,1:46.0,,J. Jackson enters the game for T. Warren,81,77
334,3,1:34.0,,Turnover by K. Oubre (out of bounds lost ball),81,77
335,3,1:20.0,T. Parker misses 2-pt layup from 4 ft (block by M. Bridges),,81,77
336,3,1:19.0,Offensive rebound by Team,,81,77
337,3,1:19.0,Charlotte full timeout,,81,77
338,3,1:10.0,T. Parker misses 2-pt layup from 1 ft,,81,77
339,3,1:10.0,Offensive rebound by W. Hernangómez,,81,77
340,3,1:10.0,W. Hernangómez makes 2-pt layup from 1 ft,,83,77
341,3,1:10.0,Shooting foul by J. Crawford (drawn by W. Hernangómez),,83,77
342,3,1:10.0,W. Hernangómez misses free throw 1 of 1,,83,77
343,3,1:08.0,,Defensive rebound by J. Jackson,83,77
344,3,0:53.0,,K. Oubre makes 2-pt jump shot from 18 ft (assist by R. Holmes),83,79
345,3,0:38.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by J. Crawford),,83,79
346,3,0:34.0,,J. Crawford misses 3-pt jump shot from 25 ft,83,79
347,3,0:29.0,Defensive rebound by M. Monk,,83,79
348,3,0:26.0,W. Hernangómez makes 2-pt layup at rim (assist by M. Monk),,85,79
349,3,0:03.0,,J. Jackson makes 2-pt jump shot from 16 ft,85,81
350,3,0:00.0,M. Kidd-Gilchrist misses 3-pt jump shot from 32 ft,,85,81
351,3,0:00.0,Offensive rebound by Team,,85,81
352,4,11:52.0,Offensive foul by W. Hernangómez (drawn by J. Crawford),,85,81
353,4,11:52.0,Turnover by W. Hernangómez (offensive foul),,85,81
354,4,11:52.0,M. Williams enters the game for W. Hernangómez,,85,81
355,4,11:39.0,,Shooting foul by M. Williams (drawn by R. Holmes),85,81
356,4,11:39.0,,R. Holmes makes free throw 1 of 2,85,82
357,4,11:39.0,,R. Holmes misses free throw 2 of 2,85,82
358,4,11:37.0,Defensive rebound by M. Bridges,,85,82
359,4,11:28.0,,Violation by Team (kicked ball),85,82
360,4,11:22.0,T. Parker misses 2-pt jump shot from 22 ft,,85,82
361,4,11:18.0,,Defensive rebound by D. Melton,85,82
362,4,11:02.0,,D. Melton makes 3-pt jump shot from 23 ft (assist by M. Bridges),85,85
363,4,10:41.0,M. Monk misses 2-pt jump shot from 20 ft,,85,85
364,4,10:39.0,Offensive rebound by Team,,85,85
365,4,10:25.0,T. Parker makes 2-pt layup from 1 ft,,87,85
366,4,10:13.0,,Turnover by J. Crawford (lost ball; steal by M. Kidd-Gilchrist),87,85
367,4,10:09.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,89,85
368,4,9:55.0,,K. Oubre misses 3-pt jump shot from 27 ft,89,85
369,4,9:54.0,,Offensive rebound by Team,89,85
370,4,9:54.0,B. Biyombo enters the game for M. Kidd-Gilchrist,,89,85
371,4,9:54.0,,D. Ayton enters the game for J. Crawford,89,85
372,4,9:54.0,,T. Warren enters the game for R. Holmes,89,85
373,4,9:37.0,,Turnover by D. Melton (bad pass; steal by B. Biyombo),89,85
374,4,9:22.0,T. Parker makes 2-pt layup at rim,,91,85
375,4,9:09.0,,T. Warren misses 3-pt jump shot from 25 ft,91,85
376,4,9:07.0,Defensive rebound by M. Monk,,91,85
377,4,8:55.0,T. Parker makes 2-pt jump shot from 16 ft,,93,85
378,4,8:53.0,,Phoenix full timeout,93,85
379,4,8:53.0,,J. Jackson enters the game for K. Oubre,93,85
380,4,8:39.0,,D. Ayton makes 2-pt jump shot from 11 ft,93,87
381,4,8:20.0,M. Monk misses 2-pt jump shot from 7 ft,,93,87
