,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,OKLAHOMA CITY_ACTION,PHILADELPHIA_SCORE,OKLAHOMA CITY_SCORE
387,4,8:51.0,,Turnover by R. Westbrook (bad pass),93,96
388,4,8:34.0,T. Luwawu-Cabarrot misses 2-pt layup at rim (block by J. Huestis),,93,96
389,4,8:33.0,Offensive rebound by R. Holmes,,93,96
390,4,8:32.0,R. Holmes makes 2-pt layup from 1 ft,,95,96
391,4,8:17.0,,R. Westbrook misses 2-pt jump shot from 18 ft,95,96
392,4,8:17.0,Defensive rebound by J. Embiid,,95,96
393,4,8:05.0,Turnover by J. Embiid (bad pass),,95,96
394,4,8:05.0,,C. Anthony enters the game for P. Patterson,95,96
395,4,7:56.0,,R. Westbrook makes 2-pt layup from 1 ft,95,98
396,4,7:47.0,B. Simmons makes 2-pt layup from 4 ft,,97,98
397,4,7:35.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by R. Westbrook),97,98
398,4,7:35.0,,R. Westbrook makes free throw 1 of 2,97,99
399,4,7:35.0,,J. Grant enters the game for J. Huestis,97,99
400,4,7:35.0,A. Johnson enters the game for J. Embiid,,97,99
401,4,7:35.0,,R. Westbrook misses free throw 2 of 2,97,99
402,4,7:34.0,Defensive rebound by T. Luwawu-Cabarrot,,97,99
403,4,7:17.0,R. Covington misses 3-pt jump shot from 24 ft,,97,99
404,4,7:12.0,Offensive rebound by R. Holmes,,97,99
405,4,7:11.0,R. Covington misses 2-pt layup at rim,,97,99
406,4,7:09.0,,Defensive rebound by S. Adams,97,99
407,4,7:00.0,,R. Felton misses 3-pt jump shot from 25 ft,97,99
408,4,6:59.0,,Offensive rebound by S. Adams,97,99
409,4,6:59.0,,S. Adams makes 2-pt layup at rim,97,101
410,4,6:39.0,B. Simmons makes 2-pt jump shot from 12 ft,,99,101
411,4,6:25.0,,Personal foul by A. Johnson (drawn by S. Adams),99,101
412,4,6:25.0,,P. George enters the game for R. Felton,99,101
413,4,6:22.0,,Turnover by S. Adams (bad pass; steal by B. Simmons),99,101
414,4,6:18.0,B. Simmons makes 2-pt dunk at rim,,101,101
415,4,5:57.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Westbrook),101,104
416,4,5:47.0,Shooting foul by J. Grant (drawn by A. Johnson),,101,104
417,4,5:47.0,A. Johnson misses free throw 1 of 2,,101,104
418,4,5:47.0,Offensive rebound by Team,,101,104
419,4,5:47.0,D. Šarić enters the game for R. Holmes,,101,104
420,4,5:47.0,A. Johnson makes free throw 2 of 2,,102,104
421,4,5:37.0,,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),102,106
422,4,5:36.0,Philadelphia full timeout,,102,106
423,4,5:36.0,J. Embiid enters the game for A. Johnson,,102,106
424,4,5:22.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 22 ft,,102,106
425,4,5:19.0,,Defensive rebound by S. Adams,102,106
426,4,5:06.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),102,108
427,4,4:44.0,R. Covington misses 3-pt jump shot from 24 ft,,102,108
428,4,4:40.0,,Defensive rebound by C. Anthony,102,108
429,4,4:22.0,,R. Westbrook misses 3-pt jump shot from 26 ft,102,108
430,4,4:18.0,,Offensive rebound by S. Adams,102,108
431,4,4:17.0,,C. Anthony misses 3-pt jump shot from 25 ft,102,108
432,4,4:14.0,,Offensive rebound by P. George,102,108
433,4,4:10.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by P. George),102,108
434,4,4:10.0,,P. George misses free throw 1 of 2,102,108
435,4,4:10.0,,Offensive rebound by Team,102,108
436,4,4:10.0,,P. George makes free throw 2 of 2,102,109
437,4,3:57.0,D. Šarić makes 2-pt jump shot from 5 ft (assist by B. Simmons),,104,109
438,4,3:42.0,,R. Westbrook misses 2-pt layup from 1 ft (block by J. Embiid),104,109
439,4,3:40.0,,Offensive rebound by S. Adams,104,109
440,4,3:40.0,,S. Adams makes 2-pt layup from 1 ft,104,111
441,4,3:37.0,,Technical foul by R. Westbrook,104,111
442,4,3:37.0,D. Šarić makes technical free throw,,105,111
443,4,3:26.0,J. Embiid makes 2-pt hook shot from 5 ft (assist by D. Šarić),,107,111
444,4,3:04.0,,Oklahoma City full timeout,107,111
445,4,3:00.0,,C. Anthony misses 3-pt jump shot from 26 ft,107,111
446,4,2:57.0,Defensive rebound by D. Šarić,,107,111
447,4,2:45.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by P. George),,107,111
448,4,2:40.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by C. Anthony),107,114
449,4,2:23.0,R. Covington misses 3-pt jump shot from 24 ft,,107,114
450,4,2:21.0,,Defensive rebound by R. Westbrook,107,114
451,4,2:05.0,,R. Westbrook makes 2-pt jump shot from 14 ft,107,116
452,4,2:03.0,Philadelphia full timeout,,107,116
453,4,1:47.0,J. Embiid makes 3-pt jump shot from 24 ft (assist by B. Simmons),,110,116
454,4,1:25.0,,J. Grant makes 2-pt layup from 2 ft,110,118
455,4,1:14.0,R. Covington misses 2-pt layup from 2 ft,,110,118
456,4,1:11.0,Offensive rebound by J. Embiid,,110,118
457,4,1:10.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,110,118
458,4,1:06.0,,Defensive rebound by R. Westbrook,110,118
459,4,0:48.0,,S. Adams makes 2-pt jump shot from 6 ft (assist by R. Westbrook),110,120
460,4,0:48.0,Philadelphia full timeout,,110,120
461,4,0:44.0,D. Šarić misses 3-pt jump shot from 25 ft,,110,120
462,4,0:41.0,,Defensive rebound by Team,110,120
463,4,0:40.0,,Personal foul by J. Embiid (drawn by C. Anthony),110,120
464,4,0:40.0,J. Anderson enters the game for J. Embiid,,110,120
465,4,0:32.0,,Personal foul by T. Luwawu-Cabarrot (drawn by R. Westbrook),110,120
466,4,0:32.0,,R. Westbrook makes free throw 1 of 2,110,121
467,4,0:32.0,T. McConnell enters the game for B. Simmons,,110,121
468,4,0:32.0,J. Young enters the game for R. Covington,,110,121
469,4,0:32.0,,R. Westbrook makes free throw 2 of 2,110,122
470,4,0:26.0,T. McConnell makes 2-pt layup from 1 ft (assist by T. Luwawu-Cabarrot),,112,122
471,4,0:02.0,,Turnover by Team (shot clock),112,122
