,QUARTER,TIME_REMAINING,CHICAGO_ACTION,ATLANTA_ACTION,CHICAGO_SCORE,ATLANTA_SCORE
70,1,3:44.0,L. Markkanen misses 2-pt jump shot from 16 ft,,20,11
71,1,3:40.0,,Defensive rebound by D. Dedmon,20,11
72,1,3:31.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by D. Dedmon),20,13
73,1,3:09.0,R. Lopez makes 2-pt jump shot from 12 ft (assist by L. Markkanen),,22,13
74,1,2:56.0,,D. Dedmon makes 3-pt jump shot from 24 ft (assist by M. Delaney),22,16
75,1,2:43.0,L. Markkanen misses 3-pt jump shot from 25 ft,,22,16
76,1,2:38.0,,Defensive rebound by M. Delaney,22,16
77,1,2:33.0,,Shooting foul by R. Lopez (drawn by J. Collins),22,16
78,1,2:33.0,,J. Collins misses free throw 1 of 2,22,16
79,1,2:33.0,,Offensive rebound by Team,22,16
80,1,2:33.0,,T. Prince enters the game for D. Schröder,22,16
81,1,2:33.0,B. Portis enters the game for J. Grant,,22,16
82,1,2:33.0,R. Arcidiacono enters the game for L. Markkanen,,22,16
83,1,2:33.0,N. Mirotić enters the game for R. Lopez,,22,16
84,1,2:33.0,,J. Collins makes free throw 2 of 2,22,17
85,1,2:22.0,N. Mirotić misses 2-pt jump shot from 18 ft,,22,17
86,1,2:18.0,,Defensive rebound by J. Collins,22,17
87,1,2:12.0,,Personal foul by R. Arcidiacono (drawn by M. Delaney),22,17
88,1,2:12.0,,M. Delaney makes free throw 1 of 2,22,18
89,1,2:12.0,,M. Delaney misses free throw 2 of 2,22,18
90,1,2:10.0,Defensive rebound by B. Portis,,22,18
91,1,1:59.0,D. Valentine makes 3-pt jump shot from 24 ft (assist by B. Portis),,25,18
92,1,1:46.0,,M. Belinelli misses 3-pt jump shot from 25 ft,25,18
93,1,1:44.0,,Offensive rebound by J. Collins,25,18
94,1,1:44.0,,Shooting foul by D. Valentine (drawn by J. Collins),25,18
95,1,1:44.0,,J. Collins makes free throw 1 of 2,25,19
96,1,1:44.0,,M. Muscala enters the game for D. Dedmon,25,19
97,1,1:44.0,,J. Collins misses free throw 2 of 2,25,19
98,1,1:42.0,Defensive rebound by N. Mirotić,,25,19
99,1,1:27.0,Turnover by D. Valentine (bad pass; steal by T. Prince),,25,19
100,1,1:23.0,,T. Prince makes 2-pt layup from 1 ft (assist by M. Delaney),25,21
101,1,1:14.0,J. Holiday misses 3-pt jump shot from 25 ft,,25,21
102,1,1:14.0,,Defensive rebound by M. Delaney,25,21
103,1,1:00.0,,T. Prince misses 3-pt jump shot from 22 ft,25,21
104,1,0:58.0,Defensive rebound by Team,,25,21
105,1,0:58.0,,Loose ball foul by J. Collins (drawn by R. Arcidiacono),25,21
106,1,0:51.0,D. Valentine misses 2-pt jump shot from 18 ft,,25,21
107,1,0:47.0,,Defensive rebound by J. Collins,25,21
108,1,0:39.0,,M. Muscala misses 3-pt jump shot from 24 ft,25,21
109,1,0:37.0,Defensive rebound by D. Valentine,,25,21
110,1,0:28.0,Shooting foul by J. Collins (drawn by J. Holiday),,25,21
111,1,0:28.0,J. Holiday makes free throw 1 of 2,,26,21
112,1,0:28.0,J. Holiday makes free throw 2 of 2,,27,21
113,1,0:11.0,,M. Muscala misses 2-pt jump shot from 7 ft,27,21
114,1,0:07.0,Defensive rebound by N. Mirotić,,27,21
115,1,0:07.0,Turnover by N. Mirotić (bad pass),,27,21
116,1,0:07.0,D. Nwaba enters the game for J. Holiday,,27,21
117,1,0:07.0,,D. Dedmon enters the game for J. Collins,27,21
118,1,0:04.0,,M. Delaney misses 3-pt jump shot from 25 ft,27,21
119,1,0:02.0,Defensive rebound by Team,,27,21
120,1,0:02.0,,Loose ball foul by T. Prince (drawn by R. Arcidiacono),27,21
121,1,0:02.0,R. Arcidiacono makes free throw 1 of 2,,28,21
122,1,0:02.0,R. Arcidiacono makes free throw 2 of 2,,29,21
123,1,0:00.0,,M. Delaney misses 3-pt jump shot from 40 ft,29,21
124,1,0:00.0,,Offensive rebound by Team,29,21
125,2,11:48.0,,Personal foul by R. Arcidiacono (drawn by M. Delaney),29,21
126,2,11:36.0,,T. Dorsey misses 2-pt jump shot from 10 ft,29,21
127,2,11:32.0,Defensive rebound by N. Mirotić,,29,21
128,2,11:28.0,B. Portis misses 3-pt jump shot from 25 ft,,29,21
129,2,11:25.0,,Defensive rebound by M. Delaney,29,21
130,2,11:13.0,,Shooting foul by B. Portis (drawn by M. Muscala),29,21
131,2,11:13.0,,M. Muscala makes free throw 1 of 2,29,22
132,2,11:13.0,,M. Muscala makes free throw 2 of 2,29,23
133,2,10:50.0,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by D. Nwaba),,32,23
134,2,10:29.0,,M. Muscala misses 3-pt jump shot from 25 ft,32,23
135,2,10:26.0,Defensive rebound by D. Nwaba,,32,23
136,2,10:13.0,B. Portis makes 2-pt layup from 1 ft (assist by N. Mirotić),,34,23
137,2,9:47.0,,Turnover by T. Dorsey (bad pass; steal by B. Portis),34,23
138,2,9:43.0,Turnover by B. Portis (out of bounds lost ball),,34,23
139,2,9:43.0,,E. İlyasova enters the game for M. Muscala,34,23
140,2,9:43.0,Z. LaVine enters the game for D. Valentine,,34,23
141,2,9:27.0,,M. Plumlee makes 2-pt hook shot from 5 ft (assist by M. Delaney),34,25
142,2,9:13.0,Turnover by D. Nwaba (bad pass),,34,25
143,2,9:13.0,,K. Bazemore enters the game for T. Prince,34,25
144,2,9:01.0,,K. Bazemore misses 3-pt jump shot from 22 ft,34,25
145,2,8:58.0,Defensive rebound by Z. LaVine,,34,25
146,2,8:53.0,N. Mirotić misses 3-pt jump shot from 28 ft,,34,25
147,2,8:49.0,,Defensive rebound by T. Dorsey,34,25
148,2,8:43.0,,M. Delaney makes 2-pt jump shot from 13 ft,34,27
149,2,8:31.0,B. Portis makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),,37,27
150,2,8:01.0,,K. Bazemore misses 3-pt jump shot from 25 ft,37,27
151,2,7:54.0,,Offensive rebound by M. Plumlee,37,27
152,2,7:43.0,,M. Delaney makes 2-pt layup from 1 ft,37,29
153,2,7:21.0,D. Nwaba makes 2-pt layup at rim (assist by B. Portis),,39,29
154,2,6:52.0,,Turnover by Team (shot clock),39,29
155,2,6:52.0,,Atlanta full timeout,39,29
156,2,6:52.0,,D. Dedmon enters the game for M. Delaney,39,29
157,2,6:52.0,,D. Schröder enters the game for M. Plumlee,39,29
158,2,6:52.0,J. Grant enters the game for R. Arcidiacono,,39,29
159,2,6:52.0,L. Markkanen enters the game for N. Mirotić,,39,29
160,2,6:40.0,B. Portis misses 2-pt layup from 2 ft,,39,29
161,2,6:36.0,,Defensive rebound by D. Dedmon,39,29
162,2,6:26.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by D. Schröder),39,31
163,2,6:26.0,,Shooting foul by Z. LaVine (drawn by E. İlyasova),39,31
164,2,6:26.0,R. Lopez enters the game for B. Portis,,39,31
165,2,6:26.0,,E. İlyasova makes free throw 1 of 1,39,32
166,2,6:13.0,J. Grant misses 2-pt jump shot from 9 ft,,39,32
167,2,6:09.0,,Defensive rebound by D. Dedmon,39,32
168,2,6:07.0,,T. Dorsey misses 3-pt jump shot from 25 ft,39,32
169,2,6:03.0,Defensive rebound by Z. LaVine,,39,32
170,2,5:48.0,L. Markkanen misses 3-pt jump shot from 22 ft,,39,32
171,2,5:45.0,,Defensive rebound by D. Schröder,39,32
172,2,5:35.0,,D. Schröder misses 2-pt jump shot from 18 ft,39,32
173,2,5:32.0,Defensive rebound by D. Nwaba,,39,32
174,2,5:22.0,J. Grant misses 3-pt jump shot from 25 ft,,39,32
175,2,5:18.0,,Defensive rebound by T. Dorsey,39,32
176,2,5:13.0,,E. İlyasova misses 3-pt jump shot from 25 ft,39,32
177,2,5:10.0,Defensive rebound by L. Markkanen,,39,32
178,2,5:01.0,Z. LaVine misses 3-pt jump shot from 25 ft,,39,32
179,2,4:57.0,,Defensive rebound by T. Dorsey,39,32
180,2,4:53.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by K. Bazemore),39,34
181,2,4:53.0,Chicago full timeout,,39,34
182,2,4:53.0,,M. Belinelli enters the game for T. Dorsey,39,34
183,2,4:53.0,J. Holiday enters the game for D. Nwaba,,39,34
184,2,4:40.0,R. Lopez makes 2-pt hook shot from 10 ft (assist by J. Holiday),,41,34
185,2,4:29.0,,M. Belinelli misses 2-pt jump shot from 21 ft,41,34
186,2,4:25.0,Defensive rebound by Z. LaVine,,41,34
187,2,4:19.0,Z. LaVine misses 2-pt jump shot from 1 ft,,41,34
188,2,4:16.0,,Defensive rebound by K. Bazemore,41,34
189,2,4:11.0,D. Valentine enters the game for Z. LaVine,,41,34
190,2,4:05.0,,E. İlyasova misses 3-pt jump shot from 24 ft,41,34
191,2,4:01.0,Defensive rebound by L. Markkanen,,41,34
192,2,3:44.0,J. Grant makes 3-pt jump shot from 24 ft (assist by D. Valentine),,44,34
193,2,3:28.0,,Turnover by K. Bazemore (lost ball; steal by D. Valentine),44,34
194,2,3:26.0,,Offensive charge foul by D. Valentine (drawn by D. Schröder),44,34
195,2,3:26.0,Turnover by D. Valentine (offensive foul),,44,34
196,2,3:26.0,,J. Collins enters the game for E. İlyasova,44,34
197,2,3:15.0,,D. Schröder makes 2-pt jump shot from 18 ft,44,36
198,2,2:56.0,Turnover by J. Holiday (step out of bounds),,44,36
199,2,2:56.0,,T. Prince enters the game for K. Bazemore,44,36
200,2,2:39.0,,D. Schröder misses 3-pt jump shot from 25 ft,44,36
201,2,2:36.0,Defensive rebound by J. Grant,,44,36
202,2,2:29.0,L. Markkanen misses 3-pt jump shot from 25 ft,,44,36
203,2,2:24.0,Offensive rebound by J. Grant,,44,36
204,2,2:22.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by J. Grant),,47,36
205,2,2:08.0,,D. Dedmon misses 3-pt jump shot from 23 ft,47,36
206,2,2:06.0,Defensive rebound by J. Grant,,47,36
207,2,1:58.0,Personal foul by D. Dedmon (drawn by L. Markkanen),,47,36
208,2,1:47.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by J. Grant),,49,36
209,2,1:36.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by T. Prince),49,38
210,2,1:22.0,R. Lopez makes 2-pt hook shot from 5 ft,,51,38
211,2,1:04.0,,Turnover by T. Prince (lost ball; steal by J. Grant),51,38
212,2,0:56.0,L. Markkanen misses 3-pt jump shot from 24 ft,,51,38
213,2,0:53.0,,Defensive rebound by D. Dedmon,51,38
214,2,0:46.0,,D. Schröder misses 3-pt jump shot from 25 ft,51,38
215,2,0:43.0,Defensive rebound by J. Holiday,,51,38
216,2,0:33.0,J. Grant makes 2-pt layup from 2 ft,,53,38
217,2,0:26.0,,M. Belinelli misses 3-pt jump shot from 25 ft,53,38
218,2,0:23.0,Defensive rebound by D. Valentine,,53,38
219,2,0:05.0,L. Markkanen makes 2-pt dunk at rim (assist by J. Grant),,55,38
220,2,0:03.0,,Personal take foul by D. Valentine (drawn by T. Prince),55,38
221,2,0:03.0,D. Nwaba enters the game for D. Valentine,,55,38
222,2,0:00.0,,J. Collins misses 3-pt jump shot from 31 ft,55,38
223,2,0:00.0,Defensive rebound by D. Nwaba,,55,38
224,3,11:43.0,,D. Schröder makes 2-pt layup from 5 ft (assist by M. Plumlee),55,40
225,3,11:43.0,,Shooting foul by R. Lopez (drawn by D. Schröder),55,40
226,3,11:43.0,,D. Schröder makes free throw 1 of 1,55,41
227,3,11:33.0,Turnover by R. Lopez (lost ball; steal by D. Schröder),,55,41
228,3,11:31.0,,Turnover by M. Plumlee (step out of bounds),55,41
229,3,11:10.0,R. Lopez misses 2-pt layup from 4 ft (block by M. Plumlee),,55,41
230,3,11:10.0,,Defensive rebound by Team,55,41
231,3,10:49.0,,T. Prince misses 3-pt jump shot from 25 ft,55,41
232,3,10:44.0,,Offensive rebound by E. İlyasova,55,41
233,3,10:43.0,,E. İlyasova misses 2-pt layup from 1 ft,55,41
234,3,10:40.0,Defensive rebound by J. Holiday,,55,41
235,3,10:36.0,Shooting foul by M. Plumlee (drawn by R. Lopez),,55,41
236,3,10:36.0,R. Lopez makes free throw 1 of 2,,56,41
237,3,10:36.0,R. Lopez makes free throw 2 of 2,,57,41
238,3,10:22.0,,T. Prince makes 3-pt jump shot from 22 ft (assist by E. İlyasova),57,44
239,3,10:05.0,Z. LaVine makes 3-pt jump shot from 25 ft,,60,44
240,3,9:47.0,,D. Schröder makes 3-pt jump shot from 24 ft,60,47
241,3,9:35.0,R. Lopez misses 2-pt jump shot from 13 ft,,60,47
242,3,9:31.0,,Defensive rebound by M. Plumlee,60,47
243,3,9:18.0,,E. İlyasova misses 3-pt jump shot from 23 ft,60,47
244,3,9:15.0,Defensive rebound by Z. LaVine,,60,47
245,3,9:08.0,Z. LaVine makes 2-pt jump shot from 20 ft,,62,47
246,3,8:49.0,,D. Schröder makes 2-pt jump shot from 15 ft (assist by M. Plumlee),62,49
247,3,8:33.0,Z. LaVine misses 2-pt layup from 3 ft (block by M. Plumlee),,62,49
248,3,8:28.0,,Defensive rebound by T. Prince,62,49
249,3,8:27.0,,T. Prince makes 2-pt layup from 1 ft,62,51
250,3,8:13.0,Personal block foul by T. Prince (drawn by J. Holiday),,62,51
251,3,8:04.0,Turnover by Z. LaVine (bad pass; steal by M. Plumlee),,62,51
252,3,7:53.0,,D. Schröder misses 2-pt jump shot from 9 ft,62,51
253,3,7:48.0,Defensive rebound by Z. LaVine,,62,51
254,3,7:47.0,Shooting foul by T. Prince (drawn by Z. LaVine),,62,51
255,3,7:47.0,Z. LaVine makes free throw 1 of 2,,63,51
256,3,7:47.0,,M. Belinelli enters the game for T. Prince,63,51
257,3,7:47.0,Z. LaVine misses free throw 2 of 2,,63,51
258,3,7:44.0,,Defensive rebound by K. Bazemore,63,51
259,3,7:32.0,,E. İlyasova misses 3-pt jump shot from 25 ft,63,51
260,3,7:30.0,Defensive rebound by Z. LaVine,,63,51
261,3,7:20.0,R. Lopez misses 2-pt jump shot from 20 ft,,63,51
262,3,7:17.0,,Defensive rebound by D. Schröder,63,51
263,3,7:08.0,,Turnover by M. Plumlee (traveling),63,51
264,3,7:08.0,,D. Dedmon enters the game for M. Plumlee,63,51
265,3,6:54.0,Z. LaVine misses 3-pt jump shot from 27 ft,,63,51
266,3,6:52.0,,Defensive rebound by E. İlyasova,63,51
267,3,6:46.0,,D. Schröder misses 2-pt jump shot from 4 ft,63,51
268,3,6:42.0,Defensive rebound by R. Lopez,,63,51
269,3,6:31.0,L. Markkanen makes 2-pt dunk from 1 ft (assist by R. Lopez),,65,51
270,3,6:23.0,,Atlanta full timeout,65,51
271,3,6:23.0,D. Valentine enters the game for Z. LaVine,,65,51
272,3,6:13.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by M. Belinelli),65,53
273,3,5:56.0,Personal foul by K. Bazemore (drawn by J. Holiday),,65,53
274,3,5:56.0,,J. Collins enters the game for E. İlyasova,65,53
275,3,5:45.0,J. Holiday misses 2-pt jump shot from 13 ft,,65,53
276,3,5:42.0,,Defensive rebound by J. Collins,65,53
277,3,5:34.0,,M. Belinelli misses 3-pt jump shot from 25 ft,65,53
278,3,5:32.0,Defensive rebound by J. Grant,,65,53
279,3,5:27.0,Turnover by J. Grant (lost ball; steal by D. Schröder),,65,53
280,3,5:16.0,,D. Schröder misses 2-pt layup from 2 ft,65,53
281,3,5:13.0,Defensive rebound by L. Markkanen,,65,53
282,3,5:11.0,Shooting block foul by D. Dedmon (drawn by L. Markkanen),,65,53
283,3,5:11.0,L. Markkanen makes free throw 1 of 2,,66,53
284,3,5:11.0,L. Markkanen misses free throw 2 of 2,,66,53
285,3,5:09.0,,Defensive rebound by D. Dedmon,66,53
286,3,4:55.0,,D. Dedmon misses 3-pt jump shot from 25 ft,66,53
287,3,4:51.0,Defensive rebound by J. Holiday,,66,53
288,3,4:46.0,R. Lopez makes 2-pt jump shot from 13 ft (assist by D. Valentine),,68,53
289,3,4:29.0,,K. Bazemore makes 2-pt jump shot from 20 ft (assist by D. Schröder),68,55
290,3,4:07.0,D. Valentine misses 3-pt jump shot from 26 ft,,68,55
291,3,4:07.0,,Defensive rebound by K. Bazemore,68,55
292,3,3:59.0,,K. Bazemore misses 2-pt layup at rim,68,55
293,3,3:59.0,,Offensive rebound by Team,68,55
294,3,3:59.0,,M. Delaney enters the game for K. Bazemore,68,55
295,3,3:51.0,,M. Belinelli misses 3-pt jump shot from 24 ft,68,55
296,3,3:48.0,Defensive rebound by D. Valentine,,68,55
297,3,3:35.0,L. Markkanen makes 2-pt dunk from 1 ft (assist by J. Grant),,70,55
298,3,3:35.0,Shooting foul by D. Dedmon (drawn by L. Markkanen),,70,55
299,3,3:35.0,L. Markkanen makes free throw 1 of 1,,71,55
300,3,3:19.0,D. Nwaba enters the game for J. Holiday,,71,55
301,3,3:13.0,,D. Dedmon makes 2-pt jump shot from 19 ft (assist by D. Schröder),71,57
302,3,2:51.0,Turnover by D. Nwaba (bad pass; steal by J. Collins),,71,57
303,3,2:45.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by J. Collins),71,59
304,3,2:45.0,Chicago full timeout,,71,59
305,3,2:45.0,,T. Prince enters the game for D. Schröder,71,59
306,3,2:45.0,R. Arcidiacono enters the game for J. Grant,,71,59
307,3,2:45.0,N. Mirotić enters the game for L. Markkanen,,71,59
308,3,2:45.0,B. Portis enters the game for R. Lopez,,71,59
309,3,2:34.0,Turnover by D. Nwaba (out of bounds lost ball),,71,59
310,3,2:19.0,,Personal foul by D. Nwaba (drawn by M. Belinelli),71,59
311,3,2:19.0,Z. LaVine enters the game for D. Valentine,,71,59
312,3,2:11.0,,Personal foul by N. Mirotić (drawn by J. Collins),71,59
313,3,2:04.0,,J. Collins makes 2-pt dunk at rim (assist by M. Delaney),71,61
314,3,1:48.0,B. Portis misses 2-pt layup from 3 ft,,71,61
315,3,1:45.0,,Defensive rebound by M. Belinelli,71,61
316,3,1:39.0,,M. Belinelli misses 2-pt layup from 2 ft,71,61
317,3,1:36.0,Defensive rebound by N. Mirotić,,71,61
318,3,1:31.0,Shooting foul by J. Collins (drawn by B. Portis),,71,61
319,3,1:31.0,B. Portis makes free throw 1 of 2,,72,61
320,3,1:31.0,B. Portis makes free throw 2 of 2,,73,61
321,3,1:19.0,,Turnover by M. Delaney (bad pass),73,61
322,3,1:08.0,B. Portis misses 2-pt layup from 4 ft,,73,61
323,3,1:05.0,,Defensive rebound by J. Collins,73,61
324,3,0:59.0,,Turnover by T. Prince (lost ball; steal by B. Portis),73,61
325,3,0:56.0,Shooting foul by T. Prince (drawn by N. Mirotić),,73,61
326,3,0:56.0,N. Mirotić makes free throw 1 of 2,,74,61
327,3,0:56.0,N. Mirotić makes free throw 2 of 2,,75,61
328,3,0:56.0,,T. Dorsey enters the game for T. Prince,75,61
329,3,0:41.0,,D. Dedmon misses 2-pt jump shot from 21 ft,75,61
330,3,0:38.0,Defensive rebound by Z. LaVine,,75,61
331,3,0:33.0,Z. LaVine misses 2-pt layup from 3 ft,,75,61
332,3,0:29.0,,Defensive rebound by D. Dedmon,75,61
333,3,0:25.0,,T. Dorsey misses 3-pt jump shot from 22 ft,75,61
334,3,0:25.0,,Offensive rebound by J. Collins,75,61
335,3,0:20.0,,J. Collins misses 2-pt layup from 1 ft,75,61
336,3,0:20.0,,Offensive rebound by D. Dedmon,75,61
337,3,0:20.0,,D. Dedmon makes 2-pt dunk from 1 ft,75,63
338,3,0:04.0,Shooting foul by M. Delaney (drawn by Z. LaVine),,75,63
339,3,0:04.0,Z. LaVine makes free throw 1 of 2,,76,63
340,3,0:04.0,Z. LaVine makes free throw 2 of 2,,77,63
341,4,11:56.0,Personal foul by M. Delaney (drawn by R. Arcidiacono),,77,63
342,4,11:50.0,Offensive foul by B. Portis (drawn by M. Delaney),,77,63
343,4,11:50.0,Turnover by B. Portis (offensive foul),,77,63
344,4,11:40.0,Offensive charge foul by K. Bazemore (drawn by R. Arcidiacono),,77,63
345,4,11:40.0,,Turnover by K. Bazemore (offensive foul),77,63
346,4,11:32.0,Offensive foul by B. Portis (drawn by E. İlyasova),,77,63
347,4,11:32.0,Turnover by B. Portis (offensive foul),,77,63
348,4,11:20.0,,E. İlyasova makes 2-pt dunk at rim (assist by J. Collins),77,65
349,4,11:07.0,N. Mirotić makes 2-pt jump shot from 13 ft,,79,65
350,4,11:07.0,Shooting foul by E. İlyasova (drawn by N. Mirotić),,79,65
351,4,11:07.0,N. Mirotić makes free throw 1 of 1,,80,65
352,4,10:52.0,,T. Dorsey misses 3-pt jump shot from 25 ft,80,65
353,4,10:49.0,Defensive rebound by D. Nwaba,,80,65
354,4,10:40.0,B. Portis makes 2-pt jump shot from 11 ft (assist by D. Valentine),,82,65
355,4,10:39.0,,Atlanta full timeout,82,65
356,4,10:39.0,,D. Schröder enters the game for T. Dorsey,82,65
357,4,10:39.0,,M. Belinelli enters the game for M. Delaney,82,65
358,4,10:25.0,,D. Schröder misses 2-pt jump shot from 9 ft,82,65
359,4,10:25.0,,Offensive rebound by J. Collins,82,65
360,4,10:25.0,,J. Collins misses 2-pt layup from 1 ft,82,65
361,4,10:25.0,Defensive rebound by N. Mirotić,,82,65
362,4,10:10.0,N. Mirotić misses 3-pt jump shot from 24 ft,,82,65
363,4,10:04.0,Offensive rebound by D. Nwaba,,82,65
364,4,10:03.0,B. Portis makes 2-pt layup from 2 ft (assist by D. Nwaba),,84,65
365,4,9:49.0,,Turnover by K. Bazemore (bad pass; steal by N. Mirotić),84,65
366,4,9:43.0,D. Valentine makes 3-pt jump shot from 26 ft (assist by B. Portis),,87,65
367,4,9:28.0,,Personal foul by D. Valentine (drawn by J. Collins),87,65
368,4,9:28.0,,D. Dedmon enters the game for J. Collins,87,65
369,4,9:14.0,,E. İlyasova misses 3-pt jump shot from 24 ft,87,65
370,4,9:10.0,,Offensive rebound by M. Belinelli,87,65
371,4,8:57.0,,K. Bazemore misses 3-pt jump shot from 25 ft,87,65
372,4,8:54.0,Defensive rebound by D. Nwaba,,87,65
373,4,8:48.0,B. Portis makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),,90,65
374,4,8:30.0,,M. Belinelli misses 3-pt jump shot from 23 ft,90,65
375,4,8:27.0,Defensive rebound by N. Mirotić,,90,65
376,4,8:16.0,D. Valentine misses 3-pt jump shot from 24 ft,,90,65
377,4,8:12.0,Offensive rebound by B. Portis,,90,65
