,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHARLOTTE_ACTION,WASHINGTON_SCORE,CHARLOTTE_SCORE
0,1,11:36.0,B. Beal misses 2-pt jump shot from 20 ft,,0,0
1,1,11:33.0,,Defensive rebound by D. Howard,0,0
2,1,11:16.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by D. Howard),0,2
3,1,10:57.0,Shooting foul by N. Batum (drawn by O. Porter),,0,2
4,1,10:57.0,O. Porter makes free throw 1 of 2,,1,2
5,1,10:57.0,O. Porter makes free throw 2 of 2,,2,2
6,1,10:45.0,,N. Batum misses 3-pt jump shot from 27 ft,2,2
7,1,10:42.0,Defensive rebound by M. Morris,,2,2
8,1,10:31.0,J. Wall misses 2-pt jump shot from 16 ft,,2,2
9,1,10:28.0,Offensive rebound by B. Beal,,2,2
10,1,10:17.0,M. Morris makes 2-pt jump shot from 15 ft (assist by J. Wall),,4,2
11,1,9:59.0,,D. Howard misses 2-pt layup from 4 ft (block by M. Gortat),4,2
12,1,9:57.0,Defensive rebound by O. Porter,,4,2
13,1,9:57.0,Personal foul by D. Howard (drawn by M. Gortat),,4,2
14,1,9:40.0,J. Wall makes 2-pt layup at rim,,6,2
15,1,9:40.0,,Violation by D. Howard (def goaltending),6,2
16,1,9:32.0,,Shooting foul by O. Porter (drawn by D. Howard),6,2
17,1,9:32.0,,D. Howard makes free throw 1 of 2,6,3
18,1,9:32.0,,D. Howard makes free throw 2 of 2,6,4
19,1,9:20.0,Turnover by M. Morris (turnover),,6,4
20,1,9:11.0,,N. Batum misses 3-pt jump shot from 27 ft,6,4
21,1,9:08.0,Defensive rebound by M. Morris,,6,4
22,1,9:03.0,J. Wall makes 2-pt layup at rim,,8,4
23,1,8:51.0,,K. Walker misses 3-pt jump shot from 29 ft,8,4
24,1,8:47.0,Defensive rebound by M. Morris,,8,4
25,1,8:42.0,B. Beal misses 2-pt layup from 2 ft,,8,4
26,1,8:39.0,Offensive rebound by J. Wall,,8,4
27,1,8:37.0,J. Wall misses 3-pt jump shot from 24 ft,,8,4
28,1,8:34.0,,Defensive rebound by N. Batum,8,4
29,1,8:25.0,,M. Williams makes 2-pt jump shot from 4 ft (assist by K. Walker),8,6
30,1,8:03.0,M. Gortat makes 2-pt jump shot from 9 ft (assist by O. Porter),,10,6
31,1,7:41.0,,N. Batum misses 2-pt jump shot from 13 ft (block by M. Morris),10,6
32,1,7:38.0,Defensive rebound by M. Gortat,,10,6
33,1,7:31.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,13,6
34,1,7:08.0,,N. Batum makes 2-pt layup from 2 ft (assist by D. Howard),13,8
35,1,6:57.0,M. Morris makes 3-pt jump shot from 27 ft (assist by J. Wall),,16,8
36,1,6:50.0,,Charlotte full timeout,16,8
37,1,6:45.0,,Personal foul by B. Beal (drawn by D. Howard),16,8
38,1,6:40.0,,D. Howard makes 2-pt layup from 3 ft (assist by M. Williams),16,10
39,1,6:16.0,J. Wall misses 2-pt jump shot from 12 ft,,16,10
40,1,6:10.0,,Defensive rebound by N. Batum,16,10
41,1,6:03.0,,D. Howard misses 2-pt dunk from 3 ft,16,10
42,1,6:03.0,,Offensive rebound by D. Howard,16,10
43,1,6:03.0,,Shooting foul by M. Gortat (drawn by D. Howard),16,10
44,1,6:03.0,,D. Howard makes free throw 1 of 2,16,11
45,1,6:03.0,,D. Howard misses free throw 2 of 2,16,11
46,1,6:01.0,Defensive rebound by M. Gortat,,16,11
