,QUARTER,TIME_REMAINING,UTAH_ACTION,PHILADELPHIA_ACTION,UTAH_SCORE,PHILADELPHIA_SCORE
384,4,7:16.0,T. Sefolosha enters the game for J. Jerebko,,70,86
385,4,7:16.0,D. Favors enters the game for E. Udoh,,70,86
386,4,7:08.0,,B. Simmons misses 2-pt hook shot from 14 ft,70,86
387,4,7:04.0,Defensive rebound by D. Mitchell,,70,86
388,4,7:01.0,D. Mitchell makes 2-pt layup from 1 ft,,72,86
389,4,6:54.0,,J. Bayless makes 2-pt layup from 2 ft (assist by T. McConnell),72,88
390,4,6:38.0,Personal foul by A. Johnson (drawn by D. Mitchell),,72,88
391,4,6:31.0,Personal foul by J. Bayless (drawn by R. Rubio),,72,88
392,4,6:19.0,D. Mitchell misses 2-pt jump shot from 9 ft,,72,88
393,4,6:19.0,,Defensive rebound by R. Covington,72,88
394,4,5:58.0,,Turnover by T. McConnell (bad pass; steal by T. Sefolosha),72,88
395,4,5:49.0,T. Sefolosha makes 2-pt layup from 1 ft,,74,88
396,4,5:41.0,,B. Simmons makes 2-pt layup from 6 ft,74,90
397,4,5:30.0,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by R. Rubio),,77,90
398,4,5:30.0,,Philadelphia full timeout,77,90
399,4,5:30.0,,J. Redick enters the game for J. Bayless,77,90
400,4,5:30.0,,J. Embiid enters the game for A. Johnson,77,90
401,4,5:30.0,R. Hood enters the game for R. Rubio,,77,90
402,4,5:19.0,,Turnover by B. Simmons (bad pass; steal by T. Sefolosha),77,90
403,4,5:13.0,Turnover by D. Mitchell (bad pass; steal by B. Simmons),,77,90
404,4,4:59.0,,Shooting foul by D. Favors (drawn by J. Embiid),77,90
405,4,4:59.0,,J. Embiid misses free throw 1 of 2,77,90
406,4,4:59.0,,Offensive rebound by Team,77,90
407,4,4:59.0,J. Ingles enters the game for T. Sefolosha,,77,90
408,4,4:59.0,,J. Embiid misses free throw 2 of 2,77,90
409,4,4:56.0,Defensive rebound by D. Favors,,77,90
410,4,4:42.0,Personal foul by R. Covington (drawn by J. Ingles),,77,90
411,4,4:42.0,J. Ingles makes free throw 1 of 2,,78,90
412,4,4:42.0,J. Ingles makes free throw 2 of 2,,79,90
413,4,4:29.0,,J. Redick makes 2-pt jump shot from 13 ft (assist by J. Embiid),79,92
414,4,4:13.0,D. Mitchell misses 2-pt layup from 3 ft (block by J. Embiid),,79,92
415,4,4:13.0,,Defensive rebound by J. Redick,79,92
416,4,4:09.0,Technical foul by D. Mitchell,,79,92
417,4,4:09.0,,J. Redick makes free throw 1 of 1,79,93
418,4,3:56.0,,B. Simmons misses 2-pt hook shot from 12 ft,79,93
419,4,3:54.0,Defensive rebound by D. Favors,,79,93
420,4,3:49.0,R. O'Neale makes 3-pt jump shot from 25 ft (assist by R. Hood),,82,93
421,4,3:32.0,,J. Embiid makes 2-pt jump shot from 10 ft,82,95
422,4,3:32.0,,Shooting foul by D. Favors (drawn by J. Embiid),82,95
423,4,3:32.0,,J. Embiid misses free throw 1 of 1,82,95
424,4,3:30.0,Defensive rebound by D. Favors,,82,95
425,4,3:26.0,Utah full timeout,,82,95
426,4,3:16.0,R. Hood misses 2-pt jump shot from 15 ft,,82,95
427,4,3:14.0,,Defensive rebound by J. Embiid,82,95
428,4,3:00.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Redick),82,98
429,4,2:50.0,D. Mitchell misses 3-pt jump shot from 26 ft,,82,98
430,4,2:48.0,Offensive rebound by D. Favors,,82,98
431,4,2:48.0,Shooting foul by J. Redick (drawn by D. Favors),,82,98
432,4,2:48.0,D. Favors makes free throw 1 of 2,,83,98
433,4,2:48.0,D. Favors misses free throw 2 of 2,,83,98
434,4,2:45.0,,Defensive rebound by B. Simmons,83,98
435,4,2:31.0,,R. Covington makes 2-pt layup from 2 ft (assist by B. Simmons),83,100
436,4,2:15.0,R. O'Neale makes 2-pt layup at rim (assist by D. Mitchell),,85,100
437,4,2:01.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Redick),85,103
438,4,1:50.0,Shooting foul by R. Covington (drawn by D. Mitchell),,85,103
439,4,1:50.0,D. Mitchell misses free throw 1 of 2,,85,103
440,4,1:50.0,Offensive rebound by Team,,85,103
441,4,1:50.0,,A. Johnson enters the game for J. Embiid,85,103
442,4,1:50.0,E. Udoh enters the game for J. Ingles,,85,103
443,4,1:50.0,R. Neto enters the game for D. Favors,,85,103
444,4,1:50.0,D. Mitchell makes free throw 2 of 2,,86,103
445,4,1:37.0,,J. Redick makes 2-pt jump shot from 21 ft,86,105
446,4,1:28.0,D. Mitchell misses 2-pt jump shot from 5 ft,,86,105
447,4,1:26.0,,Defensive rebound by B. Simmons,86,105
448,4,1:13.0,,B. Simmons makes 2-pt layup from 2 ft,86,107
449,4,0:59.0,Turnover by D. Mitchell (bad pass; steal by R. Covington),,86,107
450,4,0:54.0,,Philadelphia full timeout,86,107
451,4,0:54.0,,J. Pullen enters the game for J. Redick,86,107
452,4,0:54.0,,T. Luwawu-Cabarrot enters the game for B. Simmons,86,107
453,4,0:54.0,,F. Korkmaz enters the game for R. Covington,86,107
454,4,0:54.0,A. Burks enters the game for R. Hood,,86,107
455,4,0:54.0,J. Jerebko enters the game for D. Mitchell,,86,107
456,4,0:40.0,,J. Pullen misses 3-pt jump shot from 28 ft,86,107
457,4,0:35.0,Defensive rebound by A. Burks,,86,107
458,4,0:28.0,R. Neto misses 3-pt jump shot from 26 ft,,86,107
459,4,0:25.0,,Defensive rebound by A. Johnson,86,107
460,4,0:02.0,,Turnover by Team (shot clock),86,107
