,QUARTER,TIME_REMAINING,UTAH_ACTION,MILWAUKEE_ACTION,UTAH_SCORE,MILWAUKEE_SCORE
65,1,2:47.0,,Milwaukee full timeout,15,24
66,1,2:47.0,,M. Brogdon enters the game for E. Bledsoe,15,24
67,1,2:47.0,R. Neto enters the game for J. Ingles,,15,24
68,1,2:47.0,R. O'Neale enters the game for D. Mitchell,,15,24
69,1,2:33.0,,T. Maker misses 3-pt jump shot from 22 ft,15,24
70,1,2:30.0,Defensive rebound by J. Jerebko,,15,24
71,1,2:19.0,D. Favors makes 2-pt layup from 1 ft (assist by A. Burks),,17,24
72,1,2:08.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,17,24
73,1,2:05.0,Defensive rebound by D. Favors,,17,24
74,1,1:44.0,R. Neto misses 2-pt jump shot from 6 ft,,17,24
75,1,1:40.0,Offensive rebound by A. Burks,,17,24
76,1,1:23.0,D. Favors misses 2-pt layup from 2 ft,,17,24
77,1,1:20.0,Offensive rebound by D. Favors,,17,24
78,1,1:07.0,Turnover by A. Burks (bad pass; steal by M. Brogdon),,17,24
79,1,1:00.0,,K. Middleton makes 3-pt jump shot from 28 ft (assist by R. Vaughn),17,27
80,1,0:43.0,R. Neto misses 2-pt layup from 4 ft (block by T. Maker),,17,27
81,1,0:42.0,,Defensive rebound by Team,17,27
82,1,0:42.0,,D. Liggins enters the game for G. Antetokounmpo,17,27
83,1,0:42.0,R. Rubio enters the game for R. Neto,,17,27
84,1,0:32.0,,K. Middleton makes 2-pt jump shot from 16 ft,17,29
85,1,0:16.0,J. Jerebko makes 2-pt layup at rim (assist by R. Rubio),,19,29
86,1,0:00.0,,K. Middleton misses 2-pt jump shot from 18 ft,19,29
87,1,0:00.0,,Offensive rebound by Team,19,29
88,2,11:49.0,Offensive foul by R. O'Neale (drawn by G. Antetokounmpo),,19,29
89,2,11:49.0,Turnover by R. O'Neale (offensive foul),,19,29
90,2,11:26.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,19,29
91,2,11:24.0,,Offensive rebound by D. Liggins,19,29
92,2,11:07.0,,R. Vaughn makes 3-pt jump shot from 22 ft (assist by T. Maker),19,32
93,2,10:49.0,Personal block foul by D. Liggins (drawn by R. Rubio),,19,32
94,2,10:41.0,Personal foul by G. Antetokounmpo (drawn by T. Sefolosha),,19,32
95,2,10:25.0,A. Burks misses 2-pt layup from 2 ft,,19,32
96,2,10:23.0,,Defensive rebound by M. Brogdon,19,32
97,2,10:18.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Brogdon),19,34
98,2,10:18.0,,Shooting foul by D. Favors (drawn by G. Antetokounmpo),19,34
99,2,10:18.0,R. Gobert enters the game for D. Favors,,19,34
100,2,10:18.0,,G. Antetokounmpo makes free throw 1 of 1,19,35
101,2,10:10.0,,Offensive charge foul by R. Rubio (drawn by D. Liggins),19,35
102,2,10:10.0,Turnover by R. Rubio (offensive foul),,19,35
103,2,10:10.0,D. Mitchell enters the game for R. Rubio,,19,35
104,2,10:02.0,,M. Brogdon misses 2-pt layup from 1 ft (block by D. Mitchell),19,35
105,2,9:59.0,Defensive rebound by T. Sefolosha,,19,35
106,2,9:48.0,Shooting foul by T. Maker (drawn by R. O'Neale),,19,35
107,2,9:48.0,R. O'Neale misses free throw 1 of 2,,19,35
108,2,9:48.0,Offensive rebound by Team,,19,35
109,2,9:48.0,R. O'Neale makes free throw 2 of 2,,20,35
110,2,9:26.0,,T. Maker misses 2-pt jump shot from 18 ft,20,35
111,2,9:23.0,Defensive rebound by T. Sefolosha,,20,35
112,2,9:12.0,R. Gobert makes 2-pt dunk at rim (assist by T. Sefolosha),,22,35
113,2,8:51.0,,M. Brogdon makes 2-pt jump shot from 11 ft (assist by G. Antetokounmpo),22,37
114,2,8:44.0,Shooting foul by T. Maker (drawn by R. Gobert),,22,37
115,2,8:44.0,R. Gobert makes free throw 1 of 2,,23,37
116,2,8:44.0,,E. Bledsoe enters the game for R. Vaughn,23,37
117,2,8:44.0,R. Gobert misses free throw 2 of 2,,23,37
118,2,8:41.0,,Defensive rebound by G. Antetokounmpo,23,37
119,2,8:24.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by T. Maker),23,39
120,2,8:17.0,A. Burks makes 2-pt layup from 1 ft,,25,39
121,2,8:06.0,,Shooting foul by R. O'Neale (drawn by M. Brogdon),25,39
122,2,8:06.0,,M. Brogdon misses free throw 1 of 2,25,39
123,2,8:06.0,,Offensive rebound by Team,25,39
124,2,8:06.0,,J. Henson enters the game for T. Maker,25,39
125,2,8:06.0,,M. Brogdon makes free throw 2 of 2,25,40
126,2,7:57.0,Shooting foul by E. Bledsoe (drawn by D. Mitchell),,25,40
127,2,7:57.0,D. Mitchell makes free throw 1 of 2,,26,40
128,2,7:57.0,D. Mitchell makes free throw 2 of 2,,27,40
129,2,7:39.0,,J. Henson misses 2-pt hook shot from 10 ft,27,40
130,2,7:36.0,Defensive rebound by R. Gobert,,27,40
131,2,7:31.0,Shooting foul by J. Henson (drawn by R. Gobert),,27,40
132,2,7:31.0,R. Gobert makes free throw 1 of 2,,28,40
133,2,7:31.0,J. Ingles enters the game for A. Burks,,28,40
134,2,7:31.0,R. Rubio enters the game for R. O'Neale,,28,40
135,2,7:31.0,R. Gobert makes free throw 2 of 2,,29,40
136,2,7:12.0,,M. Brogdon misses 2-pt layup from 2 ft,29,40
137,2,7:10.0,Defensive rebound by J. Ingles,,29,40
138,2,7:05.0,R. Rubio misses 3-pt jump shot from 23 ft,,29,40
139,2,7:01.0,,Defensive rebound by G. Antetokounmpo,29,40
140,2,6:46.0,,Turnover by J. Henson (traveling),29,40
141,2,6:46.0,,Milwaukee full timeout,29,40
142,2,6:46.0,,K. Middleton enters the game for G. Antetokounmpo,29,40
143,2,6:46.0,J. Jerebko enters the game for T. Sefolosha,,29,40
144,2,6:32.0,R. Gobert misses 2-pt layup at rim,,29,40
145,2,6:29.0,,Defensive rebound by K. Middleton,29,40
146,2,6:15.0,,E. Bledsoe misses 2-pt jump shot from 14 ft,29,40
147,2,6:15.0,Defensive rebound by Team,,29,40
148,2,6:15.0,,Loose ball foul by J. Henson (drawn by R. Gobert),29,40
149,2,6:15.0,R. Gobert makes free throw 1 of 2,,30,40
150,2,6:15.0,,T. Maker enters the game for J. Henson,30,40
151,2,6:15.0,R. Gobert makes free throw 2 of 2,,31,40
152,2,5:52.0,,M. Brogdon makes 2-pt layup from 1 ft,31,42
153,2,5:43.0,Personal block foul by D. Liggins (drawn by R. Rubio),,31,42
154,2,5:43.0,R. Rubio makes free throw 1 of 2,,32,42
155,2,5:43.0,R. Rubio makes free throw 2 of 2,,33,42
156,2,5:29.0,,M. Brogdon misses 2-pt layup from 1 ft (block by R. Gobert),33,42
157,2,5:25.0,Defensive rebound by J. Ingles,,33,42
158,2,5:14.0,D. Mitchell misses 2-pt jump shot from 12 ft,,33,42
159,2,5:11.0,,Defensive rebound by T. Maker,33,42
160,2,5:03.0,,Turnover by E. Bledsoe (lost ball; steal by R. Rubio),33,42
161,2,4:56.0,J. Jerebko misses 2-pt layup from 1 ft,,33,42
162,2,4:51.0,Offensive rebound by R. Gobert,,33,42
163,2,4:51.0,R. Gobert makes 2-pt layup at rim,,35,42
164,2,4:29.0,,M. Brogdon misses 3-pt jump shot from 26 ft,35,42
165,2,4:26.0,Defensive rebound by J. Ingles,,35,42
166,2,4:06.0,Turnover by R. Gobert (turnover),,35,42
167,2,3:46.0,,K. Middleton makes 2-pt jump shot from 15 ft,35,44
168,2,3:33.0,Personal foul by D. Liggins (drawn by R. Gobert),,35,44
169,2,3:33.0,R. Gobert misses free throw 1 of 2,,35,44
170,2,3:33.0,Offensive rebound by Team,,35,44
171,2,3:33.0,,G. Payton enters the game for M. Brogdon,35,44
172,2,3:33.0,,G. Antetokounmpo enters the game for D. Liggins,35,44
173,2,3:33.0,T. Sefolosha enters the game for J. Jerebko,,35,44
174,2,3:33.0,R. Gobert misses free throw 2 of 2,,35,44
175,2,3:27.0,,Defensive rebound by K. Middleton,35,44
176,2,3:21.0,,Personal foul by J. Ingles (drawn by K. Middleton),35,44
177,2,3:21.0,D. Favors enters the game for R. Gobert,,35,44
178,2,3:12.0,,T. Maker misses 3-pt jump shot from 22 ft,35,44
179,2,3:09.0,Defensive rebound by R. Rubio,,35,44
180,2,2:55.0,R. Rubio makes 2-pt jump shot from 17 ft,,37,44
181,2,2:38.0,,G. Payton misses 3-pt jump shot from 27 ft,37,44
182,2,2:34.0,Defensive rebound by D. Mitchell,,37,44
183,2,2:17.0,J. Ingles makes 3-pt jump shot from 22 ft (assist by R. Rubio),,40,44
184,2,2:01.0,,Personal foul by R. Rubio (drawn by K. Middleton),40,44
185,2,2:01.0,Utah full timeout,,40,44
186,2,1:58.0,,Turnover by G. Antetokounmpo (bad pass; steal by T. Sefolosha),40,44
187,2,1:50.0,Personal block foul by T. Maker (drawn by R. Rubio),,40,44
188,2,1:50.0,R. Rubio makes free throw 1 of 2,,41,44
189,2,1:50.0,R. Rubio makes free throw 2 of 2,,42,44
190,2,1:35.0,,G. Antetokounmpo makes 2-pt jump shot from 9 ft,42,46
191,2,1:25.0,Turnover by D. Mitchell (traveling),,42,46
192,2,1:05.0,,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),42,49
193,2,0:43.0,Turnover by J. Ingles (bad pass; steal by E. Bledsoe),,42,49
194,2,0:33.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,42,49
195,2,0:30.0,Defensive rebound by J. Ingles,,42,49
196,2,0:24.0,,Violation by K. Middleton (kicked ball),42,49
197,2,0:24.0,A. Burks enters the game for R. Rubio,,42,49
198,2,0:15.0,D. Mitchell misses 2-pt layup from 2 ft (block by T. Maker),,42,49
199,2,0:15.0,Offensive rebound by Team,,42,49
200,2,0:12.0,A. Burks misses 3-pt jump shot from 22 ft,,42,49
201,2,0:09.0,,Defensive rebound by G. Antetokounmpo,42,49
202,2,0:02.0,,G. Payton makes 2-pt layup from 1 ft (assist by K. Middleton),42,51
203,2,0:00.0,J. Ingles misses 3-pt jump shot from 60 ft,,42,51
204,2,0:00.0,Offensive rebound by Team,,42,51
205,3,11:43.0,R. Gobert misses 2-pt hook shot from 6 ft,,42,51
206,3,11:38.0,,Defensive rebound by J. Henson,42,51
207,3,11:23.0,,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by K. Middleton),42,54
208,3,11:09.0,D. Mitchell makes 3-pt jump shot from 23 ft (assist by J. Ingles),,45,54
209,3,10:53.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft,45,54
210,3,10:51.0,,Offensive rebound by J. Henson,45,54
211,3,10:50.0,,J. Henson misses 2-pt hook shot from 5 ft,45,54
212,3,10:47.0,Defensive rebound by R. Gobert,,45,54
213,3,10:38.0,R. Rubio misses 2-pt jump shot from 17 ft,,45,54
214,3,10:33.0,,Defensive rebound by K. Middleton,45,54
215,3,10:24.0,,Turnover by K. Middleton (bad pass; steal by D. Mitchell),45,54
216,3,10:15.0,J. Ingles misses 2-pt layup from 3 ft,,45,54
217,3,10:12.0,,Defensive rebound by J. Henson,45,54
218,3,9:54.0,,Turnover by G. Payton (bad pass; steal by J. Ingles),45,54
219,3,9:42.0,R. Rubio misses 2-pt jump shot from 15 ft,,45,54
220,3,9:40.0,Offensive rebound by R. Gobert,,45,54
221,3,9:40.0,Personal foul by K. Middleton (drawn by R. Gobert),,45,54
222,3,9:33.0,D. Favors misses 3-pt jump shot from 23 ft,,45,54
223,3,9:29.0,,Defensive rebound by G. Antetokounmpo,45,54
224,3,9:26.0,,Shooting foul by D. Favors (drawn by G. Antetokounmpo),45,54
225,3,9:26.0,,G. Antetokounmpo makes free throw 1 of 2,45,55
226,3,9:26.0,J. Jerebko enters the game for R. Gobert,,45,55
227,3,9:26.0,,G. Antetokounmpo misses free throw 2 of 2,45,55
228,3,9:24.0,Defensive rebound by J. Jerebko,,45,55
229,3,9:10.0,J. Jerebko misses 2-pt layup from 9 ft (block by J. Henson),,45,55
230,3,9:07.0,,Defensive rebound by E. Bledsoe,45,55
231,3,9:03.0,,E. Bledsoe misses 2-pt layup at rim,45,55
232,3,8:59.0,,Offensive rebound by G. Antetokounmpo,45,55
233,3,8:59.0,,G. Antetokounmpo makes 2-pt layup at rim,45,57
234,3,8:53.0,D. Mitchell misses 2-pt layup from 1 ft,,45,57
235,3,8:49.0,Offensive rebound by D. Favors,,45,57
236,3,8:47.0,D. Favors misses 2-pt layup from 4 ft,,45,57
237,3,8:47.0,,Defensive rebound by G. Antetokounmpo,45,57
238,3,8:44.0,,G. Payton misses 2-pt layup from 2 ft,45,57
239,3,8:44.0,Defensive rebound by J. Jerebko,,45,57
240,3,8:38.0,R. Rubio misses 3-pt jump shot from 27 ft,,45,57
241,3,8:38.0,,Defensive rebound by E. Bledsoe,45,57
242,3,8:34.0,,Personal foul by J. Jerebko (drawn by G. Antetokounmpo),45,57
243,3,8:28.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),45,59
244,3,8:08.0,D. Mitchell misses 2-pt jump shot from 20 ft,,45,59
245,3,8:05.0,,Defensive rebound by G. Antetokounmpo,45,59
246,3,7:57.0,,G. Antetokounmpo makes 2-pt jump shot from 4 ft,45,61
247,3,7:42.0,J. Ingles makes 2-pt layup from 1 ft,,47,61
248,3,7:28.0,,Turnover by E. Bledsoe (bad pass; steal by D. Mitchell),47,61
249,3,7:25.0,D. Mitchell makes 2-pt layup from 1 ft,,49,61
250,3,7:08.0,,G. Antetokounmpo makes 2-pt layup at rim,49,63
251,3,7:08.0,,Shooting foul by J. Jerebko (drawn by G. Antetokounmpo),49,63
252,3,7:08.0,A. Burks enters the game for R. Rubio,,49,63
253,3,7:08.0,,G. Antetokounmpo makes free throw 1 of 1,49,64
254,3,6:59.0,Shooting foul by J. Henson (drawn by D. Favors),,49,64
255,3,6:59.0,,Milwaukee full timeout,49,64
256,3,6:59.0,,T. Maker enters the game for J. Henson,49,64
257,3,6:59.0,D. Favors makes free throw 1 of 2,,50,64
258,3,6:59.0,D. Favors makes free throw 2 of 2,,51,64
259,3,6:45.0,,K. Middleton misses 2-pt jump shot from 19 ft,51,64
260,3,6:42.0,Defensive rebound by A. Burks,,51,64
261,3,6:37.0,Turnover by D. Favors (bad pass),,51,64
262,3,6:37.0,T. Sefolosha enters the game for J. Jerebko,,51,64
263,3,6:26.0,Violation by D. Mitchell (kicked ball),,51,64
264,3,6:13.0,,E. Bledsoe makes 2-pt layup from 1 ft,51,66
265,3,6:02.0,A. Burks misses 2-pt jump shot from 9 ft,,51,66
266,3,5:59.0,,Defensive rebound by G. Payton,51,66
267,3,5:58.0,,Shooting foul by D. Mitchell (drawn by K. Middleton),51,66
268,3,5:58.0,,K. Middleton makes free throw 1 of 2,51,67
269,3,5:58.0,,K. Middleton makes free throw 2 of 2,51,68
270,3,5:43.0,D. Favors misses 2-pt layup from 1 ft,,51,68
271,3,5:41.0,,Defensive rebound by G. Payton,51,68
272,3,5:31.0,,Shooting foul by D. Favors (drawn by G. Antetokounmpo),51,68
273,3,5:31.0,,G. Antetokounmpo makes free throw 1 of 2,51,69
274,3,5:31.0,,G. Antetokounmpo makes free throw 2 of 2,51,70
275,3,5:17.0,J. Ingles makes 3-pt jump shot from 26 ft,,54,70
276,3,5:04.0,,G. Antetokounmpo misses 2-pt layup from 1 ft (block by D. Favors),54,70
277,3,5:04.0,Defensive rebound by Team,,54,70
278,3,5:04.0,R. Gobert enters the game for D. Favors,,54,70
279,3,4:50.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,56,70
280,3,4:40.0,,Shooting foul by D. Mitchell (drawn by E. Bledsoe),56,70
281,3,4:40.0,,E. Bledsoe makes free throw 1 of 2,56,71
282,3,4:40.0,,R. Vaughn enters the game for G. Antetokounmpo,56,71
283,3,4:40.0,,E. Bledsoe misses free throw 2 of 2,56,71
284,3,4:33.0,Defensive rebound by R. Gobert,,56,71
285,3,4:28.0,Personal foul by K. Middleton (drawn by T. Sefolosha),,56,71
286,3,4:19.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),,58,71
287,3,4:05.0,,Shooting foul by R. Gobert (drawn by T. Maker),58,71
288,3,4:05.0,,T. Maker makes free throw 1 of 2,58,72
289,3,4:05.0,,T. Maker makes free throw 2 of 2,58,73
290,3,3:52.0,D. Mitchell misses 2-pt jump shot from 18 ft,,58,73
291,3,3:46.0,,Defensive rebound by R. Vaughn,58,73
292,3,3:40.0,,K. Middleton makes 2-pt jump shot from 17 ft,58,75
293,3,3:21.0,Turnover by J. Ingles (bad pass),,58,75
294,3,3:21.0,,M. Brogdon enters the game for E. Bledsoe,58,75
295,3,3:10.0,,K. Middleton misses 2-pt jump shot from 14 ft,58,75
296,3,3:06.0,,Offensive rebound by T. Maker,58,75
297,3,2:57.0,,K. Middleton makes 2-pt jump shot from 7 ft,58,77
298,3,2:43.0,,Violation by T. Maker (kicked ball),58,77
299,3,2:43.0,Utah full timeout,,58,77
300,3,2:37.0,D. Mitchell makes 2-pt jump shot from 18 ft,,60,77
301,3,2:17.0,,M. Brogdon makes 2-pt jump shot from 18 ft,60,79
302,3,1:59.0,T. Sefolosha misses 3-pt jump shot from 22 ft,,60,79
303,3,1:58.0,,Defensive rebound by Team,60,79
304,3,1:58.0,R. Rubio enters the game for J. Ingles,,60,79
305,3,1:41.0,,T. Maker makes 2-pt layup at rim (assist by K. Middleton),60,81
306,3,1:27.0,A. Burks makes 2-pt jump shot from 16 ft (assist by R. Rubio),,62,81
307,3,1:11.0,,Offensive foul by T. Maker (drawn by T. Sefolosha),62,81
308,3,1:11.0,,Turnover by T. Maker (offensive foul),62,81
309,3,0:55.0,R. Rubio makes 2-pt jump shot from 17 ft (assist by D. Mitchell),,64,81
310,3,0:40.0,,K. Middleton misses 2-pt jump shot from 14 ft,64,81
311,3,0:38.0,,Offensive rebound by T. Maker,64,81
312,3,0:34.0,,M. Brogdon misses 3-pt jump shot from 26 ft,64,81
313,3,0:31.0,Defensive rebound by A. Burks,,64,81
314,3,0:31.0,Personal foul by T. Maker (drawn by A. Burks),,64,81
315,3,0:31.0,,D. Wilson enters the game for T. Maker,64,81
316,3,0:20.0,D. Mitchell misses 3-pt jump shot from 26 ft,,64,81
317,3,0:20.0,Offensive rebound by Team,,64,81
318,3,0:20.0,,Loose ball foul by G. Payton (drawn by R. Gobert),64,81
319,3,0:20.0,R. Gobert makes free throw 1 of 2,,65,81
320,3,0:20.0,R. Gobert makes free throw 2 of 2,,66,81
321,3,0:02.0,,M. Brogdon makes 2-pt jump shot from 12 ft,66,83
322,3,0:01.0,Turnover by R. Gobert (bad pass; steal by M. Brogdon),,66,83
323,4,11:45.0,,Turnover by M. Brogdon (bad pass; steal by T. Sefolosha),66,83
324,4,11:44.0,Shooting foul by R. Vaughn (drawn by T. Sefolosha),,66,83
325,4,11:44.0,T. Sefolosha makes free throw 1 of 2,,67,83
326,4,11:44.0,T. Sefolosha misses free throw 2 of 2,,67,83
327,4,11:38.0,,Defensive rebound by G. Antetokounmpo,67,83
328,4,11:30.0,,Shooting foul by T. Sefolosha (drawn by J. Henson),67,83
329,4,11:30.0,Technical foul by T. Sefolosha,,67,83
330,4,11:30.0,,M. Brogdon makes technical free throw,67,84
331,4,11:30.0,,J. Henson makes free throw 1 of 2,67,85
332,4,11:30.0,,J. Henson makes free throw 2 of 2,67,86
333,4,11:16.0,A. Burks misses 3-pt jump shot from 27 ft,,67,86
334,4,11:11.0,,Defensive rebound by R. Vaughn,67,86
335,4,11:05.0,,M. Brogdon makes 2-pt layup at rim,67,88
336,4,10:52.0,Shooting foul by M. Brogdon (drawn by R. Gobert),,67,88
337,4,10:52.0,R. Gobert misses free throw 1 of 2,,67,88
338,4,10:52.0,Offensive rebound by Team,,67,88
339,4,10:52.0,R. Gobert makes free throw 2 of 2,,68,88
340,4,10:43.0,,Turnover by J. Henson (turnover),68,88
341,4,10:43.0,,Loose ball foul by J. Henson (drawn by R. Gobert),68,88
342,4,10:29.0,R. O'Neale misses 3-pt jump shot from 25 ft,,68,88
343,4,10:25.0,,Defensive rebound by M. Brogdon,68,88
344,4,10:16.0,,J. Henson makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),68,90
345,4,10:07.0,A. Burks makes 2-pt jump shot from 6 ft,,70,90
346,4,10:07.0,Shooting foul by D. Liggins (drawn by A. Burks),,70,90
347,4,10:07.0,D. Favors enters the game for R. Gobert,,70,90
348,4,10:07.0,A. Burks makes free throw 1 of 1,,71,90
349,4,9:56.0,,Shooting foul by T. Sefolosha (drawn by G. Antetokounmpo),71,90
350,4,9:56.0,J. Jerebko enters the game for T. Sefolosha,,71,90
351,4,9:44.0,Offensive charge foul by G. Antetokounmpo (drawn by R. Rubio),,71,90
352,4,9:44.0,,Turnover by G. Antetokounmpo (offensive foul),71,90
353,4,9:30.0,Personal foul by M. Brogdon (drawn by A. Burks),,71,90
354,4,9:30.0,A. Burks misses free throw 1 of 2,,71,90
355,4,9:30.0,Offensive rebound by Team,,71,90
356,4,9:30.0,A. Burks misses free throw 2 of 2,,71,90
357,4,9:26.0,,Defensive rebound by G. Antetokounmpo,71,90
358,4,9:19.0,,M. Brogdon misses 2-pt jump shot from 14 ft,71,90
359,4,9:15.0,,Offensive rebound by G. Antetokounmpo,71,90
360,4,9:12.0,,G. Antetokounmpo misses 2-pt layup from 9 ft,71,90
361,4,9:10.0,Defensive rebound by J. Jerebko,,71,90
362,4,9:04.0,D. Favors makes 2-pt layup at rim (assist by A. Burks),,73,90
363,4,8:48.0,,D. Liggins misses 2-pt jump shot from 20 ft,73,90
364,4,8:44.0,Defensive rebound by A. Burks,,73,90
365,4,8:43.0,J. Jerebko makes 2-pt layup from 1 ft (assist by A. Burks),,75,90
366,4,8:43.0,,Milwaukee full timeout,75,90
367,4,8:43.0,,E. Bledsoe enters the game for R. Vaughn,75,90
368,4,8:33.0,,Personal foul by A. Burks (drawn by E. Bledsoe),75,90
369,4,8:20.0,,J. Henson misses 2-pt jump shot from 11 ft,75,90
370,4,8:18.0,Defensive rebound by R. O'Neale,,75,90
371,4,7:58.0,R. O'Neale misses 2-pt jump shot from 6 ft,,75,90
372,4,7:54.0,Offensive rebound by R. O'Neale,,75,90
373,4,7:51.0,A. Burks makes 2-pt layup from 1 ft,,77,90
374,4,7:51.0,Shooting foul by E. Bledsoe (drawn by A. Burks),,77,90
375,4,7:51.0,A. Burks makes free throw 1 of 1,,78,90
376,4,7:29.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,78,90
377,4,7:27.0,,Offensive rebound by J. Henson,78,90
