,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DENVER_ACTION,CLEVELAND_SCORE,DENVER_SCORE
54,1,4:40.0,,Turnover by G. Harris (offensive foul),21,14
55,1,4:29.0,L. James makes 2-pt layup from 4 ft,,23,14
56,1,4:17.0,,W. Chandler misses 3-pt jump shot from 24 ft,23,14
57,1,4:14.0,Defensive rebound by R. Hood,,23,14
58,1,4:08.0,L. James misses 2-pt jump shot from 12 ft,,23,14
59,1,4:05.0,,Defensive rebound by G. Harris,23,14
60,1,3:58.0,,Turnover by N. Jokić (lost ball; steal by L. Nance),23,14
61,1,3:53.0,R. Hood makes 2-pt dunk from 1 ft (assist by L. Nance),,25,14
62,1,3:53.0,,Denver full timeout,25,14
63,1,3:53.0,,M. Plumlee enters the game for N. Jokić,25,14
64,1,3:31.0,,M. Plumlee makes 2-pt dunk from 1 ft,25,16
65,1,3:10.0,L. James makes 3-pt jump shot from 24 ft (assist by G. Hill),,28,16
66,1,3:00.0,A. Žižić enters the game for G. Hill,,28,16
67,1,3:00.0,J. Clarkson enters the game for L. Nance,,28,16
68,1,3:00.0,,D. Harris enters the game for J. Murray,28,16
69,1,2:51.0,,W. Barton misses 3-pt jump shot from 25 ft,28,16
70,1,2:48.0,Defensive rebound by L. James,,28,16
71,1,2:35.0,J. Clarkson makes 2-pt jump shot from 20 ft,,30,16
72,1,2:21.0,,G. Harris makes 2-pt jump shot from 16 ft (assist by W. Chandler),30,18
73,1,1:57.0,A. Žižić makes 2-pt dunk at rim (assist by J. Smith),,32,18
74,1,1:45.0,,M. Plumlee makes 2-pt layup from 2 ft,32,20
75,1,1:45.0,,Shooting foul by A. Žižić (drawn by M. Plumlee),32,20
76,1,1:45.0,,M. Beasley enters the game for G. Harris,32,20
77,1,1:45.0,,T. Lyles enters the game for W. Chandler,32,20
78,1,1:45.0,K. Korver enters the game for R. Hood,,32,20
79,1,1:45.0,J. Green enters the game for J. Smith,,32,20
80,1,1:45.0,,M. Plumlee misses free throw 1 of 1,32,20
81,1,1:39.0,Defensive rebound by A. Žižić,,32,20
82,1,1:30.0,Shooting foul by D. Harris (drawn by J. Clarkson),,32,20
83,1,1:30.0,,Technical foul by D. Harris,32,20
84,1,1:30.0,K. Korver makes technical free throw,,33,20
85,1,1:30.0,J. Clarkson makes free throw 1 of 2,,34,20
86,1,1:30.0,J. Clarkson misses free throw 2 of 2,,34,20
87,1,1:26.0,,Defensive rebound by M. Plumlee,34,20
88,1,1:13.0,,W. Barton misses 2-pt jump shot from 7 ft,34,20
89,1,1:10.0,,Offensive rebound by M. Plumlee,34,20
90,1,1:09.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by M. Plumlee),34,23
91,1,1:09.0,Violation by A. Žižić (def goaltending),,34,23
92,1,0:57.0,Shooting foul by M. Plumlee (drawn by J. Green),,34,23
93,1,0:57.0,J. Green misses free throw 1 of 2,,34,23
94,1,0:57.0,Offensive rebound by Team,,34,23
95,1,0:57.0,J. Green makes free throw 2 of 2,,35,23
96,1,0:41.0,,T. Lyles misses 3-pt jump shot from 23 ft,35,23
97,1,0:38.0,Defensive rebound by K. Korver,,35,23
98,1,0:33.0,J. Clarkson makes 3-pt jump shot from 24 ft,,38,23
99,1,0:10.0,,Turnover by M. Plumlee (offensive goaltending),38,23
100,1,0:09.0,C. Osman enters the game for A. Žižić,,38,23
101,1,0:03.0,C. Osman misses 3-pt jump shot from 22 ft,,38,23
102,1,0:03.0,Offensive rebound by Team,,38,23
103,2,11:53.0,,Personal foul by A. Žižić (drawn by D. Harris),38,23
104,2,11:38.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Harris),38,25
105,2,11:27.0,,Violation by W. Barton (kicked ball),38,25
106,2,11:18.0,Turnover by J. Green (lost ball; steal by D. Harris),,38,25
107,2,11:14.0,,D. Harris makes 2-pt layup from 1 ft,38,27
108,2,10:56.0,J. Green makes 2-pt layup from 1 ft (assist by K. Korver),,40,27
109,2,10:40.0,,Def 3 sec tech foul by K. Korver,40,27
110,2,10:40.0,,W. Barton misses technical free throw,40,27
111,2,10:40.0,,Offensive rebound by Team,40,27
112,2,10:40.0,L. Nance enters the game for A. Žižić,,40,27
113,2,10:36.0,,D. Harris misses 3-pt jump shot from 25 ft,40,27
114,2,10:32.0,Defensive rebound by L. Nance,,40,27
115,2,10:26.0,C. Osman makes 2-pt jump shot from 16 ft,,42,27
116,2,10:26.0,Shooting foul by M. Beasley (drawn by C. Osman),,42,27
117,2,10:26.0,C. Osman makes free throw 1 of 1,,43,27
118,2,10:16.0,,D. Harris makes 3-pt jump shot from 25 ft,43,30
119,2,9:59.0,J. Green misses 3-pt jump shot from 24 ft,,43,30
120,2,9:57.0,,Defensive rebound by Team,43,30
121,2,9:42.0,,T. Lyles makes 2-pt layup from 1 ft,43,32
122,2,9:32.0,J. Clarkson misses 2-pt jump shot from 12 ft,,43,32
123,2,9:30.0,,Defensive rebound by M. Plumlee,43,32
124,2,9:24.0,,D. Harris makes 2-pt layup from 1 ft (assist by M. Plumlee),43,34
125,2,9:24.0,Cleveland full timeout,,43,34
126,2,9:12.0,K. Korver makes 3-pt jump shot from 24 ft (assist by L. Nance),,46,34
127,2,8:55.0,,Turnover by M. Plumlee (lost ball; steal by K. Korver),46,34
128,2,8:47.0,J. Clarkson misses 2-pt layup from 3 ft,,46,34
129,2,8:43.0,Offensive rebound by L. Nance,,46,34
130,2,8:43.0,L. Nance misses 2-pt layup from 3 ft (block by D. Harris),,46,34
131,2,8:43.0,,Defensive rebound by W. Barton,46,34
132,2,8:37.0,,M. Beasley misses 3-pt jump shot from 23 ft,46,34
133,2,8:34.0,,Offensive rebound by M. Plumlee,46,34
134,2,8:32.0,,M. Beasley misses 2-pt layup from 2 ft (block by J. Green),46,34
135,2,8:28.0,,Offensive rebound by T. Lyles,46,34
136,2,8:27.0,,T. Lyles misses 2-pt hook shot from 3 ft,46,34
137,2,8:26.0,Defensive rebound by L. Nance,,46,34
138,2,8:14.0,Turnover by K. Korver (bad pass; steal by T. Lyles),,46,34
139,2,8:10.0,,Turnover by M. Beasley (bad pass; steal by C. Osman),46,34
140,2,8:04.0,J. Clarkson makes 2-pt layup from 2 ft (assist by C. Osman),,48,34
141,2,8:00.0,,W. Barton misses 3-pt jump shot from 24 ft,48,34
142,2,7:56.0,Defensive rebound by L. Nance,,48,34
143,2,7:52.0,J. Clarkson misses 3-pt jump shot from 24 ft,,48,34
144,2,7:50.0,,Defensive rebound by T. Lyles,48,34
145,2,7:37.0,,M. Beasley misses 3-pt jump shot from 22 ft,48,34
146,2,7:34.0,Defensive rebound by L. Nance,,48,34
147,2,7:13.0,J. Green makes 2-pt jump shot from 13 ft (assist by J. Clarkson),,50,34
148,2,7:11.0,,Denver full timeout,50,34
149,2,7:11.0,,N. Jokić enters the game for T. Lyles,50,34
150,2,7:11.0,,W. Chandler enters the game for M. Plumlee,50,34
151,2,7:11.0,,G. Harris enters the game for M. Beasley,50,34
152,2,7:11.0,,P. Millsap enters the game for D. Harris,50,34
153,2,7:11.0,L. James enters the game for J. Green,,50,34
154,2,6:59.0,,Away from play foul by J. Clarkson (drawn by G. Harris),50,34
155,2,6:51.0,,Turnover by P. Millsap (bad pass),50,34
156,2,6:40.0,J. Clarkson misses 3-pt jump shot from 24 ft,,50,34
157,2,6:36.0,,Defensive rebound by N. Jokić,50,34
158,2,6:34.0,,G. Harris misses 2-pt layup from 3 ft (block by K. Korver),50,34
159,2,6:34.0,,Offensive rebound by Team,50,34
160,2,6:34.0,R. Hood enters the game for C. Osman,,50,34
161,2,6:21.0,,Shooting foul by L. Nance (drawn by N. Jokić),50,34
162,2,6:21.0,,N. Jokić makes free throw 1 of 2,50,35
163,2,6:21.0,,J. Murray enters the game for W. Barton,50,35
164,2,6:21.0,J. Smith enters the game for K. Korver,,50,35
165,2,6:21.0,,N. Jokić makes free throw 2 of 2,50,36
166,2,6:08.0,R. Hood misses 2-pt jump shot from 10 ft,,50,36
167,2,6:06.0,,Defensive rebound by W. Chandler,50,36
168,2,5:49.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by W. Chandler),50,39
169,2,5:37.0,Personal foul by P. Millsap (drawn by J. Clarkson),,50,39
170,2,5:37.0,G. Hill enters the game for J. Clarkson,,50,39
171,2,5:29.0,R. Hood makes 2-pt jump shot from 16 ft (assist by L. James),,52,39
172,2,5:17.0,,G. Harris makes 2-pt layup from 2 ft,52,41
173,2,5:05.0,L. Nance misses 2-pt jump shot from 20 ft,,52,41
174,2,5:03.0,,Defensive rebound by N. Jokić,52,41
175,2,4:57.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by N. Jokić),52,44
176,2,4:35.0,J. Smith misses 3-pt jump shot from 24 ft,,52,44
177,2,4:31.0,,Defensive rebound by P. Millsap,52,44
178,2,4:24.0,,G. Harris makes 3-pt jump shot from 24 ft,52,47
179,2,4:23.0,Cleveland full timeout,,52,47
180,2,4:04.0,L. Nance makes 2-pt layup from 2 ft (assist by G. Hill),,54,47
181,2,4:04.0,Shooting foul by P. Millsap (drawn by L. Nance),,54,47
182,2,4:04.0,L. Nance makes free throw 1 of 1,,55,47
183,2,3:49.0,,P. Millsap misses 2-pt layup from 2 ft,55,47
184,2,3:46.0,Defensive rebound by G. Hill,,55,47
185,2,3:41.0,L. James misses 3-pt jump shot from 22 ft,,55,47
186,2,3:38.0,,Defensive rebound by N. Jokić,55,47
187,2,3:26.0,,W. Chandler misses 3-pt jump shot from 25 ft,55,47
188,2,3:22.0,Defensive rebound by L. Nance,,55,47
189,2,3:20.0,Personal foul by W. Chandler (drawn by L. James),,55,47
190,2,3:06.0,L. James makes 2-pt layup from 1 ft (assist by G. Hill),,57,47
191,2,2:50.0,,G. Harris misses 2-pt layup at rim,57,47
192,2,2:50.0,,Offensive rebound by N. Jokić,57,47
193,2,2:50.0,,Shooting foul by R. Hood (drawn by N. Jokić),57,47
194,2,2:50.0,,N. Jokić makes free throw 1 of 2,57,48
195,2,2:50.0,,N. Jokić makes free throw 2 of 2,57,49
196,2,2:40.0,Turnover by J. Smith (lost ball; steal by P. Millsap),,57,49
197,2,2:37.0,,J. Murray makes 2-pt layup from 1 ft,57,51
198,2,2:37.0,,Shooting foul by J. Smith (drawn by J. Murray),57,51
199,2,2:37.0,A. Žižić enters the game for L. Nance,,57,51
200,2,2:37.0,,J. Murray makes free throw 1 of 1,57,52
201,2,2:24.0,L. James misses 2-pt jump shot from 9 ft,,57,52
202,2,2:21.0,Offensive rebound by L. James,,57,52
203,2,2:20.0,L. James makes 2-pt layup from 1 ft,,59,52
204,2,2:08.0,,J. Murray makes 2-pt layup from 4 ft,59,54
205,2,1:53.0,L. James makes 2-pt jump shot from 14 ft,,61,54
206,2,1:42.0,,Turnover by W. Chandler (lost ball; steal by R. Hood),61,54
207,2,1:42.0,Personal take foul by W. Chandler (drawn by R. Hood),,61,54
208,2,1:42.0,R. Hood makes free throw 1 of 2,,62,54
209,2,1:42.0,,W. Barton enters the game for P. Millsap,62,54
210,2,1:42.0,R. Hood makes free throw 2 of 2,,63,54
211,2,1:29.0,,Shooting foul by A. Žižić (drawn by N. Jokić),63,54
212,2,1:29.0,,N. Jokić makes free throw 1 of 2,63,55
213,2,1:29.0,C. Osman enters the game for R. Hood,,63,55
214,2,1:29.0,J. Green enters the game for A. Žižić,,63,55
215,2,1:29.0,,N. Jokić makes free throw 2 of 2,63,56
216,2,1:16.0,Turnover by L. James (lost ball; steal by W. Chandler),,63,56
217,2,1:11.0,,W. Chandler misses 2-pt layup from 3 ft,63,56
218,2,1:08.0,Defensive rebound by L. James,,63,56
219,2,0:59.0,J. Green misses 3-pt jump shot from 24 ft,,63,56
220,2,0:56.0,Offensive rebound by C. Osman,,63,56
221,2,0:52.0,Shooting foul by W. Chandler (drawn by L. James),,63,56
222,2,0:52.0,L. James misses free throw 1 of 3,,63,56
223,2,0:52.0,Offensive rebound by Team,,63,56
224,2,0:52.0,L. James makes free throw 2 of 3,,64,56
225,2,0:52.0,,R. Jefferson enters the game for W. Chandler,64,56
226,2,0:52.0,K. Korver enters the game for C. Osman,,64,56
227,2,0:52.0,L. James makes free throw 3 of 3,,65,56
228,2,0:40.0,,G. Harris misses 3-pt jump shot from 26 ft,65,56
229,2,0:36.0,Defensive rebound by L. James,,65,56
230,2,0:31.0,L. James makes 3-pt jump shot from 25 ft,,68,56
231,2,0:10.0,,J. Murray makes 2-pt jump shot from 13 ft,68,58
232,2,0:05.0,L. James makes 2-pt jump shot from 12 ft,,70,58
233,2,0:00.0,,R. Jefferson misses 2-pt layup from 13 ft,70,58
234,2,0:00.0,,Offensive rebound by Team,70,58
235,3,11:42.0,,G. Harris misses 2-pt jump shot from 7 ft,70,58
236,3,11:41.0,,Offensive rebound by P. Millsap,70,58
237,3,11:35.0,,J. Murray makes 2-pt jump shot from 13 ft (assist by N. Jokić),70,60
238,3,11:16.0,G. Hill misses 2-pt jump shot from 7 ft,,70,60
239,3,11:13.0,,Defensive rebound by N. Jokić,70,60
240,3,11:03.0,,J. Murray misses 3-pt jump shot from 24 ft,70,60
241,3,11:01.0,,Offensive rebound by N. Jokić,70,60
242,3,10:59.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by N. Jokić),70,63
243,3,10:42.0,R. Hood makes 2-pt jump shot from 6 ft,,72,63
244,3,10:21.0,,W. Chandler misses 3-pt jump shot from 24 ft,72,63
245,3,10:19.0,,Offensive rebound by J. Murray,72,63
246,3,10:12.0,,P. Millsap misses 2-pt jump shot from 6 ft,72,63
247,3,10:10.0,Defensive rebound by L. James,,72,63
248,3,10:07.0,Turnover by L. James (lost ball; steal by W. Chandler),,72,63
249,3,10:00.0,,N. Jokić makes 3-pt jump shot from 23 ft (assist by J. Murray),72,66
250,3,9:41.0,G. Hill misses 3-pt jump shot from 24 ft,,72,66
251,3,9:38.0,,Defensive rebound by P. Millsap,72,66
252,3,9:29.0,,G. Harris misses 2-pt layup from 2 ft,72,66
253,3,9:28.0,Defensive rebound by J. Smith,,72,66
254,3,9:23.0,L. James makes 3-pt jump shot from 24 ft,,75,66
255,3,9:05.0,,Turnover by J. Murray (bad pass),75,66
256,3,8:57.0,L. James makes 3-pt jump shot from 24 ft,,78,66
257,3,8:35.0,,Turnover by N. Jokić (out of bounds lost ball),78,66
258,3,8:20.0,L. James misses 2-pt jump shot from 18 ft,,78,66
259,3,8:17.0,,Defensive rebound by W. Chandler,78,66
260,3,8:09.0,,N. Jokić makes 2-pt layup from 1 ft (assist by W. Chandler),78,68
261,3,7:48.0,L. Nance makes 2-pt jump shot from 14 ft (assist by G. Hill),,80,68
262,3,7:24.0,,J. Murray makes 2-pt jump shot from 5 ft (assist by N. Jokić),80,70
263,3,7:03.0,L. James makes 2-pt layup from 1 ft (assist by G. Hill),,82,70
264,3,7:02.0,,Denver full timeout,82,70
265,3,6:42.0,,J. Murray misses 3-pt jump shot from 24 ft,82,70
266,3,6:40.0,,Offensive rebound by P. Millsap,82,70
267,3,6:40.0,,Shooting foul by R. Hood (drawn by P. Millsap),82,70
268,3,6:40.0,,P. Millsap makes free throw 1 of 2,82,71
269,3,6:40.0,,P. Millsap makes free throw 2 of 2,82,72
270,3,6:29.0,L. James misses 3-pt jump shot from 25 ft,,82,72
271,3,6:26.0,,Defensive rebound by W. Chandler,82,72
272,3,6:15.0,,Turnover by P. Millsap (lost ball; steal by L. James),82,72
273,3,5:58.0,R. Hood misses 2-pt jump shot from 11 ft,,82,72
274,3,5:55.0,,Defensive rebound by J. Murray,82,72
275,3,5:39.0,,N. Jokić makes 2-pt hook shot from 2 ft (assist by J. Murray),82,74
276,3,5:18.0,G. Hill makes 2-pt jump shot from 18 ft,,84,74
277,3,5:02.0,,Turnover by G. Harris (bad pass; steal by L. Nance),84,74
278,3,4:54.0,L. Nance makes 2-pt layup from 1 ft (assist by L. James),,86,74
279,3,4:32.0,,P. Millsap misses 2-pt jump shot from 14 ft,86,74
280,3,4:30.0,Defensive rebound by L. Nance,,86,74
281,3,4:19.0,L. Nance misses 2-pt jump shot from 17 ft,,86,74
282,3,4:17.0,,Defensive rebound by J. Murray,86,74
283,3,4:09.0,,Personal block foul by L. James (drawn by P. Millsap),86,74
284,3,4:09.0,,W. Barton enters the game for P. Millsap,86,74
285,3,4:03.0,,J. Murray misses 2-pt jump shot from 17 ft,86,74
286,3,4:01.0,,Offensive rebound by W. Chandler,86,74
287,3,3:58.0,,G. Harris misses 2-pt jump shot from 16 ft,86,74
288,3,3:55.0,,Offensive rebound by N. Jokić,86,74
289,3,3:54.0,,N. Jokić makes 2-pt layup from 3 ft,86,76
290,3,3:53.0,Cleveland full timeout,,86,76
291,3,3:53.0,J. Clarkson enters the game for J. Smith,,86,76
292,3,3:53.0,A. Žižić enters the game for L. Nance,,86,76
293,3,3:39.0,A. Žižić makes 2-pt layup from 1 ft (assist by L. James),,88,76
294,3,3:39.0,Shooting foul by G. Harris (drawn by A. Žižić),,88,76
295,3,3:39.0,A. Žižić makes free throw 1 of 1,,89,76
296,3,3:18.0,,N. Jokić makes 2-pt hook shot from 5 ft,89,78
297,3,3:02.0,A. Žižić misses 2-pt layup from 2 ft,,89,78
298,3,2:56.0,,Defensive rebound by N. Jokić,89,78
299,3,2:54.0,,G. Harris misses 2-pt jump shot from 16 ft (block by G. Hill),89,78
300,3,2:50.0,,Offensive rebound by G. Harris,89,78
301,3,2:43.0,,N. Jokić misses 3-pt jump shot from 25 ft,89,78
302,3,2:40.0,Defensive rebound by L. James,,89,78
303,3,2:35.0,R. Hood misses 3-pt jump shot from 24 ft,,89,78
304,3,2:32.0,,Defensive rebound by G. Harris,89,78
305,3,2:20.0,,N. Jokić makes 2-pt jump shot from 9 ft,89,80
306,3,2:02.0,R. Hood misses 2-pt jump shot from 11 ft,,89,80
307,3,1:59.0,,Defensive rebound by J. Murray,89,80
308,3,1:55.0,,G. Harris makes 3-pt jump shot from 22 ft (assist by J. Murray),89,83
309,3,1:34.0,L. James misses 2-pt jump shot from 10 ft,,89,83
310,3,1:32.0,,Defensive rebound by N. Jokić,89,83
311,3,1:21.0,,D. Harris enters the game for G. Harris,89,83
312,3,1:21.0,C. Osman enters the game for G. Hill,,89,83
313,3,1:21.0,Violation by A. Žižić (kicked ball),,89,83
314,3,1:15.0,,Turnover by W. Barton (turnover),89,83
315,3,1:03.0,C. Osman misses 3-pt jump shot from 22 ft,,89,83
316,3,0:58.0,Offensive rebound by A. Žižić,,89,83
317,3,0:56.0,,Offensive charge foul by R. Hood (drawn by J. Murray),89,83
318,3,0:56.0,Turnover by R. Hood (offensive foul),,89,83
319,3,0:37.0,,Shooting foul by A. Žižić (drawn by N. Jokić),89,83
320,3,0:37.0,,N. Jokić makes free throw 1 of 2,89,84
321,3,0:37.0,,T. Lyles enters the game for W. Chandler,89,84
322,3,0:37.0,J. Green enters the game for R. Hood,,89,84
323,3,0:37.0,K. Korver enters the game for A. Žižić,,89,84
324,3,0:37.0,,W. Chandler enters the game for J. Murray,89,84
325,3,0:37.0,,N. Jokić misses free throw 2 of 2,89,84
326,3,0:34.0,Defensive rebound by L. James,,89,84
327,3,0:29.0,Shooting foul by W. Chandler (drawn by L. James),,89,84
328,3,0:29.0,L. James misses free throw 1 of 2,,89,84
329,3,0:29.0,Offensive rebound by Team,,89,84
330,3,0:29.0,,G. Harris enters the game for W. Chandler,89,84
331,3,0:29.0,L. James misses free throw 2 of 2,,89,84
332,3,0:26.0,,Defensive rebound by N. Jokić,89,84
333,3,0:19.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by D. Harris),89,87
334,3,0:03.0,L. James misses 3-pt jump shot from 25 ft,,89,87
335,3,0:03.0,,Defensive rebound by D. Harris,89,87
336,3,0:00.0,,D. Harris misses 3-pt jump shot from 77 ft,89,87
337,3,0:00.0,,Offensive rebound by Team,89,87
338,4,11:42.0,L. Nance makes 2-pt hook shot from 2 ft (assist by K. Korver),,91,87
339,4,11:18.0,,Turnover by T. Lyles (bad pass; steal by L. Nance),91,87
340,4,11:18.0,Personal foul by M. Plumlee (drawn by L. Nance),,91,87
341,4,11:05.0,K. Korver misses 2-pt jump shot from 23 ft,,91,87
342,4,11:03.0,,Defensive rebound by T. Lyles,91,87
343,4,10:55.0,,T. Lyles misses 2-pt jump shot from 10 ft,91,87
344,4,10:51.0,Defensive rebound by L. Nance,,91,87
345,4,10:36.0,K. Korver misses 2-pt jump shot from 12 ft,,91,87
346,4,10:34.0,,Defensive rebound by M. Plumlee,91,87
347,4,10:23.0,,T. Lyles misses 2-pt jump shot from 16 ft,91,87
348,4,10:20.0,Defensive rebound by C. Osman,,91,87
349,4,10:17.0,,Offensive charge foul by C. Osman (drawn by T. Lyles),91,87
350,4,10:17.0,Turnover by C. Osman (offensive foul),,91,87
351,4,10:04.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by W. Barton),91,89
352,4,9:48.0,J. Clarkson misses 2-pt layup from 5 ft,,91,89
353,4,9:46.0,,Defensive rebound by T. Lyles,91,89
354,4,9:40.0,,W. Barton makes 2-pt layup from 1 ft (assist by G. Harris),91,91
355,4,9:40.0,Cleveland full timeout,,91,91
356,4,9:25.0,J. Green makes 2-pt layup from 5 ft (assist by J. Clarkson),,93,91
357,4,9:09.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by G. Harris),93,93
358,4,8:50.0,Turnover by J. Clarkson (traveling),,93,93
359,4,8:35.0,,M. Plumlee makes 2-pt layup from 2 ft,93,95
360,4,8:11.0,C. Osman misses 2-pt jump shot from 20 ft,,93,95
361,4,8:09.0,,Defensive rebound by D. Harris,93,95
362,4,7:59.0,,W. Barton misses 2-pt jump shot from 5 ft,93,95
363,4,7:58.0,,Offensive rebound by T. Lyles,93,95
364,4,7:57.0,,Personal foul by K. Korver (drawn by T. Lyles),93,95
365,4,7:57.0,,W. Chandler enters the game for G. Harris,93,95
366,4,7:57.0,L. James enters the game for C. Osman,,93,95
367,4,7:51.0,,Turnover by M. Plumlee (out of bounds lost ball),93,95
368,4,7:39.0,K. Korver misses 2-pt jump shot from 23 ft,,93,95
369,4,7:35.0,,Defensive rebound by T. Lyles,93,95
370,4,7:19.0,,Shooting foul by K. Korver (drawn by W. Chandler),93,95
371,4,7:19.0,,W. Chandler makes free throw 1 of 2,93,96
372,4,7:19.0,,W. Chandler misses free throw 2 of 2,93,96
373,4,7:17.0,Defensive rebound by L. Nance,,93,96
374,4,6:56.0,L. James misses 2-pt jump shot from 12 ft,,93,96
375,4,6:51.0,Offensive rebound by J. Clarkson,,93,96
376,4,6:50.0,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,96,96
377,4,6:29.0,,W. Chandler misses 2-pt jump shot from 4 ft,96,96
378,4,6:26.0,Defensive rebound by J. Green,,96,96
379,4,6:19.0,J. Green makes 3-pt jump shot from 25 ft (assist by L. James),,99,96
380,4,6:17.0,,Denver full timeout,99,96
381,4,6:17.0,,N. Jokić enters the game for T. Lyles,99,96
382,4,6:17.0,,P. Millsap enters the game for M. Plumlee,99,96
383,4,6:17.0,,J. Murray enters the game for D. Harris,99,96
384,4,6:05.0,,P. Millsap misses 3-pt jump shot from 24 ft,99,96
385,4,6:02.0,Defensive rebound by J. Clarkson,,99,96
386,4,5:51.0,J. Green misses 2-pt jump shot from 9 ft,,99,96
387,4,5:49.0,,Defensive rebound by J. Murray,99,96
388,4,5:45.0,,Turnover by J. Murray (lost ball; steal by K. Korver),99,96
389,4,5:37.0,Personal foul by P. Millsap (drawn by J. Green),,99,96
390,4,5:37.0,,G. Harris enters the game for J. Murray,99,96
391,4,5:37.0,G. Hill enters the game for J. Clarkson,,99,96
392,4,5:28.0,K. Korver misses 3-pt jump shot from 24 ft,,99,96
