,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SACRAMENTO_ACTION,CHARLOTTE_SCORE,SACRAMENTO_SCORE
77,1,1:15.0,Offensive rebound by Team,,29,25
78,1,1:15.0,,K. Koufos enters the game for Z. Randolph,29,25
79,1,1:15.0,T. Graham enters the game for N. Batum,,29,25
80,1,1:15.0,D. Howard makes free throw 2 of 2,,30,25
81,1,0:52.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,30,25
82,1,0:48.0,Defensive rebound by D. Howard,,30,25
83,1,0:44.0,,G. Hill enters the game for G. Temple,30,25
84,1,0:44.0,J. O'Bryant enters the game for D. Howard,,30,25
85,1,0:34.0,J. Lamb misses 3-pt jump shot from 25 ft,,30,25
86,1,0:31.0,,Defensive rebound by W. Cauley-Stein,30,25
87,1,0:14.0,,Turnover by B. Bogdanović (bad pass; steal by J. Lamb),30,25
88,1,0:12.0,J. Lamb makes 2-pt dunk from 1 ft,,32,25
89,1,0:02.0,,K. Koufos misses 2-pt layup from 3 ft (block by M. Carter-Williams),32,25
90,1,0:02.0,Defensive rebound by T. Graham,,32,25
91,1,0:00.0,T. Graham misses 3-pt jump shot from 39 ft,,32,25
92,1,0:00.0,Offensive rebound by Team,,32,25
93,2,11:42.0,,K. Koufos makes 2-pt dunk at rim (assist by W. Cauley-Stein),32,27
94,2,11:15.0,T. Graham makes 3-pt jump shot from 25 ft (assist by J. Lamb),,35,27
95,2,11:03.0,,G. Hill misses 2-pt jump shot from 20 ft,35,27
96,2,11:00.0,Defensive rebound by F. Kaminsky,,35,27
97,2,10:44.0,J. Lamb misses 2-pt jump shot from 19 ft,,35,27
98,2,10:41.0,,Defensive rebound by W. Cauley-Stein,35,27
99,2,10:28.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. Hield),35,29
100,2,10:09.0,J. O'Bryant makes 2-pt jump shot from 14 ft,,37,29
101,2,9:48.0,,B. Bogdanović makes 2-pt jump shot from 10 ft,37,31
102,2,9:27.0,F. Kaminsky misses 2-pt jump shot from 16 ft (block by W. Cauley-Stein),,37,31
103,2,9:23.0,,Defensive rebound by B. Bogdanović,37,31
104,2,9:20.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),37,34
105,2,8:53.0,M. Carter-Williams misses 3-pt jump shot from 28 ft,,37,34
106,2,8:50.0,,Defensive rebound by W. Cauley-Stein,37,34
107,2,8:45.0,Violation by J. Lamb (kicked ball),,37,34
108,2,8:35.0,,B. Bogdanović makes 2-pt jump shot from 18 ft,37,36
109,2,8:20.0,Shooting foul by B. Hield (drawn by M. Carter-Williams),,37,36
110,2,8:20.0,M. Carter-Williams makes free throw 1 of 2,,38,36
111,2,8:20.0,M. Carter-Williams makes free throw 2 of 2,,39,36
112,2,8:04.0,,Shooting foul by F. Kaminsky (drawn by W. Cauley-Stein),39,36
113,2,8:04.0,,W. Cauley-Stein makes free throw 1 of 2,39,37
114,2,8:04.0,K. Walker enters the game for M. Carter-Williams,,39,37
115,2,8:04.0,,W. Cauley-Stein makes free throw 2 of 2,39,38
116,2,7:53.0,J. O'Bryant makes 3-pt jump shot from 25 ft (assist by J. Lamb),,42,38
117,2,7:39.0,,Turnover by G. Hill (bad pass; steal by J. Lamb),42,38
118,2,7:36.0,J. Lamb misses 2-pt layup from 1 ft (block by G. Hill),,42,38
119,2,7:36.0,Offensive rebound by Team,,42,38
120,2,7:22.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),,45,38
121,2,7:07.0,,W. Cauley-Stein makes 2-pt layup from 2 ft,45,40
122,2,7:00.0,Personal foul by B. Bogdanović (drawn by T. Graham),,45,40
123,2,7:00.0,,S. Labissière enters the game for K. Koufos,45,40
124,2,6:52.0,T. Graham misses 3-pt jump shot from 23 ft,,45,40
125,2,6:48.0,,Defensive rebound by G. Hill,45,40
126,2,6:45.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,45,40
127,2,6:43.0,,Offensive rebound by S. Labissière,45,40
128,2,6:34.0,,Turnover by W. Cauley-Stein (bad pass; steal by T. Graham),45,40
129,2,6:30.0,T. Graham makes 2-pt layup at rim,,47,40
130,2,6:25.0,,Sacramento full timeout,47,40
131,2,6:25.0,,D. Fox enters the game for B. Bogdanović,47,40
132,2,6:15.0,,W. Cauley-Stein misses 2-pt jump shot from 8 ft,47,40
133,2,6:12.0,Defensive rebound by J. Lamb,,47,40
134,2,5:59.0,T. Graham misses 2-pt layup from 2 ft,,47,40
135,2,5:57.0,,Defensive rebound by W. Cauley-Stein,47,40
136,2,5:51.0,,Turnover by B. Hield (step out of bounds),47,40
137,2,5:51.0,N. Batum enters the game for J. O'Bryant,,47,40
138,2,5:51.0,D. Howard enters the game for T. Graham,,47,40
139,2,5:41.0,K. Walker misses 3-pt jump shot from 25 ft,,47,40
140,2,5:38.0,Offensive rebound by K. Walker,,47,40
141,2,5:28.0,Personal foul by B. Hield (drawn by J. Lamb),,47,40
142,2,5:25.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,50,40
143,2,5:11.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),50,43
144,2,4:55.0,N. Batum makes 3-pt jump shot from 23 ft (assist by K. Walker),,53,43
145,2,4:38.0,,Turnover by W. Cauley-Stein (lost ball; steal by D. Howard),53,43
146,2,4:32.0,D. Howard makes 2-pt dunk from 2 ft (assist by J. Lamb),,55,43
147,2,4:16.0,,Turnover by G. Hill (bad pass; steal by K. Walker),55,43
148,2,4:16.0,Personal foul by G. Hill (drawn by K. Walker),,55,43
149,2,4:16.0,M. Kidd-Gilchrist enters the game for J. Lamb,,55,43
150,2,4:16.0,M. Williams enters the game for F. Kaminsky,,55,43
151,2,4:00.0,D. Howard makes 2-pt hook shot from 7 ft,,57,43
152,2,3:55.0,,Sacramento full timeout,57,43
153,2,3:55.0,,Z. Randolph enters the game for W. Cauley-Stein,57,43
154,2,3:50.0,,Turnover by G. Hill (out of bounds lost ball),57,43
155,2,3:35.0,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,,57,43
156,2,3:32.0,,Defensive rebound by S. Labissière,57,43
157,2,3:21.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),57,46
158,2,3:07.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,60,46
159,2,2:55.0,,Shooting foul by D. Howard (drawn by D. Fox),60,46
160,2,2:55.0,,D. Fox makes free throw 1 of 2,60,47
161,2,2:55.0,,G. Temple enters the game for G. Hill,60,47
162,2,2:55.0,,D. Fox makes free throw 2 of 2,60,48
163,2,2:45.0,K. Walker makes 2-pt jump shot from 11 ft,,62,48
164,2,2:45.0,Shooting foul by D. Fox (drawn by K. Walker),,62,48
165,2,2:45.0,K. Walker makes free throw 1 of 1,,63,48
166,2,2:28.0,,S. Labissière misses 2-pt jump shot from 15 ft,63,48
167,2,2:23.0,Defensive rebound by M. Kidd-Gilchrist,,63,48
168,2,2:19.0,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft,,63,48
169,2,2:15.0,Offensive rebound by M. Kidd-Gilchrist,,63,48
170,2,2:14.0,M. Williams makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),,66,48
171,2,1:56.0,,Sacramento full timeout,66,48
172,2,1:51.0,,Z. Randolph makes 2-pt jump shot from 8 ft,66,50
173,2,1:27.0,Shooting foul by S. Labissière (drawn by M. Williams),,66,50
174,2,1:27.0,M. Williams makes free throw 1 of 2,,67,50
175,2,1:27.0,M. Williams makes free throw 2 of 2,,68,50
176,2,1:11.0,,Z. Randolph misses 2-pt hook shot from 10 ft (block by M. Williams),68,50
177,2,1:07.0,,Offensive rebound by Z. Randolph,68,50
178,2,1:03.0,,Z. Randolph makes 2-pt hook shot from 7 ft,68,52
179,2,0:57.0,K. Walker misses 3-pt jump shot from 25 ft,,68,52
180,2,0:53.0,,Defensive rebound by Z. Randolph,68,52
181,2,0:46.0,,S. Labissière misses 2-pt hook shot from 10 ft,68,52
182,2,0:40.0,Defensive rebound by N. Batum,,68,52
183,2,0:39.0,K. Walker makes 2-pt jump shot from 7 ft,,70,52
184,2,0:27.0,,Personal foul by N. Batum (drawn by G. Temple),70,52
185,2,0:23.0,,D. Fox misses 2-pt jump shot from 10 ft,70,52
186,2,0:19.0,Defensive rebound by K. Walker,,70,52
187,2,0:01.0,N. Batum makes 2-pt jump shot from 12 ft (assist by K. Walker),,72,52
188,2,0:00.0,,D. Fox misses 3-pt jump shot from 69 ft,72,52
189,2,0:00.0,,Offensive rebound by Team,72,52
190,3,11:40.0,,Z. Randolph misses 2-pt hook shot from 6 ft,72,52
191,3,11:34.0,,Offensive rebound by Z. Randolph,72,52
192,3,11:34.0,,Z. Randolph makes 2-pt layup at rim,72,54
193,3,11:22.0,D. Howard misses 2-pt hook shot from 6 ft,,72,54
194,3,11:19.0,,Defensive rebound by Z. Randolph,72,54
195,3,11:04.0,,Shooting foul by D. Howard (drawn by Z. Randolph),72,54
196,3,11:04.0,,Z. Randolph makes free throw 1 of 2,72,55
197,3,11:04.0,,Z. Randolph makes free throw 2 of 2,72,56
198,3,10:48.0,N. Batum makes 2-pt jump shot from 18 ft,,74,56
199,3,10:32.0,,S. Labissière makes 2-pt jump shot from 16 ft (assist by G. Hill),74,58
200,3,10:16.0,M. Williams misses 2-pt layup from 4 ft,,74,58
201,3,10:11.0,,Defensive rebound by S. Labissière,74,58
202,3,9:58.0,,D. Fox makes 3-pt jump shot from 23 ft (assist by G. Temple),74,61
203,3,9:34.0,N. Batum misses 2-pt jump shot from 18 ft,,74,61
204,3,9:32.0,Offensive rebound by D. Howard,,74,61
205,3,9:32.0,Shooting foul by Z. Randolph (drawn by D. Howard),,74,61
206,3,9:32.0,D. Howard misses free throw 1 of 2,,74,61
207,3,9:32.0,Offensive rebound by Team,,74,61
208,3,9:32.0,D. Howard misses free throw 2 of 2,,74,61
209,3,9:28.0,,Defensive rebound by S. Labissière,74,61
210,3,9:12.0,,G. Temple makes 2-pt jump shot from 17 ft,74,63
211,3,8:55.0,N. Batum makes 2-pt jump shot from 21 ft,,76,63
212,3,8:39.0,,Z. Randolph misses 2-pt jump shot from 18 ft,76,63
213,3,8:35.0,Defensive rebound by D. Howard,,76,63
214,3,8:32.0,K. Walker misses 3-pt jump shot from 24 ft,,76,63
215,3,8:32.0,,Defensive rebound by Team,76,63
216,3,8:32.0,Loose ball foul by D. Howard (drawn by S. Labissière),,76,63
217,3,8:17.0,,G. Temple misses 2-pt jump shot from 19 ft,76,63
218,3,8:17.0,Defensive rebound by D. Howard,,76,63
219,3,8:07.0,K. Walker misses 2-pt jump shot from 17 ft,,76,63
220,3,8:07.0,,Defensive rebound by S. Labissière,76,63
221,3,7:45.0,,Z. Randolph makes 2-pt hook shot from 12 ft,76,65
222,3,7:31.0,,B. Bogdanović enters the game for G. Hill,76,65
223,3,7:18.0,M. Kidd-Gilchrist makes 2-pt jump shot from 9 ft,,78,65
224,3,7:05.0,,D. Fox misses 3-pt jump shot from 25 ft,78,65
225,3,7:02.0,,Offensive rebound by S. Labissière,78,65
226,3,7:00.0,,S. Labissière makes 2-pt jump shot from 7 ft,78,67
227,3,6:39.0,K. Walker misses 2-pt jump shot from 12 ft,,78,67
228,3,6:35.0,Offensive rebound by D. Howard,,78,67
229,3,6:34.0,D. Howard makes 2-pt layup from 4 ft,,80,67
230,3,6:29.0,,Offensive foul by S. Labissière (drawn by K. Walker),80,67
231,3,6:29.0,,Turnover by S. Labissière (offensive foul),80,67
232,3,6:29.0,,Sacramento full timeout,80,67
233,3,6:18.0,N. Batum misses 3-pt jump shot from 25 ft,,80,67
234,3,6:15.0,,Defensive rebound by D. Fox,80,67
235,3,6:05.0,,Z. Randolph makes 2-pt jump shot from 10 ft (assist by D. Fox),80,69
236,3,5:41.0,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by K. Walker),,82,69
237,3,5:25.0,,S. Labissière makes 2-pt jump shot from 16 ft (assist by B. Bogdanović),82,71
238,3,5:11.0,Shooting foul by D. Fox (drawn by K. Walker),,82,71
239,3,5:11.0,K. Walker makes free throw 1 of 2,,83,71
240,3,5:11.0,K. Walker makes free throw 2 of 2,,84,71
241,3,4:59.0,,S. Labissière misses 2-pt jump shot from 17 ft,84,71
242,3,4:55.0,Defensive rebound by M. Williams,,84,71
243,3,4:45.0,M. Kidd-Gilchrist makes 2-pt jump shot from 14 ft,,86,71
244,3,4:28.0,,S. Labissière misses 2-pt jump shot from 12 ft,86,71
245,3,4:26.0,Defensive rebound by K. Walker,,86,71
246,3,4:22.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),,88,71
247,3,4:07.0,,Personal foul by M. Kidd-Gilchrist (drawn by B. Bogdanović),88,71
248,3,4:07.0,,W. Cauley-Stein enters the game for S. Labissière,88,71
249,3,4:07.0,,B. Hield enters the game for G. Temple,88,71
250,3,4:07.0,F. Kaminsky enters the game for M. Williams,,88,71
251,3,3:58.0,,W. Cauley-Stein misses 2-pt hook shot from 11 ft,88,71
252,3,3:56.0,Defensive rebound by Team,,88,71
253,3,3:37.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,88,71
254,3,3:37.0,,Defensive rebound by B. Hield,88,71
255,3,3:27.0,,Z. Randolph misses 3-pt jump shot from 26 ft,88,71
256,3,3:23.0,,Offensive rebound by W. Cauley-Stein,88,71
257,3,3:21.0,,Z. Randolph misses 2-pt jump shot from 4 ft,88,71
258,3,3:21.0,,Offensive rebound by Z. Randolph,88,71
259,3,3:21.0,,Z. Randolph makes 2-pt layup from 4 ft,88,73
260,3,3:21.0,Violation by D. Howard (def goaltending),,88,73
261,3,3:10.0,N. Batum makes 2-pt jump shot from 12 ft,,90,73
262,3,2:54.0,,Z. Randolph misses 3-pt jump shot from 26 ft,90,73
263,3,2:50.0,Defensive rebound by D. Howard,,90,73
264,3,2:43.0,D. Howard makes 2-pt layup from 2 ft (assist by K. Walker),,92,73
265,3,2:43.0,Shooting foul by Z. Randolph (drawn by D. Howard),,92,73
266,3,2:43.0,Charlotte full timeout,,92,73
267,3,2:43.0,J. Lamb enters the game for M. Kidd-Gilchrist,,92,73
268,3,2:43.0,D. Howard makes free throw 1 of 1,,93,73
269,3,2:28.0,,W. Cauley-Stein misses 2-pt jump shot from 19 ft,93,73
270,3,2:25.0,,Offensive rebound by Z. Randolph,93,73
271,3,2:17.0,,D. Fox misses 2-pt jump shot from 12 ft (block by D. Howard),93,73
272,3,2:14.0,,Offensive rebound by D. Fox,93,73
273,3,2:10.0,,B. Hield misses 3-pt jump shot from 24 ft,93,73
274,3,2:10.0,Defensive rebound by D. Howard,,93,73
275,3,2:03.0,N. Batum makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,96,73
276,3,1:46.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),96,75
277,3,1:32.0,Turnover by F. Kaminsky (traveling),,96,75
278,3,1:32.0,,G. Hill enters the game for D. Fox,96,75
279,3,1:32.0,,K. Koufos enters the game for Z. Randolph,96,75
280,3,1:32.0,M. Carter-Williams enters the game for K. Walker,,96,75
281,3,1:18.0,,K. Koufos makes 2-pt layup from 6 ft (assist by W. Cauley-Stein),96,77
282,3,1:00.0,D. Howard misses 2-pt layup from 1 ft,,96,77
283,3,0:57.0,,Defensive rebound by K. Koufos,96,77
284,3,0:51.0,,K. Koufos makes 2-pt jump shot from 9 ft (assist by W. Cauley-Stein),96,79
285,3,0:31.0,D. Howard makes 2-pt dunk from 1 ft (assist by J. Lamb),,98,79
286,3,0:12.0,,G. Hill makes 2-pt jump shot from 18 ft,98,81
287,3,0:00.0,F. Kaminsky makes 2-pt jump shot from 16 ft,,100,81
288,4,11:48.0,J. Lamb makes 2-pt layup from 1 ft (assist by F. Kaminsky),,102,81
289,4,11:48.0,Shooting foul by B. Hield (drawn by J. Lamb),,102,81
290,4,11:48.0,J. Lamb makes free throw 1 of 1,,103,81
291,4,11:32.0,,B. Bogdanović makes 2-pt jump shot from 11 ft,103,83
292,4,11:32.0,,Shooting foul by M. Carter-Williams (drawn by B. Bogdanović),103,83
293,4,11:32.0,,B. Bogdanović makes free throw 1 of 1,103,84
294,4,11:16.0,J. Lamb makes 3-pt jump shot from 22 ft (assist by J. O'Bryant),,106,84
295,4,11:04.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by B. Hield),106,87
296,4,10:44.0,J. Lamb misses 2-pt jump shot from 8 ft,,106,87
297,4,10:41.0,,Defensive rebound by W. Cauley-Stein,106,87
298,4,10:36.0,,Personal foul by T. Graham (drawn by K. Koufos),106,87
299,4,10:28.0,,B. Bogdanović makes 2-pt jump shot from 14 ft,106,89
300,4,10:03.0,J. O'Bryant makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,109,89
301,4,9:50.0,,G. Hill makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),109,92
302,4,9:28.0,F. Kaminsky misses 2-pt jump shot from 20 ft,,109,92
303,4,9:24.0,,Defensive rebound by B. Bogdanović,109,92
304,4,9:14.0,,B. Hield misses 2-pt jump shot from 10 ft,109,92
305,4,9:12.0,,Offensive rebound by K. Koufos,109,92
306,4,9:12.0,,K. Koufos makes 2-pt layup at rim,109,94
307,4,9:12.0,Charlotte full timeout,,109,94
308,4,9:03.0,Personal foul by B. Bogdanović (drawn by M. Carter-Williams),,109,94
309,4,8:49.0,J. O'Bryant makes 2-pt jump shot from 12 ft,,111,94
310,4,8:30.0,,Offensive foul by B. Bogdanović (drawn by T. Graham),111,94
311,4,8:30.0,,Turnover by B. Bogdanović (offensive foul),111,94
312,4,8:08.0,J. Lamb misses 3-pt jump shot from 24 ft,,111,94
313,4,8:04.0,,Defensive rebound by W. Cauley-Stein,111,94
314,4,7:58.0,,K. Koufos makes 2-pt layup from 1 ft (assist by B. Bogdanović),111,96
315,4,7:38.0,F. Kaminsky makes 2-pt jump shot from 8 ft,,113,96
316,4,7:21.0,,B. Bogdanović misses 2-pt jump shot from 22 ft,113,96
317,4,7:20.0,,Offensive rebound by W. Cauley-Stein,113,96
318,4,7:15.0,,G. Hill misses 2-pt jump shot from 20 ft,113,96
319,4,7:15.0,Defensive rebound by M. Carter-Williams,,113,96
320,4,7:11.0,Personal foul by B. Bogdanović (drawn by T. Graham),,113,96
321,4,7:11.0,N. Batum enters the game for M. Carter-Williams,,113,96
322,4,7:11.0,K. Walker enters the game for T. Graham,,113,96
323,4,7:04.0,Shooting foul by B. Bogdanović (drawn by F. Kaminsky),,113,96
324,4,7:04.0,F. Kaminsky makes free throw 1 of 2,,114,96
325,4,7:04.0,F. Kaminsky makes free throw 2 of 2,,115,96
326,4,6:52.0,,Offensive foul by G. Hill (drawn by F. Kaminsky),115,96
327,4,6:52.0,,Turnover by G. Hill (offensive foul),115,96
328,4,6:43.0,,G. Papagiannis enters the game for G. Hill,115,96
329,4,6:43.0,,D. Fox enters the game for K. Koufos,115,96
330,4,6:39.0,J. Lamb makes 2-pt layup from 3 ft (assist by N. Batum),,117,96
331,4,6:21.0,,Shooting foul by K. Walker (drawn by D. Fox),117,96
332,4,6:21.0,,D. Fox misses free throw 1 of 2,117,96
333,4,6:21.0,,Offensive rebound by Team,117,96
334,4,6:21.0,,S. Labissière enters the game for W. Cauley-Stein,117,96
335,4,6:21.0,,M. Richardson enters the game for B. Bogdanović,117,96
336,4,6:21.0,,J. Jackson enters the game for B. Hield,117,96
337,4,6:21.0,,D. Fox makes free throw 2 of 2,117,97
338,4,6:07.0,N. Batum misses 2-pt jump shot from 15 ft,,117,97
339,4,6:04.0,,Defensive rebound by S. Labissière,117,97
340,4,5:55.0,,J. Jackson misses 2-pt jump shot from 12 ft,117,97
341,4,5:47.0,,Offensive rebound by M. Richardson,117,97
342,4,5:44.0,,D. Fox misses 3-pt jump shot from 25 ft,117,97
343,4,5:44.0,Defensive rebound by J. O'Bryant,,117,97
344,4,5:30.0,J. O'Bryant makes 2-pt jump shot from 16 ft (assist by N. Batum),,119,97
345,4,5:11.0,M. Monk enters the game for N. Batum,,119,97
346,4,5:11.0,M. Carter-Williams enters the game for K. Walker,,119,97
347,4,5:08.0,,J. Jackson misses 2-pt jump shot from 20 ft,119,97
348,4,5:03.0,Defensive rebound by M. Carter-Williams,,119,97
349,4,4:55.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by J. Lamb),,122,97
350,4,4:43.0,,Turnover by D. Fox (bad pass),122,97
351,4,4:32.0,M. Monk misses 3-pt jump shot from 24 ft,,122,97
352,4,4:27.0,,Defensive rebound by J. Jackson,122,97
353,4,4:20.0,,M. Richardson misses 2-pt layup from 3 ft,122,97
354,4,4:16.0,,Offensive rebound by S. Labissière,122,97
355,4,4:14.0,,Turnover by S. Labissière (lost ball; steal by J. Lamb),122,97
356,4,4:10.0,Turnover by F. Kaminsky (lost ball; steal by D. Fox),,122,97
357,4,4:05.0,,S. Labissière makes 2-pt hook shot from 6 ft (assist by D. Fox),122,99
358,4,4:05.0,,Shooting foul by J. O'Bryant (drawn by S. Labissière),122,99
359,4,4:05.0,,S. Labissière makes free throw 1 of 1,122,100
360,4,4:05.0,T. Graham enters the game for J. Lamb,,122,100
361,4,4:05.0,D. Bacon enters the game for F. Kaminsky,,122,100
362,4,3:53.0,M. Monk misses 3-pt jump shot from 25 ft,,122,100
363,4,3:50.0,,Defensive rebound by Team,122,100
364,4,3:46.0,,G. Papagiannis misses 2-pt jump shot from 19 ft,122,100
365,4,3:45.0,,Offensive rebound by Team,122,100
366,4,3:45.0,Loose ball foul by T. Graham (drawn by S. Labissière),,122,100
367,4,3:45.0,,S. Labissière makes free throw 1 of 2,122,101
368,4,3:45.0,,S. Labissière makes free throw 2 of 2,122,102
369,4,3:27.0,D. Bacon misses 2-pt jump shot from 19 ft,,122,102
370,4,3:21.0,,Defensive rebound by G. Papagiannis,122,102
371,4,3:15.0,,D. Fox makes 2-pt layup from 1 ft,122,104
