,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,INDIANA_ACTION,MINNESOTA_SCORE,INDIANA_SCORE
86,1,1:39.0,,J. Young makes 3-pt jump shot from 23 ft (assist by C. Joseph),21,9
87,1,1:22.0,Personal foul by C. Joseph (drawn by J. Crawford),,21,9
88,1,1:22.0,A. Brooks enters the game for T. Jones,,21,9
89,1,1:18.0,A. Wiggins misses 2-pt jump shot from 14 ft,,21,9
90,1,1:14.0,,Defensive rebound by D. Wilkins,21,9
91,1,1:06.0,,D. Wilkins makes 2-pt layup from 2 ft,21,11
92,1,0:45.0,G. Dieng makes 2-pt jump shot from 17 ft,,23,11
93,1,0:36.0,,C. Joseph makes 2-pt jump shot from 6 ft,23,13
94,1,0:24.0,T. Gibson misses 3-pt jump shot from 27 ft,,23,13
95,1,0:22.0,,Defensive rebound by D. Sabonis,23,13
96,1,0:06.0,,Personal take foul by A. Wiggins (drawn by C. Joseph),23,13
97,1,0:06.0,N. Bjelica enters the game for T. Gibson,,23,13
98,1,0:01.0,,C. Joseph misses 2-pt jump shot from 16 ft,23,13
99,1,0:01.0,,Offensive rebound by Team,23,13
100,2,11:48.0,Shooting foul by A. Jefferson (drawn by G. Dieng),,23,13
101,2,11:48.0,G. Dieng makes free throw 1 of 2,,24,13
102,2,11:48.0,G. Dieng makes free throw 2 of 2,,25,13
103,2,11:29.0,,D. Wilkins makes 3-pt jump shot from 23 ft (assist by J. Young),25,16
104,2,11:12.0,G. Dieng misses 2-pt jump shot from 10 ft,,25,16
105,2,11:10.0,,Defensive rebound by A. Jefferson,25,16
106,2,10:56.0,,A. Jefferson makes 2-pt dunk at rim (assist by D. Sabonis),25,18
107,2,10:37.0,N. Bjelica misses 3-pt jump shot from 23 ft,,25,18
108,2,10:35.0,,Defensive rebound by J. Young,25,18
109,2,10:16.0,Offensive charge foul by D. Sabonis (drawn by A. Brooks),,25,18
110,2,10:16.0,,Turnover by D. Sabonis (offensive foul),25,18
111,2,10:01.0,Shooting foul by D. Sabonis (drawn by K. Towns),,25,18
112,2,10:01.0,K. Towns makes free throw 1 of 2,,26,18
113,2,10:01.0,K. Towns misses free throw 2 of 2,,26,18
114,2,10:00.0,,Defensive rebound by J. Young,26,18
115,2,9:38.0,,J. Young misses 2-pt jump shot from 15 ft,26,18
116,2,9:36.0,Defensive rebound by K. Towns,,26,18
117,2,9:26.0,J. Crawford makes 2-pt jump shot from 15 ft,,28,18
118,2,9:03.0,,C. Joseph misses 2-pt jump shot from 14 ft,28,18
119,2,9:02.0,,Offensive rebound by Team,28,18
120,2,9:02.0,Loose ball foul by K. Towns (drawn by D. Sabonis),,28,18
121,2,9:02.0,,B. Bogdanović enters the game for D. Wilkins,28,18
122,2,9:02.0,J. Butler enters the game for G. Dieng,,28,18
123,2,8:58.0,,Turnover by C. Joseph (traveling),28,18
124,2,8:48.0,Turnover by A. Brooks (bad pass; steal by C. Joseph),,28,18
125,2,8:44.0,,C. Joseph makes 2-pt layup from 2 ft,28,20
126,2,8:32.0,N. Bjelica misses 2-pt layup from 5 ft,,28,20
127,2,8:30.0,,Defensive rebound by D. Sabonis,28,20
128,2,8:17.0,,D. Sabonis misses 2-pt layup from 1 ft,28,20
129,2,8:17.0,,Offensive rebound by A. Jefferson,28,20
130,2,8:17.0,,Shooting foul by N. Bjelica (drawn by A. Jefferson),28,20
131,2,8:17.0,,A. Jefferson misses free throw 1 of 2,28,20
132,2,8:17.0,,Offensive rebound by Team,28,20
133,2,8:17.0,,A. Jefferson makes free throw 2 of 2,28,21
134,2,7:59.0,A. Brooks misses 3-pt jump shot from 28 ft,,28,21
135,2,7:56.0,,Defensive rebound by D. Sabonis,28,21
136,2,7:39.0,,Turnover by A. Jefferson (bad pass; steal by N. Bjelica),28,21
137,2,7:39.0,Personal take foul by B. Bogdanović (drawn by J. Crawford),,28,21
138,2,7:39.0,,M. Turner enters the game for A. Jefferson,28,21
139,2,7:15.0,N. Bjelica misses 2-pt jump shot from 18 ft,,28,21
140,2,7:15.0,Offensive rebound by Team,,28,21
141,2,7:15.0,Turnover by Team (shot clock),,28,21
142,2,7:01.0,,J. Young makes 2-pt jump shot from 12 ft,28,23
143,2,6:43.0,Shooting foul by B. Bogdanović (drawn by A. Brooks),,28,23
144,2,6:43.0,,Indiana full timeout,28,23
145,2,6:43.0,T. Gibson enters the game for N. Bjelica,,28,23
146,2,6:43.0,A. Wiggins enters the game for J. Crawford,,28,23
147,2,6:43.0,A. Brooks makes free throw 1 of 2,,29,23
148,2,6:43.0,A. Brooks makes free throw 2 of 2,,30,23
149,2,6:25.0,,C. Joseph makes 2-pt jump shot from 15 ft (assist by D. Sabonis),30,25
150,2,5:58.0,J. Butler makes 2-pt jump shot from 12 ft,,32,25
151,2,5:58.0,Shooting foul by B. Bogdanović (drawn by J. Butler),,32,25
152,2,5:58.0,,L. Stephenson enters the game for B. Bogdanović,32,25
153,2,5:58.0,T. Jones enters the game for A. Brooks,,32,25
154,2,5:58.0,J. Butler makes free throw 1 of 1,,33,25
155,2,5:43.0,,Turnover by M. Turner (lost ball; steal by A. Wiggins),33,25
156,2,5:39.0,A. Wiggins misses 2-pt layup from 1 ft,,33,25
157,2,5:35.0,Offensive rebound by T. Gibson,,33,25
158,2,5:35.0,A. Wiggins makes 2-pt layup from 1 ft,,35,25
159,2,5:28.0,,Indiana full timeout,35,25
160,2,5:28.0,,D. Collison enters the game for J. Young,35,25
161,2,5:28.0,,T. Young enters the game for D. Sabonis,35,25
162,2,5:20.0,,Offensive foul by M. Turner (drawn by T. Jones),35,25
163,2,5:20.0,,Turnover by M. Turner (offensive foul),35,25
164,2,4:59.0,T. Gibson makes 2-pt layup at rim (assist by J. Butler),,37,25
165,2,4:47.0,,D. Collison makes 2-pt jump shot from 18 ft (assist by L. Stephenson),37,27
166,2,4:32.0,Personal foul by C. Joseph (drawn by J. Butler),,37,27
167,2,4:32.0,J. Butler misses free throw 1 of 2,,37,27
168,2,4:32.0,Offensive rebound by Team,,37,27
169,2,4:32.0,,D. Wilkins enters the game for C. Joseph,37,27
170,2,4:32.0,J. Butler makes free throw 2 of 2,,38,27
171,2,4:21.0,,L. Stephenson makes 2-pt dunk at rim (assist by D. Wilkins),38,29
172,2,3:54.0,K. Towns misses 2-pt jump shot from 16 ft,,38,29
173,2,3:50.0,,Defensive rebound by D. Wilkins,38,29
174,2,3:44.0,,D. Collison makes 3-pt jump shot from 25 ft (assist by L. Stephenson),38,32
175,2,3:16.0,T. Gibson makes 2-pt jump shot from 7 ft (assist by J. Butler),,40,32
176,2,3:03.0,,Def 3 sec tech foul by T. Gibson,40,32
177,2,3:03.0,,M. Turner makes technical free throw,40,33
178,2,2:56.0,,D. Collison misses 2-pt jump shot from 15 ft,40,33
179,2,2:51.0,Defensive rebound by K. Towns,,40,33
180,2,2:46.0,A. Wiggins misses 3-pt jump shot from 24 ft,,40,33
181,2,2:44.0,Offensive rebound by Team,,40,33
182,2,2:36.0,A. Wiggins misses 2-pt jump shot from 7 ft,,40,33
183,2,2:32.0,Offensive rebound by K. Towns,,40,33
184,2,2:25.0,Shooting foul by M. Turner (drawn by K. Towns),,40,33
185,2,2:25.0,K. Towns makes free throw 1 of 2,,41,33
186,2,2:25.0,K. Towns makes free throw 2 of 2,,42,33
187,2,2:18.0,,T. Young makes 2-pt jump shot from 10 ft (assist by D. Collison),42,35
188,2,1:55.0,K. Towns misses 2-pt jump shot from 7 ft,,42,35
189,2,1:51.0,,Defensive rebound by M. Turner,42,35
190,2,1:45.0,,M. Turner misses 2-pt layup from 2 ft (block by T. Gibson),42,35
191,2,1:44.0,Defensive rebound by J. Butler,,42,35
192,2,1:41.0,Shooting foul by L. Stephenson (drawn by J. Butler),,42,35
193,2,1:41.0,,Technical foul by M. Turner,42,35
194,2,1:41.0,J. Butler makes technical free throw,,43,35
195,2,1:41.0,J. Butler makes free throw 1 of 2,,44,35
196,2,1:41.0,J. Butler makes free throw 2 of 2,,45,35
197,2,1:22.0,,L. Stephenson misses 2-pt layup at rim (block by K. Towns),45,35
198,2,1:22.0,,Offensive rebound by Team,45,35
199,2,1:20.0,,D. Wilkins misses 3-pt jump shot from 23 ft,45,35
200,2,1:19.0,,Offensive rebound by T. Young,45,35
201,2,1:19.0,,T. Young misses 2-pt layup at rim,45,35
202,2,1:18.0,,Offensive rebound by T. Young,45,35
203,2,1:17.0,,T. Young misses 2-pt layup from 2 ft (block by T. Gibson),45,35
204,2,1:16.0,Defensive rebound by K. Towns,,45,35
205,2,1:11.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by K. Towns),,47,35
206,2,0:53.0,Violation by K. Towns (kicked ball),,47,35
207,2,0:48.0,,L. Stephenson makes 3-pt jump shot from 25 ft (assist by T. Young),47,38
208,2,0:37.0,,Violation by L. Stephenson (kicked ball),47,38
209,2,0:37.0,,A. Poythress enters the game for M. Turner,47,38
210,2,0:27.0,J. Butler misses 2-pt jump shot from 13 ft,,47,38
211,2,0:24.0,Offensive rebound by T. Gibson,,47,38
212,2,0:23.0,T. Gibson makes 2-pt hook shot from 5 ft,,49,38
213,2,0:08.0,,Personal take foul by T. Jones (drawn by D. Collison),49,38
214,2,0:08.0,M. Georges-Hunt enters the game for T. Jones,,49,38
215,2,0:00.0,,L. Stephenson misses 3-pt jump shot from 23 ft,49,38
216,2,0:00.0,,Offensive rebound by Team,49,38
217,3,11:49.0,Offensive foul by T. Jones (drawn by M. Turner),,49,38
218,3,11:49.0,Turnover by T. Jones (offensive foul),,49,38
219,3,11:36.0,,M. Turner misses 2-pt jump shot from 8 ft (block by K. Towns),49,38
220,3,11:33.0,Defensive rebound by A. Wiggins,,49,38
221,3,11:24.0,K. Towns makes 3-pt jump shot from 29 ft (assist by A. Wiggins),,52,38
222,3,11:08.0,,T. Young misses 2-pt jump shot from 15 ft,52,38
223,3,11:05.0,Defensive rebound by K. Towns,,52,38
224,3,11:00.0,A. Wiggins makes 3-pt jump shot from 26 ft,,55,38
225,3,10:41.0,,Turnover by T. Young (bad pass; steal by K. Towns),55,38
226,3,10:34.0,Shooting foul by M. Turner (drawn by J. Butler),,55,38
227,3,10:34.0,J. Butler makes free throw 1 of 2,,56,38
228,3,10:34.0,J. Butler makes free throw 2 of 2,,57,38
229,3,10:18.0,,L. Stephenson misses 3-pt jump shot from 26 ft,57,38
230,3,10:16.0,,Offensive rebound by B. Bogdanović,57,38
231,3,10:15.0,,B. Bogdanović makes 2-pt jump shot from 11 ft,57,40
232,3,9:54.0,J. Butler misses 2-pt layup from 1 ft (block by M. Turner),,57,40
233,3,9:52.0,,Defensive rebound by T. Young,57,40
234,3,9:50.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by T. Young),57,43
235,3,9:35.0,Shooting block foul by L. Stephenson (drawn by A. Wiggins),,57,43
236,3,9:35.0,A. Wiggins misses free throw 1 of 2,,57,43
237,3,9:35.0,Offensive rebound by Team,,57,43
238,3,9:35.0,A. Wiggins makes free throw 2 of 2,,58,43
239,3,9:24.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by M. Turner),58,46
240,3,9:11.0,K. Towns misses 3-pt jump shot from 26 ft,,58,46
241,3,9:08.0,,Defensive rebound by L. Stephenson,58,46
242,3,8:53.0,,Personal foul by A. Wiggins (drawn by M. Turner),58,46
243,3,8:43.0,,Shooting block foul by K. Towns (drawn by B. Bogdanović),58,46
244,3,8:43.0,,B. Bogdanović makes free throw 1 of 2,58,47
245,3,8:43.0,,B. Bogdanović makes free throw 2 of 2,58,48
246,3,8:27.0,J. Butler makes 2-pt layup from 1 ft (assist by T. Jones),,60,48
247,3,8:15.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,60,48
248,3,8:13.0,Defensive rebound by Team,,60,48
249,3,7:56.0,K. Towns makes 2-pt layup from 1 ft (assist by J. Butler),,62,48
250,3,7:39.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Collison),62,51
251,3,7:25.0,Shooting foul by M. Turner (drawn by A. Wiggins),,62,51
252,3,7:25.0,A. Wiggins makes free throw 1 of 2,,63,51
253,3,7:25.0,,D. Sabonis enters the game for M. Turner,63,51
254,3,7:25.0,A. Wiggins misses free throw 2 of 2,,63,51
255,3,7:23.0,,Defensive rebound by D. Sabonis,63,51
256,3,7:08.0,,D. Collison misses 2-pt jump shot from 21 ft,63,51
257,3,7:04.0,Defensive rebound by J. Butler,,63,51
258,3,6:44.0,T. Jones makes 2-pt jump shot from 10 ft,,65,51
259,3,6:24.0,,T. Young makes 2-pt layup from 1 ft (assist by L. Stephenson),65,53
260,3,5:59.0,J. Butler makes 2-pt jump shot from 7 ft,,67,53
261,3,5:48.0,,D. Collison misses 3-pt jump shot from 24 ft,67,53
262,3,5:44.0,Defensive rebound by J. Butler,,67,53
263,3,5:31.0,T. Jones misses 3-pt jump shot from 25 ft,,67,53
264,3,5:27.0,Offensive rebound by T. Gibson,,67,53
265,3,5:15.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by T. Jones),,70,53
266,3,5:14.0,,Indiana full timeout,70,53
267,3,5:14.0,Minnesota full timeout,,70,53
268,3,5:01.0,,L. Stephenson misses 2-pt jump shot from 20 ft,70,53
269,3,4:59.0,Defensive rebound by Team,,70,53
270,3,4:40.0,T. Gibson makes 3-pt jump shot from 24 ft (assist by T. Jones),,73,53
271,3,4:27.0,,T. Young makes 2-pt layup at rim (assist by B. Bogdanović),73,55
272,3,4:10.0,T. Gibson makes 2-pt layup from 1 ft (assist by K. Towns),,75,55
273,3,3:56.0,,T. Young misses 3-pt jump shot from 22 ft,75,55
274,3,3:53.0,Defensive rebound by T. Jones,,75,55
275,3,3:50.0,T. Jones misses 2-pt jump shot from 6 ft,,75,55
276,3,3:46.0,Offensive rebound by J. Butler,,75,55
277,3,3:46.0,J. Butler makes 2-pt dunk at rim,,77,55
278,3,3:33.0,,Turnover by D. Sabonis (bad pass; steal by J. Butler),77,55
279,3,3:30.0,T. Jones makes 2-pt layup at rim (assist by J. Butler),,79,55
280,3,3:07.0,,Turnover by L. Stephenson (bad pass; steal by T. Jones),79,55
281,3,3:03.0,J. Butler makes 2-pt dunk from 2 ft (assist by T. Jones),,81,55
282,3,2:42.0,,T. Young makes 2-pt jump shot from 6 ft,81,57
283,3,2:26.0,,Technical foul by L. Stephenson,81,57
284,3,2:26.0,K. Towns makes flagrant free throw 2 of 2,,82,57
285,3,2:26.0,K. Towns makes flagrant free throw 1 of 2,,83,57
286,3,2:26.0,,J. Young enters the game for L. Stephenson,83,57
287,3,2:26.0,,C. Joseph enters the game for D. Collison,83,57
288,3,2:26.0,,D. Wilkins enters the game for T. Young,83,57
289,3,2:26.0,,A. Jefferson enters the game for B. Bogdanović,83,57
290,3,2:26.0,G. Dieng enters the game for J. Butler,,83,57
291,3,2:26.0,J. Crawford enters the game for K. Towns,,83,57
292,3,2:17.0,G. Dieng misses 2-pt jump shot from 18 ft,,83,57
293,3,2:13.0,,Defensive rebound by C. Joseph,83,57
294,3,1:56.0,,D. Wilkins misses 2-pt layup from 1 ft,83,57
295,3,1:54.0,Defensive rebound by G. Dieng,,83,57
296,3,1:47.0,A. Wiggins misses 2-pt jump shot from 14 ft,,83,57
297,3,1:44.0,,Defensive rebound by C. Joseph,83,57
298,3,1:34.0,,Personal block foul by G. Dieng (drawn by D. Sabonis),83,57
299,3,1:34.0,A. Brooks enters the game for T. Jones,,83,57
300,3,1:27.0,,D. Sabonis misses 2-pt jump shot from 19 ft,83,57
301,3,1:24.0,Defensive rebound by T. Gibson,,83,57
302,3,1:11.0,A. Brooks misses 3-pt jump shot from 26 ft,,83,57
303,3,1:09.0,,Defensive rebound by D. Sabonis,83,57
304,3,1:00.0,,Personal foul by J. Crawford (drawn by C. Joseph),83,57
305,3,1:00.0,,C. Joseph makes free throw 1 of 2,83,58
306,3,1:00.0,,C. Joseph misses free throw 2 of 2,83,58
307,3,0:58.0,Defensive rebound by G. Dieng,,83,58
308,3,0:45.0,J. Crawford makes 2-pt jump shot from 19 ft,,85,58
309,3,0:29.0,,J. Young misses 2-pt jump shot from 18 ft,85,58
310,3,0:26.0,,Offensive rebound by D. Sabonis,85,58
311,3,0:26.0,,D. Sabonis misses 2-pt layup from 1 ft,85,58
312,3,0:26.0,Defensive rebound by T. Gibson,,85,58
313,3,0:05.0,J. Crawford makes 2-pt jump shot from 17 ft,,87,58
314,3,0:00.0,,C. Joseph misses 2-pt jump shot from 18 ft,87,58
315,3,0:00.0,,Offensive rebound by Team,87,58
316,4,11:40.0,,Shooting foul by A. Brooks (drawn by J. Young),87,58
317,4,11:40.0,,J. Young makes free throw 1 of 2,87,59
318,4,11:40.0,,J. Young makes free throw 2 of 2,87,60
319,4,11:24.0,J. Crawford misses 2-pt jump shot from 18 ft,,87,60
320,4,11:21.0,,Defensive rebound by J. Young,87,60
321,4,11:14.0,,Turnover by J. Young (bad pass; steal by A. Brooks),87,60
322,4,11:08.0,N. Bjelica misses 3-pt jump shot from 29 ft,,87,60
323,4,11:07.0,,Defensive rebound by D. Sabonis,87,60
324,4,10:58.0,,A. Jefferson makes 2-pt jump shot from 17 ft (assist by C. Joseph),87,62
325,4,10:42.0,N. Bjelica makes 2-pt layup at rim (assist by K. Towns),,89,62
326,4,10:31.0,,D. Wilkins misses 2-pt jump shot from 15 ft,89,62
327,4,10:29.0,Defensive rebound by K. Towns,,89,62
328,4,10:13.0,Turnover by G. Dieng (traveling),,89,62
329,4,10:00.0,,Personal foul by A. Brooks (drawn by D. Sabonis),89,62
330,4,9:47.0,,A. Jefferson makes 2-pt layup at rim (assist by D. Wilkins),89,64
331,4,9:47.0,,Shooting foul by K. Towns (drawn by A. Jefferson),89,64
332,4,9:47.0,,A. Jefferson makes free throw 1 of 1,89,65
333,4,9:32.0,G. Dieng misses 2-pt layup from 1 ft (block by D. Sabonis),,89,65
334,4,9:30.0,Offensive rebound by G. Dieng,,89,65
335,4,9:23.0,J. Crawford misses 3-pt jump shot from 31 ft,,89,65
336,4,9:20.0,,Defensive rebound by J. Young,89,65
337,4,9:15.0,,D. Wilkins misses 3-pt jump shot from 26 ft,89,65
338,4,9:12.0,Defensive rebound by K. Towns,,89,65
339,4,8:54.0,K. Towns makes 2-pt dunk from 1 ft,,91,65
340,4,8:45.0,,Personal foul by J. Crawford (drawn by J. Young),91,65
341,4,8:33.0,,J. Young misses 2-pt layup at rim,91,65
342,4,8:29.0,,Offensive rebound by A. Jefferson,91,65
343,4,8:29.0,,A. Jefferson misses 2-pt layup at rim,91,65
344,4,8:29.0,,Offensive rebound by C. Joseph,91,65
345,4,8:19.0,,C. Joseph misses 3-pt jump shot from 24 ft,91,65
346,4,8:18.0,,Offensive rebound by Team,91,65
347,4,8:18.0,Loose ball foul by K. Towns (drawn by D. Sabonis),,91,65
348,4,8:18.0,,D. Sabonis makes free throw 1 of 2,91,66
349,4,8:18.0,,D. Sabonis makes free throw 2 of 2,91,67
350,4,8:03.0,K. Towns makes 2-pt hook shot from 7 ft (assist by J. Crawford),,93,67
351,4,7:31.0,,C. Joseph makes 3-pt jump shot from 22 ft (assist by J. Young),93,70
352,4,7:12.0,N. Bjelica misses 2-pt layup from 1 ft (block by A. Jefferson),,93,70
353,4,7:12.0,Offensive rebound by Team,,93,70
354,4,7:07.0,K. Towns makes 2-pt hook shot from 9 ft (assist by A. Brooks),,95,70
355,4,6:46.0,,Turnover by J. Young (lost ball; steal by N. Bjelica),95,70
356,4,6:41.0,J. Crawford makes 2-pt jump shot from 12 ft,,97,70
357,4,6:27.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by C. Joseph),97,72
358,4,6:27.0,,Shooting foul by G. Dieng (drawn by D. Sabonis),97,72
359,4,6:27.0,,Indiana full timeout,97,72
360,4,6:27.0,,M. Turner enters the game for A. Jefferson,97,72
361,4,6:27.0,,D. Sabonis misses free throw 1 of 1,97,72
362,4,6:24.0,Defensive rebound by K. Towns,,97,72
363,4,6:10.0,A. Brooks misses 3-pt jump shot from 28 ft,,97,72
364,4,6:05.0,,Defensive rebound by D. Sabonis,97,72
365,4,5:59.0,,C. Joseph misses 2-pt jump shot from 14 ft,97,72
366,4,5:57.0,Defensive rebound by K. Towns,,97,72
367,4,5:46.0,Personal foul by D. Wilkins (drawn by N. Bjelica),,97,72
368,4,5:36.0,N. Bjelica misses 2-pt jump shot from 7 ft,,97,72
369,4,5:33.0,Offensive rebound by N. Bjelica,,97,72
370,4,5:33.0,N. Bjelica misses 2-pt layup at rim,,97,72
371,4,5:32.0,Offensive rebound by N. Bjelica,,97,72
372,4,5:32.0,N. Bjelica misses 2-pt layup at rim,,97,72
373,4,5:32.0,,Defensive rebound by M. Turner,97,72
374,4,5:20.0,,J. Young makes 3-pt jump shot from 23 ft (assist by C. Joseph),97,75
375,4,4:50.0,J. Crawford misses 3-pt jump shot from 31 ft,,97,75
376,4,4:47.0,,Defensive rebound by Team,97,75
377,4,4:27.0,,D. Wilkins misses 2-pt layup from 1 ft,97,75
378,4,4:24.0,Defensive rebound by G. Dieng,,97,75
379,4,4:06.0,G. Dieng makes 2-pt jump shot from 10 ft,,99,75
380,4,3:56.0,,D. Sabonis misses 3-pt jump shot from 25 ft,99,75
381,4,3:53.0,Defensive rebound by K. Towns,,99,75
382,4,3:47.0,Minnesota full timeout,,99,75
383,4,3:47.0,,I. Anigbogu enters the game for D. Sabonis,99,75
384,4,3:47.0,,T. Leaf enters the game for M. Turner,99,75
