,QUARTER,TIME_REMAINING,UTAH_ACTION,MIAMI_ACTION,UTAH_SCORE,MIAMI_SCORE
0,1,11:44.0,,K. Olynyk makes 2-pt layup at rim (assist by J. Richardson),0,2
1,1,11:32.0,D. Mitchell misses 2-pt layup from 2 ft,,0,2
2,1,11:30.0,,Defensive rebound by Team,0,2
3,1,11:06.0,,T. Johnson misses 2-pt jump shot from 9 ft,0,2
4,1,11:04.0,Defensive rebound by J. Ingles,,0,2
5,1,10:50.0,D. Favors makes 2-pt hook shot from 6 ft (assist by R. Rubio),,2,2
6,1,10:41.0,,Shooting foul by J. Ingles (drawn by J. Richardson),2,2
7,1,10:41.0,,J. Richardson makes free throw 1 of 2,2,3
8,1,10:41.0,,J. Richardson misses free throw 2 of 2,2,3
9,1,10:38.0,Defensive rebound by D. Favors,,2,3
10,1,10:18.0,T. Sefolosha makes 3-pt jump shot from 22 ft,,5,3
11,1,10:01.0,,J. Richardson makes 2-pt jump shot from 20 ft,5,5
12,1,9:46.0,D. Favors misses 2-pt layup from 1 ft (block by H. Whiteside),,5,5
13,1,9:46.0,Offensive rebound by Team,,5,5
14,1,9:40.0,D. Mitchell misses 3-pt jump shot from 25 ft,,5,5
15,1,9:37.0,,Defensive rebound by H. Whiteside,5,5
16,1,9:16.0,,T. Johnson makes 3-pt jump shot from 26 ft (assist by K. Olynyk),5,8
17,1,8:53.0,D. Favors misses 2-pt jump shot from 12 ft (block by H. Whiteside),,5,8
18,1,8:50.0,Offensive rebound by D. Favors,,5,8
19,1,8:48.0,R. Rubio misses 3-pt jump shot from 24 ft,,5,8
20,1,8:45.0,Offensive rebound by T. Sefolosha,,5,8
21,1,8:43.0,,Violation by H. Whiteside (kicked ball),5,8
22,1,8:33.0,J. Ingles misses 2-pt jump shot from 9 ft,,5,8
23,1,8:31.0,Offensive rebound by J. Ingles,,5,8
24,1,8:23.0,Turnover by R. Rubio (bad pass),,5,8
25,1,8:11.0,,T. Johnson makes 2-pt jump shot from 8 ft (assist by G. Dragić),5,10
26,1,7:56.0,D. Mitchell misses 2-pt jump shot from 16 ft,,5,10
27,1,7:55.0,Offensive rebound by D. Favors,,5,10
28,1,7:55.0,D. Favors makes 2-pt layup at rim,,7,10
29,1,7:27.0,,G. Dragić misses 2-pt jump shot from 7 ft,7,10
30,1,7:24.0,,Offensive rebound by H. Whiteside,7,10
31,1,7:24.0,,H. Whiteside makes 2-pt layup at rim,7,12
32,1,7:16.0,D. Favors misses 2-pt layup from 1 ft,,7,12
33,1,7:16.0,,Defensive rebound by J. Richardson,7,12
34,1,7:05.0,,Personal foul by R. Rubio (drawn by J. Richardson),7,12
35,1,6:57.0,,H. Whiteside makes 2-pt hook shot from 6 ft,7,14
36,1,6:44.0,D. Mitchell misses 3-pt jump shot from 25 ft,,7,14
37,1,6:42.0,,Defensive rebound by H. Whiteside,7,14
38,1,6:33.0,,G. Dragić misses 2-pt jump shot from 7 ft,7,14
39,1,6:30.0,Defensive rebound by D. Favors,,7,14
40,1,6:25.0,D. Favors makes 2-pt dunk from 1 ft (assist by T. Sefolosha),,9,14
41,1,6:09.0,,J. Richardson makes 2-pt jump shot from 12 ft (assist by G. Dragić),9,16
42,1,6:09.0,Utah full timeout,,9,16
43,1,6:09.0,,W. Ellington enters the game for J. Richardson,9,16
44,1,6:09.0,R. Hood enters the game for R. Rubio,,9,16
45,1,5:55.0,D. Mitchell misses 2-pt layup from 1 ft (block by H. Whiteside),,9,16
46,1,5:51.0,Offensive rebound by T. Sefolosha,,9,16
47,1,5:49.0,Turnover by T. Sefolosha (lost ball; steal by K. Olynyk),,9,16
48,1,5:46.0,J. Johnson enters the game for T. Sefolosha,,9,16
49,1,5:39.0,,G. Dragić misses 3-pt jump shot from 23 ft,9,16
50,1,5:35.0,Defensive rebound by J. Johnson,,9,16
51,1,5:26.0,R. Hood makes 2-pt jump shot from 10 ft,,11,16
52,1,5:08.0,,Turnover by G. Dragić (bad pass; steal by J. Ingles),11,16
53,1,5:03.0,J. Ingles makes 3-pt jump shot from 25 ft,,14,16
54,1,4:48.0,,T. Johnson misses 3-pt jump shot from 26 ft,14,16
55,1,4:46.0,Defensive rebound by J. Johnson,,14,16
56,1,4:27.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by R. Hood),,17,16
57,1,4:26.0,,Miami full timeout,17,16
58,1,4:26.0,,J. Johnson enters the game for H. Whiteside,17,16
59,1,4:12.0,,Turnover by W. Ellington (bad pass; steal by D. Mitchell),17,16
60,1,3:58.0,R. Hood misses 2-pt jump shot from 17 ft,,17,16
61,1,3:57.0,,Defensive rebound by J. Johnson,17,16
62,1,3:41.0,,J. Johnson misses 3-pt jump shot from 23 ft,17,16
63,1,3:39.0,Defensive rebound by J. Johnson,,17,16
64,1,3:30.0,D. Mitchell misses 3-pt jump shot from 23 ft,,17,16
65,1,3:30.0,,Defensive rebound by W. Ellington,17,16
66,1,3:11.0,,G. Dragić makes 2-pt layup from 1 ft,17,18
67,1,2:47.0,D. Favors misses 2-pt jump shot from 21 ft,,17,18
68,1,2:44.0,,Defensive rebound by J. Johnson,17,18
69,1,2:37.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Johnson),17,21
70,1,2:25.0,Personal foul by J. Johnson (drawn by D. Favors),,17,21
71,1,2:25.0,,J. Richardson enters the game for G. Dragić,17,21
72,1,2:25.0,R. Rubio enters the game for J. Ingles,,17,21
73,1,2:25.0,E. Udoh enters the game for D. Favors,,17,21
74,1,2:25.0,A. Burks enters the game for D. Mitchell,,17,21
75,1,2:17.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by R. Rubio),,20,21
76,1,1:51.0,,K. Olynyk misses 2-pt jump shot from 12 ft,20,21
77,1,1:48.0,Defensive rebound by J. Johnson,,20,21
78,1,1:34.0,J. Johnson makes 2-pt jump shot from 9 ft,,22,21
79,1,1:14.0,,J. Johnson misses 2-pt layup from 1 ft (block by J. Johnson),22,21
80,1,1:14.0,,Offensive rebound by Team,22,21
81,1,1:07.0,,K. Olynyk makes 2-pt layup from 2 ft,22,23
82,1,0:44.0,A. Burks misses 3-pt jump shot from 24 ft,,22,23
83,1,0:43.0,,Defensive rebound by J. Johnson,22,23
84,1,0:27.0,,J. Johnson makes 2-pt dunk from 1 ft,22,25
85,1,0:08.0,R. Hood misses 3-pt jump shot from 26 ft,,22,25
86,1,0:08.0,,Defensive rebound by T. Johnson,22,25
87,1,0:02.0,,T. Johnson makes 2-pt dunk at rim,22,27
88,2,11:43.0,R. Hood makes 2-pt jump shot from 11 ft,,24,27
89,2,11:43.0,Shooting foul by W. Ellington (drawn by R. Hood),,24,27
90,2,11:43.0,R. Hood misses free throw 1 of 1,,24,27
91,2,11:39.0,,Defensive rebound by J. Johnson,24,27
92,2,11:22.0,,J. Richardson misses 2-pt jump shot from 17 ft,24,27
