,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SAN ANTONIO_ACTION,LA CLIPPERS_SCORE,SAN ANTONIO_SCORE
0,1,11:36.0,Turnover by A. Rivers (bad pass; steal by P. Mills),,0,0
1,1,11:32.0,,D. Green makes 2-pt layup from 1 ft (assist by P. Mills),0,2
2,1,11:18.0,P. Beverley makes 2-pt jump shot from 8 ft,,2,2
3,1,10:57.0,,Turnover by P. Gasol (lost ball; steal by A. Rivers),2,2
4,1,10:52.0,P. Beverley makes 2-pt layup from 1 ft,,4,2
5,1,10:32.0,,K. Anderson makes 2-pt hook shot from 6 ft,4,4
6,1,10:16.0,W. Johnson makes 2-pt jump shot from 9 ft,,6,4
7,1,9:59.0,,P. Gasol misses 3-pt jump shot from 22 ft,6,4
8,1,9:57.0,,Offensive rebound by K. Anderson,6,4
9,1,9:53.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Anderson),6,7
10,1,9:43.0,B. Griffin makes 3-pt jump shot from 24 ft (assist by P. Beverley),,9,7
11,1,9:27.0,,P. Mills misses 3-pt jump shot from 26 ft,9,7
12,1,9:23.0,Defensive rebound by D. Jordan,,9,7
13,1,9:16.0,P. Beverley misses 2-pt jump shot from 10 ft,,9,7
14,1,9:11.0,,Defensive rebound by P. Mills,9,7
15,1,8:52.0,,P. Mills makes 2-pt jump shot from 20 ft (assist by P. Gasol),9,9
16,1,8:36.0,W. Johnson misses 3-pt jump shot from 24 ft,,9,9
17,1,8:33.0,,Defensive rebound by P. Mills,9,9
18,1,8:24.0,,P. Mills misses 2-pt jump shot from 21 ft,9,9
19,1,8:22.0,Defensive rebound by D. Jordan,,9,9
20,1,8:10.0,W. Johnson makes 2-pt dunk at rim (assist by B. Griffin),,11,9
21,1,7:57.0,,P. Gasol makes 3-pt jump shot from 23 ft (assist by K. Anderson),11,12
22,1,7:34.0,Turnover by D. Jordan (turnover),,11,12
23,1,7:19.0,,L. Aldridge makes 3-pt jump shot from 24 ft (assist by D. Green),11,15
24,1,7:10.0,B. Griffin misses 3-pt jump shot from 25 ft,,11,15
25,1,7:06.0,,Defensive rebound by P. Gasol,11,15
26,1,6:55.0,,L. Aldridge misses 2-pt jump shot from 9 ft,11,15
27,1,6:53.0,Defensive rebound by W. Johnson,,11,15
28,1,6:51.0,Shooting foul by P. Gasol (drawn by B. Griffin),,11,15
29,1,6:51.0,,San Antonio full timeout,11,15
30,1,6:51.0,B. Griffin makes free throw 2 of 2,,12,15
31,1,6:51.0,B. Griffin makes free throw 1 of 2,,13,15
32,1,6:40.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),13,17
33,1,6:15.0,D. Jordan makes 2-pt dunk from 2 ft (assist by A. Rivers),,15,17
34,1,6:07.0,,Personal foul by P. Beverley (drawn by P. Mills),15,17
35,1,6:04.0,,D. Green makes 2-pt layup from 1 ft (assist by K. Anderson),15,19
36,1,5:45.0,A. Rivers makes 3-pt jump shot from 24 ft,,18,19
37,1,5:29.0,,P. Mills misses 3-pt jump shot from 24 ft,18,19
38,1,5:26.0,Defensive rebound by B. Griffin,,18,19
39,1,5:18.0,W. Johnson makes 3-pt jump shot from 22 ft (assist by B. Griffin),,21,19
40,1,5:00.0,,L. Aldridge misses 2-pt jump shot from 12 ft,21,19
41,1,4:56.0,Defensive rebound by D. Jordan,,21,19
42,1,4:38.0,A. Rivers misses 3-pt jump shot from 26 ft,,21,19
43,1,4:33.0,,Defensive rebound by P. Gasol,21,19
44,1,4:24.0,,L. Aldridge misses 2-pt jump shot from 22 ft,21,19
45,1,4:21.0,Defensive rebound by P. Beverley,,21,19
46,1,4:12.0,Turnover by D. Jordan (turnover),,21,19
47,1,4:12.0,,D. Murray enters the game for K. Anderson,21,19
48,1,4:12.0,,M. Ginóbili enters the game for P. Mills,21,19
49,1,3:56.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. Gasol),21,22
50,1,3:44.0,A. Rivers misses 2-pt jump shot from 10 ft,,21,22
51,1,3:41.0,,Defensive rebound by D. Murray,21,22
52,1,3:36.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by D. Murray),21,24
53,1,3:36.0,LA Clippers full timeout,,21,24
54,1,3:36.0,,R. Gay enters the game for P. Gasol,21,24
