,QUARTER,TIME_REMAINING,DALLAS_ACTION,MIAMI_ACTION,DALLAS_SCORE,MIAMI_SCORE
115,2,6:54.0,J. Barea makes 3-pt jump shot from 25 ft,,35,43
116,2,6:44.0,,Miami full timeout,35,43
117,2,6:44.0,D. Harris enters the game for D. Smith,,35,43
118,2,6:44.0,Y. Ferrell enters the game for J. Barea,,35,43
119,2,6:44.0,S. Mejri enters the game for D. Powell,,35,43
120,2,6:44.0,H. Barnes enters the game for D. Nowitzki,,35,43
121,2,6:30.0,,B. Adebayo misses 2-pt jump shot from 1 ft,35,43
122,2,6:26.0,Defensive rebound by S. Mejri,,35,43
123,2,6:11.0,H. Barnes makes 2-pt jump shot from 7 ft,,37,43
124,2,5:54.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by B. Adebayo),37,46
125,2,5:44.0,Personal foul by B. Adebayo (drawn by H. Barnes),,37,46
126,2,5:44.0,,K. Olynyk enters the game for J. Richardson,37,46
127,2,5:44.0,,J. Mickey enters the game for B. Adebayo,37,46
128,2,5:44.0,,T. Johnson enters the game for U. Haslem,37,46
129,2,5:44.0,W. Matthews enters the game for K. Collinsworth,,37,46
130,2,5:29.0,Y. Ferrell makes 2-pt jump shot from 11 ft,,39,46
131,2,5:18.0,,W. Ellington misses 2-pt jump shot from 14 ft,39,46
132,2,5:15.0,Defensive rebound by S. Mejri,,39,46
133,2,5:02.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),,42,46
134,2,4:35.0,,K. Olynyk makes 2-pt jump shot from 13 ft,42,48
135,2,4:22.0,H. Barnes makes 2-pt layup from 1 ft,,44,48
136,2,4:06.0,,D. Walton makes 3-pt jump shot from 25 ft,44,51
137,2,3:52.0,Y. Ferrell misses 2-pt layup from 1 ft,,44,51
138,2,3:52.0,,Defensive rebound by Team,44,51
139,2,3:44.0,,Personal foul by Y. Ferrell (drawn by D. Walton),44,51
140,2,3:44.0,J. Barea enters the game for D. Harris,,44,51
141,2,3:44.0,D. Nowitzki enters the game for S. Mejri,,44,51
142,2,3:35.0,,Turnover by T. Johnson (bad pass; steal by W. Matthews),44,51
143,2,3:29.0,H. Barnes makes 2-pt layup from 1 ft (assist by W. Matthews),,46,51
144,2,3:20.0,,Miami full timeout,46,51
145,2,3:07.0,,J. Richardson enters the game for D. Walton,46,51
146,2,3:03.0,,Turnover by J. Richardson (bad pass; steal by Y. Ferrell),46,51
147,2,2:49.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,46,51
148,2,2:47.0,,Defensive rebound by K. Olynyk,46,51
149,2,2:40.0,,K. Olynyk misses 2-pt hook shot from 6 ft,46,51
150,2,2:36.0,Defensive rebound by D. Nowitzki,,46,51
151,2,2:24.0,W. Matthews makes 2-pt hook shot from 4 ft (assist by D. Nowitzki),,48,51
152,2,2:06.0,,J. Mickey misses 3-pt jump shot from 22 ft,48,51
153,2,2:06.0,Defensive rebound by Team,,48,51
154,2,2:06.0,,Loose ball foul by K. Olynyk (drawn by H. Barnes),48,51
155,2,2:06.0,,D. Walton enters the game for W. Ellington,48,51
156,2,1:51.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by W. Matthews),,51,51
157,2,1:35.0,,Turnover by T. Johnson (bad pass),51,51
158,2,1:35.0,,B. Adebayo enters the game for K. Olynyk,51,51
159,2,1:25.0,Offensive foul by W. Matthews (drawn by J. Richardson),,51,51
160,2,1:25.0,Turnover by W. Matthews (offensive foul),,51,51
161,2,1:25.0,,W. Ellington enters the game for D. Walton,51,51
162,2,1:18.0,,Personal foul by J. Barea (drawn by J. Richardson),51,51
163,2,1:18.0,,D. Walton enters the game for J. Mickey,51,51
164,2,1:10.0,,Shooting foul by J. Barea (drawn by B. Adebayo),51,51
165,2,1:10.0,,B. Adebayo makes free throw 1 of 2,51,52
166,2,1:10.0,,B. Adebayo makes free throw 2 of 2,51,53
167,2,0:52.0,J. Barea makes 2-pt layup from 1 ft,,53,53
168,2,0:27.0,,Turnover by Team (shot clock),53,53
169,2,0:27.0,,J. Mickey enters the game for B. Adebayo,53,53
170,2,0:18.0,Personal foul by J. Mickey (drawn by D. Nowitzki),,53,53
171,2,0:18.0,,U. Haslem enters the game for J. Mickey,53,53
172,2,0:05.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,53,53
173,2,0:03.0,,Defensive rebound by T. Johnson,53,53
174,2,0:00.0,,W. Ellington misses 3-pt jump shot from 24 ft,53,53
175,2,0:00.0,,Offensive rebound by Team,53,53
176,3,11:40.0,H. Barnes misses 2-pt jump shot from 22 ft (block by J. Richardson),,53,53
177,3,11:37.0,Offensive rebound by M. Kleber,,53,53
178,3,11:32.0,W. Matthews misses 2-pt hook shot from 2 ft,,53,53
179,3,11:29.0,,Defensive rebound by J. Richardson,53,53
180,3,11:27.0,,Turnover by K. Olynyk (traveling),53,53
181,3,11:09.0,H. Barnes misses 2-pt jump shot from 11 ft,,53,53
182,3,11:06.0,,Defensive rebound by W. Ellington,53,53
183,3,10:48.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by B. Adebayo),53,56
184,3,10:32.0,D. Smith misses 2-pt layup from 1 ft,,53,56
185,3,10:30.0,,Defensive rebound by K. Olynyk,53,56
186,3,10:19.0,,T. Johnson makes 2-pt layup from 1 ft,53,58
187,3,10:19.0,Dallas full timeout,,53,58
188,3,10:04.0,M. Kleber misses 3-pt jump shot from 23 ft,,53,58
189,3,10:01.0,,Defensive rebound by W. Ellington,53,58
190,3,9:48.0,,W. Ellington makes 2-pt layup from 1 ft (assist by J. Richardson),53,60
191,3,9:26.0,H. Barnes misses 3-pt jump shot from 23 ft,,53,60
192,3,9:19.0,,Defensive rebound by J. Richardson,53,60
193,3,9:16.0,,J. Richardson makes 2-pt jump shot from 19 ft,53,62
194,3,8:50.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,53,62
195,3,8:50.0,,Defensive rebound by T. Johnson,53,62
196,3,8:42.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by T. Johnson),53,65
197,3,8:42.0,Dallas full timeout,,53,65
198,3,8:42.0,Y. Ferrell enters the game for D. Nowitzki,,53,65
199,3,8:42.0,S. Mejri enters the game for M. Kleber,,53,65
200,3,8:29.0,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by D. Smith),,56,65
201,3,8:05.0,,B. Adebayo makes 2-pt jump shot from 5 ft (assist by J. Richardson),56,67
202,3,7:45.0,S. Mejri misses 2-pt layup from 1 ft (block by K. Olynyk),,56,67
203,3,7:42.0,,Defensive rebound by T. Johnson,56,67
204,3,7:28.0,,K. Olynyk misses 3-pt jump shot from 26 ft,56,67
205,3,7:28.0,Defensive rebound by Team,,56,67
206,3,7:28.0,,D. Walton enters the game for T. Johnson,56,67
207,3,7:15.0,Personal foul by J. Richardson (drawn by D. Smith),,56,67
208,3,7:07.0,Def 3 sec tech foul by B. Adebayo,,56,67
209,3,7:07.0,H. Barnes makes technical free throw,,57,67
210,3,6:53.0,W. Matthews makes 3-pt jump shot from 28 ft (assist by D. Smith),,60,67
211,3,6:28.0,,B. Adebayo misses 2-pt layup from 2 ft,60,67
212,3,6:26.0,Defensive rebound by S. Mejri,,60,67
213,3,6:19.0,S. Mejri makes 2-pt dunk from 1 ft (assist by D. Smith),,62,67
214,3,6:17.0,,Miami full timeout,62,67
215,3,6:17.0,,J. Mickey enters the game for K. Olynyk,62,67
216,3,5:57.0,,J. Richardson makes 2-pt jump shot from 12 ft,62,69
217,3,5:38.0,H. Barnes makes 2-pt layup from 1 ft,,64,69
218,3,5:09.0,,J. Mickey misses 2-pt dunk from 1 ft (block by S. Mejri),64,69
219,3,5:03.0,Defensive rebound by Y. Ferrell,,64,69
220,3,4:58.0,Y. Ferrell misses 2-pt jump shot from 17 ft,,64,69
221,3,4:55.0,,Defensive rebound by J. Richardson,64,69
222,3,4:45.0,,B. Adebayo makes 2-pt jump shot from 5 ft (assist by D. Walton),64,71
223,3,4:23.0,Turnover by H. Barnes (bad pass),,64,71
224,3,4:23.0,,T. Johnson enters the game for W. Ellington,64,71
225,3,4:07.0,,T. Johnson makes 2-pt jump shot from 19 ft,64,73
226,3,3:48.0,D. Smith misses 2-pt jump shot from 11 ft,,64,73
227,3,3:47.0,,Defensive rebound by J. Mickey,64,73
228,3,3:44.0,,Personal foul by D. Smith (drawn by T. Johnson),64,73
229,3,3:44.0,J. Barea enters the game for D. Smith,,64,73
230,3,3:44.0,D. Powell enters the game for S. Mejri,,64,73
231,3,3:30.0,,J. Richardson makes 2-pt jump shot from 10 ft,64,75
232,3,3:13.0,J. Barea makes 3-pt jump shot from 25 ft (assist by D. Powell),,67,75
233,3,2:53.0,,J. Mickey makes 2-pt hook shot from 4 ft (assist by J. Richardson),67,77
234,3,2:43.0,Personal foul by J. Mickey (drawn by H. Barnes),,67,77
235,3,2:43.0,,K. Olynyk enters the game for J. Mickey,67,77
236,3,2:43.0,D. Nowitzki enters the game for H. Barnes,,67,77
237,3,2:30.0,D. Nowitzki makes 3-pt jump shot from 27 ft (assist by J. Barea),,70,77
238,3,2:08.0,,T. Johnson misses 2-pt jump shot from 20 ft,70,77
239,3,2:06.0,Defensive rebound by D. Nowitzki,,70,77
240,3,2:00.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),,73,77
241,3,1:40.0,,W. Ellington enters the game for J. Richardson,73,77
242,3,1:36.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by D. Walton),73,80
243,3,1:09.0,Turnover by D. Nowitzki (lost ball; steal by B. Adebayo),,73,80
244,3,1:06.0,,Personal foul by Y. Ferrell (drawn by B. Adebayo),73,80
245,3,0:55.0,,D. Walton misses 3-pt jump shot from 24 ft,73,80
246,3,0:52.0,Defensive rebound by Y. Ferrell,,73,80
247,3,0:30.0,D. Nowitzki misses 3-pt jump shot from 27 ft,,73,80
248,3,0:27.0,,Defensive rebound by T. Johnson,73,80
249,3,0:09.0,,Turnover by T. Johnson (bad pass; steal by D. Powell),73,80
250,3,0:04.0,J. Barea misses 2-pt layup from 1 ft,,73,80
251,3,0:02.0,,Defensive rebound by K. Olynyk,73,80
252,3,0:02.0,,Personal foul by W. Matthews (drawn by D. Walton),73,80
253,3,0:02.0,,D. Walton makes free throw 1 of 2,73,81
254,3,0:02.0,,D. Walton makes free throw 2 of 2,73,82
255,4,11:42.0,,J. Mickey misses 2-pt jump shot from 13 ft,73,82
256,4,11:39.0,Defensive rebound by D. Powell,,73,82
257,4,11:20.0,J. Barea misses 2-pt jump shot from 9 ft,,73,82
258,4,11:18.0,,Defensive rebound by D. Walton,73,82
259,4,11:03.0,,W. Ellington misses 3-pt jump shot from 25 ft,73,82
260,4,11:00.0,Defensive rebound by Team,,73,82
261,4,10:53.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Smith),,76,82
262,4,10:24.0,,K. Olynyk misses 2-pt jump shot from 9 ft,76,82
263,4,10:22.0,Defensive rebound by D. Nowitzki,,76,82
264,4,10:15.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Smith),,78,82
265,4,9:57.0,,Turnover by K. Olynyk (bad pass; steal by D. Powell),78,82
266,4,9:57.0,,J. Richardson enters the game for D. Walton,78,82
267,4,9:40.0,D. Smith makes 3-pt jump shot from 27 ft (assist by J. Barea),,81,82
268,4,9:30.0,,Offensive foul by J. Richardson (drawn by J. Barea),81,82
269,4,9:30.0,,Turnover by J. Richardson (offensive foul),81,82
270,4,9:30.0,,B. Adebayo enters the game for K. Olynyk,81,82
271,4,9:16.0,J. Barea misses 2-pt jump shot from 6 ft,,81,82
272,4,9:13.0,,Defensive rebound by J. Richardson,81,82
273,4,9:03.0,,T. Johnson misses 2-pt jump shot from 8 ft,81,82
274,4,8:58.0,Defensive rebound by K. Collinsworth,,81,82
275,4,8:56.0,D. Smith misses 3-pt jump shot from 24 ft,,81,82
276,4,8:53.0,,Defensive rebound by B. Adebayo,81,82
277,4,8:41.0,,J. Mickey misses 2-pt layup from 1 ft,81,82
278,4,8:40.0,,Offensive rebound by J. Mickey,81,82
279,4,8:38.0,,J. Mickey makes 2-pt layup from 1 ft,81,84
280,4,8:16.0,Shooting foul by W. Ellington (drawn by K. Collinsworth),,81,84
281,4,8:16.0,K. Collinsworth misses free throw 1 of 2,,81,84
282,4,8:16.0,Offensive rebound by Team,,81,84
283,4,8:16.0,K. Collinsworth makes free throw 2 of 2,,82,84
284,4,8:04.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by J. Richardson),82,87
285,4,7:50.0,D. Nowitzki misses 3-pt jump shot from 22 ft,,82,87
286,4,7:41.0,,Defensive rebound by T. Johnson,82,87
287,4,7:36.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by T. Johnson),82,90
288,4,7:36.0,Dallas full timeout,,82,90
289,4,7:36.0,Y. Ferrell enters the game for J. Barea,,82,90
290,4,7:36.0,H. Barnes enters the game for D. Powell,,82,90
291,4,7:36.0,S. Mejri enters the game for D. Nowitzki,,82,90
292,4,7:36.0,W. Matthews enters the game for K. Collinsworth,,82,90
293,4,7:20.0,W. Matthews misses 3-pt jump shot from 25 ft,,82,90
294,4,7:17.0,,Defensive rebound by J. Mickey,82,90
295,4,6:53.0,,J. Richardson makes 2-pt jump shot from 11 ft,82,92
296,4,6:30.0,Y. Ferrell makes 2-pt jump shot from 10 ft,,84,92
297,4,6:18.0,,Personal foul by S. Mejri (drawn by B. Adebayo),84,92
298,4,6:03.0,,J. Richardson misses 3-pt jump shot from 26 ft,84,92
299,4,5:59.0,Defensive rebound by D. Smith,,84,92
300,4,5:40.0,Shooting foul by B. Adebayo (drawn by W. Matthews),,84,92
301,4,5:40.0,W. Matthews makes free throw 1 of 2,,85,92
302,4,5:40.0,,D. Walton enters the game for J. Richardson,85,92
303,4,5:40.0,W. Matthews makes free throw 2 of 2,,86,92
304,4,5:21.0,,T. Johnson makes 2-pt jump shot from 21 ft (assist by J. Mickey),86,94
305,4,5:07.0,Turnover by D. Smith (bad pass),,86,94
306,4,4:56.0,,T. Johnson makes 2-pt jump shot from 20 ft (assist by D. Walton),86,96
307,4,4:56.0,Dallas full timeout,,86,96
308,4,4:56.0,D. Nowitzki enters the game for D. Smith,,86,96
309,4,4:56.0,J. Barea enters the game for S. Mejri,,86,96
310,4,4:43.0,H. Barnes makes 2-pt layup from 1 ft (assist by J. Barea),,88,96
311,4,4:19.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by B. Adebayo),88,99
312,4,3:59.0,J. Barea misses 3-pt jump shot from 25 ft,,88,99
313,4,3:56.0,Offensive rebound by H. Barnes,,88,99
314,4,3:55.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by H. Barnes),,91,99
315,4,3:46.0,,Miami full timeout,91,99
316,4,3:46.0,,J. Richardson enters the game for J. Mickey,91,99
317,4,3:35.0,,J. Richardson makes 2-pt jump shot from 22 ft,91,101
318,4,3:13.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,94,101
319,4,2:48.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Walton),94,103
320,4,2:35.0,H. Barnes makes 2-pt dunk at rim (assist by J. Barea),,96,103
321,4,2:14.0,,T. Johnson misses 2-pt jump shot from 16 ft,96,103
322,4,2:12.0,Defensive rebound by H. Barnes,,96,103
323,4,2:07.0,Shooting foul by W. Ellington (drawn by W. Matthews),,96,103
324,4,2:07.0,W. Matthews makes free throw 1 of 2,,97,103
325,4,2:07.0,,K. Olynyk enters the game for D. Walton,97,103
326,4,2:07.0,W. Matthews makes free throw 2 of 2,,98,103
327,4,1:49.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by K. Olynyk),98,106
328,4,1:37.0,Shooting foul by J. Richardson (drawn by H. Barnes),,98,106
329,4,1:37.0,H. Barnes misses free throw 1 of 2,,98,106
330,4,1:37.0,Offensive rebound by Team,,98,106
331,4,1:37.0,H. Barnes misses free throw 2 of 2,,98,106
332,4,1:32.0,,Defensive rebound by B. Adebayo,98,106
333,4,1:17.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by T. Johnson),98,109
334,4,1:17.0,Dallas full timeout,,98,109
335,4,1:12.0,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by H. Barnes),,101,109
336,4,0:53.0,,J. Richardson makes 2-pt jump shot from 16 ft,101,111
337,4,0:48.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,101,111
338,4,0:45.0,,Defensive rebound by B. Adebayo,101,111
339,4,0:25.0,,T. Johnson makes 2-pt jump shot from 21 ft (assist by B. Adebayo),101,113
340,4,0:15.0,H. Barnes misses 3-pt jump shot from 25 ft,,101,113
341,4,0:12.0,,Defensive rebound by W. Ellington,101,113
