,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ORLANDO_ACTION,PHILADELPHIA_SCORE,ORLANDO_SCORE
0,1,11:46.0,D. Šarić makes 2-pt dunk from 1 ft (assist by B. Simmons),,2,0
1,1,11:19.0,,D. Augustin misses 2-pt jump shot from 6 ft,2,0
2,1,11:16.0,Defensive rebound by B. Simmons,,2,0
3,1,11:13.0,R. Covington misses 3-pt jump shot from 25 ft,,2,0
4,1,11:10.0,Offensive rebound by J. Embiid,,2,0
5,1,11:07.0,J. Embiid misses 3-pt jump shot from 25 ft,,2,0
6,1,11:04.0,,Defensive rebound by A. Gordon,2,0
7,1,11:00.0,,A. Gordon misses 2-pt jump shot from 16 ft,2,0
8,1,10:57.0,Defensive rebound by J. Embiid,,2,0
9,1,10:50.0,R. Covington makes 2-pt layup from 1 ft (assist by B. Simmons),,4,0
10,1,10:24.0,,N. Vučević misses 2-pt hook shot from 9 ft,4,0
11,1,10:20.0,Defensive rebound by D. Šarić,,4,0
12,1,10:16.0,D. Šarić misses 3-pt jump shot from 26 ft,,4,0
13,1,10:13.0,,Defensive rebound by A. Gordon,4,0
14,1,10:08.0,,Turnover by A. Gordon (lost ball; steal by B. Simmons),4,0
15,1,10:01.0,J. Redick makes 2-pt layup at rim (assist by B. Simmons),,6,0
16,1,9:42.0,,N. Vučević makes 2-pt layup from 1 ft,6,2
17,1,9:33.0,J. Redick misses 3-pt jump shot from 25 ft,,6,2
18,1,9:33.0,,Defensive rebound by Team,6,2
19,1,9:33.0,,Personal foul by D. Šarić (drawn by W. Iwundu),6,2
20,1,9:20.0,,N. Vučević makes 2-pt layup from 2 ft (assist by D. Augustin),6,4
21,1,9:08.0,R. Covington misses 2-pt layup at rim,,6,4
22,1,9:05.0,,Defensive rebound by A. Gordon,6,4
23,1,9:00.0,,A. Gordon makes 2-pt layup from 2 ft,6,6
24,1,9:00.0,,Shooting foul by B. Simmons (drawn by A. Gordon),6,6
25,1,9:00.0,,A. Gordon makes free throw 1 of 1,6,7
26,1,8:46.0,J. Embiid makes 2-pt jump shot from 17 ft (assist by J. Redick),,8,7
27,1,8:30.0,,N. Vučević misses 2-pt jump shot from 16 ft,8,7
28,1,8:30.0,Defensive rebound by J. Redick,,8,7
29,1,8:19.0,R. Covington makes 2-pt jump shot from 17 ft (assist by J. Embiid),,10,7
30,1,8:02.0,,W. Iwundu makes 2-pt jump shot from 14 ft (assist by N. Vučević),10,9
31,1,7:48.0,J. Redick misses 2-pt jump shot from 17 ft,,10,9
32,1,7:45.0,,Defensive rebound by A. Gordon,10,9
33,1,7:43.0,,M. Hezonja misses 3-pt jump shot from 27 ft,10,9
34,1,7:41.0,Defensive rebound by Team,,10,9
35,1,7:41.0,M. Belinelli enters the game for J. Redick,,10,9
36,1,7:26.0,Turnover by M. Belinelli (bad pass),,10,9
37,1,7:05.0,,A. Gordon makes 2-pt jump shot from 11 ft,10,11
38,1,6:55.0,R. Covington misses 3-pt jump shot from 25 ft,,10,11
39,1,6:52.0,,Defensive rebound by M. Hezonja,10,11
40,1,6:49.0,,Turnover by M. Hezonja (lost ball; steal by B. Simmons),10,11
41,1,6:47.0,B. Simmons makes 2-pt dunk from 1 ft (assist by R. Covington),,12,11
42,1,6:47.0,,Orlando full timeout,12,11
43,1,6:47.0,A. Johnson enters the game for J. Embiid,,12,11
44,1,6:35.0,,Shooting foul by M. Belinelli (drawn by D. Augustin),12,11
45,1,6:35.0,,D. Augustin misses free throw 1 of 2,12,11
46,1,6:35.0,,Offensive rebound by Team,12,11
47,1,6:35.0,,D. Augustin misses free throw 2 of 2,12,11
48,1,6:32.0,Defensive rebound by B. Simmons,,12,11
49,1,6:24.0,D. Šarić misses 2-pt layup from 4 ft (block by W. Iwundu),,12,11
50,1,6:24.0,,Defensive rebound by Team,12,11
51,1,6:09.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by A. Gordon),12,14
52,1,5:58.0,Personal foul by W. Iwundu (drawn by R. Covington),,12,14
53,1,5:56.0,M. Belinelli makes 2-pt layup from 2 ft (assist by R. Covington),,14,14
