,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,GOLDEN STATE_ACTION,SACRAMENTO_SCORE,GOLDEN STATE_SCORE
27,1,8:16.0,,Turnover by Z. Pachulia (bad pass; steal by D. Fox),9,10
28,1,8:11.0,S. Labissière makes 2-pt dunk from 1 ft (assist by G. Temple),,11,10
29,1,7:50.0,,Z. Pachulia misses 2-pt jump shot from 19 ft,11,10
30,1,7:47.0,Defensive rebound by S. Labissière,,11,10
31,1,7:28.0,S. Labissière misses 2-pt jump shot from 10 ft,,11,10
32,1,7:22.0,,Defensive rebound by K. Thompson,11,10
33,1,7:17.0,,Shooting foul by S. Labissière (drawn by Z. Pachulia),11,10
34,1,7:17.0,,Z. Pachulia misses free throw 1 of 2,11,10
35,1,7:17.0,,Offensive rebound by Team,11,10
36,1,7:17.0,,Z. Pachulia makes free throw 2 of 2,11,11
37,1,7:01.0,Turnover by G. Temple (bad pass; steal by K. Thompson),,11,11
38,1,6:58.0,,O. Casspi misses 2-pt layup from 2 ft (block by G. Temple),11,11
39,1,6:57.0,,Offensive rebound by Z. Pachulia,11,11
40,1,6:53.0,,P. McCaw makes 3-pt jump shot from 27 ft (assist by Z. Pachulia),11,14
41,1,6:39.0,Turnover by D. Fox (bad pass; steal by Z. Pachulia),,11,14
42,1,6:31.0,,D. Green misses 3-pt jump shot from 26 ft,11,14
43,1,6:27.0,Defensive rebound by Z. Randolph,,11,14
44,1,6:18.0,S. Labissière misses 2-pt hook shot from 1 ft,,11,14
45,1,6:17.0,Offensive rebound by S. Labissière,,11,14
46,1,6:17.0,S. Labissière makes 2-pt layup from 1 ft,,13,14
47,1,6:17.0,Shooting foul by O. Casspi (drawn by S. Labissière),,13,14
48,1,6:17.0,,Golden State full timeout,13,14
49,1,6:17.0,S. Labissière makes free throw 1 of 1,,14,14
50,1,6:03.0,,Personal foul by G. Temple (drawn by K. Thompson),14,14
51,1,5:52.0,,K. Thompson makes 2-pt jump shot from 13 ft,14,16
52,1,5:34.0,Z. Randolph makes 2-pt layup from 1 ft (assist by D. Fox),,16,16
53,1,5:24.0,,O. Casspi misses 2-pt jump shot from 9 ft,16,16
54,1,5:18.0,Defensive rebound by S. Labissière,,16,16
55,1,5:17.0,D. Fox makes 2-pt jump shot from 18 ft,,18,16
56,1,4:54.0,,O. Casspi makes 2-pt layup from 1 ft (assist by D. Green),18,18
57,1,4:42.0,,Violation by Z. Pachulia (kicked ball),18,18
58,1,4:42.0,,J. McGee enters the game for D. Green,18,18
59,1,4:42.0,,A. Iguodala enters the game for Z. Pachulia,18,18
60,1,4:27.0,Turnover by S. Labissière (lost ball; steal by P. McCaw),,18,18
61,1,4:20.0,,O. Casspi makes 2-pt layup from 2 ft (assist by P. McCaw),18,20
62,1,4:03.0,Personal foul by K. Thompson (drawn by G. Hill),,18,20
63,1,4:03.0,K. Koufos enters the game for S. Labissière,,18,20
64,1,4:03.0,W. Cauley-Stein enters the game for Z. Randolph,,18,20
65,1,4:03.0,,K. Looney enters the game for K. Thompson,18,20
66,1,3:51.0,G. Hill misses 3-pt jump shot from 26 ft,,18,20
67,1,3:47.0,,Defensive rebound by P. McCaw,18,20
68,1,3:37.0,,P. McCaw makes 2-pt layup from 2 ft (assist by K. Looney),18,22
69,1,3:16.0,Turnover by G. Temple (bad pass),,18,22
70,1,3:16.0,,S. Livingston enters the game for P. McCaw,18,22
71,1,3:16.0,,N. Young enters the game for O. Casspi,18,22
72,1,3:16.0,F. Mason enters the game for G. Hill,,18,22
73,1,3:16.0,B. Bogdanović enters the game for D. Fox,,18,22
74,1,3:00.0,B. Hield enters the game for G. Temple,,18,22
75,1,2:58.0,,Turnover by N. Young (traveling),18,22
76,1,2:58.0,Sacramento full timeout,,18,22
77,1,2:43.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by F. Mason),,20,22
78,1,2:26.0,,N. Young makes 3-pt jump shot from 27 ft (assist by A. Iguodala),20,25
79,1,2:01.0,B. Hield makes 2-pt layup from 1 ft (assist by B. Bogdanović),,22,25
80,1,1:38.0,,A. Iguodala misses 3-pt jump shot from 26 ft,22,25
81,1,1:34.0,Defensive rebound by W. Cauley-Stein,,22,25
82,1,1:31.0,B. Hield makes 3-pt jump shot from 22 ft (assist by F. Mason),,25,25
83,1,1:16.0,,Turnover by K. Looney (bad pass),25,25
84,1,1:06.0,F. Mason makes 2-pt jump shot from 10 ft,,27,25
85,1,0:45.0,,A. Iguodala makes 2-pt dunk from 1 ft,27,27
86,1,0:35.0,Turnover by B. Bogdanović (bad pass; steal by J. McGee),,27,27
87,1,0:28.0,,Turnover by A. Iguodala (palming),27,27
88,1,0:28.0,,D. Green enters the game for J. McGee,27,27
89,1,0:13.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,27,27
90,1,0:07.0,,Defensive rebound by N. Young,27,27
91,1,0:01.0,,D. Green misses 3-pt jump shot from 27 ft,27,27
92,1,0:00.0,,Offensive rebound by Team,27,27
93,2,11:48.0,,S. Livingston makes 2-pt dunk from 2 ft (assist by D. Green),27,29
94,2,11:34.0,,Offensive charge foul by W. Cauley-Stein (drawn by A. Iguodala),27,29
95,2,11:34.0,Turnover by W. Cauley-Stein (offensive foul),,27,29
96,2,11:21.0,,N. Young misses 3-pt jump shot from 25 ft,27,29
97,2,11:18.0,Defensive rebound by W. Cauley-Stein,,27,29
98,2,11:02.0,F. Mason misses 2-pt jump shot from 12 ft,,27,29
99,2,10:53.0,,Defensive rebound by D. West,27,29
100,2,10:48.0,,S. Livingston misses 2-pt jump shot from 11 ft,27,29
101,2,10:45.0,Defensive rebound by Team,,27,29
102,2,10:29.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by F. Mason),,29,29
103,2,10:10.0,,N. Young makes 2-pt layup from 1 ft (assist by D. West),29,31
104,2,9:47.0,B. Bogdanović makes 2-pt hook shot from 8 ft,,31,31
105,2,9:41.0,,N. Young makes 3-pt jump shot from 26 ft (assist by A. Iguodala),31,34
106,2,9:27.0,F. Mason misses 2-pt jump shot from 10 ft (block by S. Livingston),,31,34
107,2,9:23.0,Offensive rebound by F. Mason,,31,34
108,2,9:20.0,B. Hield misses 2-pt jump shot from 15 ft,,31,34
109,2,9:18.0,,Defensive rebound by D. West,31,34
110,2,9:16.0,,Turnover by D. Green (out of bounds lost ball),31,34
111,2,9:16.0,Sacramento full timeout,,31,34
112,2,8:59.0,Shooting foul by S. Livingston (drawn by B. Bogdanović),,31,34
113,2,8:59.0,B. Bogdanović makes free throw 1 of 3,,32,34
114,2,8:59.0,B. Bogdanović makes free throw 2 of 3,,33,34
115,2,8:59.0,B. Bogdanović misses free throw 3 of 3,,33,34
116,2,8:57.0,,Defensive rebound by D. West,33,34
117,2,8:55.0,,Shooting foul by B. Bogdanović (drawn by A. Iguodala),33,34
118,2,8:55.0,,A. Iguodala misses free throw 1 of 2,33,34
119,2,8:55.0,,Offensive rebound by Team,33,34
120,2,8:55.0,,A. Iguodala makes free throw 2 of 2,33,35
121,2,8:39.0,F. Mason makes 3-pt jump shot from 25 ft (assist by K. Koufos),,36,35
122,2,8:23.0,,N. Young misses 3-pt jump shot from 26 ft,36,35
123,2,8:19.0,Defensive rebound by B. Hield,,36,35
124,2,8:17.0,F. Mason misses 2-pt jump shot from 19 ft,,36,35
125,2,8:12.0,,Defensive rebound by A. Iguodala,36,35
126,2,8:04.0,,D. West misses 2-pt jump shot from 18 ft,36,35
127,2,7:59.0,Defensive rebound by F. Mason,,36,35
128,2,7:48.0,K. Koufos misses 2-pt hook shot from 11 ft,,36,35
129,2,7:43.0,,Defensive rebound by A. Iguodala,36,35
130,2,7:25.0,,A. Iguodala makes 2-pt jump shot from 5 ft (assist by D. Green),36,37
131,2,7:13.0,K. Koufos misses 2-pt hook shot from 5 ft,,36,37
132,2,7:08.0,,Defensive rebound by D. West,36,37
133,2,7:03.0,,S. Livingston makes 2-pt jump shot from 15 ft,36,39
134,2,6:42.0,B. Bogdanović makes 2-pt jump shot from 10 ft (assist by W. Cauley-Stein),,38,39
135,2,6:29.0,,Golden State full timeout,38,39
136,2,6:29.0,,J. Bell enters the game for N. Young,38,39
137,2,6:29.0,,K. Thompson enters the game for D. Green,38,39
138,2,6:29.0,,P. McCaw enters the game for S. Livingston,38,39
139,2,6:29.0,Z. Randolph enters the game for B. Bogdanović,,38,39
140,2,6:29.0,G. Temple enters the game for K. Koufos,,38,39
141,2,6:21.0,,K. Thompson misses 2-pt jump shot from 10 ft,38,39
142,2,6:20.0,,Offensive rebound by J. Bell,38,39
143,2,6:20.0,,J. Bell makes 2-pt dunk at rim,38,41
144,2,6:05.0,B. Hield misses 2-pt jump shot from 20 ft (block by K. Thompson),,38,41
145,2,6:03.0,,Defensive rebound by J. Bell,38,41
146,2,5:50.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by P. McCaw),38,44
147,2,5:28.0,F. Mason misses 2-pt layup from 2 ft (block by D. West),,38,44
148,2,5:24.0,,Defensive rebound by D. West,38,44
149,2,5:21.0,,P. McCaw makes 2-pt layup from 1 ft (assist by A. Iguodala),38,46
150,2,5:14.0,Sacramento full timeout,,38,46
151,2,5:14.0,,O. Casspi enters the game for A. Iguodala,38,46
152,2,5:14.0,V. Carter enters the game for F. Mason,,38,46
153,2,5:14.0,D. Fox enters the game for B. Hield,,38,46
154,2,5:05.0,Z. Randolph misses 2-pt jump shot from 7 ft,,38,46
155,2,5:04.0,Offensive rebound by W. Cauley-Stein,,38,46
156,2,5:02.0,W. Cauley-Stein makes 2-pt hook shot from 1 ft,,40,46
157,2,4:47.0,,D. West makes 2-pt jump shot from 10 ft (assist by P. McCaw),40,48
158,2,4:40.0,Turnover by D. Fox (lost ball; steal by P. McCaw),,40,48
159,2,4:36.0,,P. McCaw makes 2-pt dunk from 2 ft,40,50
160,2,4:22.0,G. Temple makes 3-pt jump shot from 25 ft (assist by D. Fox),,43,50
161,2,4:12.0,,P. McCaw misses 3-pt jump shot from 25 ft,43,50
162,2,4:10.0,,Offensive rebound by J. Bell,43,50
163,2,4:08.0,,K. Thompson misses 3-pt jump shot from 26 ft,43,50
164,2,4:07.0,Defensive rebound by Z. Randolph,,43,50
165,2,4:00.0,D. Fox misses 2-pt jump shot from 8 ft,,43,50
166,2,3:58.0,,Defensive rebound by K. Thompson,43,50
167,2,3:47.0,,K. Thompson misses 2-pt layup from 2 ft,43,50
168,2,3:46.0,,Offensive rebound by J. Bell,43,50
169,2,3:45.0,,J. Bell makes 2-pt layup at rim,43,52
170,2,3:21.0,Shooting foul by K. Thompson (drawn by G. Temple),,43,52
171,2,3:21.0,G. Temple makes free throw 1 of 2,,44,52
172,2,3:21.0,,D. Green enters the game for D. West,44,52
173,2,3:21.0,G. Hill enters the game for W. Cauley-Stein,,44,52
174,2,3:21.0,G. Temple makes free throw 2 of 2,,45,52
175,2,3:03.0,,Personal foul by Z. Randolph (drawn by J. Bell),45,52
176,2,2:51.0,,K. Thompson misses 2-pt jump shot from 11 ft,45,52
177,2,2:46.0,,Offensive rebound by K. Thompson,45,52
178,2,2:45.0,,O. Casspi makes 3-pt jump shot from 26 ft (assist by K. Thompson),45,55
179,2,2:21.0,D. Fox makes 2-pt jump shot from 11 ft,,47,55
180,2,2:13.0,,K. Thompson misses 3-pt jump shot from 24 ft,47,55
181,2,2:08.0,Defensive rebound by G. Temple,,47,55
182,2,1:59.0,Z. Randolph misses 3-pt jump shot from 25 ft,,47,55
183,2,1:55.0,,Defensive rebound by J. Bell,47,55
184,2,1:49.0,,Turnover by D. Green (bad pass),47,55
185,2,1:34.0,Z. Randolph misses 2-pt hook shot from 10 ft,,47,55
186,2,1:32.0,Offensive rebound by G. Temple,,47,55
187,2,1:30.0,G. Temple makes 2-pt layup at rim,,49,55
188,2,1:13.0,,Personal foul by D. Fox (drawn by P. McCaw),49,55
189,2,1:08.0,,D. Green misses 2-pt layup from 3 ft (block by V. Carter),49,55
190,2,1:04.0,Defensive rebound by D. Fox,,49,55
191,2,1:01.0,D. Fox misses 2-pt layup from 2 ft (block by J. Bell),,49,55
192,2,0:57.0,Offensive rebound by G. Hill,,49,55
193,2,0:57.0,Z. Randolph makes 2-pt layup from 2 ft (assist by V. Carter),,51,55
194,2,0:40.0,,K. Thompson misses 3-pt jump shot from 24 ft,51,55
195,2,0:34.0,Defensive rebound by D. Fox,,51,55
196,2,0:21.0,Shooting foul by J. Bell (drawn by Z. Randolph),,51,55
197,2,0:21.0,Z. Randolph makes free throw 1 of 2,,52,55
198,2,0:21.0,,N. Young enters the game for J. Bell,52,55
199,2,0:21.0,Z. Randolph makes free throw 2 of 2,,53,55
200,2,0:06.0,,Turnover by P. McCaw (bad pass; steal by Z. Randolph),53,55
201,2,0:01.0,G. Temple misses 3-pt jump shot from 22 ft,,53,55
202,2,0:00.0,Offensive rebound by Team,,53,55
203,3,11:43.0,,P. McCaw misses 3-pt jump shot from 25 ft,53,55
204,3,11:37.0,,Offensive rebound by Z. Pachulia,53,55
205,3,11:35.0,,K. Thompson misses 3-pt jump shot from 24 ft,53,55
206,3,11:30.0,,Offensive rebound by Z. Pachulia,53,55
207,3,11:17.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Thompson),53,57
208,3,11:17.0,Violation by S. Labissière (def goaltending),,53,57
209,3,11:05.0,Z. Randolph misses 2-pt jump shot from 2 ft (block by P. McCaw),,53,57
210,3,11:04.0,Offensive rebound by Z. Randolph,,53,57
211,3,11:04.0,Z. Randolph misses 2-pt layup from 2 ft,,53,57
212,3,11:02.0,,Defensive rebound by O. Casspi,53,57
213,3,10:56.0,,Turnover by Z. Pachulia (lost ball; steal by G. Temple),53,57
214,3,10:45.0,G. Hill makes 3-pt jump shot from 23 ft (assist by D. Fox),,56,57
215,3,10:17.0,,O. Casspi misses 2-pt jump shot from 11 ft,56,57
216,3,10:14.0,Defensive rebound by Z. Randolph,,56,57
217,3,10:02.0,Z. Randolph makes 2-pt layup from 1 ft (assist by G. Temple),,58,57
218,3,10:02.0,,Golden State full timeout,58,57
219,3,9:47.0,,Z. Pachulia misses 2-pt jump shot from 15 ft,58,57
220,3,9:43.0,Defensive rebound by S. Labissière,,58,57
221,3,9:19.0,Turnover by Team (shot clock),,58,57
222,3,9:08.0,,Shooting foul by G. Temple (drawn by P. McCaw),58,57
223,3,9:08.0,,P. McCaw makes free throw 1 of 2,58,58
224,3,9:08.0,,P. McCaw makes free throw 2 of 2,58,59
225,3,8:56.0,Shooting foul by Z. Pachulia (drawn by Z. Randolph),,58,59
226,3,8:56.0,Z. Randolph makes free throw 1 of 2,,59,59
227,3,8:56.0,Z. Randolph misses free throw 2 of 2,,59,59
228,3,8:52.0,,Defensive rebound by D. Green,59,59
229,3,8:41.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),59,62
230,3,8:20.0,G. Temple misses 2-pt jump shot from 18 ft,,59,62
231,3,8:16.0,,Defensive rebound by O. Casspi,59,62
232,3,8:11.0,,Shooting foul by S. Labissière (drawn by D. Green),59,62
233,3,8:11.0,,D. Green misses free throw 1 of 2,59,62
234,3,8:11.0,,Offensive rebound by Team,59,62
235,3,8:11.0,,D. Green makes free throw 2 of 2,59,63
236,3,8:01.0,S. Labissière makes 2-pt hook shot from 10 ft (assist by Z. Randolph),,61,63
237,3,7:43.0,,O. Casspi makes 2-pt layup from 1 ft (assist by Z. Pachulia),61,65
238,3,7:29.0,D. Fox makes 2-pt jump shot from 19 ft,,63,65
239,3,7:17.0,,Personal foul by S. Labissière (drawn by D. Green),63,65
240,3,7:09.0,,Turnover by K. Thompson (step out of bounds),63,65
241,3,6:56.0,Turnover by G. Temple (bad pass; steal by P. McCaw),,63,65
242,3,6:50.0,,Turnover by P. McCaw (lost ball; steal by D. Fox),63,65
243,3,6:41.0,Turnover by Z. Randolph (bad pass; steal by D. Green),,63,65
244,3,6:26.0,,Shooting foul by G. Hill (drawn by P. McCaw),63,65
245,3,6:26.0,,P. McCaw makes free throw 1 of 2,63,66
246,3,6:26.0,,P. McCaw makes free throw 2 of 2,63,67
247,3,6:08.0,G. Hill makes 3-pt jump shot from 23 ft (assist by Z. Randolph),,66,67
248,3,5:51.0,,P. McCaw misses 3-pt jump shot from 25 ft,66,67
249,3,5:48.0,,Offensive rebound by Team,66,67
250,3,5:45.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),66,70
251,3,5:25.0,Turnover by S. Labissière (bad pass; steal by P. McCaw),,66,70
252,3,5:15.0,,Shooting foul by D. Fox (drawn by D. Green),66,70
253,3,5:15.0,,D. Green misses free throw 1 of 2,66,70
254,3,5:15.0,,Offensive rebound by Team,66,70
255,3,5:15.0,,J. McGee enters the game for O. Casspi,66,70
256,3,5:15.0,,A. Iguodala enters the game for Z. Pachulia,66,70
257,3,5:15.0,,D. Green makes free throw 2 of 2,66,71
258,3,5:06.0,G. Hill makes 3-pt jump shot from 26 ft,,69,71
259,3,4:54.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by J. McGee),69,74
260,3,4:37.0,Personal foul by K. Thompson (drawn by G. Hill),,69,74
261,3,4:37.0,V. Carter enters the game for S. Labissière,,69,74
262,3,4:37.0,W. Cauley-Stein enters the game for Z. Randolph,,69,74
263,3,4:23.0,V. Carter misses 3-pt jump shot from 23 ft,,69,74
264,3,4:21.0,,Defensive rebound by D. Green,69,74
265,3,4:17.0,,D. Green misses 2-pt jump shot from 8 ft (block by W. Cauley-Stein),69,74
266,3,4:12.0,Defensive rebound by G. Temple,,69,74
267,3,4:09.0,D. Fox misses 2-pt layup from 2 ft,,69,74
268,3,4:06.0,,Defensive rebound by K. Thompson,69,74
269,3,4:04.0,,J. McGee makes 2-pt dunk from 1 ft (assist by D. Green),69,76
270,3,3:41.0,G. Temple makes 3-pt jump shot from 25 ft (assist by V. Carter),,72,76
271,3,3:20.0,,P. McCaw makes 3-pt jump shot from 24 ft (assist by J. McGee),72,79
272,3,2:57.0,G. Temple misses 3-pt jump shot from 25 ft (block by J. McGee),,72,79
273,3,2:55.0,Offensive rebound by W. Cauley-Stein,,72,79
274,3,2:52.0,Turnover by Team (shot clock),,72,79
275,3,2:52.0,Sacramento full timeout,,72,79
276,3,2:52.0,,N. Young enters the game for D. Green,72,79
277,3,2:52.0,F. Mason enters the game for D. Fox,,72,79
278,3,2:30.0,Offensive charge foul by J. McGee (drawn by G. Temple),,72,79
279,3,2:30.0,,Turnover by J. McGee (offensive foul),72,79
280,3,2:10.0,G. Hill makes 2-pt jump shot from 10 ft,,74,79
281,3,1:59.0,,A. Iguodala makes 3-pt jump shot from 25 ft (assist by J. McGee),74,82
282,3,1:36.0,V. Carter makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,76,82
283,3,1:15.0,,Turnover by N. Young (bad pass; steal by V. Carter),76,82
284,3,1:04.0,W. Cauley-Stein makes 2-pt layup from 2 ft,,78,82
285,3,1:04.0,Shooting foul by K. Thompson (drawn by W. Cauley-Stein),,78,82
286,3,1:04.0,,O. Casspi enters the game for P. McCaw,78,82
287,3,1:04.0,,S. Livingston enters the game for J. McGee,78,82
288,3,1:04.0,,D. Green enters the game for K. Thompson,78,82
289,3,1:04.0,B. Bogdanović enters the game for G. Temple,,78,82
290,3,1:04.0,W. Cauley-Stein makes free throw 1 of 1,,79,82
291,3,0:46.0,,Turnover by N. Young (lost ball; steal by V. Carter),79,82
292,3,0:41.0,V. Carter makes 2-pt dunk from 1 ft (assist by W. Cauley-Stein),,81,82
293,3,0:30.0,,D. Green misses 3-pt jump shot from 25 ft,81,82
294,3,0:25.0,Defensive rebound by V. Carter,,81,82
295,3,0:07.0,G. Hill makes 2-pt layup from 2 ft,,83,82
296,3,0:02.0,,N. Young misses 3-pt jump shot from 26 ft,83,82
297,3,0:00.0,,Offensive rebound by Team,83,82
298,4,11:48.0,,Violation by D. Green (kicked ball),83,82
299,4,11:43.0,Shooting foul by S. Livingston (drawn by F. Mason),,83,82
300,4,11:43.0,F. Mason makes free throw 1 of 2,,84,82
301,4,11:43.0,F. Mason makes free throw 2 of 2,,85,82
302,4,11:21.0,,D. West misses 2-pt hook shot from 10 ft,85,82
303,4,11:17.0,Defensive rebound by V. Carter,,85,82
304,4,11:13.0,Personal foul by S. Livingston (drawn by F. Mason),,85,82
305,4,11:07.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,87,82
306,4,10:44.0,,S. Livingston makes 2-pt jump shot from 9 ft,87,84
307,4,10:31.0,Turnover by G. Hill (bad pass; steal by D. West),,87,84
308,4,10:25.0,,Turnover by A. Iguodala (lost ball; steal by W. Cauley-Stein),87,84
309,4,10:18.0,F. Mason makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),,90,84
310,4,9:59.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Livingston),90,87
311,4,9:36.0,W. Cauley-Stein misses 2-pt hook shot from 6 ft,,90,87
312,4,9:31.0,,Defensive rebound by O. Casspi,90,87
313,4,9:27.0,,D. West makes 2-pt layup from 1 ft (assist by D. Green),90,89
314,4,9:26.0,Sacramento full timeout,,90,89
315,4,9:26.0,B. Hield enters the game for G. Hill,,90,89
316,4,9:13.0,Shooting foul by O. Casspi (drawn by W. Cauley-Stein),,90,89
317,4,9:13.0,W. Cauley-Stein makes free throw 1 of 2,,91,89
318,4,9:13.0,W. Cauley-Stein makes free throw 2 of 2,,92,89
319,4,8:52.0,,A. Iguodala makes 3-pt jump shot from 25 ft,92,92
320,4,8:24.0,F. Mason makes 2-pt layup from 1 ft,,94,92
321,4,8:05.0,,D. West makes 2-pt jump shot from 18 ft (assist by O. Casspi),94,94
322,4,7:48.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),,96,94
323,4,7:23.0,,D. West makes 2-pt hook shot from 6 ft (assist by D. Green),96,96
324,4,7:08.0,,Offensive charge foul by W. Cauley-Stein (drawn by A. Iguodala),96,96
325,4,7:08.0,Turnover by W. Cauley-Stein (offensive foul),,96,96
326,4,7:08.0,,P. McCaw enters the game for A. Iguodala,96,96
327,4,7:08.0,,K. Thompson enters the game for O. Casspi,96,96
328,4,6:51.0,,Personal foul by W. Cauley-Stein (drawn by D. West),96,96
329,4,6:46.0,,D. Green misses 2-pt layup from 2 ft,96,96
330,4,6:43.0,Defensive rebound by W. Cauley-Stein,,96,96
331,4,6:31.0,Turnover by B. Bogdanović (out of bounds lost ball),,96,96
332,4,6:14.0,,S. Livingston makes 2-pt layup from 2 ft (assist by P. McCaw),96,98
333,4,6:14.0,Sacramento full timeout,,96,98
334,4,6:00.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,98,98
335,4,6:00.0,Shooting foul by S. Livingston (drawn by W. Cauley-Stein),,98,98
336,4,6:00.0,W. Cauley-Stein misses free throw 1 of 1,,98,98
337,4,5:57.0,,Defensive rebound by K. Thompson,98,98
338,4,5:40.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. McCaw),98,101
339,4,5:21.0,F. Mason makes 2-pt jump shot from 10 ft (assist by W. Cauley-Stein),,100,101
340,4,5:10.0,,D. Green misses 2-pt layup from 1 ft (block by W. Cauley-Stein),100,101
341,4,5:08.0,,Offensive rebound by S. Livingston,100,101
342,4,5:08.0,,S. Livingston makes 2-pt layup at rim,100,103
343,4,4:45.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,100,103
344,4,4:40.0,Offensive rebound by V. Carter,,100,103
345,4,4:39.0,V. Carter misses 2-pt layup from 1 ft,,100,103
346,4,4:37.0,,Defensive rebound by D. West,100,103
347,4,4:19.0,,D. Green misses 3-pt jump shot from 27 ft,100,103
348,4,4:15.0,Defensive rebound by W. Cauley-Stein,,100,103
349,4,4:11.0,B. Hield misses 3-pt jump shot from 23 ft,,100,103
350,4,4:05.0,,Defensive rebound by D. West,100,103
351,4,4:02.0,,Golden State full timeout,100,103
352,4,4:02.0,,A. Iguodala enters the game for D. West,100,103
353,4,4:02.0,,O. Casspi enters the game for S. Livingston,100,103
354,4,4:02.0,G. Hill enters the game for V. Carter,,100,103
355,4,4:02.0,G. Temple enters the game for B. Hield,,100,103
356,4,3:45.0,,Turnover by Team (shot clock),100,103
357,4,3:30.0,W. Cauley-Stein makes 2-pt jump shot from 5 ft (assist by G. Temple),,102,103
358,4,3:11.0,,K. Thompson makes 3-pt jump shot from 22 ft (assist by P. McCaw),102,106
359,4,2:51.0,F. Mason misses 2-pt layup from 1 ft,,102,106
360,4,2:45.0,,Defensive rebound by D. Green,102,106
361,4,2:45.0,,K. Thompson misses 3-pt jump shot from 28 ft,102,106
362,4,2:42.0,,Offensive rebound by A. Iguodala,102,106
363,4,2:22.0,,D. Green misses 3-pt jump shot from 31 ft,102,106
364,4,2:18.0,Defensive rebound by F. Mason,,102,106
365,4,2:09.0,Sacramento full timeout,,102,106
366,4,2:06.0,G. Hill misses 2-pt jump shot from 11 ft,,102,106
367,4,2:04.0,Offensive rebound by G. Hill,,102,106
368,4,2:04.0,G. Hill misses 2-pt layup at rim,,102,106
369,4,2:04.0,Offensive rebound by Team,,102,106
370,4,1:57.0,Shooting foul by O. Casspi (drawn by G. Temple),,102,106
371,4,1:57.0,G. Temple makes free throw 1 of 3,,103,106
372,4,1:57.0,G. Temple makes free throw 2 of 3,,104,106
373,4,1:57.0,G. Temple misses free throw 3 of 3,,104,106
374,4,1:54.0,Offensive rebound by W. Cauley-Stein,,104,106
375,4,1:46.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by F. Mason),,106,106
