,QUARTER,TIME_REMAINING,DETROIT_ACTION,WASHINGTON_ACTION,DETROIT_SCORE,WASHINGTON_SCORE
28,1,7:21.0,,Defensive rebound by M. Gortat,11,12
29,1,7:02.0,,O. Porter makes 2-pt layup from 3 ft,11,14
30,1,6:47.0,,Violation by T. Frazier (kicked ball),11,14
31,1,6:36.0,R. Jackson misses 3-pt jump shot from 28 ft,,11,14
32,1,6:32.0,,Defensive rebound by M. Gortat,11,14
33,1,6:24.0,,M. Gortat misses 2-pt hook shot from 4 ft,11,14
34,1,6:24.0,Defensive rebound by A. Drummond,,11,14
35,1,6:05.0,A. Bradley makes 2-pt jump shot from 12 ft,,13,14
36,1,5:45.0,,Turnover by T. Frazier (bad pass),13,14
37,1,5:25.0,R. Jackson makes 2-pt layup from 2 ft,,15,14
38,1,5:01.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by B. Beal),15,17
39,1,4:35.0,S. Johnson makes 2-pt jump shot from 19 ft (assist by A. Drummond),,17,17
40,1,4:20.0,,Turnover by B. Beal (bad pass; steal by A. Bradley),17,17
41,1,4:05.0,T. Harris misses 3-pt jump shot from 25 ft,,17,17
42,1,4:01.0,,Defensive rebound by T. Frazier,17,17
43,1,3:59.0,,O. Porter misses 2-pt layup from 4 ft,17,17
44,1,3:58.0,Defensive rebound by Team,,17,17
45,1,3:58.0,I. Smith enters the game for R. Jackson,,17,17
46,1,3:58.0,A. Tolliver enters the game for T. Harris,,17,17
47,1,3:47.0,Turnover by S. Johnson (bad pass; steal by M. Gortat),,17,17
48,1,3:41.0,,B. Beal misses 3-pt jump shot from 24 ft,17,17
49,1,3:37.0,,Offensive rebound by M. Morris,17,17
50,1,3:36.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by M. Morris),17,20
51,1,3:19.0,A. Tolliver misses 3-pt jump shot from 26 ft,,17,20
52,1,3:16.0,,Defensive rebound by M. Gortat,17,20
53,1,3:11.0,,T. Frazier misses 2-pt jump shot from 7 ft,17,20
54,1,3:09.0,Defensive rebound by A. Drummond,,17,20
55,1,3:07.0,Turnover by A. Drummond (bad pass; steal by B. Beal),,17,20
56,1,2:58.0,,B. Beal misses 2-pt jump shot from 15 ft,17,20
57,1,2:58.0,Defensive rebound by A. Drummond,,17,20
58,1,2:46.0,A. Bradley makes 2-pt layup from 1 ft (assist by I. Smith),,19,20
59,1,2:46.0,,Washington full timeout,19,20
60,1,2:46.0,,T. Satoranský enters the game for T. Frazier,19,20
61,1,2:46.0,,K. Oubre enters the game for M. Gortat,19,20
62,1,2:46.0,,I. Mahinmi enters the game for O. Porter,19,20
63,1,2:36.0,,M. Morris misses 2-pt jump shot from 17 ft,19,20
64,1,2:32.0,Defensive rebound by S. Johnson,,19,20
65,1,2:25.0,A. Tolliver misses 3-pt jump shot from 23 ft,,19,20
66,1,2:21.0,,Defensive rebound by K. Oubre,19,20
67,1,2:06.0,,Shooting foul by S. Johnson (drawn by B. Beal),19,20
68,1,2:06.0,,B. Beal makes free throw 1 of 2,19,21
69,1,2:06.0,,M. Scott enters the game for M. Morris,19,21
70,1,2:06.0,,B. Beal misses free throw 2 of 2,19,21
71,1,2:02.0,Defensive rebound by A. Tolliver,,19,21
72,1,1:53.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by A. Drummond),,22,21
73,1,1:29.0,,K. Oubre misses 2-pt layup from 2 ft (block by A. Drummond),22,21
74,1,1:29.0,Defensive rebound by Team,,22,21
75,1,1:29.0,,J. Meeks enters the game for B. Beal,22,21
76,1,1:29.0,L. Kennard enters the game for S. Johnson,,22,21
77,1,1:17.0,A. Drummond misses 2-pt layup from 1 ft,,22,21
78,1,1:15.0,,Defensive rebound by M. Scott,22,21
79,1,1:03.0,,Shooting foul by A. Bradley (drawn by K. Oubre),22,21
80,1,1:03.0,,K. Oubre makes free throw 1 of 3,22,22
81,1,1:03.0,,K. Oubre makes free throw 2 of 3,22,23
82,1,1:03.0,L. Galloway enters the game for A. Bradley,,22,23
83,1,1:03.0,,K. Oubre makes free throw 3 of 3,22,24
84,1,0:47.0,L. Kennard makes 2-pt jump shot from 12 ft,,24,24
85,1,0:37.0,,I. Mahinmi misses 2-pt layup from 1 ft,24,24
86,1,0:34.0,,Offensive rebound by I. Mahinmi,24,24
87,1,0:34.0,,I. Mahinmi makes 2-pt layup at rim,24,26
88,1,0:16.0,I. Smith misses 2-pt jump shot from 18 ft,,24,26
89,1,0:13.0,Offensive rebound by A. Drummond,,24,26
90,1,0:13.0,Shooting foul by I. Mahinmi (drawn by A. Drummond),,24,26
91,1,0:13.0,A. Drummond makes free throw 1 of 2,,25,26
92,1,0:13.0,A. Drummond makes free throw 2 of 2,,26,26
93,2,11:43.0,,M. Scott misses 3-pt jump shot from 23 ft,26,26
94,2,11:41.0,Defensive rebound by I. Smith,,26,26
95,2,11:36.0,Turnover by E. Moreland (lost ball; steal by M. Scott),,26,26
96,2,11:19.0,,M. Scott misses 2-pt hook shot from 9 ft,26,26
97,2,11:16.0,Defensive rebound by E. Moreland,,26,26
98,2,10:59.0,I. Smith makes 2-pt jump shot from 19 ft,,28,26
99,2,10:46.0,,M. Scott makes 2-pt layup from 2 ft (assist by K. Oubre),28,28
100,2,10:46.0,Violation by E. Moreland (def goaltending),,28,28
101,2,10:34.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by L. Galloway),,31,28
102,2,10:19.0,,Shooting foul by A. Tolliver (drawn by T. Satoranský),31,28
103,2,10:19.0,,T. Satoranský makes free throw 1 of 2,31,29
104,2,10:19.0,,T. Satoranský makes free throw 2 of 2,31,30
105,2,10:02.0,L. Galloway misses 2-pt layup from 6 ft,,31,30
106,2,9:59.0,,Defensive rebound by J. Meeks,31,30
107,2,9:55.0,,J. Meeks makes 3-pt jump shot from 24 ft (assist by T. Satoranský),31,33
108,2,9:46.0,Detroit full timeout,,31,33
109,2,9:35.0,L. Galloway misses 3-pt jump shot from 26 ft,,31,33
110,2,9:32.0,,Defensive rebound by I. Mahinmi,31,33
111,2,9:22.0,,I. Mahinmi misses 2-pt hook shot from 5 ft,31,33
112,2,9:19.0,,Offensive rebound by M. Scott,31,33
113,2,9:10.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by M. Scott),31,36
114,2,8:46.0,E. Moreland misses 2-pt hook shot from 7 ft,,31,36
115,2,8:44.0,,Defensive rebound by I. Mahinmi,31,36
116,2,8:31.0,,Personal foul by L. Galloway (drawn by K. Oubre),31,36
117,2,8:23.0,,M. Scott misses 3-pt jump shot from 23 ft,31,36
118,2,8:23.0,Defensive rebound by Team,,31,36
119,2,8:23.0,,Loose ball foul by I. Mahinmi (drawn by E. Moreland),31,36
120,2,8:12.0,L. Galloway misses 3-pt jump shot from 25 ft,,31,36
121,2,8:09.0,,Defensive rebound by T. Satoranský,31,36
122,2,8:01.0,,J. Meeks makes 2-pt jump shot from 4 ft (assist by T. Satoranský),31,38
123,2,7:40.0,L. Kennard misses 3-pt jump shot from 25 ft,,31,38
124,2,7:36.0,,Defensive rebound by K. Oubre,31,38
125,2,7:26.0,,M. Scott misses 2-pt hook shot from 2 ft,31,38
126,2,7:21.0,,Offensive rebound by M. Scott,31,38
127,2,7:21.0,,M. Scott misses 2-pt layup at rim,31,38
128,2,7:20.0,Defensive rebound by I. Smith,,31,38
129,2,7:15.0,L. Kennard misses 3-pt jump shot from 24 ft,,31,38
130,2,7:12.0,Offensive rebound by Team,,31,38
131,2,7:12.0,T. Harris enters the game for I. Smith,,31,38
132,2,7:12.0,R. Jackson enters the game for A. Tolliver,,31,38
133,2,7:02.0,Personal foul by J. Meeks (drawn by L. Galloway),,31,38
134,2,7:02.0,,B. Beal enters the game for T. Satoranský,31,38
135,2,7:02.0,A. Bradley enters the game for L. Galloway,,31,38
136,2,7:02.0,A. Drummond enters the game for E. Moreland,,31,38
137,2,6:54.0,T. Harris makes 2-pt jump shot from 18 ft,,33,38
138,2,6:54.0,Shooting foul by M. Scott (drawn by T. Harris),,33,38
139,2,6:54.0,,O. Porter enters the game for M. Scott,33,38
140,2,6:54.0,T. Harris makes free throw 1 of 1,,34,38
141,2,6:40.0,,O. Porter misses 3-pt jump shot from 26 ft,34,38
142,2,6:35.0,,Offensive rebound by I. Mahinmi,34,38
143,2,6:30.0,,K. Oubre misses 2-pt jump shot from 7 ft,34,38
144,2,6:28.0,Defensive rebound by A. Drummond,,34,38
145,2,6:19.0,R. Jackson makes 2-pt layup from 1 ft,,36,38
146,2,6:05.0,,J. Meeks misses 2-pt layup from 3 ft (block by A. Drummond),36,38
147,2,6:03.0,Defensive rebound by A. Drummond,,36,38
148,2,5:55.0,A. Drummond makes 2-pt layup from 10 ft (assist by A. Bradley),,38,38
149,2,5:53.0,,Washington full timeout,38,38
150,2,5:53.0,,M. Gortat enters the game for J. Meeks,38,38
151,2,5:53.0,,M. Morris enters the game for I. Mahinmi,38,38
152,2,5:39.0,,B. Beal misses 3-pt jump shot from 25 ft,38,38
153,2,5:35.0,Defensive rebound by T. Harris,,38,38
154,2,5:30.0,Turnover by R. Jackson (bad pass; steal by O. Porter),,38,38
155,2,5:15.0,,Personal foul by T. Harris (drawn by M. Morris),38,38
156,2,5:15.0,S. Johnson enters the game for L. Kennard,,38,38
157,2,5:04.0,,Turnover by B. Beal (lost ball; steal by A. Bradley),38,38
158,2,4:59.0,A. Bradley makes 2-pt jump shot from 3 ft,,40,38
159,2,4:44.0,,O. Porter makes 2-pt jump shot from 16 ft (assist by K. Oubre),40,40
160,2,4:21.0,Def 3 sec tech foul by M. Morris,,40,40
161,2,4:21.0,R. Jackson misses technical free throw,,40,40
162,2,4:21.0,Offensive rebound by Team,,40,40
163,2,4:17.0,Shooting foul by M. Morris (drawn by R. Jackson),,40,40
164,2,4:17.0,R. Jackson makes free throw 1 of 2,,41,40
165,2,4:17.0,R. Jackson makes free throw 2 of 2,,42,40
166,2,4:06.0,,O. Porter misses 2-pt layup from 2 ft,42,40
167,2,4:01.0,,Offensive rebound by M. Morris,42,40
168,2,4:01.0,,M. Morris misses 2-pt layup at rim,42,40
169,2,4:00.0,,Offensive rebound by M. Morris,42,40
170,2,4:00.0,,M. Morris misses 2-pt layup at rim,42,40
171,2,3:59.0,Defensive rebound by A. Drummond,,42,40
172,2,3:55.0,T. Harris misses 3-pt jump shot from 23 ft,,42,40
173,2,3:54.0,Offensive rebound by Team,,42,40
174,2,3:47.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by T. Harris),,45,40
175,2,3:26.0,,Turnover by B. Beal (lost ball; steal by A. Bradley),45,40
176,2,3:24.0,,T. Frazier enters the game for K. Oubre,45,40
177,2,3:16.0,A. Bradley makes 2-pt jump shot from 12 ft (assist by S. Johnson),,47,40
178,2,3:16.0,,Washington full timeout,47,40
179,2,2:54.0,,M. Morris makes 2-pt jump shot from 14 ft,47,42
180,2,2:33.0,T. Harris makes 2-pt dunk at rim (assist by R. Jackson),,49,42
181,2,2:14.0,,B. Beal makes 2-pt jump shot from 14 ft (assist by T. Frazier),49,44
182,2,1:56.0,Turnover by A. Bradley (bad pass; steal by M. Gortat),,49,44
183,2,1:47.0,,T. Frazier misses 3-pt jump shot from 25 ft,49,44
184,2,1:40.0,,Offensive rebound by M. Gortat,49,44
185,2,1:40.0,,M. Gortat makes 2-pt layup at rim,49,46
186,2,1:23.0,T. Harris makes 3-pt jump shot from 25 ft (assist by A. Drummond),,52,46
187,2,1:07.0,,Personal foul by R. Jackson (drawn by B. Beal),52,46
188,2,1:07.0,I. Smith enters the game for R. Jackson,,52,46
189,2,0:57.0,,M. Gortat misses 2-pt hook shot from 5 ft,52,46
190,2,0:55.0,Defensive rebound by A. Drummond,,52,46
191,2,0:50.0,Turnover by S. Johnson (lost ball; steal by O. Porter),,52,46
192,2,0:41.0,,O. Porter misses 3-pt jump shot from 23 ft,52,46
193,2,0:36.0,Defensive rebound by A. Drummond,,52,46
194,2,0:30.0,S. Johnson misses 3-pt jump shot from 23 ft,,52,46
195,2,0:26.0,,Defensive rebound by T. Frazier,52,46
196,2,0:08.0,,M. Morris misses 2-pt jump shot from 21 ft,52,46
197,2,0:05.0,,Offensive rebound by M. Gortat,52,46
198,2,0:04.0,,M. Gortat misses 2-pt hook shot from 4 ft,52,46
199,2,0:04.0,Defensive rebound by A. Drummond,,52,46
200,2,0:00.0,A. Drummond misses 3-pt jump shot from 34 ft,,52,46
201,2,0:00.0,Offensive rebound by Team,,52,46
202,3,11:45.0,,M. Morris makes 2-pt dunk from 1 ft (assist by M. Gortat),52,48
203,3,11:29.0,,Violation by M. Gortat (kicked ball),52,48
204,3,11:22.0,Turnover by R. Jackson (bad pass; steal by T. Frazier),,52,48
205,3,11:13.0,,M. Gortat misses 2-pt layup from 2 ft,52,48
206,3,11:10.0,Defensive rebound by T. Harris,,52,48
207,3,11:05.0,R. Jackson misses 3-pt jump shot from 27 ft,,52,48
208,3,11:02.0,,Defensive rebound by M. Gortat,52,48
209,3,10:40.0,,O. Porter makes 2-pt jump shot from 9 ft (assist by M. Morris),52,50
210,3,10:25.0,Turnover by A. Drummond (lost ball; steal by M. Gortat),,52,50
211,3,10:23.0,,B. Beal makes 2-pt layup from 1 ft,52,52
212,3,10:23.0,,Shooting foul by A. Bradley (drawn by B. Beal),52,52
213,3,10:23.0,,B. Beal makes free throw 1 of 1,52,53
214,3,10:06.0,Personal foul by M. Gortat (drawn by A. Drummond),,52,53
215,3,10:00.0,T. Harris misses 3-pt jump shot from 26 ft,,52,53
216,3,9:56.0,,Defensive rebound by T. Frazier,52,53
217,3,9:52.0,,Personal foul by S. Johnson (drawn by O. Porter),52,53
218,3,9:48.0,,O. Porter makes 2-pt jump shot from 16 ft (assist by M. Gortat),52,55
219,3,9:46.0,Detroit full timeout,,52,55
220,3,9:35.0,Personal foul by T. Frazier (drawn by R. Jackson),,52,55
221,3,9:29.0,Personal foul by T. Frazier (drawn by R. Jackson),,52,55
222,3,9:23.0,A. Drummond misses 2-pt jump shot from 2 ft (block by M. Morris),,52,55
223,3,9:19.0,Offensive rebound by A. Drummond,,52,55
224,3,9:19.0,A. Drummond misses 2-pt layup from 9 ft (block by M. Morris),,52,55
225,3,9:19.0,,Defensive rebound by M. Gortat,52,55
226,3,9:13.0,,B. Beal makes 2-pt layup from 1 ft,52,57
227,3,8:57.0,Turnover by A. Drummond (lost ball; steal by B. Beal),,52,57
228,3,8:54.0,,T. Frazier makes 2-pt layup from 1 ft (assist by O. Porter),52,59
229,3,8:39.0,A. Bradley misses 2-pt jump shot from 15 ft,,52,59
230,3,8:39.0,,Defensive rebound by M. Morris,52,59
231,3,8:30.0,,Turnover by B. Beal (bad pass; steal by S. Johnson),52,59
232,3,8:26.0,,Offensive charge foul by S. Johnson (drawn by M. Gortat),52,59
233,3,8:26.0,Turnover by S. Johnson (offensive foul),,52,59
234,3,8:11.0,,M. Gortat makes 2-pt hook shot from 9 ft (assist by O. Porter),52,61
235,3,7:50.0,,Violation by T. Frazier (kicked ball),52,61
236,3,7:38.0,A. Bradley misses 2-pt layup from 1 ft,,52,61
237,3,7:36.0,,Defensive rebound by M. Gortat,52,61
238,3,7:28.0,,T. Frazier makes 2-pt jump shot from 13 ft (assist by O. Porter),52,63
239,3,7:26.0,Detroit full timeout,,52,63
240,3,7:26.0,L. Kennard enters the game for S. Johnson,,52,63
241,3,7:26.0,I. Smith enters the game for T. Harris,,52,63
242,3,7:26.0,A. Tolliver enters the game for R. Jackson,,52,63
243,3,7:07.0,Shooting foul by B. Beal (drawn by A. Bradley),,52,63
244,3,7:07.0,A. Bradley makes free throw 1 of 2,,53,63
245,3,7:07.0,A. Bradley makes free throw 2 of 2,,54,63
246,3,6:55.0,,M. Gortat makes 2-pt layup at rim (assist by O. Porter),54,65
247,3,6:38.0,A. Drummond misses 2-pt layup from 1 ft,,54,65
248,3,6:34.0,,Defensive rebound by M. Morris,54,65
249,3,6:31.0,,M. Morris misses 3-pt jump shot from 25 ft,54,65
250,3,6:27.0,Defensive rebound by A. Drummond,,54,65
251,3,6:16.0,I. Smith misses 2-pt hook shot from 5 ft,,54,65
252,3,6:16.0,,Defensive rebound by Team,54,65
253,3,6:16.0,Loose ball foul by A. Drummond (drawn by B. Beal),,54,65
254,3,6:03.0,,B. Beal misses 2-pt jump shot from 20 ft (block by A. Bradley),54,65
255,3,5:58.0,Defensive rebound by A. Tolliver,,54,65
256,3,5:40.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by I. Smith),,57,65
257,3,5:20.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by T. Frazier),57,68
258,3,4:55.0,A. Bradley misses 2-pt jump shot from 22 ft,,57,68
259,3,4:53.0,,Defensive rebound by M. Gortat,57,68
260,3,4:40.0,,O. Porter makes 2-pt jump shot from 16 ft,57,70
261,3,4:15.0,I. Smith makes 2-pt jump shot from 21 ft (assist by A. Drummond),,59,70
262,3,3:58.0,,M. Morris misses 2-pt layup from 3 ft (block by A. Drummond),59,70
263,3,3:56.0,Defensive rebound by A. Drummond,,59,70
264,3,3:53.0,A. Bradley misses 3-pt jump shot from 25 ft,,59,70
265,3,3:48.0,,Defensive rebound by T. Frazier,59,70
266,3,3:46.0,,M. Morris makes 2-pt dunk at rim (assist by T. Frazier),59,72
267,3,3:28.0,L. Kennard makes 3-pt jump shot from 24 ft (assist by I. Smith),,62,72
268,3,3:17.0,,Washington full timeout,62,72
269,3,3:17.0,,K. Oubre enters the game for M. Morris,62,72
270,3,3:17.0,,T. Satoranský enters the game for T. Frazier,62,72
271,3,3:01.0,,B. Beal misses 2-pt jump shot from 13 ft,62,72
272,3,2:58.0,Defensive rebound by A. Tolliver,,62,72
273,3,2:50.0,I. Smith makes 2-pt layup from 4 ft,,64,72
274,3,2:38.0,Offensive charge foul by B. Beal (drawn by I. Smith),,64,72
275,3,2:38.0,,Turnover by B. Beal (offensive foul),64,72
276,3,2:24.0,A. Bradley misses 2-pt layup from 2 ft (block by B. Beal),,64,72
277,3,2:20.0,,Defensive rebound by K. Oubre,64,72
278,3,2:10.0,,T. Satoranský makes 2-pt jump shot from 3 ft,64,74
279,3,1:45.0,I. Smith misses 2-pt jump shot from 4 ft,,64,74
280,3,1:43.0,,Defensive rebound by O. Porter,64,74
281,3,1:37.0,,O. Porter makes 2-pt layup from 1 ft,64,76
282,3,1:23.0,A. Bradley misses 3-pt jump shot from 25 ft,,64,76
283,3,1:21.0,,Defensive rebound by Team,64,76
284,3,1:21.0,,J. Meeks enters the game for B. Beal,64,76
285,3,1:21.0,L. Galloway enters the game for A. Bradley,,64,76
286,3,1:03.0,,K. Oubre misses 2-pt jump shot from 6 ft,64,76
287,3,1:02.0,,Offensive rebound by M. Gortat,64,76
288,3,1:01.0,,M. Gortat misses 2-pt layup from 1 ft (block by A. Drummond),64,76
289,3,1:01.0,Defensive rebound by A. Tolliver,,64,76
290,3,0:56.0,L. Kennard makes 3-pt jump shot from 27 ft (assist by I. Smith),,67,76
291,3,0:50.0,,Personal foul by L. Kennard (drawn by K. Oubre),67,76
292,3,0:44.0,,J. Meeks misses 2-pt layup from 2 ft,67,76
293,3,0:41.0,,Offensive rebound by M. Gortat,67,76
294,3,0:41.0,,M. Gortat makes 2-pt layup at rim,67,78
295,3,0:21.0,Shooting foul by K. Oubre (drawn by I. Smith),,67,78
296,3,0:21.0,I. Smith misses free throw 1 of 3,,67,78
297,3,0:21.0,Offensive rebound by Team,,67,78
298,3,0:21.0,I. Smith misses free throw 2 of 3,,67,78
299,3,0:21.0,Offensive rebound by Team,,67,78
300,3,0:21.0,I. Smith misses free throw 3 of 3,,67,78
301,3,0:18.0,,Defensive rebound by T. Satoranský,67,78
302,3,0:18.0,Loose ball foul by A. Drummond,,67,78
303,3,0:18.0,Technical foul by A. Drummond,,67,78
304,3,0:18.0,,J. Meeks makes technical free throw,67,79
305,3,0:18.0,E. Moreland enters the game for A. Drummond,,67,79
306,3,0:18.0,,T. Satoranský makes free throw 1 of 2,67,80
307,3,0:18.0,,T. Satoranský makes free throw 2 of 2,67,81
308,3,0:01.0,L. Galloway misses 2-pt jump shot from 19 ft,,67,81
309,3,0:01.0,,Defensive rebound by O. Porter,67,81
310,3,0:01.0,,O. Porter misses 3-pt jump shot from 37 ft,67,81
311,3,0:01.0,,Offensive rebound by Team,67,81
312,4,11:50.0,Personal foul by K. Oubre (drawn by L. Kennard),,67,81
313,4,11:46.0,Personal foul by I. Mahinmi (drawn by B. Marjanović),,67,81
314,4,11:37.0,B. Marjanović misses 2-pt hook shot from 12 ft,,67,81
315,4,11:34.0,,Defensive rebound by K. Oubre,67,81
316,4,11:19.0,,T. Satoranský makes 2-pt jump shot from 8 ft,67,83
317,4,10:57.0,I. Smith makes 2-pt jump shot from 20 ft,,69,83
318,4,10:38.0,,K. Oubre misses 2-pt jump shot from 7 ft,69,83
319,4,10:37.0,,Offensive rebound by I. Mahinmi,69,83
320,4,10:37.0,,Shooting foul by L. Galloway (drawn by I. Mahinmi),69,83
321,4,10:37.0,,I. Mahinmi makes free throw 1 of 2,69,84
322,4,10:37.0,R. Jackson enters the game for L. Galloway,,69,84
323,4,10:37.0,T. Harris enters the game for I. Smith,,69,84
324,4,10:37.0,,I. Mahinmi makes free throw 2 of 2,69,85
325,4,10:26.0,Shooting foul by J. Meeks (drawn by L. Kennard),,69,85
326,4,10:26.0,L. Kennard makes free throw 1 of 2,,70,85
327,4,10:26.0,L. Kennard makes free throw 2 of 2,,71,85
328,4,10:19.0,Offensive charge foul by K. Oubre (drawn by A. Tolliver),,71,85
329,4,10:19.0,,Turnover by K. Oubre (offensive foul),71,85
330,4,10:09.0,R. Jackson makes 2-pt layup from 5 ft,,73,85
331,4,10:09.0,Shooting foul by M. Scott (drawn by R. Jackson),,73,85
332,4,10:07.0,Turnover by B. Marjanović (turnover),,73,85
333,4,9:52.0,,K. Oubre misses 3-pt jump shot from 26 ft,73,85
334,4,9:49.0,,Offensive rebound by T. Satoranský,73,85
335,4,9:49.0,,T. Satoranský makes 2-pt layup from 3 ft,73,87
336,4,9:49.0,,Shooting foul by R. Jackson (drawn by T. Satoranský),73,87
337,4,9:49.0,,T. Satoranský makes free throw 1 of 1,73,88
338,4,9:36.0,T. Harris misses 2-pt layup from 3 ft (block by I. Mahinmi),,73,88
339,4,9:36.0,Offensive rebound by Team,,73,88
340,4,9:33.0,Turnover by L. Kennard (traveling),,73,88
341,4,9:24.0,,Turnover by M. Scott (bad pass; steal by B. Marjanović),73,88
342,4,9:15.0,R. Jackson makes 2-pt layup from 1 ft,,75,88
343,4,9:15.0,,Washington full timeout,75,88
344,4,9:15.0,A. Bradley enters the game for L. Kennard,,75,88
345,4,9:15.0,A. Drummond enters the game for B. Marjanović,,75,88
346,4,8:55.0,,I. Mahinmi makes 2-pt dunk from 1 ft (assist by M. Scott),75,90
347,4,8:32.0,A. Drummond makes 2-pt layup from 3 ft (assist by R. Jackson),,77,90
348,4,8:16.0,,Personal foul by T. Harris (drawn by K. Oubre),77,90
349,4,8:05.0,,T. Satoranský misses 2-pt jump shot from 15 ft,77,90
350,4,8:02.0,Defensive rebound by A. Drummond,,77,90
351,4,7:53.0,R. Jackson misses 3-pt jump shot from 27 ft,,77,90
352,4,7:48.0,,Defensive rebound by K. Oubre,77,90
353,4,7:36.0,,M. Scott misses 3-pt jump shot from 22 ft,77,90
354,4,7:33.0,Defensive rebound by A. Drummond,,77,90
355,4,7:22.0,T. Harris makes 2-pt jump shot from 7 ft (assist by R. Jackson),,79,90
356,4,7:05.0,,K. Oubre makes 2-pt layup from 2 ft,79,92
357,4,6:52.0,R. Jackson misses 2-pt jump shot from 8 ft,,79,92
358,4,6:51.0,,Defensive rebound by Team,79,92
359,4,6:51.0,Loose ball foul by A. Drummond (drawn by I. Mahinmi),,79,92
360,4,6:51.0,,B. Beal enters the game for J. Meeks,79,92
361,4,6:51.0,,O. Porter enters the game for M. Scott,79,92
362,4,6:30.0,,O. Porter misses 2-pt jump shot from 17 ft,79,92
363,4,6:27.0,Defensive rebound by A. Tolliver,,79,92
364,4,6:13.0,A. Drummond makes 2-pt dunk from 1 ft (assist by A. Bradley),,81,92
365,4,6:13.0,,Washington full timeout,81,92
366,4,6:13.0,,M. Gortat enters the game for I. Mahinmi,81,92
367,4,6:00.0,,T. Satoranský makes 3-pt jump shot from 25 ft (assist by O. Porter),81,95
368,4,5:40.0,A. Bradley misses 3-pt jump shot from 26 ft,,81,95
369,4,5:37.0,Offensive rebound by A. Drummond,,81,95
370,4,5:36.0,A. Drummond makes 2-pt dunk at rim,,83,95
371,4,5:25.0,,Turnover by B. Beal (bad pass),83,95
372,4,5:25.0,,M. Morris enters the game for K. Oubre,83,95
373,4,5:07.0,R. Jackson misses 2-pt jump shot from 3 ft,,83,95
374,4,5:06.0,,Defensive rebound by Team,83,95
375,4,4:53.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by T. Satoranský),83,97
376,4,4:41.0,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),,85,97
377,4,4:41.0,Shooting foul by O. Porter (drawn by A. Drummond),,85,97
378,4,4:41.0,A. Drummond makes free throw 1 of 1,,86,97
379,4,4:26.0,,T. Satoranský makes 3-pt jump shot from 24 ft (assist by M. Gortat),86,100
380,4,4:08.0,Turnover by R. Jackson (lost ball; steal by T. Satoranský),,86,100
381,4,4:02.0,,B. Beal misses 2-pt layup at rim,86,100
382,4,4:01.0,,Offensive rebound by M. Gortat,86,100
