,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MILWAUKEE_ACTION,SAN ANTONIO_SCORE,MILWAUKEE_SCORE
381,4,6:38.0,L. Aldridge makes 2-pt layup from 1 ft,,87,96
382,4,6:38.0,,Milwaukee full timeout,87,96
383,4,6:38.0,,J. Terry enters the game for T. Snell,87,96
384,4,6:38.0,,G. Antetokounmpo enters the game for J. Parker,87,96
385,4,6:29.0,,Shooting foul by D. Murray (drawn by E. Bledsoe),87,96
386,4,6:29.0,,E. Bledsoe makes free throw 1 of 2,87,97
387,4,6:29.0,,E. Bledsoe misses free throw 2 of 2,87,97
388,4,6:24.0,Defensive rebound by L. Aldridge,,87,97
389,4,6:10.0,L. Aldridge misses 2-pt layup from 3 ft,,87,97
390,4,6:08.0,,Defensive rebound by E. Bledsoe,87,97
391,4,6:05.0,,E. Bledsoe misses 2-pt layup from 2 ft,87,97
392,4,6:02.0,Defensive rebound by K. Anderson,,87,97
393,4,5:48.0,L. Aldridge misses 2-pt jump shot from 9 ft (block by J. Henson),,87,97
394,4,5:48.0,,Defensive rebound by Team,87,97
395,4,5:35.0,,J. Henson makes 2-pt hook shot from 8 ft (assist by E. Bledsoe),87,99
396,4,5:13.0,P. Gasol misses 2-pt hook shot from 11 ft,,87,99
397,4,5:12.0,,Defensive rebound by J. Henson,87,99
398,4,5:12.0,,Turnover by J. Henson (bad pass),87,99
399,4,5:00.0,L. Aldridge makes 2-pt hook shot from 6 ft,,89,99
400,4,4:46.0,,E. Bledsoe misses 2-pt jump shot from 21 ft,89,99
401,4,4:43.0,Defensive rebound by L. Aldridge,,89,99
402,4,4:28.0,L. Aldridge misses 2-pt hook shot from 2 ft,,89,99
403,4,4:23.0,Offensive rebound by P. Gasol,,89,99
404,4,4:23.0,P. Gasol makes 2-pt layup at rim,,91,99
405,4,4:15.0,,Milwaukee full timeout,91,99
406,4,4:15.0,D. Green enters the game for K. Anderson,,91,99
407,4,4:11.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by J. Henson),91,102
408,4,3:49.0,Personal foul by K. Middleton (drawn by P. Gasol),,91,102
409,4,3:49.0,P. Gasol misses free throw 1 of 2,,91,102
410,4,3:49.0,Offensive rebound by Team,,91,102
411,4,3:49.0,P. Gasol makes free throw 2 of 2,,92,102
412,4,3:31.0,,E. Bledsoe makes 2-pt jump shot from 15 ft,92,104
413,4,3:14.0,D. Green makes 3-pt jump shot from 29 ft (assist by P. Mills),,95,104
414,4,2:52.0,,G. Antetokounmpo misses 2-pt jump shot from 9 ft,95,104
415,4,2:49.0,Defensive rebound by D. Murray,,95,104
416,4,2:42.0,D. Murray makes 2-pt layup at rim,,97,104
417,4,2:20.0,,E. Bledsoe makes 2-pt jump shot from 15 ft,97,106
418,4,1:58.0,Shooting foul by J. Henson (drawn by L. Aldridge),,97,106
419,4,1:58.0,L. Aldridge makes free throw 1 of 2,,98,106
420,4,1:58.0,L. Aldridge makes free throw 2 of 2,,99,106
421,4,1:41.0,,J. Terry misses 3-pt jump shot from 22 ft,99,106
422,4,1:38.0,Defensive rebound by P. Gasol,,99,106
423,4,1:29.0,D. Murray makes 2-pt jump shot from 13 ft,,101,106
424,4,1:08.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,101,106
425,4,1:08.0,Defensive rebound by D. Murray,,101,106
426,4,1:08.0,Turnover by D. Murray (out of bounds lost ball),,101,106
427,4,0:58.0,,Turnover by E. Bledsoe (out of bounds lost ball),101,106
428,4,0:44.0,D. Green misses 3-pt jump shot from 27 ft,,101,106
429,4,0:44.0,Offensive rebound by Team,,101,106
430,4,0:44.0,San Antonio full timeout,,101,106
431,4,0:36.0,P. Mills misses 3-pt jump shot from 26 ft,,101,106
432,4,0:35.0,Offensive rebound by P. Gasol,,101,106
433,4,0:35.0,P. Gasol makes 2-pt layup from 1 ft,,103,106
434,4,0:12.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,103,106
435,4,0:09.0,Defensive rebound by D. Murray,,103,106
436,4,0:03.0,D. Murray misses 3-pt jump shot from 29 ft (block by K. Middleton),,103,106
437,4,0:03.0,Offensive rebound by D. Green,,103,106
438,4,0:00.0,D. Green misses 2-pt layup from 1 ft,,103,106
439,4,0:00.0,,Defensive rebound by J. Henson,103,106
