,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BOSTON_ACTION,SACRAMENTO_SCORE,BOSTON_SCORE
33,1,6:42.0,W. Cauley-Stein makes 2-pt jump shot from 20 ft (assist by Z. Randolph),,13,15
34,1,6:25.0,,K. Irving misses 3-pt jump shot from 24 ft,13,15
35,1,6:23.0,Defensive rebound by W. Cauley-Stein,,13,15
36,1,6:04.0,Z. Randolph misses 3-pt jump shot from 27 ft,,13,15
37,1,6:01.0,,Defensive rebound by J. Tatum,13,15
38,1,5:53.0,,J. Brown makes 2-pt jump shot from 19 ft (assist by J. Tatum),13,17
39,1,5:53.0,,Shooting foul by G. Temple (drawn by J. Brown),13,17
40,1,5:53.0,,M. Smart enters the game for J. Tatum,13,17
41,1,5:53.0,,J. Brown makes free throw 1 of 1,13,18
42,1,5:31.0,Z. Randolph makes 2-pt layup from 3 ft (assist by B. Bogdanović),,15,18
43,1,5:17.0,,K. Irving misses 3-pt jump shot from 24 ft,15,18
44,1,5:14.0,Defensive rebound by W. Cauley-Stein,,15,18
45,1,5:01.0,W. Cauley-Stein misses 2-pt jump shot from 19 ft,,15,18
46,1,4:58.0,,Defensive rebound by J. Brown,15,18
47,1,4:46.0,,A. Horford misses 3-pt jump shot from 24 ft,15,18
48,1,4:46.0,,A. Baynes misses 2-pt layup at rim,15,18
49,1,4:46.0,Defensive rebound by B. Bogdanović,,15,18
50,1,4:40.0,,Defensive rebound by A. Baynes,15,18
51,1,4:30.0,Z. Randolph makes 2-pt hook shot from 5 ft,,17,18
52,1,4:17.0,,Personal foul by Z. Randolph (drawn by A. Horford),17,18
53,1,4:17.0,,D. Theis enters the game for A. Baynes,17,18
54,1,4:17.0,B. Hield enters the game for G. Temple,,17,18
55,1,4:07.0,,D. Theis misses 2-pt layup from 2 ft,17,18
56,1,4:07.0,Defensive rebound by Z. Randolph,,17,18
57,1,3:58.0,Z. Randolph misses 2-pt hook shot from 1 ft,,17,18
58,1,3:58.0,,Defensive rebound by A. Horford,17,18
59,1,3:48.0,,J. Brown makes 2-pt dunk at rim (assist by K. Irving),17,20
60,1,3:31.0,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by B. Hield),,19,20
61,1,3:17.0,,A. Horford misses 3-pt jump shot from 25 ft,19,20
62,1,3:14.0,,Offensive rebound by D. Theis,19,20
63,1,3:14.0,,D. Theis misses 2-pt layup at rim,19,20
64,1,3:14.0,,Offensive rebound by D. Theis,19,20
65,1,3:14.0,,Shooting foul by G. Hill (drawn by D. Theis),19,20
66,1,3:14.0,,D. Theis makes free throw 1 of 2,19,21
67,1,3:14.0,K. Koufos enters the game for W. Cauley-Stein,,19,21
68,1,3:14.0,D. Fox enters the game for B. Bogdanović,,19,21
69,1,3:14.0,,D. Theis makes free throw 2 of 2,19,22
70,1,2:58.0,Personal foul by D. Theis (drawn by G. Hill),,19,22
71,1,2:58.0,Sacramento full timeout,,19,22
72,1,2:42.0,K. Koufos makes 2-pt layup from 4 ft (assist by G. Hill),,21,22
73,1,2:29.0,,K. Irving misses 2-pt layup at rim,21,22
74,1,2:27.0,Defensive rebound by D. Fox,,21,22
75,1,2:21.0,G. Hill misses 3-pt jump shot from 27 ft,,21,22
76,1,2:17.0,,Defensive rebound by A. Horford,21,22
77,1,2:07.0,,K. Irving makes 2-pt layup at rim,21,24
78,1,1:58.0,D. Fox misses 2-pt layup from 1 ft,,21,24
79,1,1:53.0,,Defensive rebound by J. Brown,21,24
80,1,1:45.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by A. Horford),21,27
81,1,1:24.0,Z. Randolph makes 3-pt jump shot from 23 ft (assist by D. Fox),,24,27
82,1,1:09.0,,K. Irving misses 3-pt jump shot from 26 ft,24,27
83,1,1:05.0,Defensive rebound by B. Hield,,24,27
84,1,0:53.0,G. Hill misses 2-pt jump shot from 18 ft,,24,27
85,1,0:49.0,Offensive rebound by K. Koufos,,24,27
86,1,0:30.0,Z. Randolph misses 2-pt hook shot from 2 ft,,24,27
87,1,0:28.0,,Defensive rebound by A. Horford,24,27
88,1,0:22.0,,Turnover by A. Horford (bad pass; steal by B. Hield),24,27
89,1,0:00.0,Turnover by K. Koufos (bad pass),,24,27
90,1,0:00.0,,Turnover by M. Smart (bad pass; steal by B. Hield),24,27
91,2,11:37.0,D. Fox makes 2-pt layup from 1 ft (assist by B. Hield),,26,27
92,2,11:37.0,Shooting foul by D. Theis (drawn by D. Fox),,26,27
93,2,11:37.0,D. Fox misses free throw 1 of 1,,26,27
94,2,11:35.0,,Defensive rebound by S. Ojeleye,26,27
95,2,11:12.0,,T. Rozier misses 3-pt jump shot from 24 ft,26,27
96,2,11:10.0,Defensive rebound by B. Hield,,26,27
97,2,10:58.0,B. Hield makes 2-pt jump shot from 17 ft (assist by K. Koufos),,28,27
98,2,10:37.0,,J. Tatum makes 2-pt layup at rim (assist by M. Smart),28,29
99,2,10:21.0,D. Fox makes 2-pt jump shot from 8 ft,,30,29
100,2,9:57.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,30,29
101,2,9:54.0,,Offensive rebound by D. Theis,30,29
102,2,9:53.0,,D. Theis misses 2-pt layup from 1 ft (block by K. Koufos),30,29
103,2,9:53.0,,Offensive rebound by D. Theis,30,29
104,2,9:49.0,,D. Theis makes 2-pt layup at rim,30,31
105,2,9:39.0,V. Carter misses 3-pt jump shot from 26 ft,,30,31
106,2,9:35.0,,Defensive rebound by D. Theis,30,31
107,2,9:19.0,,Shooting foul by D. Fox (drawn by M. Smart),30,31
108,2,9:19.0,,M. Smart makes free throw 1 of 2,30,32
109,2,9:19.0,,M. Smart makes free throw 2 of 2,30,33
110,2,9:07.0,V. Carter misses 3-pt jump shot from 27 ft,,30,33
111,2,9:04.0,,Defensive rebound by M. Smart,30,33
112,2,8:57.0,,D. Theis makes 2-pt dunk from 1 ft (assist by M. Smart),30,35
113,2,8:34.0,D. Fox misses 2-pt jump shot from 19 ft,,30,35
114,2,8:31.0,,Defensive rebound by D. Theis,30,35
115,2,8:26.0,,T. Rozier makes 2-pt jump shot from 7 ft,30,37
116,2,8:08.0,Offensive foul by B. Hield (drawn by M. Smart),,30,37
117,2,8:08.0,Turnover by B. Hield (offensive foul),,30,37
118,2,7:48.0,,S. Ojeleye makes 3-pt jump shot from 24 ft (assist by M. Smart),30,40
119,2,7:37.0,Sacramento full timeout,,30,40
120,2,7:27.0,B. Hield misses 2-pt layup from 6 ft (block by D. Theis),,30,40
121,2,7:24.0,,Defensive rebound by D. Theis,30,40
122,2,7:16.0,,Turnover by M. Smart (bad pass; steal by V. Carter),30,40
123,2,7:12.0,Shooting foul by M. Smart (drawn by J. Jackson),,30,40
124,2,7:12.0,J. Jackson makes free throw 1 of 2,,31,40
125,2,7:12.0,J. Jackson misses free throw 2 of 2,,31,40
126,2,7:12.0,Offensive rebound by J. Jackson,,31,40
127,2,6:59.0,J. Jackson misses 3-pt jump shot from 23 ft,,31,40
128,2,6:58.0,,Defensive rebound by J. Tatum,31,40
129,2,6:44.0,,Personal foul by B. Hield (drawn by M. Smart),31,40
130,2,6:37.0,,Shooting foul by V. Carter (drawn by J. Tatum),31,40
131,2,6:37.0,,J. Tatum makes free throw 1 of 2,31,41
132,2,6:37.0,,J. Tatum makes free throw 2 of 2,31,42
133,2,6:17.0,Turnover by V. Carter (traveling),,31,42
134,2,6:01.0,,T. Rozier makes 2-pt jump shot from 12 ft,31,44
135,2,5:54.0,K. Koufos makes 2-pt layup from 1 ft (assist by D. Fox),,33,44
136,2,5:35.0,,T. Rozier makes 3-pt jump shot from 27 ft (assist by M. Smart),33,47
137,2,5:20.0,Personal foul by T. Rozier (drawn by V. Carter),,33,47
138,2,5:10.0,Personal foul by S. Ojeleye (drawn by V. Carter),,33,47
139,2,5:10.0,,A. Baynes enters the game for D. Theis,33,47
140,2,4:58.0,K. Koufos makes 2-pt hook shot from 8 ft,,35,47
141,2,4:42.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by M. Smart),35,50
142,2,4:29.0,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),,38,50
143,2,4:04.0,,K. Irving enters the game for M. Smart,38,50
144,2,4:04.0,B. Bogdanović enters the game for J. Jackson,,38,50
145,2,4:04.0,W. Cauley-Stein enters the game for K. Koufos,,38,50
146,2,4:02.0,,T. Rozier misses 3-pt jump shot from 57 ft,38,50
147,2,4:02.0,,Offensive rebound by Team,38,50
148,2,4:02.0,,Turnover by Team (shot clock),38,50
149,2,3:44.0,B. Hield misses 3-pt jump shot from 27 ft,,38,50
150,2,3:41.0,,Defensive rebound by J. Tatum,38,50
151,2,3:33.0,,J. Tatum misses 2-pt layup from 7 ft (block by V. Carter),38,50
152,2,3:32.0,,Offensive rebound by A. Baynes,38,50
153,2,3:24.0,,S. Ojeleye makes 3-pt jump shot from 26 ft (assist by T. Rozier),38,53
154,2,3:13.0,Shooting foul by T. Rozier (drawn by V. Carter),,38,53
155,2,3:13.0,V. Carter makes free throw 1 of 2,,39,53
156,2,3:13.0,G. Hill enters the game for D. Fox,,39,53
157,2,3:13.0,V. Carter makes free throw 2 of 2,,40,53
158,2,3:00.0,,Turnover by K. Irving (bad pass; steal by G. Hill),40,53
159,2,2:57.0,Turnover by B. Hield (bad pass; steal by K. Irving),,40,53
160,2,2:53.0,,T. Rozier misses 3-pt jump shot from 25 ft,40,53
161,2,2:51.0,,Offensive rebound by A. Baynes,40,53
162,2,2:51.0,,A. Baynes misses 2-pt layup at rim,40,53
163,2,2:51.0,Defensive rebound by Team,,40,53
164,2,2:51.0,,Boston full timeout,40,53
165,2,2:51.0,,A. Horford enters the game for J. Tatum,40,53
166,2,2:51.0,,J. Brown enters the game for T. Rozier,40,53
167,2,2:51.0,,M. Smart enters the game for S. Ojeleye,40,53
168,2,2:51.0,G. Temple enters the game for B. Hield,,40,53
169,2,2:51.0,Z. Randolph enters the game for V. Carter,,40,53
170,2,2:31.0,G. Temple misses 2-pt jump shot from 13 ft,,40,53
171,2,2:28.0,Offensive rebound by W. Cauley-Stein,,40,53
172,2,2:19.0,Z. Randolph misses 2-pt jump shot from 20 ft,,40,53
173,2,2:19.0,Offensive rebound by Team,,40,53
174,2,2:18.0,,Loose ball foul by J. Brown (drawn by B. Bogdanović),40,53
175,2,2:18.0,B. Bogdanović makes free throw 1 of 2,,41,53
176,2,2:18.0,B. Bogdanović makes free throw 2 of 2,,42,53
177,2,2:04.0,,A. Baynes makes 2-pt hook shot from 8 ft (assist by A. Horford),42,55
178,2,1:44.0,Turnover by G. Temple (bad pass; steal by M. Smart),,42,55
179,2,1:39.0,Violation by G. Hill (kicked ball),,42,55
180,2,1:32.0,,K. Irving misses 2-pt layup from 1 ft,42,55
181,2,1:31.0,Defensive rebound by Team,,42,55
182,2,1:20.0,Turnover by W. Cauley-Stein (bad pass),,42,55
183,2,1:10.0,,K. Irving misses 2-pt layup from 1 ft,42,55
184,2,1:09.0,,Offensive rebound by A. Baynes,42,55
185,2,1:09.0,,A. Baynes misses 2-pt layup at rim,42,55
186,2,1:08.0,Defensive rebound by Z. Randolph,,42,55
187,2,0:51.0,Z. Randolph makes 2-pt layup from 1 ft,,44,55
188,2,0:51.0,Shooting foul by A. Horford (drawn by Z. Randolph),,44,55
189,2,0:51.0,Z. Randolph makes free throw 1 of 1,,45,55
190,2,0:36.0,,A. Baynes misses 2-pt dunk from 1 ft (block by W. Cauley-Stein),45,55
191,2,0:36.0,,Offensive rebound by Team,45,55
192,2,0:30.0,,A. Horford makes 3-pt jump shot from 23 ft (assist by M. Smart),45,58
193,2,0:07.0,B. Bogdanović misses 2-pt layup from 2 ft,,45,58
194,2,0:05.0,,Defensive rebound by J. Brown,45,58
195,3,11:43.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,45,58
196,3,11:40.0,,Defensive rebound by J. Brown,45,58
197,3,11:31.0,,Offensive foul by A. Baynes (drawn by G. Temple),45,58
198,3,11:31.0,,Turnover by A. Baynes (offensive foul),45,58
199,3,11:12.0,Z. Randolph misses 2-pt jump shot from 19 ft,,45,58
200,3,11:07.0,,Defensive rebound by A. Baynes,45,58
201,3,11:02.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by A. Horford),45,61
202,3,10:44.0,Turnover by G. Hill (bad pass; steal by K. Irving),,45,61
203,3,10:38.0,,A. Horford makes 2-pt dunk from 1 ft (assist by K. Irving),45,63
204,3,10:17.0,Z. Randolph makes 2-pt jump shot from 13 ft,,47,63
205,3,10:00.0,,K. Irving makes 3-pt jump shot from 26 ft,47,66
206,3,9:47.0,G. Hill makes 3-pt jump shot from 25 ft (assist by G. Temple),,50,66
207,3,9:33.0,,Shooting foul by G. Hill (drawn by J. Brown),50,66
208,3,9:33.0,,J. Brown misses free throw 1 of 2,50,66
209,3,9:33.0,,Offensive rebound by Team,50,66
210,3,9:33.0,,J. Brown makes free throw 2 of 2,50,67
211,3,9:09.0,B. Bogdanović makes 2-pt jump shot from 18 ft,,52,67
212,3,8:41.0,,J. Brown makes 3-pt jump shot from 24 ft (assist by A. Horford),52,70
213,3,8:17.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,52,70
214,3,8:15.0,Offensive rebound by Team,,52,70
215,3,8:15.0,,Loose ball foul by A. Baynes (drawn by W. Cauley-Stein),52,70
216,3,8:00.0,W. Cauley-Stein misses 2-pt layup from 2 ft (block by A. Horford),,52,70
217,3,7:58.0,,Defensive rebound by A. Baynes,52,70
218,3,7:50.0,,J. Tatum misses 2-pt jump shot from 8 ft,52,70
219,3,7:50.0,Defensive rebound by Team,,52,70
220,3,7:35.0,G. Hill misses 2-pt jump shot from 13 ft,,52,70
221,3,7:31.0,,Defensive rebound by A. Baynes,52,70
222,3,7:26.0,,K. Irving misses 2-pt layup from 3 ft (block by Z. Randolph),52,70
223,3,7:26.0,Defensive rebound by G. Temple,,52,70
224,3,7:12.0,Z. Randolph makes 2-pt hook shot from 2 ft (assist by W. Cauley-Stein),,54,70
225,3,6:59.0,,K. Irving misses 3-pt jump shot from 26 ft,54,70
226,3,6:55.0,Defensive rebound by Z. Randolph,,54,70
227,3,6:37.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,54,70
228,3,6:34.0,,Defensive rebound by A. Horford,54,70
229,3,6:28.0,,Turnover by A. Horford (bad pass),54,70
230,3,6:28.0,,Boston full timeout,54,70
231,3,6:18.0,Personal foul by J. Brown (drawn by G. Temple),,54,70
232,3,6:13.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,54,70
233,3,6:10.0,Offensive rebound by Team,,54,70
234,3,6:04.0,Offensive foul by W. Cauley-Stein (drawn by J. Tatum),,54,70
235,3,6:04.0,Turnover by W. Cauley-Stein (offensive foul),,54,70
236,3,5:39.0,,J. Brown misses 3-pt jump shot from 26 ft (block by B. Bogdanović),54,70
237,3,5:39.0,,Offensive rebound by Team,54,70
238,3,5:39.0,,Turnover by Team (shot clock),54,70
239,3,5:39.0,B. Hield enters the game for B. Bogdanović,,54,70
240,3,5:39.0,K. Koufos enters the game for W. Cauley-Stein,,54,70
241,3,5:25.0,B. Hield misses 3-pt jump shot from 26 ft,,54,70
242,3,5:22.0,,Defensive rebound by J. Brown,54,70
243,3,5:11.0,,Personal foul by G. Temple (drawn by J. Tatum),54,70
244,3,5:11.0,,M. Smart enters the game for J. Tatum,54,70
245,3,4:59.0,,A. Horford makes 2-pt hook shot from 4 ft,54,72
246,3,4:42.0,G. Hill misses 2-pt layup from 8 ft,,54,72
247,3,4:37.0,Offensive rebound by Z. Randolph,,54,72
248,3,4:37.0,Z. Randolph misses 2-pt layup at rim,,54,72
249,3,4:37.0,Offensive rebound by Z. Randolph,,54,72
250,3,4:34.0,Z. Randolph misses 2-pt layup at rim,,54,72
251,3,4:34.0,,Defensive rebound by A. Horford,54,72
252,3,4:31.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by A. Horford),54,75
253,3,4:13.0,B. Hield misses 2-pt jump shot from 8 ft,,54,75
254,3,4:13.0,,Defensive rebound by A. Baynes,54,75
255,3,4:05.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by K. Irving),54,78
256,3,4:04.0,Sacramento full timeout,,54,78
257,3,4:04.0,D. Fox enters the game for G. Hill,,54,78
258,3,4:04.0,S. Labissière enters the game for Z. Randolph,,54,78
259,3,3:52.0,D. Fox misses 2-pt jump shot from 12 ft,,54,78
260,3,3:49.0,,Defensive rebound by A. Horford,54,78
261,3,3:34.0,,A. Horford misses 3-pt jump shot from 26 ft,54,78
262,3,3:31.0,Defensive rebound by B. Hield,,54,78
263,3,3:11.0,Turnover by B. Hield (bad pass; steal by K. Irving),,54,78
264,3,3:07.0,,K. Irving makes 2-pt layup from 1 ft,54,80
265,3,2:50.0,S. Labissière makes 2-pt dunk at rim,,56,80
266,3,2:29.0,,K. Irving makes 2-pt jump shot from 21 ft (assist by A. Baynes),56,82
267,3,2:23.0,Turnover by D. Fox (bad pass; steal by K. Irving),,56,82
268,3,2:19.0,,Turnover by A. Horford (lost ball; steal by K. Koufos),56,82
269,3,2:10.0,Personal foul by M. Smart (drawn by D. Fox),,56,82
270,3,2:10.0,,T. Rozier enters the game for J. Brown,56,82
271,3,2:10.0,,D. Theis enters the game for A. Baynes,56,82
272,3,2:10.0,J. Jackson enters the game for G. Temple,,56,82
273,3,1:55.0,S. Labissière misses 2-pt jump shot from 9 ft,,56,82
274,3,1:52.0,,Defensive rebound by D. Theis,56,82
275,3,1:42.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by A. Horford),56,85
276,3,1:28.0,S. Labissière misses 2-pt jump shot from 6 ft,,56,85
277,3,1:26.0,,Defensive rebound by D. Theis,56,85
278,3,1:21.0,,K. Irving misses 3-pt jump shot from 28 ft,56,85
279,3,1:19.0,Defensive rebound by K. Koufos,,56,85
280,3,1:18.0,,S. Ojeleye enters the game for A. Horford,56,85
281,3,1:06.0,Turnover by B. Hield (bad pass; steal by T. Rozier),,56,85
282,3,1:04.0,,Shooting foul by D. Fox (drawn by T. Rozier),56,85
283,3,1:04.0,,T. Rozier makes free throw 1 of 2,56,86
284,3,1:04.0,,A. Nader enters the game for K. Irving,56,86
285,3,1:04.0,,T. Rozier makes free throw 2 of 2,56,87
286,3,0:59.0,Shooting foul by D. Theis (drawn by D. Fox),,56,87
287,3,0:59.0,D. Fox makes free throw 1 of 2,,57,87
288,3,0:59.0,D. Fox makes free throw 2 of 2,,58,87
289,3,0:35.0,,D. Theis makes 2-pt layup from 1 ft (assist by T. Rozier),58,89
290,3,0:25.0,J. Jackson makes 2-pt jump shot from 12 ft (assist by S. Labissière),,60,89
291,3,0:03.0,,M. Smart misses 2-pt jump shot from 9 ft,60,89
292,3,0:01.0,Defensive rebound by K. Koufos,,60,89
293,4,11:49.0,,Turnover by A. Nader (traveling),60,89
294,4,11:34.0,J. Jackson makes 2-pt jump shot from 18 ft (assist by D. Fox),,62,89
295,4,11:17.0,,Turnover by T. Rozier (lost ball; steal by D. Fox),62,89
296,4,11:14.0,B. Hield makes 2-pt layup at rim (assist by D. Fox),,64,89
297,4,11:14.0,Shooting foul by M. Smart (drawn by B. Hield),,64,89
298,4,11:14.0,B. Hield makes free throw 1 of 1,,65,89
299,4,10:57.0,,Turnover by A. Nader (lost ball; steal by S. Labissière),65,89
300,4,10:39.0,S. Labissière misses 3-pt jump shot from 27 ft,,65,89
301,4,10:37.0,,Defensive rebound by T. Rozier,65,89
302,4,10:28.0,,M. Smart misses 3-pt jump shot from 26 ft,65,89
303,4,10:25.0,Defensive rebound by B. Hield,,65,89
304,4,10:20.0,,Personal foul by B. Hield (drawn by T. Rozier),65,89
305,4,10:19.0,Turnover by B. Hield (lost ball; steal by T. Rozier),,65,89
306,4,10:03.0,,A. Nader misses 3-pt jump shot from 23 ft,65,89
307,4,10:00.0,Defensive rebound by Team,,65,89
308,4,10:00.0,,Loose ball foul by D. Theis (drawn by S. Labissière),65,89
309,4,9:49.0,D. Fox misses 2-pt jump shot from 19 ft,,65,89
310,4,9:49.0,,Defensive rebound by Team,65,89
311,4,9:49.0,Loose ball foul by K. Koufos (drawn by D. Theis),,65,89
312,4,9:36.0,,D. Theis makes 2-pt dunk from 1 ft (assist by M. Smart),65,91
313,4,9:21.0,J. Jackson misses 2-pt layup from 3 ft,,65,91
314,4,9:18.0,,Defensive rebound by T. Rozier,65,91
315,4,9:14.0,,S. Ojeleye misses 3-pt jump shot from 22 ft,65,91
316,4,9:14.0,Defensive rebound by B. Hield,,65,91
317,4,9:02.0,B. Hield makes 2-pt layup from 1 ft,,67,91
318,4,8:45.0,,M. Smart misses 2-pt jump shot from 14 ft,67,91
319,4,8:40.0,,Offensive rebound by M. Smart,67,91
320,4,8:39.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Smart),67,94
321,4,8:21.0,S. Labissière misses 2-pt jump shot from 5 ft,,67,94
322,4,8:18.0,,Defensive rebound by D. Theis,67,94
323,4,8:15.0,,Shooting foul by J. Jackson (drawn by S. Ojeleye),67,94
324,4,8:15.0,,S. Ojeleye makes free throw 1 of 2,67,95
325,4,8:15.0,,S. Larkin enters the game for M. Smart,67,95
326,4,8:15.0,M. Richardson enters the game for K. Koufos,,67,95
327,4,8:15.0,,S. Ojeleye makes free throw 2 of 2,67,96
328,4,7:56.0,B. Hield makes 3-pt jump shot from 25 ft (assist by S. Labissière),,70,96
329,4,7:34.0,,Turnover by A. Nader (lost ball; steal by B. Hield),70,96
330,4,7:30.0,B. Hield makes 2-pt layup from 1 ft (assist by J. Jackson),,72,96
331,4,7:08.0,,S. Ojeleye misses 3-pt jump shot from 22 ft,72,96
332,4,7:05.0,,Offensive rebound by S. Larkin,72,96
333,4,6:59.0,,Personal foul by B. Hield (drawn by S. Larkin),72,96
334,4,6:59.0,,Boston full timeout,72,96
335,4,6:59.0,,G. Yabusele enters the game for D. Theis,72,96
336,4,6:59.0,F. Mason enters the game for J. Jackson,,72,96
337,4,6:50.0,,T. Rozier misses 3-pt jump shot from 27 ft,72,96
338,4,6:47.0,Defensive rebound by D. Fox,,72,96
339,4,6:28.0,Personal foul by S. Larkin (drawn by S. Labissière),,72,96
340,4,6:22.0,S. Labissière makes 2-pt dunk at rim (assist by D. Fox),,74,96
341,4,6:08.0,,A. Nader makes 2-pt layup from 3 ft,74,98
342,4,5:56.0,F. Mason misses 2-pt jump shot from 8 ft,,74,98
343,4,5:55.0,,Defensive rebound by A. Nader,74,98
344,4,5:43.0,,G. Yabusele misses 3-pt jump shot from 26 ft,74,98
345,4,5:39.0,,Offensive rebound by S. Ojeleye,74,98
346,4,5:31.0,,G. Yabusele misses 2-pt layup from 1 ft,74,98
347,4,5:31.0,Defensive rebound by B. Hield,,74,98
348,4,5:18.0,M. Richardson makes 3-pt jump shot from 25 ft (assist by F. Mason),,77,98
349,4,5:03.0,,S. Larkin misses 3-pt jump shot from 28 ft,77,98
350,4,5:02.0,,Offensive rebound by G. Yabusele,77,98
351,4,4:54.0,,T. Rozier misses 3-pt jump shot from 25 ft,77,98
352,4,4:50.0,Defensive rebound by B. Hield,,77,98
353,4,4:42.0,B. Hield makes 2-pt layup from 2 ft,,79,98
354,4,4:28.0,,S. Ojeleye makes 3-pt jump shot from 26 ft (assist by T. Rozier),79,101
355,4,4:20.0,Sacramento full timeout,,79,101
356,4,4:20.0,,J. Tatum enters the game for T. Rozier,79,101
357,4,4:20.0,J. Jackson enters the game for B. Hield,,79,101
358,4,4:10.0,M. Richardson makes 2-pt layup at rim (assist by F. Mason),,81,101
359,4,4:10.0,Shooting foul by S. Ojeleye (drawn by M. Richardson),,81,101
360,4,4:10.0,M. Richardson makes free throw 1 of 1,,82,101
361,4,3:58.0,,J. Tatum misses 3-pt jump shot from 26 ft,82,101
362,4,3:56.0,Defensive rebound by D. Fox,,82,101
363,4,3:54.0,Turnover by D. Fox (lost ball; steal by A. Nader),,82,101
364,4,3:49.0,,G. Yabusele misses 3-pt jump shot from 22 ft,82,101
365,4,3:45.0,,Offensive rebound by G. Yabusele,82,101
366,4,3:43.0,,G. Yabusele makes 2-pt layup from 2 ft,82,103
367,4,3:29.0,M. Richardson misses 2-pt layup from 1 ft,,82,103
368,4,3:26.0,Offensive rebound by S. Labissière,,82,103
369,4,3:25.0,S. Labissière makes 2-pt dunk from 1 ft,,84,103
370,4,3:13.0,,S. Larkin misses 3-pt jump shot from 28 ft,84,103
371,4,3:11.0,,Offensive rebound by J. Tatum,84,103
372,4,2:54.0,,A. Nader makes 2-pt jump shot from 8 ft (assist by J. Tatum),84,105
373,4,2:35.0,F. Mason misses 2-pt layup from 1 ft,,84,105
374,4,2:33.0,,Defensive rebound by S. Larkin,84,105
375,4,2:20.0,,G. Yabusele makes 2-pt jump shot from 20 ft (assist by S. Larkin),84,107
376,4,2:10.0,D. Fox misses 2-pt layup from 1 ft (block by A. Nader),,84,107
377,4,2:09.0,Offensive rebound by Team,,84,107
378,4,2:09.0,Sacramento full timeout,,84,107
379,4,2:00.0,S. Labissière makes 2-pt dunk from 1 ft (assist by F. Mason),,86,107
380,4,1:44.0,,A. Nader misses 2-pt layup from 2 ft,86,107
