,QUARTER,TIME_REMAINING,UTAH_ACTION,BROOKLYN_ACTION,UTAH_SCORE,BROOKLYN_SCORE
47,1,4:41.0,,Defensive rebound by S. Dinwiddie,20,23
48,1,4:37.0,,Shooting foul by J. Ingles (drawn by R. Hollis-Jefferson),20,23
49,1,4:37.0,,R. Hollis-Jefferson misses free throw 1 of 2,20,23
50,1,4:37.0,,Offensive rebound by Team,20,23
51,1,4:37.0,,J. Harris enters the game for D. Carroll,20,23
52,1,4:37.0,R. Neto enters the game for D. Mitchell,,20,23
53,1,4:37.0,,R. Hollis-Jefferson makes free throw 2 of 2,20,24
54,1,4:28.0,A. Burks misses 2-pt jump shot from 18 ft,,20,24
55,1,4:24.0,Offensive rebound by A. Burks,,20,24
56,1,4:12.0,D. Favors misses 2-pt jump shot from 7 ft,,20,24
57,1,4:10.0,,Defensive rebound by C. LeVert,20,24
58,1,4:01.0,,Turnover by Q. Acy (bad pass),20,24
59,1,4:01.0,,T. Zeller enters the game for R. Hollis-Jefferson,20,24
60,1,3:52.0,Offensive foul by D. Favors (drawn by C. LeVert),,20,24
61,1,3:52.0,Turnover by D. Favors (offensive foul),,20,24
62,1,3:30.0,,C. LeVert makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),20,27
63,1,3:16.0,A. Burks misses 2-pt jump shot from 8 ft,,20,27
64,1,3:15.0,,Defensive rebound by Team,20,27
65,1,3:15.0,Loose ball foul by D. Favors (drawn by Q. Acy),,20,27
66,1,3:15.0,E. Udoh enters the game for D. Favors,,20,27
67,1,2:59.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,20,27
68,1,2:55.0,Defensive rebound by R. O'Neale,,20,27
69,1,2:50.0,Turnover by R. O'Neale (bad pass; steal by S. Dinwiddie),,20,27
70,1,2:47.0,,S. Dinwiddie makes 2-pt dunk at rim,20,29
71,1,2:32.0,A. Burks misses 3-pt jump shot from 24 ft,,20,29
72,1,2:29.0,,Defensive rebound by Q. Acy,20,29
73,1,2:19.0,,T. Zeller makes 2-pt layup from 1 ft (assist by S. Dinwiddie),20,31
74,1,2:03.0,R. Neto makes 2-pt jump shot from 8 ft,,22,31
75,1,2:02.0,,Brooklyn full timeout,22,31
76,1,2:02.0,,I. Whitehead enters the game for S. Dinwiddie,22,31
77,1,2:02.0,R. Hood enters the game for J. Ingles,,22,31
78,1,1:43.0,,J. Harris makes 3-pt jump shot from 22 ft (assist by T. Zeller),22,34
79,1,1:27.0,Personal foul by I. Whitehead (drawn by R. Neto),,22,34
80,1,1:20.0,R. Neto misses 2-pt jump shot from 7 ft (block by T. Zeller),,22,34
81,1,1:15.0,,Defensive rebound by C. LeVert,22,34
82,1,1:01.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by I. Whitehead),22,37
83,1,0:49.0,R. Neto makes 3-pt jump shot from 24 ft,,25,37
84,1,0:41.0,,J. Harris misses 3-pt jump shot from 25 ft,25,37
85,1,0:37.0,,Offensive rebound by Team,25,37
86,1,0:34.0,,I. Whitehead makes 2-pt jump shot from 8 ft (assist by C. LeVert),25,39
87,1,0:23.0,R. Hood misses 2-pt jump shot from 9 ft,,25,39
88,1,0:21.0,,Defensive rebound by I. Whitehead,25,39
89,1,0:04.0,,Personal foul by E. Udoh (drawn by C. LeVert),25,39
90,1,0:01.0,,C. LeVert misses 3-pt jump shot from 22 ft,25,39
91,1,0:01.0,Defensive rebound by R. Neto,,25,39
92,2,11:39.0,Shooting foul by I. Whitehead (drawn by R. Neto),,25,39
93,2,11:39.0,R. Neto misses free throw 1 of 2,,25,39
94,2,11:39.0,Offensive rebound by Team,,25,39
95,2,11:39.0,R. Neto misses free throw 2 of 2,,25,39
96,2,11:37.0,,Defensive rebound by T. Zeller,25,39
97,2,11:30.0,,I. Whitehead makes 2-pt layup from 3 ft,25,41
98,2,11:16.0,R. Hood makes 2-pt jump shot from 8 ft,,27,41
99,2,10:53.0,,C. LeVert misses 2-pt layup from 3 ft,27,41
100,2,10:49.0,Defensive rebound by R. Neto,,27,41
101,2,10:46.0,,Offensive charge foul by R. Hood (drawn by T. Zeller),27,41
102,2,10:46.0,Turnover by R. Hood (offensive foul),,27,41
103,2,10:29.0,,T. Booker makes 2-pt layup at rim (assist by I. Whitehead),27,43
104,2,10:16.0,Shooting foul by J. Harris (drawn by A. Burks),,27,43
105,2,10:16.0,A. Burks makes free throw 1 of 2,,28,43
106,2,10:16.0,D. Mitchell enters the game for R. Neto,,28,43
107,2,10:16.0,A. Burks makes free throw 2 of 2,,29,43
108,2,9:59.0,,Personal foul by J. Jerebko (drawn by T. Booker),29,43
109,2,9:50.0,,Turnover by I. Whitehead (traveling),29,43
110,2,9:31.0,D. Mitchell misses 2-pt layup from 1 ft,,29,43
111,2,9:30.0,Offensive rebound by E. Udoh,,29,43
112,2,9:30.0,Turnover by E. Udoh (bad pass; steal by J. Harris),,29,43
113,2,9:26.0,,Personal foul by A. Burks (drawn by C. LeVert),29,43
114,2,9:12.0,,Turnover by T. Booker (bad pass; steal by A. Burks),29,43
115,2,9:08.0,A. Burks makes 2-pt layup at rim,,31,43
116,2,8:55.0,Offensive charge foul by J. Harris (drawn by J. Jerebko),,31,43
117,2,8:55.0,,Turnover by J. Harris (offensive foul),31,43
118,2,8:55.0,,A. Crabbe enters the game for I. Whitehead,31,43
119,2,8:55.0,,Q. Acy enters the game for T. Zeller,31,43
120,2,8:47.0,Turnover by D. Mitchell (out of bounds lost ball),,31,43
121,2,8:35.0,R. Neto enters the game for A. Burks,,31,43
122,2,8:24.0,,T. Booker makes 2-pt layup at rim (assist by A. Crabbe),31,45
123,2,8:07.0,Offensive foul by R. Hood (drawn by J. Harris),,31,45
124,2,8:07.0,Turnover by R. Hood (offensive foul),,31,45
125,2,7:57.0,,A. Crabbe misses 3-pt jump shot from 26 ft,31,45
126,2,7:55.0,Defensive rebound by Team,,31,45
127,2,7:42.0,R. Hood misses 3-pt jump shot from 24 ft,,31,45
128,2,7:40.0,,Defensive rebound by T. Booker,31,45
129,2,7:33.0,,Q. Acy makes 3-pt jump shot from 24 ft (assist by T. Booker),31,48
130,2,7:25.0,E. Udoh misses 2-pt layup at rim (block by Q. Acy),,31,48
131,2,7:24.0,,Defensive rebound by J. Harris,31,48
132,2,7:18.0,,T. Booker makes 2-pt layup at rim (assist by J. Harris),31,50
133,2,7:18.0,Utah full timeout,,31,50
134,2,7:18.0,,D. Carroll enters the game for J. Harris,31,50
135,2,7:18.0,R. O'Neale enters the game for R. Hood,,31,50
136,2,7:18.0,D. Favors enters the game for E. Udoh,,31,50
137,2,7:18.0,J. Ingles enters the game for R. Neto,,31,50
138,2,7:05.0,D. Mitchell makes 2-pt jump shot from 18 ft,,33,50
139,2,6:51.0,,A. Crabbe misses 3-pt jump shot from 25 ft,33,50
140,2,6:49.0,Defensive rebound by R. O'Neale,,33,50
141,2,6:40.0,D. Favors makes 2-pt jump shot from 16 ft (assist by J. Ingles),,35,50
142,2,6:17.0,,C. LeVert makes 2-pt jump shot from 19 ft (assist by T. Booker),35,52
143,2,6:02.0,D. Mitchell misses 2-pt jump shot from 6 ft,,35,52
144,2,6:00.0,,Defensive rebound by C. LeVert,35,52
145,2,5:41.0,,A. Crabbe makes 2-pt layup from 2 ft,35,54
146,2,5:24.0,D. Favors misses 2-pt jump shot from 14 ft,,35,54
147,2,5:21.0,Offensive rebound by D. Mitchell,,35,54
148,2,5:21.0,D. Mitchell makes 2-pt jump shot from 5 ft,,37,54
149,2,5:21.0,Shooting foul by A. Crabbe (drawn by D. Mitchell),,37,54
150,2,5:21.0,,S. Dinwiddie enters the game for C. LeVert,37,54
151,2,5:21.0,,R. Hollis-Jefferson enters the game for T. Booker,37,54
152,2,5:21.0,R. Hood enters the game for J. Jerebko,,37,54
153,2,5:21.0,D. Mitchell makes free throw 1 of 1,,38,54
154,2,5:06.0,,Turnover by D. Carroll (lost ball; steal by R. O'Neale),38,54
155,2,5:01.0,R. Hood misses 3-pt jump shot from 22 ft,,38,54
156,2,4:57.0,,Defensive rebound by S. Dinwiddie,38,54
157,2,4:51.0,,A. Crabbe misses 2-pt layup from 1 ft,38,54
158,2,4:51.0,Defensive rebound by R. O'Neale,,38,54
159,2,4:39.0,R. O'Neale misses 2-pt jump shot from 8 ft,,38,54
160,2,4:36.0,Offensive rebound by R. O'Neale,,38,54
161,2,4:34.0,D. Mitchell misses 3-pt jump shot from 25 ft,,38,54
162,2,4:34.0,,Defensive rebound by Q. Acy,38,54
163,2,4:15.0,,D. Carroll misses 2-pt jump shot from 9 ft,38,54
164,2,4:15.0,Defensive rebound by R. O'Neale,,38,54
165,2,4:05.0,R. Hood makes 2-pt layup from 3 ft (assist by J. Ingles),,40,54
166,2,4:04.0,,Brooklyn full timeout,40,54
167,2,4:04.0,,T. Zeller enters the game for Q. Acy,40,54
168,2,4:04.0,A. Burks enters the game for R. O'Neale,,40,54
169,2,3:49.0,,A. Crabbe makes 2-pt jump shot from 20 ft (assist by R. Hollis-Jefferson),40,56
170,2,3:31.0,Personal foul by R. Hollis-Jefferson (drawn by J. Ingles),,40,56
171,2,3:21.0,R. Hood makes 2-pt jump shot from 13 ft (assist by D. Favors),,42,56
172,2,3:03.0,,R. Hollis-Jefferson misses 2-pt jump shot from 9 ft,42,56
173,2,2:57.0,,Offensive rebound by T. Zeller,42,56
174,2,2:57.0,,T. Zeller makes 2-pt layup at rim,42,58
175,2,2:49.0,D. Favors misses 2-pt jump shot from 18 ft,,42,58
176,2,2:47.0,,Defensive rebound by R. Hollis-Jefferson,42,58
177,2,2:39.0,,D. Carroll misses 3-pt jump shot from 24 ft,42,58
178,2,2:39.0,Defensive rebound by A. Burks,,42,58
179,2,2:23.0,Turnover by D. Mitchell (step out of bounds),,42,58
180,2,2:03.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by D. Mitchell),42,58
181,2,2:01.0,Defensive rebound by D. Mitchell,,42,58
182,2,1:56.0,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),,44,58
183,2,1:47.0,,R. Hollis-Jefferson misses 2-pt jump shot from 8 ft (block by A. Burks),44,58
184,2,1:44.0,Defensive rebound by J. Ingles,,44,58
185,2,1:39.0,Shooting foul by T. Zeller (drawn by D. Favors),,44,58
186,2,1:39.0,D. Favors makes free throw 1 of 2,,45,58
187,2,1:39.0,,Q. Acy enters the game for R. Hollis-Jefferson,45,58
188,2,1:39.0,D. Favors makes free throw 2 of 2,,46,58
189,2,1:23.0,,Offensive foul by T. Zeller (drawn by R. Hood),46,58
190,2,1:23.0,,Turnover by T. Zeller (offensive foul),46,58
191,2,1:23.0,,J. Harris enters the game for T. Zeller,46,58
192,2,1:06.0,Turnover by D. Favors (out of bounds lost ball),,46,58
193,2,0:54.0,,A. Crabbe misses 3-pt jump shot from 24 ft,46,58
194,2,0:52.0,,Offensive rebound by Team,46,58
195,2,0:52.0,E. Udoh enters the game for R. Hood,,46,58
196,2,0:52.0,R. O'Neale enters the game for D. Favors,,46,58
197,2,0:43.0,,Q. Acy makes 2-pt dunk at rim (assist by A. Crabbe),46,60
198,2,0:33.0,D. Mitchell misses 3-pt jump shot from 26 ft,,46,60
199,2,0:31.0,,Defensive rebound by J. Harris,46,60
200,2,0:21.0,,S. Dinwiddie makes 2-pt jump shot from 8 ft,46,62
201,2,0:05.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,49,62
202,2,0:01.0,,S. Dinwiddie makes 3-pt jump shot from 35 ft,49,65
203,3,11:48.0,D. Favors makes 2-pt dunk at rim (assist by D. Mitchell),,51,65
204,3,11:34.0,,S. Dinwiddie makes 3-pt jump shot from 24 ft,51,68
205,3,11:29.0,Personal foul by S. Dinwiddie (drawn by D. Favors),,51,68
206,3,11:22.0,D. Mitchell misses 2-pt layup from 2 ft,,51,68
207,3,11:20.0,,Defensive rebound by T. Booker,51,68
208,3,11:15.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),51,71
209,3,10:55.0,A. Burks misses 2-pt layup from 1 ft,,51,71
210,3,10:52.0,,Defensive rebound by R. Hollis-Jefferson,51,71
211,3,10:38.0,,T. Booker makes 2-pt hook shot from 5 ft,51,73
212,3,10:22.0,A. Burks misses 3-pt jump shot from 25 ft,,51,73
213,3,10:19.0,,Defensive rebound by A. Crabbe,51,73
214,3,10:15.0,,D. Carroll misses 2-pt layup from 5 ft (block by J. Ingles),51,73
215,3,10:11.0,Defensive rebound by J. Ingles,,51,73
216,3,9:59.0,D. Favors makes 2-pt hook shot from 5 ft,,53,73
217,3,9:43.0,,Turnover by T. Booker (bad pass),53,73
218,3,9:28.0,Turnover by J. Ingles (bad pass; steal by D. Carroll),,53,73
219,3,9:09.0,,T. Booker misses 3-pt jump shot from 25 ft,53,73
220,3,9:05.0,Defensive rebound by A. Burks,,53,73
221,3,8:58.0,A. Burks misses 2-pt layup from 2 ft,,53,73
222,3,8:53.0,,Defensive rebound by A. Crabbe,53,73
223,3,8:45.0,,T. Booker misses 2-pt layup from 2 ft,53,73
224,3,8:42.0,Defensive rebound by D. Mitchell,,53,73
225,3,8:39.0,J. Ingles makes 3-pt jump shot from 22 ft (assist by D. Mitchell),,56,73
226,3,8:21.0,,R. Hollis-Jefferson misses 2-pt jump shot from 19 ft,56,73
227,3,8:18.0,Defensive rebound by A. Burks,,56,73
228,3,8:15.0,R. Hood makes 2-pt layup from 1 ft (assist by A. Burks),,58,73
229,3,8:14.0,,Brooklyn full timeout,58,73
230,3,8:14.0,,T. Zeller enters the game for R. Hollis-Jefferson,58,73
231,3,7:57.0,,Turnover by T. Zeller (traveling),58,73
232,3,7:50.0,J. Ingles makes 3-pt jump shot from 24 ft,,61,73
233,3,7:27.0,,D. Carroll misses 3-pt jump shot from 25 ft,61,73
234,3,7:25.0,,Offensive rebound by T. Zeller,61,73
235,3,7:10.0,,T. Booker makes 2-pt jump shot from 7 ft (assist by S. Dinwiddie),61,75
236,3,6:57.0,D. Favors misses 2-pt layup at rim,,61,75
237,3,6:55.0,,Defensive rebound by T. Zeller,61,75
238,3,6:50.0,,D. Carroll misses 2-pt layup from 1 ft,61,75
239,3,6:47.0,Defensive rebound by D. Favors,,61,75
240,3,6:39.0,Turnover by A. Burks (lost ball; steal by T. Zeller),,61,75
241,3,6:36.0,,Shooting foul by J. Ingles (drawn by D. Carroll),61,75
242,3,6:36.0,,D. Carroll makes free throw 1 of 2,61,76
243,3,6:36.0,R. O'Neale enters the game for A. Burks,,61,76
244,3,6:36.0,,D. Carroll makes free throw 2 of 2,61,77
245,3,6:26.0,Turnover by D. Favors (out of bounds lost ball),,61,77
246,3,6:13.0,,A. Crabbe misses 2-pt jump shot from 22 ft,61,77
247,3,6:12.0,Defensive rebound by Team,,61,77
248,3,6:00.0,R. Hood misses 2-pt jump shot from 10 ft,,61,77
249,3,5:57.0,,Defensive rebound by T. Booker,61,77
250,3,5:46.0,,D. Carroll makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),61,80
251,3,5:35.0,D. Favors makes 2-pt dunk at rim (assist by D. Mitchell),,63,80
252,3,5:15.0,,T. Zeller misses 2-pt jump shot from 18 ft,63,80
253,3,5:13.0,Defensive rebound by R. O'Neale,,63,80
254,3,5:09.0,R. Hood misses 3-pt jump shot from 25 ft,,63,80
255,3,5:04.0,,Defensive rebound by S. Dinwiddie,63,80
256,3,4:58.0,,Turnover by D. Carroll (bad pass; steal by D. Mitchell),63,80
257,3,4:52.0,Turnover by J. Ingles (bad pass; steal by S. Dinwiddie),,63,80
258,3,4:52.0,,Technical foul by D. Carroll,63,80
259,3,4:52.0,D. Mitchell makes technical free throw,,64,80
260,3,4:52.0,J. Jerebko enters the game for D. Mitchell,,64,80
261,3,4:52.0,,J. Harris enters the game for T. Booker,64,80
262,3,4:52.0,,Q. Acy enters the game for D. Carroll,64,80
263,3,4:39.0,,Q. Acy misses 2-pt jump shot from 7 ft,64,80
264,3,4:36.0,,Offensive rebound by Team,64,80
265,3,4:36.0,D. Mitchell enters the game for J. Ingles,,64,80
266,3,4:20.0,,J. Harris misses 3-pt jump shot from 24 ft,64,80
267,3,4:18.0,Defensive rebound by Team,,64,80
268,3,4:04.0,R. Hood misses 2-pt jump shot from 13 ft,,64,80
269,3,4:00.0,Offensive rebound by D. Favors,,64,80
270,3,3:53.0,D. Mitchell makes 2-pt layup from 4 ft,,66,80
271,3,3:39.0,,Q. Acy misses 2-pt layup from 2 ft,66,80
272,3,3:36.0,Defensive rebound by D. Favors,,66,80
273,3,3:30.0,R. Hood makes 3-pt jump shot from 24 ft (assist by J. Jerebko),,69,80
274,3,3:07.0,,S. Dinwiddie makes 3-pt jump shot from 24 ft,69,83
275,3,2:52.0,D. Mitchell misses 3-pt jump shot from 24 ft,,69,83
276,3,2:47.0,,Defensive rebound by A. Crabbe,69,83
277,3,2:40.0,,A. Crabbe misses 3-pt jump shot from 25 ft,69,83
278,3,2:38.0,Defensive rebound by D. Favors,,69,83
279,3,2:26.0,D. Favors misses 2-pt jump shot from 14 ft,,69,83
280,3,2:23.0,,Defensive rebound by J. Harris,69,83
281,3,2:12.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,69,83
282,3,2:11.0,Defensive rebound by Team,,69,83
283,3,2:11.0,,Loose ball foul by Q. Acy (drawn by J. Jerebko),69,83
284,3,2:11.0,Utah full timeout,,69,83
285,3,2:11.0,,C. LeVert enters the game for S. Dinwiddie,69,83
286,3,2:11.0,,I. Whitehead enters the game for A. Crabbe,69,83
287,3,2:11.0,E. Udoh enters the game for D. Favors,,69,83
288,3,2:11.0,R. Neto enters the game for D. Mitchell,,69,83
289,3,2:03.0,R. Neto makes 2-pt layup at rim,,71,83
290,3,1:48.0,,J. Harris makes 2-pt layup at rim,71,85
291,3,1:27.0,R. Hood misses 2-pt jump shot from 10 ft,,71,85
292,3,1:26.0,Offensive rebound by R. Hood,,71,85
293,3,1:26.0,Shooting foul by J. Harris (drawn by R. Hood),,71,85
294,3,1:26.0,R. Hood misses free throw 1 of 2,,71,85
295,3,1:26.0,Offensive rebound by Team,,71,85
296,3,1:26.0,R. Hood makes free throw 2 of 2,,72,85
297,3,1:14.0,,Shooting foul by E. Udoh (drawn by Q. Acy),72,85
298,3,1:14.0,,Q. Acy makes free throw 1 of 2,72,86
299,3,1:14.0,,Q. Acy makes free throw 2 of 2,72,87
300,3,1:02.0,R. Neto makes 3-pt jump shot from 25 ft (assist by R. Hood),,75,87
301,3,0:53.0,,Turnover by I. Whitehead (lost ball; steal by R. Neto),75,87
302,3,0:50.0,R. O'Neale makes 2-pt dunk at rim (assist by R. Hood),,77,87
303,3,0:37.0,,C. LeVert misses 2-pt jump shot from 7 ft (block by E. Udoh),77,87
304,3,0:36.0,,Offensive rebound by Team,77,87
305,3,0:33.0,,Personal foul by E. Udoh (drawn by T. Zeller),77,87
306,3,0:33.0,,T. Zeller makes free throw 1 of 2,77,88
307,3,0:33.0,,T. Zeller makes free throw 2 of 2,77,89
308,3,0:20.0,R. Neto misses 2-pt layup from 4 ft,,77,89
309,3,0:17.0,Offensive rebound by R. Neto,,77,89
310,3,0:15.0,J. Jerebko makes 3-pt jump shot from 22 ft (assist by R. Neto),,80,89
311,3,0:01.0,,Turnover by I. Whitehead (lost ball; steal by E. Udoh),80,89
312,4,11:39.0,,Shooting foul by J. Jerebko (drawn by T. Zeller),80,89
313,4,11:39.0,,T. Zeller misses free throw 1 of 2,80,89
314,4,11:39.0,,Offensive rebound by Team,80,89
315,4,11:39.0,,T. Zeller makes free throw 2 of 2,80,90
316,4,11:25.0,Shooting foul by J. Harris (drawn by R. O'Neale),,80,90
317,4,11:25.0,R. O'Neale misses free throw 1 of 2,,80,90
318,4,11:25.0,Offensive rebound by Team,,80,90
319,4,11:25.0,J. Ingles enters the game for J. Jerebko,,80,90
320,4,11:25.0,R. O'Neale misses free throw 2 of 2,,80,90
321,4,11:23.0,,Defensive rebound by R. Hollis-Jefferson,80,90
322,4,11:11.0,,S. Dinwiddie makes 2-pt jump shot from 8 ft,80,92
323,4,11:11.0,,Shooting foul by R. O'Neale (drawn by S. Dinwiddie),80,92
324,4,11:11.0,D. Mitchell enters the game for R. O'Neale,,80,92
325,4,11:11.0,A. Burks enters the game for R. Hood,,80,92
326,4,11:11.0,,S. Dinwiddie makes free throw 1 of 1,80,93
327,4,10:59.0,R. Neto misses 3-pt jump shot from 21 ft,,80,93
328,4,10:56.0,,Defensive rebound by R. Hollis-Jefferson,80,93
329,4,10:42.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,80,93
330,4,10:39.0,Defensive rebound by D. Mitchell,,80,93
331,4,10:33.0,A. Burks makes 2-pt layup from 3 ft (assist by D. Mitchell),,82,93
332,4,10:14.0,,C. LeVert misses 2-pt jump shot from 6 ft (block by R. Neto),82,93
333,4,10:12.0,Defensive rebound by A. Burks,,82,93
334,4,10:08.0,A. Burks misses 2-pt layup from 2 ft,,82,93
335,4,10:08.0,,Defensive rebound by S. Dinwiddie,82,93
336,4,10:01.0,,C. LeVert misses 2-pt jump shot from 7 ft,82,93
337,4,10:01.0,Defensive rebound by J. Ingles,,82,93
338,4,9:59.0,Personal foul by C. LeVert (drawn by J. Ingles),,82,93
339,4,9:59.0,D. Favors enters the game for E. Udoh,,82,93
340,4,9:45.0,D. Mitchell misses 2-pt layup from 2 ft,,82,93
341,4,9:41.0,,Defensive rebound by T. Zeller,82,93
342,4,9:36.0,,J. Harris misses 3-pt jump shot from 24 ft,82,93
343,4,9:35.0,Defensive rebound by A. Burks,,82,93
344,4,9:35.0,Personal take foul by S. Dinwiddie (drawn by A. Burks),,82,93
345,4,9:35.0,,T. Booker enters the game for T. Zeller,82,93
346,4,9:35.0,E. Udoh enters the game for D. Favors,,82,93
347,4,9:18.0,R. Neto misses 3-pt jump shot from 22 ft,,82,93
348,4,9:15.0,,Defensive rebound by S. Dinwiddie,82,93
349,4,9:11.0,,Shooting foul by J. Ingles (drawn by R. Hollis-Jefferson),82,93
350,4,9:11.0,,R. Hollis-Jefferson makes free throw 1 of 2,82,94
351,4,9:11.0,,R. Hollis-Jefferson makes free throw 2 of 2,82,95
352,4,8:59.0,A. Burks makes 2-pt jump shot from 17 ft (assist by E. Udoh),,84,95
353,4,8:48.0,,C. LeVert misses 3-pt jump shot from 24 ft,84,95
354,4,8:48.0,,Offensive rebound by T. Booker,84,95
355,4,8:42.0,,J. Harris misses 3-pt jump shot from 22 ft,84,95
356,4,8:40.0,Defensive rebound by D. Mitchell,,84,95
357,4,8:35.0,Turnover by R. Neto (bad pass; steal by J. Harris),,84,95
358,4,8:32.0,,C. LeVert makes 2-pt dunk at rim (assist by S. Dinwiddie),84,97
359,4,8:19.0,A. Burks misses 3-pt jump shot from 24 ft,,84,97
360,4,8:16.0,Offensive rebound by D. Mitchell,,84,97
361,4,8:14.0,R. Neto makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,87,97
362,4,8:14.0,,Brooklyn full timeout,87,97
363,4,8:14.0,,D. Carroll enters the game for S. Dinwiddie,87,97
364,4,8:14.0,R. Hood enters the game for R. Neto,,87,97
365,4,8:14.0,D. Favors enters the game for E. Udoh,,87,97
366,4,7:58.0,,C. LeVert misses 3-pt jump shot from 24 ft,87,97
367,4,7:56.0,Defensive rebound by Team,,87,97
368,4,7:56.0,,Loose ball foul by D. Carroll (drawn by J. Ingles),87,97
369,4,7:40.0,D. Favors misses 2-pt jump shot from 15 ft,,87,97
370,4,7:36.0,,Defensive rebound by C. LeVert,87,97
371,4,7:20.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by J. Harris),87,99
372,4,7:10.0,Turnover by D. Mitchell (lost ball; steal by R. Hollis-Jefferson),,87,99
373,4,7:05.0,,D. Carroll makes 3-pt jump shot from 22 ft (assist by C. LeVert),87,102
374,4,6:43.0,R. Hood makes 2-pt layup from 1 ft,,89,102
375,4,6:20.0,,Shooting foul by D. Favors (drawn by D. Carroll),89,102
