,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MINNESOTA_ACTION,MEMPHIS_SCORE,MINNESOTA_SCORE
55,1,5:21.0,,G. Dieng misses 2-pt jump shot from 21 ft,11,9
56,1,5:18.0,Defensive rebound by C. Parsons,,11,9
57,1,5:12.0,M. Gasol misses 3-pt jump shot from 27 ft,,11,9
58,1,5:11.0,,Defensive rebound by A. Wiggins,11,9
59,1,4:57.0,,N. Bjelica misses 2-pt layup from 1 ft,11,9
60,1,4:57.0,Defensive rebound by J. Green,,11,9
61,1,4:49.0,Turnover by A. Harrison (lost ball; steal by J. Teague),,11,9
62,1,4:38.0,,T. Gibson makes 2-pt dunk from 2 ft (assist by N. Bjelica),11,11
63,1,4:18.0,J. Green makes 3-pt jump shot from 22 ft (assist by W. Selden),,14,11
64,1,4:03.0,,J. Teague makes 3-pt jump shot from 24 ft,14,14
65,1,3:42.0,M. Gasol makes 2-pt jump shot from 21 ft (assist by A. Harrison),,16,14
66,1,3:31.0,,T. Gibson misses 2-pt layup from 2 ft,16,14
67,1,3:28.0,Defensive rebound by J. Green,,16,14
68,1,3:19.0,M. Gasol makes 2-pt layup from 1 ft (assist by W. Selden),,18,14
69,1,3:11.0,,Minnesota full timeout,18,14
70,1,3:11.0,,J. Crawford enters the game for N. Bjelica,18,14
71,1,3:11.0,J. Martin enters the game for J. Green,,18,14
72,1,3:11.0,M. Chalmers enters the game for A. Harrison,,18,14
73,1,3:11.0,D. Davis enters the game for M. Gasol,,18,14
74,1,2:54.0,,J. Teague makes 2-pt jump shot from 13 ft,18,16
75,1,2:41.0,D. Davis makes 2-pt layup at rim (assist by C. Parsons),,20,16
76,1,2:34.0,,J. Teague makes 2-pt layup from 1 ft,20,18
77,1,2:22.0,D. Davis makes 2-pt dunk at rim (assist by C. Parsons),,22,18
78,1,2:03.0,,G. Dieng misses 3-pt jump shot from 23 ft,22,18
79,1,2:01.0,Defensive rebound by C. Parsons,,22,18
80,1,1:53.0,M. Chalmers misses 3-pt jump shot from 25 ft,,22,18
81,1,1:49.0,,Defensive rebound by T. Gibson,22,18
82,1,1:45.0,,Shooting foul by J. Martin (drawn by J. Teague),22,18
83,1,1:45.0,,J. Teague makes free throw 1 of 2,22,19
84,1,1:45.0,B. McLemore enters the game for C. Parsons,,22,19
85,1,1:45.0,,J. Teague makes free throw 2 of 2,22,20
86,1,1:28.0,Turnover by W. Selden (bad pass; steal by T. Gibson),,22,20
87,1,1:18.0,,G. Dieng misses 2-pt jump shot from 21 ft,22,20
88,1,1:15.0,Defensive rebound by M. Chalmers,,22,20
89,1,1:10.0,B. McLemore misses 3-pt jump shot from 25 ft,,22,20
90,1,1:08.0,Offensive rebound by M. Chalmers,,22,20
91,1,1:06.0,Turnover by M. Chalmers (bad pass; steal by A. Wiggins),,22,20
92,1,0:59.0,,J. Crawford misses 2-pt layup from 5 ft,22,20
93,1,0:57.0,Defensive rebound by W. Selden,,22,20
94,1,0:49.0,J. Martin misses 2-pt layup from 1 ft (block by T. Gibson),,22,20
95,1,0:49.0,Offensive rebound by Team,,22,20
96,1,0:48.0,,T. Jones enters the game for J. Teague,22,20
97,1,0:47.0,Shooting foul by J. Crawford (drawn by M. Chalmers),,22,20
98,1,0:47.0,M. Chalmers makes free throw 1 of 2,,23,20
99,1,0:47.0,J. Green enters the game for J. Martin,,23,20
100,1,0:47.0,M. Chalmers makes free throw 2 of 2,,24,20
101,1,0:36.0,,G. Dieng makes 2-pt dunk from 1 ft,24,22
102,1,0:28.0,M. Chalmers makes 2-pt layup from 1 ft,,26,22
103,1,0:06.0,,A. Wiggins misses 2-pt jump shot from 14 ft,26,22
104,1,0:04.0,,Offensive rebound by Team,26,22
105,1,0:02.0,,J. Crawford makes 3-pt jump shot from 23 ft (assist by T. Jones),26,25
106,1,0:00.0,W. Selden misses 3-pt jump shot from 30 ft,,26,25
107,1,0:00.0,Offensive rebound by Team,,26,25
108,2,11:38.0,,Turnover by J. Crawford (lost ball; steal by B. McLemore),26,25
109,2,11:33.0,W. Selden makes 2-pt dunk at rim (assist by M. Chalmers),,28,25
110,2,11:17.0,,Turnover by J. Crawford (bad pass),28,25
111,2,10:55.0,W. Selden misses 2-pt layup from 1 ft,,28,25
112,2,10:54.0,,Defensive rebound by N. Bjelica,28,25
113,2,10:48.0,,J. Crawford misses 3-pt jump shot from 26 ft,28,25
114,2,10:45.0,,Offensive rebound by T. Jones,28,25
115,2,10:37.0,,Turnover by G. Dieng (lost ball; steal by W. Selden),28,25
116,2,10:30.0,W. Selden makes 2-pt layup from 1 ft,,30,25
117,2,10:04.0,,G. Dieng makes 3-pt jump shot from 21 ft (assist by T. Jones),30,28
118,2,9:51.0,M. Chalmers makes 2-pt jump shot from 20 ft,,32,28
119,2,9:44.0,,Personal foul by M. Chalmers (drawn by T. Jones),32,28
120,2,9:44.0,Memphis full timeout,,32,28
121,2,9:44.0,K. Simmons enters the game for M. Chalmers,,32,28
122,2,9:44.0,A. Harrison enters the game for W. Selden,,32,28
123,2,9:44.0,M. Gasol enters the game for D. Davis,,32,28
124,2,9:32.0,,K. Towns misses 2-pt hook shot from 8 ft,32,28
125,2,9:32.0,Defensive rebound by Team,,32,28
126,2,9:18.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by A. Harrison),,35,28
127,2,9:00.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Crawford),35,31
128,2,8:36.0,A. Harrison makes 3-pt jump shot from 22 ft (assist by M. Gasol),,38,31
129,2,8:24.0,,J. Teague enters the game for T. Jones,38,31
130,2,8:24.0,,A. Wiggins enters the game for G. Dieng,38,31
131,2,8:24.0,,T. Gibson enters the game for N. Bjelica,38,31
132,2,8:15.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Crawford),38,33
133,2,8:00.0,M. Gasol misses 3-pt jump shot from 25 ft,,38,33
134,2,7:58.0,,Defensive rebound by T. Gibson,38,33
135,2,7:58.0,,Personal foul by B. McLemore (drawn by T. Gibson),38,33
136,2,7:43.0,,J. Teague makes 2-pt jump shot from 10 ft,38,35
137,2,7:24.0,B. McLemore misses 2-pt layup from 3 ft (block by K. Towns),,38,35
138,2,7:22.0,,Defensive rebound by J. Teague,38,35
139,2,7:19.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Teague),38,37
140,2,7:06.0,J. Green misses 2-pt layup from 1 ft (block by T. Gibson),,38,37
141,2,7:05.0,,Defensive rebound by K. Towns,38,37
142,2,6:51.0,,A. Wiggins misses 2-pt jump shot from 12 ft,38,37
143,2,6:48.0,Defensive rebound by M. Gasol,,38,37
144,2,6:26.0,B. McLemore makes 3-pt jump shot from 26 ft,,41,37
145,2,6:14.0,,J. Teague makes 2-pt layup at rim,41,39
146,2,6:04.0,Memphis full timeout,,41,39
147,2,6:04.0,J. Martin enters the game for K. Simmons,,41,39
148,2,6:04.0,C. Parsons enters the game for B. McLemore,,41,39
149,2,5:48.0,A. Harrison misses 3-pt jump shot from 23 ft,,41,39
150,2,5:46.0,Offensive rebound by M. Gasol,,41,39
151,2,5:39.0,J. Martin makes 2-pt layup from 2 ft (assist by M. Gasol),,43,39
152,2,5:11.0,,T. Gibson misses 2-pt layup from 4 ft (block by M. Gasol),43,39
153,2,5:08.0,Defensive rebound by J. Green,,43,39
154,2,4:56.0,Turnover by J. Green (lost ball; steal by A. Wiggins),,43,39
155,2,4:52.0,,Turnover by T. Gibson (bad pass),43,39
156,2,4:30.0,M. Gasol misses 2-pt jump shot from 7 ft,,43,39
157,2,4:28.0,,Defensive rebound by K. Towns,43,39
158,2,4:23.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by J. Teague),43,42
159,2,3:57.0,M. Gasol makes 2-pt jump shot from 16 ft,,45,42
160,2,3:41.0,,J. Crawford misses 3-pt jump shot from 22 ft,45,42
161,2,3:39.0,Defensive rebound by A. Harrison,,45,42
162,2,3:30.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by C. Parsons),,48,42
163,2,3:12.0,,J. Crawford makes 3-pt jump shot from 22 ft (assist by J. Teague),48,45
164,2,2:50.0,J. Martin misses 2-pt jump shot from 10 ft,,48,45
165,2,2:46.0,,Defensive rebound by K. Towns,48,45
166,2,2:40.0,,J. Crawford misses 2-pt layup from 3 ft,48,45
167,2,2:38.0,Defensive rebound by C. Parsons,,48,45
168,2,2:30.0,J. Martin makes 2-pt dunk at rim (assist by C. Parsons),,50,45
169,2,2:18.0,,A. Wiggins makes 2-pt layup from 2 ft,50,47
170,2,1:51.0,A. Harrison makes 2-pt jump shot from 16 ft,,52,47
171,2,1:34.0,W. Selden enters the game for A. Harrison,,52,47
172,2,1:34.0,M. Chalmers enters the game for J. Martin,,52,47
173,2,1:25.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),52,50
174,2,1:13.0,M. Chalmers makes 2-pt layup from 1 ft,,54,50
175,2,1:00.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by K. Towns),54,52
176,2,1:00.0,,Shooting foul by J. Green (drawn by T. Gibson),54,52
177,2,1:00.0,,T. Gibson makes free throw 1 of 1,54,53
178,2,0:42.0,C. Parsons makes 3-pt jump shot from 22 ft (assist by M. Gasol),,57,53
179,2,0:38.0,,Personal foul by M. Chalmers (drawn by J. Teague),57,53
180,2,0:38.0,,J. Teague makes free throw 1 of 2,57,54
181,2,0:38.0,,G. Dieng enters the game for K. Towns,57,54
182,2,0:38.0,,J. Teague makes free throw 2 of 2,57,55
183,2,0:34.0,M. Chalmers makes 2-pt jump shot from 5 ft,,59,55
184,2,0:11.0,,G. Dieng misses 3-pt jump shot from 25 ft,59,55
185,2,0:11.0,,Offensive rebound by A. Wiggins,59,55
186,2,0:07.0,,G. Dieng makes 2-pt layup from 2 ft (assist by A. Wiggins),59,57
187,2,0:05.0,Turnover by J. Green (lost ball; steal by J. Teague),,59,57
188,2,0:04.0,,J. Teague makes 2-pt layup from 1 ft,59,59
189,2,0:01.0,Personal foul by J. Teague (drawn by M. Chalmers),,59,59
190,2,0:00.0,W. Selden misses 2-pt layup from 1 ft,,59,59
191,2,0:00.0,,Defensive rebound by J. Crawford,59,59
192,3,11:44.0,,T. Gibson makes 2-pt jump shot from 16 ft (assist by A. Wiggins),59,61
193,3,11:27.0,M. Gasol misses 2-pt jump shot from 12 ft,,59,61
194,3,11:25.0,,Defensive rebound by N. Bjelica,59,61
195,3,11:15.0,,N. Bjelica misses 3-pt jump shot from 28 ft,59,61
196,3,11:10.0,Defensive rebound by J. Green,,59,61
197,3,10:59.0,J. Martin makes 3-pt jump shot from 25 ft (assist by J. Green),,62,61
198,3,10:46.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Teague),62,63
199,3,10:27.0,D. Brooks misses 3-pt jump shot from 25 ft,,62,63
200,3,10:25.0,,Defensive rebound by K. Towns,62,63
201,3,10:19.0,,A. Wiggins misses 2-pt jump shot from 14 ft,62,63
202,3,10:19.0,Defensive rebound by Team,,62,63
203,3,10:03.0,D. Brooks makes 2-pt layup from 3 ft,,64,63
204,3,9:44.0,,J. Teague misses 2-pt layup at rim,64,63
205,3,9:42.0,Defensive rebound by M. Gasol,,64,63
206,3,9:41.0,Shooting foul by T. Gibson (drawn by D. Brooks),,64,63
207,3,9:41.0,D. Brooks misses free throw 1 of 2,,64,63
208,3,9:41.0,Offensive rebound by Team,,64,63
209,3,9:41.0,D. Brooks misses free throw 2 of 2,,64,63
210,3,9:39.0,,Defensive rebound by T. Gibson,64,63
211,3,9:31.0,,K. Towns makes 2-pt hook shot from 7 ft (assist by J. Teague),64,65
212,3,9:11.0,J. Green makes 2-pt dunk from 1 ft (assist by M. Gasol),,66,65
213,3,8:56.0,,K. Towns misses 2-pt layup from 2 ft (block by M. Gasol),66,65
214,3,8:56.0,,Offensive rebound by Team,66,65
215,3,8:49.0,,Turnover by J. Teague (bad pass; steal by D. Brooks),66,65
216,3,8:35.0,J. Green misses 2-pt layup at rim,,66,65
217,3,8:35.0,Offensive rebound by Team,,66,65
218,3,8:32.0,J. Green misses 2-pt layup from 1 ft,,66,65
219,3,8:29.0,,Defensive rebound by K. Towns,66,65
220,3,8:24.0,,T. Gibson makes 2-pt layup from 2 ft (assist by J. Teague),66,67
221,3,8:24.0,,Shooting foul by M. Gasol (drawn by T. Gibson),66,67
222,3,8:24.0,,T. Gibson makes free throw 1 of 1,66,68
223,3,8:03.0,J. Martin misses 3-pt jump shot from 22 ft,,66,68
224,3,7:59.0,Offensive rebound by J. Green,,66,68
225,3,7:52.0,D. Brooks misses 2-pt layup from 16 ft (block by K. Towns),,66,68
226,3,7:50.0,Offensive rebound by D. Brooks,,66,68
227,3,7:50.0,Shooting foul by A. Wiggins (drawn by D. Brooks),,66,68
228,3,7:40.0,Turnover by D. Brooks (bad pass; steal by N. Bjelica),,66,68
229,3,7:31.0,,Shooting foul by J. Green (drawn by K. Towns),66,68
230,3,7:31.0,,K. Towns misses free throw 1 of 2,66,68
231,3,7:31.0,,Offensive rebound by Team,66,68
232,3,7:31.0,C. Parsons enters the game for J. Green,,66,68
233,3,7:31.0,,K. Towns makes free throw 2 of 2,66,69
234,3,7:06.0,A. Harrison misses 3-pt jump shot from 25 ft,,66,69
235,3,7:06.0,Offensive rebound by Team,,66,69
236,3,7:06.0,Turnover by Team (shot clock),,66,69
237,3,6:44.0,,T. Gibson misses 2-pt layup from 1 ft,66,69
238,3,6:41.0,Defensive rebound by M. Gasol,,66,69
239,3,6:38.0,Personal foul by J. Teague (drawn by A. Harrison),,66,69
240,3,6:38.0,,Minnesota full timeout,66,69
241,3,6:31.0,,Violation by N. Bjelica (kicked ball),66,69
242,3,6:20.0,A. Harrison misses 3-pt jump shot from 23 ft,,66,69
243,3,6:19.0,Offensive rebound by Team,,66,69
244,3,6:19.0,,Loose ball foul by N. Bjelica (drawn by J. Martin),66,69
245,3,6:11.0,J. Martin misses 2-pt jump shot from 18 ft,,66,69
246,3,6:08.0,,Defensive rebound by K. Towns,66,69
247,3,5:54.0,,K. Towns makes 3-pt jump shot from 23 ft (assist by J. Teague),66,72
248,3,5:40.0,A. Harrison makes 2-pt layup from 1 ft,,68,72
249,3,5:26.0,,Shooting foul by C. Parsons (drawn by J. Teague),68,72
250,3,5:26.0,,J. Teague makes free throw 1 of 2,68,73
251,3,5:26.0,W. Selden enters the game for D. Brooks,,68,73
252,3,5:26.0,,J. Teague makes free throw 2 of 2,68,74
253,3,5:10.0,M. Gasol misses 2-pt hook shot from 5 ft,,68,74
254,3,5:08.0,Offensive rebound by Team,,68,74
255,3,5:00.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by A. Harrison),,71,74
256,3,4:53.0,,Minnesota full timeout,71,74
257,3,4:46.0,,N. Bjelica misses 2-pt jump shot from 8 ft,71,74
258,3,4:46.0,,Offensive rebound by Team,71,74
259,3,4:46.0,,Turnover by N. Bjelica (traveling),71,74
260,3,4:31.0,C. Parsons misses 2-pt jump shot from 11 ft,,71,74
261,3,4:29.0,,Defensive rebound by T. Gibson,71,74
262,3,4:21.0,,J. Teague misses 2-pt jump shot from 15 ft,71,74
263,3,4:20.0,Defensive rebound by J. Martin,,71,74
264,3,4:12.0,W. Selden makes 3-pt jump shot from 25 ft (assist by A. Harrison),,74,74
265,3,3:58.0,,A. Wiggins misses 3-pt jump shot from 26 ft,74,74
266,3,3:55.0,,Offensive rebound by K. Towns,74,74
267,3,3:53.0,,N. Bjelica misses 3-pt jump shot from 26 ft,74,74
268,3,3:53.0,Defensive rebound by M. Gasol,,74,74
269,3,3:41.0,A. Harrison makes 2-pt jump shot from 20 ft,,76,74
270,3,3:16.0,,Turnover by A. Wiggins (out of bounds lost ball),76,74
271,3,3:16.0,,J. Crawford enters the game for N. Bjelica,76,74
272,3,3:16.0,M. Chalmers enters the game for J. Martin,,76,74
273,3,3:16.0,D. Davis enters the game for A. Harrison,,76,74
274,3,3:16.0,J. Green enters the game for M. Gasol,,76,74
275,3,3:07.0,W. Selden misses 3-pt jump shot from 25 ft,,76,74
276,3,3:05.0,,Defensive rebound by J. Teague,76,74
277,3,2:46.0,,Minnesota full timeout,76,74
278,3,2:42.0,,K. Towns makes 2-pt hook shot from 6 ft,76,76
279,3,2:29.0,M. Chalmers misses 2-pt jump shot from 14 ft,,76,76
280,3,2:27.0,,Defensive rebound by K. Towns,76,76
281,3,2:25.0,,Shooting foul by M. Chalmers (drawn by J. Teague),76,76
282,3,2:25.0,,J. Teague makes free throw 1 of 2,76,77
283,3,2:25.0,,G. Dieng enters the game for K. Towns,76,77
284,3,2:25.0,D. Brooks enters the game for C. Parsons,,76,77
285,3,2:25.0,,J. Teague makes free throw 2 of 2,76,78
286,3,2:04.0,Turnover by D. Brooks (bad pass; steal by T. Gibson),,76,78
287,3,1:53.0,,J. Teague makes 2-pt jump shot from 11 ft,76,80
288,3,1:36.0,Turnover by W. Selden (traveling),,76,80
289,3,1:17.0,,A. Wiggins makes 2-pt jump shot from 11 ft (assist by J. Crawford),76,82
290,3,1:11.0,Memphis full timeout,,76,82
291,3,0:59.0,D. Brooks misses 2-pt jump shot from 13 ft,,76,82
292,3,0:56.0,Offensive rebound by D. Davis,,76,82
293,3,0:45.0,W. Selden makes 2-pt layup from 3 ft,,78,82
294,3,0:24.0,,J. Crawford misses 3-pt jump shot from 31 ft,78,82
295,3,0:18.0,,Offensive rebound by J. Crawford,78,82
296,3,0:00.0,,J. Teague misses 2-pt layup from 1 ft,78,82
297,3,0:00.0,Defensive rebound by J. Green,,78,82
298,4,11:38.0,W. Selden makes 2-pt jump shot from 8 ft,,80,82
299,4,11:38.0,Shooting foul by N. Bjelica (drawn by W. Selden),,80,82
300,4,11:38.0,W. Selden makes free throw 1 of 1,,81,82
301,4,11:32.0,,Personal foul by W. Selden (drawn by J. Crawford),81,82
302,4,11:24.0,,Personal foul by D. Davis (drawn by J. Crawford),81,82
303,4,11:15.0,,J. Crawford misses 2-pt jump shot from 16 ft,81,82
304,4,11:13.0,,Offensive rebound by Team,81,82
305,4,10:59.0,,J. Crawford misses 3-pt jump shot from 26 ft,81,82
306,4,10:54.0,Defensive rebound by D. Davis,,81,82
307,4,10:47.0,W. Selden makes 3-pt jump shot from 22 ft (assist by M. Chalmers),,84,82
308,4,10:47.0,,Minnesota full timeout,84,82
309,4,10:47.0,,A. Wiggins enters the game for N. Bjelica,84,82
310,4,10:47.0,,T. Gibson enters the game for G. Dieng,84,82
311,4,10:33.0,,Shooting foul by J. Green (drawn by K. Towns),84,82
312,4,10:33.0,,K. Towns makes free throw 1 of 2,84,83
313,4,10:33.0,,J. Teague enters the game for T. Jones,84,83
314,4,10:33.0,,K. Towns makes free throw 2 of 2,84,84
315,4,10:18.0,J. Green makes 2-pt layup from 1 ft (assist by W. Selden),,86,84
316,4,9:52.0,,A. Wiggins misses 3-pt jump shot from 31 ft,86,84
317,4,9:52.0,,Offensive rebound by Team,86,84
318,4,9:52.0,,Turnover by Team (shot clock),86,84
319,4,9:39.0,W. Selden makes 3-pt jump shot from 25 ft (assist by M. Chalmers),,89,84
320,4,9:20.0,,A. Wiggins makes 2-pt jump shot from 7 ft (assist by K. Towns),89,86
321,4,8:57.0,Offensive foul by M. Chalmers,,89,86
322,4,8:57.0,Turnover by M. Chalmers (offensive foul),,89,86
323,4,8:57.0,Technical foul by M. Chalmers,,89,86
324,4,8:57.0,,J. Crawford makes technical free throw,89,87
325,4,8:41.0,,K. Towns misses 2-pt jump shot from 10 ft,89,87
326,4,8:39.0,Defensive rebound by J. Green,,89,87
327,4,8:29.0,J. Green makes 3-pt jump shot from 25 ft (assist by W. Selden),,92,87
328,4,8:12.0,,Personal foul by M. Chalmers (drawn by A. Wiggins),92,87
329,4,8:12.0,A. Harrison enters the game for M. Chalmers,,92,87
330,4,8:04.0,,Turnover by K. Towns (lost ball; steal by W. Selden),92,87
331,4,7:59.0,D. Brooks misses 2-pt jump shot from 12 ft,,92,87
332,4,7:53.0,J. Martin enters the game for W. Selden,,92,87
333,4,7:53.0,,Offensive rebound by Team,92,87
334,4,7:51.0,,J. Crawford misses 2-pt jump shot from 12 ft,92,87
335,4,7:49.0,,Offensive rebound by Team,92,87
336,4,7:49.0,Loose ball foul by J. Martin (drawn by T. Gibson),,92,87
337,4,7:49.0,,T. Gibson misses free throw 1 of 2,92,87
338,4,7:49.0,,Offensive rebound by Team,92,87
339,4,7:49.0,,T. Gibson misses free throw 2 of 2,92,87
340,4,7:42.0,Defensive rebound by J. Green,,92,87
341,4,7:25.0,J. Martin misses 2-pt jump shot from 14 ft,,92,87
342,4,7:22.0,,Defensive rebound by J. Crawford,92,87
343,4,7:04.0,Offensive charge foul by J. Crawford (drawn by A. Harrison),,92,87
344,4,7:04.0,,Turnover by J. Crawford (offensive foul),92,87
345,4,7:04.0,W. Selden enters the game for J. Green,,92,87
346,4,7:04.0,M. Gasol enters the game for D. Davis,,92,87
347,4,6:41.0,M. Gasol misses 2-pt jump shot from 10 ft,,92,87
348,4,6:36.0,,Defensive rebound by A. Wiggins,92,87
349,4,6:27.0,,A. Wiggins makes 2-pt jump shot from 6 ft,92,89
350,4,6:07.0,Offensive foul by M. Gasol (drawn by T. Gibson),,92,89
351,4,6:07.0,Turnover by M. Gasol (offensive foul),,92,89
352,4,5:52.0,,K. Towns misses 3-pt jump shot from 25 ft,92,89
353,4,5:50.0,Defensive rebound by J. Martin,,92,89
354,4,5:37.0,W. Selden misses 2-pt layup from 2 ft (block by T. Gibson),,92,89
355,4,5:31.0,Offensive rebound by J. Martin,,92,89
356,4,5:31.0,J. Martin makes 2-pt layup at rim,,94,89
357,4,5:20.0,J. Green enters the game for D. Brooks,,94,89
358,4,5:11.0,,K. Towns misses 2-pt jump shot from 12 ft,94,89
359,4,5:05.0,,Offensive rebound by T. Gibson,94,89
360,4,5:04.0,,Turnover by T. Gibson (lost ball; steal by M. Gasol),94,89
361,4,5:01.0,Turnover by A. Harrison (out of bounds lost ball),,94,89
362,4,4:54.0,,Personal foul by J. Martin (drawn by J. Teague),94,89
363,4,4:54.0,,J. Teague makes free throw 1 of 2,94,90
364,4,4:54.0,,J. Teague makes free throw 2 of 2,94,91
365,4,4:35.0,J. Martin misses 2-pt jump shot from 7 ft,,94,91
366,4,4:33.0,Offensive rebound by J. Green,,94,91
367,4,4:32.0,J. Green misses 2-pt jump shot from 5 ft,,94,91
368,4,4:29.0,,Defensive rebound by T. Gibson,94,91
369,4,4:21.0,,J. Teague misses 2-pt jump shot from 14 ft,94,91
370,4,4:20.0,Defensive rebound by Team,,94,91
371,4,4:20.0,,Loose ball foul by K. Towns (drawn by M. Gasol),94,91
372,4,3:57.0,W. Selden makes 3-pt jump shot from 25 ft (assist by M. Gasol),,97,91
373,4,3:41.0,,A. Wiggins makes 2-pt jump shot from 3 ft (assist by K. Towns),97,93
374,4,3:41.0,,Shooting foul by M. Gasol (drawn by A. Wiggins),97,93
375,4,3:41.0,,A. Wiggins misses free throw 1 of 1,97,93
376,4,3:39.0,Defensive rebound by M. Gasol,,97,93
377,4,3:19.0,J. Green misses 3-pt jump shot from 24 ft,,97,93
378,4,3:16.0,,Defensive rebound by K. Towns,97,93
379,4,2:54.0,,K. Towns misses 2-pt layup from 1 ft,97,93
380,4,2:53.0,,Offensive rebound by Team,97,93
381,4,2:53.0,,Turnover by Team (shot clock),97,93
382,4,2:53.0,Memphis full timeout,,97,93
383,4,2:33.0,M. Gasol misses 2-pt jump shot from 8 ft,,97,93
384,4,2:31.0,,Defensive rebound by K. Towns,97,93
385,4,2:18.0,,J. Teague misses 2-pt layup from 2 ft (block by A. Harrison),97,93
386,4,2:17.0,,Offensive rebound by Team,97,93
