,QUARTER,TIME_REMAINING,DENVER_ACTION,SACRAMENTO_ACTION,DENVER_SCORE,SACRAMENTO_SCORE
91,1,2:40.0,Turnover by G. Harris (lost ball; steal by G. Hill),,20,20
92,1,2:36.0,,W. Cauley-Stein misses 2-pt hook shot from 3 ft,20,20
93,1,2:36.0,,Offensive rebound by W. Cauley-Stein,20,20
94,1,2:36.0,,Turnover by W. Cauley-Stein (out of bounds lost ball),20,20
95,1,2:22.0,Turnover by E. Mudiay (bad pass; steal by K. Koufos),,20,20
96,1,2:16.0,,F. Mason enters the game for D. Fox,20,20
97,1,2:16.0,J. Murray enters the game for G. Harris,,20,20
98,1,2:06.0,,W. Cauley-Stein misses 2-pt layup from 1 ft (block by M. Plumlee),20,20
99,1,2:03.0,Defensive rebound by J. Murray,,20,20
100,1,1:55.0,J. Hernangómez misses 2-pt layup from 4 ft (block by K. Koufos),,20,20
101,1,1:54.0,,M. Richardson enters the game for G. Hill,20,20
102,1,1:53.0,,Offensive rebound by Team,20,20
103,1,1:38.0,,K. Koufos misses 2-pt jump shot from 14 ft,20,20
104,1,1:38.0,Defensive rebound by J. Hernangómez,,20,20
105,1,1:18.0,E. Mudiay misses 2-pt layup from 6 ft (block by K. Koufos),,20,20
106,1,1:18.0,Offensive rebound by T. Lyles,,20,20
107,1,1:12.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,20,20
108,1,1:12.0,,Defensive rebound by F. Mason,20,20
109,1,1:08.0,,M. Richardson makes 2-pt layup from 2 ft (assist by F. Mason),20,22
110,1,0:50.0,Turnover by J. Murray (bad pass; steal by F. Mason),,20,22
111,1,0:34.0,,B. Bogdanović misses 2-pt jump shot from 16 ft,20,22
112,1,0:31.0,,Offensive rebound by Team,20,22
113,1,0:23.0,,Personal foul by J. Murray (drawn by B. Bogdanović),20,22
114,1,0:08.0,,F. Mason misses 2-pt jump shot from 6 ft,20,22
115,1,0:05.0,Defensive rebound by T. Lyles,,20,22
116,1,0:00.0,T. Lyles makes 2-pt layup from 3 ft,,22,22
117,2,11:45.0,Turnover by W. Barton (bad pass),,22,22
118,2,11:32.0,,B. Bogdanović misses 2-pt jump shot from 19 ft,22,22
119,2,11:28.0,Defensive rebound by M. Plumlee,,22,22
120,2,11:24.0,Away from play foul by J. Jackson (drawn by N. Jokić),,22,22
121,2,11:15.0,M. Plumlee makes 2-pt dunk from 2 ft,,24,22
122,2,10:52.0,,F. Mason makes 2-pt jump shot from 6 ft,24,24
123,2,10:43.0,W. Barton misses 2-pt layup from 8 ft,,24,24
124,2,10:43.0,,Defensive rebound by K. Koufos,24,24
125,2,10:32.0,,M. Richardson misses 3-pt jump shot from 24 ft,24,24
126,2,10:29.0,Defensive rebound by Team,,24,24
127,2,10:12.0,W. Barton makes 2-pt dunk from 1 ft,,26,24
128,2,9:46.0,,J. Jackson misses 2-pt jump shot from 7 ft,26,24
129,2,9:44.0,Defensive rebound by N. Jokić,,26,24
130,2,9:36.0,N. Jokić misses 3-pt jump shot from 25 ft,,26,24
131,2,9:31.0,,Defensive rebound by B. Bogdanović,26,24
132,2,9:29.0,,Shooting foul by J. Murray (drawn by K. Koufos),26,24
133,2,9:29.0,,K. Koufos makes free throw 1 of 2,26,25
134,2,9:29.0,,Z. Randolph enters the game for M. Richardson,26,25
135,2,9:29.0,G. Harris enters the game for J. Murray,,26,25
136,2,9:29.0,,K. Koufos makes free throw 2 of 2,26,26
137,2,9:15.0,,W. Cauley-Stein enters the game for K. Koufos,26,26
138,2,9:08.0,N. Jokić misses 2-pt jump shot from 6 ft,,26,26
139,2,9:05.0,Offensive rebound by N. Jokić,,26,26
140,2,9:03.0,N. Jokić makes 2-pt layup from 4 ft,,28,26
141,2,8:44.0,,Turnover by B. Bogdanović (out of bounds lost ball),28,26
142,2,8:40.0,Turnover by N. Jokić (bad pass; steal by Z. Randolph),,28,26
143,2,8:26.0,,B. Bogdanović makes 2-pt jump shot from 13 ft,28,28
144,2,8:11.0,N. Jokić makes 2-pt jump shot from 19 ft (assist by W. Barton),,30,28
145,2,8:04.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by F. Mason),30,31
146,2,7:47.0,J. Hernangómez makes 2-pt dunk from 3 ft (assist by N. Jokić),,32,31
147,2,7:29.0,,Z. Randolph misses 2-pt jump shot from 20 ft,32,31
148,2,7:26.0,Defensive rebound by N. Jokić,,32,31
149,2,7:10.0,W. Barton makes 2-pt jump shot from 5 ft,,34,31
150,2,6:44.0,,J. Jackson misses 3-pt jump shot from 24 ft,34,31
151,2,6:44.0,Defensive rebound by M. Plumlee,,34,31
152,2,6:33.0,M. Plumlee makes 2-pt layup from 3 ft (assist by G. Harris),,36,31
153,2,6:27.0,,Sacramento full timeout,36,31
154,2,6:27.0,K. Faried enters the game for M. Plumlee,,36,31
155,2,6:27.0,E. Mudiay enters the game for J. Hernangómez,,36,31
156,2,6:16.0,,W. Cauley-Stein misses 2-pt hook shot from 5 ft,36,31
157,2,6:13.0,Defensive rebound by N. Jokić,,36,31
158,2,6:07.0,W. Barton makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,39,31
159,2,5:48.0,,W. Cauley-Stein misses 2-pt jump shot from 14 ft,39,31
160,2,5:39.0,,Offensive rebound by Z. Randolph,39,31
161,2,5:39.0,,Z. Randolph makes 2-pt layup at rim,39,33
162,2,5:39.0,Turnover by N. Jokić (bad pass),,39,33
163,2,5:39.0,,G. Hill enters the game for F. Mason,39,33
164,2,5:39.0,,G. Temple enters the game for J. Jackson,39,33
165,2,5:29.0,,B. Bogdanović makes 2-pt jump shot from 20 ft,39,35
166,2,5:05.0,Turnover by E. Mudiay (bad pass; steal by G. Temple),,39,35
167,2,5:03.0,,G. Temple makes 2-pt layup from 1 ft,39,37
168,2,5:03.0,,Shooting foul by W. Barton (drawn by G. Temple),39,37
169,2,5:03.0,,G. Temple makes free throw 1 of 1,39,38
170,2,4:53.0,W. Barton makes 2-pt layup from 1 ft,,41,38
171,2,4:34.0,,G. Hill makes 2-pt jump shot from 15 ft,41,40
172,2,4:17.0,K. Faried makes 2-pt jump shot from 14 ft (assist by E. Mudiay),,43,40
173,2,3:58.0,,W. Cauley-Stein misses 2-pt jump shot from 13 ft,43,40
174,2,3:58.0,,Offensive rebound by Team,43,40
175,2,3:58.0,Loose ball foul by W. Barton (drawn by Z. Randolph),,43,40
176,2,3:58.0,,D. Fox enters the game for B. Bogdanović,43,40
177,2,3:45.0,,Z. Randolph misses 2-pt jump shot from 15 ft,43,40
178,2,3:41.0,Defensive rebound by G. Harris,,43,40
179,2,3:35.0,Turnover by E. Mudiay (lost ball; steal by G. Hill),,43,40
180,2,3:30.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by D. Fox),43,43
181,2,3:28.0,Denver full timeout,,43,43
182,2,3:28.0,J. Hernangómez enters the game for E. Mudiay,,43,43
183,2,3:08.0,G. Harris misses 3-pt jump shot from 26 ft,,43,43
184,2,3:06.0,Offensive rebound by J. Hernangómez,,43,43
185,2,3:06.0,Shooting foul by D. Fox (drawn by J. Hernangómez),,43,43
186,2,3:06.0,J. Hernangómez misses free throw 1 of 2,,43,43
187,2,3:06.0,Offensive rebound by Team,,43,43
188,2,3:06.0,J. Hernangómez makes free throw 2 of 2,,44,43
189,2,2:53.0,,Z. Randolph makes 2-pt jump shot from 14 ft (assist by G. Temple),44,45
190,2,2:39.0,J. Hernangómez makes 3-pt jump shot from 23 ft (assist by G. Harris),,47,45
191,2,2:14.0,,Z. Randolph makes 2-pt layup from 1 ft,47,47
192,2,2:04.0,Turnover by G. Harris (lost ball; steal by G. Hill),,47,47
193,2,2:04.0,,Personal foul by G. Harris (drawn by G. Hill),47,47
194,2,1:49.0,,Turnover by Z. Randolph (turnover),47,47
195,2,1:49.0,M. Plumlee enters the game for K. Faried,,47,47
196,2,1:49.0,,K. Koufos enters the game for W. Cauley-Stein,47,47
197,2,1:39.0,W. Barton misses 2-pt layup from 4 ft,,47,47
198,2,1:35.0,,Defensive rebound by Z. Randolph,47,47
199,2,1:20.0,,Z. Randolph misses 2-pt jump shot from 16 ft,47,47
200,2,1:20.0,Defensive rebound by W. Barton,,47,47
201,2,1:09.0,Denver full timeout,,47,47
202,2,1:05.0,Personal foul by G. Hill (drawn by W. Barton),,47,47
203,2,0:52.0,M. Plumlee misses 2-pt layup from 3 ft,,47,47
204,2,0:50.0,,Defensive rebound by Z. Randolph,47,47
205,2,0:27.0,,G. Hill misses 2-pt jump shot from 17 ft,47,47
206,2,0:24.0,Defensive rebound by M. Plumlee,,47,47
207,2,0:06.0,M. Plumlee misses 2-pt layup from 2 ft (block by G. Hill),,47,47
208,2,0:06.0,Offensive rebound by W. Barton,,47,47
209,2,0:06.0,W. Barton misses 2-pt layup from 6 ft,,47,47
210,2,0:05.0,Offensive rebound by M. Plumlee,,47,47
211,2,0:05.0,M. Plumlee misses 2-pt layup from 2 ft,,47,47
212,2,0:04.0,,Defensive rebound by G. Hill,47,47
213,2,0:00.0,,G. Hill misses 3-pt jump shot from 59 ft,47,47
214,2,0:00.0,,Offensive rebound by Team,47,47
215,3,11:44.0,J. Murray misses 3-pt jump shot from 22 ft,,47,47
216,3,11:40.0,Offensive rebound by N. Jokić,,47,47
217,3,11:39.0,N. Jokić makes 2-pt layup from 2 ft,,49,47
218,3,11:17.0,,G. Temple misses 3-pt jump shot from 25 ft,49,47
219,3,11:13.0,Defensive rebound by N. Jokić,,49,47
220,3,11:11.0,K. Faried misses 2-pt dunk from 1 ft (block by G. Temple),,49,47
221,3,11:07.0,,Defensive rebound by D. Fox,49,47
222,3,11:02.0,,Turnover by S. Labissière (turnover),49,47
223,3,10:46.0,K. Faried misses 2-pt hook shot from 8 ft,,49,47
224,3,10:43.0,,Defensive rebound by S. Labissière,49,47
225,3,10:34.0,,Z. Randolph misses 2-pt jump shot from 9 ft,49,47
226,3,10:31.0,Defensive rebound by K. Faried,,49,47
227,3,10:24.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by W. Barton),,52,47
228,3,10:03.0,,D. Fox misses 2-pt layup from 4 ft,52,47
229,3,9:59.0,Defensive rebound by G. Harris,,52,47
230,3,9:54.0,N. Jokić misses 3-pt jump shot from 24 ft,,52,47
231,3,9:49.0,,Defensive rebound by G. Temple,52,47
232,3,9:43.0,,S. Labissière misses 2-pt layup from 1 ft,52,47
233,3,9:40.0,Defensive rebound by J. Murray,,52,47
234,3,9:36.0,Denver full timeout,,52,47
235,3,9:23.0,N. Jokić misses 3-pt jump shot from 24 ft,,52,47
236,3,9:19.0,,Defensive rebound by S. Labissière,52,47
237,3,9:07.0,,Turnover by D. Fox (lost ball; steal by G. Harris),52,47
238,3,9:04.0,G. Harris makes 2-pt layup from 3 ft,,54,47
239,3,8:56.0,,Violation by S. Labissière (def goaltending),54,47
240,3,8:47.0,,Z. Randolph makes 2-pt layup from 3 ft,54,49
241,3,8:35.0,W. Barton misses 2-pt jump shot from 6 ft,,54,49
242,3,8:35.0,,Defensive rebound by Z. Randolph,54,49
243,3,8:20.0,,G. Hill makes 2-pt jump shot from 8 ft,54,51
244,3,8:20.0,,Shooting foul by J. Murray (drawn by G. Hill),54,51
245,3,8:20.0,E. Mudiay enters the game for J. Murray,,54,51
246,3,8:20.0,,G. Hill makes free throw 1 of 1,54,52
247,3,8:00.0,Shooting foul by S. Labissière (drawn by K. Faried),,54,52
248,3,8:00.0,K. Faried makes free throw 1 of 2,,55,52
249,3,8:00.0,K. Faried makes free throw 2 of 2,,56,52
250,3,7:44.0,,Offensive foul by G. Temple (drawn by G. Harris),56,52
251,3,7:44.0,,Turnover by G. Temple (offensive foul),56,52
252,3,7:32.0,Personal foul by G. Temple (drawn by G. Harris),,56,52
253,3,7:32.0,,Turnover by G. Temple (turnover),56,52
254,3,7:24.0,K. Faried misses 2-pt hook shot from 9 ft,,56,52
255,3,7:22.0,,Defensive rebound by Z. Randolph,56,52
256,3,7:11.0,,S. Labissière makes 2-pt hook shot from 8 ft,56,54
257,3,6:53.0,N. Jokić misses 3-pt jump shot from 24 ft,,56,54
258,3,6:48.0,,Defensive rebound by S. Labissière,56,54
259,3,6:38.0,,Z. Randolph misses 2-pt jump shot from 12 ft,56,54
260,3,6:36.0,Defensive rebound by W. Barton,,56,54
261,3,6:31.0,W. Barton misses 2-pt layup from 1 ft (block by S. Labissière),,56,54
262,3,6:29.0,,Defensive rebound by G. Hill,56,54
263,3,6:07.0,,Z. Randolph makes 2-pt layup from 2 ft,56,56
264,3,6:07.0,Denver full timeout,,56,56
265,3,6:07.0,,K. Koufos enters the game for S. Labissière,56,56
266,3,6:07.0,T. Lyles enters the game for K. Faried,,56,56
267,3,5:50.0,T. Lyles misses 2-pt layup from 2 ft,,56,56
268,3,5:50.0,Offensive rebound by Team,,56,56
269,3,5:38.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by W. Barton),,59,56
270,3,5:22.0,,G. Hill makes 3-pt jump shot from 23 ft (assist by D. Fox),59,59
271,3,5:03.0,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),,62,59
272,3,4:44.0,,Shooting foul by T. Lyles (drawn by D. Fox),62,59
273,3,4:44.0,,D. Fox makes free throw 1 of 2,62,60
274,3,4:44.0,,W. Cauley-Stein enters the game for Z. Randolph,62,60
275,3,4:44.0,,D. Fox makes free throw 2 of 2,62,61
276,3,4:22.0,Shooting foul by D. Fox (drawn by E. Mudiay),,62,61
277,3,4:22.0,E. Mudiay misses free throw 1 of 2,,62,61
278,3,4:22.0,Offensive rebound by Team,,62,61
279,3,4:22.0,E. Mudiay makes free throw 2 of 2,,63,61
280,3,4:08.0,,D. Fox misses 2-pt jump shot from 10 ft,63,61
281,3,4:05.0,Defensive rebound by N. Jokić,,63,61
282,3,3:54.0,T. Lyles misses 3-pt jump shot from 24 ft,,63,61
283,3,3:54.0,Offensive rebound by N. Jokić,,63,61
284,3,3:46.0,G. Harris makes 2-pt layup from 3 ft,,65,61
285,3,3:29.0,,Personal foul by G. Harris (drawn by G. Hill),65,61
286,3,3:29.0,,B. Bogdanović enters the game for G. Temple,65,61
287,3,3:16.0,,G. Hill misses 3-pt jump shot from 22 ft,65,61
288,3,3:13.0,Defensive rebound by T. Lyles,,65,61
289,3,3:03.0,W. Barton makes 3-pt jump shot from 24 ft,,68,61
290,3,2:47.0,,K. Koufos makes 2-pt jump shot from 9 ft (assist by D. Fox),68,63
291,3,2:34.0,E. Mudiay misses 2-pt layup from 2 ft (block by K. Koufos),,68,63
292,3,2:34.0,Offensive rebound by N. Jokić,,68,63
293,3,2:28.0,N. Jokić makes 2-pt dunk at rim,,70,63
294,3,2:10.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,70,63
295,3,2:07.0,Defensive rebound by T. Lyles,,70,63
296,3,1:59.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by W. Barton),,73,63
297,3,1:59.0,,Sacramento full timeout,73,63
298,3,1:59.0,,F. Mason enters the game for G. Hill,73,63
299,3,1:59.0,M. Plumlee enters the game for G. Harris,,73,63
300,3,1:59.0,J. Hernangómez enters the game for N. Jokić,,73,63
301,3,1:43.0,,B. Bogdanović makes 3-pt jump shot from 24 ft,73,66
302,3,1:24.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by M. Plumlee),,76,66
303,3,1:02.0,,K. Koufos makes 2-pt hook shot from 11 ft (assist by F. Mason),76,68
304,3,0:56.0,W. Barton makes 3-pt jump shot from 26 ft,,79,68
305,3,0:42.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,79,68
306,3,0:39.0,Defensive rebound by T. Lyles,,79,68
307,3,0:28.0,E. Mudiay makes 2-pt jump shot from 7 ft,,81,68
308,3,0:20.0,,F. Mason makes 2-pt jump shot from 16 ft,81,70
309,4,11:51.0,,K. Koufos makes 2-pt layup from 2 ft (assist by D. Fox),81,72
310,4,11:31.0,G. Harris misses 3-pt jump shot from 24 ft,,81,72
311,4,11:28.0,Offensive rebound by M. Plumlee,,81,72
312,4,11:25.0,G. Harris makes 2-pt layup from 3 ft (assist by M. Plumlee),,83,72
313,4,11:11.0,,D. Fox makes 2-pt jump shot from 15 ft,83,74
314,4,10:51.0,T. Lyles misses 3-pt jump shot from 22 ft,,83,74
315,4,10:48.0,,Defensive rebound by B. Bogdanović,83,74
316,4,10:44.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,83,74
317,4,10:41.0,Defensive rebound by M. Plumlee,,83,74
318,4,10:30.0,J. Murray makes 2-pt layup from 5 ft,,85,74
319,4,10:02.0,,Turnover by Team (shot clock),85,74
320,4,9:53.0,J. Hernangómez misses 3-pt jump shot from 22 ft,,85,74
321,4,9:48.0,Offensive rebound by T. Lyles,,85,74
322,4,9:46.0,G. Harris makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,88,74
323,4,9:46.0,,Sacramento full timeout,88,74
324,4,9:46.0,,G. Hill enters the game for W. Cauley-Stein,88,74
325,4,9:46.0,,Z. Randolph enters the game for D. Fox,88,74
326,4,9:33.0,,B. Bogdanović misses 2-pt layup from 5 ft,88,74
327,4,9:31.0,,Offensive rebound by B. Bogdanović,88,74
328,4,9:29.0,,Turnover by B. Bogdanović (lost ball; steal by G. Harris),88,74
329,4,9:17.0,Turnover by M. Plumlee (bad pass; steal by Z. Randolph),,88,74
330,4,9:17.0,,Personal foul by M. Plumlee (drawn by K. Koufos),88,74
331,4,9:00.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by Z. Randolph),88,77
332,4,8:36.0,Turnover by T. Lyles (lost ball; steal by Z. Randolph),,88,77
333,4,8:33.0,,Offensive foul by F. Mason (drawn by J. Murray),88,77
334,4,8:33.0,,Turnover by F. Mason (offensive foul),88,77
335,4,8:33.0,N. Jokić enters the game for M. Plumlee,,88,77
336,4,8:24.0,J. Murray makes 2-pt layup from 1 ft,,90,77
337,4,8:06.0,,Turnover by F. Mason (bad pass; steal by J. Hernangómez),90,77
338,4,8:02.0,J. Hernangómez makes 2-pt layup from 4 ft,,92,77
339,4,7:42.0,,F. Mason makes 3-pt jump shot from 24 ft (assist by Z. Randolph),92,80
340,4,7:19.0,J. Hernangómez makes 3-pt jump shot from 23 ft (assist by T. Lyles),,95,80
341,4,7:05.0,,K. Koufos makes 2-pt hook shot from 7 ft (assist by Z. Randolph),95,82
342,4,6:54.0,J. Murray makes 2-pt layup from 4 ft,,97,82
343,4,6:54.0,Shooting foul by K. Koufos (drawn by J. Murray),,97,82
344,4,6:54.0,K. Faried enters the game for T. Lyles,,97,82
345,4,6:54.0,J. Murray makes free throw 1 of 1,,98,82
346,4,6:43.0,,B. Bogdanović makes 3-pt jump shot from 25 ft,98,85
347,4,6:29.0,J. Murray makes 3-pt jump shot from 25 ft,,101,85
348,4,6:10.0,,F. Mason makes 2-pt jump shot from 19 ft,101,87
349,4,5:51.0,J. Murray misses 2-pt layup from 3 ft,,101,87
350,4,5:48.0,,Defensive rebound by F. Mason,101,87
351,4,5:44.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by K. Faried),101,87
352,4,5:44.0,Defensive rebound by N. Jokić,,101,87
353,4,5:43.0,Personal foul by F. Mason (drawn by N. Jokić),,101,87
354,4,5:43.0,W. Barton enters the game for J. Hernangómez,,101,87
355,4,5:36.0,Personal foul by Z. Randolph (drawn by N. Jokić),,101,87
356,4,5:30.0,K. Faried misses 2-pt layup from 2 ft,,101,87
357,4,5:27.0,Offensive rebound by K. Faried,,101,87
358,4,5:26.0,K. Faried misses 2-pt layup at rim,,101,87
359,4,5:26.0,,Defensive rebound by Z. Randolph,101,87
360,4,5:21.0,,G. Temple enters the game for B. Bogdanović,101,87
361,4,5:17.0,,F. Mason misses 3-pt jump shot from 24 ft,101,87
362,4,5:16.0,Defensive rebound by Team,,101,87
363,4,4:56.0,N. Jokić makes 2-pt layup from 6 ft (assist by W. Barton),,103,87
364,4,4:33.0,,Z. Randolph misses 3-pt jump shot from 23 ft,103,87
365,4,4:30.0,Defensive rebound by W. Barton,,103,87
366,4,4:28.0,J. Murray makes 2-pt dunk at rim (assist by N. Jokić),,105,87
367,4,4:27.0,,Sacramento full timeout,105,87
368,4,4:27.0,,D. Fox enters the game for F. Mason,105,87
369,4,4:27.0,,M. Richardson enters the game for Z. Randolph,105,87
370,4,4:27.0,T. Lyles enters the game for K. Faried,,105,87
371,4,4:16.0,,Turnover by D. Fox (lost ball; steal by N. Jokić),105,87
372,4,4:03.0,Shooting foul by D. Fox (drawn by J. Murray),,105,87
373,4,4:03.0,J. Murray makes free throw 1 of 2,,106,87
374,4,4:03.0,J. Murray makes free throw 2 of 2,,107,87
375,4,3:52.0,,M. Richardson makes 2-pt layup from 2 ft,107,89
376,4,3:35.0,Shooting foul by G. Hill (drawn by G. Harris),,107,89
377,4,3:35.0,G. Harris makes free throw 1 of 2,,108,89
378,4,3:35.0,G. Harris misses free throw 2 of 2,,108,89
379,4,3:32.0,,Defensive rebound by K. Koufos,108,89
380,4,3:27.0,,G. Temple misses 2-pt jump shot from 15 ft,108,89
381,4,3:25.0,Defensive rebound by N. Jokić,,108,89
382,4,3:02.0,Turnover by Team (shot clock),,108,89
383,4,3:02.0,,S. Labissière enters the game for G. Hill,108,89
