,QUARTER,TIME_REMAINING,MIAMI_ACTION,DENVER_ACTION,MIAMI_SCORE,DENVER_SCORE
0,1,11:45.0,H. Whiteside makes 2-pt hook shot from 5 ft,,2,0
1,1,11:19.0,,G. Harris makes 2-pt layup from 5 ft,2,2
2,1,11:01.0,H. Whiteside makes 2-pt dunk from 1 ft,,4,2
3,1,10:50.0,,J. Murray misses 2-pt layup from 4 ft (block by H. Whiteside),4,2
4,1,10:47.0,Defensive rebound by D. Waiters,,4,2
5,1,10:46.0,G. Dragić makes 2-pt layup from 1 ft (assist by D. Waiters),,6,2
6,1,10:34.0,,Turnover by G. Harris (turnover),6,2
7,1,10:21.0,D. Waiters misses 3-pt jump shot from 23 ft,,6,2
8,1,10:19.0,,Defensive rebound by Team,6,2
9,1,10:12.0,,Personal foul by G. Dragić (drawn by J. Murray),6,2
10,1,10:05.0,,N. Jokić makes 2-pt layup from 5 ft,6,4
11,1,9:43.0,H. Whiteside makes 2-pt layup from 2 ft (assist by D. Waiters),,8,4
12,1,9:27.0,,N. Jokić makes 2-pt layup from 3 ft (assist by G. Harris),8,6
13,1,9:27.0,,Shooting foul by H. Whiteside (drawn by N. Jokić),8,6
14,1,9:27.0,,N. Jokić makes free throw 1 of 1,8,7
15,1,9:17.0,Personal foul by W. Chandler (drawn by O. White),,8,7
16,1,9:06.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. Richardson),,11,7
17,1,8:44.0,,W. Chandler misses 2-pt layup from 3 ft,11,7
18,1,8:38.0,,Offensive rebound by N. Jokić,11,7
19,1,8:38.0,,N. Jokić makes 2-pt layup at rim,11,9
20,1,8:21.0,G. Dragić makes 3-pt jump shot from 22 ft (assist by D. Waiters),,14,9
21,1,7:54.0,,P. Millsap makes 2-pt layup from 4 ft (assist by W. Chandler),14,11
22,1,7:33.0,O. White makes 3-pt jump shot from 22 ft (assist by G. Dragić),,17,11
23,1,7:16.0,,P. Millsap makes 2-pt layup from 2 ft (assist by N. Jokić),17,13
24,1,6:56.0,H. Whiteside makes 2-pt jump shot from 12 ft (assist by G. Dragić),,19,13
25,1,6:55.0,,Denver full timeout,19,13
26,1,6:49.0,,Personal foul by J. Richardson (drawn by G. Harris),19,13
27,1,6:43.0,,W. Chandler makes 2-pt layup from 2 ft (assist by P. Millsap),19,15
28,1,6:23.0,J. Richardson makes 2-pt jump shot from 13 ft,,21,15
29,1,6:08.0,,W. Chandler misses 3-pt jump shot from 25 ft,21,15
30,1,6:04.0,,Offensive rebound by P. Millsap,21,15
31,1,6:02.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by P. Millsap),21,18
32,1,5:51.0,Turnover by D. Waiters (lost ball; steal by P. Millsap),,21,18
33,1,5:50.0,,Personal foul by D. Waiters (drawn by P. Millsap),21,18
34,1,5:50.0,,W. Barton enters the game for N. Jokić,21,18
35,1,5:50.0,,M. Plumlee enters the game for W. Chandler,21,18
36,1,5:50.0,T. Johnson enters the game for J. Richardson,,21,18
37,1,5:29.0,,Turnover by J. Murray (traveling),21,18
38,1,5:14.0,O. White makes 2-pt jump shot from 12 ft (assist by G. Dragić),,23,18
39,1,4:47.0,,P. Millsap makes 2-pt hook shot from 10 ft,23,20
40,1,4:37.0,Miami full timeout,,23,20
41,1,4:37.0,,E. Mudiay enters the game for J. Murray,23,20
42,1,4:37.0,J. Johnson enters the game for O. White,,23,20
43,1,4:37.0,K. Olynyk enters the game for H. Whiteside,,23,20
44,1,4:29.0,J. Johnson misses 3-pt jump shot from 23 ft,,23,20
45,1,4:29.0,Offensive rebound by K. Olynyk,,23,20
46,1,4:29.0,Turnover by K. Olynyk (out of bounds lost ball),,23,20
47,1,4:12.0,,Turnover by G. Harris (bad pass; steal by J. Johnson),23,20
48,1,3:55.0,Personal foul by P. Millsap (drawn by G. Dragić),,23,20
49,1,3:46.0,G. Dragić makes 2-pt layup from 4 ft,,25,20
50,1,3:39.0,,M. Plumlee makes 2-pt layup from 3 ft (assist by E. Mudiay),25,22
51,1,3:24.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by G. Dragić),,28,22
52,1,3:07.0,,P. Millsap makes 2-pt layup from 3 ft (assist by W. Barton),28,24
53,1,2:48.0,D. Waiters misses 2-pt layup from 2 ft,,28,24
54,1,2:46.0,,Defensive rebound by M. Plumlee,28,24
55,1,2:44.0,Offensive charge foul by M. Plumlee (drawn by T. Johnson),,28,24
56,1,2:44.0,,Turnover by M. Plumlee (offensive foul),28,24
57,1,2:44.0,,N. Jokić enters the game for P. Millsap,28,24
58,1,2:44.0,,W. Chandler enters the game for G. Harris,28,24
59,1,2:44.0,J. Richardson enters the game for G. Dragić,,28,24
60,1,2:44.0,J. Winslow enters the game for D. Waiters,,28,24
61,1,2:24.0,J. Winslow makes 3-pt jump shot from 22 ft (assist by J. Richardson),,31,24
62,1,2:01.0,,N. Jokić misses 2-pt layup from 4 ft,31,24
63,1,1:59.0,,Offensive rebound by N. Jokić,31,24
64,1,1:58.0,,M. Plumlee misses 2-pt layup from 4 ft (block by T. Johnson),31,24
65,1,1:52.0,,Offensive rebound by N. Jokić,31,24
66,1,1:52.0,,N. Jokić makes 2-pt layup at rim,31,26
67,1,1:39.0,T. Johnson misses 3-pt jump shot from 24 ft,,31,26
68,1,1:36.0,,Defensive rebound by N. Jokić,31,26
69,1,1:33.0,,Turnover by E. Mudiay (bad pass; steal by K. Olynyk),31,26
70,1,1:21.0,Turnover by J. Winslow (lost ball; steal by N. Jokić),,31,26
71,1,1:12.0,,W. Barton misses 3-pt jump shot from 23 ft,31,26
72,1,1:09.0,Defensive rebound by K. Olynyk,,31,26
73,1,0:59.0,Turnover by K. Olynyk (bad pass; steal by N. Jokić),,31,26
74,1,0:55.0,,Turnover by M. Plumlee (turnover),31,26
75,1,0:41.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Johnson),,34,26
76,1,0:30.0,,E. Mudiay makes 2-pt jump shot from 12 ft,34,28
77,1,0:11.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,37,28
78,1,0:02.0,,N. Jokić misses 3-pt jump shot from 27 ft,37,28
79,1,0:02.0,Defensive rebound by J. Winslow,,37,28
80,2,11:37.0,,Shooting foul by T. Johnson (drawn by M. Beasley),37,28
81,2,11:37.0,,M. Beasley misses free throw 1 of 2,37,28
82,2,11:37.0,,Offensive rebound by Team,37,28
83,2,11:37.0,,M. Beasley misses free throw 2 of 2,37,28
84,2,11:34.0,Defensive rebound by J. Johnson,,37,28
85,2,11:25.0,Turnover by J. Winslow (bad pass),,37,28
86,2,11:06.0,,K. Faried misses 2-pt layup from 7 ft,37,28
87,2,11:02.0,,Offensive rebound by N. Jokić,37,28
88,2,11:00.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by N. Jokić),37,31
89,2,10:34.0,K. Olynyk makes 2-pt layup from 2 ft,,39,31
90,2,10:09.0,,E. Mudiay makes 2-pt jump shot from 14 ft,39,33
91,2,9:54.0,Turnover by T. Johnson (bad pass; steal by W. Barton),,39,33
92,2,9:52.0,,Shooting foul by J. Johnson (drawn by W. Barton),39,33
93,2,9:52.0,,W. Barton misses free throw 1 of 2,39,33
94,2,9:52.0,,Offensive rebound by Team,39,33
95,2,9:52.0,,W. Barton makes free throw 2 of 2,39,34
96,2,9:34.0,Turnover by J. Winslow (traveling),,39,34
97,2,9:19.0,,W. Barton misses 2-pt layup from 4 ft,39,34
98,2,9:17.0,,Offensive rebound by K. Faried,39,34
99,2,9:16.0,,W. Barton misses 2-pt layup from 2 ft,39,34
100,2,9:16.0,,Offensive rebound by W. Barton,39,34
101,2,9:11.0,,W. Barton makes 2-pt layup at rim,39,36
102,2,9:11.0,Miami full timeout,,39,36
103,2,9:04.0,Turnover by J. Richardson (bad pass),,39,36
104,2,8:42.0,,E. Mudiay misses 2-pt jump shot from 17 ft,39,36
105,2,8:39.0,Defensive rebound by J. Johnson,,39,36
106,2,8:36.0,T. Johnson misses 3-pt jump shot from 26 ft,,39,36
107,2,8:31.0,Offensive rebound by J. Richardson,,39,36
108,2,8:20.0,J. Richardson misses 3-pt jump shot from 25 ft,,39,36
109,2,8:17.0,,Defensive rebound by E. Mudiay,39,36
110,2,8:06.0,,Turnover by E. Mudiay (bad pass; steal by J. Winslow),39,36
111,2,8:03.0,T. Johnson makes 2-pt layup from 2 ft (assist by J. Johnson),,41,36
112,2,8:03.0,,Violation by E. Mudiay (def goaltending),41,36
113,2,7:44.0,Offensive charge foul by M. Beasley (drawn by T. Johnson),,41,36
114,2,7:44.0,,Turnover by M. Beasley (offensive foul),41,36
115,2,7:44.0,W. Ellington enters the game for J. Winslow,,41,36
116,2,7:33.0,K. Olynyk misses 2-pt jump shot from 18 ft,,41,36
117,2,7:33.0,,Defensive rebound by Team,41,36
118,2,7:23.0,,Turnover by W. Barton (bad pass; steal by J. Richardson),41,36
119,2,7:19.0,J. Johnson makes 2-pt layup from 2 ft (assist by T. Johnson),,43,36
120,2,7:19.0,,Denver full timeout,43,36
121,2,7:19.0,,G. Harris enters the game for N. Jokić,43,36
122,2,7:19.0,,P. Millsap enters the game for M. Beasley,43,36
123,2,7:19.0,G. Dragić enters the game for J. Richardson,,43,36
124,2,6:54.0,,G. Harris misses 2-pt jump shot from 10 ft,43,36
125,2,6:53.0,Defensive rebound by J. Johnson,,43,36
126,2,6:47.0,G. Dragić misses 2-pt jump shot from 17 ft,,43,36
127,2,6:45.0,,Defensive rebound by K. Faried,43,36
128,2,6:38.0,,W. Barton misses 2-pt layup from 3 ft,43,36
129,2,6:35.0,Defensive rebound by G. Dragić,,43,36
130,2,6:32.0,T. Johnson misses 3-pt jump shot from 22 ft,,43,36
131,2,6:32.0,Offensive rebound by J. Johnson,,43,36
132,2,6:16.0,Turnover by K. Olynyk (turnover),,43,36
133,2,6:16.0,,W. Chandler enters the game for K. Faried,43,36
134,2,6:16.0,H. Whiteside enters the game for T. Johnson,,43,36
135,2,6:16.0,D. Waiters enters the game for K. Olynyk,,43,36
136,2,6:08.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by E. Mudiay),43,39
137,2,5:46.0,Turnover by H. Whiteside (lost ball; steal by P. Millsap),,43,39
138,2,5:43.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by P. Millsap),43,42
139,2,5:35.0,Miami full timeout,,43,42
140,2,5:35.0,,J. Murray enters the game for E. Mudiay,43,42
141,2,5:19.0,D. Waiters misses 3-pt jump shot from 26 ft,,43,42
142,2,5:15.0,,Defensive rebound by P. Millsap,43,42
143,2,5:05.0,,P. Millsap misses 2-pt layup from 7 ft,43,42
144,2,5:03.0,Defensive rebound by J. Johnson,,43,42
145,2,4:59.0,Turnover by J. Johnson (traveling),,43,42
146,2,4:52.0,,Shooting foul by D. Waiters (drawn by W. Barton),43,42
147,2,4:52.0,,W. Barton misses free throw 1 of 2,43,42
148,2,4:52.0,,Offensive rebound by Team,43,42
149,2,4:52.0,,W. Barton makes free throw 2 of 2,43,43
150,2,4:39.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by W. Ellington),,46,43
151,2,4:19.0,,Turnover by P. Millsap (bad pass; steal by H. Whiteside),46,43
152,2,4:14.0,J. Johnson makes 2-pt layup from 1 ft (assist by W. Ellington),,48,43
153,2,4:01.0,,Personal foul by H. Whiteside (drawn by P. Millsap),48,43
154,2,4:01.0,,N. Jokić enters the game for W. Barton,48,43
155,2,3:56.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by P. Millsap),48,46
156,2,3:31.0,Loose ball foul by H. Whiteside (drawn by W. Chandler),,48,46
157,2,3:31.0,,W. Chandler makes free throw 1 of 2,48,47
158,2,3:31.0,B. Adebayo enters the game for H. Whiteside,,48,47
159,2,3:31.0,,W. Chandler misses free throw 2 of 2,48,47
160,2,3:30.0,W. Ellington misses 3-pt jump shot from 25 ft,,48,47
161,2,3:30.0,,Defensive rebound by W. Chandler,48,47
162,2,3:28.0,Defensive rebound by B. Adebayo,,48,47
163,2,3:15.0,D. Waiters makes 2-pt layup from 3 ft,,50,47
164,2,3:01.0,,P. Millsap misses 3-pt jump shot from 25 ft,50,47
165,2,2:59.0,Defensive rebound by W. Ellington,,50,47
166,2,2:55.0,Turnover by D. Waiters (bad pass; steal by N. Jokić),,50,47
167,2,2:50.0,,G. Harris misses 3-pt jump shot from 25 ft,50,47
168,2,2:44.0,Defensive rebound by W. Ellington,,50,47
169,2,2:34.0,Personal foul by J. Murray (drawn by B. Adebayo),,50,47
170,2,2:22.0,D. Waiters makes 3-pt jump shot from 25 ft,,53,47
171,2,2:07.0,,P. Millsap misses 3-pt jump shot from 25 ft,53,47
172,2,2:04.0,,Offensive rebound by N. Jokić,53,47
173,2,2:02.0,,N. Jokić makes 2-pt layup from 3 ft,53,49
174,2,1:51.0,G. Dragić makes 2-pt jump shot from 13 ft,,55,49
175,2,1:34.0,,P. Millsap makes 2-pt layup from 3 ft,55,51
176,2,1:21.0,W. Ellington misses 3-pt jump shot from 23 ft,,55,51
177,2,1:16.0,,Defensive rebound by N. Jokić,55,51
178,2,1:10.0,,Turnover by W. Chandler (turnover),55,51
179,2,1:07.0,J. Richardson enters the game for D. Waiters,,55,51
180,2,0:53.0,W. Ellington misses 3-pt jump shot from 23 ft,,55,51
181,2,0:50.0,,Defensive rebound by P. Millsap,55,51
182,2,0:38.0,,J. Murray misses 2-pt layup from 3 ft,55,51
183,2,0:36.0,Defensive rebound by J. Johnson,,55,51
184,2,0:23.0,Personal foul by J. Murray (drawn by B. Adebayo),,55,51
185,2,0:11.0,G. Dragić makes 3-pt jump shot from 25 ft,,58,51
186,2,0:01.0,,J. Murray misses 2-pt jump shot from 8 ft (block by J. Johnson),58,51
187,2,0:01.0,,Offensive rebound by J. Murray,58,51
188,3,11:45.0,,W. Chandler misses 2-pt jump shot from 9 ft,58,51
189,3,11:42.0,Defensive rebound by D. Waiters,,58,51
190,3,11:31.0,Turnover by J. Richardson (step out of bounds),,58,51
191,3,11:12.0,,Shooting foul by O. White (drawn by P. Millsap),58,51
192,3,11:12.0,,P. Millsap makes free throw 1 of 2,58,52
193,3,11:12.0,,P. Millsap makes free throw 2 of 2,58,53
194,3,10:58.0,Shooting foul by N. Jokić (drawn by H. Whiteside),,58,53
195,3,10:58.0,H. Whiteside makes free throw 1 of 2,,59,53
196,3,10:58.0,H. Whiteside misses free throw 2 of 2,,59,53
197,3,10:55.0,,Defensive rebound by N. Jokić,59,53
198,3,10:49.0,,Personal foul by J. Richardson (drawn by G. Harris),59,53
199,3,10:44.0,,Turnover by N. Jokić (bad pass; steal by G. Dragić),59,53
200,3,10:43.0,Personal foul by N. Jokić (drawn by G. Dragić),,59,53
201,3,10:31.0,H. Whiteside misses 2-pt jump shot from 13 ft,,59,53
202,3,10:27.0,,Defensive rebound by N. Jokić,59,53
203,3,10:19.0,,P. Millsap makes 2-pt layup from 2 ft,59,55
204,3,9:57.0,G. Dragić misses 2-pt jump shot from 16 ft,,59,55
205,3,9:54.0,,Defensive rebound by P. Millsap,59,55
206,3,9:52.0,Offensive charge foul by G. Harris,,59,55
207,3,9:52.0,,Turnover by G. Harris (offensive foul),59,55
208,3,9:52.0,,Technical foul by G. Harris,59,55
209,3,9:52.0,G. Dragić makes technical free throw,,60,55
210,3,9:45.0,Personal foul by W. Chandler (drawn by H. Whiteside),,60,55
211,3,9:31.0,D. Waiters misses 3-pt jump shot from 25 ft,,60,55
212,3,9:29.0,Offensive rebound by O. White,,60,55
213,3,9:29.0,O. White makes 2-pt layup from 2 ft,,62,55
214,3,9:29.0,Shooting foul by N. Jokić (drawn by O. White),,62,55
215,3,9:29.0,O. White makes free throw 1 of 1,,63,55
