,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SACRAMENTO_ACTION,MILWAUKEE_SCORE,SACRAMENTO_SCORE
374,4,7:13.0,,Turnover by B. Hield (out of bounds lost ball),101,73
375,4,7:13.0,,Sacramento full timeout,101,73
376,4,7:13.0,,J. Jackson enters the game for B. Bogdanović,101,73
377,4,7:00.0,M. Brogdon makes 2-pt jump shot from 14 ft,,103,73
378,4,6:36.0,,F. Mason makes 2-pt layup from 2 ft,103,75
379,4,6:36.0,Violation by T. Maker (def goaltending),,103,75
380,4,6:24.0,M. Brogdon makes 2-pt layup from 2 ft (assist by D. Wilson),,105,75
381,4,5:58.0,,J. Jackson misses 3-pt jump shot from 23 ft,105,75
382,4,5:54.0,Defensive rebound by T. Maker,,105,75
383,4,5:36.0,D. Wilson makes 2-pt jump shot from 9 ft (assist by M. Brogdon),,107,75
384,4,5:21.0,,J. Jackson misses 2-pt layup from 4 ft,107,75
385,4,5:18.0,Defensive rebound by T. Maker,,107,75
386,4,5:14.0,Turnover by M. Brogdon (bad pass; steal by F. Mason),,107,75
387,4,5:10.0,,B. Hield makes 2-pt layup from 2 ft (assist by F. Mason),107,77
388,4,4:47.0,J. Terry misses 3-pt jump shot from 25 ft,,107,77
389,4,4:43.0,,Defensive rebound by J. Jackson,107,77
390,4,4:24.0,,F. Mason misses 2-pt layup from 1 ft,107,77
391,4,4:23.0,,Offensive rebound by S. Labissière,107,77
392,4,4:23.0,,Turnover by Team (shot clock),107,77
393,4,4:23.0,J. Bolomboy enters the game for J. Terry,,107,77
394,4,4:23.0,G. Payton enters the game for T. Maker,,107,77
395,4,4:23.0,R. Vaughn enters the game for M. Brogdon,,107,77
396,4,4:14.0,Turnover by D. Wilson (traveling),,107,77
397,4,4:02.0,,B. Hield makes 2-pt layup from 3 ft,107,79
398,4,4:02.0,Violation by J. Bolomboy (def goaltending),,107,79
399,4,3:44.0,D. Liggins makes 2-pt jump shot from 8 ft,,109,79
400,4,3:26.0,,Shooting foul by D. Liggins (drawn by S. Labissière),109,79
401,4,3:26.0,,S. Labissière makes free throw 1 of 2,109,80
402,4,3:26.0,,S. Labissière makes free throw 2 of 2,109,81
403,4,3:07.0,Turnover by D. Liggins (traveling),,109,81
404,4,2:51.0,,B. Hield misses 2-pt layup from 2 ft,109,81
405,4,2:48.0,Defensive rebound by D. Wilson,,109,81
406,4,2:37.0,R. Vaughn misses 3-pt jump shot from 24 ft,,109,81
407,4,2:33.0,,Defensive rebound by F. Mason,109,81
408,4,2:29.0,,F. Mason makes 2-pt layup from 2 ft,109,83
409,4,2:15.0,R. Vaughn makes 2-pt jump shot from 5 ft (assist by G. Payton),,111,83
410,4,2:15.0,,Sacramento full timeout,111,83
411,4,1:59.0,,Turnover by F. Mason (bad pass),111,83
412,4,1:48.0,Turnover by G. Payton (bad pass; steal by M. Richardson),,111,83
413,4,1:39.0,,F. Mason makes 2-pt jump shot from 8 ft,111,85
414,4,1:16.0,Turnover by D. Liggins (bad pass; steal by B. Hield),,111,85
415,4,1:13.0,,Shooting foul by R. Vaughn (drawn by B. Hield),111,85
416,4,1:13.0,,B. Hield makes free throw 1 of 2,111,86
417,4,1:13.0,,B. Hield makes free throw 2 of 2,111,87
418,4,0:50.0,G. Payton misses 3-pt jump shot from 25 ft,,111,87
419,4,0:49.0,Offensive rebound by J. Bolomboy,,111,87
420,4,0:49.0,Shooting foul by B. Hield (drawn by J. Bolomboy),,111,87
421,4,0:49.0,J. Bolomboy misses free throw 1 of 2,,111,87
422,4,0:49.0,Offensive rebound by Team,,111,87
423,4,0:49.0,J. Bolomboy makes free throw 2 of 2,,112,87
424,4,0:25.0,,M. Richardson misses 3-pt jump shot from 24 ft,112,87
425,4,0:21.0,Defensive rebound by D. Wilson,,112,87
