,QUARTER,TIME_REMAINING,BOSTON_ACTION,UTAH_ACTION,BOSTON_SCORE,UTAH_SCORE
384,4,4:35.0,T. Rozier misses 2-pt jump shot from 16 ft,,84,89
385,4,4:31.0,Offensive rebound by T. Rozier,,84,89
386,4,4:31.0,Personal foul by J. Crowder (drawn by T. Rozier),,84,89
387,4,4:23.0,S. Larkin makes 2-pt layup from 1 ft (assist by G. Monroe),,86,89
388,4,3:59.0,,J. Ingles misses 3-pt jump shot from 24 ft,86,89
389,4,3:57.0,Defensive rebound by J. Tatum,,86,89
390,4,3:41.0,T. Rozier misses 3-pt jump shot from 26 ft,,86,89
391,4,3:39.0,,Defensive rebound by J. Crowder,86,89
392,4,3:22.0,,D. Mitchell misses 2-pt jump shot from 21 ft,86,89
393,4,3:18.0,,Offensive rebound by R. Gobert,86,89
394,4,3:17.0,,Shooting foul by G. Monroe (drawn by R. Gobert),86,89
395,4,3:17.0,,R. Gobert misses free throw 1 of 2,86,89
396,4,3:17.0,,Offensive rebound by Team,86,89
397,4,3:17.0,,R. Gobert makes free throw 2 of 2,86,90
398,4,3:05.0,J. Tatum misses 2-pt layup from 3 ft,,86,90
399,4,3:05.0,,Defensive rebound by Team,86,90
400,4,2:52.0,,D. Mitchell makes 2-pt layup from 1 ft,86,92
401,4,2:43.0,T. Rozier makes 2-pt layup from 2 ft (assist by J. Brown),,88,92
402,4,2:25.0,,J. Crowder makes 2-pt layup from 2 ft (assist by D. Mitchell),88,94
403,4,2:11.0,G. Monroe makes 2-pt hook shot from 5 ft,,90,94
404,4,1:49.0,,R. Rubio misses 2-pt jump shot from 15 ft,90,94
405,4,1:44.0,Defensive rebound by S. Larkin,,90,94
406,4,1:36.0,J. Tatum misses 3-pt jump shot from 24 ft,,90,94
407,4,1:33.0,Offensive rebound by S. Larkin,,90,94
408,4,1:33.0,S. Larkin misses 2-pt layup at rim,,90,94
409,4,1:33.0,Offensive rebound by G. Monroe,,90,94
410,4,1:33.0,G. Monroe misses 2-pt layup at rim,,90,94
411,4,1:33.0,Offensive rebound by G. Monroe,,90,94
412,4,1:33.0,Shooting foul by D. Mitchell (drawn by G. Monroe),,90,94
413,4,1:33.0,G. Monroe makes free throw 1 of 2,,91,94
414,4,1:33.0,G. Monroe makes free throw 2 of 2,,92,94
415,4,1:11.0,,Turnover by D. Mitchell (lost ball; steal by J. Brown),92,94
416,4,1:09.0,J. Tatum makes 2-pt dunk from 3 ft (assist by J. Brown),,94,94
417,4,1:09.0,,Utah full timeout,94,94
418,4,1:09.0,A. Baynes enters the game for G. Monroe,,94,94
419,4,1:00.0,,D. Mitchell misses 2-pt jump shot from 11 ft,94,94
420,4,0:58.0,Defensive rebound by T. Rozier,,94,94
421,4,0:45.0,T. Rozier misses 3-pt jump shot from 27 ft,,94,94
422,4,0:40.0,,Defensive rebound by R. Rubio,94,94
423,4,0:20.0,,J. Crowder misses 3-pt jump shot from 26 ft (block by J. Tatum),94,94
424,4,0:17.0,,Offensive rebound by J. Ingles,94,94
425,4,0:16.0,,J. Ingles misses 2-pt jump shot from 10 ft,94,94
426,4,0:14.0,Defensive rebound by S. Larkin,,94,94
427,4,0:14.0,Boston full timeout,,94,94
428,4,0:14.0,S. Ojeleye enters the game for A. Baynes,,94,94
429,4,0:01.0,J. Brown makes 3-pt jump shot from 26 ft (assist by S. Ojeleye),,97,94
430,4,0:00.0,,Utah full timeout,97,94
431,4,0:00.0,,D. Mitchell misses 3-pt jump shot from 30 ft,97,94
432,4,0:00.0,,Offensive rebound by Team,97,94
