,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MEMPHIS_ACTION,OKLAHOMA CITY_SCORE,MEMPHIS_SCORE
0,1,11:50.0,Shooting foul by T. Evans (drawn by S. Adams),,0,0
1,1,11:50.0,S. Adams makes free throw 1 of 2,,1,0
2,1,11:50.0,S. Adams makes free throw 2 of 2,,2,0
3,1,11:35.0,,Turnover by J. Green (bad pass; steal by A. Roberson),2,0
4,1,11:28.0,Turnover by R. Westbrook (bad pass; steal by A. Harrison),,2,0
5,1,11:22.0,,T. Evans makes 2-pt layup at rim (assist by A. Harrison),2,2
6,1,11:06.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,5,2
7,1,10:49.0,,D. Brooks makes 2-pt layup from 1 ft (assist by A. Harrison),5,4
8,1,10:39.0,Á. Abrines misses 3-pt jump shot from 26 ft,,5,4
9,1,10:37.0,,Defensive rebound by J. Green,5,4
10,1,10:27.0,,T. Evans makes 2-pt jump shot from 11 ft,5,6
11,1,10:09.0,Shooting foul by J. Green (drawn by C. Anthony),,5,6
12,1,10:09.0,C. Anthony misses free throw 1 of 2,,5,6
13,1,10:09.0,Offensive rebound by Team,,5,6
14,1,10:09.0,C. Anthony makes free throw 2 of 2,,6,6
15,1,9:58.0,,Turnover by A. Harrison (bad pass),6,6
16,1,9:45.0,Á. Abrines misses 3-pt jump shot from 24 ft,,6,6
17,1,9:42.0,Offensive rebound by R. Westbrook,,6,6
18,1,9:41.0,R. Westbrook misses 2-pt layup from 1 ft (block by T. Evans),,6,6
19,1,9:41.0,,Defensive rebound by T. Evans,6,6
20,1,9:22.0,,A. Harrison misses 3-pt jump shot from 24 ft,6,6
21,1,9:19.0,,Offensive rebound by M. Gasol,6,6
22,1,9:19.0,,Personal foul by R. Westbrook (drawn by M. Gasol),6,6
23,1,9:13.0,,Personal foul by A. Roberson (drawn by T. Evans),6,6
24,1,9:02.0,,M. Gasol makes 2-pt jump shot from 22 ft (assist by J. Green),6,8
25,1,8:51.0,R. Westbrook misses 2-pt layup from 1 ft,,6,8
26,1,8:49.0,Offensive rebound by S. Adams,,6,8
27,1,8:46.0,S. Adams misses 2-pt layup from 1 ft (block by M. Gasol),,6,8
28,1,8:46.0,,Defensive rebound by T. Evans,6,8
29,1,8:39.0,,D. Brooks makes 3-pt jump shot from 23 ft (assist by A. Harrison),6,11
30,1,8:39.0,,Shooting foul by R. Westbrook (drawn by D. Brooks),6,11
31,1,8:39.0,,D. Brooks makes free throw 1 of 1,6,12
32,1,8:35.0,Oklahoma City full timeout,,6,12
33,1,8:25.0,R. Westbrook misses 3-pt jump shot from 25 ft,,6,12
34,1,8:21.0,,Defensive rebound by M. Gasol,6,12
35,1,8:07.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by J. Green),6,15
36,1,7:54.0,Def 3 sec tech foul by T. Evans,,6,15
37,1,7:54.0,R. Westbrook misses technical free throw,,6,15
38,1,7:54.0,Offensive rebound by Team,,6,15
39,1,7:50.0,,Violation by A. Harrison (kicked ball),6,15
40,1,7:38.0,C. Anthony misses 2-pt jump shot from 9 ft,,6,15
41,1,7:36.0,,Defensive rebound by T. Evans,6,15
42,1,7:32.0,,Turnover by T. Evans (bad pass; steal by Á. Abrines),6,15
43,1,7:27.0,C. Anthony makes 2-pt jump shot from 11 ft,,8,15
44,1,7:04.0,,Shooting foul by Á. Abrines (drawn by A. Harrison),8,15
45,1,7:04.0,,A. Harrison makes free throw 1 of 2,8,16
46,1,7:04.0,,M. Chalmers enters the game for T. Evans,8,16
47,1,7:04.0,,A. Harrison misses free throw 2 of 2,8,16
48,1,7:02.0,Defensive rebound by C. Anthony,,8,16
49,1,6:52.0,C. Anthony makes 2-pt jump shot from 16 ft,,10,16
50,1,6:32.0,,J. Green makes 3-pt jump shot from 25 ft (assist by A. Harrison),10,19
51,1,6:13.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,13,19
52,1,5:50.0,,M. Chalmers misses 2-pt jump shot from 10 ft,13,19
53,1,5:48.0,,Offensive rebound by M. Gasol,13,19
54,1,5:45.0,,A. Harrison misses 2-pt jump shot from 7 ft,13,19
55,1,5:41.0,Defensive rebound by R. Westbrook,,13,19
56,1,5:37.0,R. Westbrook misses 2-pt layup at rim,,13,19
57,1,5:37.0,,Defensive rebound by J. Green,13,19
58,1,5:36.0,,J. Ennis enters the game for D. Brooks,13,19
59,1,5:17.0,,M. Gasol misses 2-pt jump shot from 9 ft,13,19
60,1,5:14.0,,Offensive rebound by J. Green,13,19
61,1,5:12.0,,M. Chalmers misses 3-pt jump shot from 25 ft,13,19
62,1,5:10.0,Defensive rebound by C. Anthony,,13,19
63,1,5:01.0,C. Anthony misses 2-pt jump shot from 20 ft,,13,19
64,1,5:00.0,,Defensive rebound by M. Gasol,13,19
65,1,4:57.0,,Memphis full timeout,13,19
66,1,4:57.0,,B. McLemore enters the game for J. Green,13,19
67,1,4:57.0,,J. Martin enters the game for A. Harrison,13,19
68,1,4:57.0,R. Felton enters the game for R. Westbrook,,13,19
69,1,4:50.0,,J. Ennis makes 2-pt layup at rim,13,21
70,1,4:30.0,C. Anthony misses 2-pt jump shot from 21 ft,,13,21
71,1,4:27.0,,Defensive rebound by M. Gasol,13,21
72,1,4:18.0,,Turnover by J. Ennis (traveling),13,21
73,1,4:07.0,Personal foul by J. Ennis (drawn by A. Roberson),,13,21
74,1,4:07.0,K. Singler enters the game for A. Roberson,,13,21
75,1,3:55.0,R. Felton misses 2-pt jump shot from 18 ft,,13,21
76,1,3:50.0,,Defensive rebound by J. Martin,13,21
77,1,3:49.0,,Shooting foul by C. Anthony (drawn by M. Gasol),13,21
78,1,3:49.0,,M. Gasol makes free throw 1 of 2,13,22
79,1,3:49.0,,M. Gasol makes free throw 2 of 2,13,23
80,1,3:33.0,R. Felton misses 2-pt layup at rim,,13,23
81,1,3:33.0,Offensive rebound by Team,,13,23
82,1,3:33.0,J. Grant enters the game for C. Anthony,,13,23
83,1,3:25.0,Á. Abrines misses 2-pt jump shot from 21 ft,,13,23
84,1,3:25.0,Offensive rebound by Team,,13,23
85,1,3:25.0,,Loose ball foul by M. Gasol (drawn by S. Adams),13,23
86,1,3:25.0,,D. Davis enters the game for M. Chalmers,13,23
87,1,3:25.0,,T. Evans enters the game for M. Gasol,13,23
88,1,3:16.0,K. Singler misses 2-pt jump shot from 22 ft,,13,23
89,1,3:14.0,,Defensive rebound by T. Evans,13,23
90,1,3:07.0,,J. Martin misses 2-pt jump shot from 3 ft (block by S. Adams),13,23
91,1,3:07.0,,Offensive rebound by Team,13,23
92,1,3:07.0,P. Patterson enters the game for S. Adams,,13,23
93,1,2:51.0,,D. Davis makes 2-pt jump shot from 9 ft,13,25
94,1,2:32.0,Turnover by K. Singler (lost ball; steal by J. Martin),,13,25
95,1,2:28.0,,J. Martin misses 2-pt layup at rim,13,25
96,1,2:20.0,,Offensive rebound by T. Evans,13,25
97,1,2:20.0,,T. Evans makes 2-pt layup at rim,13,27
98,1,2:12.0,Shooting foul by J. Martin (drawn by K. Singler),,13,27
99,1,2:12.0,K. Singler misses free throw 1 of 2,,13,27
100,1,2:12.0,Offensive rebound by Team,,13,27
101,1,2:12.0,K. Singler makes free throw 2 of 2,,14,27
102,1,1:57.0,,T. Evans misses 3-pt jump shot from 26 ft,14,27
103,1,1:54.0,Defensive rebound by P. Patterson,,14,27
