,QUARTER,TIME_REMAINING,BOSTON_ACTION,DALLAS_ACTION,BOSTON_SCORE,DALLAS_SCORE
74,1,2:40.0,K. Irving makes free throw 2 of 2,,32,18
75,1,2:29.0,,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),32,20
76,1,2:13.0,M. Smart misses 3-pt jump shot from 25 ft,,32,20
77,1,2:08.0,,Defensive rebound by D. Nowitzki,32,20
78,1,2:00.0,,J. Barea misses 2-pt jump shot from 5 ft,32,20
79,1,1:58.0,Defensive rebound by M. Smart,,32,20
80,1,1:48.0,M. Smart misses 3-pt jump shot from 26 ft,,32,20
81,1,1:44.0,,Defensive rebound by D. Nowitzki,32,20
82,1,1:28.0,,Turnover by D. Harris (bad pass; steal by M. Smart),32,20
83,1,1:23.0,J. Brown makes 2-pt layup from 1 ft (assist by M. Smart),,34,20
84,1,0:57.0,,J. Barea makes 2-pt layup from 2 ft,34,22
85,1,0:42.0,M. Smart misses 3-pt jump shot from 26 ft,,34,22
86,1,0:38.0,,Defensive rebound by D. Nowitzki,34,22
87,1,0:33.0,,D. Harris misses 3-pt jump shot from 22 ft,34,22
88,1,0:30.0,Defensive rebound by S. Ojeleye,,34,22
89,1,0:27.0,Turnover by J. Brown (lost ball; steal by D. Harris),,34,22
90,1,0:05.0,,D. Powell misses 2-pt layup from 1 ft,34,22
91,1,0:05.0,Defensive rebound by D. Theis,,34,22
92,1,0:05.0,Personal foul by D. Harris (drawn by D. Theis),,34,22
93,1,0:05.0,,W. Matthews enters the game for J. Barea,34,22
94,1,0:05.0,,D. Smith enters the game for D. Nowitzki,34,22
95,1,0:05.0,T. Rozier enters the game for S. Ojeleye,,34,22
96,1,0:04.0,Turnover by J. Brown (bad pass; steal by W. Matthews),,34,22
97,1,0:02.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,34,22
98,1,0:01.0,Defensive rebound by D. Theis,,34,22
99,2,11:51.0,,Personal foul by J. Tatum (drawn by D. Harris),34,22
100,2,11:48.0,,Personal foul by S. Ojeleye (drawn by D. Nowitzki),34,22
101,2,11:35.0,,J. Barea misses 3-pt jump shot from 27 ft,34,22
102,2,11:31.0,Defensive rebound by T. Rozier,,34,22
103,2,11:24.0,,Violation by D. Powell (kicked ball),34,22
104,2,11:16.0,Shooting foul by D. Harris (drawn by J. Tatum),,34,22
105,2,11:16.0,J. Tatum misses free throw 1 of 2,,34,22
106,2,11:16.0,Offensive rebound by Team,,34,22
107,2,11:16.0,J. Tatum makes free throw 2 of 2,,35,22
108,2,11:07.0,,Personal foul by S. Ojeleye (drawn by D. Nowitzki),35,22
109,2,10:57.0,,D. Harris misses 2-pt jump shot from 12 ft,35,22
110,2,10:53.0,Defensive rebound by D. Theis,,35,22
111,2,10:46.0,M. Smart makes 2-pt jump shot from 9 ft,,37,22
112,2,10:36.0,,J. Barea misses 3-pt jump shot from 24 ft,37,22
113,2,10:36.0,Defensive rebound by J. Tatum,,37,22
114,2,10:27.0,M. Smart misses 3-pt jump shot from 24 ft,,37,22
115,2,10:24.0,,Defensive rebound by D. Nowitzki,37,22
116,2,10:17.0,,Turnover by Y. Ferrell (out of bounds lost ball),37,22
117,2,10:17.0,,W. Matthews enters the game for D. Harris,37,22
118,2,10:12.0,Personal take foul by Y. Ferrell (drawn by T. Rozier),,37,22
119,2,10:12.0,,D. Smith enters the game for Y. Ferrell,37,22
120,2,10:08.0,Offensive foul by M. Smart (drawn by J. Barea),,37,22
121,2,10:08.0,Turnover by M. Smart (offensive foul),,37,22
122,2,9:56.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,37,22
123,2,9:53.0,Defensive rebound by J. Tatum,,37,22
124,2,9:44.0,M. Smart misses 2-pt jump shot from 16 ft,,37,22
125,2,9:40.0,,Defensive rebound by D. Powell,37,22
126,2,9:33.0,,J. Barea makes 3-pt jump shot from 24 ft,37,25
127,2,9:14.0,J. Tatum makes 2-pt jump shot from 18 ft,,39,25
128,2,8:51.0,,D. Nowitzki makes 2-pt layup from 2 ft (assist by J. Barea),39,27
129,2,8:41.0,T. Rozier misses 2-pt jump shot from 15 ft,,39,27
130,2,8:41.0,,Defensive rebound by W. Matthews,39,27
131,2,8:23.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),39,30
132,2,8:21.0,Boston full timeout,,39,30
133,2,8:21.0,,H. Barnes enters the game for D. Nowitzki,39,30
134,2,8:21.0,M. Morris enters the game for S. Ojeleye,,39,30
135,2,8:21.0,A. Baynes enters the game for D. Theis,,39,30
136,2,8:06.0,M. Smart misses 3-pt jump shot from 26 ft,,39,30
137,2,8:03.0,,Defensive rebound by H. Barnes,39,30
138,2,7:50.0,,S. Mejri enters the game for D. Powell,39,30
139,2,7:41.0,,D. Smith misses 3-pt jump shot from 25 ft,39,30
140,2,7:39.0,Defensive rebound by J. Tatum,,39,30
141,2,7:20.0,T. Rozier misses 3-pt jump shot from 25 ft,,39,30
142,2,7:18.0,,Defensive rebound by Team,39,30
143,2,7:18.0,,Y. Ferrell enters the game for J. Barea,39,30
144,2,7:07.0,,Y. Ferrell misses 2-pt jump shot from 16 ft,39,30
145,2,7:03.0,Defensive rebound by M. Morris,,39,30
146,2,6:57.0,M. Morris misses 2-pt jump shot from 6 ft,,39,30
147,2,6:57.0,Offensive rebound by A. Baynes,,39,30
148,2,6:57.0,A. Baynes misses 2-pt layup at rim,,39,30
149,2,6:57.0,,Defensive rebound by Team,39,30
150,2,6:57.0,Loose ball foul by A. Baynes (drawn by S. Mejri),,39,30
151,2,6:57.0,A. Nader enters the game for M. Smart,,39,30
152,2,6:44.0,,S. Mejri misses 2-pt jump shot from 18 ft,39,30
153,2,6:40.0,Defensive rebound by J. Tatum,,39,30
154,2,6:22.0,J. Tatum misses 2-pt jump shot from 3 ft,,39,30
155,2,6:20.0,,Defensive rebound by Team,39,30
156,2,6:07.0,,W. Matthews misses 3-pt jump shot from 27 ft,39,30
157,2,6:03.0,Defensive rebound by M. Morris,,39,30
158,2,5:51.0,M. Morris misses 2-pt jump shot from 19 ft,,39,30
159,2,5:49.0,,Defensive rebound by D. Smith,39,30
160,2,5:42.0,,Shooting block foul by A. Nader (drawn by Y. Ferrell),39,30
161,2,5:42.0,,Y. Ferrell makes free throw 1 of 2,39,31
162,2,5:42.0,A. Horford enters the game for J. Tatum,,39,31
163,2,5:42.0,,Y. Ferrell makes free throw 2 of 2,39,32
164,2,5:21.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by M. Morris),,42,32
165,2,5:01.0,,H. Barnes makes 2-pt jump shot from 17 ft (assist by W. Matthews),42,34
166,2,4:40.0,A. Nader misses 3-pt jump shot from 26 ft,,42,34
167,2,4:36.0,,Defensive rebound by H. Barnes,42,34
168,2,4:31.0,,H. Barnes misses 3-pt jump shot from 24 ft,42,34
169,2,4:28.0,Defensive rebound by M. Morris,,42,34
170,2,4:23.0,M. Morris misses 3-pt jump shot from 25 ft,,42,34
171,2,4:23.0,,Defensive rebound by Team,42,34
172,2,4:23.0,Loose ball foul by A. Baynes (drawn by S. Mejri),,42,34
173,2,4:23.0,,S. Mejri makes free throw 1 of 2,42,35
174,2,4:23.0,K. Irving enters the game for T. Rozier,,42,35
175,2,4:23.0,,S. Mejri misses free throw 2 of 2,42,35
176,2,4:21.0,Defensive rebound by A. Baynes,,42,35
177,2,4:02.0,Turnover by A. Nader (out of bounds lost ball),,42,35
178,2,3:43.0,,D. Smith misses 2-pt layup from 2 ft,42,35
179,2,3:39.0,,Offensive rebound by S. Mejri,42,35
180,2,3:39.0,,S. Mejri makes 2-pt layup at rim,42,37
181,2,3:26.0,K. Irving makes 2-pt jump shot from 11 ft (assist by A. Horford),,44,37
182,2,3:13.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by D. Smith),44,40
183,2,3:11.0,Boston full timeout,,44,40
184,2,3:11.0,J. Brown enters the game for A. Nader,,44,40
185,2,3:11.0,M. Smart enters the game for A. Baynes,,44,40
186,2,3:03.0,Shooting block foul by W. Matthews (drawn by J. Brown),,44,40
187,2,3:03.0,J. Brown misses free throw 1 of 2,,44,40
188,2,3:03.0,Offensive rebound by Team,,44,40
189,2,3:03.0,J. Brown misses free throw 2 of 2,,44,40
190,2,3:01.0,,Defensive rebound by S. Mejri,44,40
191,2,2:51.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by H. Barnes),44,43
192,2,2:35.0,Personal block foul by S. Mejri (drawn by K. Irving),,44,43
193,2,2:35.0,J. Tatum enters the game for M. Morris,,44,43
194,2,2:28.0,Turnover by M. Smart (bad pass),,44,43
195,2,2:23.0,,D. Smith misses 2-pt jump shot from 19 ft,44,43
196,2,2:21.0,Defensive rebound by J. Brown,,44,43
197,2,2:21.0,Personal foul by S. Mejri (drawn by J. Brown),,44,43
198,2,2:21.0,J. Brown makes free throw 1 of 2,,45,43
199,2,2:21.0,J. Brown misses free throw 2 of 2,,45,43
200,2,2:19.0,,Defensive rebound by S. Mejri,45,43
201,2,2:11.0,,Turnover by S. Mejri (step out of bounds),45,43
202,2,1:58.0,A. Horford makes 3-pt jump shot from 25 ft (assist by K. Irving),,48,43
203,2,1:41.0,,Y. Ferrell makes 2-pt jump shot from 21 ft (assist by W. Matthews),48,45
204,2,1:28.0,J. Tatum misses 3-pt jump shot from 23 ft,,48,45
205,2,1:24.0,Offensive rebound by K. Irving,,48,45
206,2,1:19.0,,Offensive charge foul by M. Smart (drawn by S. Mejri),48,45
207,2,1:19.0,Turnover by M. Smart (offensive foul),,48,45
208,2,1:19.0,,D. Nowitzki enters the game for S. Mejri,48,45
209,2,1:00.0,,D. Smith makes 2-pt layup from 1 ft,48,47
210,2,0:46.0,K. Irving makes 2-pt jump shot from 8 ft (assist by A. Horford),,50,47
211,2,0:34.0,,D. Smith misses 3-pt jump shot from 26 ft,50,47
212,2,0:30.0,Defensive rebound by A. Horford,,50,47
213,2,0:27.0,K. Irving makes 3-pt jump shot from 27 ft,,53,47
214,2,0:06.0,,H. Barnes makes 2-pt hook shot from 6 ft,53,49
215,2,0:00.0,K. Irving misses 2-pt jump shot from 12 ft,,53,49
216,2,0:00.0,Offensive rebound by Team,,53,49
217,3,11:45.0,,H. Barnes misses 2-pt jump shot from 8 ft,53,49
218,3,11:40.0,Defensive rebound by J. Brown,,53,49
219,3,11:27.0,Turnover by A. Horford (bad pass; steal by D. Smith),,53,49
220,3,11:27.0,,Personal take foul by K. Irving (drawn by D. Smith),53,49
221,3,11:13.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by H. Barnes),53,51
222,3,11:10.0,Boston full timeout,,53,51
223,3,10:50.0,A. Horford misses 2-pt hook shot from 3 ft,,53,51
224,3,10:50.0,,Defensive rebound by W. Matthews,53,51
225,3,10:38.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by W. Matthews),53,53
226,3,10:20.0,Turnover by K. Irving (bad pass; steal by W. Matthews),,53,53
227,3,10:16.0,,D. Smith misses 2-pt layup from 1 ft (block by A. Horford),53,53
228,3,10:15.0,Defensive rebound by Team,,53,53
229,3,10:15.0,,Loose ball foul by M. Kleber (drawn by K. Irving),53,53
230,3,10:02.0,Turnover by A. Horford (bad pass; steal by W. Matthews),,53,53
231,3,9:53.0,,Turnover by W. Matthews (bad pass; steal by J. Tatum),53,53
232,3,9:53.0,Personal take foul by D. Nowitzki (drawn by J. Tatum),,53,53
233,3,9:38.0,K. Irving misses 2-pt jump shot from 13 ft,,53,53
234,3,9:33.0,,Defensive rebound by H. Barnes,53,53
235,3,9:24.0,,H. Barnes makes 2-pt layup from 2 ft,53,55
236,3,9:24.0,,Shooting foul by M. Morris (drawn by H. Barnes),53,55
237,3,9:24.0,,H. Barnes makes free throw 1 of 1,53,56
238,3,9:10.0,J. Brown misses 3-pt jump shot from 23 ft,,53,56
239,3,9:07.0,,Defensive rebound by M. Kleber,53,56
240,3,8:54.0,,W. Matthews makes 2-pt jump shot from 12 ft,53,58
241,3,8:46.0,Shooting block foul by D. Smith (drawn by K. Irving),,53,58
242,3,8:46.0,,Technical foul by W. Matthews,53,58
243,3,8:46.0,K. Irving makes technical free throw,,54,58
244,3,8:46.0,K. Irving makes free throw 2 of 2,,55,58
245,3,8:46.0,K. Irving makes free throw 1 of 2,,56,58
246,3,8:22.0,,H. Barnes makes 2-pt jump shot from 18 ft (assist by D. Smith),56,60
247,3,8:07.0,M. Morris misses 2-pt jump shot from 17 ft,,56,60
248,3,8:05.0,,Defensive rebound by D. Smith,56,60
249,3,7:59.0,,D. Smith misses 2-pt layup from 1 ft,56,60
250,3,7:55.0,Defensive rebound by M. Morris,,56,60
251,3,7:52.0,Shooting block foul by M. Kleber (drawn by J. Brown),,56,60
252,3,7:52.0,J. Brown makes free throw 1 of 2,,57,60
253,3,7:52.0,J. Brown makes free throw 2 of 2,,58,60
254,3,7:32.0,,D. Smith misses 3-pt jump shot from 25 ft,58,60
255,3,7:27.0,,Offensive rebound by M. Kleber,58,60
256,3,7:22.0,,Personal foul by J. Brown (drawn by D. Nowitzki),58,60
257,3,7:16.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Smith),58,63
258,3,7:09.0,Turnover by K. Irving (bad pass),,58,63
259,3,6:53.0,,D. Smith misses 2-pt jump shot from 4 ft (block by M. Morris),58,63
260,3,6:52.0,,Y. Ferrell enters the game for D. Nowitzki,58,63
261,3,6:52.0,Defensive rebound by M. Morris,,58,63
262,3,6:42.0,M. Morris misses 2-pt layup from 1 ft,,58,63
263,3,6:40.0,,Defensive rebound by H. Barnes,58,63
264,3,6:32.0,,H. Barnes makes 2-pt layup from 5 ft,58,65
265,3,6:20.0,M. Morris makes 3-pt jump shot from 25 ft (assist by A. Horford),,61,65
266,3,5:55.0,,H. Barnes misses 2-pt jump shot from 13 ft,61,65
267,3,5:55.0,,Offensive rebound by M. Kleber,61,65
268,3,5:49.0,,W. Matthews misses 3-pt jump shot from 27 ft,61,65
269,3,5:49.0,Defensive rebound by M. Morris,,61,65
270,3,5:41.0,Turnover by J. Tatum (traveling),,61,65
271,3,5:41.0,,D. Powell enters the game for D. Smith,61,65
272,3,5:41.0,A. Baynes enters the game for A. Horford,,61,65
273,3,5:28.0,,Shooting foul by K. Irving (drawn by H. Barnes),61,65
274,3,5:28.0,,H. Barnes makes free throw 1 of 2,61,66
275,3,5:28.0,,D. Harris enters the game for W. Matthews,61,66
276,3,5:28.0,S. Ojeleye enters the game for M. Morris,,61,66
277,3,5:28.0,,H. Barnes makes free throw 2 of 2,61,67
278,3,5:28.0,M. Smart enters the game for J. Brown,,61,67
279,3,5:09.0,K. Irving makes 2-pt layup from 1 ft (assist by M. Smart),,63,67
280,3,4:51.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,63,67
281,3,4:48.0,Defensive rebound by S. Ojeleye,,63,67
282,3,4:41.0,K. Irving misses 2-pt jump shot from 9 ft,,63,67
283,3,4:38.0,,Defensive rebound by Team,63,67
284,3,4:24.0,,Personal foul by K. Irving,63,67
285,3,4:24.0,,H. Barnes makes free throw 1 of 2,63,68
286,3,4:24.0,,H. Barnes makes free throw 2 of 2,63,69
287,3,4:24.0,Technical foul by K. Irving,,63,69
288,3,4:24.0,,H. Barnes makes technical free throw,63,70
289,3,4:17.0,Personal foul by D. Harris (drawn by M. Smart),,63,70
290,3,4:17.0,M. Smart makes free throw 1 of 2,,64,70
291,3,4:17.0,M. Smart makes free throw 2 of 2,,65,70
292,3,4:06.0,,Turnover by D. Harris (bad pass),65,70
293,3,3:52.0,M. Smart misses 3-pt jump shot from 25 ft,,65,70
294,3,3:48.0,,Defensive rebound by M. Kleber,65,70
295,3,3:34.0,,M. Kleber misses 3-pt jump shot from 22 ft,65,70
296,3,3:34.0,Defensive rebound by A. Baynes,,65,70
297,3,3:18.0,Shooting foul by D. Powell (drawn by M. Smart),,65,70
298,3,3:18.0,,Dallas full timeout,65,70
299,3,3:18.0,,D. Nowitzki enters the game for H. Barnes,65,70
300,3,3:18.0,,J. Barea enters the game for M. Kleber,65,70
301,3,3:18.0,T. Rozier enters the game for K. Irving,,65,70
302,3,3:18.0,A. Horford enters the game for A. Baynes,,65,70
303,3,3:18.0,M. Smart makes free throw 1 of 2,,66,70
304,3,3:18.0,M. Smart makes free throw 2 of 2,,67,70
305,3,3:00.0,,D. Harris misses 2-pt layup from 2 ft,67,70
306,3,2:56.0,Defensive rebound by T. Rozier,,67,70
307,3,2:36.0,A. Horford misses 2-pt hook shot from 6 ft,,67,70
308,3,2:34.0,,Defensive rebound by D. Nowitzki,67,70
309,3,2:28.0,,D. Harris misses 2-pt layup from 2 ft,67,70
310,3,2:24.0,,Offensive rebound by D. Powell,67,70
311,3,2:24.0,,D. Powell makes 2-pt dunk at rim,67,72
312,3,2:08.0,J. Tatum makes 2-pt layup from 1 ft (assist by A. Horford),,69,72
313,3,1:43.0,,D. Nowitzki makes 2-pt layup from 2 ft,69,74
314,3,1:34.0,T. Rozier misses 3-pt jump shot from 25 ft,,69,74
315,3,1:34.0,,Defensive rebound by D. Nowitzki,69,74
316,3,1:21.0,,Turnover by J. Barea (bad pass; steal by M. Smart),69,74
317,3,1:15.0,J. Brown enters the game for J. Tatum,,69,74
318,3,1:13.0,Offensive foul by T. Rozier (drawn by Y. Ferrell),,69,74
319,3,1:13.0,Turnover by T. Rozier (offensive foul),,69,74
320,3,0:51.0,,J. Barea makes 3-pt jump shot from 27 ft (assist by D. Harris),69,77
321,3,0:32.0,M. Smart misses 3-pt jump shot from 25 ft,,69,77
322,3,0:29.0,,Defensive rebound by D. Nowitzki,69,77
323,3,0:08.0,,D. Harris misses 2-pt jump shot from 18 ft,69,77
324,3,0:04.0,Defensive rebound by S. Ojeleye,,69,77
325,3,0:00.0,J. Brown misses 2-pt jump shot from 12 ft,,69,77
326,3,0:00.0,Offensive rebound by Team,,69,77
327,4,11:42.0,M. Smart makes 3-pt jump shot from 25 ft (assist by A. Horford),,72,77
328,4,11:24.0,,Personal foul by S. Larkin (drawn by J. Barea),72,77
329,4,11:17.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,72,77
330,4,11:13.0,,Offensive rebound by D. Powell,72,77
331,4,10:59.0,,D. Nowitzki makes 2-pt jump shot from 12 ft,72,79
332,4,10:46.0,Turnover by T. Rozier (step out of bounds),,72,79
333,4,10:24.0,,W. Matthews misses 3-pt jump shot from 29 ft,72,79
334,4,10:19.0,Defensive rebound by J. Brown,,72,79
335,4,10:06.0,A. Horford misses 2-pt jump shot from 18 ft,,72,79
336,4,10:03.0,,Defensive rebound by W. Matthews,72,79
337,4,9:55.0,,J. Barea makes 2-pt layup from 1 ft,72,81
338,4,9:42.0,S. Larkin misses 3-pt jump shot from 23 ft,,72,81
339,4,9:39.0,,Defensive rebound by D. Nowitzki,72,81
340,4,9:26.0,,J. Barea misses 3-pt jump shot from 26 ft,72,81
341,4,9:22.0,,Offensive rebound by D. Powell,72,81
342,4,9:19.0,,Y. Ferrell makes 2-pt layup from 2 ft,72,83
343,4,9:19.0,Boston full timeout,,72,83
344,4,9:19.0,,H. Barnes enters the game for D. Nowitzki,72,83
345,4,9:19.0,K. Irving enters the game for T. Rozier,,72,83
346,4,9:19.0,M. Morris enters the game for S. Larkin,,72,83
347,4,9:05.0,M. Smart misses 3-pt jump shot from 23 ft,,72,83
348,4,9:01.0,,Defensive rebound by J. Barea,72,83
349,4,8:42.0,,W. Matthews misses 2-pt jump shot from 14 ft,72,83
350,4,8:38.0,Defensive rebound by A. Horford,,72,83
351,4,8:30.0,J. Brown makes 2-pt layup from 2 ft (assist by K. Irving),,74,83
352,4,8:19.0,,Personal foul by M. Smart (drawn by J. Barea),74,83
353,4,8:19.0,A. Baynes enters the game for A. Horford,,74,83
354,4,8:13.0,,Shooting foul by M. Smart (drawn by J. Barea),74,83
355,4,8:13.0,,J. Barea makes free throw 1 of 3,74,84
356,4,8:13.0,,J. Barea makes free throw 2 of 3,74,85
357,4,8:13.0,,J. Barea misses free throw 3 of 3,74,85
358,4,8:11.0,Defensive rebound by J. Brown,,74,85
359,4,8:00.0,K. Irving misses 3-pt jump shot from 25 ft,,74,85
360,4,7:56.0,,Defensive rebound by J. Barea,74,85
361,4,7:47.0,,D. Powell makes 2-pt layup from 1 ft (assist by Y. Ferrell),74,87
362,4,7:38.0,M. Morris misses 3-pt jump shot from 26 ft,,74,87
363,4,7:35.0,,Defensive rebound by H. Barnes,74,87
364,4,7:18.0,,W. Matthews misses 3-pt jump shot from 25 ft,74,87
365,4,7:14.0,Defensive rebound by Team,,74,87
366,4,7:02.0,J. Brown makes 3-pt jump shot from 24 ft (assist by M. Smart),,77,87
367,4,6:45.0,,Personal block foul by A. Baynes (drawn by D. Powell),77,87
368,4,6:45.0,J. Tatum enters the game for M. Smart,,77,87
369,4,6:37.0,,Turnover by J. Barea (lost ball; steal by J. Brown),77,87
370,4,6:37.0,Personal foul by W. Matthews (drawn by J. Brown),,77,87
371,4,6:37.0,,Dallas full timeout,77,87
372,4,6:37.0,,D. Smith enters the game for J. Barea,77,87
373,4,6:29.0,Shooting foul by Y. Ferrell (drawn by K. Irving),,77,87
374,4,6:29.0,K. Irving makes free throw 1 of 2,,78,87
375,4,6:29.0,K. Irving makes free throw 2 of 2,,79,87
376,4,6:04.0,,Turnover by W. Matthews (turnover; steal by A. Baynes),79,87
377,4,5:54.0,Turnover by M. Morris (out of bounds lost ball),,79,87
378,4,5:44.0,,H. Barnes misses 3-pt jump shot from 26 ft,79,87
379,4,5:41.0,Defensive rebound by A. Baynes,,79,87
380,4,5:35.0,Turnover by K. Irving (lost ball; steal by Y. Ferrell),,79,87
381,4,5:22.0,,Personal block foul by A. Baynes (drawn by H. Barnes),79,87
382,4,5:22.0,,H. Barnes makes free throw 1 of 2,79,88
383,4,5:22.0,M. Smart enters the game for J. Brown,,79,88
384,4,5:22.0,A. Horford enters the game for A. Baynes,,79,88
385,4,5:22.0,,H. Barnes makes free throw 2 of 2,79,89
386,4,4:59.0,K. Irving misses 2-pt jump shot from 10 ft (block by D. Smith),,79,89
387,4,4:58.0,Offensive rebound by M. Morris,,79,89
388,4,4:58.0,M. Morris makes 2-pt layup at rim,,81,89
389,4,4:58.0,Shooting foul by W. Matthews (drawn by M. Morris),,81,89
390,4,4:58.0,M. Morris makes free throw 1 of 1,,82,89
