,QUARTER,TIME_REMAINING,DALLAS_ACTION,TORONTO_ACTION,DALLAS_SCORE,TORONTO_SCORE
375,4,4:12.0,H. Barnes makes 2-pt jump shot from 11 ft,,103,97
376,4,3:52.0,,P. Siakam makes 2-pt jump shot from 6 ft,103,99
377,4,3:27.0,N. Noel misses 2-pt layup from 4 ft (block by F. VanVleet),,103,99
378,4,3:27.0,Offensive rebound by N. Noel,,103,99
379,4,3:27.0,Turnover by Team (shot clock),,103,99
380,4,3:17.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by D. DeRozan),103,101
381,4,2:52.0,D. Powell makes 2-pt layup from 1 ft (assist by H. Barnes),,105,101
382,4,2:36.0,,F. VanVleet misses 3-pt jump shot from 23 ft,105,101
383,4,2:35.0,,Offensive rebound by P. Siakam,105,101
384,4,2:35.0,,Shooting foul by N. Noel (drawn by P. Siakam),105,101
385,4,2:35.0,,P. Siakam misses free throw 1 of 2,105,101
386,4,2:35.0,,Offensive rebound by Team,105,101
387,4,2:35.0,,P. Siakam makes free throw 2 of 2,105,102
388,4,2:16.0,Shooting foul by S. Ibaka (drawn by D. Powell),,105,102
389,4,2:16.0,D. Powell misses free throw 1 of 2,,105,102
390,4,2:16.0,Offensive rebound by Team,,105,102
391,4,2:16.0,D. Powell makes free throw 2 of 2,,106,102
392,4,2:02.0,,F. VanVleet misses 2-pt layup from 5 ft,106,102
393,4,2:02.0,Defensive rebound by Team,,106,102
394,4,1:47.0,Turnover by D. Smith (bad pass; steal by S. Ibaka),,106,102
395,4,1:38.0,,Shooting foul by D. Powell (drawn by D. DeRozan),106,102
396,4,1:38.0,,D. DeRozan makes free throw 1 of 2,106,103
397,4,1:38.0,,D. DeRozan makes free throw 2 of 2,106,104
398,4,1:27.0,Turnover by D. Smith (traveling),,106,104
399,4,1:15.0,,D. DeRozan makes 2-pt jump shot from 19 ft,106,106
400,4,1:15.0,Dallas full timeout,,106,106
401,4,0:55.0,Turnover by H. Barnes (out of bounds lost ball),,106,106
402,4,0:46.0,,Toronto full timeout,106,106
403,4,0:46.0,,C. Miles enters the game for D. Wright,106,106
404,4,0:44.0,,Turnover by C. Miles (bad pass; steal by H. Barnes),106,106
405,4,0:31.0,D. Smith misses 2-pt layup from 1 ft (block by S. Ibaka),,106,106
406,4,0:27.0,Offensive rebound by N. Noel,,106,106
407,4,0:24.0,H. Barnes misses 2-pt jump shot from 18 ft,,106,106
408,4,0:20.0,,Defensive rebound by F. VanVleet,106,106
409,4,0:20.0,,Toronto full timeout,106,106
410,4,0:20.0,,J. Valančiūnas enters the game for P. Siakam,106,106
411,4,0:01.0,,S. Ibaka misses 2-pt jump shot from 3 ft,106,106
412,4,0:01.0,,Offensive rebound by D. DeRozan,106,106
413,4,0:00.0,,D. DeRozan misses 2-pt jump shot from 12 ft,106,106
414,4,0:00.0,,Offensive rebound by Team,106,106
415,1OT,4:46.0,,Turnover by D. DeRozan (lost ball; steal by N. Noel),106,106
416,1OT,4:34.0,D. Smith makes 2-pt dunk from 1 ft (assist by N. Noel),,108,106
417,1OT,4:19.0,,D. DeRozan misses 2-pt jump shot from 13 ft,108,106
418,1OT,4:17.0,Defensive rebound by D. Smith,,108,106
419,1OT,3:48.0,D. Smith makes 2-pt jump shot from 19 ft,,110,106
420,1OT,3:33.0,,Personal foul by N. Noel (drawn by D. DeRozan),110,106
421,1OT,3:18.0,,F. VanVleet misses 3-pt jump shot from 23 ft,110,106
422,1OT,3:18.0,,Offensive rebound by Team,110,106
423,1OT,3:17.0,,Turnover by Team (shot clock),110,106
424,1OT,3:10.0,Turnover by D. Smith (traveling),,110,106
425,1OT,2:59.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by D. DeRozan),110,109
426,1OT,2:38.0,Y. Ferrell makes 2-pt jump shot from 17 ft,,112,109
427,1OT,2:16.0,,D. DeRozan makes 3-pt jump shot from 25 ft (assist by S. Ibaka),112,112
428,1OT,2:01.0,H. Barnes misses 3-pt jump shot from 25 ft,,112,112
429,1OT,1:58.0,,Defensive rebound by D. DeRozan,112,112
430,1OT,1:49.0,,D. DeRozan misses 2-pt jump shot from 4 ft,112,112
431,1OT,1:47.0,Defensive rebound by D. Smith,,112,112
432,1OT,1:40.0,D. Smith misses 2-pt layup from 1 ft,,112,112
433,1OT,1:37.0,,Defensive rebound by F. VanVleet,112,112
434,1OT,1:23.0,,F. VanVleet misses 3-pt jump shot from 26 ft (block by N. Noel),112,112
435,1OT,1:18.0,,Offensive rebound by D. Wright,112,112
436,1OT,1:17.0,,D. DeRozan misses 2-pt jump shot from 22 ft,112,112
437,1OT,1:14.0,,Offensive rebound by S. Ibaka,112,112
438,1OT,1:13.0,,F. VanVleet makes 3-pt jump shot from 27 ft (assist by S. Ibaka),112,115
439,1OT,1:13.0,Dallas full timeout,,112,115
440,1OT,1:00.0,D. Powell makes 3-pt jump shot from 27 ft (assist by D. Smith),,115,115
441,1OT,0:53.0,,D. DeRozan makes 2-pt jump shot from 2 ft,115,117
442,1OT,0:40.0,H. Barnes misses 2-pt jump shot from 8 ft (block by P. Siakam),,115,117
443,1OT,0:37.0,Offensive rebound by D. Powell,,115,117
444,1OT,0:36.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,115,117
445,1OT,0:36.0,,Defensive rebound by D. DeRozan,115,117
446,1OT,0:16.0,,Personal foul by D. Powell (drawn by D. Wright),115,117
447,1OT,0:16.0,,Toronto full timeout,115,117
448,1OT,0:16.0,,C. Miles enters the game for P. Siakam,115,117
449,1OT,0:13.0,,Toronto full timeout,115,117
450,1OT,0:13.0,,J. Valančiūnas enters the game for S. Ibaka,115,117
451,1OT,0:10.0,,Personal foul by N. Noel (drawn by J. Valančiūnas),115,117
452,1OT,0:10.0,D. McDermott enters the game for N. Noel,,115,117
453,1OT,0:10.0,,J. Valančiūnas makes free throw 1 of 2,115,118
454,1OT,0:10.0,,P. Siakam enters the game for C. Miles,115,118
455,1OT,0:10.0,,J. Valančiūnas misses free throw 2 of 2,115,118
456,1OT,0:08.0,,Offensive rebound by P. Siakam,115,118
457,1OT,0:07.0,,Personal foul by D. Smith (drawn by J. Valančiūnas),115,118
458,1OT,0:07.0,,J. Valančiūnas makes free throw 1 of 2,115,119
459,1OT,0:07.0,M. Kleber enters the game for D. McDermott,,115,119
460,1OT,0:07.0,,J. Valančiūnas makes free throw 2 of 2,115,120
461,1OT,0:07.0,Dallas full timeout,,115,120
462,1OT,0:07.0,,S. Ibaka enters the game for J. Valančiūnas,115,120
463,1OT,0:07.0,D. McDermott enters the game for M. Kleber,,115,120
464,1OT,0:07.0,Turnover by Team (turnover),,115,120
465,1OT,0:07.0,,C. Miles enters the game for P. Siakam,115,120
466,1OT,0:07.0,,J. Valančiūnas enters the game for S. Ibaka,115,120
467,1OT,0:07.0,,Personal foul by D. Smith (drawn by J. Valančiūnas),115,120
468,1OT,0:07.0,,J. Valančiūnas makes free throw 1 of 2,115,121
469,1OT,0:07.0,,P. Siakam enters the game for C. Miles,115,121
470,1OT,0:07.0,,J. Valančiūnas makes free throw 2 of 2,115,122
471,1OT,0:03.0,Y. Ferrell misses 3-pt jump shot from 32 ft,,115,122
472,1OT,0:00.0,,Defensive rebound by D. DeRozan,115,122
