,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DALLAS_ACTION,WASHINGTON_SCORE,DALLAS_SCORE
391,4,6:27.0,B. Beal misses 3-pt jump shot from 25 ft,,59,82
392,4,6:23.0,Offensive rebound by K. Oubre,,59,82
393,4,6:23.0,Shooting foul by D. Smith (drawn by K. Oubre),,59,82
394,4,6:23.0,K. Oubre makes free throw 1 of 2,,60,82
395,4,6:23.0,K. Oubre makes free throw 2 of 2,,61,82
396,4,6:00.0,,D. Smith misses 3-pt jump shot from 24 ft,61,82
397,4,5:57.0,Defensive rebound by J. Wall,,61,82
398,4,5:53.0,J. Wall misses 3-pt jump shot from 25 ft,,61,82
399,4,5:51.0,Offensive rebound by J. Smith,,61,82
400,4,5:50.0,J. Smith makes 2-pt layup from 1 ft,,63,82
401,4,5:33.0,,D. Nowitzki misses 2-pt jump shot from 3 ft,63,82
402,4,5:33.0,Defensive rebound by Team,,63,82
403,4,5:33.0,,W. Matthews enters the game for J. Barea,63,82
404,4,5:33.0,,H. Barnes enters the game for K. Collinsworth,63,82
405,4,5:33.0,,Y. Ferrell enters the game for D. Nowitzki,63,82
406,4,5:13.0,B. Beal misses 3-pt jump shot from 26 ft,,63,82
407,4,5:09.0,,Defensive rebound by H. Barnes,63,82
408,4,5:00.0,,Offensive foul by H. Barnes (drawn by B. Beal),63,82
409,4,5:00.0,,Turnover by H. Barnes (offensive foul),63,82
410,4,4:42.0,K. Oubre misses 3-pt jump shot from 27 ft,,63,82
411,4,4:37.0,,Defensive rebound by H. Barnes,63,82
412,4,4:32.0,,D. Smith misses 2-pt layup from 3 ft,63,82
413,4,4:32.0,,Offensive rebound by Y. Ferrell,63,82
414,4,4:32.0,,Y. Ferrell makes 2-pt layup at rim,63,84
415,4,4:32.0,Washington full timeout,,63,84
416,4,4:32.0,J. Meeks enters the game for J. Wall,,63,84
417,4,4:32.0,T. Frazier enters the game for B. Beal,,63,84
418,4,4:32.0,C. McCullough enters the game for K. Oubre,,63,84
419,4,4:16.0,J. Meeks makes 2-pt jump shot from 4 ft (assist by T. Frazier),,65,84
420,4,3:58.0,,W. Matthews misses 3-pt jump shot from 25 ft,65,84
421,4,3:54.0,Defensive rebound by T. Satoranský,,65,84
422,4,3:48.0,C. McCullough misses 2-pt jump shot from 2 ft,,65,84
423,4,3:45.0,,Defensive rebound by W. Matthews,65,84
424,4,3:39.0,,H. Barnes makes 2-pt jump shot from 17 ft,65,86
425,4,3:25.0,J. Meeks misses 3-pt jump shot from 24 ft,,65,86
426,4,3:25.0,,Defensive rebound by D. Smith,65,86
427,4,3:17.0,,W. Matthews misses 3-pt jump shot from 26 ft,65,86
428,4,3:13.0,Defensive rebound by T. Frazier,,65,86
429,4,3:09.0,J. Meeks misses 3-pt jump shot from 25 ft,,65,86
430,4,3:09.0,Offensive rebound by J. Smith,,65,86
431,4,3:08.0,Personal foul by W. Matthews (drawn by J. Smith),,65,86
432,4,3:08.0,J. Smith misses free throw 1 of 2,,65,86
433,4,3:08.0,Offensive rebound by Team,,65,86
434,4,3:08.0,,K. Collinsworth enters the game for W. Matthews,65,86
435,4,3:08.0,,J. Jones enters the game for H. Barnes,65,86
436,4,3:08.0,,J. McRoberts enters the game for M. Kleber,65,86
437,4,3:08.0,J. Smith makes free throw 2 of 2,,66,86
438,4,2:55.0,,D. Smith makes 2-pt layup at rim,66,88
439,4,2:45.0,T. Frazier makes 2-pt jump shot from 21 ft,,68,88
440,4,2:32.0,,J. Jones makes 2-pt layup from 1 ft,68,90
441,4,2:18.0,J. Smith misses 2-pt jump shot from 22 ft,,68,90
442,4,2:17.0,,Defensive rebound by Team,68,90
443,4,2:02.0,,D. Smith makes 3-pt jump shot from 24 ft,68,93
444,4,1:50.0,Turnover by J. Meeks (lost ball; steal by D. Smith),,68,93
445,4,1:50.0,,Dallas full timeout,68,93
446,4,1:50.0,,D. Powell enters the game for D. Smith,68,93
447,4,1:32.0,,Y. Ferrell misses 2-pt jump shot from 16 ft (block by C. McCullough),68,93
448,4,1:30.0,Defensive rebound by Team,,68,93
449,4,1:23.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by T. Frazier),,71,93
450,4,1:05.0,,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by K. Collinsworth),71,96
451,4,0:53.0,T. Frazier makes 3-pt jump shot from 24 ft (assist by C. McCullough),,74,96
452,4,0:39.0,,Turnover by K. Collinsworth (bad pass; steal by J. Smith),74,96
453,4,0:31.0,T. Satoranský misses 2-pt layup from 2 ft,,74,96
454,4,0:26.0,,Defensive rebound by K. Collinsworth,74,96
455,4,0:08.0,,D. Powell makes 2-pt dunk at rim (assist by K. Collinsworth),74,98
456,4,0:03.0,Shooting foul by J. McRoberts (drawn by C. McCullough),,74,98
457,4,0:03.0,C. McCullough misses free throw 1 of 2,,74,98
458,4,0:03.0,Offensive rebound by Team,,74,98
459,4,0:03.0,C. McCullough makes free throw 2 of 2,,75,98
