,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHOENIX_ACTION,MILWAUKEE_SCORE,PHOENIX_SCORE
391,4,8:12.0,,G. Monroe misses 2-pt layup at rim,84,87
392,4,8:12.0,,Offensive rebound by G. Monroe,84,87
393,4,8:12.0,,Offensive rebound by G. Monroe,84,87
394,4,8:12.0,,G. Monroe misses 2-pt layup at rim,84,87
395,4,8:12.0,,Offensive rebound by G. Monroe,84,87
396,4,8:10.0,,Turnover by G. Monroe (lost ball; steal by M. Brogdon),84,87
397,4,8:06.0,M. Brogdon makes 2-pt layup at rim,,86,87
398,4,7:47.0,,T. Daniels misses 3-pt jump shot from 25 ft,86,87
399,4,7:47.0,Defensive rebound by Team,,86,87
400,4,7:32.0,T. Maker misses 2-pt hook shot from 8 ft,,86,87
401,4,7:29.0,,Defensive rebound by G. Monroe,86,87
402,4,7:21.0,,G. Monroe misses 2-pt jump shot from 1 ft,86,87
403,4,7:20.0,,Offensive rebound by G. Monroe,86,87
404,4,7:20.0,,G. Monroe misses 2-pt layup from 1 ft,86,87
405,4,7:20.0,,Offensive rebound by Team,86,87
406,4,7:20.0,,Shooting foul by T. Maker (drawn by G. Monroe),86,87
407,4,7:20.0,,G. Monroe makes free throw 1 of 2,86,88
408,4,7:20.0,,G. Monroe makes free throw 2 of 2,86,89
409,4,7:05.0,M. Brogdon misses 2-pt layup from 3 ft,,86,89
410,4,7:02.0,,Defensive rebound by D. Bender,86,89
411,4,6:46.0,,Personal foul by D. Liggins (drawn by G. Monroe),86,89
412,4,6:46.0,,Phoenix full timeout,86,89
413,4,6:42.0,,T. Warren misses 2-pt jump shot from 10 ft,86,89
414,4,6:38.0,Defensive rebound by M. Brogdon,,86,89
415,4,6:35.0,M. Brogdon makes 2-pt layup at rim,,88,89
416,4,6:19.0,,T. Daniels makes 3-pt jump shot from 24 ft (assist by M. James),88,92
417,4,6:02.0,E. Bledsoe misses 2-pt layup from 2 ft (block by G. Monroe),,88,92
418,4,6:02.0,Offensive rebound by Team,,88,92
419,4,6:02.0,,D. Booker enters the game for T. Daniels,88,92
420,4,5:51.0,Turnover by Team (shot clock),,88,92
421,4,5:43.0,,M. James misses 3-pt jump shot from 24 ft,88,92
422,4,5:39.0,Defensive rebound by T. Maker,,88,92
423,4,5:32.0,T. Maker makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),,90,92
424,4,5:08.0,,G. Monroe misses 2-pt jump shot from 16 ft,90,92
425,4,5:05.0,,Offensive rebound by T. Warren,90,92
426,4,5:01.0,,T. Warren makes 2-pt layup at rim,90,94
427,4,4:57.0,M. Brogdon makes 2-pt layup at rim (assist by E. Bledsoe),,92,94
428,4,4:38.0,,D. Booker misses 3-pt jump shot from 25 ft,92,94
429,4,4:35.0,,Offensive rebound by G. Monroe,92,94
430,4,4:34.0,,D. Bender misses 2-pt layup from 1 ft,92,94
431,4,4:34.0,,Offensive rebound by D. Booker,92,94
432,4,4:27.0,,Turnover by D. Bender (traveling),92,94
433,4,4:07.0,T. Maker makes 2-pt jump shot from 20 ft (assist by M. Brogdon),,94,94
434,4,3:46.0,,Shooting foul by M. Brogdon (drawn by G. Monroe),94,94
435,4,3:46.0,,G. Monroe makes free throw 1 of 2,94,95
436,4,3:46.0,,T. Ulis enters the game for M. James,94,95
437,4,3:46.0,,G. Monroe makes free throw 2 of 2,94,96
438,4,3:24.0,Shooting foul by G. Monroe (drawn by K. Middleton),,94,96
439,4,3:24.0,K. Middleton makes free throw 1 of 2,,95,96
440,4,3:24.0,,T. Chandler enters the game for G. Monroe,95,96
441,4,3:24.0,K. Middleton makes free throw 2 of 2,,96,96
442,4,3:13.0,,T. Ulis misses 3-pt jump shot from 24 ft,96,96
443,4,3:09.0,,Offensive rebound by T. Warren,96,96
444,4,3:08.0,,T. Warren misses 2-pt layup from 1 ft,96,96
445,4,3:08.0,,Offensive rebound by T. Chandler,96,96
446,4,3:04.0,,T. Chandler misses 2-pt layup at rim,96,96
447,4,3:02.0,,Offensive rebound by T. Warren,96,96
448,4,3:02.0,,T. Warren misses 2-pt layup at rim,96,96
449,4,3:00.0,Defensive rebound by D. Liggins,,96,96
450,4,2:51.0,Shooting foul by T. Warren (drawn by E. Bledsoe),,96,96
451,4,2:51.0,Milwaukee full timeout,,96,96
452,4,2:51.0,E. Bledsoe misses free throw 1 of 2,,96,96
453,4,2:51.0,Offensive rebound by Team,,96,96
454,4,2:51.0,E. Bledsoe makes free throw 2 of 2,,97,96
455,4,2:38.0,,D. Booker misses 2-pt jump shot from 21 ft,97,96
456,4,2:38.0,Defensive rebound by Team,,97,96
457,4,2:38.0,,Loose ball foul by D. Bender (drawn by M. Brogdon),97,96
458,4,2:25.0,K. Middleton misses 2-pt jump shot from 8 ft,,97,96
459,4,2:23.0,,Defensive rebound by T. Chandler,97,96
460,4,2:07.0,,D. Booker makes 2-pt layup from 1 ft (assist by D. Bender),97,98
461,4,1:51.0,Personal foul by T. Ulis (drawn by D. Liggins),,97,98
462,4,1:51.0,,G. Monroe enters the game for T. Chandler,97,98
463,4,1:48.0,Turnover by D. Liggins (bad pass; steal by D. Bender),,97,98
464,4,1:39.0,,D. Bender misses 2-pt layup from 1 ft,97,98
465,4,1:37.0,Defensive rebound by K. Middleton,,97,98
466,4,1:31.0,Turnover by E. Bledsoe (lost ball; steal by T. Warren),,97,98
467,4,1:29.0,,Shooting foul by K. Middleton (drawn by T. Warren),97,98
468,4,1:29.0,,T. Warren makes free throw 1 of 2,97,99
469,4,1:29.0,,T. Warren misses free throw 2 of 2,97,99
470,4,1:27.0,Defensive rebound by T. Maker,,97,99
471,4,1:12.0,T. Maker makes 2-pt jump shot from 15 ft (assist by M. Brogdon),,99,99
472,4,0:56.0,,T. Chandler enters the game for G. Monroe,99,99
473,4,0:55.0,,Turnover by T. Ulis (bad pass),99,99
474,4,0:42.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by D. Liggins),,102,99
475,4,0:42.0,,Phoenix full timeout,102,99
476,4,0:42.0,,G. Monroe enters the game for T. Chandler,102,99
477,4,0:39.0,,Turnover by T. Ulis (bad pass),102,99
478,4,0:22.0,Turnover by E. Bledsoe (lost ball; steal by T. Ulis),,102,99
479,4,0:15.0,,Turnover by T. Ulis (bad pass; steal by D. Liggins),102,99
480,4,0:10.0,Milwaukee full timeout,,102,99
481,4,0:08.0,Personal take foul by T. Ulis (drawn by E. Bledsoe),,102,99
482,4,0:08.0,E. Bledsoe makes free throw 1 of 2,,103,99
483,4,0:08.0,E. Bledsoe misses free throw 2 of 2,,103,99
484,4,0:08.0,,Defensive rebound by D. Bender,103,99
485,4,0:08.0,,Phoenix full timeout,103,99
486,4,0:08.0,,T. Daniels enters the game for T. Warren,103,99
487,4,0:05.0,,Shooting foul by T. Maker (drawn by T. Ulis),103,99
488,4,0:05.0,J. Bolomboy enters the game for T. Maker,,103,99
489,4,0:05.0,,T. Ulis makes free throw 1 of 3,103,100
490,4,0:05.0,,T. Ulis makes free throw 2 of 3,103,101
491,4,0:05.0,,T. Warren enters the game for D. Bender,103,101
492,4,0:05.0,,T. Ulis makes free throw 3 of 3,103,102
493,4,0:04.0,Milwaukee full timeout,,103,102
494,4,0:04.0,,M. Chriss enters the game for G. Monroe,103,102
495,4,0:04.0,,T. Chandler enters the game for T. Daniels,103,102
496,4,0:04.0,J. Terry enters the game for J. Bolomboy,,103,102
497,4,0:04.0,Personal take foul by T. Ulis (drawn by E. Bledsoe),,103,102
498,4,0:04.0,E. Bledsoe makes free throw 1 of 2,,104,102
499,4,0:04.0,J. Bolomboy enters the game for J. Terry,,104,102
500,4,0:04.0,E. Bledsoe makes free throw 2 of 2,,105,102
501,4,0:01.0,,D. Booker makes 3-pt jump shot from 28 ft (assist by T. Ulis),105,105
502,1OT,4:50.0,E. Bledsoe makes 2-pt jump shot from 16 ft,,107,105
503,1OT,4:28.0,,Turnover by D. Bender (bad pass; steal by E. Bledsoe),107,105
504,1OT,4:14.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,107,105
505,1OT,4:11.0,,Defensive rebound by G. Monroe,107,105
506,1OT,4:07.0,,Personal foul by E. Bledsoe (drawn by D. Booker),107,105
507,1OT,3:51.0,,Turnover by G. Monroe (lost ball; steal by J. Bolomboy),107,105
508,1OT,3:35.0,K. Middleton misses 3-pt jump shot from 24 ft,,107,105
509,1OT,3:31.0,,Defensive rebound by G. Monroe,107,105
510,1OT,3:28.0,,Personal foul by K. Middleton (drawn by D. Booker),107,105
511,1OT,3:18.0,,Turnover by D. Bender (bad pass; steal by J. Bolomboy),107,105
512,1OT,2:54.0,D. Liggins misses 3-pt jump shot from 27 ft,,107,105
513,1OT,2:52.0,,Defensive rebound by Team,107,105
514,1OT,2:39.0,,D. Booker misses 2-pt jump shot from 12 ft,107,105
515,1OT,2:36.0,Defensive rebound by K. Middleton,,107,105
516,1OT,2:26.0,Offensive foul by E. Bledsoe (drawn by T. Ulis),,107,105
517,1OT,2:26.0,Turnover by E. Bledsoe (offensive foul),,107,105
518,1OT,2:12.0,,T. Warren makes 2-pt jump shot from 6 ft,107,107
519,1OT,1:54.0,M. Brogdon misses 3-pt jump shot from 25 ft,,107,107
520,1OT,1:51.0,Offensive rebound by J. Bolomboy,,107,107
521,1OT,1:28.0,D. Liggins makes 2-pt jump shot from 22 ft (assist by K. Middleton),,109,107
522,1OT,1:22.0,,D. Booker misses 2-pt jump shot from 7 ft (block by D. Liggins),109,107
523,1OT,1:19.0,,Offensive rebound by D. Booker,109,107
524,1OT,1:19.0,,D. Booker misses 2-pt layup from 2 ft,109,107
525,1OT,1:19.0,Defensive rebound by D. Liggins,,109,107
526,1OT,1:19.0,Personal foul by D. Booker (drawn by D. Liggins),,109,107
527,1OT,1:08.0,Offensive foul by K. Middleton (drawn by T. Warren),,109,107
528,1OT,1:08.0,Turnover by K. Middleton (offensive foul),,109,107
529,1OT,0:55.0,,T. Warren misses 2-pt jump shot from 7 ft,109,107
530,1OT,0:53.0,Defensive rebound by K. Middleton,,109,107
531,1OT,0:36.0,K. Middleton misses 2-pt jump shot from 21 ft,,109,107
532,1OT,0:33.0,,Defensive rebound by D. Booker,109,107
533,1OT,0:29.0,,D. Booker misses 2-pt layup from 1 ft,109,107
534,1OT,0:27.0,Defensive rebound by D. Liggins,,109,107
535,1OT,0:27.0,Milwaukee full timeout,,109,107
536,1OT,0:14.0,E. Bledsoe misses 2-pt layup from 4 ft,,109,107
537,1OT,0:13.0,,Defensive rebound by T. Warren,109,107
538,1OT,0:13.0,,Phoenix full timeout,109,107
539,1OT,0:13.0,,T. Daniels enters the game for T. Ulis,109,107
540,1OT,0:07.0,,D. Booker misses 2-pt jump shot from 11 ft,109,107
541,1OT,0:06.0,Defensive rebound by K. Middleton,,109,107
542,1OT,0:06.0,Personal take foul by T. Daniels (drawn by K. Middleton),,109,107
543,1OT,0:06.0,K. Middleton makes free throw 1 of 2,,110,107
544,1OT,0:06.0,K. Middleton makes free throw 2 of 2,,111,107
545,1OT,0:06.0,,Phoenix full timeout,111,107
546,1OT,0:05.0,,Turnover by D. Bender (bad pass),111,107
547,1OT,0:02.0,Personal foul by T. Warren (drawn by K. Middleton),,111,107
548,1OT,0:02.0,K. Middleton makes free throw 1 of 2,,112,107
549,1OT,0:02.0,K. Middleton makes free throw 2 of 2,,113,107
