,QUARTER,TIME_REMAINING,DETROIT_ACTION,BROOKLYN_ACTION,DETROIT_SCORE,BROOKLYN_SCORE
87,1,3:36.0,L. Kennard misses 2-pt jump shot from 20 ft,,21,19
88,1,3:36.0,,Defensive rebound by Team,21,19
89,1,3:36.0,,Personal foul by A. Drummond (drawn by R. Hollis-Jefferson),21,19
90,1,3:36.0,E. Moreland enters the game for A. Drummond,,21,19
91,1,3:23.0,,D. Cunningham makes 2-pt dunk from 1 ft (assist by R. Hollis-Jefferson),21,21
92,1,3:07.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by H. Ellenson),,24,21
93,1,2:41.0,,J. Harris makes 2-pt layup from 2 ft (assist by C. LeVert),24,23
94,1,2:26.0,L. Kennard misses 2-pt jump shot from 16 ft,,24,23
95,1,2:23.0,,Defensive rebound by J. Harris,24,23
96,1,2:16.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft,24,25
97,1,2:04.0,I. Smith makes 2-pt jump shot from 9 ft,,26,25
98,1,2:04.0,,Brooklyn full timeout,26,25
99,1,2:04.0,,D. Carroll enters the game for R. Hollis-Jefferson,26,25
100,1,1:45.0,,S. Dinwiddie misses 3-pt jump shot from 27 ft,26,25
101,1,1:41.0,Defensive rebound by S. Johnson,,26,25
102,1,1:37.0,S. Johnson makes 2-pt layup from 2 ft,,28,25
103,1,1:14.0,,D. Cunningham makes 3-pt jump shot from 26 ft (assist by C. LeVert),28,28
104,1,0:58.0,Shooting foul by D. Cunningham (drawn by L. Kennard),,28,28
105,1,0:58.0,L. Kennard makes free throw 1 of 2,,29,28
106,1,0:58.0,L. Kennard makes free throw 2 of 2,,30,28
107,1,0:44.0,,D. Carroll misses 2-pt jump shot from 18 ft,30,28
108,1,0:41.0,Defensive rebound by E. Moreland,,30,28
109,1,0:30.0,H. Ellenson misses 2-pt jump shot from 13 ft,,30,28
110,1,0:27.0,Offensive rebound by E. Moreland,,30,28
111,1,0:15.0,I. Smith makes 3-pt jump shot from 26 ft,,33,28
112,2,11:41.0,R. Jackson makes 2-pt jump shot from 7 ft,,35,28
113,2,11:23.0,,S. Dinwiddie makes 2-pt layup from 1 ft,35,30
114,2,11:12.0,Offensive foul by E. Moreland (drawn by C. LeVert),,35,30
115,2,11:12.0,Turnover by E. Moreland (offensive foul),,35,30
116,2,10:54.0,,Turnover by D. Carroll (bad pass),35,30
117,2,10:41.0,L. Kennard misses 2-pt layup from 2 ft,,35,30
118,2,10:34.0,Offensive rebound by R. Bullock,,35,30
119,2,10:24.0,E. Moreland misses 2-pt layup from 2 ft (block by J. Allen),,35,30
120,2,10:21.0,,Defensive rebound by S. Dinwiddie,35,30
121,2,10:18.0,,J. Allen misses 2-pt dunk from 1 ft,35,30
122,2,10:18.0,Defensive rebound by Team,,35,30
123,2,10:09.0,Personal foul by C. LeVert (drawn by R. Jackson),,35,30
124,2,10:03.0,R. Jackson misses 2-pt jump shot from 14 ft,,35,30
125,2,10:00.0,Offensive rebound by R. Bullock,,35,30
126,2,9:57.0,H. Ellenson misses 3-pt jump shot from 28 ft,,35,30
127,2,9:55.0,,Defensive rebound by J. Allen,35,30
128,2,9:43.0,,Turnover by C. LeVert (bad pass; steal by E. Moreland),35,30
129,2,9:34.0,R. Jackson misses 2-pt jump shot from 20 ft,,35,30
130,2,9:32.0,,Defensive rebound by J. Harris,35,30
131,2,9:25.0,,J. Harris makes 2-pt layup from 2 ft,35,32
132,2,9:07.0,L. Kennard misses 2-pt layup from 4 ft,,35,32
133,2,9:03.0,,Defensive rebound by S. Dinwiddie,35,32
134,2,9:01.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),35,35
135,2,8:51.0,Detroit full timeout,,35,35
136,2,8:51.0,A. Tolliver enters the game for H. Ellenson,,35,35
137,2,8:33.0,E. Moreland makes 2-pt dunk at rim (assist by A. Tolliver),,37,35
138,2,8:10.0,,J. Harris misses 3-pt jump shot from 24 ft,37,35
139,2,8:07.0,Defensive rebound by A. Tolliver,,37,35
140,2,7:54.0,E. Moreland misses 2-pt jump shot from 11 ft,,37,35
141,2,7:50.0,,Defensive rebound by S. Dinwiddie,37,35
142,2,7:39.0,,D. Carroll misses 3-pt jump shot from 23 ft,37,35
143,2,7:37.0,Defensive rebound by A. Tolliver,,37,35
144,2,7:20.0,R. Jackson misses 2-pt jump shot from 11 ft,,37,35
145,2,7:17.0,,Defensive rebound by S. Dinwiddie,37,35
146,2,7:11.0,,J. Harris misses 3-pt jump shot from 25 ft,37,35
147,2,7:07.0,Defensive rebound by A. Tolliver,,37,35
148,2,7:01.0,E. Moreland makes 2-pt layup at rim (assist by L. Kennard),,39,35
149,2,6:55.0,,Brooklyn full timeout,39,35
150,2,6:55.0,,D. Russell enters the game for S. Dinwiddie,39,35
151,2,6:55.0,,R. Hollis-Jefferson enters the game for D. Carroll,39,35
152,2,6:55.0,,A. Crabbe enters the game for J. Harris,39,35
153,2,6:55.0,A. Drummond enters the game for E. Moreland,,39,35
154,2,6:40.0,,C. LeVert misses 2-pt jump shot from 8 ft,39,35
155,2,6:37.0,Defensive rebound by A. Drummond,,39,35
156,2,6:30.0,Shooting foul by D. Russell (drawn by R. Jackson),,39,35
157,2,6:30.0,R. Jackson makes free throw 1 of 2,,40,35
158,2,6:30.0,R. Jackson makes free throw 2 of 2,,41,35
159,2,6:20.0,,A. Crabbe misses 3-pt jump shot from 25 ft,41,35
160,2,6:17.0,Defensive rebound by A. Tolliver,,41,35
161,2,6:08.0,Turnover by R. Jackson (bad pass; steal by R. Hollis-Jefferson),,41,35
162,2,6:04.0,,C. LeVert makes 2-pt layup at rim (assist by D. Russell),41,37
163,2,5:44.0,A. Tolliver misses 2-pt layup from 1 ft,,41,37
164,2,5:44.0,,Defensive rebound by Team,41,37
165,2,5:44.0,,D. Cunningham enters the game for J. Allen,41,37
166,2,5:44.0,S. Johnson enters the game for L. Kennard,,41,37
167,2,5:34.0,,Shooting foul by A. Tolliver (drawn by R. Hollis-Jefferson),41,37
168,2,5:34.0,,R. Hollis-Jefferson makes free throw 1 of 2,41,38
169,2,5:34.0,I. Smith enters the game for R. Jackson,,41,38
170,2,5:34.0,,R. Hollis-Jefferson makes free throw 2 of 2,41,39
171,2,5:23.0,Personal foul by A. Crabbe (drawn by R. Bullock),,41,39
172,2,5:09.0,S. Johnson misses 2-pt jump shot from 14 ft,,41,39
173,2,5:06.0,,Defensive rebound by D. Russell,41,39
174,2,4:58.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),41,42
175,2,4:39.0,A. Drummond makes 2-pt dunk from 1 ft (assist by S. Johnson),,43,42
176,2,4:13.0,,R. Hollis-Jefferson misses 2-pt jump shot from 16 ft,43,42
177,2,4:10.0,Defensive rebound by I. Smith,,43,42
178,2,3:52.0,A. Drummond makes 2-pt layup from 1 ft (assist by S. Johnson),,45,42
179,2,3:33.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by D. Cunningham),45,45
180,2,3:21.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by I. Smith),,48,45
181,2,3:04.0,,R. Hollis-Jefferson misses 2-pt layup from 7 ft,48,45
182,2,3:01.0,Defensive rebound by R. Bullock,,48,45
183,2,2:54.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by I. Smith),,51,45
184,2,2:29.0,,C. LeVert misses 3-pt jump shot from 26 ft,51,45
185,2,2:26.0,Defensive rebound by A. Drummond,,51,45
186,2,2:21.0,I. Smith makes 3-pt jump shot from 25 ft,,54,45
187,2,2:19.0,,Brooklyn full timeout,54,45
188,2,2:19.0,,J. Harris enters the game for C. LeVert,54,45
189,2,2:19.0,H. Ellenson enters the game for A. Drummond,,54,45
190,2,2:19.0,L. Kennard enters the game for R. Bullock,,54,45
191,2,2:19.0,E. Moreland enters the game for A. Tolliver,,54,45
192,2,2:10.0,,D. Russell misses 3-pt jump shot from 25 ft,54,45
193,2,2:07.0,Defensive rebound by E. Moreland,,54,45
194,2,2:01.0,I. Smith makes 2-pt layup from 1 ft,,56,45
195,2,1:36.0,,Turnover by J. Harris (bad pass; steal by S. Johnson),56,45
196,2,1:31.0,I. Smith makes 2-pt layup from 1 ft (assist by S. Johnson),,58,45
197,2,1:16.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),58,48
198,2,0:53.0,S. Johnson misses 2-pt jump shot from 12 ft,,58,48
199,2,0:49.0,,Defensive rebound by R. Hollis-Jefferson,58,48
200,2,0:47.0,,D. Russell misses 3-pt jump shot from 25 ft,58,48
201,2,0:43.0,Defensive rebound by E. Moreland,,58,48
202,2,0:34.0,H. Ellenson makes 2-pt hook shot from 5 ft,,60,48
203,2,0:19.0,,J. Harris misses 2-pt layup from 3 ft,60,48
204,2,0:18.0,Defensive rebound by H. Ellenson,,60,48
205,2,0:02.0,I. Smith makes 2-pt layup at rim,,62,48
206,2,0:00.0,,D. Russell misses 2-pt layup from 4 ft,62,48
207,2,0:00.0,,Offensive rebound by Team,62,48
208,3,11:45.0,R. Bullock misses 2-pt jump shot from 5 ft,,62,48
209,3,11:41.0,,Defensive rebound by A. Crabbe,62,48
210,3,11:31.0,,A. Crabbe misses 2-pt layup from 7 ft,62,48
211,3,11:28.0,Defensive rebound by A. Drummond,,62,48
212,3,11:21.0,Def 3 sec tech foul by J. Allen,,62,48
213,3,11:21.0,R. Jackson makes technical free throw,,63,48
214,3,11:14.0,R. Jackson misses 2-pt layup from 11 ft (block by D. Russell),,63,48
215,3,11:10.0,,Defensive rebound by D. Carroll,63,48
216,3,11:07.0,,J. Allen misses 2-pt hook shot from 9 ft,63,48
217,3,11:07.0,Defensive rebound by R. Jackson,,63,48
218,3,10:56.0,R. Bullock misses 3-pt jump shot from 22 ft,,63,48
219,3,10:56.0,,Defensive rebound by A. Crabbe,63,48
220,3,10:48.0,,D. Carroll makes 2-pt layup from 1 ft,63,50
221,3,10:48.0,,Shooting foul by R. Bullock (drawn by D. Carroll),63,50
222,3,10:48.0,,D. Carroll makes free throw 1 of 1,63,51
223,3,10:23.0,A. Drummond misses 2-pt jump shot from 8 ft,,63,51
224,3,10:23.0,Offensive rebound by A. Tolliver,,63,51
225,3,10:23.0,Turnover by Team (shot clock),,63,51
226,3,10:15.0,,Personal foul by R. Jackson (drawn by D. Russell),63,51
227,3,10:11.0,,Personal foul by S. Johnson (drawn by D. Carroll),63,51
228,3,10:08.0,,Personal foul by R. Jackson (drawn by D. Russell),63,51
229,3,9:58.0,,D. Russell makes 2-pt jump shot from 4 ft,63,53
230,3,9:33.0,Shooting foul by J. Allen (drawn by A. Drummond),,63,53
231,3,9:33.0,A. Drummond makes free throw 1 of 2,,64,53
232,3,9:33.0,A. Drummond misses free throw 2 of 2,,64,53
233,3,9:30.0,,Defensive rebound by R. Hollis-Jefferson,64,53
234,3,9:14.0,,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by D. Carroll),64,55
235,3,9:03.0,Personal foul by A. Crabbe (drawn by R. Bullock),,64,55
236,3,8:51.0,S. Johnson makes 3-pt jump shot from 24 ft,,67,55
237,3,8:29.0,,D. Russell misses 3-pt jump shot from 26 ft,67,55
238,3,8:25.0,Defensive rebound by R. Jackson,,67,55
239,3,8:18.0,R. Jackson makes 2-pt jump shot from 17 ft,,69,55
240,3,8:17.0,,Brooklyn full timeout,69,55
241,3,8:17.0,,J. Harris enters the game for A. Crabbe,69,55
242,3,7:55.0,,J. Allen makes 2-pt jump shot from 5 ft,69,57
243,3,7:38.0,S. Johnson makes 2-pt jump shot from 19 ft,,71,57
244,3,7:18.0,,D. Carroll misses 2-pt layup from 2 ft,71,57
245,3,7:17.0,Defensive rebound by A. Drummond,,71,57
246,3,7:12.0,R. Bullock misses 3-pt jump shot from 25 ft,,71,57
247,3,7:08.0,Offensive rebound by A. Tolliver,,71,57
248,3,6:57.0,R. Jackson makes 2-pt layup from 3 ft,,73,57
249,3,6:52.0,,Offensive foul by J. Allen (drawn by R. Jackson),73,57
250,3,6:52.0,,Turnover by J. Allen (offensive foul),73,57
251,3,6:52.0,,D. Cunningham enters the game for D. Carroll,73,57
252,3,6:52.0,,S. Dinwiddie enters the game for J. Allen,73,57
253,3,6:42.0,A. Tolliver misses 3-pt jump shot from 25 ft,,73,57
254,3,6:39.0,,Defensive rebound by J. Harris,73,57
255,3,6:31.0,,J. Harris makes 2-pt layup at rim,73,59
256,3,6:19.0,R. Jackson makes 2-pt jump shot from 6 ft,,75,59
257,3,6:01.0,,Turnover by D. Russell (bad pass; steal by A. Tolliver),75,59
258,3,5:44.0,A. Tolliver makes 2-pt layup from 2 ft (assist by R. Jackson),,77,59
259,3,5:44.0,Shooting foul by D. Cunningham (drawn by A. Tolliver),,77,59
260,3,5:44.0,,C. LeVert enters the game for D. Russell,77,59
261,3,5:44.0,A. Tolliver misses free throw 1 of 1,,77,59
262,3,5:44.0,,Defensive rebound by R. Hollis-Jefferson,77,59
263,3,5:30.0,,R. Hollis-Jefferson makes 2-pt jump shot from 11 ft,77,61
264,3,5:30.0,,Shooting foul by S. Johnson (drawn by R. Hollis-Jefferson),77,61
265,3,5:30.0,,R. Hollis-Jefferson misses free throw 1 of 1,77,61
266,3,5:28.0,Defensive rebound by A. Tolliver,,77,61
267,3,5:15.0,R. Bullock misses 2-pt jump shot from 13 ft,,77,61
268,3,5:11.0,,Defensive rebound by R. Hollis-Jefferson,77,61
269,3,4:55.0,,C. LeVert misses 3-pt jump shot from 25 ft,77,61
270,3,4:53.0,Defensive rebound by A. Drummond,,77,61
271,3,4:46.0,Shooting foul by S. Dinwiddie (drawn by R. Jackson),,77,61
272,3,4:46.0,R. Jackson misses free throw 1 of 3,,77,61
273,3,4:46.0,Offensive rebound by Team,,77,61
274,3,4:46.0,R. Jackson makes free throw 2 of 3,,78,61
275,3,4:46.0,,N. Stauskas enters the game for S. Dinwiddie,78,61
276,3,4:46.0,,Q. Acy enters the game for R. Hollis-Jefferson,78,61
277,3,4:46.0,L. Kennard enters the game for R. Bullock,,78,61
278,3,4:46.0,H. Ellenson enters the game for A. Tolliver,,78,61
279,3,4:46.0,R. Jackson makes free throw 3 of 3,,79,61
280,3,4:29.0,,Q. Acy misses 2-pt layup from 3 ft,79,61
281,3,4:25.0,,Offensive rebound by J. Harris,79,61
282,3,4:22.0,,C. LeVert misses 3-pt jump shot from 25 ft,79,61
283,3,4:20.0,Defensive rebound by A. Drummond,,79,61
284,3,4:12.0,Shooting foul by Q. Acy (drawn by A. Drummond),,79,61
285,3,4:12.0,A. Drummond makes free throw 1 of 2,,80,61
286,3,4:12.0,I. Smith enters the game for R. Jackson,,80,61
287,3,4:12.0,A. Drummond makes free throw 2 of 2,,81,61
288,3,3:56.0,,J. Harris makes 2-pt layup from 1 ft,81,63
289,3,3:35.0,A. Drummond makes 2-pt dunk from 1 ft (assist by L. Kennard),,83,63
290,3,3:15.0,,Q. Acy misses 3-pt jump shot from 25 ft,83,63
291,3,3:14.0,,Offensive rebound by Team,83,63
292,3,3:14.0,,Personal foul by L. Kennard (drawn by D. Cunningham),83,63
293,3,3:14.0,,D. Cunningham makes free throw 1 of 2,83,64
294,3,3:14.0,,D. Cunningham misses free throw 2 of 2,83,64
295,3,3:12.0,Defensive rebound by A. Drummond,,83,64
296,3,2:55.0,S. Johnson misses 3-pt jump shot from 25 ft,,83,64
297,3,2:52.0,,Defensive rebound by D. Cunningham,83,64
298,3,2:38.0,,N. Stauskas makes 3-pt jump shot from 23 ft (assist by J. Harris),83,67
299,3,2:20.0,Turnover by S. Johnson (bad pass),,83,67
300,3,2:20.0,Detroit full timeout,,83,67
301,3,2:20.0,,J. Allen enters the game for D. Cunningham,83,67
302,3,2:06.0,,Q. Acy misses 3-pt jump shot from 24 ft,83,67
303,3,2:01.0,Defensive rebound by S. Johnson,,83,67
304,3,1:42.0,S. Johnson misses 2-pt layup from 3 ft (block by J. Allen),,83,67
305,3,1:41.0,Offensive rebound by Team,,83,67
306,3,1:41.0,H. Ellenson misses 3-pt jump shot from 23 ft,,83,67
307,3,1:34.0,,Defensive rebound by N. Stauskas,83,67
308,3,1:20.0,,Turnover by J. Harris (out of bounds lost ball),83,67
309,3,1:08.0,L. Kennard misses 2-pt layup from 3 ft (block by J. Allen),,83,67
310,3,1:05.0,,Defensive rebound by J. Allen,83,67
311,3,1:02.0,,J. Harris makes 3-pt jump shot from 22 ft (assist by C. LeVert),83,70
312,3,0:38.0,H. Ellenson misses 2-pt layup from 1 ft,,83,70
313,3,0:36.0,,Defensive rebound by Q. Acy,83,70
314,3,0:33.0,,Q. Acy misses 3-pt jump shot from 25 ft,83,70
315,3,0:30.0,Defensive rebound by A. Drummond,,83,70
316,3,0:21.0,I. Smith misses 2-pt jump shot from 7 ft,,83,70
317,3,0:18.0,,Defensive rebound by J. Harris,83,70
318,3,0:18.0,A. Tolliver enters the game for A. Drummond,,83,70
319,3,0:18.0,E. Moreland enters the game for H. Ellenson,,83,70
320,3,0:18.0,,D. Carroll enters the game for Q. Acy,83,70
321,3,0:00.0,,D. Carroll misses 2-pt layup from 7 ft (block by L. Kennard),83,70
322,3,0:00.0,Defensive rebound by L. Kennard,,83,70
323,4,11:49.0,,Shooting foul by L. Kennard (drawn by J. Allen),83,70
324,4,11:49.0,,J. Allen makes free throw 1 of 2,83,71
325,4,11:49.0,,J. Allen misses free throw 2 of 2,83,71
326,4,11:47.0,Defensive rebound by E. Moreland,,83,71
327,4,11:32.0,Turnover by L. Kennard (bad pass),,83,71
328,4,11:22.0,,N. Stauskas misses 3-pt jump shot from 23 ft,83,71
329,4,11:18.0,Defensive rebound by A. Tolliver,,83,71
330,4,11:03.0,A. Tolliver misses 3-pt jump shot from 22 ft,,83,71
331,4,11:02.0,,Defensive rebound by Team,83,71
332,4,11:02.0,,Personal foul by E. Moreland,83,71
333,4,11:02.0,Technical foul by E. Moreland,,83,71
334,4,11:02.0,,J. Harris makes technical free throw,83,72
335,4,10:52.0,,Personal foul by E. Moreland (drawn by C. LeVert),83,72
336,4,10:45.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by C. LeVert),83,75
337,4,10:44.0,Detroit full timeout,,83,75
338,4,10:44.0,R. Jackson enters the game for I. Smith,,83,75
339,4,10:28.0,L. Kennard makes 2-pt jump shot from 18 ft (assist by E. Moreland),,85,75
340,4,10:11.0,,J. Allen makes 3-pt jump shot from 22 ft (assist by C. LeVert),85,78
341,4,9:47.0,L. Kennard misses 2-pt jump shot from 9 ft,,85,78
342,4,9:44.0,,Defensive rebound by D. Carroll,85,78
343,4,9:40.0,,C. LeVert misses 3-pt jump shot from 25 ft,85,78
344,4,9:36.0,Defensive rebound by Team,,85,78
345,4,9:25.0,R. Jackson misses 2-pt jump shot from 16 ft,,85,78
346,4,9:22.0,,Defensive rebound by D. Carroll,85,78
347,4,9:05.0,,D. Carroll misses 3-pt jump shot from 25 ft,85,78
348,4,9:01.0,Defensive rebound by E. Moreland,,85,78
349,4,8:51.0,R. Jackson makes 2-pt jump shot from 9 ft,,87,78
350,4,8:27.0,,D. Carroll misses 3-pt jump shot from 22 ft,87,78
351,4,8:23.0,Defensive rebound by R. Jackson,,87,78
352,4,8:15.0,R. Jackson makes 2-pt jump shot from 14 ft,,89,78
353,4,8:02.0,,J. Harris misses 3-pt jump shot from 23 ft,89,78
354,4,7:57.0,Defensive rebound by A. Tolliver,,89,78
355,4,7:51.0,L. Kennard misses 3-pt jump shot from 22 ft,,89,78
356,4,7:48.0,,Defensive rebound by C. LeVert,89,78
357,4,7:27.0,,D. Carroll misses 2-pt layup from 1 ft,89,78
358,4,7:25.0,Defensive rebound by E. Moreland,,89,78
359,4,7:11.0,R. Jackson misses 2-pt jump shot from 17 ft,,89,78
360,4,7:08.0,,Defensive rebound by N. Stauskas,89,78
361,4,6:56.0,,Turnover by C. LeVert (bad pass; steal by A. Tolliver),89,78
362,4,6:44.0,Turnover by R. Jackson (lost ball; steal by C. LeVert),,89,78
363,4,6:42.0,,C. LeVert makes 2-pt layup from 1 ft,89,80
364,4,6:42.0,,Shooting foul by R. Bullock (drawn by C. LeVert),89,80
365,4,6:42.0,,D. Russell enters the game for N. Stauskas,89,80
366,4,6:42.0,,R. Hollis-Jefferson enters the game for D. Carroll,89,80
367,4,6:42.0,,D. Cunningham enters the game for J. Allen,89,80
368,4,6:42.0,,C. LeVert makes free throw 1 of 1,89,81
369,4,6:28.0,L. Kennard makes 2-pt layup from 2 ft (assist by E. Moreland),,91,81
370,4,6:15.0,,D. Russell misses 3-pt jump shot from 25 ft,91,81
371,4,6:11.0,Defensive rebound by E. Moreland,,91,81
372,4,6:04.0,R. Bullock misses 3-pt jump shot from 25 ft,,91,81
373,4,6:02.0,,Defensive rebound by D. Russell,91,81
374,4,5:37.0,,D. Cunningham misses 2-pt jump shot from 6 ft,91,81
375,4,5:35.0,,Offensive rebound by R. Hollis-Jefferson,91,81
376,4,5:28.0,,J. Harris misses 3-pt jump shot from 25 ft,91,81
377,4,5:25.0,Defensive rebound by A. Tolliver,,91,81
378,4,5:07.0,R. Jackson misses 2-pt jump shot from 22 ft,,91,81
379,4,5:06.0,,Defensive rebound by Team,91,81
380,4,5:06.0,,Brooklyn full timeout,91,81
381,4,5:06.0,,A. Crabbe enters the game for J. Harris,91,81
