,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHICAGO_ACTION,DETROIT_SCORE,CHICAGO_SCORE
25,1,7:29.0,A. Tolliver makes 2-pt dunk at rim,,15,12
26,1,7:29.0,,Chicago full timeout,15,12
27,1,7:08.0,,Personal foul by A. Tolliver (drawn by L. Markkanen),15,12
28,1,7:02.0,,C. Payne misses 2-pt jump shot from 6 ft,15,12
29,1,7:01.0,,Offensive rebound by Team,15,12
30,1,7:01.0,Loose ball foul by S. Johnson (drawn by C. Felício),,15,12
31,1,6:52.0,,S. Kilpatrick misses 3-pt jump shot from 26 ft,15,12
32,1,6:52.0,Defensive rebound by E. Moreland,,15,12
33,1,6:34.0,E. Moreland makes 2-pt jump shot from 11 ft (assist by L. Kennard),,17,12
34,1,6:17.0,,L. Markkanen misses 3-pt jump shot from 25 ft,17,12
35,1,6:14.0,Defensive rebound by E. Moreland,,17,12
36,1,6:06.0,Shooting foul by S. Kilpatrick (drawn by L. Kennard),,17,12
37,1,6:06.0,L. Kennard makes free throw 1 of 2,,18,12
38,1,6:06.0,,J. Grant enters the game for S. Kilpatrick,18,12
39,1,6:06.0,L. Kennard makes free throw 2 of 2,,19,12
40,1,5:52.0,,Turnover by C. Felício (lost ball; steal by E. Moreland),19,12
41,1,5:38.0,S. Johnson makes 3-pt jump shot from 22 ft (assist by R. Jackson),,22,12
42,1,5:17.0,,D. Nwaba misses 2-pt jump shot from 7 ft,22,12
43,1,5:12.0,Defensive rebound by S. Johnson,,22,12
44,1,5:01.0,Turnover by L. Kennard (lost ball; steal by J. Grant),,22,12
45,1,4:59.0,,D. Nwaba misses 2-pt layup from 4 ft,22,12
46,1,4:58.0,,Offensive rebound by L. Markkanen,22,12
47,1,4:58.0,,L. Markkanen makes 2-pt layup at rim,22,14
48,1,4:29.0,A. Tolliver misses 2-pt jump shot from 11 ft,,22,14
49,1,4:26.0,,Defensive rebound by L. Markkanen,22,14
50,1,4:17.0,,Shooting foul by S. Johnson (drawn by C. Felício),22,14
51,1,4:17.0,,C. Felício makes free throw 1 of 2,22,15
52,1,4:17.0,,B. Portis enters the game for L. Markkanen,22,15
53,1,4:17.0,J. Ennis enters the game for S. Johnson,,22,15
54,1,4:17.0,,C. Felício makes free throw 2 of 2,22,16
55,1,4:06.0,L. Kennard makes 2-pt jump shot from 14 ft (assist by E. Moreland),,24,16
56,1,3:43.0,,B. Portis misses 3-pt jump shot from 25 ft,24,16
57,1,3:43.0,Defensive rebound by L. Kennard,,24,16
58,1,3:36.0,L. Kennard makes 2-pt jump shot from 19 ft,,26,16
59,1,3:28.0,,Turnover by J. Grant (bad pass; steal by J. Ennis),26,16
60,1,3:20.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by L. Kennard),,29,16
61,1,3:20.0,,Chicago full timeout,29,16
62,1,3:20.0,,R. Arcidiacono enters the game for C. Felício,29,16
63,1,3:20.0,,Ö. Aşık enters the game for C. Payne,29,16
64,1,3:20.0,H. Ellenson enters the game for R. Jackson,,29,16
65,1,3:20.0,I. Smith enters the game for E. Moreland,,29,16
66,1,3:09.0,,J. Grant makes 2-pt jump shot from 7 ft,29,18
67,1,2:49.0,Turnover by L. Kennard (lost ball; steal by R. Arcidiacono),,29,18
68,1,2:47.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by R. Arcidiacono),29,20
69,1,2:47.0,,Shooting foul by J. Ennis (drawn by D. Nwaba),29,20
70,1,2:47.0,L. Galloway enters the game for L. Kennard,,29,20
71,1,2:47.0,,D. Nwaba makes free throw 1 of 1,29,21
72,1,2:37.0,H. Ellenson misses 2-pt jump shot from 19 ft,,29,21
73,1,2:34.0,,Defensive rebound by B. Portis,29,21
74,1,2:28.0,,B. Portis misses 2-pt jump shot from 18 ft,29,21
75,1,2:28.0,Defensive rebound by I. Smith,,29,21
76,1,2:17.0,J. Ennis makes 2-pt jump shot from 20 ft (assist by H. Ellenson),,31,21
77,1,1:50.0,,B. Portis misses 3-pt jump shot from 28 ft,31,21
78,1,1:47.0,Defensive rebound by A. Tolliver,,31,21
79,1,1:27.0,J. Ennis misses 3-pt jump shot from 23 ft,,31,21
80,1,1:24.0,,Defensive rebound by B. Portis,31,21
81,1,1:05.0,,J. Grant misses 2-pt jump shot from 10 ft,31,21
82,1,1:02.0,Defensive rebound by I. Smith,,31,21
83,1,0:59.0,J. Ennis makes 2-pt layup from 1 ft (assist by I. Smith),,33,21
84,1,0:35.0,,Ö. Aşık misses 2-pt layup from 1 ft,33,21
85,1,0:34.0,,Offensive rebound by Ö. Aşık,33,21
86,1,0:34.0,,Turnover by Ö. Aşık (bad pass; steal by L. Galloway),33,21
87,1,0:34.0,Personal foul by J. Grant (drawn by L. Galloway),,33,21
88,1,0:34.0,,S. Kilpatrick enters the game for D. Nwaba,33,21
89,1,0:19.0,L. Galloway makes 2-pt layup from 1 ft,,35,21
90,1,0:00.0,,J. Grant misses 3-pt jump shot from 25 ft,35,21
91,1,0:00.0,,Offensive rebound by Team,35,21
92,2,11:49.0,Turnover by I. Smith (bad pass),,35,21
93,2,11:34.0,,B. Portis makes 2-pt jump shot from 6 ft (assist by S. Kilpatrick),35,23
94,2,11:15.0,H. Ellenson makes 2-pt jump shot from 19 ft,,37,23
95,2,11:02.0,,Personal foul by H. Ellenson (drawn by B. Portis),37,23
96,2,10:53.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,37,23
97,2,10:48.0,Defensive rebound by H. Ellenson,,37,23
98,2,10:42.0,H. Ellenson makes 2-pt layup from 1 ft,,39,23
99,2,10:26.0,,B. Portis makes 2-pt dunk from 1 ft (assist by J. Grant),39,25
100,2,10:12.0,I. Smith makes 3-pt jump shot from 26 ft,,42,25
101,2,9:48.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,42,25
102,2,9:43.0,Defensive rebound by E. Moreland,,42,25
103,2,9:33.0,J. Ennis misses 2-pt layup from 3 ft (block by Ö. Aşık),,42,25
104,2,9:30.0,,Defensive rebound by Ö. Aşık,42,25
105,2,9:27.0,,S. Kilpatrick makes 2-pt layup at rim,42,27
106,2,9:13.0,H. Ellenson misses 3-pt jump shot from 25 ft,,42,27
107,2,9:13.0,,Defensive rebound by B. Portis,42,27
108,2,9:01.0,,Turnover by B. Portis (bad pass; steal by H. Ellenson),42,27
109,2,8:58.0,E. Moreland makes 2-pt dunk at rim (assist by J. Ennis),,44,27
110,2,8:45.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,44,27
111,2,8:45.0,Defensive rebound by H. Ellenson,,44,27
112,2,8:32.0,Turnover by E. Moreland (bad pass; steal by B. Portis),,44,27
113,2,8:22.0,,Turnover by B. Portis (traveling),44,27
114,2,8:22.0,,C. Felício enters the game for Ö. Aşık,44,27
115,2,8:22.0,,L. Markkanen enters the game for B. Portis,44,27
116,2,7:57.0,I. Smith makes 2-pt jump shot from 23 ft,,46,27
117,2,7:46.0,,Shooting foul by I. Smith (drawn by J. Grant),46,27
118,2,7:46.0,,J. Grant makes free throw 1 of 2,46,28
119,2,7:46.0,,J. Grant misses free throw 2 of 2,46,28
120,2,7:43.0,Defensive rebound by E. Moreland,,46,28
121,2,7:31.0,L. Galloway misses 3-pt jump shot from 26 ft,,46,28
122,2,7:26.0,,Defensive rebound by J. Grant,46,28
123,2,7:21.0,,J. Grant makes 2-pt layup from 1 ft,46,30
124,2,7:10.0,H. Ellenson misses 2-pt jump shot from 6 ft,,46,30
125,2,7:10.0,,Defensive rebound by L. Markkanen,46,30
126,2,6:50.0,,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by S. Kilpatrick),46,33
127,2,6:42.0,Detroit full timeout,,46,33
128,2,6:42.0,L. Kennard enters the game for L. Galloway,,46,33
129,2,6:42.0,R. Jackson enters the game for I. Smith,,46,33
130,2,6:30.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by R. Jackson),,49,33
131,2,6:17.0,,Turnover by S. Kilpatrick (out of bounds lost ball),49,33
132,2,6:10.0,E. Moreland misses 2-pt jump shot from 10 ft,,49,33
133,2,6:09.0,,Defensive rebound by Team,49,33
134,2,6:09.0,,C. Payne enters the game for R. Arcidiacono,49,33
135,2,5:57.0,,L. Markkanen misses 3-pt jump shot from 26 ft,49,33
136,2,5:55.0,Defensive rebound by E. Moreland,,49,33
137,2,5:39.0,J. Ennis misses 3-pt jump shot from 24 ft,,49,33
138,2,5:36.0,Offensive rebound by Team,,49,33
139,2,5:36.0,,D. Nwaba enters the game for J. Grant,49,33
140,2,5:36.0,A. Tolliver enters the game for H. Ellenson,,49,33
141,2,5:28.0,A. Tolliver misses 3-pt jump shot from 25 ft,,49,33
142,2,5:28.0,,Defensive rebound by Team,49,33
143,2,5:28.0,Loose ball foul by E. Moreland (drawn by L. Markkanen),,49,33
144,2,5:16.0,,L. Markkanen makes 2-pt dunk at rim,49,35
145,2,5:01.0,J. Ennis makes 2-pt dunk at rim (assist by E. Moreland),,51,35
146,2,4:44.0,,C. Payne makes 3-pt jump shot from 24 ft (assist by D. Nwaba),51,38
147,2,4:24.0,L. Kennard misses 3-pt jump shot from 26 ft,,51,38
148,2,4:20.0,Offensive rebound by A. Tolliver,,51,38
149,2,4:19.0,R. Jackson misses 3-pt jump shot from 25 ft,,51,38
150,2,4:15.0,Offensive rebound by E. Moreland,,51,38
151,2,4:13.0,E. Moreland makes 2-pt layup from 1 ft,,53,38
152,2,4:05.0,,C. Payne misses 2-pt jump shot from 17 ft,53,38
153,2,3:59.0,,Offensive rebound by C. Felício,53,38
154,2,3:59.0,,C. Felício misses 2-pt layup at rim,53,38
155,2,3:58.0,,Offensive rebound by C. Felício,53,38
156,2,3:57.0,,D. Nwaba misses 2-pt layup from 2 ft,53,38
157,2,3:56.0,Defensive rebound by L. Kennard,,53,38
158,2,3:56.0,Personal foul by D. Nwaba (drawn by L. Kennard),,53,38
159,2,3:56.0,,Ö. Aşık enters the game for C. Felício,53,38
160,2,3:56.0,S. Johnson enters the game for J. Ennis,,53,38
161,2,3:48.0,A. Tolliver misses 3-pt jump shot from 22 ft,,53,38
162,2,3:45.0,,Defensive rebound by S. Kilpatrick,53,38
163,2,3:40.0,,S. Kilpatrick makes 2-pt jump shot from 20 ft,53,40
164,2,3:25.0,Personal foul by Ö. Aşık (drawn by E. Moreland),,53,40
165,2,3:13.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by L. Kennard),,56,40
166,2,2:46.0,,Turnover by Team (shot clock),56,40
167,2,2:46.0,,Chicago full timeout,56,40
168,2,2:33.0,R. Jackson misses 2-pt jump shot from 18 ft,,56,40
169,2,2:29.0,,Defensive rebound by L. Markkanen,56,40
170,2,2:17.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by C. Payne),56,43
171,2,1:59.0,R. Jackson misses 2-pt jump shot from 19 ft,,56,43
172,2,1:56.0,,Defensive rebound by L. Markkanen,56,43
173,2,1:49.0,,L. Markkanen makes 2-pt jump shot from 3 ft (assist by C. Payne),56,45
174,2,1:28.0,Shooting foul by Ö. Aşık (drawn by A. Tolliver),,56,45
175,2,1:28.0,A. Tolliver makes free throw 1 of 2,,57,45
176,2,1:28.0,A. Tolliver makes free throw 2 of 2,,58,45
177,2,1:16.0,,Personal foul by E. Moreland (drawn by L. Markkanen),58,45
178,2,1:16.0,H. Ellenson enters the game for E. Moreland,,58,45
179,2,1:07.0,,L. Markkanen misses 2-pt jump shot from 17 ft,58,45
180,2,1:04.0,Defensive rebound by R. Jackson,,58,45
181,2,0:58.0,H. Ellenson makes 3-pt jump shot from 25 ft (assist by S. Johnson),,61,45
182,2,0:47.0,,C. Payne makes 3-pt jump shot from 26 ft (assist by D. Nwaba),61,48
183,2,0:38.0,R. Jackson makes 2-pt jump shot from 20 ft,,63,48
184,2,0:30.0,,L. Markkanen misses 3-pt jump shot from 25 ft,63,48
185,2,0:27.0,Defensive rebound by S. Johnson,,63,48
186,2,0:06.0,H. Ellenson makes 3-pt jump shot from 25 ft (assist by R. Jackson),,66,48
187,2,0:02.0,,Personal foul by R. Jackson (drawn by S. Kilpatrick),66,48
188,2,0:02.0,,S. Kilpatrick makes free throw 1 of 2,66,49
189,2,0:02.0,,S. Kilpatrick makes free throw 2 of 2,66,50
190,2,0:00.0,R. Jackson misses 3-pt jump shot from 51 ft,,66,50
191,2,0:00.0,Offensive rebound by Team,,66,50
192,3,11:46.0,L. Kennard misses 2-pt layup from 2 ft,,66,50
193,3,11:44.0,,Defensive rebound by L. Markkanen,66,50
194,3,11:28.0,,C. Payne misses 2-pt jump shot from 11 ft,66,50
195,3,11:21.0,,Offensive rebound by L. Markkanen,66,50
196,3,11:21.0,,L. Markkanen misses 2-pt layup at rim,66,50
197,3,11:21.0,Defensive rebound by A. Tolliver,,66,50
198,3,11:14.0,S. Johnson makes 2-pt dunk at rim,,68,50
199,3,10:56.0,,D. Nwaba makes 3-pt jump shot from 24 ft (assist by C. Payne),68,53
200,3,10:35.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by R. Jackson),,71,53
201,3,10:19.0,,L. Markkanen makes 2-pt jump shot from 17 ft,71,55
202,3,9:57.0,L. Kennard misses 2-pt layup from 1 ft,,71,55
203,3,9:55.0,,Defensive rebound by L. Markkanen,71,55
204,3,9:47.0,,C. Felício makes 2-pt dunk at rim (assist by C. Payne),71,57
205,3,9:22.0,Turnover by A. Tolliver (lost ball; steal by L. Markkanen),,71,57
206,3,9:16.0,,L. Markkanen makes 3-pt jump shot from 25 ft,71,60
207,3,9:16.0,Detroit full timeout,,71,60
208,3,9:03.0,Turnover by S. Johnson (bad pass; steal by L. Markkanen),,71,60
209,3,8:59.0,,Personal foul by R. Jackson (drawn by L. Markkanen),71,60
210,3,8:54.0,,Shooting foul by A. Tolliver (drawn by L. Markkanen),71,60
211,3,8:54.0,,L. Markkanen makes free throw 1 of 3,71,61
212,3,8:54.0,,L. Markkanen makes free throw 2 of 3,71,62
213,3,8:54.0,,L. Markkanen makes free throw 3 of 3,71,63
214,3,8:37.0,A. Tolliver misses 3-pt jump shot from 24 ft,,71,63
215,3,8:34.0,,Defensive rebound by D. Nwaba,71,63
216,3,8:28.0,,D. Nwaba misses 2-pt jump shot from 6 ft (block by E. Moreland),71,63
217,3,8:25.0,,Offensive rebound by C. Felício,71,63
218,3,8:24.0,,S. Kilpatrick misses 2-pt layup from 1 ft (block by E. Moreland),71,63
219,3,8:24.0,,Offensive rebound by Team,71,63
220,3,8:24.0,Loose ball foul by A. Tolliver (drawn by L. Markkanen),,71,63
221,3,8:05.0,,Turnover by S. Kilpatrick (bad pass; steal by E. Moreland),71,63
222,3,7:58.0,R. Jackson misses 3-pt jump shot from 24 ft,,71,63
223,3,7:53.0,,Defensive rebound by D. Nwaba,71,63
224,3,7:48.0,,D. Nwaba misses 2-pt jump shot from 9 ft,71,63
225,3,7:42.0,,Offensive rebound by D. Nwaba,71,63
226,3,7:42.0,,D. Nwaba misses 2-pt layup at rim,71,63
227,3,7:41.0,Defensive rebound by E. Moreland,,71,63
228,3,7:41.0,Personal take foul by C. Payne (drawn by S. Johnson),,71,63
229,3,7:41.0,,J. Grant enters the game for D. Nwaba,71,63
230,3,7:25.0,E. Moreland misses 2-pt jump shot from 2 ft,,71,63
231,3,7:25.0,Offensive rebound by Team,,71,63
232,3,7:25.0,,Loose ball foul by L. Markkanen (drawn by A. Tolliver),71,63
233,3,7:13.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by R. Jackson),,74,63
234,3,6:54.0,Offensive charge foul by S. Kilpatrick (drawn by S. Johnson),,74,63
235,3,6:54.0,,Turnover by S. Kilpatrick (offensive foul),74,63
236,3,6:38.0,R. Jackson misses 3-pt jump shot from 26 ft,,74,63
237,3,6:35.0,,Defensive rebound by C. Payne,74,63
238,3,6:34.0,,B. Portis enters the game for L. Markkanen,74,63
239,3,6:27.0,,C. Felício makes 2-pt layup at rim (assist by C. Payne),74,65
240,3,6:11.0,Turnover by E. Moreland (bad pass; steal by C. Felício),,74,65
241,3,5:58.0,,S. Kilpatrick misses 2-pt jump shot from 16 ft,74,65
242,3,5:54.0,Defensive rebound by S. Johnson,,74,65
243,3,5:41.0,S. Johnson misses 3-pt jump shot from 23 ft,,74,65
244,3,5:39.0,,Defensive rebound by C. Payne,74,65
245,3,5:34.0,,C. Felício misses 2-pt jump shot from 15 ft,74,65
246,3,5:32.0,Defensive rebound by L. Kennard,,74,65
247,3,5:30.0,L. Kennard makes 2-pt layup from 1 ft,,76,65
248,3,5:30.0,Shooting foul by C. Payne (drawn by L. Kennard),,76,65
249,3,5:30.0,L. Kennard makes free throw 1 of 1,,77,65
250,3,5:25.0,,Ö. Aşık enters the game for C. Felício,77,65
251,3,5:25.0,I. Smith enters the game for R. Jackson,,77,65
252,3,5:16.0,,Turnover by J. Grant (bad pass; steal by I. Smith),77,65
253,3,5:15.0,E. Moreland makes 2-pt dunk at rim (assist by I. Smith),,79,65
254,3,5:15.0,,Chicago full timeout,79,65
255,3,5:15.0,H. Ellenson enters the game for E. Moreland,,79,65
256,3,5:02.0,,B. Portis misses 2-pt jump shot from 8 ft,79,65
257,3,4:59.0,Defensive rebound by H. Ellenson,,79,65
258,3,4:52.0,I. Smith makes 2-pt jump shot from 18 ft,,81,65
259,3,4:31.0,,B. Portis misses 2-pt jump shot from 8 ft,81,65
260,3,4:28.0,Defensive rebound by H. Ellenson,,81,65
261,3,4:22.0,I. Smith makes 2-pt layup at rim,,83,65
262,3,4:09.0,,B. Portis misses 3-pt jump shot from 22 ft,83,65
263,3,4:05.0,Defensive rebound by S. Johnson,,83,65
264,3,3:51.0,I. Smith makes 2-pt jump shot from 8 ft,,85,65
265,3,3:35.0,,S. Kilpatrick makes 2-pt layup at rim (assist by C. Payne),85,67
266,3,3:15.0,L. Kennard makes 3-pt jump shot from 24 ft (assist by H. Ellenson),,88,67
267,3,2:58.0,,S. Kilpatrick makes 3-pt jump shot from 22 ft (assist by C. Payne),88,70
268,3,2:44.0,L. Kennard misses 3-pt jump shot from 25 ft,,88,70
269,3,2:43.0,,Defensive rebound by Team,88,70
270,3,2:43.0,Loose ball foul by A. Tolliver (drawn by J. Grant),,88,70
271,3,2:43.0,,R. Arcidiacono enters the game for C. Payne,88,70
272,3,2:43.0,L. Galloway enters the game for L. Kennard,,88,70
273,3,2:43.0,E. Moreland enters the game for S. Johnson,,88,70
274,3,2:43.0,J. Ennis enters the game for A. Tolliver,,88,70
275,3,2:28.0,,J. Grant makes 2-pt jump shot from 20 ft,88,72
276,3,2:11.0,I. Smith misses 3-pt jump shot from 26 ft,,88,72
277,3,2:09.0,,Defensive rebound by B. Portis,88,72
278,3,2:05.0,,Shooting foul by H. Ellenson (drawn by B. Portis),88,72
279,3,2:05.0,,B. Portis misses free throw 1 of 2,88,72
280,3,2:05.0,,Offensive rebound by Team,88,72
281,3,2:05.0,,B. Portis misses free throw 2 of 2,88,72
282,3,2:02.0,Defensive rebound by H. Ellenson,,88,72
283,3,1:39.0,I. Smith makes 2-pt jump shot from 14 ft,,90,72
284,3,1:25.0,,Ö. Aşık misses 2-pt layup from 2 ft (block by E. Moreland),90,72
285,3,1:24.0,Defensive rebound by H. Ellenson,,90,72
286,3,1:24.0,Personal foul by J. Grant (drawn by I. Smith),,90,72
287,3,1:24.0,,D. Nwaba enters the game for S. Kilpatrick,90,72
288,3,1:11.0,I. Smith misses 2-pt jump shot from 17 ft,,90,72
289,3,1:09.0,,Defensive rebound by R. Arcidiacono,90,72
290,3,1:05.0,,Turnover by D. Nwaba (bad pass; steal by L. Galloway),90,72
291,3,1:01.0,Turnover by L. Galloway (bad pass; steal by D. Nwaba),,90,72
292,3,0:57.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,90,72
293,3,0:55.0,,Offensive rebound by B. Portis,90,72
294,3,0:55.0,,B. Portis makes 2-pt layup at rim,90,74
295,3,0:42.0,L. Galloway misses 2-pt jump shot from 16 ft,,90,74
296,3,0:42.0,,Defensive rebound by Team,90,74
297,3,0:34.0,,J. Grant misses 2-pt jump shot from 17 ft,90,74
298,3,0:32.0,Defensive rebound by E. Moreland,,90,74
299,3,0:27.0,J. Ennis makes 2-pt jump shot from 9 ft (assist by E. Moreland),,92,74
300,3,0:05.0,,Turnover by J. Grant (lost ball; steal by E. Moreland),92,74
301,3,0:02.0,H. Ellenson makes 2-pt layup from 2 ft,,94,74
302,4,11:42.0,,R. Arcidiacono misses 3-pt jump shot from 24 ft,94,74
303,4,11:39.0,Defensive rebound by R. Jackson,,94,74
304,4,11:29.0,L. Galloway misses 2-pt jump shot from 14 ft,,94,74
305,4,11:25.0,Offensive rebound by L. Galloway,,94,74
306,4,11:24.0,J. Ennis misses 3-pt jump shot from 26 ft,,94,74
307,4,11:23.0,Offensive rebound by E. Moreland,,94,74
308,4,11:18.0,J. Ennis misses 3-pt jump shot from 25 ft,,94,74
309,4,11:17.0,,Defensive rebound by B. Portis,94,74
310,4,11:03.0,,B. Portis misses 3-pt jump shot from 26 ft,94,74
311,4,11:00.0,,Offensive rebound by Ö. Aşık,94,74
312,4,10:58.0,,Turnover by D. Nwaba (bad pass; steal by L. Galloway),94,74
313,4,10:55.0,J. Ennis misses 2-pt layup from 1 ft,,94,74
314,4,10:53.0,,Defensive rebound by D. Nwaba,94,74
315,4,10:48.0,Personal foul by D. Nwaba (drawn by L. Galloway),,94,74
316,4,10:48.0,,Turnover by D. Nwaba (turnover),94,74
317,4,10:30.0,R. Jackson makes 3-pt jump shot from 23 ft,,97,74
318,4,10:19.0,,B. Portis makes 2-pt jump shot from 3 ft (assist by R. Arcidiacono),97,76
319,4,10:19.0,Violation by E. Moreland (def goaltending),,97,76
320,4,10:03.0,,C. Felício enters the game for Ö. Aşık,97,76
321,4,10:01.0,L. Galloway makes 2-pt jump shot from 19 ft (assist by R. Jackson),,99,76
322,4,9:40.0,,D. Nwaba misses 3-pt jump shot from 25 ft,99,76
323,4,9:38.0,Defensive rebound by H. Ellenson,,99,76
324,4,9:36.0,Shooting foul by C. Felício (drawn by H. Ellenson),,99,76
325,4,9:36.0,H. Ellenson makes free throw 1 of 2,,100,76
326,4,9:36.0,H. Ellenson makes free throw 2 of 2,,101,76
327,4,9:20.0,,Personal foul by R. Jackson (drawn by R. Arcidiacono),101,76
328,4,9:09.0,,J. Grant misses 3-pt jump shot from 26 ft,101,76
329,4,9:05.0,Defensive rebound by E. Moreland,,101,76
330,4,8:58.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by R. Jackson),,104,76
331,4,8:57.0,,Chicago full timeout,104,76
332,4,8:57.0,,C. Payne enters the game for D. Nwaba,104,76
333,4,8:38.0,,Personal foul by J. Ennis (drawn by C. Payne),104,76
334,4,8:28.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by C. Payne),104,79
335,4,8:07.0,L. Galloway misses 3-pt jump shot from 25 ft,,104,79
336,4,8:03.0,,Defensive rebound by B. Portis,104,79
337,4,7:55.0,,Turnover by R. Arcidiacono (bad pass),104,79
338,4,7:45.0,E. Moreland makes 2-pt jump shot from 11 ft (assist by R. Jackson),,106,79
339,4,7:20.0,,R. Arcidiacono misses 3-pt jump shot from 24 ft,106,79
340,4,7:15.0,Defensive rebound by H. Ellenson,,106,79
341,4,7:12.0,E. Moreland makes 2-pt dunk at rim (assist by R. Jackson),,108,79
342,4,6:50.0,,J. Grant misses 2-pt jump shot from 16 ft,108,79
343,4,6:45.0,,Offensive rebound by C. Felício,108,79
344,4,6:36.0,,Turnover by B. Portis (traveling),108,79
345,4,6:19.0,,Violation by C. Payne (kicked ball),108,79
346,4,6:06.0,H. Ellenson misses 2-pt jump shot from 21 ft,,108,79
347,4,6:04.0,,Defensive rebound by R. Arcidiacono,108,79
348,4,5:50.0,,B. Portis makes 3-pt jump shot from 23 ft (assist by J. Grant),108,82
349,4,5:35.0,Shooting foul by J. Grant (drawn by R. Jackson),,108,82
350,4,5:35.0,R. Jackson makes free throw 1 of 2,,109,82
351,4,5:35.0,L. Kennard enters the game for J. Ennis,,109,82
352,4,5:35.0,R. Jackson makes free throw 2 of 2,,110,82
353,4,5:25.0,,Turnover by C. Payne (lost ball; steal by L. Galloway),110,82
354,4,5:22.0,L. Kennard makes 2-pt dunk at rim (assist by L. Galloway),,112,82
355,4,5:22.0,,Chicago full timeout,112,82
356,4,5:22.0,I. Smith enters the game for R. Jackson,,112,82
357,4,5:11.0,,Shooting foul by E. Moreland (drawn by C. Felício),112,82
358,4,5:11.0,,C. Felício makes free throw 1 of 2,112,83
359,4,5:11.0,,C. Felício makes free throw 2 of 2,112,84
360,4,4:50.0,Turnover by H. Ellenson (bad pass; steal by C. Payne),,112,84
361,4,4:41.0,,C. Payne misses 2-pt jump shot from 11 ft,112,84
362,4,4:40.0,,Offensive rebound by Team,112,84
363,4,4:28.0,,J. Grant misses 3-pt jump shot from 24 ft,112,84
364,4,4:28.0,,Offensive rebound by Team,112,84
365,4,4:28.0,Loose ball foul by H. Ellenson (drawn by C. Felício),,112,84
366,4,4:19.0,,B. Portis misses 2-pt jump shot from 12 ft (block by E. Moreland),112,84
367,4,4:16.0,Defensive rebound by H. Ellenson,,112,84
368,4,4:10.0,H. Ellenson misses 2-pt layup from 1 ft,,112,84
369,4,4:09.0,,Defensive rebound by B. Portis,112,84
370,4,4:03.0,,Turnover by C. Payne (bad pass; steal by E. Moreland),112,84
371,4,4:01.0,,Offensive charge foul by L. Kennard (drawn by R. Arcidiacono),112,84
372,4,4:01.0,Turnover by L. Kennard (offensive foul),,112,84
373,4,4:01.0,,D. Nwaba enters the game for B. Portis,112,84
374,4,3:50.0,,C. Payne misses 2-pt jump shot from 21 ft,112,84
