,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MIAMI_ACTION,PHOENIX_SCORE,MIAMI_SCORE
383,4,5:10.0,,D. Wade makes 3-pt jump shot from 23 ft (assist by T. Johnson),91,115
384,4,5:00.0,Turnover by D. Booker (bad pass; steal by D. Wade),,91,115
385,4,4:54.0,,R. McGruder makes 2-pt layup from 1 ft (assist by D. Wade),91,117
386,4,4:43.0,E. Payton misses 2-pt jump shot from 7 ft,,91,117
387,4,4:40.0,,Defensive rebound by K. Olynyk,91,117
388,4,4:38.0,,J. Winslow misses 2-pt layup from 1 ft,91,117
389,4,4:38.0,,Offensive rebound by T. Johnson,91,117
390,4,4:38.0,,T. Johnson makes 2-pt layup at rim,91,119
391,4,4:38.0,Phoenix full timeout,,91,119
392,4,4:38.0,,L. Babbitt enters the game for D. Wade,91,119
393,4,4:38.0,,D. Jones enters the game for K. Olynyk,91,119
394,4,4:38.0,,B. Adebayo enters the game for R. McGruder,91,119
395,4,4:38.0,S. Harrison enters the game for D. Booker,,91,119
396,4,4:38.0,D. Reed enters the game for E. Payton,,91,119
397,4,4:38.0,M. Chriss enters the game for T. Warren,,91,119
398,4,4:26.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by D. Bender),,94,119
399,4,4:10.0,,T. Johnson misses 2-pt jump shot from 21 ft,94,119
400,4,4:10.0,Defensive rebound by M. Chriss,,94,119
401,4,4:01.0,S. Harrison misses 2-pt hook shot from 8 ft,,94,119
402,4,4:00.0,Offensive rebound by Team,,94,119
403,4,3:55.0,D. Reed makes 2-pt jump shot from 16 ft (assist by D. Bender),,96,119
404,4,3:40.0,,J. Winslow misses 2-pt layup from 1 ft,96,119
405,4,3:38.0,Defensive rebound by S. Harrison,,96,119
406,4,3:24.0,S. Harrison misses 2-pt layup from 1 ft,,96,119
407,4,3:22.0,Offensive rebound by S. Harrison,,96,119
408,4,3:18.0,S. Harrison misses 2-pt layup at rim,,96,119
409,4,3:17.0,,Defensive rebound by J. Winslow,96,119
410,4,3:12.0,,L. Babbitt misses 3-pt jump shot from 25 ft,96,119
411,4,3:09.0,Defensive rebound by J. Jackson,,96,119
412,4,3:09.0,Personal foul by J. Winslow (drawn by J. Jackson),,96,119
413,4,3:09.0,,U. Haslem enters the game for T. Johnson,96,119
414,4,3:09.0,A. Peters enters the game for D. Bender,,96,119
415,4,2:49.0,D. Reed misses 3-pt jump shot from 26 ft,,96,119
416,4,2:45.0,,Defensive rebound by B. Adebayo,96,119
417,4,2:35.0,,Shooting foul by M. Chriss (drawn by B. Adebayo),96,119
418,4,2:35.0,,B. Adebayo makes free throw 1 of 2,96,120
419,4,2:35.0,,B. Adebayo makes free throw 2 of 2,96,121
420,4,2:22.0,Turnover by J. Jackson (bad pass; steal by J. Winslow),,96,121
421,4,2:17.0,,Turnover by J. Winslow (lost ball; steal by J. Jackson),96,121
422,4,2:08.0,S. Harrison makes 2-pt dunk from 1 ft,,98,121
423,4,1:56.0,,U. Haslem misses 3-pt jump shot from 26 ft,98,121
424,4,1:55.0,,Offensive rebound by D. Jones,98,121
425,4,1:53.0,,D. Jones misses 2-pt layup from 1 ft,98,121
426,4,1:52.0,,Offensive rebound by D. Jones,98,121
427,4,1:51.0,,D. Jones makes 2-pt layup at rim,98,123
428,4,1:39.0,M. Chriss makes 3-pt jump shot from 25 ft (assist by A. Peters),,101,123
429,4,1:15.0,,D. Jones misses 3-pt jump shot from 24 ft,101,123
430,4,1:14.0,Defensive rebound by J. Jackson,,101,123
431,4,1:09.0,Shooting block foul by D. Jones (drawn by J. Jackson),,101,123
432,4,1:09.0,J. Jackson misses free throw 1 of 2,,101,123
433,4,1:09.0,Offensive rebound by Team,,101,123
434,4,1:09.0,J. Jackson misses free throw 2 of 2,,101,123
435,4,1:06.0,,Defensive rebound by U. Haslem,101,123
436,4,0:47.0,,U. Haslem misses 2-pt jump shot from 19 ft,101,123
437,4,0:44.0,Defensive rebound by J. Jackson,,101,123
438,4,0:32.0,Turnover by S. Harrison (bad pass),,101,123
439,4,0:16.0,,J. Winslow makes 2-pt dunk at rim,101,125
440,4,0:02.0,A. Peters misses 3-pt jump shot from 25 ft,,101,125
441,4,0:02.0,Offensive rebound by D. Reed,,101,125
442,4,0:02.0,D. Reed makes 2-pt layup from 1 ft,,103,125
