,QUARTER,TIME_REMAINING,UTAH_ACTION,MEMPHIS_ACTION,UTAH_SCORE,MEMPHIS_SCORE
364,4,8:18.0,,D. Davis misses 2-pt layup from 1 ft,75,66
365,4,8:18.0,Defensive rebound by D. Mitchell,,75,66
366,4,8:18.0,,Defensive rebound by D. Davis,75,66
367,4,8:07.0,Personal foul by J. Martin (drawn by J. Crowder),,75,66
368,4,8:07.0,,J. Green enters the game for J. Martin,75,66
369,4,8:07.0,D. Favors enters the game for J. Ingles,,75,66
370,4,8:07.0,R. Rubio enters the game for J. Crowder,,75,66
371,4,7:56.0,Personal foul by D. Davis (drawn by R. Gobert),,75,66
372,4,7:56.0,,M. Gasol enters the game for D. Davis,75,66
373,4,7:46.0,Turnover by D. Mitchell (bad pass; steal by X. Rathan-Mayes),,75,66
374,4,7:39.0,,M. Gasol misses 3-pt jump shot from 26 ft,75,66
375,4,7:36.0,Defensive rebound by R. O'Neale,,75,66
376,4,7:22.0,Personal foul by J. Green (drawn by R. Rubio),,75,66
377,4,7:22.0,R. Rubio misses free throw 1 of 2,,75,66
378,4,7:22.0,Offensive rebound by Team,,75,66
379,4,7:22.0,J. Crowder enters the game for R. O'Neale,,75,66
380,4,7:22.0,R. Rubio makes free throw 2 of 2,,76,66
381,4,7:14.0,,Personal foul by R. Rubio (drawn by X. Rathan-Mayes),76,66
382,4,6:58.0,,D. Brooks makes 2-pt jump shot from 8 ft (assist by J. Green),76,68
383,4,6:33.0,Turnover by R. Gobert (lost ball; steal by X. Rathan-Mayes),,76,68
384,4,6:21.0,,Turnover by D. Brooks (bad pass; steal by R. Gobert),76,68
385,4,6:01.0,J. Crowder misses 3-pt jump shot from 23 ft,,76,68
386,4,5:59.0,,Defensive rebound by M. Gasol,76,68
