,QUARTER,TIME_REMAINING,UTAH_ACTION,MEMPHIS_ACTION,UTAH_SCORE,MEMPHIS_SCORE
0,1,11:42.0,R. Gobert misses 2-pt layup from 1 ft (block by M. Gasol),,0,0
1,1,11:39.0,,Defensive rebound by M. Gasol,0,0
2,1,11:23.0,,D. Brooks misses 3-pt jump shot from 25 ft,0,0
3,1,11:19.0,,Offensive rebound by J. Green,0,0
4,1,11:18.0,,J. Green misses 2-pt layup from 1 ft (block by D. Mitchell),0,0
5,1,11:18.0,Defensive rebound by D. Mitchell,,0,0
6,1,11:07.0,J. Ingles misses 3-pt jump shot from 25 ft,,0,0
7,1,11:04.0,,Defensive rebound by B. McLemore,0,0
8,1,10:46.0,,B. McLemore makes 2-pt layup from 1 ft (assist by M. Gasol),0,2
9,1,10:27.0,J. Ingles makes 2-pt layup at rim,,2,2
10,1,10:05.0,,D. Brooks misses 2-pt layup at rim,2,2
11,1,10:03.0,Defensive rebound by R. Rubio,,2,2
12,1,9:47.0,D. Mitchell misses 3-pt jump shot from 25 ft,,2,2
13,1,9:44.0,Offensive rebound by R. Gobert,,2,2
14,1,9:33.0,D. Favors misses 2-pt jump shot from 20 ft,,2,2
15,1,9:31.0,Offensive rebound by R. Gobert,,2,2
16,1,9:13.0,R. Gobert misses 2-pt jump shot from 1 ft,,2,2
17,1,9:09.0,,Defensive rebound by M. Gasol,2,2
18,1,9:05.0,,M. Gasol misses 3-pt jump shot from 26 ft,2,2
19,1,9:04.0,Defensive rebound by Team,,2,2
20,1,8:51.0,D. Favors makes 2-pt layup at rim (assist by R. Rubio),,4,2
21,1,8:27.0,,B. McLemore makes 3-pt jump shot from 22 ft (assist by K. Simmons),4,5
22,1,8:27.0,,Technical foul by D. Brooks,4,5
23,1,8:27.0,D. Mitchell makes technical free throw,,5,5
24,1,8:17.0,Offensive foul by J. Ingles (drawn by B. McLemore),,5,5
25,1,8:17.0,Turnover by J. Ingles (offensive foul),,5,5
26,1,8:05.0,,B. McLemore misses 2-pt jump shot from 19 ft,5,5
27,1,8:05.0,Defensive rebound by J. Ingles,,5,5
28,1,7:54.0,R. Rubio makes 2-pt jump shot from 8 ft,,7,5
29,1,7:41.0,,J. Green misses 3-pt jump shot from 25 ft,7,5
30,1,7:39.0,,Offensive rebound by M. Gasol,7,5
31,1,7:38.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by M. Gasol),7,8
32,1,7:12.0,Shooting foul by K. Simmons (drawn by R. Rubio),,7,8
33,1,7:12.0,R. Rubio makes free throw 1 of 3,,8,8
34,1,7:12.0,R. Rubio misses free throw 2 of 3,,8,8
35,1,7:12.0,Offensive rebound by Team,,8,8
36,1,7:12.0,R. Rubio makes free throw 3 of 3,,9,8
37,1,7:04.0,,Turnover by B. McLemore (bad pass; steal by R. Gobert),9,8
38,1,7:04.0,Personal foul by B. McLemore (drawn by R. Gobert),,9,8
39,1,6:49.0,Turnover by D. Mitchell (traveling),,9,8
40,1,6:49.0,,Memphis full timeout,9,8
41,1,6:49.0,J. Crowder enters the game for D. Favors,,9,8
42,1,6:32.0,,Turnover by M. Gasol (traveling),9,8
43,1,6:20.0,Shooting foul by D. Brooks (drawn by R. Rubio),,9,8
44,1,6:20.0,R. Rubio makes free throw 1 of 2,,10,8
45,1,6:20.0,,X. Rathan-Mayes enters the game for K. Simmons,10,8
46,1,6:20.0,R. Rubio makes free throw 2 of 2,,11,8
47,1,6:20.0,,J. Martin enters the game for B. McLemore,11,8
48,1,6:04.0,,J. Green misses 2-pt layup from 1 ft (block by R. Gobert),11,8
49,1,6:00.0,Defensive rebound by R. Gobert,,11,8
50,1,5:46.0,R. Rubio misses 2-pt jump shot from 17 ft,,11,8
51,1,5:43.0,,Defensive rebound by M. Gasol,11,8
52,1,5:35.0,,X. Rathan-Mayes makes 2-pt jump shot from 19 ft,11,10
53,1,5:20.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by J. Ingles),,14,10
54,1,4:58.0,,X. Rathan-Mayes makes 2-pt jump shot from 20 ft,14,12
55,1,4:42.0,D. Mitchell misses 2-pt layup at rim,,14,12
56,1,4:42.0,,Defensive rebound by Team,14,12
57,1,4:42.0,Loose ball foul by R. Gobert (drawn by X. Rathan-Mayes),,14,12
58,1,4:42.0,,W. Selden enters the game for J. Green,14,12
59,1,4:42.0,R. O'Neale enters the game for J. Ingles,,14,12
60,1,4:22.0,,D. Brooks misses 2-pt jump shot from 5 ft,14,12
61,1,4:20.0,Defensive rebound by R. Rubio,,14,12
62,1,4:17.0,J. Crowder makes 2-pt layup at rim (assist by R. O'Neale),,16,12
63,1,4:04.0,,Def 3 sec tech foul by J. Crowder,16,12
64,1,4:04.0,,M. Gasol makes technical free throw,16,13
65,1,4:04.0,,B. McLemore enters the game for D. Brooks,16,13
66,1,3:57.0,,W. Selden misses 2-pt jump shot from 22 ft,16,13
67,1,3:53.0,Defensive rebound by R. Gobert,,16,13
68,1,3:42.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,18,13
69,1,3:26.0,,Personal foul by R. Gobert (drawn by M. Gasol),18,13
70,1,3:26.0,J. Jerebko enters the game for R. Rubio,,18,13
71,1,3:26.0,D. Favors enters the game for R. Gobert,,18,13
72,1,3:13.0,,Shooting foul by J. Crowder (drawn by M. Gasol),18,13
73,1,3:13.0,,M. Gasol misses free throw 1 of 2,18,13
74,1,3:13.0,,Offensive rebound by Team,18,13
75,1,3:13.0,,M. Gasol makes free throw 2 of 2,18,14
76,1,2:58.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. O'Neale),,21,14
77,1,2:39.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by X. Rathan-Mayes),21,17
78,1,2:25.0,,Offensive charge foul by D. Favors (drawn by M. Gasol),21,17
79,1,2:25.0,Turnover by D. Favors (offensive foul),,21,17
80,1,2:25.0,Utah full timeout,,21,17
81,1,2:25.0,,D. Davis enters the game for M. Gasol,21,17
82,1,2:11.0,,Shooting foul by D. Favors (drawn by J. Martin),21,17
83,1,2:11.0,,J. Martin makes free throw 1 of 2,21,18
84,1,2:11.0,,J. Martin makes free throw 2 of 2,21,19
85,1,1:57.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,24,19
86,1,1:40.0,,X. Rathan-Mayes misses 3-pt jump shot from 25 ft,24,19
87,1,1:38.0,Defensive rebound by R. O'Neale,,24,19
88,1,1:25.0,J. Crowder misses 3-pt jump shot from 24 ft,,24,19
89,1,1:21.0,,Defensive rebound by B. McLemore,24,19
90,1,1:05.0,,W. Selden makes 2-pt jump shot from 10 ft,24,21
91,1,0:50.0,J. Jerebko misses 2-pt layup from 7 ft,,24,21
92,1,0:49.0,Offensive rebound by Team,,24,21
93,1,0:49.0,,K. Simmons enters the game for X. Rathan-Mayes,24,21
94,1,0:49.0,R. Neto enters the game for D. Mitchell,,24,21
95,1,0:36.0,J. Jerebko misses 3-pt jump shot from 24 ft,,24,21
96,1,0:33.0,Offensive rebound by D. Favors,,24,21
97,1,0:33.0,Turnover by D. Favors (step out of bounds),,24,21
98,1,0:15.0,,D. Davis makes 2-pt layup at rim (assist by W. Selden),24,23
99,2,11:41.0,,J. Martin makes 2-pt jump shot from 16 ft,24,25
100,2,11:21.0,J. Crowder misses 3-pt jump shot from 25 ft,,24,25
101,2,11:18.0,,Defensive rebound by D. Davis,24,25
102,2,11:14.0,,K. Simmons makes 2-pt layup at rim,24,27
103,2,11:01.0,,J. Green enters the game for W. Selden,24,27
104,2,10:48.0,J. Jerebko makes 2-pt layup at rim (assist by J. Crowder),,26,27
105,2,10:38.0,,J. Martin misses 2-pt layup from 1 ft (block by J. Crowder),26,27
106,2,10:33.0,Defensive rebound by R. Neto,,26,27
107,2,10:33.0,D. Favors misses 2-pt dunk at rim,,26,27
108,2,10:31.0,Offensive rebound by D. Favors,,26,27
109,2,10:21.0,Shooting foul by J. Green (drawn by D. Favors),,26,27
110,2,10:21.0,D. Favors misses free throw 1 of 2,,26,27
111,2,10:21.0,Offensive rebound by Team,,26,27
112,2,10:21.0,,D. Brooks enters the game for B. McLemore,26,27
113,2,10:21.0,D. Favors makes free throw 2 of 2,,27,27
114,2,10:01.0,,J. Martin makes 2-pt jump shot from 13 ft,27,29
115,2,9:50.0,R. Neto makes 2-pt layup at rim,,29,29
116,2,9:38.0,,K. Simmons makes 2-pt jump shot from 9 ft,29,31
117,2,9:27.0,Personal foul by D. Brooks (drawn by D. Favors),,29,31
118,2,9:27.0,R. O'Neale enters the game for J. Crowder,,29,31
119,2,9:18.0,R. O'Neale misses 3-pt jump shot from 23 ft,,29,31
120,2,9:14.0,Offensive rebound by J. Jerebko,,29,31
121,2,9:01.0,R. O'Neale misses 3-pt jump shot from 24 ft,,29,31
122,2,8:58.0,,Defensive rebound by J. Martin,29,31
123,2,8:52.0,,J. Martin misses 2-pt layup from 2 ft,29,31
124,2,8:49.0,Defensive rebound by J. Jerebko,,29,31
125,2,8:44.0,J. Jerebko misses 3-pt jump shot from 25 ft,,29,31
126,2,8:42.0,,Defensive rebound by Team,29,31
127,2,8:42.0,R. Gobert enters the game for J. Jerebko,,29,31
128,2,8:22.0,,J. Green makes 2-pt jump shot from 16 ft,29,33
129,2,8:09.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Neto),,32,33
130,2,7:44.0,,J. Green misses 2-pt layup from 3 ft (block by D. Favors),32,33
131,2,7:44.0,Defensive rebound by R. O'Neale,,32,33
132,2,7:23.0,J. Ingles makes 2-pt layup at rim (assist by R. Neto),,34,33
133,2,7:08.0,,Shooting foul by R. Neto (drawn by J. Martin),34,33
134,2,7:08.0,,J. Martin makes free throw 1 of 2,34,34
135,2,7:08.0,,M. Gasol enters the game for D. Davis,34,34
136,2,7:08.0,R. Rubio enters the game for J. Ingles,,34,34
137,2,7:08.0,D. Mitchell enters the game for R. Neto,,34,34
138,2,7:08.0,,J. Martin misses free throw 2 of 2,34,34
139,2,7:06.0,Defensive rebound by R. O'Neale,,34,34
140,2,6:54.0,Turnover by R. Rubio (bad pass),,34,34
141,2,6:54.0,,Memphis full timeout,34,34
142,2,6:54.0,,X. Rathan-Mayes enters the game for J. Martin,34,34
143,2,6:54.0,J. Crowder enters the game for D. Favors,,34,34
144,2,6:37.0,,D. Brooks makes 2-pt jump shot from 19 ft (assist by M. Gasol),34,36
145,2,6:25.0,Offensive foul by D. Mitchell (drawn by X. Rathan-Mayes),,34,36
146,2,6:25.0,Turnover by D. Mitchell (offensive foul),,34,36
147,2,6:10.0,,Offensive foul by D. Brooks (drawn by R. Rubio),34,36
148,2,6:10.0,,Turnover by D. Brooks (offensive foul),34,36
149,2,6:10.0,,W. Selden enters the game for D. Brooks,34,36
150,2,5:57.0,Personal foul by K. Simmons (drawn by R. Rubio),,34,36
151,2,5:49.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by R. O'Neale),,37,36
152,2,5:34.0,,Turnover by M. Gasol (traveling),37,36
153,2,5:23.0,D. Mitchell makes 3-pt jump shot from 24 ft (assist by J. Crowder),,40,36
154,2,5:05.0,,W. Selden misses 3-pt jump shot from 22 ft,40,36
155,2,5:03.0,Defensive rebound by J. Crowder,,40,36
156,2,4:59.0,R. O'Neale makes 2-pt layup at rim (assist by J. Crowder),,42,36
157,2,4:59.0,,Memphis full timeout,42,36
158,2,4:45.0,,X. Rathan-Mayes misses 2-pt jump shot from 21 ft,42,36
159,2,4:43.0,Defensive rebound by R. O'Neale,,42,36
160,2,4:33.0,Personal foul by M. Gasol (drawn by R. Gobert),,42,36
161,2,4:33.0,,J. Martin enters the game for X. Rathan-Mayes,42,36
162,2,4:33.0,J. Ingles enters the game for R. O'Neale,,42,36
163,2,4:28.0,D. Mitchell misses 2-pt layup from 2 ft (block by M. Gasol),,42,36
164,2,4:23.0,,Defensive rebound by K. Simmons,42,36
165,2,4:11.0,,K. Simmons misses 2-pt jump shot from 21 ft,42,36
166,2,4:09.0,Defensive rebound by R. Gobert,,42,36
167,2,4:01.0,R. Rubio misses 2-pt layup from 1 ft (block by M. Gasol),,42,36
168,2,3:58.0,,Defensive rebound by M. Gasol,42,36
169,2,3:55.0,,Turnover by K. Simmons (bad pass; steal by J. Ingles),42,36
170,2,3:49.0,,Offensive charge foul by D. Mitchell (drawn by K. Simmons),42,36
171,2,3:49.0,Turnover by D. Mitchell (offensive foul),,42,36
172,2,3:24.0,,J. Green misses 3-pt jump shot from 25 ft,42,36
173,2,3:22.0,Defensive rebound by R. Gobert,,42,36
174,2,3:06.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,45,36
175,2,2:53.0,,J. Martin misses 2-pt jump shot from 6 ft,45,36
176,2,2:50.0,Defensive rebound by D. Mitchell,,45,36
177,2,2:46.0,J. Crowder misses 3-pt jump shot from 24 ft,,45,36
178,2,2:41.0,,Defensive rebound by J. Martin,45,36
179,2,2:35.0,,J. Martin misses 3-pt jump shot from 26 ft,45,36
180,2,2:33.0,Defensive rebound by J. Ingles,,45,36
181,2,2:19.0,J. Ingles misses 2-pt jump shot from 16 ft,,45,36
182,2,2:16.0,,Defensive rebound by J. Green,45,36
183,2,1:55.0,,J. Martin misses 3-pt jump shot from 25 ft,45,36
184,2,1:53.0,Defensive rebound by Team,,45,36
185,2,1:53.0,,X. Rathan-Mayes enters the game for K. Simmons,45,36
186,2,1:53.0,,B. McLemore enters the game for W. Selden,45,36
187,2,1:38.0,D. Mitchell misses 3-pt jump shot from 25 ft,,45,36
188,2,1:34.0,,Defensive rebound by M. Gasol,45,36
189,2,1:28.0,,B. McLemore misses 2-pt layup at rim,45,36
190,2,1:26.0,Defensive rebound by R. Rubio,,45,36
191,2,1:21.0,R. Rubio misses 2-pt layup at rim,,45,36
192,2,1:19.0,,Defensive rebound by M. Gasol,45,36
193,2,1:12.0,,Turnover by J. Martin (bad pass; steal by D. Mitchell),45,36
194,2,1:07.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,48,36
195,2,0:45.0,,Shooting foul by D. Mitchell (drawn by B. McLemore),48,36
196,2,0:45.0,,B. McLemore makes free throw 1 of 2,48,37
197,2,0:45.0,R. O'Neale enters the game for D. Mitchell,,48,37
198,2,0:45.0,,B. McLemore makes free throw 2 of 2,48,38
199,2,0:39.0,Turnover by J. Ingles (bad pass),,48,38
200,2,0:16.0,,J. Green misses 2-pt layup from 5 ft,48,38
201,2,0:13.0,Defensive rebound by R. Rubio,,48,38
202,2,0:13.0,Personal foul by M. Gasol (drawn by R. Rubio),,48,38
203,2,0:13.0,R. Rubio makes free throw 1 of 2,,49,38
204,2,0:13.0,E. Udoh enters the game for R. Gobert,,49,38
205,2,0:13.0,R. Rubio makes free throw 2 of 2,,50,38
206,2,0:01.0,,X. Rathan-Mayes misses 2-pt jump shot from 17 ft,50,38
207,2,0:01.0,,Offensive rebound by J. Martin,50,38
208,2,0:00.0,,J. Martin misses 2-pt layup at rim,50,38
209,2,0:00.0,,Offensive rebound by Team,50,38
210,3,11:48.0,,B. McLemore makes 2-pt layup from 1 ft (assist by M. Gasol),50,40
211,3,11:33.0,D. Mitchell misses 2-pt jump shot from 4 ft,,50,40
212,3,11:30.0,,Defensive rebound by J. Green,50,40
213,3,11:26.0,,B. McLemore misses 3-pt jump shot from 25 ft,50,40
214,3,11:23.0,Defensive rebound by R. Rubio,,50,40
215,3,11:20.0,J. Ingles misses 3-pt jump shot from 23 ft,,50,40
216,3,11:14.0,,Defensive rebound by K. Simmons,50,40
217,3,11:09.0,,M. Gasol makes 2-pt jump shot from 18 ft (assist by K. Simmons),50,42
218,3,10:49.0,D. Mitchell misses 2-pt jump shot from 16 ft,,50,42
219,3,10:45.0,,Defensive rebound by K. Simmons,50,42
220,3,10:41.0,,D. Brooks makes 3-pt jump shot from 26 ft (assist by K. Simmons),50,45
221,3,10:40.0,Utah full timeout,,50,45
222,3,10:29.0,R. Rubio makes 2-pt layup at rim (assist by J. Ingles),,52,45
223,3,10:16.0,,K. Simmons misses 2-pt jump shot from 9 ft,52,45
224,3,10:14.0,Defensive rebound by D. Mitchell,,52,45
225,3,10:09.0,R. Rubio misses 2-pt jump shot from 10 ft,,52,45
226,3,10:08.0,,Defensive rebound by D. Brooks,52,45
227,3,10:08.0,,Personal foul by R. Rubio (drawn by D. Brooks),52,45
228,3,9:52.0,,D. Brooks misses 2-pt jump shot from 3 ft (block by D. Favors),52,45
229,3,9:48.0,Defensive rebound by R. Rubio,,52,45
230,3,9:42.0,R. Rubio misses 3-pt jump shot from 25 ft,,52,45
231,3,9:38.0,,Defensive rebound by M. Gasol,52,45
232,3,9:34.0,,Personal foul by R. Rubio (drawn by B. McLemore),52,45
233,3,9:24.0,,D. Brooks makes 2-pt jump shot from 9 ft (assist by M. Gasol),52,47
234,3,9:04.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,55,47
235,3,8:40.0,,B. McLemore misses 2-pt layup from 1 ft,55,47
236,3,8:38.0,Defensive rebound by R. Rubio,,55,47
237,3,8:34.0,D. Favors makes 2-pt dunk at rim (assist by D. Mitchell),,57,47
238,3,8:34.0,,Memphis full timeout,57,47
239,3,8:19.0,,M. Gasol makes 2-pt dunk at rim (assist by J. Green),57,49
240,3,8:19.0,,Shooting foul by R. Gobert (drawn by M. Gasol),57,49
241,3,8:19.0,,M. Gasol misses free throw 1 of 1,57,49
242,3,8:15.0,Defensive rebound by D. Favors,,57,49
243,3,7:56.0,Personal foul by K. Simmons (drawn by R. Rubio),,57,49
244,3,7:48.0,Personal foul by B. McLemore (drawn by D. Favors),,57,49
245,3,7:42.0,D. Mitchell misses 2-pt layup at rim,,57,49
246,3,7:40.0,Offensive rebound by R. Gobert,,57,49
247,3,7:39.0,D. Favors makes 2-pt dunk at rim (assist by R. Gobert),,59,49
248,3,7:17.0,,B. McLemore misses 2-pt jump shot from 15 ft,59,49
249,3,7:14.0,Defensive rebound by R. Gobert,,59,49
250,3,7:05.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by R. Rubio),,62,49
251,3,6:39.0,,K. Simmons misses 2-pt jump shot from 16 ft,62,49
252,3,6:36.0,Defensive rebound by R. Rubio,,62,49
253,3,6:23.0,J. Ingles misses 2-pt layup from 1 ft (block by M. Gasol),,62,49
254,3,6:23.0,Offensive rebound by Team,,62,49
255,3,6:23.0,,X. Rathan-Mayes enters the game for B. McLemore,62,49
256,3,6:23.0,,J. Martin enters the game for K. Simmons,62,49
257,3,6:23.0,J. Crowder enters the game for D. Favors,,62,49
258,3,6:16.0,D. Mitchell misses 2-pt jump shot from 8 ft,,62,49
259,3,6:11.0,,Defensive rebound by J. Green,62,49
260,3,6:07.0,,Turnover by X. Rathan-Mayes (bad pass; steal by J. Crowder),62,49
261,3,5:58.0,R. Rubio misses 3-pt jump shot from 23 ft,,62,49
262,3,5:50.0,Offensive rebound by R. Gobert,,62,49
263,3,5:50.0,R. Gobert makes 2-pt dunk at rim,,64,49
264,3,5:41.0,,D. Brooks misses 2-pt jump shot from 9 ft,64,49
265,3,5:39.0,Defensive rebound by J. Ingles,,64,49
266,3,5:39.0,Personal foul by X. Rathan-Mayes (drawn by J. Ingles),,64,49
267,3,5:39.0,,W. Selden enters the game for J. Green,64,49
268,3,5:25.0,Turnover by J. Ingles (bad pass),,64,49
269,3,5:06.0,,J. Martin makes 2-pt layup from 2 ft,64,51
270,3,4:39.0,Turnover by Team (shot clock),,64,51
271,3,4:39.0,R. O'Neale enters the game for J. Ingles,,64,51
272,3,4:20.0,,M. Gasol misses 2-pt jump shot from 8 ft,64,51
273,3,4:17.0,Defensive rebound by R. Rubio,,64,51
274,3,4:13.0,R. Rubio misses 2-pt jump shot from 11 ft,,64,51
275,3,4:09.0,,Defensive rebound by M. Gasol,64,51
276,3,4:06.0,,D. Brooks misses 3-pt jump shot from 25 ft,64,51
277,3,4:02.0,Defensive rebound by R. Gobert,,64,51
278,3,3:56.0,Turnover by D. Mitchell (lost ball; steal by M. Gasol),,64,51
279,3,3:53.0,,W. Selden makes 2-pt dunk at rim (assist by D. Brooks),64,53
280,3,3:38.0,Personal foul by X. Rathan-Mayes (drawn by R. Rubio),,64,53
281,3,3:38.0,,D. Davis enters the game for M. Gasol,64,53
282,3,3:38.0,J. Jerebko enters the game for R. Rubio,,64,53
283,3,3:31.0,D. Mitchell misses 3-pt jump shot from 26 ft,,64,53
284,3,3:27.0,,Defensive rebound by D. Brooks,64,53
285,3,3:20.0,,Turnover by D. Brooks (bad pass; steal by R. O'Neale),64,53
286,3,3:14.0,R. O'Neale makes 2-pt layup at rim,,66,53
287,3,2:55.0,,D. Davis makes 2-pt dunk from 1 ft (assist by W. Selden),66,55
288,3,2:34.0,Turnover by R. Gobert (turnover),,66,55
289,3,2:34.0,,B. McLemore enters the game for D. Brooks,66,55
290,3,2:34.0,D. Favors enters the game for R. Gobert,,66,55
291,3,2:28.0,,Shooting foul by D. Mitchell (drawn by X. Rathan-Mayes),66,55
292,3,2:28.0,,X. Rathan-Mayes misses free throw 1 of 2,66,55
293,3,2:28.0,,Offensive rebound by Team,66,55
294,3,2:28.0,R. Neto enters the game for D. Mitchell,,66,55
295,3,2:28.0,,X. Rathan-Mayes makes free throw 2 of 2,66,56
296,3,2:18.0,Turnover by R. O'Neale (step out of bounds),,66,56
297,3,2:01.0,,B. McLemore misses 3-pt jump shot from 26 ft,66,56
298,3,1:56.0,Defensive rebound by J. Jerebko,,66,56
299,3,1:52.0,Shooting foul by J. Martin (drawn by D. Favors),,66,56
300,3,1:52.0,D. Favors misses free throw 1 of 2,,66,56
301,3,1:52.0,Offensive rebound by Team,,66,56
302,3,1:52.0,D. Favors makes free throw 2 of 2,,67,56
303,3,1:39.0,,J. Martin makes 2-pt jump shot from 20 ft,67,58
304,3,1:13.0,R. O'Neale misses 2-pt jump shot from 12 ft,,67,58
305,3,1:08.0,,Defensive rebound by B. McLemore,67,58
306,3,1:03.0,,D. Davis misses 2-pt jump shot from 12 ft,67,58
307,3,1:00.0,Defensive rebound by R. O'Neale,,67,58
308,3,0:55.0,D. Favors makes 2-pt dunk at rim (assist by R. Neto),,69,58
309,3,0:43.0,,W. Selden misses 3-pt jump shot from 25 ft,69,58
310,3,0:39.0,,Offensive rebound by B. McLemore,69,58
311,3,0:36.0,,J. Martin misses 2-pt jump shot from 14 ft,69,58
312,3,0:34.0,Defensive rebound by R. O'Neale,,69,58
313,3,0:22.0,Shooting foul by X. Rathan-Mayes (drawn by J. Crowder),,69,58
314,3,0:22.0,J. Crowder makes free throw 1 of 2,,70,58
315,3,0:22.0,J. Crowder makes free throw 2 of 2,,71,58
316,3,0:03.0,,X. Rathan-Mayes misses 2-pt layup at rim (block by D. Favors),71,58
317,3,0:00.0,Defensive rebound by D. Favors,,71,58
318,3,0:00.0,Turnover by D. Favors (out of bounds lost ball),,71,58
319,3,0:00.0,R. Gobert enters the game for R. Neto,,71,58
320,3,0:00.0,,X. Rathan-Mayes misses 2-pt layup from 1 ft,71,58
321,3,0:00.0,,Offensive rebound by Team,71,58
322,4,11:53.0,Shooting foul by D. Davis (drawn by D. Favors),,71,58
323,4,11:53.0,D. Favors misses free throw 1 of 2,,71,58
324,4,11:53.0,Offensive rebound by Team,,71,58
325,4,11:53.0,D. Favors misses free throw 2 of 2,,71,58
326,4,11:48.0,,Defensive rebound by J. Martin,71,58
327,4,11:33.0,,B. McLemore makes 2-pt layup at rim,71,60
328,4,11:15.0,J. Crowder misses 3-pt jump shot from 25 ft,,71,60
329,4,11:12.0,,Defensive rebound by J. Martin,71,60
330,4,11:06.0,,Turnover by J. Martin (bad pass; steal by D. Favors),71,60
331,4,11:00.0,R. Neto misses 2-pt layup from 1 ft,,71,60
332,4,10:56.0,Offensive rebound by J. Jerebko,,71,60
333,4,10:56.0,J. Jerebko makes 2-pt layup at rim,,73,60
334,4,10:45.0,,D. Brooks misses 2-pt jump shot from 11 ft,73,60
335,4,10:43.0,,Offensive rebound by D. Brooks,73,60
336,4,10:40.0,,D. Brooks makes 2-pt jump shot from 10 ft,73,62
337,4,10:29.0,Offensive foul by D. Favors (drawn by D. Brooks),,73,62
338,4,10:29.0,Turnover by D. Favors (offensive foul),,73,62
339,4,10:29.0,R. O'Neale enters the game for J. Jerebko,,73,62
340,4,10:16.0,,J. Martin makes 2-pt jump shot from 14 ft,73,64
341,4,9:57.0,D. Favors makes 2-pt jump shot from 5 ft (assist by R. Neto),,75,64
342,4,9:45.0,,D. Brooks misses 3-pt jump shot from 27 ft,75,64
343,4,9:41.0,,Offensive rebound by D. Davis,75,64
344,4,9:41.0,,D. Davis misses 2-pt layup at rim,75,64
345,4,9:41.0,,Offensive rebound by D. Davis,75,64
346,4,9:35.0,,Turnover by J. Martin (bad pass; steal by J. Ingles),75,64
347,4,9:35.0,Personal foul by J. Martin (drawn by J. Ingles),,75,64
348,4,9:23.0,R. Neto misses 2-pt jump shot from 5 ft (block by X. Rathan-Mayes),,75,64
349,4,9:20.0,,Defensive rebound by D. Davis,75,64
350,4,9:18.0,,J. Martin misses 2-pt layup from 1 ft (block by R. O'Neale),75,64
351,4,9:13.0,Defensive rebound by J. Ingles,,75,64
352,4,9:08.0,R. O'Neale misses 3-pt jump shot from 25 ft,,75,64
353,4,9:06.0,,Defensive rebound by D. Davis,75,64
354,4,9:00.0,,D. Brooks makes 2-pt layup at rim,75,66
355,4,8:59.0,Utah full timeout,,75,66
356,4,8:59.0,R. Gobert enters the game for D. Favors,,75,66
357,4,8:59.0,D. Mitchell enters the game for R. Neto,,75,66
358,4,8:35.0,D. Mitchell misses 3-pt jump shot from 29 ft,,75,66
359,4,8:35.0,Offensive rebound by Team,,75,66
360,4,8:35.0,Turnover by Team (shot clock),,75,66
361,4,8:23.0,,J. Martin misses 2-pt layup at rim (block by R. Gobert),75,66
362,4,8:20.0,,Offensive rebound by D. Davis,75,66
363,4,8:18.0,,J. Martin misses 2-pt jump shot from 8 ft,75,66
