,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ATLANTA_ACTION,MILWAUKEE_SCORE,ATLANTA_SCORE
202,2,1:06.0,M. Dellavedova makes 2-pt layup from 1 ft (assist by T. Maker),,61,45
203,2,0:44.0,,M. Muscala makes 3-pt jump shot from 22 ft (assist by T. Prince),61,48
204,2,0:37.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,61,48
205,2,0:29.0,,Defensive rebound by J. Collins,61,48
206,2,0:16.0,,T. Prince misses 2-pt layup from 3 ft,61,48
207,2,0:14.0,Defensive rebound by G. Antetokounmpo,,61,48
208,2,0:01.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,61,48
209,2,0:01.0,,Defensive rebound by J. Collins,61,48
210,3,11:44.0,M. Brogdon makes 3-pt jump shot from 22 ft (assist by T. Snell),,64,48
211,3,11:24.0,,K. Bazemore misses 3-pt jump shot from 23 ft,64,48
212,3,11:19.0,Defensive rebound by K. Middleton,,64,48
213,3,11:12.0,K. Middleton makes 2-pt layup from 4 ft (assist by M. Brogdon),,66,48
214,3,10:46.0,,K. Bazemore misses 3-pt jump shot from 22 ft,66,48
215,3,10:42.0,Defensive rebound by K. Middleton,,66,48
216,3,10:32.0,Shooting foul by M. Muscala (drawn by G. Antetokounmpo),,66,48
217,3,10:32.0,G. Antetokounmpo makes free throw 1 of 2,,67,48
218,3,10:32.0,G. Antetokounmpo makes free throw 2 of 2,,68,48
219,3,10:14.0,,D. Dedmon makes 2-pt jump shot from 15 ft (assist by D. Schröder),68,50
220,3,9:48.0,M. Brogdon misses 3-pt jump shot from 23 ft,,68,50
221,3,9:44.0,,Defensive rebound by T. Prince,68,50
222,3,9:35.0,,T. Prince misses 3-pt jump shot from 24 ft,68,50
223,3,9:32.0,Defensive rebound by G. Antetokounmpo,,68,50
224,3,9:28.0,Turnover by T. Snell (lost ball; steal by K. Bazemore),,68,50
225,3,9:23.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by K. Bazemore),68,53
226,3,9:07.0,M. Brogdon makes 2-pt jump shot from 12 ft,,70,53
227,3,8:50.0,,T. Prince misses 2-pt jump shot from 10 ft,70,53
228,3,8:50.0,Defensive rebound by G. Antetokounmpo,,70,53
229,3,8:48.0,Personal take foul by D. Schröder (drawn by G. Antetokounmpo),,70,53
230,3,8:38.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,70,53
231,3,8:34.0,,Defensive rebound by D. Dedmon,70,53
232,3,8:27.0,,D. Dedmon makes 2-pt dunk from 3 ft (assist by K. Bazemore),70,55
233,3,8:06.0,G. Antetokounmpo makes 2-pt jump shot from 5 ft (assist by K. Middleton),,72,55
234,3,7:53.0,,Turnover by D. Dedmon (traveling),72,55
235,3,7:40.0,T. Snell misses 3-pt jump shot from 23 ft,,72,55
236,3,7:36.0,,Defensive rebound by T. Prince,72,55
237,3,7:30.0,,Personal foul by T. Maker (drawn by D. Dedmon),72,55
238,3,7:22.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by M. Muscala),72,57
239,3,7:04.0,K. Middleton misses 2-pt jump shot from 18 ft,,72,57
240,3,7:02.0,Offensive rebound by T. Maker,,72,57
241,3,7:02.0,Personal foul by M. Muscala (drawn by T. Maker),,72,57
242,3,7:02.0,,M. Belinelli enters the game for K. Bazemore,72,57
243,3,6:50.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,75,57
244,3,6:39.0,,D. Schröder misses 2-pt jump shot from 17 ft,75,57
245,3,6:39.0,,Offensive rebound by Team,75,57
246,3,6:39.0,,Personal foul by T. Maker (drawn by D. Dedmon),75,57
247,3,6:39.0,,Atlanta full timeout,75,57
248,3,6:33.0,,D. Schröder misses 3-pt jump shot from 24 ft,75,57
249,3,6:30.0,Defensive rebound by G. Antetokounmpo,,75,57
250,3,6:19.0,K. Middleton makes 2-pt jump shot from 21 ft,,77,57
251,3,6:08.0,,Personal foul by T. Snell (drawn by M. Belinelli),77,57
252,3,6:08.0,,J. Collins enters the game for D. Dedmon,77,57
253,3,6:00.0,,J. Collins misses 2-pt jump shot from 13 ft,77,57
254,3,5:57.0,Defensive rebound by T. Maker,,77,57
255,3,5:34.0,M. Brogdon misses 2-pt jump shot from 16 ft,,77,57
256,3,5:34.0,,Defensive rebound by Team,77,57
257,3,5:34.0,,Personal foul by G. Antetokounmpo (drawn by M. Muscala),77,57
258,3,5:12.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by T. Prince),77,60
259,3,4:55.0,Turnover by M. Brogdon (bad pass; steal by M. Belinelli),,77,60
260,3,4:48.0,,Turnover by T. Prince (bad pass; steal by T. Maker),77,60
261,3,4:48.0,Personal foul by T. Prince (drawn by K. Middleton),,77,60
262,3,4:27.0,Shooting foul by T. Prince (drawn by K. Middleton),,77,60
263,3,4:27.0,K. Middleton misses free throw 1 of 3,,77,60
264,3,4:27.0,Offensive rebound by Team,,77,60
265,3,4:27.0,K. Middleton makes free throw 2 of 3,,79,60
266,3,4:27.0,K. Middleton makes free throw 3 of 3,,79,60
267,3,4:27.0,M. Dellavedova enters the game for T. Maker,,79,60
268,3,4:27.0,J. Henson enters the game for M. Brogdon,,79,60
269,3,4:09.0,,M. Muscala misses 2-pt hook shot from 4 ft,79,60
270,3,4:06.0,Defensive rebound by J. Henson,,79,60
271,3,3:54.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by T. Snell),,81,60
272,3,3:54.0,,Atlanta full timeout,81,60
273,3,3:54.0,,I. Taylor enters the game for D. Schröder,81,60
274,3,3:54.0,,K. Bazemore enters the game for M. Muscala,81,60
275,3,3:41.0,,Turnover by M. Belinelli (traveling),81,60
276,3,3:21.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton),,83,60
277,3,3:07.0,,Personal foul by J. Henson (drawn by I. Taylor),83,60
278,3,3:07.0,,I. Taylor makes free throw 1 of 2,83,61
279,3,3:07.0,R. Vaughn enters the game for T. Snell,,83,61
280,3,3:07.0,,I. Taylor makes free throw 2 of 2,83,62
281,3,2:54.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,85,62
282,3,2:44.0,,T. Prince misses 3-pt jump shot from 26 ft,85,62
283,3,2:44.0,,Offensive rebound by M. Belinelli,85,62
284,3,2:38.0,,Shooting foul by K. Middleton (drawn by K. Bazemore),85,62
285,3,2:38.0,,K. Bazemore makes free throw 1 of 2,85,63
286,3,2:38.0,,K. Bazemore makes free throw 2 of 2,85,64
287,3,2:25.0,,Personal foul by J. Henson (drawn by M. Belinelli),85,64
288,3,2:25.0,Turnover by J. Henson (turnover),,85,64
289,3,2:05.0,,I. Taylor makes 2-pt layup from 2 ft,85,66
290,3,1:53.0,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),,87,66
291,3,1:35.0,,I. Taylor misses 2-pt jump shot from 3 ft,87,66
292,3,1:28.0,,Offensive rebound by J. Collins,87,66
293,3,1:28.0,,J. Collins makes 2-pt layup at rim,87,68
294,3,1:18.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by R. Vaughn),,90,68
295,3,1:18.0,Loose ball foul by G. Antetokounmpo (drawn by K. Bazemore),,90,68
296,3,1:18.0,,K. Bazemore makes free throw 1 of 2,90,69
297,3,1:18.0,,K. Bazemore makes free throw 2 of 2,90,70
298,3,1:08.0,J. Henson misses 2-pt layup from 1 ft,,90,70
299,3,1:08.0,,Defensive rebound by Team,90,70
300,3,0:55.0,,Shooting foul by R. Vaughn (drawn by J. Collins),90,70
301,3,0:55.0,,J. Collins misses free throw 1 of 2,90,70
302,3,0:55.0,,Offensive rebound by Team,90,70
303,3,0:55.0,T. Snell enters the game for G. Antetokounmpo,,90,70
304,3,0:55.0,,J. Collins misses free throw 2 of 2,90,70
305,3,0:52.0,Defensive rebound by K. Middleton,,90,70
306,3,0:42.0,Turnover by M. Dellavedova (bad pass; steal by M. Belinelli),,90,70
307,3,0:37.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by M. Belinelli),90,73
308,3,0:31.0,K. Middleton makes 2-pt jump shot from 10 ft,,92,73
309,3,0:17.0,,T. Prince misses 3-pt jump shot from 24 ft,92,73
310,3,0:13.0,Defensive rebound by R. Vaughn,,92,73
311,4,11:40.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by K. Bazemore),92,76
312,4,11:20.0,J. Henson misses 2-pt layup from 2 ft,,92,76
313,4,11:13.0,,Defensive rebound by L. Babbitt,92,76
314,4,11:07.0,,K. Bazemore misses 2-pt layup from 2 ft,92,76
315,4,11:02.0,Defensive rebound by J. Henson,,92,76
316,4,10:51.0,M. Dellavedova makes 2-pt jump shot from 11 ft,,94,76
317,4,10:31.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by K. Bazemore),94,79
318,4,10:06.0,Personal foul by K. Bazemore (drawn by J. Henson),,94,79
319,4,10:06.0,,D. Schröder enters the game for I. Taylor,94,79
320,4,9:54.0,J. Henson makes 2-pt jump shot from 18 ft (assist by R. Vaughn),,96,79
321,4,9:41.0,,Shooting foul by R. Vaughn (drawn by K. Bazemore),96,79
322,4,9:41.0,,K. Bazemore makes free throw 1 of 2,96,80
323,4,9:41.0,,K. Bazemore makes free throw 2 of 2,96,81
324,4,9:26.0,M. Dellavedova misses 2-pt jump shot from 9 ft,,96,81
325,4,9:24.0,,Defensive rebound by J. Collins,96,81
326,4,9:04.0,,Personal foul by M. Dellavedova (drawn by J. Collins),96,81
327,4,9:04.0,M. Brogdon enters the game for M. Dellavedova,,96,81
328,4,8:58.0,,Turnover by D. Schröder (lost ball; steal by J. Henson),96,81
329,4,8:57.0,Personal take foul by K. Bazemore (drawn by G. Antetokounmpo),,96,81
330,4,8:50.0,M. Brogdon misses 2-pt jump shot from 21 ft,,96,81
331,4,8:46.0,,Defensive rebound by L. Babbitt,96,81
332,4,8:28.0,,K. Bazemore misses 3-pt jump shot from 25 ft,96,81
333,4,8:23.0,Defensive rebound by G. Antetokounmpo,,96,81
334,4,8:17.0,Turnover by J. Henson (traveling),,96,81
335,4,8:04.0,,D. Schröder makes 2-pt layup from 2 ft,96,83
336,4,7:47.0,Turnover by M. Teletović (bad pass; steal by D. Schröder),,96,83
337,4,7:42.0,,D. Schröder makes 2-pt layup from 2 ft,96,85
338,4,7:42.0,Milwaukee full timeout,,96,85
339,4,7:42.0,,T. Prince enters the game for K. Bazemore,96,85
340,4,7:42.0,K. Middleton enters the game for R. Vaughn,,96,85
341,4,7:42.0,T. Snell enters the game for M. Teletović,,96,85
342,4,7:30.0,M. Brogdon misses 2-pt jump shot from 14 ft,,96,85
343,4,7:27.0,,Defensive rebound by M. Belinelli,96,85
344,4,7:19.0,,D. Schröder misses 2-pt layup from 2 ft,96,85
345,4,7:15.0,Defensive rebound by T. Snell,,96,85
346,4,7:07.0,J. Henson makes 2-pt hook shot from 5 ft (assist by K. Middleton),,98,85
347,4,6:52.0,,T. Prince misses 3-pt jump shot from 23 ft,98,85
348,4,6:50.0,Defensive rebound by G. Antetokounmpo,,98,85
349,4,6:42.0,,M. Muscala enters the game for J. Collins,98,85
350,4,6:32.0,M. Brogdon misses 3-pt jump shot from 26 ft,,98,85
351,4,6:26.0,,Defensive rebound by M. Belinelli,98,85
352,4,6:23.0,,Turnover by M. Muscala (bad pass),98,85
353,4,6:09.0,Shooting foul by L. Babbitt (drawn by K. Middleton),,98,85
354,4,6:09.0,K. Middleton makes free throw 1 of 2,,99,85
355,4,6:09.0,K. Middleton makes free throw 2 of 2,,100,85
356,4,6:02.0,,M. Muscala makes 3-pt jump shot from 23 ft (assist by L. Babbitt),100,88
357,4,5:44.0,G. Antetokounmpo makes 2-pt jump shot from 22 ft,,102,88
358,4,5:26.0,,T. Prince makes 2-pt layup from 1 ft (assist by D. Schröder),102,90
359,4,5:26.0,,Shooting foul by J. Henson (drawn by T. Prince),102,90
360,4,5:26.0,,I. Taylor enters the game for M. Belinelli,102,90
361,4,5:26.0,,T. Prince misses free throw 1 of 1,102,90
362,4,5:22.0,Defensive rebound by J. Henson,,102,90
363,4,5:07.0,G. Antetokounmpo misses 2-pt jump shot from 22 ft,,102,90
364,4,5:03.0,,Defensive rebound by L. Babbitt,102,90
365,4,4:57.0,,D. Schröder misses 2-pt jump shot from 3 ft,102,90
366,4,4:54.0,Defensive rebound by G. Antetokounmpo,,102,90
367,4,4:51.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,104,90
368,4,4:38.0,,T. Prince misses 2-pt jump shot from 19 ft,104,90
369,4,4:35.0,Defensive rebound by J. Henson,,104,90
