,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DENVER_ACTION,GOLDEN STATE_SCORE,DENVER_SCORE
0,1,11:46.0,,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),0,2
1,1,11:30.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),,3,2
2,1,11:14.0,,Personal foul by Z. Pachulia (drawn by J. Murray),3,2
3,1,11:01.0,,J. Murray misses 2-pt jump shot from 8 ft,3,2
4,1,10:57.0,,Offensive rebound by N. Jokić,3,2
5,1,10:52.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by G. Harris),3,5
6,1,10:32.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Thompson),,5,5
7,1,10:31.0,,Denver full timeout,5,5
8,1,10:31.0,,E. Mudiay enters the game for J. Murray,5,5
9,1,10:24.0,,G. Harris misses 3-pt jump shot from 25 ft,5,5
10,1,10:21.0,Defensive rebound by Team,,5,5
11,1,10:08.0,K. Thompson misses 2-pt jump shot from 21 ft,,5,5
12,1,10:08.0,,Defensive rebound by E. Mudiay,5,5
13,1,9:54.0,,W. Barton makes 2-pt jump shot from 19 ft (assist by N. Jokić),5,7
14,1,9:41.0,K. Thompson makes 2-pt jump shot from 17 ft (assist by Z. Pachulia),,7,7
15,1,9:28.0,,W. Barton makes 2-pt jump shot from 5 ft,7,9
16,1,9:11.0,D. Green misses 3-pt jump shot from 24 ft,,7,9
17,1,9:08.0,,Defensive rebound by N. Jokić,7,9
18,1,9:00.0,,G. Harris makes 3-pt jump shot from 26 ft (assist by N. Jokić),7,12
19,1,8:45.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,10,12
20,1,8:32.0,,N. Jokić misses 2-pt hook shot from 4 ft,10,12
21,1,8:30.0,Defensive rebound by Z. Pachulia,,10,12
22,1,8:28.0,Turnover by Z. Pachulia (bad pass; steal by W. Barton),,10,12
23,1,8:24.0,,N. Jokić makes 2-pt jump shot from 4 ft (assist by W. Barton),10,14
24,1,8:21.0,Turnover by K. Durant (lost ball; steal by E. Mudiay),,10,14
25,1,8:15.0,,W. Chandler misses 3-pt jump shot from 24 ft,10,14
26,1,8:08.0,,Offensive rebound by G. Harris,10,14
27,1,8:08.0,,G. Harris makes 2-pt dunk at rim,10,16
28,1,7:58.0,D. Green misses 2-pt jump shot from 7 ft,,10,16
29,1,7:55.0,Offensive rebound by Z. Pachulia,,10,16
30,1,7:53.0,Z. Pachulia makes 2-pt layup from 2 ft,,12,16
31,1,7:39.0,,W. Chandler misses 2-pt layup from 2 ft,12,16
32,1,7:37.0,Defensive rebound by K. Thompson,,12,16
33,1,7:29.0,S. Curry makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,15,16
34,1,7:06.0,,W. Chandler misses 2-pt jump shot from 20 ft,15,16
35,1,7:05.0,Defensive rebound by Team,,15,16
36,1,6:56.0,S. Curry makes 2-pt layup from 3 ft,,17,16
37,1,6:55.0,,Denver full timeout,17,16
38,1,6:55.0,,T. Craig enters the game for W. Chandler,17,16
39,1,6:32.0,,E. Mudiay misses 3-pt jump shot from 23 ft,17,16
40,1,6:29.0,Defensive rebound by Z. Pachulia,,17,16
41,1,6:23.0,Turnover by S. Curry (lost ball; steal by N. Jokić),,17,16
42,1,6:12.0,,Turnover by G. Harris (lost ball; steal by S. Curry),17,16
43,1,6:09.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,20,16
44,1,5:53.0,,T. Craig makes 2-pt jump shot from 9 ft (assist by W. Barton),20,18
45,1,5:37.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by D. Green),,22,18
46,1,5:27.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by N. Jokić),22,21
47,1,5:02.0,Offensive foul by D. Green (drawn by G. Harris),,22,21
48,1,5:02.0,Turnover by D. Green (offensive foul),,22,21
49,1,5:02.0,A. Iguodala enters the game for D. Green,,22,21
50,1,4:40.0,,W. Barton misses 3-pt jump shot from 24 ft,22,21
51,1,4:34.0,,Offensive rebound by N. Jokić,22,21
52,1,4:34.0,,T. Craig misses 2-pt layup from 1 ft (block by K. Durant),22,21
53,1,4:30.0,Defensive rebound by Z. Pachulia,,22,21
54,1,4:30.0,K. Thompson makes 2-pt dunk from 1 ft (assist by K. Durant),,24,21
55,1,4:11.0,,N. Jokić misses 2-pt hook shot from 1 ft,24,21
56,1,4:09.0,Defensive rebound by S. Curry,,24,21
57,1,4:02.0,K. Thompson misses 3-pt jump shot from 24 ft,,24,21
58,1,4:00.0,,Defensive rebound by N. Jokić,24,21
59,1,3:52.0,,E. Mudiay misses 2-pt layup from 1 ft,24,21
60,1,3:49.0,Defensive rebound by Z. Pachulia,,24,21
61,1,3:41.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Durant),,26,21
62,1,3:23.0,,T. Craig makes 3-pt jump shot from 22 ft (assist by G. Harris),26,24
63,1,3:20.0,Golden State full timeout,,26,24
64,1,3:20.0,,J. Murray enters the game for W. Barton,26,24
65,1,3:20.0,J. McGee enters the game for K. Thompson,,26,24
66,1,3:20.0,D. Green enters the game for Z. Pachulia,,26,24
67,1,3:20.0,N. Young enters the game for K. Durant,,26,24
68,1,3:08.0,S. Curry misses 3-pt jump shot from 24 ft,,26,24
69,1,3:04.0,,Defensive rebound by N. Jokić,26,24
70,1,2:59.0,,E. Mudiay misses 2-pt layup from 2 ft,26,24
71,1,2:57.0,Defensive rebound by J. McGee,,26,24
72,1,2:51.0,N. Young misses 3-pt jump shot from 24 ft,,26,24
73,1,2:48.0,,Defensive rebound by G. Harris,26,24
74,1,2:45.0,,Personal foul by J. McGee (drawn by N. Jokić),26,24
75,1,2:45.0,,T. Lyles enters the game for E. Mudiay,26,24
76,1,2:37.0,,G. Harris misses 2-pt jump shot from 17 ft,26,24
77,1,2:34.0,Defensive rebound by D. Green,,26,24
78,1,2:25.0,D. Green misses 3-pt jump shot from 24 ft,,26,24
79,1,2:24.0,,Defensive rebound by Team,26,24
80,1,2:24.0,Loose ball foul by J. McGee (drawn by N. Jokić),,26,24
81,1,2:24.0,,D. Arthur enters the game for N. Jokić,26,24
82,1,2:15.0,,J. Murray misses 2-pt layup from 2 ft (block by J. McGee),26,24
83,1,2:12.0,Defensive rebound by N. Young,,26,24
84,1,2:06.0,S. Curry misses 3-pt jump shot from 27 ft,,26,24
85,1,2:02.0,,Defensive rebound by T. Craig,26,24
86,1,2:02.0,,Personal foul by S. Curry (drawn by T. Lyles),26,24
87,1,2:02.0,,W. Barton enters the game for G. Harris,26,24
88,1,1:54.0,,Personal foul by J. McGee (drawn by W. Barton),26,24
89,1,1:54.0,,W. Barton makes free throw 1 of 2,26,25
90,1,1:54.0,,W. Barton makes free throw 2 of 2,26,26
91,1,1:40.0,D. Green makes 2-pt jump shot from 6 ft,,28,26
92,1,1:29.0,,Turnover by D. Arthur (traveling),28,26
93,1,1:20.0,S. Curry misses 3-pt jump shot from 25 ft,,28,26
94,1,1:17.0,Offensive rebound by J. McGee,,28,26
95,1,1:16.0,Turnover by N. Young (traveling),,28,26
96,1,1:16.0,,J. Murray makes technical free throw,28,27
97,1,0:58.0,,W. Barton makes 2-pt dunk from 1 ft (assist by T. Lyles),28,29
98,1,0:43.0,S. Curry makes 2-pt layup from 1 ft,,30,29
99,1,0:29.0,,D. Arthur misses 2-pt layup from 3 ft (block by J. McGee),30,29
100,1,0:26.0,,Offensive rebound by D. Arthur,30,29
101,1,0:23.0,,Offensive foul by D. Arthur (drawn by A. Iguodala),30,29
102,1,0:23.0,,Turnover by D. Arthur (offensive foul),30,29
103,1,0:23.0,K. Thompson enters the game for J. McGee,,30,29
104,1,0:23.0,K. Durant enters the game for A. Iguodala,,30,29
105,1,0:23.0,,M. Beasley enters the game for T. Lyles,30,29
106,1,0:08.0,Shooting foul by W. Barton (drawn by K. Durant),,30,29
107,1,0:08.0,K. Durant makes free throw 1 of 2,,31,29
108,1,0:08.0,,G. Harris enters the game for T. Craig,31,29
109,1,0:08.0,,T. Lyles enters the game for M. Beasley,31,29
110,1,0:08.0,P. McCaw enters the game for N. Young,,31,29
111,1,0:08.0,A. Iguodala enters the game for D. Green,,31,29
112,1,0:08.0,K. Looney enters the game for S. Curry,,31,29
113,1,0:08.0,K. Durant makes free throw 2 of 2,,32,29
114,2,11:45.0,K. Durant misses 2-pt jump shot from 15 ft,,32,29
115,2,11:42.0,,Defensive rebound by T. Lyles,32,29
116,2,11:33.0,,Turnover by D. Arthur (lost ball; steal by S. Livingston),32,29
117,2,11:28.0,K. Looney misses 2-pt layup from 3 ft,,32,29
118,2,11:27.0,Offensive rebound by K. Looney,,32,29
119,2,11:27.0,Shooting foul by T. Lyles (drawn by K. Looney),,32,29
120,2,11:27.0,K. Looney misses free throw 1 of 2,,32,29
