,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DALLAS_ACTION,LA LAKERS_SCORE,DALLAS_SCORE
26,1,7:49.0,,H. Barnes makes 2-pt dunk from 1 ft (assist by J. Barea),8,12
27,1,7:35.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by J. Randle),,11,12
28,1,7:12.0,,D. Nowitzki misses 2-pt layup from 2 ft,11,12
29,1,7:10.0,Defensive rebound by J. Randle,,11,12
30,1,7:05.0,J. Randle makes 2-pt layup from 1 ft,,13,12
31,1,6:48.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),13,14
32,1,6:38.0,Turnover by J. Randle (traveling),,13,14
33,1,6:38.0,,Y. Ferrell enters the game for J. Barea,13,14
34,1,6:38.0,,S. Mejri enters the game for D. Nowitzki,13,14
35,1,6:27.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Smith),13,17
36,1,6:14.0,J. Randle makes 2-pt jump shot from 23 ft (assist by B. Ingram),,15,17
37,1,5:58.0,,H. Barnes makes 2-pt jump shot from 17 ft,15,19
38,1,5:46.0,B. Ingram makes 3-pt jump shot from 24 ft (assist by J. Randle),,18,19
39,1,5:29.0,,H. Barnes makes 2-pt jump shot from 13 ft,18,21
40,1,5:09.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by J. Randle),,21,21
41,1,5:09.0,,Dallas full timeout,21,21
42,1,5:09.0,I. Thomas enters the game for J. Hart,,21,21
43,1,5:00.0,,Y. Ferrell misses 2-pt jump shot from 20 ft,21,21
44,1,4:57.0,Defensive rebound by B. Ingram,,21,21
45,1,4:43.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by J. Randle),,24,21
46,1,4:27.0,,Turnover by W. Matthews (lost ball; steal by K. Caldwell-Pope),24,21
47,1,4:20.0,Personal foul by S. Mejri (drawn by J. Randle),,24,21
48,1,4:12.0,Personal foul by S. Mejri (drawn by B. Lopez),,24,21
49,1,4:12.0,,D. Powell enters the game for S. Mejri,24,21
50,1,4:00.0,J. Randle makes 2-pt hook shot from 4 ft (assist by B. Lopez),,26,21
51,1,4:00.0,Shooting foul by H. Barnes (drawn by J. Randle),,26,21
52,1,4:00.0,J. Randle makes free throw 1 of 1,,27,21
53,1,3:47.0,,Def 3 sec tech foul by B. Lopez,27,21
54,1,3:47.0,,H. Barnes makes technical free throw,27,22
55,1,3:47.0,K. Kuzma enters the game for B. Lopez,,27,22
56,1,3:40.0,,D. Smith makes 2-pt layup from 1 ft (assist by H. Barnes),27,24
57,1,3:27.0,B. Ingram misses 2-pt jump shot from 3 ft,,27,24
58,1,3:22.0,,Defensive rebound by D. Powell,27,24
59,1,3:21.0,,Shooting foul by K. Caldwell-Pope (drawn by H. Barnes),27,24
60,1,3:21.0,,H. Barnes makes free throw 1 of 2,27,25
61,1,3:21.0,,H. Barnes makes free throw 2 of 2,27,26
62,1,3:09.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,27,26
63,1,3:06.0,,Defensive rebound by Y. Ferrell,27,26
64,1,3:02.0,,Y. Ferrell misses 2-pt layup from 1 ft,27,26
65,1,3:00.0,Defensive rebound by K. Kuzma,,27,26
66,1,2:56.0,I. Thomas misses 3-pt jump shot from 25 ft,,27,26
67,1,2:52.0,,Defensive rebound by D. Powell,27,26
68,1,2:40.0,,H. Barnes misses 2-pt jump shot from 22 ft,27,26
69,1,2:36.0,Defensive rebound by K. Kuzma,,27,26
70,1,2:32.0,B. Ingram makes 3-pt jump shot from 24 ft (assist by K. Kuzma),,30,26
71,1,2:17.0,,D. Smith misses 2-pt jump shot from 23 ft,30,26
72,1,2:14.0,Defensive rebound by K. Kuzma,,30,26
73,1,2:10.0,,Loose ball foul by Y. Ferrell (drawn by I. Thomas),30,26
74,1,2:10.0,I. Thomas makes free throw 1 of 2,,31,26
75,1,2:10.0,,D. McDermott enters the game for D. Smith,31,26
76,1,2:10.0,,D. Nowitzki enters the game for W. Matthews,31,26
77,1,2:10.0,,J. Barea enters the game for H. Barnes,31,26
78,1,2:10.0,C. Brewer enters the game for K. Caldwell-Pope,,31,26
79,1,2:10.0,I. Thomas makes free throw 2 of 2,,32,26
80,1,1:58.0,,D. Nowitzki makes 2-pt layup from 1 ft (assist by J. Barea),32,28
81,1,1:38.0,Offensive foul by J. Randle (drawn by D. Powell),,32,28
82,1,1:38.0,Turnover by J. Randle (offensive foul),,32,28
83,1,1:28.0,,Y. Ferrell makes 2-pt layup at rim,32,30
84,1,1:11.0,Turnover by I. Thomas (bad pass; steal by D. Powell),,32,30
85,1,1:07.0,,D. McDermott makes 2-pt dunk at rim (assist by Y. Ferrell),32,32
86,1,0:52.0,B. Ingram makes 2-pt layup at rim,,34,32
87,1,0:34.0,,J. Barea makes 2-pt jump shot from 18 ft,34,34
88,1,0:17.0,J. Randle makes 2-pt layup from 3 ft (assist by I. Thomas),,36,34
89,1,0:00.0,,D. Powell misses 3-pt jump shot from 23 ft,36,34
90,1,0:00.0,Defensive rebound by K. Kuzma,,36,34
91,2,11:49.0,,D. McDermott makes 2-pt jump shot from 16 ft (assist by J. Barea),36,36
92,2,11:34.0,K. Kuzma makes 2-pt jump shot from 5 ft (assist by J. Hart),,38,36
93,2,11:17.0,,D. Powell misses 2-pt layup from 2 ft,38,36
94,2,11:16.0,,Offensive rebound by D. McDermott,38,36
95,2,11:15.0,,D. McDermott misses 2-pt layup from 2 ft,38,36
96,2,11:14.0,,Offensive rebound by D. Powell,38,36
97,2,11:13.0,,D. Powell misses 2-pt layup from 1 ft,38,36
98,2,11:12.0,,Offensive rebound by D. Powell,38,36
99,2,11:11.0,,Turnover by D. Powell (bad pass),38,36
100,2,11:01.0,Turnover by J. Hart (bad pass; steal by D. Powell),,38,36
101,2,10:49.0,,Personal foul by B. Lopez (drawn by J. Barea),38,36
102,2,10:43.0,,D. McDermott misses 2-pt jump shot from 13 ft,38,36
103,2,10:40.0,Defensive rebound by J. Hart,,38,36
104,2,10:32.0,I. Thomas makes 2-pt jump shot from 18 ft (assist by B. Lopez),,40,36
105,2,10:13.0,,J. Barea misses 2-pt jump shot from 14 ft,40,36
106,2,10:10.0,Defensive rebound by B. Lopez,,40,36
107,2,10:06.0,K. Kuzma makes 2-pt jump shot from 14 ft (assist by I. Thomas),,42,36
108,2,9:48.0,,D. Powell misses 2-pt jump shot from 2 ft,42,36
109,2,9:45.0,Defensive rebound by K. Kuzma,,42,36
110,2,9:40.0,I. Thomas makes 3-pt jump shot from 24 ft,,45,36
111,2,9:39.0,,Dallas full timeout,45,36
112,2,9:14.0,,Y. Ferrell misses 2-pt jump shot from 7 ft,45,36
113,2,9:08.0,,Offensive rebound by D. Powell,45,36
114,2,9:08.0,,D. Powell makes 2-pt dunk at rim,45,38
115,2,8:56.0,I. Thomas misses 3-pt jump shot from 24 ft,,45,38
116,2,8:56.0,Offensive rebound by B. Lopez,,45,38
117,2,8:51.0,C. Brewer makes 2-pt dunk at rim (assist by I. Thomas),,47,38
118,2,8:40.0,,D. Powell makes 2-pt dunk at rim (assist by J. Barea),47,40
119,2,8:23.0,B. Lopez misses 3-pt jump shot from 25 ft,,47,40
120,2,8:21.0,Offensive rebound by C. Brewer,,47,40
121,2,8:20.0,C. Brewer misses 2-pt layup at rim,,47,40
122,2,8:19.0,Offensive rebound by K. Kuzma,,47,40
123,2,8:18.0,K. Kuzma misses 2-pt layup from 1 ft,,47,40
124,2,8:16.0,Offensive rebound by C. Brewer,,47,40
125,2,8:15.0,K. Kuzma misses 2-pt jump shot from 17 ft,,47,40
126,2,8:15.0,Offensive rebound by Team,,47,40
127,2,8:15.0,,Loose ball foul by J. Barea (drawn by C. Brewer),47,40
128,2,8:15.0,,K. Collinsworth enters the game for Y. Ferrell,47,40
129,2,8:04.0,K. Kuzma misses 2-pt hook shot from 11 ft,,47,40
130,2,8:01.0,,Defensive rebound by D. McDermott,47,40
131,2,7:54.0,,Turnover by J. Barea (bad pass; steal by I. Thomas),47,40
132,2,7:46.0,Turnover by I. Thomas (bad pass; steal by D. McDermott),,47,40
133,2,7:40.0,,D. Nowitzki makes 2-pt dunk from 1 ft (assist by K. Collinsworth),47,42
134,2,7:28.0,Personal foul by D. Powell (drawn by B. Lopez),,47,42
135,2,7:19.0,B. Lopez makes 2-pt jump shot from 4 ft,,49,42
136,2,7:19.0,Shooting foul by K. Collinsworth (drawn by B. Lopez),,49,42
137,2,7:19.0,B. Lopez makes free throw 1 of 1,,50,42
138,2,7:07.0,,D. McDermott misses 3-pt jump shot from 25 ft,50,42
139,2,7:05.0,,Offensive rebound by K. Collinsworth,50,42
140,2,6:59.0,,Turnover by K. Collinsworth (bad pass; steal by K. Kuzma),50,42
141,2,6:49.0,I. Thomas makes 3-pt jump shot from 24 ft,,53,42
142,2,6:49.0,,Dallas full timeout,53,42
143,2,6:49.0,,W. Matthews enters the game for J. Barea,53,42
144,2,6:49.0,,D. Smith enters the game for D. Powell,53,42
145,2,6:49.0,,H. Barnes enters the game for D. McDermott,53,42
146,2,6:49.0,,M. Kleber enters the game for D. Nowitzki,53,42
147,2,6:49.0,K. Caldwell-Pope enters the game for C. Brewer,,53,42
148,2,6:36.0,,Personal foul by K. Caldwell-Pope (drawn by W. Matthews),53,42
149,2,6:31.0,,M. Kleber makes 2-pt dunk at rim (assist by D. Smith),53,44
150,2,6:10.0,Personal foul by W. Matthews (drawn by B. Lopez),,53,44
151,2,6:04.0,Offensive foul by B. Lopez (drawn by K. Collinsworth),,53,44
152,2,6:04.0,Turnover by B. Lopez (offensive foul),,53,44
153,2,6:04.0,J. Randle enters the game for I. Thomas,,53,44
154,2,6:04.0,B. Ingram enters the game for B. Lopez,,53,44
155,2,5:45.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by D. Smith),53,46
156,2,5:30.0,J. Hart misses 3-pt jump shot from 25 ft,,53,46
157,2,5:26.0,Offensive rebound by K. Caldwell-Pope,,53,46
158,2,5:24.0,J. Randle misses 2-pt layup from 2 ft (block by M. Kleber),,53,46
159,2,5:21.0,,Defensive rebound by D. Smith,53,46
160,2,5:19.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Smith),53,49
161,2,5:15.0,LA Lakers full timeout,,53,49
162,2,5:05.0,B. Ingram makes 2-pt layup at rim (assist by K. Kuzma),,55,49
163,2,4:43.0,,W. Matthews makes 3-pt jump shot from 25 ft,55,52
164,2,4:28.0,K. Kuzma misses 3-pt jump shot from 22 ft,,55,52
165,2,4:24.0,,Defensive rebound by H. Barnes,55,52
166,2,4:19.0,,Personal foul by B. Ingram (drawn by M. Kleber),55,52
167,2,4:08.0,,Shooting foul by J. Hart (drawn by H. Barnes),55,52
168,2,4:08.0,,H. Barnes makes free throw 1 of 2,55,53
169,2,4:08.0,,H. Barnes makes free throw 2 of 2,55,54
170,2,3:54.0,J. Randle makes 2-pt jump shot from 3 ft,,57,54
171,2,3:40.0,,Personal foul by J. Hart (drawn by M. Kleber),57,54
172,2,3:40.0,,M. Kleber makes free throw 1 of 2,57,55
173,2,3:40.0,,M. Kleber misses free throw 2 of 2,57,55
174,2,3:37.0,Defensive rebound by K. Kuzma,,57,55
175,2,3:25.0,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by J. Randle),,59,55
176,2,3:08.0,,K. Collinsworth makes 2-pt jump shot from 4 ft,59,57
177,2,3:01.0,Personal foul by M. Kleber (drawn by J. Randle),,59,57
178,2,3:01.0,J. Randle makes free throw 1 of 2,,60,57
179,2,3:01.0,I. Thomas enters the game for J. Hart,,60,57
180,2,3:01.0,J. Randle makes free throw 2 of 2,,61,57
181,2,2:43.0,,H. Barnes misses 2-pt jump shot from 22 ft,61,57
182,2,2:41.0,Defensive rebound by J. Randle,,61,57
183,2,2:37.0,,Violation by H. Barnes (kicked ball),61,57
184,2,2:21.0,K. Kuzma misses 3-pt jump shot from 23 ft,,61,57
185,2,2:18.0,Offensive rebound by K. Caldwell-Pope,,61,57
186,2,2:16.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),,64,57
187,2,1:59.0,,W. Matthews misses 3-pt jump shot from 25 ft,64,57
188,2,1:56.0,,Offensive rebound by M. Kleber,64,57
189,2,1:55.0,,M. Kleber misses 2-pt layup at rim,64,57
190,2,1:53.0,Defensive rebound by K. Kuzma,,64,57
191,2,1:44.0,B. Ingram misses 2-pt jump shot from 7 ft,,64,57
192,2,1:44.0,,Defensive rebound by M. Kleber,64,57
193,2,1:29.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by W. Matthews),64,59
194,2,1:11.0,J. Randle makes 2-pt layup from 1 ft (assist by I. Thomas),,66,59
195,2,0:58.0,,Personal foul by K. Caldwell-Pope (drawn by W. Matthews),66,59
196,2,0:58.0,,W. Matthews makes free throw 1 of 2,66,60
197,2,0:58.0,J. Hart enters the game for K. Caldwell-Pope,,66,60
198,2,0:58.0,,W. Matthews makes free throw 2 of 2,66,61
199,2,0:49.0,I. Thomas misses 3-pt jump shot from 27 ft,,66,61
200,2,0:46.0,,Defensive rebound by H. Barnes,66,61
201,2,0:32.0,,D. Smith makes 3-pt jump shot from 25 ft,66,64
202,2,0:09.0,Turnover by I. Thomas (lost ball; steal by D. Smith),,66,64
203,2,0:00.0,,Shooting foul by B. Ingram (drawn by D. Smith),66,64
204,2,0:00.0,,D. Smith makes free throw 1 of 2,66,65
205,2,0:00.0,,D. Smith misses free throw 2 of 2,66,65
206,2,0:00.0,,Offensive rebound by M. Kleber,66,65
207,2,0:00.0,,M. Kleber misses 2-pt layup at rim,66,65
208,2,0:00.0,,Offensive rebound by Team,66,65
209,3,11:51.0,,Turnover by H. Barnes (step out of bounds),66,65
210,3,11:36.0,B. Ingram misses 2-pt jump shot from 11 ft,,66,65
211,3,11:33.0,,Defensive rebound by D. Nowitzki,66,65
212,3,11:26.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),66,68
213,3,11:11.0,B. Ingram makes 2-pt jump shot from 21 ft,,68,68
214,3,10:59.0,,W. Matthews makes 2-pt jump shot from 14 ft,68,70
215,3,10:52.0,Turnover by B. Ingram (lost ball; steal by W. Matthews),,68,70
216,3,10:52.0,,Shooting foul by J. Randle (drawn by H. Barnes),68,70
217,3,10:52.0,,H. Barnes makes free throw 1 of 2,68,71
218,3,10:52.0,,H. Barnes makes free throw 2 of 2,68,72
219,3,10:40.0,J. Randle makes 2-pt layup from 1 ft (assist by B. Lopez),,70,72
220,3,10:40.0,Shooting foul by D. Nowitzki (drawn by J. Randle),,70,72
221,3,10:40.0,J. Randle makes free throw 1 of 1,,71,72
222,3,10:22.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by J. Barea),71,74
223,3,10:10.0,B. Lopez misses 3-pt jump shot from 25 ft,,71,74
224,3,10:07.0,,Defensive rebound by H. Barnes,71,74
225,3,9:57.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by J. Barea),71,77
226,3,9:41.0,J. Randle makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),,73,77
227,3,9:28.0,,J. Barea makes 2-pt jump shot from 13 ft,73,79
228,3,9:14.0,J. Hart makes 3-pt jump shot from 25 ft (assist by B. Lopez),,76,79
229,3,8:56.0,,Personal foul by B. Lopez (drawn by J. Barea),76,79
230,3,8:43.0,,W. Matthews misses 3-pt jump shot from 24 ft,76,79
231,3,8:42.0,Defensive rebound by Team,,76,79
232,3,8:33.0,B. Lopez misses 3-pt jump shot from 25 ft,,76,79
233,3,8:33.0,,Defensive rebound by W. Matthews,76,79
234,3,8:12.0,,J. Barea misses 3-pt jump shot from 26 ft,76,79
235,3,8:10.0,Defensive rebound by J. Hart,,76,79
236,3,8:10.0,Personal take foul by D. Nowitzki (drawn by J. Hart),,76,79
237,3,8:04.0,Turnover by B. Ingram (bad pass),,76,79
238,3,7:51.0,,Turnover by W. Matthews (lost ball; steal by B. Ingram),76,79
239,3,7:47.0,J. Randle makes 2-pt dunk at rim (assist by B. Ingram),,78,79
240,3,7:19.0,,W. Matthews misses 3-pt jump shot from 23 ft,78,79
241,3,7:18.0,,Offensive rebound by Team,78,79
242,3,7:18.0,,Turnover by Team (shot clock),78,79
243,3,7:04.0,B. Ingram makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),,81,79
244,3,7:03.0,,Dallas full timeout,81,79
245,3,7:03.0,,D. Powell enters the game for J. Barea,81,79
246,3,7:03.0,,Y. Ferrell enters the game for D. Nowitzki,81,79
247,3,6:45.0,,D. Smith misses 2-pt jump shot from 20 ft,81,79
248,3,6:42.0,Defensive rebound by J. Randle,,81,79
249,3,6:30.0,B. Ingram misses 2-pt jump shot from 2 ft,,81,79
250,3,6:30.0,Offensive rebound by J. Randle,,81,79
251,3,6:24.0,Turnover by J. Randle (turnover; steal by Y. Ferrell),,81,79
252,3,6:22.0,,D. Smith makes 2-pt dunk from 1 ft (assist by Y. Ferrell),81,81
253,3,6:10.0,B. Lopez makes 2-pt hook shot from 3 ft,,83,81
254,3,5:58.0,,D. Smith makes 3-pt jump shot from 24 ft (assist by W. Matthews),83,84
255,3,5:42.0,B. Lopez makes 2-pt layup from 2 ft,,85,84
256,3,5:25.0,,D. Smith misses 3-pt jump shot from 24 ft,85,84
257,3,5:22.0,Defensive rebound by J. Randle,,85,84
258,3,5:14.0,J. Hart makes 3-pt jump shot from 25 ft (assist by J. Randle),,88,84
259,3,5:02.0,,H. Barnes makes 2-pt jump shot from 21 ft,88,86
260,3,4:43.0,B. Lopez misses 2-pt jump shot from 12 ft,,88,86
261,3,4:40.0,,Defensive rebound by D. Powell,88,86
262,3,4:32.0,,D. Powell makes 2-pt layup from 3 ft (assist by W. Matthews),88,88
263,3,4:32.0,,Shooting block foul by K. Caldwell-Pope (drawn by D. Powell),88,88
264,3,4:32.0,LA Lakers full timeout,,88,88
265,3,4:32.0,K. Kuzma enters the game for K. Caldwell-Pope,,88,88
266,3,4:32.0,I. Thomas enters the game for B. Lopez,,88,88
267,3,4:32.0,,D. Powell makes free throw 1 of 1,88,89
268,3,4:20.0,J. Hart misses 2-pt jump shot from 5 ft,,88,89
269,3,4:17.0,,Defensive rebound by Y. Ferrell,88,89
270,3,4:10.0,,Turnover by D. Smith (bad pass; steal by K. Kuzma),88,89
271,3,4:08.0,Shooting foul by W. Matthews (drawn by K. Kuzma),,88,89
272,3,4:08.0,K. Kuzma misses free throw 1 of 2,,88,89
273,3,4:08.0,Offensive rebound by Team,,88,89
274,3,4:08.0,K. Kuzma misses free throw 2 of 2,,88,89
275,3,4:05.0,,Defensive rebound by H. Barnes,88,89
276,3,3:55.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,88,89
277,3,3:50.0,Defensive rebound by I. Thomas,,88,89
278,3,3:39.0,B. Ingram misses 3-pt jump shot from 23 ft,,88,89
279,3,3:36.0,,Defensive rebound by D. Smith,88,89
280,3,3:25.0,,D. Powell makes 2-pt dunk from 1 ft (assist by H. Barnes),88,91
281,3,2:59.0,J. Hart misses 3-pt jump shot from 25 ft,,88,91
282,3,2:55.0,Offensive rebound by J. Randle,,88,91
283,3,2:47.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by J. Randle),,91,91
284,3,2:34.0,,Y. Ferrell misses 2-pt jump shot from 22 ft,91,91
285,3,2:32.0,Defensive rebound by J. Randle,,91,91
286,3,2:22.0,B. Ingram misses 2-pt jump shot from 16 ft,,91,91
287,3,2:21.0,,Defensive rebound by Team,91,91
288,3,2:21.0,Loose ball foul by J. Randle (drawn by D. Powell),,91,91
289,3,2:21.0,C. Brewer enters the game for B. Ingram,,91,91
290,3,1:58.0,,Y. Ferrell misses 2-pt jump shot from 5 ft,91,91
291,3,1:57.0,,Offensive rebound by Team,91,91
292,3,1:57.0,,Turnover by Team (shot clock),91,91
293,3,1:45.0,Shooting foul by D. Powell (drawn by J. Randle),,91,91
294,3,1:45.0,J. Randle misses free throw 1 of 2,,91,91
295,3,1:45.0,Offensive rebound by Team,,91,91
296,3,1:45.0,,D. Nowitzki enters the game for D. Smith,91,91
297,3,1:45.0,,D. McDermott enters the game for W. Matthews,91,91
298,3,1:45.0,,J. Barea enters the game for H. Barnes,91,91
299,3,1:45.0,J. Randle misses free throw 2 of 2,,91,91
300,3,1:42.0,,Defensive rebound by Y. Ferrell,91,91
301,3,1:29.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,91,91
302,3,1:25.0,Defensive rebound by K. Kuzma,,91,91
303,3,1:19.0,J. Randle misses 2-pt jump shot from 17 ft,,91,91
304,3,1:17.0,,Defensive rebound by J. Barea,91,91
305,3,1:00.0,,D. McDermott makes 2-pt dunk from 1 ft (assist by D. Nowitzki),91,93
306,3,0:57.0,Personal foul by D. Nowitzki (drawn by J. Randle),,91,93
307,3,0:57.0,J. Randle makes free throw 1 of 2,,92,93
308,3,0:57.0,J. Randle makes free throw 2 of 2,,93,93
309,3,0:48.0,,Personal foul by J. Randle (drawn by D. Nowitzki),93,93
310,3,0:48.0,,D. Nowitzki makes free throw 1 of 2,93,94
311,3,0:48.0,I. Zubac enters the game for J. Randle,,93,94
312,3,0:48.0,,D. Nowitzki makes free throw 2 of 2,93,95
313,3,0:37.0,I. Thomas misses 2-pt jump shot from 22 ft,,93,95
314,3,0:35.0,,Defensive rebound by D. Powell,93,95
315,3,0:28.0,,D. Powell makes 2-pt hook shot from 2 ft (assist by J. Barea),93,97
316,3,0:14.0,Personal foul by Y. Ferrell (drawn by I. Thomas),,93,97
317,3,0:14.0,I. Thomas makes free throw 1 of 2,,94,97
318,3,0:14.0,A. Caruso enters the game for I. Zubac,,94,97
319,3,0:14.0,I. Thomas makes free throw 2 of 2,,95,97
320,3,0:03.0,,D. Powell makes 2-pt layup from 2 ft (assist by D. McDermott),95,99
321,3,0:03.0,,Shooting foul by C. Brewer (drawn by D. Powell),95,99
322,3,0:03.0,,M. Kleber enters the game for D. Nowitzki,95,99
323,3,0:03.0,,D. Powell makes free throw 1 of 1,95,100
324,3,0:00.0,J. Hart misses 3-pt jump shot from 37 ft,,95,100
325,3,0:00.0,Offensive rebound by Team,,95,100
326,4,11:47.0,B. Lopez makes 2-pt hook shot from 4 ft (assist by I. Thomas),,97,100
327,4,11:47.0,Shooting foul by J. Barea (drawn by B. Lopez),,97,100
328,4,11:47.0,B. Lopez makes free throw 1 of 1,,98,100
329,4,11:39.0,,Personal foul by I. Thomas (drawn by Y. Ferrell),98,100
330,4,11:28.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,98,100
331,4,11:24.0,,Offensive rebound by Y. Ferrell,98,100
332,4,11:20.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Powell),98,103
333,4,10:59.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by K. Kuzma),,100,103
334,4,10:41.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,100,103
335,4,10:38.0,Defensive rebound by K. Kuzma,,100,103
336,4,10:34.0,K. Kuzma makes 3-pt jump shot from 25 ft,,103,103
337,4,10:13.0,,J. Barea makes 2-pt jump shot from 6 ft,103,105
338,4,10:05.0,Personal block foul by Y. Ferrell (drawn by I. Thomas),,103,105
339,4,10:05.0,,K. Collinsworth enters the game for Y. Ferrell,103,105
340,4,9:58.0,I. Thomas makes 2-pt layup at rim,,105,105
341,4,9:40.0,,D. Powell makes 2-pt jump shot from 18 ft (assist by D. Nowitzki),105,107
342,4,9:31.0,Turnover by I. Thomas (bad pass),,105,107
343,4,9:20.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by K. Collinsworth),105,110
344,4,9:08.0,Turnover by I. Thomas (out of bounds lost ball),,105,110
345,4,8:57.0,Technical foul by I. Thomas,,105,110
346,4,8:57.0,,K. Collinsworth makes flagrant free throw 1 of 2,105,111
347,4,8:57.0,,K. Collinsworth misses flagrant free throw 2 of 2,105,111
348,4,8:57.0,,Offensive rebound by Team,105,111
349,4,8:33.0,,J. Barea misses 2-pt jump shot from 3 ft,105,111
350,4,8:30.0,Defensive rebound by K. Caldwell-Pope,,105,111
351,4,8:25.0,K. Kuzma misses 2-pt jump shot from 6 ft,,105,111
352,4,8:25.0,Offensive rebound by Team,,105,111
353,4,8:18.0,Turnover by C. Brewer (lost ball; steal by J. Barea),,105,111
354,4,8:06.0,,D. Powell makes 2-pt dunk from 1 ft (assist by D. McDermott),105,113
355,4,8:03.0,LA Lakers full timeout,,105,113
356,4,8:03.0,J. Randle enters the game for C. Brewer,,105,113
357,4,8:03.0,B. Ingram enters the game for B. Lopez,,105,113
358,4,7:45.0,B. Ingram makes 2-pt layup from 1 ft,,107,113
359,4,7:30.0,,Turnover by J. Barea (bad pass; steal by K. Caldwell-Pope),107,113
360,4,7:26.0,K. Caldwell-Pope makes 2-pt dunk from 1 ft,,109,113
361,4,7:09.0,,Shooting foul by K. Kuzma (drawn by D. Powell),109,113
362,4,7:09.0,,D. Powell misses free throw 1 of 2,109,113
363,4,7:09.0,,Offensive rebound by Team,109,113
364,4,7:09.0,,M. Kleber enters the game for J. Barea,109,113
365,4,7:09.0,,D. Smith enters the game for K. Collinsworth,109,113
366,4,7:09.0,,Y. Ferrell enters the game for D. Nowitzki,109,113
367,4,7:09.0,,D. Powell makes free throw 2 of 2,109,114
368,4,7:00.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by I. Thomas),,112,114
369,4,6:36.0,,Y. Ferrell misses 2-pt layup from 1 ft,112,114
370,4,6:34.0,Defensive rebound by K. Kuzma,,112,114
371,4,6:28.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by B. Ingram),,115,114
372,4,6:27.0,,Dallas full timeout,115,114
