,QUARTER,TIME_REMAINING,INDIANA_ACTION,UTAH_ACTION,INDIANA_SCORE,UTAH_SCORE
71,1,3:54.0,,Turnover by J. Johnson (lost ball; steal by C. Joseph),20,17
72,1,3:49.0,D. Collison makes 2-pt layup from 2 ft (assist by C. Joseph),,22,17
73,1,3:34.0,,Turnover by R. Hood (bad pass; steal by C. Joseph),22,17
74,1,3:28.0,D. Collison misses 3-pt jump shot from 22 ft,,22,17
75,1,3:25.0,,Defensive rebound by D. Favors,22,17
76,1,3:18.0,,Turnover by R. O'Neale (lost ball; steal by D. Collison),22,17
77,1,3:18.0,Personal foul by R. O'Neale (drawn by D. Collison),,22,17
78,1,3:18.0,,R. Neto enters the game for D. Favors,22,17
79,1,3:18.0,,E. Udoh enters the game for D. Mitchell,22,17
80,1,3:18.0,A. Jefferson enters the game for D. Sabonis,,22,17
81,1,3:03.0,V. Oladipo misses 3-pt jump shot from 25 ft,,22,17
82,1,3:01.0,,Defensive rebound by R. O'Neale,22,17
83,1,2:51.0,,R. Hood misses 3-pt jump shot from 23 ft,22,17
84,1,2:47.0,,Offensive rebound by E. Udoh,22,17
85,1,2:46.0,,R. Hood misses 3-pt jump shot from 25 ft,22,17
86,1,2:44.0,Defensive rebound by V. Oladipo,,22,17
87,1,2:40.0,Shooting foul by R. O'Neale (drawn by V. Oladipo),,22,17
88,1,2:40.0,Indiana full timeout,,22,17
89,1,2:40.0,T. Leaf enters the game for D. Collison,,22,17
90,1,2:40.0,L. Stephenson enters the game for T. Young,,22,17
91,1,2:40.0,V. Oladipo makes free throw 1 of 2,,23,17
92,1,2:40.0,V. Oladipo misses free throw 2 of 2,,23,17
93,1,2:38.0,,Defensive rebound by E. Udoh,23,17
94,1,2:19.0,,J. Johnson makes 2-pt jump shot from 6 ft,23,19
95,1,2:06.0,V. Oladipo misses 2-pt jump shot from 18 ft,,23,19
96,1,2:03.0,,Defensive rebound by R. O'Neale,23,19
97,1,1:58.0,,R. Hood misses 3-pt jump shot from 23 ft,23,19
98,1,1:55.0,Defensive rebound by L. Stephenson,,23,19
99,1,1:40.0,T. Leaf misses 3-pt jump shot from 24 ft,,23,19
100,1,1:37.0,,Defensive rebound by R. Hood,23,19
101,1,1:32.0,,R. Hood misses 2-pt jump shot from 13 ft,23,19
102,1,1:29.0,Defensive rebound by T. Leaf,,23,19
103,1,1:20.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by C. Joseph),,26,19
104,1,1:05.0,Personal foul by R. Hood (drawn by V. Oladipo),,26,19
105,1,1:05.0,,Turnover by R. Hood (turnover),26,19
106,1,1:05.0,J. Young enters the game for V. Oladipo,,26,19
107,1,0:47.0,T. Leaf misses 2-pt layup from 5 ft,,26,19
108,1,0:45.0,,Defensive rebound by R. O'Neale,26,19
109,1,0:38.0,,R. Hood misses 3-pt jump shot from 25 ft,26,19
110,1,0:32.0,Defensive rebound by J. Young,,26,19
111,1,0:13.0,Shooting foul by E. Udoh (drawn by C. Joseph),,26,19
112,1,0:13.0,C. Joseph makes free throw 1 of 2,,27,19
113,1,0:13.0,,D. Mitchell enters the game for R. O'Neale,27,19
114,1,0:13.0,C. Joseph makes free throw 2 of 2,,28,19
115,1,0:03.0,,D. Mitchell makes 2-pt jump shot from 4 ft,28,21
116,1,0:00.0,C. Joseph makes 3-pt jump shot from 32 ft,,31,21
117,2,11:40.0,J. Young makes 2-pt jump shot from 23 ft,,33,21
118,2,11:21.0,,R. O'Neale misses 3-pt jump shot from 25 ft,33,21
119,2,11:18.0,Defensive rebound by A. Jefferson,,33,21
120,2,11:01.0,A. Jefferson makes 2-pt layup from 2 ft (assist by L. Stephenson),,35,21
121,2,10:42.0,,R. O'Neale misses 2-pt jump shot from 13 ft,35,21
122,2,10:36.0,,Offensive rebound by E. Udoh,35,21
123,2,10:36.0,,E. Udoh makes 2-pt dunk at rim,35,23
124,2,10:15.0,A. Jefferson misses 2-pt jump shot from 19 ft (block by E. Udoh),,35,23
125,2,10:13.0,,Defensive rebound by J. Johnson,35,23
126,2,10:03.0,,R. O'Neale misses 2-pt layup from 1 ft,35,23
127,2,10:02.0,Defensive rebound by A. Jefferson,,35,23
128,2,9:53.0,J. Young makes 3-pt jump shot from 25 ft (assist by A. Jefferson),,38,23
129,2,9:38.0,,R. Rubio misses 2-pt jump shot from 21 ft,38,23
130,2,9:36.0,Defensive rebound by A. Jefferson,,38,23
131,2,9:24.0,J. Young misses 2-pt jump shot from 14 ft (block by E. Udoh),,38,23
132,2,9:22.0,,Defensive rebound by R. Rubio,38,23
133,2,9:11.0,,R. Rubio misses 2-pt jump shot from 20 ft,38,23
134,2,9:08.0,Defensive rebound by T. Leaf,,38,23
135,2,9:00.0,Turnover by C. Joseph (bad pass; steal by R. Rubio),,38,23
136,2,8:59.0,,Personal foul by L. Stephenson (drawn by R. Rubio),38,23
137,2,8:59.0,,J. Jerebko enters the game for J. Johnson,38,23
138,2,8:44.0,,R. Hood makes 2-pt jump shot from 10 ft,38,25
139,2,8:24.0,L. Stephenson misses 3-pt jump shot from 23 ft,,38,25
140,2,8:20.0,,Defensive rebound by E. Udoh,38,25
141,2,8:18.0,,Shooting foul by A. Jefferson (drawn by R. O'Neale),38,25
142,2,8:18.0,,R. O'Neale misses free throw 1 of 2,38,25
143,2,8:18.0,,Offensive rebound by Team,38,25
144,2,8:18.0,,D. Mitchell enters the game for R. Hood,38,25
145,2,8:18.0,T. Young enters the game for T. Leaf,,38,25
146,2,8:18.0,,R. O'Neale makes free throw 2 of 2,38,26
147,2,7:56.0,L. Stephenson misses 2-pt jump shot from 21 ft,,38,26
148,2,7:52.0,,Defensive rebound by J. Jerebko,38,26
149,2,7:40.0,,R. O'Neale makes 3-pt jump shot from 25 ft,38,29
150,2,7:34.0,Indiana full timeout,,38,29
151,2,7:34.0,D. Sabonis enters the game for J. Young,,38,29
152,2,7:34.0,B. Bogdanović enters the game for A. Jefferson,,38,29
153,2,7:22.0,T. Young misses 2-pt jump shot from 16 ft,,38,29
154,2,7:18.0,,Defensive rebound by R. O'Neale,38,29
155,2,7:13.0,,R. O'Neale makes 2-pt layup from 3 ft,38,31
156,2,7:13.0,,Shooting foul by D. Sabonis (drawn by R. O'Neale),38,31
157,2,7:13.0,,R. O'Neale makes free throw 1 of 1,38,32
158,2,7:06.0,Turnover by D. Sabonis (bad pass; steal by E. Udoh),,38,32
159,2,6:59.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by R. O'Neale),38,35
160,2,6:19.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,38,35
161,2,6:16.0,,Defensive rebound by R. Rubio,38,35
162,2,6:09.0,,D. Mitchell makes 2-pt layup from 3 ft,38,37
163,2,5:54.0,,Violation by E. Udoh (kicked ball),38,37
164,2,5:54.0,,D. Favors enters the game for E. Udoh,38,37
165,2,5:54.0,D. Collison enters the game for L. Stephenson,,38,37
166,2,5:54.0,V. Oladipo enters the game for C. Joseph,,38,37
167,2,5:41.0,D. Sabonis makes 2-pt jump shot from 21 ft (assist by D. Collison),,40,37
168,2,5:21.0,,Personal foul by V. Oladipo (drawn by D. Mitchell),40,37
169,2,5:21.0,,J. Ingles enters the game for R. O'Neale,40,37
170,2,5:03.0,,J. Jerebko misses 2-pt jump shot from 10 ft,40,37
171,2,5:01.0,Defensive rebound by B. Bogdanović,,40,37
172,2,4:46.0,V. Oladipo misses 3-pt jump shot from 23 ft,,40,37
173,2,4:44.0,Offensive rebound by D. Sabonis,,40,37
174,2,4:39.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by D. Collison),,43,37
175,2,4:30.0,,Utah full timeout,43,37
176,2,4:30.0,,J. Johnson enters the game for J. Jerebko,43,37
177,2,4:19.0,,D. Mitchell misses 3-pt jump shot from 25 ft,43,37
178,2,4:17.0,Defensive rebound by D. Collison,,43,37
179,2,4:04.0,V. Oladipo makes 2-pt dunk from 1 ft (assist by D. Sabonis),,45,37
180,2,3:45.0,,R. Rubio misses 3-pt jump shot from 22 ft,45,37
181,2,3:42.0,Defensive rebound by V. Oladipo,,45,37
182,2,3:31.0,D. Sabonis makes 2-pt jump shot from 19 ft (assist by D. Collison),,47,37
183,2,3:13.0,,J. Johnson misses 3-pt jump shot from 25 ft,47,37
184,2,3:09.0,Defensive rebound by B. Bogdanović,,47,37
185,2,2:57.0,T. Young makes 3-pt jump shot from 24 ft (assist by D. Collison),,50,37
186,2,2:43.0,,Shooting foul by D. Sabonis (drawn by D. Mitchell),50,37
187,2,2:43.0,,D. Mitchell makes free throw 1 of 2,50,38
188,2,2:43.0,,R. O'Neale enters the game for R. Rubio,50,38
189,2,2:43.0,,D. Mitchell makes free throw 2 of 2,50,39
190,2,2:32.0,T. Young makes 3-pt jump shot from 24 ft (assist by D. Collison),,53,39
191,2,2:12.0,,D. Mitchell makes 3-pt jump shot from 25 ft,53,42
192,2,1:51.0,Turnover by B. Bogdanović (bad pass; steal by D. Mitchell),,53,42
193,2,1:38.0,,J. Ingles misses 3-pt jump shot from 23 ft,53,42
194,2,1:33.0,Defensive rebound by V. Oladipo,,53,42
195,2,1:29.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,56,42
196,2,1:14.0,,D. Mitchell makes 2-pt jump shot from 12 ft,56,44
197,2,0:58.0,D. Sabonis misses 2-pt jump shot from 11 ft,,56,44
198,2,0:56.0,,Defensive rebound by R. O'Neale,56,44
199,2,0:46.0,,Shooting foul by D. Collison (drawn by D. Mitchell),56,44
200,2,0:46.0,,D. Mitchell makes free throw 1 of 3,56,45
201,2,0:46.0,A. Jefferson enters the game for D. Collison,,56,45
202,2,0:46.0,C. Joseph enters the game for D. Sabonis,,56,45
203,2,0:46.0,,D. Mitchell makes free throw 3 of 3,56,47
204,2,0:46.0,,D. Mitchell makes free throw 2 of 3,56,46
205,2,0:33.0,V. Oladipo makes 2-pt layup from 2 ft,,58,47
206,2,0:19.0,,Turnover by J. Ingles (bad pass; steal by V. Oladipo),58,47
207,2,0:00.0,Turnover by V. Oladipo (lost ball; steal by D. Favors),,58,47
208,2,0:00.0,,D. Favors misses 3-pt jump shot from 38 ft,58,47
209,2,0:00.0,,Offensive rebound by Team,58,47
210,3,11:42.0,V. Oladipo misses 2-pt jump shot from 16 ft,,58,47
211,3,11:39.0,,Defensive rebound by R. Rubio,58,47
212,3,11:25.0,,J. Jerebko misses 3-pt jump shot from 24 ft,58,47
213,3,11:23.0,Defensive rebound by D. Collison,,58,47
214,3,11:15.0,V. Oladipo makes 2-pt jump shot from 21 ft (assist by D. Sabonis),,60,47
215,3,10:59.0,,Turnover by D. Mitchell (bad pass),60,47
216,3,10:47.0,B. Bogdanović misses 2-pt layup from 4 ft,,60,47
217,3,10:45.0,Offensive rebound by T. Young,,60,47
218,3,10:44.0,T. Young makes 2-pt layup from 2 ft,,62,47
219,3,10:33.0,,Turnover by D. Favors (step out of bounds),62,47
220,3,10:15.0,Turnover by D. Sabonis (bad pass; steal by R. Rubio),,62,47
221,3,10:08.0,,D. Favors misses 2-pt jump shot from 15 ft,62,47
222,3,10:05.0,Defensive rebound by B. Bogdanović,,62,47
223,3,9:58.0,Shooting foul by R. Rubio (drawn by V. Oladipo),,62,47
224,3,9:58.0,V. Oladipo makes free throw 1 of 2,,63,47
225,3,9:58.0,V. Oladipo makes free throw 2 of 2,,64,47
226,3,9:46.0,,D. Mitchell misses 3-pt jump shot from 24 ft,64,47
227,3,9:43.0,Defensive rebound by D. Collison,,64,47
228,3,9:42.0,Personal foul by R. Rubio (drawn by V. Oladipo),,64,47
229,3,9:30.0,V. Oladipo makes 3-pt jump shot from 25 ft,,67,47
230,3,9:30.0,,Utah full timeout,67,47
231,3,9:09.0,,J. Jerebko misses 2-pt jump shot from 17 ft,67,47
232,3,9:05.0,Defensive rebound by V. Oladipo,,67,47
233,3,8:49.0,D. Collison misses 3-pt jump shot from 25 ft,,67,47
234,3,8:45.0,,Defensive rebound by J. Jerebko,67,47
235,3,8:40.0,,Turnover by J. Ingles (step out of bounds),67,47
236,3,8:17.0,Turnover by D. Collison (bad pass; steal by D. Favors),,67,47
237,3,8:10.0,,R. Rubio misses 2-pt layup from 2 ft,67,47
238,3,8:07.0,,Offensive rebound by D. Favors,67,47
239,3,8:07.0,,D. Favors makes 2-pt dunk at rim,67,49
240,3,7:59.0,Personal foul by D. Favors (drawn by D. Sabonis),,67,49
241,3,7:59.0,,J. Johnson enters the game for J. Ingles,67,49
242,3,7:59.0,,R. O'Neale enters the game for J. Jerebko,67,49
243,3,7:55.0,Shooting foul by D. Favors (drawn by V. Oladipo),,67,49
244,3,7:55.0,V. Oladipo makes free throw 1 of 2,,68,49
245,3,7:55.0,V. Oladipo makes free throw 2 of 2,,69,49
246,3,7:34.0,,Personal foul by D. Collison (drawn by D. Favors),69,49
247,3,7:27.0,,D. Mitchell makes 3-pt jump shot from 22 ft,69,52
248,3,7:13.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,69,52
249,3,7:10.0,,Defensive rebound by D. Mitchell,69,52
250,3,7:04.0,,D. Mitchell makes 2-pt layup from 1 ft,69,54
251,3,6:50.0,Turnover by T. Young (bad pass; steal by D. Favors),,69,54
252,3,6:45.0,,Personal foul by V. Oladipo (drawn by D. Mitchell),69,54
253,3,6:32.0,,D. Mitchell makes 2-pt jump shot from 22 ft,69,56
254,3,6:26.0,Indiana full timeout,,69,56
255,3,6:26.0,C. Joseph enters the game for D. Collison,,69,56
256,3,6:13.0,D. Sabonis makes 2-pt layup from 2 ft (assist by V. Oladipo),,71,56
257,3,6:13.0,Shooting foul by J. Johnson (drawn by D. Sabonis),,71,56
258,3,6:13.0,D. Sabonis makes free throw 1 of 1,,72,56
259,3,6:03.0,,Turnover by R. O'Neale (out of bounds lost ball),72,56
260,3,5:45.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Sabonis),,74,56
261,3,5:21.0,,D. Mitchell misses 3-pt jump shot from 23 ft,74,56
262,3,5:19.0,,Offensive rebound by Team,74,56
263,3,5:08.0,,R. Rubio makes 2-pt jump shot from 21 ft,74,58
264,3,4:49.0,C. Joseph misses 2-pt jump shot from 20 ft,,74,58
265,3,4:45.0,,Defensive rebound by R. Rubio,74,58
266,3,4:28.0,,R. O'Neale misses 3-pt jump shot from 22 ft,74,58
267,3,4:26.0,Defensive rebound by T. Young,,74,58
268,3,4:11.0,D. Sabonis makes 2-pt jump shot from 21 ft (assist by V. Oladipo),,76,58
269,3,4:09.0,,Utah full timeout,76,58
270,3,4:09.0,,A. Burks enters the game for R. Rubio,76,58
271,3,4:09.0,,R. Hood enters the game for R. O'Neale,76,58
272,3,3:55.0,,D. Favors makes 2-pt dunk from 2 ft (assist by D. Mitchell),76,60
273,3,3:47.0,Turnover by C. Joseph (turnover),,76,60
274,3,3:36.0,,D. Mitchell misses 3-pt jump shot from 24 ft,76,60
275,3,3:36.0,Defensive rebound by Team,,76,60
276,3,3:36.0,A. Jefferson enters the game for D. Sabonis,,76,60
277,3,3:20.0,A. Jefferson makes 2-pt layup from 2 ft (assist by V. Oladipo),,78,60
278,3,3:07.0,,A. Burks misses 2-pt jump shot from 14 ft,78,60
279,3,3:05.0,Defensive rebound by A. Jefferson,,78,60
280,3,2:48.0,C. Joseph makes 2-pt layup from 1 ft (assist by T. Young),,80,60
281,3,2:27.0,,R. Hood makes 2-pt jump shot from 4 ft,80,62
282,3,2:08.0,A. Jefferson misses 2-pt jump shot from 8 ft (block by D. Favors),,80,62
283,3,2:06.0,,Defensive rebound by A. Burks,80,62
284,3,1:59.0,,R. Hood misses 2-pt jump shot from 12 ft (block by T. Young),80,62
285,3,1:57.0,Defensive rebound by T. Young,,80,62
286,3,1:55.0,T. Young makes 2-pt layup from 2 ft (assist by C. Joseph),,82,62
287,3,1:40.0,,D. Mitchell misses 2-pt layup from 1 ft,82,62
288,3,1:38.0,Defensive rebound by A. Jefferson,,82,62
289,3,1:34.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,85,62
290,3,1:06.0,,A. Burks misses 3-pt jump shot from 25 ft,85,62
291,3,1:03.0,Defensive rebound by A. Jefferson,,85,62
292,3,0:50.0,T. Young misses 3-pt jump shot from 24 ft,,85,62
293,3,0:47.0,,Defensive rebound by D. Favors,85,62
294,3,0:29.0,,A. Burks misses 3-pt jump shot from 25 ft,85,62
295,3,0:27.0,Defensive rebound by A. Jefferson,,85,62
296,3,0:09.0,V. Oladipo misses 3-pt jump shot from 25 ft,,85,62
297,3,0:06.0,,Defensive rebound by A. Burks,85,62
298,3,0:00.0,L. Stephenson enters the game for B. Bogdanović,,85,62
299,3,0:00.0,,J. Johnson makes 2-pt jump shot from 16 ft (assist by A. Burks),85,64
300,3,0:00.0,,Shooting foul by C. Joseph (drawn by J. Johnson),85,64
301,3,0:00.0,,J. Johnson makes free throw 1 of 1,85,65
302,4,11:47.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by R. Neto),85,68
303,4,11:25.0,Turnover by A. Jefferson (lost ball; steal by E. Udoh),,85,68
304,4,11:16.0,,Personal foul by D. Collison (drawn by E. Udoh),85,68
305,4,11:09.0,,R. Neto misses 3-pt jump shot from 24 ft,85,68
306,4,11:06.0,Defensive rebound by L. Stephenson,,85,68
307,4,10:56.0,Turnover by L. Stephenson (lost ball; steal by E. Udoh),,85,68
308,4,10:55.0,,Personal foul by L. Stephenson (drawn by R. Hood),85,68
309,4,10:48.0,,R. Hood misses 2-pt jump shot from 11 ft,85,68
310,4,10:43.0,Defensive rebound by A. Jefferson,,85,68
311,4,10:31.0,T. Leaf makes 3-pt jump shot from 25 ft (assist by D. Collison),,88,68
312,4,10:08.0,,R. Hood makes 2-pt jump shot from 11 ft,88,70
313,4,10:08.0,,Shooting foul by C. Joseph (drawn by R. Hood),88,70
314,4,10:08.0,,R. Hood makes free throw 1 of 1,88,71
315,4,9:55.0,L. Stephenson misses 2-pt layup from 2 ft (block by E. Udoh),,88,71
316,4,9:53.0,,Defensive rebound by R. Hood,88,71
317,4,9:47.0,,Shooting foul by A. Jefferson (drawn by E. Udoh),88,71
318,4,9:47.0,,E. Udoh makes free throw 1 of 2,88,72
319,4,9:47.0,,E. Udoh misses free throw 2 of 2,88,72
320,4,9:45.0,Defensive rebound by A. Jefferson,,88,72
321,4,9:27.0,,Offensive charge foul by L. Stephenson (drawn by A. Burks),88,72
322,4,9:27.0,Turnover by L. Stephenson (offensive foul),,88,72
323,4,9:15.0,,R. Neto makes 3-pt jump shot from 23 ft (assist by J. Johnson),88,75
324,4,8:47.0,T. Leaf misses 2-pt jump shot from 9 ft,,88,75
325,4,8:46.0,Offensive rebound by A. Jefferson,,88,75
326,4,8:45.0,A. Jefferson makes 2-pt layup from 3 ft,,90,75
327,4,8:30.0,,J. Johnson misses 3-pt jump shot from 26 ft,90,75
328,4,8:26.0,Defensive rebound by T. Leaf,,90,75
329,4,8:11.0,A. Jefferson misses 2-pt layup from 3 ft (block by E. Udoh),,90,75
330,4,8:09.0,,Defensive rebound by J. Johnson,90,75
331,4,8:05.0,,A. Burks makes 2-pt jump shot from 6 ft,90,77
332,4,7:44.0,L. Stephenson makes 2-pt jump shot from 20 ft,,92,77
333,4,7:26.0,,Turnover by R. Neto (bad pass; steal by D. Collison),92,77
334,4,7:07.0,L. Stephenson makes 2-pt jump shot from 21 ft,,94,77
335,4,7:05.0,,Utah full timeout,94,77
336,4,7:05.0,,J. Ingles enters the game for J. Johnson,94,77
337,4,7:05.0,,D. Mitchell enters the game for A. Burks,94,77
338,4,7:05.0,,J. Jerebko enters the game for R. Neto,94,77
339,4,7:05.0,T. Young enters the game for A. Jefferson,,94,77
340,4,7:05.0,D. Sabonis enters the game for T. Leaf,,94,77
341,4,7:05.0,V. Oladipo enters the game for D. Collison,,94,77
342,4,6:41.0,,R. Hood makes 2-pt jump shot from 17 ft,94,79
343,4,6:19.0,,D. Favors enters the game for E. Udoh,94,79
344,4,6:17.0,C. Joseph makes 2-pt jump shot from 18 ft (assist by L. Stephenson),,96,79
345,4,5:52.0,,D. Mitchell misses 3-pt jump shot from 31 ft,96,79
346,4,5:48.0,Defensive rebound by V. Oladipo,,96,79
347,4,5:35.0,V. Oladipo makes 3-pt jump shot from 24 ft,,99,79
348,4,5:15.0,,A. Burks enters the game for R. Hood,99,79
349,4,5:11.0,,J. Jerebko misses 2-pt jump shot from 5 ft,99,79
350,4,5:08.0,Defensive rebound by C. Joseph,,99,79
351,4,5:06.0,,Technical foul by J. Jerebko,99,79
352,4,5:06.0,C. Joseph makes technical free throw,,100,79
353,4,4:58.0,D. Sabonis misses 2-pt layup from 4 ft,,100,79
354,4,4:56.0,,Defensive rebound by J. Jerebko,100,79
355,4,4:47.0,,D. Favors makes 2-pt dunk from 1 ft,100,81
356,4,4:21.0,Turnover by T. Young (bad pass),,100,81
357,4,4:21.0,,R. O'Neale enters the game for J. Ingles,100,81
358,4,4:07.0,,A. Burks misses 3-pt jump shot from 24 ft,100,81
359,4,4:03.0,,Offensive rebound by D. Mitchell,100,81
360,4,4:02.0,,R. O'Neale misses 3-pt jump shot from 24 ft,100,81
361,4,3:58.0,,Offensive rebound by A. Burks,100,81
362,4,3:50.0,,D. Mitchell misses 2-pt jump shot from 16 ft,100,81
363,4,3:47.0,Defensive rebound by C. Joseph,,100,81
364,4,3:28.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by T. Young),,102,81
365,4,3:28.0,,Utah full timeout,102,81
366,4,3:28.0,,E. Udoh enters the game for D. Favors,102,81
367,4,3:28.0,,R. Neto enters the game for D. Mitchell,102,81
368,4,3:08.0,,A. Burks makes 3-pt jump shot from 24 ft (assist by J. Jerebko),102,84
369,4,2:49.0,C. Joseph makes 2-pt jump shot from 20 ft,,104,84
370,4,2:28.0,,E. Udoh makes 2-pt layup from 1 ft (assist by R. Neto),104,86
371,4,2:11.0,T. Young makes 2-pt dunk from 1 ft (assist by D. Sabonis),,106,86
372,4,1:55.0,,Shooting foul by V. Oladipo (drawn by R. Neto),106,86
373,4,1:55.0,,R. Neto makes free throw 1 of 2,106,87
374,4,1:55.0,,R. Neto makes free throw 2 of 2,106,88
375,4,1:32.0,V. Oladipo makes 3-pt jump shot from 25 ft,,109,88
376,4,1:22.0,,J. Jerebko makes 3-pt jump shot from 28 ft (assist by R. Neto),109,91
377,4,1:05.0,Personal foul by J. Jerebko (drawn by C. Joseph),,109,91
378,4,1:05.0,J. Young enters the game for L. Stephenson,,109,91
