,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BROOKLYN_ACTION,LA LAKERS_SCORE,BROOKLYN_SCORE
384,4,6:36.0,Offensive rebound by Team,,95,87
385,4,6:36.0,J. Hart makes free throw 2 of 2,,96,87
386,4,6:13.0,,D. Russell misses 2-pt jump shot from 9 ft,96,87
387,4,6:10.0,Defensive rebound by B. Ingram,,96,87
388,4,6:02.0,J. Clarkson misses 2-pt jump shot from 6 ft,,96,87
389,4,5:58.0,Offensive rebound by J. Clarkson,,96,87
390,4,5:58.0,J. Clarkson misses 2-pt layup at rim,,96,87
391,4,5:58.0,,Defensive rebound by S. Dinwiddie,96,87
392,4,5:53.0,,D. Russell makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),96,90
393,4,5:32.0,Turnover by J. Clarkson (bad pass; steal by J. Allen),,96,90
394,4,5:18.0,,J. Allen makes 2-pt dunk at rim (assist by D. Russell),96,92
395,4,5:15.0,LA Lakers full timeout,,96,92
396,4,5:15.0,B. Lopez enters the game for K. Kuzma,,96,92
397,4,5:15.0,J. Randle enters the game for L. Nance,,96,92
398,4,5:05.0,B. Lopez misses 2-pt jump shot from 4 ft (block by J. Allen),,96,92
399,4,5:04.0,Offensive rebound by Team,,96,92
400,4,4:50.0,J. Clarkson misses 3-pt jump shot from 23 ft,,96,92
401,4,4:45.0,,Defensive rebound by D. Russell,96,92
402,4,4:42.0,,Shooting foul by J. Clarkson (drawn by S. Dinwiddie),96,92
403,4,4:42.0,,S. Dinwiddie makes free throw 1 of 2,96,93
404,4,4:42.0,,S. Dinwiddie misses free throw 2 of 2,96,93
405,4,4:40.0,Defensive rebound by J. Randle,,96,93
406,4,4:21.0,Personal foul by D. Carroll (drawn by B. Lopez),,96,93
407,4,4:14.0,Turnover by J. Clarkson (traveling),,96,93
408,4,4:00.0,,J. Allen misses 2-pt layup from 1 ft (block by B. Lopez),96,93
409,4,3:57.0,Defensive rebound by J. Hart,,96,93
410,4,3:52.0,,Offensive charge foul by J. Randle (drawn by D. Carroll),96,93
411,4,3:52.0,Turnover by J. Randle (offensive foul),,96,93
412,4,3:31.0,,J. Allen makes 2-pt layup from 1 ft (assist by S. Dinwiddie),96,95
413,4,3:05.0,J. Hart makes 3-pt jump shot from 23 ft (assist by B. Ingram),,99,95
414,4,2:49.0,,Shooting block foul by B. Lopez (drawn by S. Dinwiddie),99,95
415,4,2:49.0,,S. Dinwiddie makes free throw 1 of 2,99,96
416,4,2:49.0,,S. Dinwiddie makes free throw 2 of 2,99,97
417,4,2:34.0,Turnover by B. Ingram (bad pass),,99,97
418,4,2:24.0,,D. Russell misses 3-pt jump shot from 25 ft,99,97
419,4,2:20.0,Defensive rebound by B. Lopez,,99,97
420,4,2:00.0,B. Ingram misses 2-pt layup from 3 ft (block by A. Crabbe),,99,97
421,4,2:00.0,Offensive rebound by Team,,99,97
422,4,1:57.0,B. Lopez misses 3-pt jump shot from 33 ft,,99,97
423,4,1:52.0,,Defensive rebound by D. Russell,99,97
424,4,1:41.0,,J. Allen misses 2-pt layup from 1 ft (block by B. Lopez),99,97
425,4,1:38.0,Defensive rebound by B. Ingram,,99,97
426,4,1:28.0,B. Lopez makes 2-pt hook shot from 9 ft (assist by J. Clarkson),,101,97
427,4,1:17.0,,S. Dinwiddie misses 2-pt jump shot from 5 ft,101,97
428,4,1:14.0,Defensive rebound by B. Ingram,,101,97
429,4,0:55.0,J. Randle misses 2-pt hook shot from 5 ft,,101,97
430,4,0:50.0,,Defensive rebound by S. Dinwiddie,101,97
431,4,0:45.0,,A. Crabbe misses 3-pt jump shot from 25 ft,101,97
432,4,0:42.0,,Offensive rebound by S. Dinwiddie,101,97
433,4,0:41.0,,S. Dinwiddie makes 2-pt layup from 2 ft,101,99
434,4,0:17.0,B. Lopez misses 2-pt jump shot from 15 ft,,101,99
435,4,0:11.0,Offensive rebound by J. Hart,,101,99
436,4,0:10.0,Personal take foul by D. Russell (drawn by J. Hart),,101,99
437,4,0:08.0,Personal take foul by J. Allen (drawn by J. Randle),,101,99
438,4,0:08.0,J. Randle misses free throw 1 of 2,,101,99
439,4,0:08.0,Offensive rebound by Team,,101,99
440,4,0:08.0,,Q. Acy enters the game for D. Russell,101,99
441,4,0:08.0,,J. Okafor enters the game for S. Dinwiddie,101,99
442,4,0:08.0,J. Randle makes free throw 2 of 2,,102,99
443,4,0:08.0,,Brooklyn full timeout,102,99
444,4,0:08.0,,J. Harris enters the game for J. Allen,102,99
445,4,0:08.0,,S. Dinwiddie enters the game for J. Okafor,102,99
446,4,0:08.0,C. Brewer enters the game for B. Lopez,,102,99
447,4,0:06.0,,Personal take foul by J. Clarkson (drawn by S. Dinwiddie),102,99
448,4,0:01.0,,J. Harris misses 3-pt jump shot from 24 ft,102,99
449,4,0:01.0,Defensive rebound by J. Hart,,102,99
