,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHOENIX_ACTION,WASHINGTON_SCORE,PHOENIX_SCORE
37,1,6:24.0,B. Beal makes 2-pt dunk at rim (assist by M. Gortat),,10,19
38,1,6:05.0,,Shooting foul by B. Beal (drawn by J. Jackson),10,19
39,1,6:05.0,,J. Jackson misses free throw 1 of 2,10,19
40,1,6:05.0,,Offensive rebound by Team,10,19
41,1,6:05.0,,J. Jackson makes free throw 2 of 2,10,20
42,1,5:57.0,Turnover by M. Gortat (bad pass),,10,20
43,1,5:57.0,,T. Daniels enters the game for T. Warren,10,20
44,1,5:39.0,,G. Monroe makes 2-pt hook shot from 3 ft,10,22
45,1,5:25.0,M. Morris makes 2-pt layup at rim,,12,22
46,1,5:06.0,,J. Jackson misses 3-pt jump shot from 25 ft,12,22
47,1,5:02.0,Defensive rebound by M. Gortat,,12,22
48,1,4:55.0,O. Porter misses 2-pt jump shot from 12 ft,,12,22
49,1,4:51.0,,Defensive rebound by G. Monroe,12,22
50,1,4:47.0,,M. Chriss makes 2-pt dunk at rim (assist by J. Jackson),12,24
51,1,4:43.0,Washington full timeout,,12,24
52,1,4:43.0,,D. Bender enters the game for M. Chriss,12,24
53,1,4:28.0,Def 3 sec tech foul by T. Ulis,,12,24
54,1,4:28.0,B. Beal misses technical free throw,,12,24
55,1,4:28.0,Offensive rebound by Team,,12,24
56,1,4:24.0,B. Beal makes 3-pt jump shot from 25 ft (assist by O. Porter),,15,24
57,1,4:07.0,,T. Daniels misses 3-pt jump shot from 22 ft,15,24
58,1,4:06.0,Defensive rebound by M. Gortat,,15,24
59,1,3:57.0,M. Morris makes 2-pt jump shot from 10 ft,,17,24
60,1,3:42.0,Offensive charge foul by J. Jackson (drawn by M. Gortat),,17,24
61,1,3:42.0,,Turnover by J. Jackson (offensive foul),17,24
62,1,3:42.0,,M. James enters the game for T. Ulis,17,24
63,1,3:42.0,,A. Len enters the game for G. Monroe,17,24
64,1,3:42.0,,T. Warren enters the game for J. Jackson,17,24
65,1,3:22.0,M. Morris makes 3-pt jump shot from 24 ft (assist by T. Frazier),,20,24
66,1,3:20.0,,Phoenix full timeout,20,24
67,1,3:06.0,,D. Bender misses 3-pt jump shot from 25 ft,20,24
68,1,3:00.0,Defensive rebound by O. Porter,,20,24
69,1,2:56.0,B. Beal misses 2-pt layup from 3 ft (block by D. Bender),,20,24
70,1,2:56.0,,Defensive rebound by M. James,20,24
71,1,2:38.0,,T. Warren misses 2-pt jump shot from 10 ft,20,24
72,1,2:35.0,Defensive rebound by M. Gortat,,20,24
73,1,2:27.0,Turnover by M. Gortat (bad pass; steal by M. James),,20,24
74,1,2:24.0,,Shooting foul by M. Morris (drawn by T. Warren),20,24
75,1,2:24.0,,T. Warren misses free throw 1 of 2,20,24
76,1,2:24.0,,Offensive rebound by Team,20,24
77,1,2:24.0,I. Mahinmi enters the game for M. Morris,,20,24
78,1,2:24.0,K. Oubre enters the game for M. Gortat,,20,24
79,1,2:24.0,,T. Warren misses free throw 2 of 2,20,24
80,1,2:22.0,Defensive rebound by K. Oubre,,20,24
81,1,2:10.0,T. Frazier makes 2-pt jump shot from 10 ft,,22,24
82,1,1:52.0,,T. Warren makes 2-pt jump shot from 12 ft (assist by D. Bender),22,26
83,1,1:40.0,Shooting foul by T. Warren (drawn by B. Beal),,22,26
84,1,1:40.0,B. Beal makes free throw 1 of 3,,23,26
85,1,1:40.0,T. Satoranský enters the game for T. Frazier,,23,26
86,1,1:40.0,B. Beal makes free throw 2 of 3,,24,26
87,1,1:40.0,B. Beal misses free throw 3 of 3,,24,26
88,1,1:38.0,,Defensive rebound by T. Warren,24,26
89,1,1:24.0,,M. James misses 2-pt jump shot from 8 ft,24,26
90,1,1:21.0,,Offensive rebound by A. Len,24,26
91,1,1:17.0,,D. Bender misses 2-pt jump shot from 12 ft,24,26
92,1,1:17.0,Defensive rebound by B. Beal,,24,26
93,1,1:06.0,O. Porter misses 3-pt jump shot from 23 ft,,24,26
94,1,1:02.0,Offensive rebound by I. Mahinmi,,24,26
95,1,0:59.0,B. Beal misses 2-pt layup from 1 ft,,24,26
96,1,0:59.0,,Defensive rebound by M. James,24,26
97,1,0:53.0,,M. James misses 2-pt layup at rim,24,26
98,1,0:53.0,Defensive rebound by I. Mahinmi,,24,26
99,1,0:43.0,K. Oubre misses 2-pt jump shot from 13 ft,,24,26
100,1,0:40.0,,Defensive rebound by M. James,24,26
101,1,0:28.0,,M. James makes 2-pt layup from 1 ft,24,28
102,1,0:07.0,B. Beal makes 2-pt jump shot from 14 ft,,26,28
103,1,0:05.0,,Personal take foul by T. Satoranský (drawn by M. James),26,28
104,1,0:02.0,,M. James misses 3-pt jump shot from 30 ft,26,28
105,1,0:02.0,Defensive rebound by I. Mahinmi,,26,28
106,2,11:54.0,,Offensive foul by A. Len (drawn by M. Scott),26,28
107,2,11:54.0,,Turnover by A. Len (offensive foul),26,28
108,2,11:41.0,K. Oubre misses 2-pt layup from 3 ft (block by A. Len),,26,28
109,2,11:40.0,Offensive rebound by I. Mahinmi,,26,28
110,2,11:36.0,K. Oubre misses 2-pt layup from 6 ft (block by A. Len),,26,28
111,2,11:33.0,Offensive rebound by I. Mahinmi,,26,28
112,2,11:33.0,Shooting foul by D. Bender (drawn by I. Mahinmi),,26,28
113,2,11:33.0,I. Mahinmi makes free throw 1 of 2,,27,28
114,2,11:33.0,I. Mahinmi misses free throw 2 of 2,,27,28
115,2,11:32.0,,Defensive rebound by Team,27,28
116,2,11:32.0,Loose ball foul by K. Oubre (drawn by T. Warren),,27,28
117,2,11:08.0,,M. James misses 2-pt layup from 1 ft,27,28
118,2,11:06.0,,Offensive rebound by A. Len,27,28
119,2,11:05.0,,A. Len misses 2-pt layup from 1 ft,27,28
120,2,11:05.0,Defensive rebound by Team,,27,28
121,2,10:48.0,M. Scott makes 2-pt jump shot from 10 ft (assist by T. Satoranský),,29,28
122,2,10:22.0,,Turnover by M. James (bad pass; steal by I. Mahinmi),29,28
123,2,10:09.0,M. Scott makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),,32,28
124,2,9:51.0,,M. James misses 3-pt jump shot from 28 ft,32,28
125,2,9:47.0,Defensive rebound by T. Satoranský,,32,28
126,2,9:38.0,Shooting foul by D. Bender (drawn by K. Oubre),,32,28
127,2,9:38.0,K. Oubre makes free throw 1 of 2,,33,28
128,2,9:38.0,,M. Chriss enters the game for T. Daniels,33,28
129,2,9:38.0,,J. Jackson enters the game for D. Bender,33,28
130,2,9:38.0,,T. Ulis enters the game for M. James,33,28
131,2,9:38.0,K. Oubre makes free throw 2 of 2,,34,28
132,2,9:28.0,,T. Warren misses 2-pt jump shot from 19 ft,34,28
133,2,9:21.0,,Offensive rebound by A. Len,34,28
134,2,9:21.0,,A. Len makes 2-pt dunk at rim,34,30
135,2,9:09.0,I. Mahinmi makes 2-pt hook shot from 4 ft (assist by T. Satoranský),,36,30
136,2,8:52.0,,T. Ulis makes 2-pt jump shot from 18 ft,36,32
137,2,8:33.0,K. Oubre misses 2-pt jump shot from 15 ft,,36,32
138,2,8:31.0,,Defensive rebound by J. Jackson,36,32
139,2,8:25.0,,J. Jackson misses 3-pt jump shot from 25 ft,36,32
140,2,8:23.0,Defensive rebound by Team,,36,32
141,2,8:12.0,J. Meeks misses 2-pt jump shot from 21 ft,,36,32
142,2,8:08.0,,Defensive rebound by A. Len,36,32
143,2,8:04.0,,Personal foul by M. Scott (drawn by T. Ulis),36,32
144,2,7:59.0,,T. Warren misses 2-pt jump shot from 10 ft,36,32
145,2,7:57.0,,Offensive rebound by T. Warren,36,32
146,2,7:57.0,,T. Warren makes 2-pt layup at rim,36,34
147,2,7:57.0,,Shooting foul by I. Mahinmi (drawn by T. Warren),36,34
148,2,7:57.0,,T. Warren makes free throw 1 of 1,36,35
149,2,7:41.0,J. Meeks misses 3-pt jump shot from 24 ft,,36,35
150,2,7:38.0,,Defensive rebound by A. Len,36,35
151,2,7:23.0,,T. Warren misses 2-pt jump shot from 17 ft,36,35
152,2,7:19.0,Defensive rebound by J. Meeks,,36,35
153,2,7:09.0,I. Mahinmi misses 2-pt jump shot from 13 ft,,36,35
154,2,7:08.0,Offensive rebound by Team,,36,35
155,2,7:00.0,M. Scott makes 2-pt jump shot from 8 ft (assist by K. Oubre),,38,35
156,2,6:37.0,,T. Ulis makes 2-pt jump shot from 15 ft,38,37
157,2,6:24.0,Shooting foul by J. Jackson (drawn by M. Scott),,38,37
158,2,6:24.0,,Phoenix full timeout,38,37
159,2,6:24.0,,G. Monroe enters the game for A. Len,38,37
160,2,6:24.0,,T. Daniels enters the game for J. Jackson,38,37
161,2,6:24.0,B. Beal enters the game for T. Satoranský,,38,37
162,2,6:24.0,M. Scott makes free throw 1 of 2,,39,37
163,2,6:24.0,M. Scott misses free throw 2 of 2,,39,37
164,2,6:22.0,,Defensive rebound by M. Chriss,39,37
165,2,6:12.0,,Turnover by T. Ulis (bad pass),39,37
166,2,5:52.0,Shooting foul by M. Chriss (drawn by K. Oubre),,39,37
167,2,5:52.0,K. Oubre makes free throw 1 of 2,,40,37
168,2,5:52.0,O. Porter enters the game for M. Scott,,40,37
169,2,5:52.0,K. Oubre makes free throw 2 of 2,,41,37
170,2,5:39.0,,Def 3 sec tech foul by J. Meeks,41,37
171,2,5:39.0,,T. Daniels makes technical free throw,41,38
172,2,5:27.0,,T. Ulis misses 2-pt layup from 2 ft (block by B. Beal),41,38
173,2,5:23.0,Defensive rebound by J. Meeks,,41,38
174,2,5:22.0,Turnover by J. Meeks (bad pass; steal by T. Daniels),,41,38
175,2,5:19.0,,Shooting foul by I. Mahinmi (drawn by T. Warren),41,38
176,2,5:19.0,,T. Warren makes free throw 1 of 2,41,39
177,2,5:19.0,,T. Warren makes free throw 2 of 2,41,40
178,2,4:58.0,B. Beal makes 2-pt jump shot from 20 ft,,43,40
179,2,4:58.0,Shooting foul by T. Ulis (drawn by B. Beal),,43,40
180,2,4:58.0,M. Morris enters the game for J. Meeks,,43,40
181,2,4:58.0,B. Beal makes free throw 1 of 1,,44,40
182,2,4:48.0,,T. Daniels makes 3-pt jump shot from 27 ft (assist by G. Monroe),44,43
183,2,4:19.0,B. Beal makes 2-pt dunk at rim,,46,43
184,2,4:09.0,,T. Warren makes 2-pt layup at rim (assist by T. Ulis),46,45
185,2,3:57.0,K. Oubre makes 2-pt layup at rim,,48,45
186,2,3:45.0,,T. Daniels misses 3-pt jump shot from 28 ft,48,45
187,2,3:42.0,Defensive rebound by I. Mahinmi,,48,45
188,2,3:31.0,B. Beal misses 2-pt layup at rim,,48,45
189,2,3:30.0,,Defensive rebound by M. Chriss,48,45
190,2,3:21.0,,Shooting foul by I. Mahinmi (drawn by T. Daniels),48,45
191,2,3:21.0,,T. Daniels makes free throw 1 of 3,48,46
192,2,3:21.0,,T. Daniels makes free throw 2 of 3,48,47
193,2,3:21.0,M. Gortat enters the game for I. Mahinmi,,48,47
194,2,3:21.0,,T. Daniels makes free throw 3 of 3,48,48
195,2,3:10.0,B. Beal makes 2-pt jump shot from 9 ft (assist by K. Oubre),,50,48
196,2,2:56.0,,T. Warren misses 2-pt layup from 1 ft (block by O. Porter),50,48
197,2,2:54.0,Defensive rebound by O. Porter,,50,48
198,2,2:51.0,O. Porter misses 2-pt layup from 1 ft (block by M. Chriss),,50,48
199,2,2:47.0,,Defensive rebound by T. Daniels,50,48
200,2,2:30.0,,T. Ulis misses 2-pt jump shot from 18 ft,50,48
201,2,2:27.0,Defensive rebound by B. Beal,,50,48
202,2,2:19.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by B. Beal),,53,48
203,2,2:01.0,,T. Warren misses 2-pt layup from 3 ft (block by K. Oubre),53,48
204,2,2:01.0,Defensive rebound by K. Oubre,,53,48
205,2,2:01.0,Washington full timeout,,53,48
206,2,2:01.0,,M. James enters the game for T. Ulis,53,48
207,2,2:01.0,T. Frazier enters the game for K. Oubre,,53,48
208,2,1:48.0,B. Beal misses 3-pt jump shot from 25 ft,,53,48
209,2,1:44.0,,Defensive rebound by G. Monroe,53,48
210,2,1:33.0,,M. Chriss misses 2-pt layup at rim (block by M. Morris),53,48
211,2,1:29.0,Defensive rebound by M. Morris,,53,48
212,2,1:10.0,Turnover by M. Morris (bad pass; steal by G. Monroe),,53,48
213,2,1:07.0,,M. Chriss makes 2-pt dunk at rim (assist by T. Warren),53,50
214,2,0:54.0,B. Beal makes 2-pt layup from 1 ft,,55,50
215,2,0:35.0,,T. Warren makes 2-pt layup at rim (assist by G. Monroe),55,52
216,2,0:21.0,Shooting foul by T. Warren (drawn by B. Beal),,55,52
217,2,0:21.0,B. Beal makes free throw 1 of 2,,56,52
218,2,0:21.0,B. Beal makes free throw 2 of 2,,57,52
219,2,0:04.0,,M. James misses 3-pt jump shot from 25 ft,57,52
220,2,0:01.0,Defensive rebound by M. Morris,,57,52
221,2,0:00.0,M. Morris misses 3-pt jump shot from 42 ft,,57,52
222,2,0:00.0,Offensive rebound by Team,,57,52
223,3,11:39.0,,G. Monroe makes 2-pt hook shot from 6 ft,57,54
224,3,11:25.0,M. Gortat makes 2-pt layup from 1 ft (assist by T. Frazier),,59,54
225,3,11:07.0,,Shooting foul by M. Morris (drawn by J. Jackson),59,54
226,3,11:07.0,,J. Jackson misses free throw 1 of 2,59,54
227,3,11:07.0,,Offensive rebound by Team,59,54
228,3,11:07.0,,J. Jackson makes free throw 2 of 2,59,55
229,3,10:50.0,M. Gortat misses 2-pt jump shot from 15 ft,,59,55
230,3,10:47.0,,Defensive rebound by G. Monroe,59,55
231,3,10:39.0,,T. Warren misses 2-pt jump shot from 18 ft,59,55
232,3,10:36.0,Defensive rebound by T. Frazier,,59,55
233,3,10:25.0,M. Morris makes 2-pt jump shot from 14 ft,,61,55
234,3,10:03.0,,M. Chriss misses 3-pt jump shot from 25 ft,61,55
235,3,10:02.0,Defensive rebound by Team,,61,55
236,3,9:40.0,Turnover by T. Frazier (lost ball; steal by M. Chriss),,61,55
237,3,9:35.0,,T. Warren makes 2-pt layup from 1 ft (assist by M. Chriss),61,57
238,3,9:12.0,M. Morris makes 2-pt layup at rim (assist by O. Porter),,63,57
239,3,8:54.0,,M. Chriss makes 2-pt jump shot from 21 ft (assist by T. Ulis),63,59
240,3,8:39.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Frazier),,66,59
241,3,8:18.0,,J. Jackson makes 2-pt jump shot from 19 ft (assist by G. Monroe),66,61
242,3,8:02.0,B. Beal misses 3-pt jump shot from 25 ft,,66,61
243,3,7:59.0,Offensive rebound by M. Morris,,66,61
244,3,7:59.0,Shooting foul by T. Warren (drawn by M. Morris),,66,61
245,3,7:59.0,M. Morris makes free throw 1 of 2,,67,61
246,3,7:59.0,M. Morris makes free throw 2 of 2,,68,61
247,3,7:46.0,,Personal foul by B. Beal (drawn by J. Jackson),68,61
248,3,7:38.0,,T. Ulis misses 2-pt jump shot from 18 ft,68,61
249,3,7:37.0,Defensive rebound by Team,,68,61
250,3,7:37.0,,Loose ball foul by M. Chriss,68,61
251,3,7:37.0,,Technical foul by M. Chriss,68,61
252,3,7:37.0,M. Morris makes technical free throw,,69,61
253,3,7:37.0,,J. Dudley enters the game for M. Chriss,69,61
254,3,7:17.0,Turnover by M. Morris (bad pass),,69,61
255,3,7:17.0,,Phoenix full timeout,69,61
256,3,6:58.0,,G. Monroe makes 2-pt layup at rim,69,63
257,3,6:58.0,,Shooting foul by M. Gortat (drawn by G. Monroe),69,63
258,3,6:58.0,,G. Monroe misses free throw 1 of 1,69,63
259,3,6:56.0,Defensive rebound by M. Gortat,,69,63
260,3,6:44.0,B. Beal makes 2-pt dunk at rim (assist by M. Gortat),,71,63
261,3,6:29.0,,G. Monroe makes 2-pt layup from 1 ft (assist by T. Ulis),71,65
262,3,6:12.0,O. Porter misses 2-pt jump shot from 21 ft,,71,65
263,3,6:09.0,,Defensive rebound by T. Ulis,71,65
264,3,5:53.0,,Turnover by G. Monroe (lost ball; steal by M. Morris),71,65
265,3,5:31.0,T. Frazier makes 3-pt jump shot from 26 ft (assist by M. Gortat),,74,65
266,3,5:09.0,,J. Dudley makes 3-pt jump shot from 24 ft (assist by T. Ulis),74,68
267,3,4:59.0,T. Frazier makes 2-pt layup at rim,,76,68
268,3,4:49.0,,Shooting foul by M. Morris (drawn by G. Monroe),76,68
269,3,4:49.0,,G. Monroe makes free throw 1 of 2,76,69
270,3,4:49.0,,T. Daniels enters the game for T. Warren,76,69
271,3,4:49.0,,G. Monroe makes free throw 2 of 2,76,70
272,3,4:41.0,O. Porter misses 3-pt jump shot from 25 ft,,76,70
273,3,4:37.0,,Defensive rebound by T. Ulis,76,70
274,3,4:31.0,,T. Daniels misses 3-pt jump shot from 26 ft,76,70
275,3,4:28.0,Defensive rebound by M. Gortat,,76,70
276,3,4:25.0,O. Porter misses 2-pt jump shot from 15 ft,,76,70
277,3,4:21.0,,Defensive rebound by J. Dudley,76,70
278,3,4:19.0,,J. Jackson misses 2-pt layup from 1 ft,76,70
279,3,4:17.0,,Offensive rebound by G. Monroe,76,70
280,3,4:17.0,,G. Monroe makes 2-pt layup at rim,76,72
281,3,4:06.0,Washington full timeout,,76,72
282,3,4:06.0,K. Oubre enters the game for M. Gortat,,76,72
283,3,4:06.0,I. Mahinmi enters the game for O. Porter,,76,72
284,3,3:51.0,T. Frazier misses 2-pt jump shot from 21 ft,,76,72
285,3,3:48.0,,Defensive rebound by J. Dudley,76,72
286,3,3:44.0,,J. Dudley misses 3-pt jump shot from 25 ft,76,72
287,3,3:41.0,Defensive rebound by K. Oubre,,76,72
288,3,3:34.0,B. Beal makes 2-pt jump shot from 19 ft,,78,72
289,3,3:16.0,,Shooting foul by K. Oubre (drawn by J. Jackson),78,72
290,3,3:16.0,,J. Jackson makes free throw 1 of 2,78,73
291,3,3:16.0,,J. Jackson misses free throw 2 of 2,78,73
292,3,3:13.0,Defensive rebound by K. Oubre,,78,73
293,3,3:03.0,Personal foul by J. Jackson (drawn by T. Frazier),,78,73
294,3,3:03.0,,A. Len enters the game for G. Monroe,78,73
295,3,3:03.0,T. Satoranský enters the game for T. Frazier,,78,73
296,3,2:52.0,Personal foul by J. Jackson (drawn by I. Mahinmi),,78,73
297,3,2:52.0,,T. Warren enters the game for J. Jackson,78,73
298,3,2:46.0,B. Beal makes 2-pt jump shot from 18 ft,,80,73
299,3,2:25.0,,Shooting block foul by T. Satoranský (drawn by T. Ulis),80,73
300,3,2:25.0,,T. Ulis misses free throw 1 of 2,80,73
301,3,2:25.0,,Offensive rebound by Team,80,73
302,3,2:25.0,,T. Ulis makes free throw 2 of 2,80,74
303,3,2:04.0,K. Oubre misses 3-pt jump shot from 25 ft,,80,74
304,3,1:59.0,,Defensive rebound by T. Daniels,80,74
305,3,1:54.0,,J. Dudley makes 2-pt layup from 1 ft (assist by T. Ulis),80,76
306,3,1:54.0,,Shooting foul by K. Oubre (drawn by J. Dudley),80,76
307,3,1:54.0,,M. James enters the game for T. Ulis,80,76
308,3,1:54.0,,J. Dudley makes free throw 1 of 1,80,77
309,3,1:41.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by B. Beal),,83,77
310,3,1:25.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by J. Dudley),83,80
311,3,1:11.0,T. Satoranský misses 2-pt jump shot from 12 ft (block by A. Len),,83,80
312,3,1:08.0,,Defensive rebound by A. Len,83,80
313,3,0:58.0,,T. Warren makes 2-pt jump shot from 10 ft (assist by J. Dudley),83,82
314,3,0:36.0,T. Satoranský misses 3-pt jump shot from 22 ft,,83,82
315,3,0:36.0,Offensive rebound by Team,,83,82
316,3,0:36.0,Turnover by Team (shot clock),,83,82
317,3,0:12.0,,M. James misses 2-pt jump shot from 23 ft,83,82
318,3,0:09.0,,Offensive rebound by J. Dudley,83,82
319,3,0:03.0,,Shooting foul by T. Satoranský (drawn by M. James),83,82
320,3,0:03.0,,M. James makes free throw 1 of 2,83,83
321,3,0:03.0,,M. James makes free throw 2 of 2,83,84
322,3,0:00.0,B. Beal makes 2-pt jump shot from 14 ft (assist by T. Satoranský),,85,84
323,4,11:38.0,I. Mahinmi makes 2-pt layup at rim (assist by M. Scott),,87,84
324,4,11:16.0,,J. Dudley misses 2-pt jump shot from 11 ft,87,84
325,4,11:10.0,Defensive rebound by K. Oubre,,87,84
326,4,10:58.0,Personal foul by M. James (drawn by T. Satoranský),,87,84
327,4,10:53.0,K. Oubre misses 2-pt jump shot from 17 ft,,87,84
328,4,10:50.0,,Defensive rebound by T. Daniels,87,84
329,4,10:27.0,,M. James misses 3-pt jump shot from 28 ft,87,84
330,4,10:27.0,,Offensive rebound by Team,87,84
331,4,10:27.0,,Turnover by Team (shot clock),87,84
332,4,10:17.0,Personal foul by T. Daniels (drawn by J. Meeks),,87,84
333,4,10:11.0,Shooting foul by T. Daniels (drawn by J. Meeks),,87,84
334,4,10:11.0,J. Meeks makes free throw 1 of 2,,88,84
335,4,10:11.0,J. Meeks makes free throw 2 of 2,,89,84
336,4,9:52.0,,A. Len makes 2-pt layup at rim (assist by J. Dudley),89,86
337,4,9:52.0,,Shooting foul by I. Mahinmi (drawn by A. Len),89,86
338,4,9:52.0,,A. Len makes free throw 1 of 1,89,87
339,4,9:39.0,T. Satoranský makes 2-pt jump shot from 5 ft,,91,87
340,4,9:23.0,,T. Daniels misses 3-pt jump shot from 24 ft,91,87
341,4,9:18.0,Defensive rebound by K. Oubre,,91,87
342,4,9:10.0,Offensive foul by K. Oubre (drawn by J. Dudley),,91,87
343,4,9:10.0,Turnover by K. Oubre (offensive foul),,91,87
344,4,8:53.0,,J. Dudley misses 3-pt jump shot from 25 ft,91,87
345,4,8:49.0,Defensive rebound by M. Scott,,91,87
346,4,8:33.0,J. Meeks misses 3-pt jump shot from 23 ft,,91,87
347,4,8:29.0,,Defensive rebound by T. Warren,91,87
348,4,8:12.0,,Turnover by M. James (out of bounds lost ball),91,87
349,4,8:01.0,J. Meeks makes 2-pt layup from 3 ft (assist by K. Oubre),,93,87
350,4,8:01.0,,Phoenix full timeout,93,87
351,4,8:01.0,,T. Ulis enters the game for M. James,93,87
352,4,7:48.0,,T. Warren makes 2-pt layup at rim (assist by J. Dudley),93,89
353,4,7:33.0,J. Meeks makes 3-pt jump shot from 22 ft (assist by M. Scott),,96,89
354,4,7:19.0,,T. Warren misses 2-pt jump shot from 18 ft,96,89
355,4,7:16.0,Defensive rebound by K. Oubre,,96,89
356,4,7:05.0,Turnover by M. Scott (out of bounds lost ball),,96,89
357,4,6:49.0,,T. Ulis makes 3-pt jump shot from 25 ft (assist by J. Dudley),96,92
358,4,6:26.0,I. Mahinmi makes 2-pt hook shot from 8 ft (assist by T. Satoranský),,98,92
359,4,6:12.0,,Shooting foul by K. Oubre (drawn by T. Warren),98,92
360,4,6:12.0,,T. Warren makes free throw 1 of 2,98,93
361,4,6:12.0,,M. Chriss enters the game for J. Dudley,98,93
362,4,6:12.0,,J. Jackson enters the game for T. Daniels,98,93
363,4,6:12.0,O. Porter enters the game for K. Oubre,,98,93
364,4,6:12.0,B. Beal enters the game for M. Scott,,98,93
365,4,6:12.0,,T. Warren makes free throw 2 of 2,98,94
366,4,5:58.0,O. Porter misses 2-pt jump shot from 6 ft,,98,94
367,4,5:55.0,,Defensive rebound by T. Warren,98,94
368,4,5:46.0,,A. Len makes 2-pt dunk at rim (assist by T. Ulis),98,96
369,4,5:32.0,Turnover by O. Porter (bad pass),,98,96
370,4,5:22.0,,Turnover by T. Ulis (bad pass; steal by I. Mahinmi),98,96
371,4,5:19.0,T. Satoranský misses 2-pt layup at rim,,98,96
372,4,5:16.0,,Defensive rebound by A. Len,98,96
373,4,5:14.0,,Turnover by T. Ulis (bad pass),98,96
374,4,5:14.0,Washington full timeout,,98,96
375,4,5:14.0,M. Morris enters the game for J. Meeks,,98,96
376,4,4:59.0,Turnover by I. Mahinmi (bad pass; steal by M. Chriss),,98,96
377,4,4:56.0,Offensive charge foul by M. Chriss (drawn by B. Beal),,98,96
378,4,4:56.0,,Turnover by M. Chriss (offensive foul),98,96
379,4,4:38.0,B. Beal misses 2-pt jump shot from 16 ft,,98,96
380,4,4:35.0,,Defensive rebound by A. Len,98,96
381,4,4:14.0,,Turnover by T. Ulis (bad pass; steal by M. Morris),98,96
382,4,4:09.0,M. Morris makes 2-pt dunk at rim (assist by T. Satoranský),,100,96
383,4,3:47.0,,T. Warren misses 2-pt layup from 4 ft,100,96
384,4,3:44.0,Defensive rebound by I. Mahinmi,,100,96
385,4,3:42.0,O. Porter makes 2-pt jump shot from 9 ft (assist by M. Morris),,102,96
386,4,3:39.0,,Phoenix full timeout,102,96
387,4,3:39.0,,G. Monroe enters the game for M. Chriss,102,96
388,4,3:39.0,,J. Dudley enters the game for A. Len,102,96
389,4,3:34.0,,Personal foul by I. Mahinmi (drawn by G. Monroe),102,96
