,QUARTER,TIME_REMAINING,NEW YORK_ACTION,HOUSTON_ACTION,NEW YORK_SCORE,HOUSTON_SCORE
90,1,1:52.0,,C. Paul enters the game for J. Harden,33,17
91,1,1:52.0,F. Ntilikina enters the game for J. Jack,,33,17
92,1,1:52.0,M. Beasley enters the game for L. Thomas,,33,17
93,1,1:51.0,Offensive rebound by Team,,33,17
94,1,1:42.0,D. McDermott makes 2-pt layup from 1 ft (assist by W. Hernangómez),,35,17
95,1,1:42.0,Shooting foul by L. Mbah a Moute (drawn by D. McDermott),,35,17
96,1,1:42.0,D. McDermott makes free throw 1 of 1,,36,17
97,1,1:30.0,,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by E. Gordon),36,20
98,1,1:11.0,Turnover by F. Ntilikina (step out of bounds),,36,20
99,1,0:59.0,,R. Anderson makes 3-pt jump shot from 30 ft (assist by C. Paul),36,23
100,1,0:46.0,M. Beasley makes 2-pt dunk from 1 ft (assist by C. Lee),,38,23
101,1,0:36.0,,R. Anderson makes 3-pt jump shot from 29 ft (assist by C. Paul),38,26
102,1,0:30.0,Personal foul by R. Anderson (drawn by M. Beasley),,38,26
103,1,0:30.0,M. Beasley misses free throw 1 of 2,,38,26
104,1,0:30.0,Offensive rebound by Team,,38,26
105,1,0:30.0,T. Hardaway enters the game for C. Lee,,38,26
106,1,0:30.0,M. Beasley makes free throw 2 of 2,,39,26
107,1,0:11.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Paul),39,29
108,1,0:02.0,T. Hardaway misses 2-pt jump shot from 17 ft,,39,29
109,1,0:01.0,,Defensive rebound by R. Anderson,39,29
110,2,11:47.0,,R. Anderson misses 3-pt jump shot from 28 ft,39,29
111,2,11:44.0,Defensive rebound by W. Hernangómez,,39,29
112,2,11:34.0,D. McDermott misses 2-pt jump shot from 19 ft,,39,29
113,2,11:33.0,Offensive rebound by Team,,39,29
114,2,11:30.0,Shooting foul by R. Anderson (drawn by M. Beasley),,39,29
115,2,11:30.0,M. Beasley makes free throw 1 of 2,,40,29
116,2,11:30.0,,C. Capela enters the game for N. Hilário,40,29
117,2,11:30.0,M. Beasley misses free throw 2 of 2,,40,29
118,2,11:28.0,,Defensive rebound by Team,40,29
119,2,11:20.0,,Offensive foul by C. Capela (drawn by F. Ntilikina),40,29
120,2,11:20.0,,Turnover by C. Capela (offensive foul),40,29
121,2,11:09.0,M. Beasley makes 2-pt jump shot from 3 ft,,42,29
122,2,10:56.0,,C. Paul misses 2-pt jump shot from 5 ft,42,29
123,2,10:56.0,Defensive rebound by Team,,42,29
124,2,10:56.0,Personal foul by C. Capela (drawn by W. Hernangómez),,42,29
125,2,10:50.0,Turnover by M. Beasley (traveling),,42,29
126,2,10:26.0,,R. Anderson makes 2-pt jump shot from 15 ft (assist by C. Capela),42,31
127,2,10:18.0,W. Hernangómez makes 2-pt layup from 3 ft (assist by F. Ntilikina),,44,31
128,2,9:55.0,,R. Anderson makes 3-pt jump shot from 23 ft (assist by T. Ariza),44,34
129,2,9:35.0,M. Beasley makes 2-pt layup from 3 ft,,46,34
130,2,9:30.0,,Shooting foul by T. Hardaway (drawn by R. Anderson),46,34
131,2,9:30.0,,R. Anderson makes free throw 1 of 2,46,35
132,2,9:30.0,K. O'Quinn enters the game for W. Hernangómez,,46,35
133,2,9:30.0,,R. Anderson misses free throw 2 of 2,46,35
134,2,9:26.0,Defensive rebound by K. O'Quinn,,46,35
135,2,9:15.0,Turnover by K. O'Quinn (lost ball; steal by C. Paul),,46,35
136,2,9:12.0,,C. Paul makes 2-pt layup from 1 ft,46,37
137,2,8:58.0,T. Hardaway misses 3-pt jump shot from 27 ft,,46,37
138,2,8:56.0,,Defensive rebound by C. Capela,46,37
139,2,8:48.0,,R. Anderson makes 2-pt layup from 1 ft (assist by C. Capela),46,39
140,2,8:29.0,T. Hardaway misses 2-pt jump shot from 1 ft,,46,39
141,2,8:27.0,,Defensive rebound by C. Capela,46,39
142,2,8:23.0,,Turnover by C. Paul (bad pass),46,39
143,2,8:07.0,M. Beasley misses 2-pt jump shot from 18 ft,,46,39
144,2,8:04.0,,Defensive rebound by C. Capela,46,39
145,2,7:58.0,,E. Gordon makes 2-pt layup from 2 ft,46,41
146,2,7:51.0,New York full timeout,,46,41
147,2,7:51.0,,J. Harden enters the game for C. Paul,46,41
148,2,7:51.0,J. Jack enters the game for F. Ntilikina,,46,41
149,2,7:51.0,C. Lee enters the game for D. McDermott,,46,41
150,2,7:38.0,J. Jack misses 3-pt jump shot from 25 ft,,46,41
151,2,7:34.0,,Defensive rebound by R. Anderson,46,41
152,2,7:28.0,,R. Anderson misses 3-pt jump shot from 26 ft,46,41
153,2,7:26.0,Defensive rebound by J. Jack,,46,41
154,2,7:14.0,Turnover by T. Hardaway (bad pass; steal by T. Ariza),,46,41
155,2,7:07.0,,R. Anderson misses 2-pt jump shot from 4 ft (block by K. O'Quinn),46,41
156,2,7:07.0,,Offensive rebound by Team,46,41
157,2,7:07.0,,P. Tucker enters the game for R. Anderson,46,41
158,2,6:59.0,,T. Ariza misses 2-pt layup from 3 ft,46,41
159,2,6:59.0,,Offensive rebound by Team,46,41
160,2,6:51.0,,J. Harden misses 3-pt jump shot from 26 ft,46,41
161,2,6:49.0,Defensive rebound by T. Hardaway,,46,41
162,2,6:32.0,Shooting foul by J. Harden (drawn by T. Hardaway),,46,41
163,2,6:32.0,T. Hardaway makes free throw 1 of 3,,47,41
164,2,6:32.0,T. Hardaway makes free throw 2 of 3,,48,41
165,2,6:32.0,T. Hardaway makes free throw 3 of 3,,49,41
166,2,6:14.0,,J. Harden makes 2-pt jump shot from 10 ft,49,43
167,2,5:57.0,T. Hardaway misses 2-pt jump shot from 17 ft,,49,43
168,2,5:54.0,,Defensive rebound by C. Capela,49,43
169,2,5:54.0,,Personal foul by K. O'Quinn (drawn by J. Harden),49,43
170,2,5:54.0,W. Hernangómez enters the game for K. O'Quinn,,49,43
171,2,5:45.0,,E. Gordon misses 3-pt jump shot from 28 ft,49,43
172,2,5:42.0,Defensive rebound by M. Beasley,,49,43
173,2,5:27.0,Turnover by T. Hardaway (bad pass),,49,43
174,2,5:27.0,,L. Mbah a Moute enters the game for T. Ariza,49,43
175,2,5:27.0,,C. Paul enters the game for E. Gordon,49,43
176,2,5:17.0,,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by J. Harden),49,46
177,2,4:54.0,Turnover by C. Lee (lost ball; steal by P. Tucker),,49,46
178,2,4:48.0,,Shooting foul by W. Hernangómez (drawn by C. Capela),49,46
179,2,4:48.0,,C. Capela makes free throw 1 of 2,49,47
180,2,4:48.0,,C. Capela makes free throw 2 of 2,49,48
181,2,4:27.0,M. Beasley makes 2-pt layup from 1 ft (assist by J. Jack),,51,48
182,2,4:17.0,,C. Paul misses 3-pt jump shot from 26 ft,51,48
183,2,4:13.0,Defensive rebound by M. Beasley,,51,48
184,2,3:54.0,M. Beasley misses 2-pt jump shot from 13 ft,,51,48
185,2,3:52.0,,Defensive rebound by C. Capela,51,48
186,2,3:48.0,,P. Tucker misses 3-pt jump shot from 23 ft,51,48
187,2,3:43.0,Defensive rebound by M. Beasley,,51,48
188,2,3:35.0,W. Hernangómez misses 2-pt jump shot from 9 ft,,51,48
189,2,3:33.0,,Defensive rebound by L. Mbah a Moute,51,48
190,2,3:29.0,,Shooting foul by W. Hernangómez (drawn by J. Harden),51,48
191,2,3:29.0,,J. Harden misses free throw 1 of 2,51,48
192,2,3:29.0,,Offensive rebound by Team,51,48
193,2,3:29.0,L. Thomas enters the game for M. Beasley,,51,48
194,2,3:29.0,,J. Harden makes free throw 2 of 2,51,49
195,2,3:13.0,W. Hernangómez misses 2-pt jump shot from 2 ft (block by C. Capela),,51,49
196,2,3:10.0,,Defensive rebound by C. Paul,51,49
197,2,3:08.0,,Shooting block foul by T. Hardaway (drawn by C. Paul),51,49
198,2,3:08.0,,C. Paul makes free throw 1 of 2,51,50
199,2,3:08.0,,C. Paul makes free throw 2 of 2,51,51
200,2,2:54.0,,Houston full timeout,51,51
201,2,2:51.0,W. Hernangómez makes 2-pt jump shot from 19 ft (assist by T. Hardaway),,53,51
202,2,2:35.0,,J. Harden misses 2-pt jump shot from 8 ft,53,51
203,2,2:32.0,Defensive rebound by T. Hardaway,,53,51
204,2,2:29.0,T. Hardaway misses 2-pt layup from 1 ft,,53,51
205,2,2:27.0,,Defensive rebound by C. Capela,53,51
206,2,2:16.0,,J. Harden makes 3-pt jump shot from 28 ft (assist by C. Paul),53,54
207,2,2:00.0,J. Jack makes 2-pt jump shot from 10 ft,,55,54
208,2,1:39.0,,C. Capela misses 2-pt layup at rim,55,54
209,2,1:37.0,,Offensive rebound by P. Tucker,55,54
210,2,1:36.0,,P. Tucker makes 2-pt layup from 1 ft,55,56
211,2,1:28.0,J. Jack makes 2-pt layup from 1 ft,,57,56
212,2,1:17.0,,J. Harden makes 2-pt layup from 1 ft,57,58
213,2,0:59.0,T. Hardaway makes 2-pt jump shot from 6 ft (assist by J. Jack),,59,58
214,2,0:36.0,,C. Paul misses 3-pt jump shot from 24 ft,59,58
215,2,0:33.0,Defensive rebound by J. Jack,,59,58
216,2,0:13.0,T. Hardaway makes 2-pt layup from 7 ft,,61,58
217,2,0:00.0,,C. Paul misses 2-pt jump shot from 16 ft,61,58
218,2,0:00.0,,Offensive rebound by Team,61,58
219,3,11:45.0,,C. Paul misses 2-pt jump shot from 14 ft,61,58
220,3,11:40.0,Defensive rebound by K. O'Quinn,,61,58
221,3,11:27.0,M. Beasley misses 2-pt jump shot from 14 ft,,61,58
222,3,11:24.0,,Defensive rebound by C. Capela,61,58
223,3,11:15.0,,T. Ariza misses 3-pt jump shot from 25 ft,61,58
224,3,11:12.0,Defensive rebound by K. O'Quinn,,61,58
225,3,10:58.0,Turnover by M. Beasley (bad pass; steal by P. Tucker),,61,58
226,3,10:55.0,,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),61,60
227,3,10:35.0,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by C. Lee),,63,60
228,3,10:22.0,,J. Harden makes 3-pt jump shot from 28 ft (assist by C. Paul),63,63
229,3,9:57.0,K. O'Quinn misses 2-pt layup from 2 ft (block by C. Capela),,63,63
230,3,9:55.0,,Defensive rebound by P. Tucker,63,63
231,3,9:49.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by P. Tucker),63,66
232,3,9:25.0,C. Lee misses 3-pt jump shot from 23 ft,,63,66
233,3,9:23.0,,Defensive rebound by C. Capela,63,66
234,3,9:19.0,,Houston full timeout,63,66
235,3,9:07.0,,C. Capela misses 2-pt layup at rim (block by K. O'Quinn),63,66
236,3,9:04.0,,Offensive rebound by C. Capela,63,66
237,3,9:01.0,,J. Harden misses 3-pt jump shot from 26 ft,63,66
238,3,8:57.0,,Offensive rebound by C. Capela,63,66
239,3,8:55.0,,T. Ariza misses 3-pt jump shot from 25 ft,63,66
240,3,8:50.0,Defensive rebound by C. Lee,,63,66
241,3,8:40.0,Turnover by M. Beasley (lost ball; steal by J. Harden),,63,66
242,3,8:37.0,,T. Ariza makes 2-pt dunk from 2 ft (assist by J. Harden),63,68
243,3,8:16.0,C. Lee misses 3-pt jump shot from 25 ft,,63,68
244,3,8:12.0,,Defensive rebound by C. Capela,63,68
245,3,8:05.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by C. Paul),63,71
246,3,8:04.0,New York full timeout,,63,71
247,3,7:44.0,T. Hardaway misses 2-pt layup from 3 ft (block by C. Capela),,63,71
248,3,7:39.0,Offensive rebound by K. O'Quinn,,63,71
249,3,7:37.0,K. O'Quinn makes 2-pt layup at rim,,65,71
250,3,7:29.0,,J. Harden makes 3-pt jump shot from 27 ft (assist by C. Paul),65,74
251,3,7:09.0,J. Jack misses 2-pt jump shot from 12 ft,,65,74
252,3,7:05.0,Offensive rebound by M. Beasley,,65,74
253,3,7:02.0,M. Beasley makes 2-pt jump shot from 6 ft,,67,74
254,3,6:53.0,,J. Harden misses 2-pt jump shot from 11 ft,67,74
255,3,6:49.0,Defensive rebound by T. Hardaway,,67,74
256,3,6:45.0,T. Hardaway misses 2-pt layup from 3 ft,,67,74
257,3,6:44.0,,Defensive rebound by C. Capela,67,74
258,3,6:37.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by C. Capela),67,77
259,3,6:11.0,Turnover by M. Beasley (lost ball; steal by P. Tucker),,67,77
260,3,6:11.0,,Personal foul by J. Jack (drawn by C. Paul),67,77
261,3,6:11.0,,E. Gordon enters the game for C. Paul,67,77
262,3,6:11.0,F. Ntilikina enters the game for J. Jack,,67,77
263,3,6:06.0,,Shooting foul by C. Lee (drawn by J. Harden),67,77
264,3,6:06.0,,J. Harden misses free throw 1 of 2,67,77
265,3,6:06.0,,Offensive rebound by Team,67,77
266,3,6:06.0,,J. Harden makes free throw 2 of 2,67,78
267,3,5:49.0,Turnover by T. Hardaway (bad pass; steal by E. Gordon),,67,78
268,3,5:32.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),67,80
269,3,5:12.0,M. Beasley makes 2-pt layup from 1 ft (assist by T. Hardaway),,69,80
270,3,4:57.0,,E. Gordon misses 2-pt jump shot from 9 ft (block by M. Beasley),69,80
271,3,4:53.0,Defensive rebound by K. O'Quinn,,69,80
272,3,4:50.0,C. Lee misses 3-pt jump shot from 22 ft,,69,80
273,3,4:50.0,Offensive rebound by Team,,69,80
274,3,4:49.0,,R. Anderson enters the game for T. Ariza,69,80
275,3,4:49.0,,L. Mbah a Moute enters the game for P. Tucker,69,80
276,3,4:49.0,D. McDermott enters the game for T. Hardaway,,69,80
277,3,4:49.0,W. Hernangómez enters the game for K. O'Quinn,,69,80
278,3,4:34.0,F. Ntilikina misses 2-pt layup from 1 ft,,69,80
279,3,4:34.0,Offensive rebound by Team,,69,80
280,3,4:28.0,Turnover by D. McDermott (lost ball; steal by J. Harden),,69,80
281,3,4:24.0,,J. Harden makes 2-pt layup at rim,69,82
282,3,4:02.0,M. Beasley misses 2-pt layup from 2 ft,,69,82
283,3,3:59.0,,Defensive rebound by R. Anderson,69,82
284,3,3:58.0,Technical foul by D. McDermott,,69,82
285,3,3:58.0,,C. Capela makes free throw 1 of 2,69,83
286,3,3:58.0,,C. Capela misses free throw 2 of 2,69,83
287,3,3:58.0,,Offensive rebound by Team,69,83
288,3,3:58.0,,N. Hilário enters the game for C. Capela,69,83
289,3,3:58.0,L. Thomas enters the game for M. Beasley,,69,83
290,3,3:53.0,,Shooting foul by C. Lee (drawn by N. Hilário),69,83
291,3,3:53.0,,N. Hilário makes free throw 1 of 2,69,84
292,3,3:53.0,,N. Hilário makes free throw 2 of 2,69,85
293,3,3:29.0,W. Hernangómez misses 3-pt jump shot from 26 ft,,69,85
294,3,3:27.0,,Defensive rebound by L. Mbah a Moute,69,85
295,3,3:18.0,,J. Harden makes 2-pt jump shot from 15 ft,69,87
296,3,3:00.0,Personal foul by N. Hilário (drawn by W. Hernangómez),,69,87
297,3,2:45.0,C. Lee misses 3-pt jump shot from 26 ft,,69,87
298,3,2:42.0,,Defensive rebound by R. Anderson,69,87
299,3,2:37.0,,E. Gordon misses 2-pt jump shot from 21 ft,69,87
300,3,2:33.0,Defensive rebound by W. Hernangómez,,69,87
301,3,2:24.0,C. Lee makes 2-pt jump shot from 5 ft (assist by W. Hernangómez),,71,87
302,3,2:00.0,,L. Mbah a Moute misses 2-pt jump shot from 21 ft,71,87
303,3,1:57.0,,Offensive rebound by N. Hilário,71,87
304,3,1:55.0,,Shooting foul by D. McDermott (drawn by J. Harden),71,87
305,3,1:55.0,,J. Harden makes free throw 1 of 3,71,88
306,3,1:55.0,,J. Harden makes free throw 2 of 3,71,89
307,3,1:55.0,D. Dotson enters the game for C. Lee,,71,89
308,3,1:55.0,,J. Harden makes free throw 3 of 3,71,90
309,3,1:39.0,F. Ntilikina misses 2-pt jump shot from 14 ft,,71,90
310,3,1:36.0,Offensive rebound by D. McDermott,,71,90
311,3,1:34.0,D. McDermott misses 2-pt jump shot from 9 ft (block by L. Mbah a Moute),,71,90
312,3,1:31.0,,Defensive rebound by J. Harden,71,90
313,3,1:30.0,Violation by F. Ntilikina (kicked ball),,71,90
314,3,1:30.0,,C. Paul enters the game for J. Harden,71,90
315,3,1:22.0,,E. Gordon misses 3-pt jump shot from 28 ft,71,90
316,3,1:14.0,Defensive rebound by W. Hernangómez,,71,90
317,3,1:03.0,W. Hernangómez misses 2-pt layup from 2 ft,,71,90
318,3,1:00.0,,Defensive rebound by R. Anderson,71,90
319,3,0:57.0,,N. Hilário makes 2-pt dunk from 1 ft (assist by C. Paul),71,92
320,3,0:34.0,L. Thomas makes 3-pt jump shot from 23 ft (assist by W. Hernangómez),,74,92
321,3,0:29.0,,C. Paul misses 3-pt jump shot from 26 ft,74,92
322,3,0:28.0,Defensive rebound by Team,,74,92
323,3,0:08.0,W. Hernangómez misses 2-pt jump shot from 17 ft,,74,92
324,3,0:06.0,,Defensive rebound by L. Mbah a Moute,74,92
325,3,0:01.0,,R. Anderson makes 3-pt jump shot from 28 ft (assist by C. Paul),74,95
326,3,0:00.0,F. Ntilikina misses 3-pt jump shot from 80 ft,,74,95
327,3,0:00.0,Offensive rebound by Team,,74,95
328,4,11:43.0,Shooting foul by L. Mbah a Moute (drawn by K. O'Quinn),,74,95
329,4,11:43.0,K. O'Quinn misses free throw 1 of 2,,74,95
330,4,11:43.0,Offensive rebound by Team,,74,95
331,4,11:43.0,K. O'Quinn makes free throw 2 of 2,,75,95
332,4,11:32.0,Loose ball foul by L. Thomas (drawn by L. Mbah a Moute),,75,95
333,4,11:21.0,,R. Anderson misses 2-pt jump shot from 17 ft,75,95
334,4,11:18.0,Defensive rebound by D. McDermott,,75,95
335,4,11:09.0,D. Dotson misses 2-pt jump shot from 22 ft,,75,95
336,4,11:04.0,,Defensive rebound by C. Paul,75,95
337,4,11:04.0,,Personal foul by F. Ntilikina (drawn by C. Paul),75,95
338,4,11:04.0,T. Hardaway enters the game for D. McDermott,,75,95
339,4,10:52.0,,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by E. Gordon),75,98
340,4,10:36.0,F. Ntilikina makes 2-pt jump shot from 20 ft,,77,98
341,4,10:26.0,Violation by F. Ntilikina (kicked ball),,77,98
342,4,10:26.0,,T. Ariza enters the game for L. Mbah a Moute,77,98
343,4,10:20.0,,N. Hilário makes 2-pt layup from 1 ft (assist by C. Paul),77,100
344,4,10:04.0,K. O'Quinn misses 2-pt jump shot from 4 ft (block by R. Anderson),,77,100
345,4,9:58.0,Offensive rebound by K. O'Quinn,,77,100
346,4,9:58.0,K. O'Quinn makes 2-pt layup from 1 ft,,79,100
347,4,9:48.0,,N. Hilário makes 2-pt layup from 2 ft (assist by C. Paul),79,102
348,4,9:39.0,Offensive foul by K. O'Quinn (drawn by N. Hilário),,79,102
349,4,9:39.0,Turnover by K. O'Quinn (offensive foul),,79,102
350,4,9:39.0,M. Beasley enters the game for L. Thomas,,79,102
351,4,9:39.0,J. Jack enters the game for F. Ntilikina,,79,102
352,4,9:29.0,,R. Anderson misses 3-pt jump shot from 26 ft,79,102
353,4,9:29.0,Defensive rebound by Team,,79,102
354,4,9:05.0,M. Beasley misses 2-pt jump shot from 21 ft,,79,102
355,4,9:01.0,,Defensive rebound by N. Hilário,79,102
356,4,8:52.0,,Turnover by E. Gordon (lost ball; steal by T. Hardaway),79,102
357,4,8:43.0,D. Dotson makes 2-pt jump shot from 18 ft (assist by T. Hardaway),,81,102
358,4,8:32.0,,T. Ariza misses 3-pt jump shot from 24 ft,81,102
359,4,8:28.0,Defensive rebound by K. O'Quinn,,81,102
360,4,8:23.0,M. Beasley misses 2-pt jump shot from 5 ft (block by N. Hilário),,81,102
361,4,8:23.0,Offensive rebound by Team,,81,102
362,4,8:23.0,,J. Harden enters the game for C. Paul,81,102
363,4,8:15.0,K. O'Quinn makes 2-pt hook shot from 13 ft,,83,102
364,4,8:01.0,,J. Harden misses 2-pt jump shot from 14 ft,83,102
365,4,7:58.0,Defensive rebound by K. O'Quinn,,83,102
366,4,7:47.0,J. Jack makes 2-pt layup from 3 ft (assist by K. O'Quinn),,85,102
367,4,7:35.0,,E. Gordon misses 3-pt jump shot from 26 ft,85,102
368,4,7:34.0,,Offensive rebound by N. Hilário,85,102
369,4,7:31.0,,T. Black enters the game for N. Hilário,85,102
370,4,7:25.0,,E. Gordon misses 2-pt jump shot from 7 ft,85,102
371,4,7:22.0,,Offensive rebound by T. Ariza,85,102
372,4,7:14.0,,J. Harden misses 3-pt jump shot from 25 ft,85,102
373,4,7:11.0,Defensive rebound by K. O'Quinn,,85,102
374,4,7:02.0,J. Jack makes 2-pt layup from 2 ft (assist by K. O'Quinn),,87,102
375,4,7:02.0,,Houston full timeout,87,102
376,4,7:02.0,,P. Tucker enters the game for R. Anderson,87,102
377,4,7:02.0,,C. Paul enters the game for E. Gordon,87,102
378,4,6:44.0,,J. Harden misses 3-pt jump shot from 27 ft,87,102
379,4,6:42.0,Defensive rebound by J. Jack,,87,102
