,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PORTLAND_ACTION,WASHINGTON_SCORE,PORTLAND_SCORE
46,1,5:25.0,,Shooting foul by M. Gortat (drawn by J. Nurkić),12,14
47,1,5:25.0,,P. Connaughton enters the game for M. Harkless,12,14
48,1,5:25.0,,E. Turner enters the game for C. McCollum,12,14
49,1,5:25.0,,J. Nurkić makes free throw 1 of 1,12,15
50,1,5:14.0,Shooting foul by E. Turner (drawn by B. Beal),,12,15
51,1,5:14.0,B. Beal makes free throw 1 of 2,,13,15
52,1,5:14.0,B. Beal makes free throw 2 of 2,,14,15
53,1,4:54.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),14,18
54,1,4:38.0,M. Gortat misses 2-pt hook shot from 5 ft,,14,18
55,1,4:35.0,,Defensive rebound by J. Nurkić,14,18
56,1,4:28.0,,P. Connaughton misses 2-pt layup from 2 ft,14,18
57,1,4:25.0,Defensive rebound by M. Gortat,,14,18
58,1,4:13.0,Personal foul by P. Connaughton (drawn by O. Porter),,14,18
59,1,4:13.0,,N. Vonleh enters the game for A. Aminu,14,18
60,1,4:13.0,,E. Davis enters the game for J. Nurkić,14,18
61,1,4:13.0,I. Mahinmi enters the game for M. Gortat,,14,18
62,1,3:59.0,T. Frazier misses 3-pt jump shot from 26 ft,,14,18
63,1,3:56.0,,Defensive rebound by N. Vonleh,14,18
64,1,3:45.0,,E. Davis misses 2-pt layup from 4 ft (block by M. Morris),14,18
65,1,3:42.0,Defensive rebound by M. Morris,,14,18
66,1,3:39.0,I. Mahinmi misses 2-pt layup from 2 ft,,14,18
67,1,3:36.0,,Defensive rebound by E. Davis,14,18
68,1,3:31.0,,D. Lillard misses 2-pt layup from 9 ft,14,18
69,1,3:31.0,Defensive rebound by M. Morris,,14,18
70,1,3:21.0,O. Porter misses 2-pt layup from 13 ft,,14,18
71,1,3:21.0,,Defensive rebound by E. Turner,14,18
72,1,3:15.0,,D. Lillard misses 2-pt layup from 2 ft,14,18
73,1,3:15.0,,Offensive rebound by N. Vonleh,14,18
74,1,3:13.0,,N. Vonleh misses 2-pt layup at rim,14,18
75,1,3:13.0,Defensive rebound by Team,,14,18
76,1,3:13.0,Washington full timeout,,14,18
77,1,3:13.0,M. Scott enters the game for M. Morris,,14,18
78,1,3:13.0,K. Oubre enters the game for O. Porter,,14,18
79,1,3:01.0,B. Beal misses 2-pt jump shot from 18 ft,,14,18
80,1,2:58.0,Offensive rebound by T. Frazier,,14,18
81,1,2:55.0,B. Beal makes 2-pt jump shot from 1 ft,,16,18
82,1,2:32.0,,Turnover by D. Lillard (lost ball; steal by K. Oubre),16,18
83,1,2:26.0,B. Beal makes 2-pt jump shot from 11 ft,,18,18
84,1,2:13.0,,Turnover by E. Turner (bad pass; steal by M. Scott),18,18
85,1,2:09.0,Turnover by M. Scott (out of bounds lost ball),,18,18
86,1,2:09.0,T. Satoranský enters the game for T. Frazier,,18,18
87,1,2:09.0,,C. McCollum enters the game for D. Lillard,18,18
88,1,1:55.0,,E. Turner makes 2-pt jump shot from 10 ft,18,20
89,1,1:45.0,M. Scott makes 2-pt jump shot from 18 ft (assist by B. Beal),,20,20
90,1,1:34.0,,P. Connaughton misses 3-pt jump shot from 25 ft,20,20
91,1,1:32.0,Defensive rebound by M. Scott,,20,20
92,1,1:16.0,B. Beal misses 3-pt jump shot from 28 ft,,20,20
93,1,1:10.0,,Defensive rebound by C. McCollum,20,20
94,1,1:06.0,,N. Vonleh misses 2-pt layup from 6 ft,20,20
95,1,1:06.0,,Offensive rebound by Team,20,20
96,1,1:03.0,,C. McCollum makes 2-pt jump shot from 16 ft (assist by E. Turner),20,22
97,1,0:49.0,M. Scott makes 2-pt hook shot from 9 ft,,22,22
98,1,0:29.0,,C. McCollum misses 2-pt jump shot from 16 ft,22,22
99,1,0:26.0,Defensive rebound by M. Scott,,22,22
100,1,0:05.0,T. Satoranský makes 2-pt jump shot from 7 ft,,24,22
101,1,0:00.0,,E. Turner misses 2-pt jump shot from 15 ft,24,22
102,1,0:00.0,,Offensive rebound by Team,24,22
103,2,11:36.0,,C. McCollum misses 2-pt jump shot from 21 ft,24,22
104,2,11:36.0,,Offensive rebound by Team,24,22
105,2,11:36.0,,Turnover by Team (shot clock),24,22
106,2,11:22.0,K. Oubre makes 2-pt layup from 1 ft,,26,22
107,2,11:02.0,,P. Connaughton misses 3-pt jump shot from 25 ft,26,22
108,2,10:59.0,Defensive rebound by I. Mahinmi,,26,22
109,2,10:37.0,M. Scott makes 2-pt layup from 2 ft (assist by T. Satoranský),,28,22
110,2,10:36.0,,Portland full timeout,28,22
111,2,10:36.0,,S. Napier enters the game for P. Connaughton,28,22
112,2,10:21.0,,C. McCollum misses 2-pt jump shot from 16 ft,28,22
113,2,10:19.0,Defensive rebound by Team,,28,22
114,2,10:05.0,Personal foul by N. Vonleh (drawn by I. Mahinmi),,28,22
115,2,10:05.0,Personal foul by C. McCollum (drawn by T. Satoranský),,28,22
116,2,10:05.0,J. Meeks makes free throw 1 of 1,,29,22
117,2,9:52.0,T. Satoranský misses 3-pt jump shot from 26 ft,,29,22
118,2,9:48.0,,Defensive rebound by C. McCollum,29,22
119,2,9:40.0,,Turnover by E. Turner (bad pass; steal by I. Mahinmi),29,22
120,2,9:32.0,K. Oubre makes 2-pt jump shot from 16 ft,,31,22
121,2,9:11.0,,Turnover by S. Napier (lost ball; steal by I. Mahinmi),31,22
122,2,9:01.0,Turnover by K. Oubre (bad pass),,31,22
123,2,9:01.0,,D. Lillard enters the game for E. Turner,31,22
124,2,9:01.0,,J. Nurkić enters the game for C. McCollum,31,22
125,2,9:01.0,,P. Connaughton enters the game for E. Davis,31,22
126,2,8:40.0,,J. Nurkić misses 2-pt jump shot from 6 ft,31,22
127,2,8:37.0,Defensive rebound by M. Scott,,31,22
128,2,8:36.0,Turnover by J. Meeks (bad pass),,31,22
129,2,8:20.0,,N. Vonleh makes 2-pt jump shot from 17 ft (assist by J. Nurkić),31,24
130,2,8:20.0,,Away from play foul by I. Mahinmi (drawn by J. Nurkić),31,24
131,2,8:20.0,Turnover by I. Mahinmi (turnover),,31,24
132,2,8:20.0,,A. Aminu enters the game for N. Vonleh,31,24
133,2,8:20.0,,J. Nurkić makes free throw 1 of 1,31,25
134,2,8:07.0,M. Scott makes 2-pt jump shot from 17 ft,,33,25
135,2,7:55.0,,Def 3 sec tech foul by M. Scott,33,25
136,2,7:55.0,,D. Lillard makes technical free throw,33,26
137,2,7:55.0,M. Morris enters the game for M. Scott,,33,26
138,2,7:41.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by P. Connaughton),33,29
139,2,7:25.0,K. Oubre misses 2-pt jump shot from 10 ft,,33,29
140,2,7:21.0,Offensive rebound by I. Mahinmi,,33,29
141,2,7:17.0,M. Morris misses 3-pt jump shot from 23 ft,,33,29
142,2,7:17.0,,Defensive rebound by J. Nurkić,33,29
143,2,7:05.0,,Personal foul by M. Morris (drawn by A. Aminu),33,29
144,2,7:05.0,B. Beal enters the game for J. Meeks,,33,29
145,2,6:56.0,,J. Nurkić misses 2-pt jump shot from 2 ft,33,29
146,2,6:56.0,,Offensive rebound by Team,33,29
147,2,6:56.0,Loose ball foul by I. Mahinmi (drawn by J. Nurkić),,33,29
148,2,6:56.0,,J. Nurkić makes free throw 2 of 2,33,30
149,2,6:56.0,,J. Nurkić misses free throw 1 of 2,33,30
150,2,6:56.0,,Offensive rebound by Team,33,30
151,2,6:41.0,B. Beal makes 2-pt jump shot from 16 ft,,35,30
152,2,6:32.0,,D. Lillard misses 3-pt jump shot from 26 ft,35,30
153,2,6:32.0,,Offensive rebound by P. Connaughton,35,30
154,2,6:25.0,,P. Connaughton misses 3-pt jump shot from 22 ft,35,30
155,2,6:23.0,Defensive rebound by T. Satoranský,,35,30
156,2,6:18.0,B. Beal makes 2-pt jump shot from 2 ft,,37,30
157,2,5:57.0,,D. Lillard misses 2-pt layup at rim (block by M. Morris),37,30
158,2,5:52.0,,Offensive rebound by D. Lillard,37,30
159,2,5:51.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by D. Lillard),37,33
160,2,5:49.0,Washington full timeout,,37,33
161,2,5:49.0,,M. Harkless enters the game for S. Napier,37,33
162,2,5:49.0,M. Gortat enters the game for I. Mahinmi,,37,33
163,2,5:35.0,M. Gortat misses 2-pt jump shot from 11 ft,,37,33
164,2,5:32.0,,Defensive rebound by D. Lillard,37,33
165,2,5:26.0,,Turnover by D. Lillard (bad pass; steal by M. Gortat),37,33
166,2,5:21.0,K. Oubre makes 3-pt jump shot from 22 ft (assist by B. Beal),,40,33
167,2,5:07.0,,Turnover by P. Connaughton (bad pass; steal by K. Oubre),40,33
168,2,5:03.0,K. Oubre makes 2-pt layup from 2 ft (assist by T. Satoranský),,42,33
169,2,4:42.0,,Turnover by P. Connaughton (bad pass; steal by K. Oubre),42,33
170,2,4:36.0,B. Beal misses 2-pt jump shot from 18 ft,,42,33
171,2,4:32.0,,Defensive rebound by D. Lillard,42,33
172,2,4:26.0,,Personal foul by T. Satoranský (drawn by D. Lillard),42,33
173,2,4:26.0,,C. McCollum enters the game for P. Connaughton,42,33
174,2,4:26.0,T. Frazier enters the game for T. Satoranský,,42,33
175,2,4:20.0,,J. Nurkić misses 2-pt layup from 4 ft (block by M. Morris),42,33
176,2,4:17.0,,Offensive rebound by J. Nurkić,42,33
177,2,4:17.0,,Personal foul by M. Gortat (drawn by J. Nurkić),42,33
178,2,4:17.0,,J. Nurkić makes free throw 1 of 2,42,34
179,2,4:17.0,,J. Nurkić makes free throw 2 of 2,42,35
180,2,4:08.0,M. Morris misses 2-pt dunk from 1 ft (block by J. Nurkić),,42,35
181,2,4:01.0,,Defensive rebound by A. Aminu,42,35
182,2,3:58.0,,Turnover by J. Nurkić (lost ball; steal by M. Gortat),42,35
183,2,3:50.0,B. Beal misses 2-pt jump shot from 17 ft,,42,35
184,2,3:47.0,,Defensive rebound by D. Lillard,42,35
185,2,3:38.0,Offensive charge foul by J. Nurkić (drawn by M. Gortat),,42,35
186,2,3:38.0,,Turnover by J. Nurkić (offensive foul),42,35
187,2,3:38.0,O. Porter enters the game for K. Oubre,,42,35
188,2,3:22.0,T. Frazier makes 2-pt jump shot from 19 ft (assist by M. Gortat),,44,35
189,2,3:04.0,,D. Lillard makes 2-pt layup at rim,44,37
190,2,2:42.0,M. Morris misses 2-pt layup from 1 ft (block by J. Nurkić),,44,37
191,2,2:41.0,,Defensive rebound by A. Aminu,44,37
192,2,2:18.0,,Turnover by M. Harkless (bad pass; steal by T. Frazier),44,37
193,2,2:00.0,B. Beal misses 2-pt jump shot from 11 ft,,44,37
194,2,1:55.0,,Defensive rebound by C. McCollum,44,37
195,2,1:48.0,,J. Nurkić misses 2-pt jump shot from 10 ft,44,37
196,2,1:47.0,Defensive rebound by M. Morris,,44,37
197,2,1:32.0,M. Morris misses 2-pt jump shot from 16 ft,,44,37
198,2,1:28.0,Offensive rebound by O. Porter,,44,37
199,2,1:19.0,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Frazier),,47,37
200,2,0:59.0,,C. McCollum misses 3-pt jump shot from 26 ft,47,37
201,2,0:58.0,Defensive rebound by O. Porter,,47,37
202,2,0:42.0,B. Beal misses 3-pt jump shot from 26 ft,,47,37
203,2,0:39.0,,Defensive rebound by J. Nurkić,47,37
204,2,0:30.0,,Turnover by D. Lillard (bad pass; steal by T. Frazier),47,37
205,2,0:30.0,,Loose ball foul by J. Nurkić (drawn by T. Frazier),47,37
206,2,0:30.0,,E. Turner enters the game for C. McCollum,47,37
207,2,0:30.0,,S. Napier enters the game for M. Harkless,47,37
208,2,0:17.0,Shooting foul by A. Aminu (drawn by M. Gortat),,47,37
209,2,0:17.0,M. Gortat makes free throw 1 of 2,,48,37
210,2,0:17.0,,C. McCollum enters the game for E. Turner,48,37
211,2,0:17.0,M. Gortat makes free throw 2 of 2,,49,37
212,2,0:01.0,,Turnover by A. Aminu (lost ball; steal by M. Morris),49,37
213,2,0:00.0,T. Frazier makes 2-pt layup from 2 ft (assist by M. Morris),,51,37
214,3,11:40.0,,Shooting foul by M. Morris (drawn by E. Turner),51,37
215,3,11:40.0,,E. Turner makes free throw 1 of 2,51,38
216,3,11:40.0,,E. Turner misses free throw 2 of 2,51,38
217,3,11:37.0,Defensive rebound by M. Gortat,,51,38
218,3,11:18.0,M. Morris makes 3-pt jump shot from 24 ft (assist by M. Gortat),,54,38
219,3,10:51.0,,J. Nurkić misses 2-pt jump shot from 13 ft,54,38
220,3,10:48.0,Defensive rebound by M. Gortat,,54,38
221,3,10:29.0,B. Beal makes 2-pt layup from 1 ft,,56,38
222,3,10:09.0,,A. Aminu misses 2-pt jump shot from 9 ft,56,38
223,3,10:06.0,Defensive rebound by M. Gortat,,56,38
224,3,9:53.0,T. Frazier misses 2-pt jump shot from 15 ft,,56,38
225,3,9:49.0,,Defensive rebound by J. Nurkić,56,38
226,3,9:44.0,,D. Lillard misses 3-pt jump shot from 26 ft,56,38
227,3,9:44.0,Defensive rebound by T. Frazier,,56,38
228,3,9:31.0,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Gortat),,59,38
229,3,9:30.0,,Portland full timeout,59,38
230,3,9:16.0,,C. McCollum misses 2-pt jump shot from 8 ft,59,38
231,3,9:14.0,Defensive rebound by O. Porter,,59,38
232,3,8:53.0,B. Beal makes 2-pt jump shot from 19 ft (assist by M. Gortat),,61,38
233,3,8:40.0,,J. Nurkić makes 2-pt hook shot from 4 ft (assist by D. Lillard),61,40
234,3,8:40.0,,Shooting foul by O. Porter (drawn by J. Nurkić),61,40
235,3,8:40.0,,J. Nurkić misses free throw 1 of 1,61,40
236,3,8:38.0,Defensive rebound by O. Porter,,61,40
237,3,8:19.0,M. Gortat misses 2-pt hook shot from 8 ft (block by J. Nurkić),,61,40
238,3,8:16.0,,Defensive rebound by D. Lillard,61,40
239,3,8:11.0,,D. Lillard misses 2-pt jump shot from 13 ft,61,40
240,3,8:11.0,Defensive rebound by Team,,61,40
241,3,8:11.0,,Loose ball foul by J. Nurkić (drawn by M. Gortat),61,40
242,3,7:56.0,T. Frazier misses 2-pt jump shot from 12 ft,,61,40
243,3,7:52.0,Offensive rebound by B. Beal,,61,40
244,3,7:48.0,Personal foul by D. Lillard (drawn by T. Frazier),,61,40
245,3,7:41.0,B. Beal misses 2-pt layup from 1 ft,,61,40
246,3,7:39.0,Offensive rebound by M. Gortat,,61,40
247,3,7:37.0,Turnover by M. Gortat (lost ball; steal by C. McCollum),,61,40
248,3,7:33.0,,Personal foul by T. Frazier (drawn by C. McCollum),61,40
249,3,7:25.0,,A. Aminu makes 3-pt jump shot from 27 ft (assist by E. Turner),61,43
250,3,7:04.0,M. Morris misses 2-pt jump shot from 9 ft,,61,43
251,3,7:01.0,,Defensive rebound by J. Nurkić,61,43
252,3,6:56.0,,D. Lillard makes 3-pt jump shot from 28 ft,61,46
253,3,6:54.0,Washington full timeout,,61,46
254,3,6:32.0,B. Beal misses 3-pt jump shot from 26 ft,,61,46
255,3,6:29.0,,Defensive rebound by C. McCollum,61,46
256,3,6:23.0,,A. Aminu makes 2-pt layup from 1 ft (assist by C. McCollum),61,48
257,3,6:07.0,Offensive foul by B. Beal (drawn by C. McCollum),,61,48
258,3,6:07.0,Turnover by B. Beal (offensive foul),,61,48
259,3,5:52.0,,A. Aminu misses 3-pt jump shot from 26 ft,61,48
260,3,5:48.0,Defensive rebound by B. Beal,,61,48
261,3,5:41.0,Personal foul by A. Aminu (drawn by M. Gortat),,61,48
262,3,5:36.0,O. Porter makes 2-pt jump shot from 15 ft (assist by M. Gortat),,63,48
263,3,5:20.0,,D. Lillard makes 3-pt jump shot from 25 ft,63,51
264,3,5:20.0,,Shooting foul by T. Frazier (drawn by D. Lillard),63,51
265,3,5:20.0,,D. Lillard makes free throw 1 of 1,63,52
266,3,5:04.0,B. Beal misses 2-pt jump shot from 13 ft,,63,52
267,3,5:00.0,,Defensive rebound by J. Nurkić,63,52
268,3,4:54.0,,D. Lillard misses 3-pt jump shot from 29 ft,63,52
269,3,4:52.0,,Offensive rebound by C. McCollum,63,52
270,3,4:52.0,,Shooting foul by M. Morris (drawn by C. McCollum),63,52
271,3,4:52.0,,C. McCollum misses free throw 1 of 2,63,52
272,3,4:52.0,,Offensive rebound by Team,63,52
273,3,4:52.0,,C. McCollum makes free throw 2 of 2,63,53
274,3,4:38.0,Shooting foul by A. Aminu (drawn by M. Morris),,63,53
275,3,4:38.0,M. Morris misses free throw 1 of 2,,63,53
276,3,4:38.0,Offensive rebound by Team,,63,53
277,3,4:38.0,,M. Leonard enters the game for C. McCollum,63,53
278,3,4:38.0,,P. Connaughton enters the game for J. Nurkić,63,53
279,3,4:38.0,M. Morris makes free throw 2 of 2,,64,53
280,3,4:26.0,,D. Lillard misses 2-pt jump shot from 10 ft,64,53
281,3,4:23.0,Defensive rebound by O. Porter,,64,53
282,3,4:02.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Frazier),,67,53
283,3,3:42.0,,E. Turner misses 2-pt jump shot from 15 ft,67,53
284,3,3:39.0,Defensive rebound by O. Porter,,67,53
285,3,3:28.0,B. Beal makes 2-pt jump shot from 12 ft,,69,53
286,3,3:02.0,,Turnover by E. Turner (lost ball; steal by T. Frazier),69,53
287,3,2:57.0,B. Beal makes 3-pt jump shot from 22 ft (assist by T. Frazier),,72,53
288,3,2:56.0,,Portland full timeout,72,53
289,3,2:56.0,,N. Vonleh enters the game for E. Turner,72,53
290,3,2:56.0,,C. McCollum enters the game for A. Aminu,72,53
291,3,2:56.0,K. Oubre enters the game for M. Gortat,,72,53
292,3,2:43.0,,C. McCollum misses 2-pt layup from 2 ft (block by O. Porter),72,53
293,3,2:43.0,,Offensive rebound by Team,72,53
294,3,2:39.0,,Personal foul by T. Frazier (drawn by M. Leonard),72,53
295,3,2:39.0,,M. Leonard makes free throw 1 of 2,72,54
296,3,2:39.0,T. Satoranský enters the game for T. Frazier,,72,54
297,3,2:39.0,,M. Leonard makes free throw 2 of 2,72,55
298,3,2:27.0,M. Morris misses 2-pt jump shot from 12 ft,,72,55
299,3,2:24.0,,Defensive rebound by N. Vonleh,72,55
300,3,2:17.0,,D. Lillard makes 2-pt layup from 3 ft,72,57
301,3,2:04.0,B. Beal makes 2-pt layup from 11 ft (assist by O. Porter),,74,57
302,3,2:04.0,Shooting foul by C. McCollum (drawn by B. Beal),,74,57
303,3,2:04.0,B. Beal makes free throw 1 of 1,,75,57
304,3,1:50.0,,M. Leonard misses 2-pt layup from 1 ft,75,57
305,3,1:47.0,Defensive rebound by O. Porter,,75,57
306,3,1:36.0,Turnover by M. Morris (traveling),,75,57
307,3,1:36.0,M. Scott enters the game for M. Morris,,75,57
308,3,1:22.0,,N. Vonleh misses 2-pt jump shot from 15 ft,75,57
309,3,1:18.0,,Offensive rebound by M. Leonard,75,57
310,3,1:12.0,,Def 3 sec tech foul by M. Scott,75,57
311,3,1:12.0,,D. Lillard makes technical free throw,75,58
312,3,1:12.0,,A. Aminu enters the game for M. Leonard,75,58
313,3,1:07.0,,D. Lillard makes 3-pt jump shot from 30 ft,75,61
314,3,0:47.0,B. Beal makes 2-pt jump shot from 21 ft,,77,61
315,3,0:36.0,,D. Lillard makes 2-pt jump shot from 22 ft,77,63
316,3,0:19.0,B. Beal makes 2-pt jump shot from 17 ft,,79,63
317,3,0:01.0,,P. Connaughton makes 3-pt jump shot from 24 ft (assist by D. Lillard),79,66
318,3,0:00.0,K. Oubre misses 3-pt jump shot from 47 ft,,79,66
319,3,0:00.0,Offensive rebound by Team,,79,66
320,4,11:40.0,B. Beal misses 3-pt jump shot from 25 ft,,79,66
321,4,11:37.0,,Defensive rebound by N. Vonleh,79,66
322,4,11:29.0,,D. Lillard makes 2-pt layup from 1 ft,79,68
323,4,11:04.0,O. Porter misses 2-pt jump shot from 9 ft,,79,68
324,4,11:01.0,,Defensive rebound by N. Vonleh,79,68
325,4,10:55.0,,D. Lillard misses 3-pt jump shot from 29 ft,79,68
326,4,10:55.0,Defensive rebound by K. Oubre,,79,68
327,4,10:53.0,Personal foul by A. Aminu (drawn by K. Oubre),,79,68
328,4,10:53.0,,J. Nurkić enters the game for N. Vonleh,79,68
329,4,10:53.0,I. Mahinmi enters the game for O. Porter,,79,68
330,4,10:44.0,K. Oubre misses 2-pt jump shot from 18 ft,,79,68
331,4,10:44.0,,Defensive rebound by D. Lillard,79,68
332,4,10:34.0,,C. McCollum makes 2-pt layup from 1 ft,79,70
333,4,10:11.0,B. Beal makes 2-pt jump shot from 14 ft,,81,70
334,4,9:59.0,,C. McCollum makes 2-pt layup from 1 ft (assist by D. Lillard),81,72
335,4,9:35.0,T. Satoranský misses 3-pt jump shot from 25 ft,,81,72
336,4,9:30.0,Offensive rebound by M. Scott,,81,72
337,4,9:27.0,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Scott),,84,72
338,4,9:12.0,,A. Aminu misses 3-pt jump shot from 26 ft,84,72
339,4,9:10.0,Defensive rebound by T. Satoranský,,84,72
340,4,9:04.0,Personal foul by D. Lillard (drawn by B. Beal),,84,72
341,4,9:04.0,,N. Vonleh enters the game for A. Aminu,84,72
342,4,8:54.0,B. Beal misses 2-pt layup from 1 ft,,84,72
343,4,8:52.0,,Defensive rebound by J. Nurkić,84,72
344,4,8:36.0,,C. McCollum misses 3-pt jump shot from 26 ft,84,72
345,4,8:32.0,Defensive rebound by B. Beal,,84,72
346,4,8:28.0,Shooting foul by J. Nurkić (drawn by I. Mahinmi),,84,72
347,4,8:28.0,I. Mahinmi makes free throw 1 of 2,,85,72
348,4,8:28.0,I. Mahinmi makes free throw 2 of 2,,86,72
349,4,8:12.0,,P. Connaughton misses 3-pt jump shot from 24 ft,86,72
350,4,8:09.0,Defensive rebound by I. Mahinmi,,86,72
351,4,8:00.0,B. Beal misses 3-pt jump shot from 26 ft,,86,72
352,4,7:56.0,,Defensive rebound by N. Vonleh,86,72
353,4,7:53.0,,Personal foul by I. Mahinmi (drawn by J. Nurkić),86,72
354,4,7:53.0,,S. Napier enters the game for P. Connaughton,86,72
355,4,7:47.0,,C. McCollum misses 2-pt jump shot from 19 ft,86,72
356,4,7:45.0,Defensive rebound by M. Scott,,86,72
357,4,7:29.0,B. Beal makes 2-pt jump shot from 11 ft,,88,72
358,4,7:27.0,,Portland full timeout,88,72
359,4,7:07.0,,D. Lillard misses 2-pt layup from 5 ft (block by M. Scott),88,72
360,4,7:05.0,Defensive rebound by M. Scott,,88,72
361,4,6:47.0,B. Beal misses 3-pt jump shot from 24 ft,,88,72
362,4,6:44.0,Offensive rebound by M. Scott,,88,72
363,4,6:41.0,M. Scott makes 2-pt layup from 1 ft,,90,72
364,4,6:29.0,,J. Nurkić makes 2-pt jump shot from 12 ft (assist by D. Lillard),90,74
365,4,6:29.0,,Shooting foul by M. Scott (drawn by J. Nurkić),90,74
366,4,6:29.0,,J. Nurkić misses free throw 1 of 1,90,74
367,4,6:28.0,Defensive rebound by T. Satoranský,,90,74
368,4,6:28.0,Personal take foul by C. McCollum (drawn by T. Satoranský),,90,74
369,4,6:28.0,,E. Davis enters the game for N. Vonleh,90,74
370,4,6:28.0,,A. Aminu enters the game for J. Nurkić,90,74
371,4,6:15.0,Shooting foul by C. McCollum (drawn by B. Beal),,90,74
372,4,6:15.0,B. Beal makes free throw 1 of 2,,91,74
373,4,6:15.0,,P. Connaughton enters the game for C. McCollum,91,74
374,4,6:15.0,B. Beal misses free throw 2 of 2,,91,74
375,4,6:14.0,,Defensive rebound by Team,91,74
376,4,6:04.0,,D. Lillard makes 2-pt layup from 1 ft,91,76
377,4,5:46.0,I. Mahinmi misses 2-pt jump shot from 18 ft,,91,76
378,4,5:44.0,Offensive rebound by I. Mahinmi,,91,76
379,4,5:36.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,94,76
380,4,5:23.0,,D. Lillard misses 3-pt jump shot from 25 ft,94,76
381,4,5:21.0,Defensive rebound by T. Satoranský,,94,76
382,4,5:02.0,T. Satoranský makes 3-pt jump shot from 22 ft (assist by K. Oubre),,97,76
383,4,4:47.0,,Personal foul by T. Satoranský (drawn by S. Napier),97,76
