,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,ATLANTA_ACTION,SACRAMENTO_SCORE,ATLANTA_SCORE
48,1,4:51.0,,Defensive rebound by E. İlyasova,10,20
49,1,4:39.0,,Turnover by J. Collins (lost ball; steal by G. Temple),10,20
50,1,4:30.0,Shooting foul by J. Collins (drawn by W. Cauley-Stein),,10,20
51,1,4:30.0,W. Cauley-Stein makes free throw 1 of 2,,11,20
52,1,4:30.0,,M. Delaney enters the game for T. Prince,11,20
53,1,4:30.0,J. Jackson enters the game for Z. Randolph,,11,20
54,1,4:30.0,W. Cauley-Stein makes free throw 2 of 2,,12,20
55,1,4:16.0,,M. Belinelli misses 2-pt jump shot from 22 ft,12,20
56,1,4:12.0,Defensive rebound by J. Jackson,,12,20
57,1,4:01.0,W. Cauley-Stein misses 2-pt jump shot from 9 ft,,12,20
58,1,3:57.0,,Defensive rebound by E. İlyasova,12,20
59,1,3:48.0,,Shooting foul by G. Temple (drawn by E. İlyasova),12,20
60,1,3:48.0,,E. İlyasova makes free throw 1 of 2,12,21
61,1,3:48.0,,I. Taylor enters the game for D. Schröder,12,21
62,1,3:48.0,M. Richardson enters the game for B. Bogdanović,,12,21
63,1,3:48.0,,E. İlyasova misses free throw 2 of 2,12,21
64,1,3:44.0,Defensive rebound by W. Cauley-Stein,,12,21
65,1,3:27.0,G. Hill misses 2-pt jump shot from 10 ft,,12,21
66,1,3:23.0,,Defensive rebound by E. İlyasova,12,21
67,1,3:12.0,,Offensive foul by M. Delaney (drawn by G. Hill),12,21
68,1,3:12.0,,Turnover by M. Delaney (offensive foul),12,21
69,1,3:12.0,K. Koufos enters the game for W. Cauley-Stein,,12,21
70,1,2:59.0,,Violation by I. Taylor (kicked ball),12,21
71,1,2:59.0,,Atlanta full timeout,12,21
72,1,2:46.0,Shooting foul by J. Collins (drawn by M. Richardson),,12,21
73,1,2:46.0,M. Richardson misses free throw 1 of 2,,12,21
74,1,2:46.0,Offensive rebound by Team,,12,21
75,1,2:46.0,B. Hield enters the game for G. Hill,,12,21
76,1,2:46.0,D. Fox enters the game for G. Temple,,12,21
77,1,2:46.0,M. Richardson makes free throw 2 of 2,,13,21
78,1,2:33.0,,I. Taylor misses 3-pt jump shot from 25 ft,13,21
79,1,2:30.0,Defensive rebound by M. Richardson,,13,21
80,1,2:22.0,M. Richardson misses 3-pt jump shot from 25 ft,,13,21
81,1,2:18.0,,Defensive rebound by J. Collins,13,21
82,1,2:09.0,,M. Delaney misses 2-pt layup from 2 ft (block by B. Hield),13,21
83,1,2:05.0,Defensive rebound by K. Koufos,,13,21
84,1,2:03.0,B. Hield misses 2-pt jump shot from 16 ft,,13,21
85,1,2:03.0,,Defensive rebound by M. Belinelli,13,21
86,1,1:42.0,,E. İlyasova misses 2-pt jump shot from 6 ft,13,21
87,1,1:42.0,,Offensive rebound by Team,13,21
88,1,1:41.0,,T. Cavanaugh enters the game for E. İlyasova,13,21
89,1,1:39.0,,Turnover by Team (shot clock),13,21
90,1,1:39.0,,L. Babbitt enters the game for J. Collins,13,21
91,1,1:27.0,D. Fox misses 2-pt jump shot from 19 ft,,13,21
92,1,1:25.0,,Defensive rebound by M. Belinelli,13,21
93,1,1:25.0,,Personal foul by B. Hield (drawn by M. Belinelli),13,21
94,1,1:08.0,,M. Delaney makes 3-pt jump shot from 26 ft (assist by I. Taylor),13,24
95,1,0:54.0,J. Jackson misses 3-pt jump shot from 23 ft,,13,24
96,1,0:53.0,Offensive rebound by Team,,13,24
97,1,0:53.0,,Loose ball foul by T. Cavanaugh (drawn by K. Koufos),13,24
98,1,0:53.0,K. Koufos makes free throw 1 of 2,,14,24
99,1,0:53.0,K. Koufos misses free throw 2 of 2,,14,24
100,1,0:51.0,,Defensive rebound by T. Cavanaugh,14,24
101,1,0:35.0,,M. Belinelli misses 3-pt jump shot from 25 ft,14,24
102,1,0:34.0,Defensive rebound by Team,,14,24
103,1,0:24.0,K. Koufos makes 2-pt layup from 1 ft (assist by M. Richardson),,16,24
104,1,0:06.0,,M. Delaney misses 3-pt jump shot from 25 ft,16,24
105,1,0:02.0,,Offensive rebound by T. Cavanaugh,16,24
106,1,0:00.0,,M. Belinelli misses 3-pt jump shot from 22 ft,16,24
107,1,0:00.0,Defensive rebound by J. Jackson,,16,24
108,2,11:39.0,J. Jackson makes 3-pt jump shot from 22 ft (assist by B. Hield),,19,24
109,2,11:21.0,,Turnover by I. Taylor (out of bounds lost ball),19,24
110,2,11:12.0,Turnover by J. Jackson (bad pass; steal by M. Delaney),,19,24
111,2,11:07.0,,M. Delaney makes 2-pt dunk from 1 ft,19,26
112,2,10:50.0,M. Richardson misses 2-pt layup from 1 ft,,19,26
113,2,10:45.0,Offensive rebound by K. Koufos,,19,26
114,2,10:45.0,K. Koufos makes 2-pt layup at rim,,21,26
115,2,10:39.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by I. Taylor),21,29
116,2,10:18.0,J. Jackson misses 3-pt jump shot from 22 ft,,21,29
117,2,10:15.0,,Defensive rebound by M. Delaney,21,29
118,2,10:05.0,,L. Babbitt makes 3-pt jump shot from 23 ft (assist by T. Cavanaugh),21,32
119,2,9:47.0,B. Hield misses 3-pt jump shot from 24 ft,,21,32
120,2,9:45.0,,Defensive rebound by I. Taylor,21,32
121,2,9:30.0,,L. Babbitt misses 2-pt layup from 2 ft (block by J. Jackson),21,32
122,2,9:25.0,Defensive rebound by B. Hield,,21,32
123,2,9:19.0,M. Richardson misses 2-pt layup from 1 ft (block by T. Cavanaugh),,21,32
124,2,9:15.0,Offensive rebound by M. Richardson,,21,32
125,2,9:15.0,M. Richardson misses 2-pt layup from 1 ft (block by L. Babbitt),,21,32
126,2,9:15.0,,Defensive rebound by T. Cavanaugh,21,32
127,2,9:15.0,,Personal foul by B. Hield (drawn by M. Delaney),21,32
128,2,9:15.0,,D. Dedmon enters the game for M. Delaney,21,32
129,2,9:15.0,,K. Bazemore enters the game for T. Cavanaugh,21,32
130,2,9:01.0,,L. Babbitt makes 3-pt jump shot from 26 ft (assist by M. Belinelli),21,35
131,2,8:49.0,J. Jackson misses 3-pt jump shot from 25 ft,,21,35
132,2,8:47.0,,Defensive rebound by K. Bazemore,21,35
133,2,8:38.0,,Turnover by K. Bazemore (bad pass; steal by B. Hield),21,35
134,2,8:28.0,J. Jackson misses 2-pt layup from 1 ft,,21,35
135,2,8:25.0,,Defensive rebound by L. Babbitt,21,35
136,2,8:24.0,,Shooting foul by K. Koufos (drawn by I. Taylor),21,35
137,2,8:24.0,,I. Taylor makes free throw 1 of 2,21,36
138,2,8:24.0,,E. İlyasova enters the game for M. Belinelli,21,36
139,2,8:24.0,,T. Prince enters the game for L. Babbitt,21,36
140,2,8:24.0,,I. Taylor misses free throw 2 of 2,21,36
141,2,8:21.0,Defensive rebound by J. Jackson,,21,36
142,2,8:10.0,Turnover by D. Fox (bad pass; steal by D. Dedmon),,21,36
143,2,8:01.0,,T. Prince misses 2-pt jump shot from 16 ft,21,36
144,2,7:57.0,,Offensive rebound by D. Dedmon,21,36
145,2,7:57.0,,D. Dedmon misses 2-pt layup at rim,21,36
146,2,7:57.0,,Offensive rebound by D. Dedmon,21,36
147,2,7:57.0,,Personal foul by M. Richardson (drawn by D. Dedmon),21,36
148,2,7:57.0,,D. Schröder enters the game for I. Taylor,21,36
149,2,7:57.0,Z. Randolph enters the game for M. Richardson,,21,36
150,2,7:50.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by K. Bazemore),21,38
151,2,7:43.0,Sacramento full timeout,,21,38
152,2,7:28.0,D. Fox makes 2-pt jump shot from 17 ft (assist by B. Hield),,23,38
153,2,7:14.0,,Personal foul by J. Jackson (drawn by T. Prince),23,38
154,2,7:06.0,,K. Bazemore makes 2-pt jump shot from 19 ft (assist by E. İlyasova),23,40
155,2,6:53.0,Personal foul by E. İlyasova (drawn by Z. Randolph),,23,40
156,2,6:40.0,J. Jackson misses 2-pt layup from 1 ft,,23,40
157,2,6:36.0,,Defensive rebound by E. İlyasova,23,40
158,2,6:32.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by K. Bazemore),23,43
159,2,6:17.0,B. Hield misses 2-pt jump shot from 21 ft,,23,43
160,2,6:13.0,Offensive rebound by K. Koufos,,23,43
161,2,6:13.0,K. Koufos makes 2-pt layup from 2 ft,,25,43
162,2,5:56.0,,E. İlyasova misses 2-pt jump shot from 12 ft,25,43
163,2,5:53.0,,Offensive rebound by D. Dedmon,25,43
164,2,5:51.0,,T. Prince misses 3-pt jump shot from 23 ft,25,43
165,2,5:51.0,,Offensive rebound by E. İlyasova,25,43
166,2,5:44.0,,E. İlyasova misses 2-pt layup from 2 ft,25,43
167,2,5:44.0,Defensive rebound by K. Koufos,,25,43
168,2,5:40.0,J. Jackson makes 2-pt layup from 2 ft (assist by D. Fox),,27,43
169,2,5:34.0,,Atlanta full timeout,27,43
170,2,5:34.0,,T. Cavanaugh enters the game for E. İlyasova,27,43
171,2,5:34.0,B. Bogdanović enters the game for J. Jackson,,27,43
172,2,5:34.0,W. Cauley-Stein enters the game for K. Koufos,,27,43
173,2,5:21.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by T. Cavanaugh),27,45
174,2,5:03.0,W. Cauley-Stein misses 2-pt hook shot from 8 ft,,27,45
175,2,5:00.0,,Defensive rebound by T. Cavanaugh,27,45
176,2,4:53.0,,Turnover by D. Schröder (lost ball; steal by D. Fox),27,45
177,2,4:49.0,D. Fox misses 2-pt layup from 2 ft,,27,45
178,2,4:43.0,,Defensive rebound by D. Dedmon,27,45
179,2,4:39.0,,D. Schröder misses 2-pt jump shot from 6 ft,27,45
180,2,4:39.0,,Offensive rebound by D. Dedmon,27,45
181,2,4:37.0,,Shooting foul by B. Bogdanović (drawn by D. Dedmon),27,45
182,2,4:37.0,,D. Dedmon misses free throw 1 of 2,27,45
183,2,4:37.0,,Offensive rebound by Team,27,45
184,2,4:37.0,,D. Dedmon misses free throw 2 of 2,27,45
185,2,4:34.0,Defensive rebound by W. Cauley-Stein,,27,45
186,2,4:28.0,Z. Randolph misses 2-pt jump shot from 17 ft,,27,45
187,2,4:24.0,,Defensive rebound by D. Dedmon,27,45
188,2,4:15.0,,T. Cavanaugh makes 3-pt jump shot from 24 ft (assist by D. Dedmon),27,48
189,2,3:54.0,W. Cauley-Stein misses 2-pt layup from 3 ft (block by D. Dedmon),,27,48
190,2,3:50.0,,Defensive rebound by K. Bazemore,27,48
191,2,3:45.0,,K. Bazemore makes 2-pt layup from 2 ft,27,50
192,2,3:38.0,Personal foul by D. Dedmon (drawn by D. Fox),,27,50
193,2,3:38.0,,M. Belinelli enters the game for K. Bazemore,27,50
194,2,3:38.0,G. Hill enters the game for D. Fox,,27,50
195,2,3:38.0,G. Temple enters the game for B. Hield,,27,50
196,2,3:31.0,G. Hill misses 2-pt jump shot from 15 ft,,27,50
197,2,3:28.0,,Defensive rebound by D. Dedmon,27,50
198,2,3:23.0,,T. Prince makes 3-pt jump shot from 22 ft (assist by M. Belinelli),27,53
199,2,3:16.0,Sacramento full timeout,,27,53
200,2,3:09.0,Turnover by W. Cauley-Stein (out of bounds lost ball),,27,53
201,2,2:51.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by D. Schröder),27,55
202,2,2:43.0,Personal foul by T. Cavanaugh (drawn by Z. Randolph),,27,55
203,2,2:32.0,G. Hill makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,29,55
204,2,2:24.0,,Personal block foul by W. Cauley-Stein (drawn by D. Schröder),29,55
205,2,2:24.0,,D. Schröder makes free throw 1 of 2,29,56
206,2,2:24.0,,D. Schröder makes free throw 2 of 2,29,57
207,2,2:10.0,G. Temple misses 2-pt layup from 1 ft,,29,57
208,2,2:08.0,Offensive rebound by Z. Randolph,,29,57
209,2,2:06.0,Z. Randolph makes 2-pt layup at rim,,31,57
210,2,1:55.0,,D. Schröder makes 2-pt jump shot from 17 ft,31,59
211,2,1:42.0,Z. Randolph misses 3-pt jump shot from 25 ft,,31,59
212,2,1:39.0,,Defensive rebound by D. Dedmon,31,59
213,2,1:31.0,,D. Dedmon makes 2-pt jump shot from 19 ft (assist by D. Schröder),31,61
214,2,1:08.0,Turnover by B. Bogdanović (bad pass; steal by D. Dedmon),,31,61
215,2,1:00.0,,T. Cavanaugh misses 3-pt jump shot from 25 ft,31,61
216,2,0:56.0,Defensive rebound by G. Temple,,31,61
217,2,0:44.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,31,61
218,2,0:40.0,Offensive rebound by G. Temple,,31,61
219,2,0:38.0,G. Temple misses 2-pt jump shot from 22 ft,,31,61
220,2,0:33.0,Offensive rebound by Z. Randolph,,31,61
221,2,0:33.0,Z. Randolph makes 2-pt layup from 1 ft,,33,61
222,2,0:27.0,,D. Dedmon makes 2-pt jump shot from 10 ft (assist by D. Schröder),33,63
223,2,0:27.0,,Shooting foul by B. Bogdanović (drawn by D. Dedmon),33,63
224,2,0:27.0,,D. Dedmon makes free throw 1 of 1,33,64
225,2,0:05.0,Z. Randolph makes 2-pt layup from 3 ft (assist by G. Temple),,35,64
226,2,0:00.0,,D. Schröder misses 3-pt jump shot from 24 ft,35,64
227,2,0:00.0,,Offensive rebound by Team,35,64
228,3,11:41.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by G. Hill),,37,64
229,3,11:26.0,Offensive charge foul by T. Prince (drawn by W. Cauley-Stein),,37,64
230,3,11:26.0,,Turnover by T. Prince (offensive foul),37,64
231,3,11:18.0,Personal foul by T. Prince (drawn by B. Bogdanović),,37,64
232,3,11:18.0,,Turnover by T. Prince (turnover),37,64
233,3,11:14.0,Personal foul by K. Bazemore (drawn by G. Temple),,37,64
234,3,11:07.0,Turnover by Z. Randolph (bad pass; steal by T. Prince),,37,64
235,3,11:03.0,,Turnover by T. Prince (bad pass; steal by G. Hill),37,64
236,3,11:03.0,G. Hill misses 2-pt jump shot from 10 ft,,37,64
237,3,11:03.0,,Defensive rebound by D. Dedmon,37,64
238,3,10:42.0,Turnover by W. Cauley-Stein (bad pass; steal by T. Prince),,37,64
239,3,10:35.0,,D. Schröder makes 2-pt layup from 3 ft,37,66
240,3,10:14.0,B. Bogdanović makes 2-pt layup from 2 ft,,39,66
241,3,10:01.0,,T. Prince misses 3-pt jump shot from 22 ft,39,66
242,3,9:56.0,Defensive rebound by G. Hill,,39,66
243,3,9:53.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,39,66
244,3,9:53.0,Offensive rebound by Team,,39,66
245,3,9:53.0,,Loose ball foul by T. Cavanaugh (drawn by Z. Randolph),39,66
246,3,9:53.0,,M. Delaney enters the game for T. Prince,39,66
247,3,9:42.0,Z. Randolph makes 2-pt hook shot from 7 ft (assist by W. Cauley-Stein),,41,66
248,3,9:14.0,,Shooting foul by W. Cauley-Stein (drawn by D. Schröder),41,66
249,3,9:14.0,,D. Schröder misses free throw 1 of 2,41,66
250,3,9:14.0,,Offensive rebound by Team,41,66
251,3,9:14.0,,D. Schröder makes free throw 2 of 2,41,67
252,3,9:02.0,Z. Randolph makes 2-pt jump shot from 15 ft (assist by G. Temple),,43,67
253,3,9:02.0,Shooting foul by T. Cavanaugh (drawn by Z. Randolph),,43,67
254,3,9:02.0,,E. İlyasova enters the game for T. Cavanaugh,43,67
255,3,9:02.0,Z. Randolph makes free throw 1 of 1,,44,67
256,3,8:53.0,,Shooting foul by G. Temple (drawn by K. Bazemore),44,67
257,3,8:53.0,,K. Bazemore makes free throw 1 of 2,44,68
258,3,8:53.0,,K. Bazemore makes free throw 2 of 2,44,69
259,3,8:40.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,46,69
260,3,8:26.0,,Turnover by D. Schröder (bad pass; steal by G. Hill),46,69
261,3,8:21.0,G. Temple makes 3-pt jump shot from 22 ft (assist by G. Hill),,49,69
262,3,8:20.0,,Atlanta full timeout,49,69
263,3,8:04.0,,Turnover by D. Schröder (bad pass; steal by G. Hill),49,69
264,3,7:47.0,Z. Randolph misses 3-pt jump shot from 25 ft,,49,69
265,3,7:47.0,Offensive rebound by Z. Randolph,,49,69
266,3,7:47.0,Shooting foul by D. Schröder (drawn by Z. Randolph),,49,69
267,3,7:47.0,Z. Randolph misses free throw 1 of 2,,49,69
268,3,7:47.0,Offensive rebound by Team,,49,69
269,3,7:47.0,Z. Randolph makes free throw 2 of 2,,50,69
270,3,7:36.0,,D. Schröder makes 2-pt layup from 1 ft,50,71
271,3,7:24.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,50,71
272,3,7:20.0,,Defensive rebound by K. Bazemore,50,71
273,3,7:16.0,,K. Bazemore misses 3-pt jump shot from 25 ft,50,71
274,3,7:15.0,Defensive rebound by Team,,50,71
275,3,6:58.0,Turnover by G. Temple (turnover),,50,71
276,3,6:58.0,,J. Collins enters the game for D. Dedmon,50,71
277,3,6:58.0,B. Hield enters the game for G. Temple,,50,71
278,3,6:45.0,,Turnover by D. Schröder (bad pass; steal by B. Hield),50,71
279,3,6:40.0,B. Hield makes 2-pt layup from 2 ft,,52,71
280,3,6:25.0,,D. Schröder makes 2-pt layup from 1 ft,52,73
281,3,6:03.0,B. Hield misses 2-pt jump shot from 21 ft,,52,73
282,3,6:00.0,,Defensive rebound by J. Collins,52,73
283,3,5:48.0,,K. Bazemore misses 3-pt jump shot from 23 ft,52,73
284,3,5:45.0,Defensive rebound by B. Bogdanović,,52,73
285,3,5:39.0,,M. Belinelli enters the game for K. Bazemore,52,73
286,3,5:39.0,K. Koufos enters the game for W. Cauley-Stein,,52,73
287,3,5:33.0,G. Hill misses 3-pt jump shot from 26 ft,,52,73
288,3,5:30.0,,Defensive rebound by E. İlyasova,52,73
289,3,5:27.0,,D. Dedmon enters the game for E. İlyasova,52,73
290,3,5:19.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by D. Schröder),52,75
291,3,5:19.0,,Shooting foul by B. Hield (drawn by M. Belinelli),52,75
292,3,5:19.0,,M. Belinelli makes free throw 1 of 1,52,76
293,3,5:00.0,G. Hill makes 3-pt jump shot from 23 ft (assist by Z. Randolph),,55,76
294,3,4:39.0,,D. Dedmon makes 2-pt hook shot from 14 ft (assist by D. Schröder),55,78
295,3,4:30.0,G. Hill misses 3-pt jump shot from 25 ft,,55,78
296,3,4:27.0,,Defensive rebound by D. Dedmon,55,78
297,3,4:18.0,,J. Collins makes 2-pt dunk from 1 ft (assist by D. Dedmon),55,80
298,3,4:07.0,Z. Randolph makes 2-pt jump shot from 19 ft,,57,80
299,3,3:50.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by M. Belinelli),57,83
300,3,3:37.0,G. Hill makes 2-pt layup from 1 ft,,59,83
301,3,3:20.0,,D. Schröder misses 3-pt jump shot from 24 ft,59,83
302,3,3:17.0,,Offensive rebound by D. Dedmon,59,83
303,3,3:13.0,,M. Belinelli makes 2-pt layup from 3 ft (assist by D. Dedmon),59,85
304,3,2:57.0,Personal foul by D. Dedmon (drawn by G. Hill),,59,85
305,3,2:57.0,Sacramento full timeout,,59,85
306,3,2:57.0,,I. Taylor enters the game for D. Schröder,59,85
307,3,2:57.0,J. Jackson enters the game for B. Bogdanović,,59,85
308,3,2:57.0,D. Fox enters the game for Z. Randolph,,59,85
309,3,2:57.0,G. Hill makes free throw 1 of 2,,60,85
310,3,2:57.0,G. Hill makes free throw 2 of 2,,61,85
311,3,2:39.0,,M. Delaney misses 3-pt jump shot from 24 ft,61,85
312,3,2:34.0,Defensive rebound by D. Fox,,61,85
313,3,2:20.0,Shooting foul by D. Dedmon (drawn by J. Jackson),,61,85
314,3,2:20.0,J. Jackson misses free throw 1 of 2,,61,85
315,3,2:20.0,Offensive rebound by Team,,61,85
316,3,2:20.0,,K. Bazemore enters the game for D. Dedmon,61,85
317,3,2:20.0,J. Jackson misses free throw 2 of 2,,61,85
318,3,2:18.0,,Defensive rebound by M. Delaney,61,85
319,3,2:11.0,,Shooting foul by D. Fox (drawn by M. Delaney),61,85
320,3,2:00.0,,K. Bazemore makes 2-pt jump shot from 12 ft,61,87
321,3,1:51.0,Turnover by B. Hield (bad pass; steal by M. Belinelli),,61,87
322,3,1:43.0,,J. Collins makes 2-pt layup from 2 ft (assist by M. Belinelli),61,89
323,3,1:42.0,Shooting foul by J. Collins (drawn by K. Koufos),,61,89
324,3,1:42.0,K. Koufos misses free throw 1 of 2,,61,89
325,3,1:42.0,Offensive rebound by Team,,61,89
326,3,1:42.0,,T. Prince enters the game for M. Delaney,61,89
327,3,1:42.0,K. Koufos misses free throw 2 of 2,,61,89
328,3,1:38.0,,Defensive rebound by K. Bazemore,61,89
329,3,1:23.0,,Shooting foul by J. Jackson (drawn by T. Prince),61,89
330,3,1:23.0,,T. Prince misses free throw 1 of 2,61,89
331,3,1:23.0,,Offensive rebound by Team,61,89
332,3,1:23.0,,T. Prince makes free throw 2 of 2,61,90
333,3,1:07.0,Turnover by D. Fox (bad pass; steal by T. Prince),,61,90
334,3,1:03.0,,Turnover by T. Prince (bad pass; steal by J. Jackson),61,90
335,3,0:58.0,,Offensive charge foul by K. Koufos (drawn by T. Prince),61,90
336,3,0:58.0,Turnover by K. Koufos (offensive foul),,61,90
337,3,0:46.0,,M. Belinelli makes 2-pt jump shot from 21 ft,61,92
338,3,0:32.0,B. Hield misses 3-pt jump shot from 26 ft,,61,92
339,3,0:30.0,,Defensive rebound by Team,61,92
340,3,0:30.0,M. Richardson enters the game for G. Hill,,61,92
341,3,0:08.0,,M. Belinelli misses 3-pt jump shot from 26 ft,61,92
342,3,0:05.0,,Offensive rebound by J. Collins,61,92
343,3,0:03.0,,Turnover by J. Collins (lost ball; steal by M. Richardson),61,92
344,4,11:46.0,,I. Taylor makes 2-pt layup from 1 ft (assist by T. Prince),61,94
345,4,11:32.0,,Violation by T. Prince (kicked ball),61,94
346,4,11:22.0,D. Fox misses 2-pt jump shot from 21 ft,,61,94
347,4,11:18.0,,Defensive rebound by K. Bazemore,61,94
348,4,11:05.0,,J. Collins makes 2-pt dunk at rim (assist by T. Prince),61,96
349,4,10:43.0,B. Hield misses 3-pt jump shot from 24 ft,,61,96
350,4,10:40.0,,Defensive rebound by T. Prince,61,96
351,4,10:36.0,,Turnover by T. Prince (bad pass; steal by K. Koufos),61,96
352,4,10:32.0,J. Jackson misses 2-pt layup from 3 ft (block by K. Bazemore),,61,96
353,4,10:31.0,Offensive rebound by B. Hield,,61,96
354,4,10:31.0,Shooting foul by T. Prince (drawn by B. Hield),,61,96
355,4,10:31.0,B. Hield makes free throw 1 of 2,,62,96
356,4,10:31.0,,M. Delaney enters the game for M. Belinelli,62,96
357,4,10:31.0,G. Papagiannis enters the game for K. Koufos,,62,96
358,4,10:31.0,B. Hield misses free throw 2 of 2,,62,96
359,4,10:28.0,,Defensive rebound by J. Collins,62,96
360,4,10:13.0,,I. Taylor makes 3-pt jump shot from 24 ft (assist by T. Prince),62,99
361,4,10:03.0,M. Richardson misses 2-pt layup from 2 ft,,62,99
362,4,9:59.0,,Defensive rebound by M. Delaney,62,99
363,4,9:56.0,,Turnover by M. Delaney (lost ball; steal by D. Fox),62,99
364,4,9:51.0,B. Hield makes 3-pt jump shot from 24 ft (assist by D. Fox),,65,99
365,4,9:33.0,,K. Bazemore misses 3-pt jump shot from 22 ft,65,99
366,4,9:31.0,,Offensive rebound by J. Collins,65,99
367,4,9:31.0,,Shooting foul by B. Hield (drawn by J. Collins),65,99
368,4,9:31.0,,E. İlyasova enters the game for K. Bazemore,65,99
369,4,9:31.0,F. Mason enters the game for B. Hield,,65,99
370,4,9:25.0,,J. Collins misses 2-pt dunk from 4 ft,65,99
371,4,9:23.0,Defensive rebound by Team,,65,99
372,4,9:10.0,M. Richardson misses 3-pt jump shot from 24 ft,,65,99
373,4,9:04.0,Offensive rebound by G. Papagiannis,,65,99
374,4,9:03.0,M. Richardson misses 2-pt jump shot from 2 ft,,65,99
