,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SAN ANTONIO_ACTION,NEW ORLEANS_SCORE,SAN ANTONIO_SCORE
45,1,4:56.0,,D. Murray misses 2-pt jump shot from 17 ft,13,20
46,1,4:53.0,Defensive rebound by D. Miller,,13,20
47,1,4:52.0,Personal foul by D. Murray (drawn by A. Davis),,13,20
48,1,4:52.0,,T. Parker enters the game for D. Murray,13,20
49,1,4:52.0,,M. Ginóbili enters the game for D. Green,13,20
50,1,4:45.0,I. Clark makes 2-pt jump shot from 14 ft,,15,20
51,1,4:32.0,,L. Aldridge makes 2-pt layup at rim (assist by K. Anderson),15,22
52,1,4:22.0,A. Davis makes 2-pt jump shot from 8 ft,,17,22
53,1,4:12.0,,P. Mills misses 3-pt jump shot from 26 ft,17,22
54,1,4:10.0,,Offensive rebound by Team,17,22
55,1,4:08.0,,P. Mills misses 2-pt jump shot from 16 ft,17,22
56,1,4:05.0,,Offensive rebound by M. Ginóbili,17,22
57,1,3:52.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by T. Parker),17,24
58,1,3:39.0,I. Clark misses 2-pt jump shot from 14 ft,,17,24
59,1,3:37.0,,Defensive rebound by L. Aldridge,17,24
60,1,3:32.0,,K. Anderson makes 2-pt layup from 1 ft,17,26
61,1,3:25.0,E. Moore makes 3-pt jump shot from 27 ft (assist by J. Holiday),,20,26
62,1,3:00.0,,L. Aldridge misses 2-pt layup from 1 ft,20,26
63,1,2:58.0,Defensive rebound by I. Clark,,20,26
64,1,2:51.0,J. Holiday makes 2-pt dunk at rim (assist by I. Clark),,22,26
65,1,2:28.0,,L. Aldridge makes 2-pt jump shot from 14 ft,22,28
66,1,2:19.0,A. Davis makes 2-pt jump shot from 3 ft,,24,28
67,1,2:04.0,,M. Ginóbili misses 2-pt layup from 1 ft,24,28
68,1,2:02.0,Defensive rebound by E. Moore,,24,28
69,1,1:56.0,I. Clark makes 2-pt jump shot from 19 ft,,26,28
70,1,1:40.0,,T. Parker misses 2-pt layup from 2 ft (block by J. Holiday),26,28
71,1,1:37.0,Defensive rebound by A. Davis,,26,28
72,1,1:36.0,Turnover by A. Davis (bad pass),,26,28
73,1,1:36.0,New Orleans full timeout,,26,28
74,1,1:36.0,,B. Forbes enters the game for K. Anderson,26,28
75,1,1:36.0,,R. Gay enters the game for P. Mills,26,28
76,1,1:36.0,,P. Gasol enters the game for L. Aldridge,26,28
77,1,1:36.0,N. Mirotić enters the game for J. Holiday,,26,28
78,1,1:36.0,R. Rondo enters the game for E. Moore,,26,28
79,1,1:19.0,,B. Forbes makes 2-pt jump shot from 6 ft,26,30
80,1,1:01.0,A. Davis misses 2-pt jump shot from 12 ft,,26,30
81,1,0:59.0,,Defensive rebound by B. Forbes,26,30
82,1,0:53.0,,R. Gay makes 2-pt jump shot from 15 ft (assist by M. Ginóbili),26,32
83,1,0:42.0,Personal foul by B. Forbes (drawn by N. Mirotić),,26,32
84,1,0:42.0,E. Okafor enters the game for A. Davis,,26,32
85,1,0:34.0,D. Miller misses 2-pt jump shot from 12 ft,,26,32
86,1,0:33.0,,Defensive rebound by T. Parker,26,32
87,1,0:27.0,,T. Parker makes 2-pt layup from 2 ft,26,34
88,1,0:01.0,I. Clark misses 2-pt jump shot from 14 ft,,26,34
89,1,0:01.0,Offensive rebound by Team,,26,34
90,1,0:01.0,Turnover by Team (shot clock),,26,34
91,1,0:00.0,,T. Parker makes 3-pt jump shot from 28 ft,26,37
92,2,11:31.0,,Turnover by P. Gasol (offensive goaltending),26,37
93,2,11:25.0,N. Mirotić misses 2-pt jump shot from 20 ft,,26,37
94,2,11:21.0,,Defensive rebound by M. Ginóbili,26,37
95,2,11:10.0,,T. Parker misses 2-pt jump shot from 9 ft,26,37
96,2,11:10.0,Defensive rebound by N. Mirotić,,26,37
97,2,11:04.0,Shooting foul by M. Ginóbili (drawn by R. Rondo),,26,37
98,2,11:04.0,R. Rondo makes free throw 1 of 2,,27,37
99,2,11:04.0,R. Rondo makes free throw 2 of 2,,28,37
100,2,10:47.0,,P. Gasol makes 2-pt dunk from 1 ft (assist by T. Parker),28,39
101,2,10:36.0,Shooting foul by P. Gasol (drawn by E. Okafor),,28,39
102,2,10:36.0,E. Okafor makes free throw 1 of 2,,29,39
103,2,10:36.0,E. Okafor makes free throw 2 of 2,,30,39
104,2,10:19.0,,P. Gasol makes 2-pt layup from 1 ft (assist by R. Gay),30,41
105,2,10:09.0,R. Rondo misses 2-pt jump shot from 9 ft,,30,41
106,2,10:07.0,,Defensive rebound by P. Gasol,30,41
107,2,10:02.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by T. Parker),30,44
108,2,9:42.0,N. Mirotić makes 2-pt jump shot from 17 ft,,32,44
109,2,9:29.0,,T. Parker misses 2-pt jump shot from 4 ft,32,44
110,2,9:26.0,Defensive rebound by D. Miller,,32,44
111,2,9:20.0,E. Okafor misses 2-pt jump shot from 12 ft,,32,44
112,2,9:19.0,,Defensive rebound by B. Forbes,32,44
113,2,9:12.0,,San Antonio full timeout,32,44
114,2,9:12.0,,D. Murray enters the game for T. Parker,32,44
115,2,9:12.0,,D. Green enters the game for M. Ginóbili,32,44
116,2,9:07.0,,R. Gay misses 2-pt jump shot from 9 ft,32,44
117,2,9:01.0,,Offensive rebound by R. Gay,32,44
118,2,9:01.0,,R. Gay makes 2-pt layup at rim,32,46
119,2,8:50.0,N. Mirotić makes 2-pt layup from 1 ft (assist by R. Rondo),,34,46
120,2,8:36.0,,Shooting foul by E. Okafor (drawn by P. Gasol),34,46
121,2,8:36.0,,P. Gasol makes free throw 1 of 2,34,47
122,2,8:36.0,,P. Gasol makes free throw 2 of 2,34,48
123,2,8:28.0,I. Clark misses 2-pt jump shot from 3 ft,,34,48
124,2,8:26.0,,Defensive rebound by P. Gasol,34,48
125,2,8:17.0,,B. Forbes misses 2-pt jump shot from 18 ft,34,48
126,2,8:14.0,Defensive rebound by R. Rondo,,34,48
127,2,8:13.0,R. Rondo misses 2-pt layup from 2 ft,,34,48
128,2,8:11.0,Offensive rebound by E. Okafor,,34,48
129,2,8:11.0,E. Okafor misses 2-pt layup at rim,,34,48
130,2,8:10.0,,Defensive rebound by P. Gasol,34,48
131,2,8:09.0,,Turnover by P. Gasol (lost ball; steal by R. Rondo),34,48
132,2,8:04.0,,L. Aldridge enters the game for P. Gasol,34,48
133,2,8:04.0,,K. Anderson enters the game for R. Gay,34,48
134,2,8:04.0,A. Davis enters the game for I. Clark,,34,48
135,2,8:04.0,J. Holiday enters the game for E. Okafor,,34,48
136,2,7:57.0,J. Holiday misses 3-pt jump shot from 24 ft,,34,48
137,2,7:54.0,Offensive rebound by A. Davis,,34,48
138,2,7:50.0,R. Rondo makes 2-pt layup from 2 ft (assist by A. Davis),,36,48
139,2,7:29.0,,D. Green misses 2-pt jump shot from 15 ft,36,48
140,2,7:29.0,Defensive rebound by R. Rondo,,36,48
141,2,7:20.0,Turnover by N. Mirotić (bad pass; steal by D. Murray),,36,48
142,2,7:19.0,,Personal foul by A. Davis (drawn by D. Murray),36,48
143,2,7:12.0,,Shooting foul by N. Mirotić (drawn by K. Anderson),36,48
144,2,7:12.0,,K. Anderson makes free throw 1 of 2,36,49
145,2,7:12.0,,P. Mills enters the game for B. Forbes,36,49
146,2,7:12.0,,K. Anderson makes free throw 2 of 2,36,50
147,2,7:01.0,A. Davis misses 2-pt jump shot from 14 ft,,36,50
148,2,6:57.0,,Defensive rebound by K. Anderson,36,50
149,2,6:45.0,,L. Aldridge misses 2-pt jump shot from 15 ft,36,50
150,2,6:43.0,Defensive rebound by R. Rondo,,36,50
151,2,6:39.0,D. Miller makes 3-pt jump shot from 23 ft (assist by R. Rondo),,39,50
152,2,6:09.0,,K. Anderson misses 3-pt jump shot from 23 ft,39,50
153,2,6:06.0,,Offensive rebound by P. Mills,39,50
154,2,5:48.0,,D. Green makes 2-pt layup from 1 ft,39,52
155,2,5:42.0,N. Mirotić misses 3-pt jump shot from 27 ft,,39,52
156,2,5:42.0,,Defensive rebound by K. Anderson,39,52
157,2,5:28.0,,D. Murray makes 2-pt layup from 1 ft,39,54
158,2,5:12.0,J. Holiday misses 2-pt layup from 4 ft (block by K. Anderson),,39,54
159,2,5:09.0,Offensive rebound by J. Holiday,,39,54
160,2,5:07.0,N. Mirotić misses 2-pt layup from 1 ft,,39,54
161,2,5:07.0,Offensive rebound by N. Mirotić,,39,54
162,2,5:04.0,N. Mirotić makes 2-pt layup at rim,,41,54
163,2,4:54.0,,L. Aldridge misses 2-pt layup from 2 ft (block by A. Davis),41,54
164,2,4:54.0,Defensive rebound by D. Miller,,41,54
165,2,4:44.0,N. Mirotić misses 3-pt jump shot from 22 ft,,41,54
166,2,4:44.0,Offensive rebound by A. Davis,,41,54
167,2,4:42.0,A. Davis makes 2-pt layup from 2 ft,,43,54
168,2,4:42.0,Shooting foul by P. Mills (drawn by A. Davis),,43,54
169,2,4:42.0,E. Moore enters the game for R. Rondo,,43,54
170,2,4:42.0,I. Clark enters the game for D. Miller,,43,54
171,2,4:42.0,A. Davis makes free throw 1 of 1,,44,54
172,2,4:28.0,,P. Mills makes 2-pt layup from 1 ft (assist by L. Aldridge),44,56
173,2,4:15.0,A. Davis makes 2-pt dunk from 1 ft (assist by E. Moore),,46,56
174,2,3:57.0,,L. Aldridge makes 2-pt jump shot from 10 ft,46,58
175,2,3:40.0,N. Mirotić misses 2-pt layup from 1 ft,,46,58
176,2,3:35.0,Offensive rebound by J. Holiday,,46,58
177,2,3:35.0,J. Holiday makes 2-pt dunk at rim,,48,58
178,2,3:24.0,,L. Aldridge makes 2-pt jump shot from 13 ft,48,60
179,2,3:09.0,A. Davis misses 3-pt jump shot from 25 ft,,48,60
180,2,3:06.0,,Defensive rebound by D. Murray,48,60
181,2,3:00.0,,K. Anderson misses 2-pt layup from 1 ft (block by J. Holiday),48,60
182,2,2:57.0,Defensive rebound by J. Holiday,,48,60
183,2,2:55.0,Shooting foul by D. Murray (drawn by J. Holiday),,48,60
184,2,2:55.0,New Orleans full timeout,,48,60
185,2,2:55.0,,T. Parker enters the game for D. Murray,48,60
186,2,2:55.0,,M. Ginóbili enters the game for D. Green,48,60
187,2,2:55.0,J. Holiday makes free throw 1 of 2,,49,60
188,2,2:55.0,J. Holiday makes free throw 2 of 2,,50,60
189,2,2:34.0,,T. Parker misses 2-pt layup from 1 ft (block by E. Moore),50,60
190,2,2:34.0,,Offensive rebound by Team,50,60
191,2,2:32.0,,L. Aldridge misses 2-pt jump shot from 17 ft,50,60
192,2,2:31.0,,Offensive rebound by Team,50,60
193,2,2:31.0,,Turnover by Team (shot clock),50,60
194,2,2:22.0,E. Moore makes 2-pt jump shot from 4 ft (assist by J. Holiday),,52,60
195,2,2:08.0,,Turnover by P. Mills (bad pass),52,60
196,2,1:56.0,E. Moore makes 2-pt jump shot from 17 ft,,54,60
197,2,1:47.0,,D. Murray enters the game for T. Parker,54,60
198,2,1:31.0,,L. Aldridge misses 2-pt layup from 1 ft,54,60
199,2,1:29.0,Defensive rebound by N. Mirotić,,54,60
200,2,1:24.0,Turnover by A. Davis (lost ball; steal by K. Anderson),,54,60
201,2,1:15.0,,Turnover by M. Ginóbili (bad pass; steal by N. Mirotić),54,60
202,2,1:11.0,Shooting foul by K. Anderson (drawn by A. Davis),,54,60
203,2,1:11.0,A. Davis makes free throw 1 of 2,,55,60
204,2,1:11.0,A. Davis makes free throw 2 of 2,,56,60
205,2,0:56.0,,L. Aldridge misses 2-pt layup from 1 ft,56,60
206,2,0:54.0,Defensive rebound by N. Mirotić,,56,60
207,2,0:44.0,A. Davis misses 2-pt jump shot from 5 ft,,56,60
208,2,0:43.0,,Defensive rebound by K. Anderson,56,60
209,2,0:39.0,,P. Mills misses 3-pt jump shot from 23 ft,56,60
210,2,0:39.0,Defensive rebound by N. Mirotić,,56,60
211,2,0:17.0,A. Davis makes 2-pt jump shot from 12 ft (assist by J. Holiday),,58,60
212,2,0:07.0,,Personal foul by I. Clark (drawn by D. Murray),58,60
213,2,0:07.0,,D. Bertāns enters the game for K. Anderson,58,60
214,2,0:07.0,,D. Green enters the game for D. Murray,58,60
215,2,0:07.0,E. Okafor enters the game for A. Davis,,58,60
216,2,0:01.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,58,60
217,2,0:00.0,,Offensive rebound by Team,58,60
218,3,11:40.0,,P. Mills misses 2-pt layup from 2 ft (block by J. Holiday),58,60
219,3,11:36.0,,Offensive rebound by D. Murray,58,60
220,3,11:34.0,,L. Aldridge misses 3-pt jump shot from 24 ft,58,60
221,3,11:34.0,,Offensive rebound by D. Murray,58,60
222,3,11:29.0,,D. Murray makes 2-pt layup at rim,58,62
223,3,11:20.0,Turnover by R. Rondo (bad pass; steal by D. Murray),,58,62
224,3,11:13.0,,P. Mills misses 2-pt layup from 1 ft,58,62
225,3,11:11.0,,Offensive rebound by D. Murray,58,62
226,3,11:11.0,,D. Murray makes 2-pt layup at rim,58,64
227,3,11:11.0,New Orleans full timeout,,58,64
228,3,10:52.0,J. Holiday misses 2-pt jump shot from 15 ft (block by D. Green),,58,64
229,3,10:50.0,,Defensive rebound by D. Murray,58,64
230,3,10:39.0,,Turnover by D. Murray (bad pass; steal by E. Moore),58,64
231,3,10:22.0,A. Davis misses 2-pt jump shot from 5 ft,,58,64
232,3,10:21.0,,Defensive rebound by D. Murray,58,64
233,3,10:14.0,,Shooting foul by J. Holiday (drawn by D. Murray),58,64
234,3,10:14.0,,D. Murray misses free throw 1 of 2,58,64
235,3,10:14.0,,Offensive rebound by Team,58,64
236,3,10:14.0,,D. Murray makes free throw 2 of 2,58,65
237,3,10:04.0,Turnover by E. Moore (bad pass; steal by D. Murray),,58,65
238,3,9:58.0,,D. Green misses 3-pt jump shot from 24 ft,58,65
239,3,9:55.0,Defensive rebound by R. Rondo,,58,65
240,3,9:51.0,N. Mirotić misses 2-pt layup from 2 ft,,58,65
241,3,9:49.0,,Defensive rebound by L. Aldridge,58,65
242,3,9:39.0,,L. Aldridge misses 2-pt jump shot from 19 ft,58,65
243,3,9:35.0,Defensive rebound by J. Holiday,,58,65
244,3,9:29.0,Turnover by N. Mirotić (lost ball; steal by K. Anderson),,58,65
245,3,9:24.0,,K. Anderson misses 2-pt dunk at rim,58,65
246,3,9:23.0,,Offensive rebound by D. Green,58,65
247,3,9:18.0,,P. Mills misses 3-pt jump shot from 24 ft,58,65
248,3,9:18.0,,Offensive rebound by L. Aldridge,58,65
249,3,9:14.0,,Turnover by L. Aldridge (lost ball; steal by J. Holiday),58,65
250,3,9:09.0,E. Moore makes 2-pt layup from 1 ft,,60,65
251,3,8:52.0,,Personal foul by E. Moore (drawn by L. Aldridge),60,65
252,3,8:43.0,,P. Mills misses 2-pt jump shot from 6 ft,60,65
253,3,8:41.0,Defensive rebound by A. Davis,,60,65
254,3,8:31.0,N. Mirotić misses 2-pt jump shot from 13 ft,,60,65
255,3,8:31.0,,Defensive rebound by D. Murray,60,65
256,3,8:10.0,,D. Green misses 3-pt jump shot from 25 ft,60,65
257,3,8:07.0,Defensive rebound by J. Holiday,,60,65
258,3,7:59.0,Shooting foul by D. Green (drawn by A. Davis),,60,65
259,3,7:59.0,,M. Ginóbili enters the game for D. Green,60,65
260,3,7:59.0,A. Davis makes free throw 1 of 2,,61,65
261,3,7:59.0,D. Miller enters the game for N. Mirotić,,61,65
262,3,7:59.0,A. Davis makes free throw 2 of 2,,62,65
263,3,7:44.0,,Personal foul by E. Moore (drawn by M. Ginóbili),62,65
264,3,7:35.0,,D. Murray misses 2-pt jump shot from 7 ft,62,65
265,3,7:33.0,Defensive rebound by A. Davis,,62,65
266,3,7:24.0,E. Moore misses 3-pt jump shot from 24 ft,,62,65
267,3,7:20.0,Offensive rebound by A. Davis,,62,65
268,3,7:20.0,Turnover by A. Davis (lost ball; steal by K. Anderson),,62,65
269,3,7:15.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,62,65
270,3,7:14.0,,Offensive rebound by P. Mills,62,65
271,3,6:52.0,,K. Anderson makes 2-pt jump shot from 13 ft (assist by L. Aldridge),62,67
272,3,6:35.0,Personal foul by P. Mills (drawn by A. Davis),,62,67
273,3,6:35.0,,T. Parker enters the game for K. Anderson,62,67
274,3,6:35.0,,D. Bertāns enters the game for D. Murray,62,67
275,3,6:30.0,A. Davis misses 2-pt jump shot from 19 ft (block by M. Ginóbili),,62,67
276,3,6:26.0,Offensive rebound by A. Davis,,62,67
277,3,6:25.0,Turnover by A. Davis (lost ball; steal by T. Parker),,62,67
278,3,6:09.0,,Personal foul by E. Moore (drawn by L. Aldridge),62,67
279,3,6:09.0,I. Clark enters the game for J. Holiday,,62,67
280,3,6:03.0,,M. Ginóbili misses 2-pt jump shot from 1 ft,62,67
281,3,6:01.0,Defensive rebound by A. Davis,,62,67
282,3,5:56.0,R. Rondo misses 3-pt jump shot from 23 ft,,62,67
283,3,5:51.0,,Defensive rebound by P. Mills,62,67
284,3,5:43.0,,M. Ginóbili misses 2-pt jump shot from 8 ft,62,67
285,3,5:39.0,,Offensive rebound by L. Aldridge,62,67
286,3,5:39.0,,L. Aldridge misses 2-pt layup at rim,62,67
287,3,5:38.0,Defensive rebound by A. Davis,,62,67
288,3,5:36.0,Offensive foul by A. Davis (drawn by M. Ginóbili),,62,67
289,3,5:36.0,Turnover by A. Davis (offensive foul),,62,67
290,3,5:36.0,,B. Forbes enters the game for P. Mills,62,67
291,3,5:36.0,,M. Ginóbili makes technical free throw,62,68
292,3,5:21.0,,Turnover by T. Parker (lost ball; steal by R. Rondo),62,68
293,3,5:17.0,Turnover by R. Rondo (bad pass; steal by D. Bertāns),,62,68
294,3,5:13.0,,Personal foul by A. Davis,62,68
295,3,5:13.0,Technical foul by A. Davis,,62,68
296,3,5:13.0,,M. Ginóbili makes technical free throw,62,69
297,3,5:13.0,J. Holiday enters the game for R. Rondo,,62,69
298,3,5:13.0,E. Okafor enters the game for A. Davis,,62,69
299,3,5:13.0,,M. Ginóbili makes free throw 1 of 2,62,70
300,3,5:13.0,,M. Ginóbili makes free throw 2 of 2,62,71
301,3,5:07.0,J. Holiday misses 2-pt jump shot from 16 ft,,62,71
302,3,5:02.0,,Defensive rebound by T. Parker,62,71
303,3,4:49.0,,T. Parker misses 3-pt jump shot from 23 ft,62,71
304,3,4:44.0,Defensive rebound by E. Okafor,,62,71
305,3,4:36.0,E. Moore misses 2-pt jump shot from 14 ft,,62,71
306,3,4:34.0,,Defensive rebound by M. Ginóbili,62,71
307,3,4:30.0,,San Antonio full timeout,62,71
308,3,4:30.0,,P. Gasol enters the game for L. Aldridge,62,71
309,3,4:30.0,D. Liggins enters the game for E. Moore,,62,71
310,3,4:14.0,,T. Parker misses 2-pt jump shot from 10 ft,62,71
311,3,4:09.0,,Offensive rebound by P. Gasol,62,71
312,3,4:09.0,,P. Gasol makes 2-pt layup at rim,62,73
313,3,3:59.0,D. Liggins misses 2-pt layup from 2 ft (block by P. Gasol),,62,73
314,3,3:59.0,Offensive rebound by Team,,62,73
315,3,3:50.0,J. Holiday misses 2-pt jump shot from 14 ft,,62,73
316,3,3:50.0,,Defensive rebound by T. Parker,62,73
317,3,3:34.0,,D. Bertāns misses 2-pt jump shot from 15 ft,62,73
318,3,3:30.0,Defensive rebound by I. Clark,,62,73
319,3,3:21.0,Turnover by J. Holiday (bad pass; steal by M. Ginóbili),,62,73
320,3,3:18.0,,M. Ginóbili makes 2-pt layup from 2 ft,62,75
321,3,3:06.0,D. Miller misses 2-pt jump shot from 20 ft,,62,75
322,3,3:06.0,,Defensive rebound by B. Forbes,62,75
323,3,2:55.0,,Turnover by T. Parker (bad pass; steal by I. Clark),62,75
324,3,2:46.0,I. Clark makes 3-pt jump shot from 23 ft (assist by D. Miller),,65,75
325,3,2:20.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by T. Parker),65,78
326,3,2:06.0,I. Clark misses 3-pt jump shot from 26 ft,,65,78
327,3,2:03.0,,Defensive rebound by P. Gasol,65,78
328,3,1:55.0,,T. Parker misses 2-pt jump shot from 17 ft,65,78
329,3,1:52.0,Defensive rebound by E. Okafor,,65,78
330,3,1:32.0,E. Okafor makes 2-pt layup from 2 ft (assist by J. Holiday),,67,78
331,3,1:12.0,,B. Forbes misses 2-pt layup from 9 ft (block by I. Clark),67,78
332,3,1:08.0,Defensive rebound by J. Holiday,,67,78
333,3,1:05.0,I. Clark makes 2-pt jump shot from 2 ft,,69,78
334,3,0:51.0,,Turnover by T. Parker (bad pass),69,78
335,3,0:33.0,I. Clark misses 2-pt jump shot from 6 ft,,69,78
336,3,0:33.0,Offensive rebound by E. Okafor,,69,78
337,3,0:33.0,E. Okafor makes 2-pt layup at rim,,71,78
338,3,0:28.0,,T. Parker misses 2-pt jump shot from 16 ft,71,78
339,3,0:25.0,Defensive rebound by E. Okafor,,71,78
340,3,0:08.0,J. Holiday makes 2-pt jump shot from 18 ft,,73,78
341,3,0:00.0,,P. Gasol misses 3-pt jump shot from 25 ft,73,78
342,3,0:00.0,Defensive rebound by D. Liggins,,73,78
343,4,11:49.0,I. Clark makes 2-pt jump shot from 18 ft (assist by R. Rondo),,75,78
344,4,11:28.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Anderson),75,81
345,4,11:12.0,Personal foul by D. Murray (drawn by A. Davis),,75,81
346,4,11:02.0,D. Liggins misses 2-pt jump shot from 20 ft,,75,81
347,4,10:59.0,Offensive rebound by N. Mirotić,,75,81
348,4,10:59.0,N. Mirotić misses 2-pt layup at rim,,75,81
349,4,10:59.0,,Defensive rebound by Team,75,81
350,4,10:40.0,,D. Green misses 3-pt jump shot from 25 ft,75,81
351,4,10:37.0,Defensive rebound by A. Davis,,75,81
352,4,10:28.0,A. Davis misses 2-pt jump shot from 20 ft,,75,81
353,4,10:25.0,,Defensive rebound by D. Murray,75,81
354,4,10:14.0,,L. Aldridge misses 2-pt jump shot from 11 ft,75,81
355,4,10:12.0,Defensive rebound by N. Mirotić,,75,81
356,4,10:00.0,Turnover by N. Mirotić (lost ball; steal by D. Murray),,75,81
357,4,9:59.0,,Personal foul by D. Liggins (drawn by D. Murray),75,81
358,4,9:49.0,,D. Murray makes 2-pt layup from 1 ft,75,83
359,4,9:28.0,A. Davis misses 2-pt jump shot from 15 ft,,75,83
360,4,9:26.0,,Defensive rebound by D. Green,75,83
361,4,9:12.0,,L. Aldridge makes 2-pt hook shot from 10 ft (assist by P. Mills),75,85
362,4,8:57.0,Shooting foul by D. Murray (drawn by I. Clark),,75,85
363,4,8:57.0,I. Clark makes free throw 1 of 2,,76,85
364,4,8:57.0,E. Moore enters the game for D. Liggins,,76,85
365,4,8:57.0,I. Clark makes free throw 2 of 2,,77,85
366,4,8:57.0,J. Holiday enters the game for R. Rondo,,77,85
367,4,8:41.0,,D. Murray misses 3-pt jump shot from 23 ft,77,85
368,4,8:39.0,Defensive rebound by N. Mirotić,,77,85
369,4,8:31.0,Turnover by I. Clark (bad pass),,77,85
370,4,8:06.0,,D. Murray misses 2-pt layup from 10 ft,77,85
371,4,8:04.0,,Offensive rebound by D. Green,77,85
372,4,8:02.0,,D. Green misses 2-pt layup from 1 ft,77,85
373,4,8:02.0,Defensive rebound by A. Davis,,77,85
374,4,7:49.0,J. Holiday makes 2-pt dunk at rim,,79,85
375,4,7:49.0,Shooting foul by D. Murray (drawn by J. Holiday),,79,85
376,4,7:49.0,J. Holiday makes free throw 1 of 1,,80,85
377,4,7:49.0,,T. Parker enters the game for D. Murray,80,85
378,4,7:29.0,,P. Mills misses 2-pt jump shot from 19 ft,80,85
379,4,7:29.0,Defensive rebound by A. Davis,,80,85
380,4,7:21.0,J. Holiday makes 3-pt jump shot from 25 ft,,83,85
381,4,7:21.0,,San Antonio full timeout,83,85
382,4,7:21.0,D. Miller enters the game for I. Clark,,83,85
383,4,7:07.0,,T. Parker makes 3-pt jump shot from 23 ft (assist by L. Aldridge),83,88
384,4,6:53.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,85,88
385,4,6:24.0,,L. Aldridge misses 2-pt jump shot from 14 ft,85,88
386,4,6:23.0,Defensive rebound by N. Mirotić,,85,88
387,4,6:13.0,A. Davis misses 3-pt jump shot from 24 ft,,85,88
