,QUARTER,TIME_REMAINING,TORONTO_ACTION,INDIANA_ACTION,TORONTO_SCORE,INDIANA_SCORE
52,1,3:59.0,,B. Bogdanović misses 2-pt jump shot from 7 ft (block by M. Miller),19,16
53,1,3:57.0,Defensive rebound by M. Miller,,19,16
54,1,3:54.0,S. Ibaka misses 3-pt jump shot from 23 ft,,19,16
55,1,3:49.0,Offensive rebound by K. Lowry,,19,16
56,1,3:48.0,Turnover by K. Lowry (bad pass; steal by T. Young),,19,16
57,1,3:36.0,,V. Oladipo misses 2-pt layup from 4 ft,19,16
58,1,3:35.0,Defensive rebound by S. Ibaka,,19,16
59,1,3:32.0,Personal take foul by C. Joseph (drawn by D. DeRozan),,19,16
60,1,3:32.0,,D. Collison enters the game for C. Joseph,19,16
61,1,3:32.0,,T. Booker enters the game for T. Young,19,16
62,1,3:32.0,,G. Robinson enters the game for B. Bogdanović,19,16
63,1,3:32.0,J. Poeltl enters the game for J. Valančiūnas,,19,16
64,1,3:32.0,C. Miles enters the game for M. Miller,,19,16
65,1,3:26.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,22,16
66,1,3:03.0,,M. Turner makes 2-pt jump shot from 20 ft,22,18
67,1,2:49.0,S. Ibaka makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,25,18
68,1,2:29.0,,D. Collison makes 2-pt layup at rim,25,20
69,1,2:15.0,Turnover by D. DeRozan (bad pass; steal by M. Turner),,25,20
70,1,2:13.0,,V. Oladipo makes 2-pt layup from 1 ft,25,22
71,1,2:13.0,,Shooting foul by K. Lowry (drawn by V. Oladipo),25,22
72,1,2:13.0,Toronto full timeout,,25,22
73,1,2:13.0,,A. Jefferson enters the game for M. Turner,25,22
74,1,2:13.0,F. VanVleet enters the game for K. Lowry,,25,22
75,1,2:13.0,P. Siakam enters the game for S. Ibaka,,25,22
76,1,2:13.0,,V. Oladipo makes free throw 1 of 1,25,23
77,1,2:06.0,D. DeRozan misses 2-pt jump shot from 20 ft,,25,23
78,1,2:02.0,,Defensive rebound by A. Jefferson,25,23
79,1,1:44.0,,A. Jefferson misses 2-pt jump shot from 18 ft,25,23
80,1,1:40.0,Defensive rebound by F. VanVleet,,25,23
81,1,1:25.0,D. DeRozan misses 3-pt jump shot from 26 ft,,25,23
82,1,1:23.0,,Defensive rebound by A. Jefferson,25,23
83,1,1:17.0,,Shooting foul by D. DeRozan (drawn by D. Collison),25,23
84,1,1:17.0,,D. Collison makes free throw 1 of 2,25,24
85,1,1:17.0,,L. Stephenson enters the game for V. Oladipo,25,24
86,1,1:17.0,D. Wright enters the game for D. DeRozan,,25,24
87,1,1:17.0,,D. Collison makes free throw 2 of 2,25,25
88,1,1:03.0,Offensive foul by J. Poeltl (drawn by G. Robinson),,25,25
89,1,1:03.0,Turnover by J. Poeltl (offensive foul),,25,25
90,1,0:45.0,,A. Jefferson makes 2-pt layup from 1 ft,25,27
91,1,0:34.0,F. VanVleet misses 2-pt jump shot from 14 ft,,25,27
92,1,0:31.0,,Defensive rebound by T. Booker,25,27
93,1,0:18.0,,T. Booker misses 2-pt hook shot from 5 ft,25,27
94,1,0:16.0,Defensive rebound by Team,,25,27
95,1,0:04.0,Personal take foul by D. Collison (drawn by F. VanVleet),,25,27
96,1,0:04.0,,T. Young enters the game for A. Jefferson,25,27
97,1,0:01.0,Turnover by J. Poeltl (out of bounds lost ball),,25,27
98,2,11:53.0,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Siakam),,27,27
99,2,11:28.0,,A. Jefferson makes 2-pt jump shot from 11 ft,27,29
100,2,11:28.0,,Shooting foul by J. Poeltl (drawn by A. Jefferson),27,29
101,2,11:28.0,,A. Jefferson makes free throw 1 of 1,27,30
102,2,11:14.0,Shooting foul by A. Jefferson (drawn by D. Wright),,27,30
103,2,11:14.0,D. Wright misses free throw 1 of 2,,27,30
104,2,11:14.0,Offensive rebound by Team,,27,30
105,2,11:14.0,D. Wright misses free throw 2 of 2,,27,30
106,2,11:10.0,Offensive rebound by F. VanVleet,,27,30
107,2,11:03.0,P. Siakam misses 2-pt jump shot from 8 ft,,27,30
108,2,11:02.0,,Defensive rebound by L. Stephenson,27,30
109,2,10:58.0,,L. Stephenson misses 2-pt jump shot from 6 ft,27,30
110,2,10:56.0,,Offensive rebound by T. Booker,27,30
111,2,10:54.0,,T. Booker misses 2-pt layup from 2 ft,27,30
112,2,10:54.0,,Offensive rebound by Team,27,30
113,2,10:40.0,,G. Robinson misses 3-pt jump shot from 28 ft,27,30
114,2,10:37.0,Defensive rebound by P. Siakam,,27,30
115,2,10:29.0,D. Wright misses 3-pt jump shot from 25 ft,,27,30
116,2,10:25.0,,Defensive rebound by T. Booker,27,30
117,2,10:15.0,,Shooting foul by F. VanVleet (drawn by L. Stephenson),27,30
118,2,10:15.0,,L. Stephenson makes free throw 1 of 2,27,31
119,2,10:15.0,,L. Stephenson makes free throw 2 of 2,27,32
120,2,10:04.0,F. VanVleet makes 2-pt layup from 1 ft,,29,32
121,2,9:53.0,,L. Stephenson misses 2-pt layup from 2 ft (block by J. Poeltl),29,32
122,2,9:51.0,,Offensive rebound by T. Booker,29,32
123,2,9:48.0,,D. Collison makes 2-pt jump shot from 10 ft,29,34
124,2,9:36.0,P. Siakam makes 2-pt jump shot from 11 ft (assist by F. VanVleet),,31,34
125,2,9:24.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by D. Collison),31,36
126,2,9:08.0,C. Miles misses 3-pt jump shot from 27 ft,,31,36
127,2,9:05.0,,Defensive rebound by A. Jefferson,31,36
128,2,8:56.0,,T. Booker misses 2-pt hook shot from 4 ft,31,36
129,2,8:55.0,,Offensive rebound by Team,31,36
130,2,8:55.0,,B. Bogdanović enters the game for G. Robinson,31,36
131,2,8:43.0,,L. Stephenson makes 2-pt jump shot from 7 ft,31,38
132,2,8:36.0,Toronto full timeout,,31,38
133,2,8:29.0,Personal foul by L. Stephenson (drawn by C. Miles),,31,38
134,2,8:22.0,D. Wright makes 2-pt layup from 2 ft,,33,38
135,2,8:00.0,,A. Jefferson makes 2-pt jump shot from 17 ft,33,40
136,2,7:41.0,C. Miles misses 3-pt jump shot from 30 ft,,33,40
137,2,7:38.0,Offensive rebound by P. Siakam,,33,40
138,2,7:28.0,P. Siakam makes 2-pt dunk from 1 ft (assist by C. Miles),,35,40
139,2,7:09.0,,A. Jefferson makes 2-pt hook shot from 6 ft,35,42
140,2,6:52.0,F. VanVleet misses 2-pt jump shot from 5 ft,,35,42
141,2,6:51.0,Offensive rebound by P. Siakam,,35,42
142,2,6:50.0,P. Siakam makes 2-pt layup from 1 ft,,37,42
143,2,6:27.0,,L. Stephenson makes 2-pt dunk from 1 ft,37,44
144,2,6:10.0,Offensive foul by J. Poeltl (drawn by L. Stephenson),,37,44
145,2,6:10.0,Turnover by J. Poeltl (offensive foul),,37,44
146,2,6:10.0,,T. Young enters the game for T. Booker,37,44
147,2,6:10.0,S. Ibaka enters the game for C. Miles,,37,44
148,2,6:10.0,D. DeRozan enters the game for J. Poeltl,,37,44
149,2,6:10.0,K. Lowry enters the game for P. Siakam,,37,44
150,2,6:10.0,J. Valančiūnas enters the game for D. Wright,,37,44
151,2,5:52.0,,D. Collison makes 2-pt jump shot from 19 ft,37,46
152,2,5:32.0,J. Valančiūnas misses 2-pt jump shot from 6 ft (block by A. Jefferson),,37,46
153,2,5:28.0,,Defensive rebound by A. Jefferson,37,46
154,2,5:27.0,,D. Collison misses 2-pt jump shot from 17 ft,37,46
155,2,5:23.0,,Offensive rebound by T. Young,37,46
156,2,5:23.0,,T. Young misses 2-pt layup at rim,37,46
157,2,5:21.0,Defensive rebound by S. Ibaka,,37,46
158,2,5:17.0,K. Lowry misses 3-pt jump shot from 29 ft,,37,46
159,2,5:13.0,,Defensive rebound by A. Jefferson,37,46
160,2,5:08.0,,Turnover by L. Stephenson (bad pass; steal by S. Ibaka),37,46
161,2,5:08.0,Personal foul by A. Jefferson (drawn by K. Lowry),,37,46
162,2,5:08.0,,M. Turner enters the game for A. Jefferson,37,46
163,2,5:08.0,,C. Joseph enters the game for D. Collison,37,46
164,2,4:57.0,Shooting foul by M. Turner (drawn by K. Lowry),,37,46
165,2,4:57.0,K. Lowry makes free throw 1 of 2,,38,46
166,2,4:57.0,,V. Oladipo enters the game for L. Stephenson,38,46
167,2,4:57.0,M. Miller enters the game for F. VanVleet,,38,46
168,2,4:57.0,K. Lowry makes free throw 2 of 2,,39,46
169,2,4:45.0,,B. Bogdanović misses 2-pt jump shot from 15 ft,39,46
170,2,4:44.0,,Offensive rebound by T. Young,39,46
171,2,4:35.0,,V. Oladipo makes 2-pt jump shot from 19 ft (assist by B. Bogdanović),39,48
172,2,4:20.0,Shooting foul by C. Joseph (drawn by D. DeRozan),,39,48
173,2,4:20.0,D. DeRozan misses free throw 1 of 2,,39,48
174,2,4:20.0,Offensive rebound by Team,,39,48
175,2,4:20.0,D. DeRozan makes free throw 2 of 2,,40,48
176,2,4:03.0,,T. Young makes 2-pt layup from 1 ft,40,50
177,2,3:50.0,Offensive foul by S. Ibaka (drawn by C. Joseph),,40,50
178,2,3:50.0,Turnover by S. Ibaka (offensive foul),,40,50
179,2,3:40.0,,T. Young misses 3-pt jump shot from 26 ft,40,50
180,2,3:37.0,Defensive rebound by D. DeRozan,,40,50
181,2,3:32.0,S. Ibaka makes 3-pt jump shot from 28 ft (assist by D. DeRozan),,43,50
182,2,3:23.0,,Indiana full timeout,43,50
183,2,3:15.0,,V. Oladipo misses 2-pt layup from 2 ft,43,50
184,2,3:15.0,,Offensive rebound by V. Oladipo,43,50
185,2,3:14.0,,V. Oladipo misses 2-pt layup from 2 ft (block by J. Valančiūnas),43,50
186,2,3:14.0,Defensive rebound by J. Valančiūnas,,43,50
187,2,3:00.0,K. Lowry misses 2-pt layup from 1 ft (block by C. Joseph),,43,50
188,2,2:58.0,,Defensive rebound by V. Oladipo,43,50
189,2,2:52.0,,T. Young misses 2-pt jump shot from 4 ft,43,50
190,2,2:49.0,Defensive rebound by S. Ibaka,,43,50
191,2,2:42.0,Personal foul by T. Young (drawn by D. DeRozan),,43,50
192,2,2:42.0,D. DeRozan makes free throw 1 of 2,,44,50
193,2,2:42.0,,D. Collison enters the game for C. Joseph,44,50
194,2,2:42.0,D. DeRozan makes free throw 2 of 2,,45,50
195,2,2:21.0,,Turnover by M. Turner (turnover),45,50
196,2,2:05.0,J. Valančiūnas misses 2-pt layup from 1 ft,,45,50
197,2,2:02.0,,Defensive rebound by V. Oladipo,45,50
198,2,1:53.0,,T. Young misses 2-pt layup from 6 ft,45,50
199,2,1:51.0,Defensive rebound by J. Valančiūnas,,45,50
200,2,1:44.0,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by D. DeRozan),,47,50
201,2,1:33.0,,Personal foul by D. DeRozan,47,50
202,2,1:33.0,Technical foul by D. DeRozan,,47,50
203,2,1:33.0,,B. Bogdanović makes technical free throw,47,51
204,2,1:33.0,,A. Jefferson enters the game for M. Turner,47,51
205,2,1:29.0,,V. Oladipo misses 2-pt jump shot from 20 ft,47,51
206,2,1:27.0,Defensive rebound by J. Valančiūnas,,47,51
207,2,1:20.0,Turnover by K. Lowry (bad pass; steal by T. Young),,47,51
208,2,1:18.0,,Turnover by V. Oladipo (bad pass),47,51
209,2,1:07.0,D. DeRozan misses 2-pt jump shot from 16 ft,,47,51
210,2,1:03.0,,Defensive rebound by A. Jefferson,47,51
211,2,0:54.0,,A. Jefferson makes 2-pt jump shot from 15 ft (assist by D. Collison),47,53
212,2,0:45.0,Personal foul by D. Collison (drawn by M. Miller),,47,53
213,2,0:45.0,M. Miller makes free throw 1 of 2,,48,53
214,2,0:45.0,P. Siakam enters the game for S. Ibaka,,48,53
215,2,0:45.0,F. VanVleet enters the game for D. DeRozan,,48,53
216,2,0:45.0,M. Miller makes free throw 2 of 2,,49,53
217,2,0:31.0,,A. Jefferson makes 2-pt jump shot from 20 ft (assist by D. Collison),49,55
218,2,0:29.0,K. Lowry misses 3-pt jump shot from 29 ft,,49,55
219,2,0:26.0,Offensive rebound by P. Siakam,,49,55
220,2,0:08.0,J. Valančiūnas misses 2-pt layup from 2 ft,,49,55
221,2,0:06.0,Offensive rebound by J. Valančiūnas,,49,55
222,2,0:05.0,J. Valančiūnas misses 2-pt layup at rim,,49,55
223,2,0:05.0,Offensive rebound by J. Valančiūnas,,49,55
224,2,0:04.0,J. Valančiūnas misses 2-pt layup at rim,,49,55
225,2,0:04.0,,Defensive rebound by Team,49,55
226,2,0:00.0,,D. Collison makes 2-pt jump shot from 16 ft,49,57
227,3,11:43.0,S. Ibaka makes 3-pt jump shot from 28 ft (assist by K. Lowry),,52,57
228,3,11:18.0,,T. Young makes 2-pt layup from 1 ft (assist by A. Jefferson),52,59
229,3,10:57.0,Turnover by K. Lowry (lost ball; steal by C. Joseph),,52,59
230,3,10:43.0,,Personal foul by K. Lowry (drawn by T. Young),52,59
231,3,10:31.0,,B. Bogdanović misses 2-pt jump shot from 11 ft,52,59
232,3,10:28.0,Defensive rebound by J. Valančiūnas,,52,59
233,3,10:23.0,Turnover by S. Ibaka (traveling),,52,59
234,3,9:58.0,,A. Jefferson misses 2-pt jump shot from 10 ft,52,59
235,3,9:56.0,Defensive rebound by J. Valančiūnas,,52,59
236,3,9:48.0,Turnover by D. DeRozan (bad pass; steal by V. Oladipo),,52,59
237,3,9:43.0,,C. Joseph misses 2-pt layup from 4 ft (block by K. Lowry),52,59
238,3,9:41.0,Defensive rebound by S. Ibaka,,52,59
239,3,9:41.0,Turnover by S. Ibaka (bad pass),,52,59
240,3,9:41.0,,M. Turner enters the game for A. Jefferson,52,59
241,3,9:22.0,,V. Oladipo misses 3-pt jump shot from 26 ft,52,59
242,3,9:20.0,,Offensive rebound by Team,52,59
243,3,9:20.0,Loose ball foul by J. Valančiūnas (drawn by T. Young),,52,59
244,3,9:01.0,,C. Joseph makes 3-pt jump shot from 26 ft (assist by T. Young),52,62
245,3,8:42.0,Personal foul by M. Turner (drawn by K. Lowry),,52,62
246,3,8:29.0,S. Ibaka makes 2-pt layup at rim (assist by D. DeRozan),,54,62
247,3,8:15.0,Offensive charge foul by C. Joseph (drawn by K. Lowry),,54,62
248,3,8:15.0,,Turnover by C. Joseph (offensive foul),54,62
249,3,8:04.0,D. DeRozan makes 3-pt jump shot from 28 ft (assist by K. Lowry),,57,62
250,3,7:49.0,,T. Young makes 3-pt jump shot from 27 ft (assist by C. Joseph),57,65
251,3,7:25.0,M. Miller misses 2-pt layup from 2 ft,,57,65
252,3,7:22.0,Offensive rebound by J. Valančiūnas,,57,65
253,3,7:22.0,J. Valančiūnas misses 2-pt jump shot from 4 ft,,57,65
254,3,7:22.0,Offensive rebound by J. Valančiūnas,,57,65
255,3,7:19.0,J. Valančiūnas makes 2-pt layup at rim,,59,65
256,3,7:01.0,,T. Young makes 2-pt layup at rim,59,67
257,3,6:47.0,K. Lowry misses 3-pt jump shot from 26 ft,,59,67
258,3,6:44.0,,Defensive rebound by T. Young,59,67
259,3,6:33.0,,T. Young misses 3-pt jump shot from 25 ft,59,67
260,3,6:30.0,Defensive rebound by S. Ibaka,,59,67
261,3,6:22.0,S. Ibaka misses 2-pt jump shot from 5 ft,,59,67
262,3,6:19.0,Offensive rebound by J. Valančiūnas,,59,67
263,3,6:18.0,K. Lowry misses 3-pt jump shot from 24 ft,,59,67
264,3,6:15.0,,Defensive rebound by T. Young,59,67
265,3,6:06.0,,C. Joseph misses 3-pt jump shot from 26 ft,59,67
266,3,6:01.0,Defensive rebound by J. Valančiūnas,,59,67
267,3,5:57.0,Personal foul by T. Young (drawn by K. Lowry),,59,67
268,3,5:57.0,,Indiana full timeout,59,67
269,3,5:55.0,Shooting foul by M. Turner (drawn by J. Valančiūnas),,59,67
270,3,5:55.0,J. Valančiūnas makes free throw 1 of 2,,60,67
271,3,5:55.0,,A. Jefferson enters the game for M. Turner,60,67
272,3,5:55.0,J. Valančiūnas makes free throw 2 of 2,,61,67
273,3,5:34.0,,A. Jefferson makes 2-pt jump shot from 16 ft (assist by C. Joseph),61,69
274,3,5:22.0,D. DeRozan makes 2-pt jump shot from 14 ft,,63,69
275,3,5:03.0,,Turnover by V. Oladipo (bad pass),63,69
276,3,4:56.0,D. DeRozan misses 2-pt layup from 1 ft,,63,69
277,3,4:54.0,Offensive rebound by J. Valančiūnas,,63,69
278,3,4:54.0,J. Valančiūnas misses 2-pt layup at rim,,63,69
279,3,4:52.0,,Defensive rebound by A. Jefferson,63,69
280,3,4:43.0,,Shooting foul by K. Lowry (drawn by A. Jefferson),63,69
281,3,4:43.0,,A. Jefferson misses free throw 1 of 2,63,69
282,3,4:43.0,,Offensive rebound by Team,63,69
283,3,4:43.0,,G. Robinson enters the game for B. Bogdanović,63,69
284,3,4:43.0,,A. Jefferson makes free throw 2 of 2,63,70
285,3,4:27.0,D. DeRozan misses 3-pt jump shot from 26 ft,,63,70
286,3,4:24.0,,Defensive rebound by A. Jefferson,63,70
287,3,4:09.0,,V. Oladipo makes 2-pt jump shot from 17 ft,63,72
288,3,3:55.0,S. Ibaka misses 3-pt jump shot from 28 ft,,63,72
289,3,3:53.0,Offensive rebound by K. Lowry,,63,72
290,3,3:48.0,S. Ibaka misses 2-pt jump shot from 6 ft,,63,72
291,3,3:47.0,Offensive rebound by J. Valančiūnas,,63,72
292,3,3:47.0,J. Valančiūnas misses 2-pt layup from 6 ft,,63,72
293,3,3:45.0,Offensive rebound by J. Valančiūnas,,63,72
294,3,3:45.0,J. Valančiūnas makes 2-pt layup at rim,,65,72
295,3,3:45.0,Shooting foul by A. Jefferson (drawn by J. Valančiūnas),,65,72
296,3,3:45.0,J. Valančiūnas makes free throw 1 of 1,,66,72
297,3,3:38.0,,V. Oladipo misses 3-pt jump shot from 27 ft,66,72
298,3,3:35.0,Defensive rebound by S. Ibaka,,66,72
299,3,3:24.0,S. Ibaka misses 3-pt jump shot from 26 ft,,66,72
300,3,3:24.0,,Defensive rebound by Team,66,72
301,3,3:18.0,C. Miles enters the game for M. Miller,,66,72
302,3,3:18.0,P. Siakam enters the game for J. Valančiūnas,,66,72
303,3,2:59.0,,Personal foul by D. DeRozan (drawn by V. Oladipo),66,72
304,3,2:59.0,Toronto full timeout,,66,72
305,3,2:59.0,,D. Collison enters the game for C. Joseph,66,72
306,3,2:59.0,,T. Booker enters the game for T. Young,66,72
307,3,2:51.0,,T. Booker misses 3-pt jump shot from 26 ft,66,72
308,3,2:48.0,Defensive rebound by S. Ibaka,,66,72
309,3,2:35.0,D. DeRozan makes 2-pt jump shot from 2 ft,,68,72
310,3,2:35.0,Shooting foul by A. Jefferson (drawn by D. DeRozan),,68,72
311,3,2:35.0,,L. Stephenson enters the game for V. Oladipo,68,72
312,3,2:35.0,F. VanVleet enters the game for K. Lowry,,68,72
313,3,2:35.0,D. DeRozan makes free throw 1 of 1,,69,72
314,3,2:27.0,,Personal foul by F. VanVleet (drawn by D. Collison),69,72
315,3,2:27.0,,D. Collison misses free throw 1 of 2,69,72
316,3,2:27.0,,Offensive rebound by Team,69,72
317,3,2:27.0,,D. Collison misses free throw 2 of 2,69,72
318,3,2:25.0,Defensive rebound by P. Siakam,,69,72
319,3,2:08.0,P. Siakam makes 2-pt layup at rim,,71,72
320,3,1:40.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by A. Jefferson),71,75
321,3,1:22.0,P. Siakam misses 3-pt jump shot from 26 ft,,71,75
322,3,1:18.0,Offensive rebound by F. VanVleet,,71,75
323,3,1:06.0,Personal foul by T. Booker (drawn by P. Siakam),,71,75
324,3,1:06.0,P. Siakam makes free throw 1 of 2,,72,75
325,3,1:06.0,,B. Bogdanović enters the game for A. Jefferson,72,75
326,3,1:06.0,P. Siakam makes free throw 2 of 2,,73,75
327,3,0:54.0,,L. Stephenson misses 2-pt jump shot from 18 ft,73,75
328,3,0:52.0,Defensive rebound by D. DeRozan,,73,75
329,3,0:47.0,D. DeRozan makes 2-pt layup at rim,,75,75
330,3,0:38.0,,G. Robinson makes 2-pt jump shot from 17 ft (assist by L. Stephenson),75,77
331,3,0:33.0,Turnover by D. DeRozan (step out of bounds),,75,77
332,3,0:33.0,J. Poeltl enters the game for S. Ibaka,,75,77
333,3,0:28.0,,L. Stephenson makes 2-pt layup from 1 ft,75,79
334,3,0:06.0,C. Miles misses 3-pt jump shot from 26 ft,,75,79
335,3,0:04.0,Offensive rebound by Team,,75,79
336,3,0:04.0,,Loose ball foul by T. Booker (drawn by J. Poeltl),75,79
337,3,0:04.0,J. Poeltl makes free throw 1 of 2,,76,79
338,3,0:04.0,D. Wright enters the game for D. DeRozan,,76,79
339,3,0:04.0,J. Poeltl makes free throw 2 of 2,,77,79
340,3,0:00.0,,B. Bogdanović misses 3-pt jump shot from 32 ft,77,79
341,3,0:00.0,,Offensive rebound by Team,77,79
342,4,11:39.0,,A. Jefferson misses 2-pt jump shot from 9 ft,77,79
343,4,11:38.0,,Offensive rebound by T. Booker,77,79
344,4,11:38.0,,T. Booker misses 2-pt layup at rim,77,79
345,4,11:37.0,,Offensive rebound by A. Jefferson,77,79
346,4,11:37.0,,A. Jefferson misses 2-pt layup at rim,77,79
347,4,11:36.0,,Offensive rebound by A. Jefferson,77,79
348,4,11:36.0,,A. Jefferson makes 2-pt layup at rim,77,81
349,4,11:13.0,Turnover by Team (shot clock),,77,81
350,4,10:58.0,,D. Collison misses 2-pt jump shot from 17 ft,77,81
351,4,10:56.0,Defensive rebound by J. Poeltl,,77,81
352,4,10:45.0,P. Siakam makes 2-pt layup from 1 ft,,79,81
353,4,10:21.0,,A. Jefferson misses 2-pt jump shot from 20 ft,79,81
354,4,10:21.0,Defensive rebound by D. Wright,,79,81
355,4,10:17.0,Personal block foul by L. Stephenson (drawn by D. Wright),,79,81
356,4,10:06.0,D. Wright makes 2-pt layup from 1 ft,,81,81
357,4,10:06.0,,Indiana full timeout,81,81
358,4,9:46.0,,L. Stephenson makes 2-pt layup from 3 ft,81,83
359,4,9:35.0,Turnover by F. VanVleet (lost ball; steal by A. Jefferson),,81,83
360,4,9:28.0,,L. Stephenson misses 2-pt jump shot from 18 ft,81,83
361,4,9:23.0,,Offensive rebound by L. Stephenson,81,83
362,4,9:20.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,81,83
363,4,9:16.0,Defensive rebound by C. Miles,,81,83
364,4,9:13.0,Personal foul by L. Stephenson (drawn by C. Miles),,81,83
365,4,9:06.0,Turnover by D. Wright (bad pass; steal by D. Collison),,81,83
366,4,9:01.0,,B. Bogdanović misses 2-pt layup from 1 ft,81,83
367,4,9:01.0,,Offensive rebound by D. Collison,81,83
368,4,9:01.0,,D. Collison makes 2-pt layup at rim,81,85
369,4,9:01.0,Violation by C. Miles (def goaltending),,81,85
370,4,8:46.0,C. Miles makes 3-pt jump shot from 27 ft (assist by F. VanVleet),,84,85
371,4,8:26.0,,D. Collison makes 3-pt jump shot from 25 ft (assist by T. Booker),84,88
372,4,8:05.0,C. Miles makes 3-pt jump shot from 26 ft (assist by P. Siakam),,87,88
373,4,7:44.0,,Turnover by L. Stephenson (bad pass; steal by D. Wright),87,88
374,4,7:31.0,F. VanVleet misses 3-pt jump shot from 27 ft,,87,88
375,4,7:25.0,Offensive rebound by J. Poeltl,,87,88
376,4,7:22.0,C. Miles misses 2-pt layup from 8 ft,,87,88
377,4,7:20.0,,Defensive rebound by A. Jefferson,87,88
378,4,7:14.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,87,88
379,4,7:10.0,Defensive rebound by P. Siakam,,87,88
