,QUARTER,TIME_REMAINING,DENVER_ACTION,MIAMI_ACTION,DENVER_SCORE,MIAMI_SCORE
381,4,4:37.0,W. Barton enters the game for D. Harris,,111,111
382,4,4:19.0,N. Jokić misses 2-pt jump shot from 9 ft,,111,111
383,4,4:16.0,,Defensive rebound by G. Dragić,111,111
384,4,4:00.0,,W. Ellington misses 3-pt jump shot from 26 ft,111,111
385,4,3:58.0,,Offensive rebound by J. Richardson,111,111
386,4,3:55.0,,J. Richardson makes 2-pt jump shot from 11 ft,111,113
387,4,3:39.0,J. Murray misses 2-pt layup from 1 ft (block by K. Olynyk),,111,113
388,4,3:37.0,,Defensive rebound by J. Johnson,111,113
389,4,3:34.0,,J. Richardson misses 2-pt layup at rim (block by W. Barton),111,113
390,4,3:33.0,Defensive rebound by W. Chandler,,111,113
391,4,3:27.0,W. Chandler makes 2-pt dunk from 1 ft (assist by P. Millsap),,113,113
392,4,3:25.0,,Miami full timeout,113,113
393,4,3:01.0,,G. Dragić makes 2-pt layup from 1 ft,113,115
394,4,2:45.0,Turnover by N. Jokić (offensive goaltending),,113,115
395,4,2:29.0,,K. Olynyk misses 2-pt jump shot from 19 ft,113,115
396,4,2:28.0,Defensive rebound by P. Millsap,,113,115
397,4,2:28.0,Personal foul by J. Richardson (drawn by P. Millsap),,113,115
398,4,2:28.0,P. Millsap makes free throw 1 of 2,,114,115
399,4,2:28.0,P. Millsap misses free throw 2 of 2,,114,115
400,4,2:26.0,,Defensive rebound by J. Richardson,114,115
401,4,2:09.0,,J. Richardson misses 3-pt jump shot from 24 ft,114,115
402,4,2:05.0,Defensive rebound by N. Jokić,,114,115
403,4,1:45.0,W. Barton misses 2-pt jump shot from 13 ft,,114,115
404,4,1:42.0,,Defensive rebound by K. Olynyk,114,115
405,4,1:29.0,,G. Dragić misses 2-pt jump shot from 15 ft,114,115
406,4,1:26.0,Defensive rebound by N. Jokić,,114,115
407,4,1:18.0,W. Barton misses 2-pt layup from 2 ft,,114,115
408,4,1:16.0,Offensive rebound by W. Barton,,114,115
409,4,1:16.0,W. Barton misses 2-pt layup at rim,,114,115
410,4,1:16.0,Offensive rebound by N. Jokić,,114,115
411,4,1:16.0,Shooting foul by G. Dragić (drawn by N. Jokić),,114,115
412,4,1:16.0,N. Jokić makes free throw 1 of 2,,115,115
413,4,1:16.0,N. Jokić makes free throw 2 of 2,,116,115
414,4,0:54.0,,J. Johnson misses 3-pt jump shot from 23 ft,116,115
415,4,0:52.0,,Offensive rebound by G. Dragić,116,115
416,4,0:52.0,,Miami full timeout,116,115
417,4,0:52.0,D. Harris enters the game for N. Jokić,,116,115
418,4,0:52.0,M. Plumlee enters the game for J. Murray,,116,115
419,4,0:42.0,,Personal foul by W. Chandler (drawn by J. Richardson),116,115
420,4,0:34.0,,Shooting foul by M. Plumlee (drawn by G. Dragić),116,115
421,4,0:34.0,,G. Dragić makes free throw 1 of 2,116,116
422,4,0:34.0,,G. Dragić makes free throw 2 of 2,116,117
423,4,0:34.0,Denver full timeout,,116,117
424,4,0:34.0,,J. Winslow enters the game for W. Ellington,116,117
425,4,0:34.0,,T. Johnson enters the game for G. Dragić,116,117
426,4,0:34.0,,B. Adebayo enters the game for K. Olynyk,116,117
427,4,0:34.0,N. Jokić enters the game for D. Harris,,116,117
428,4,0:34.0,J. Murray enters the game for M. Plumlee,,116,117
429,4,0:28.0,N. Jokić misses 2-pt hook shot from 6 ft,,116,117
430,4,0:26.0,,Defensive rebound by B. Adebayo,116,117
431,4,0:26.0,,Personal foul by N. Jokić (drawn by B. Adebayo),116,117
432,4,0:26.0,,B. Adebayo misses free throw 1 of 2,116,117
433,4,0:26.0,,Offensive rebound by Team,116,117
434,4,0:26.0,,B. Adebayo makes free throw 2 of 2,116,118
435,4,0:26.0,Denver full timeout,,116,118
436,4,0:11.0,J. Murray misses 2-pt layup from 1 ft,,116,118
437,4,0:10.0,Offensive rebound by N. Jokić,,116,118
438,4,0:10.0,N. Jokić makes 2-pt layup at rim,,118,118
439,4,0:10.0,,Miami full timeout,118,118
440,4,0:10.0,,W. Ellington enters the game for J. Johnson,118,118
441,4,0:10.0,,G. Dragić enters the game for J. Winslow,118,118
442,4,0:10.0,,K. Olynyk enters the game for B. Adebayo,118,118
443,4,0:00.0,,J. Richardson misses 2-pt hook shot from 7 ft,118,118
444,4,0:00.0,,Offensive rebound by Team,118,118
445,1OT,4:43.0,W. Chandler misses 2-pt jump shot from 12 ft,,118,118
446,1OT,4:41.0,,Defensive rebound by J. Richardson,118,118
447,1OT,4:30.0,,K. Olynyk makes 2-pt jump shot from 22 ft (assist by G. Dragić),118,120
448,1OT,4:15.0,N. Jokić misses 3-pt jump shot from 25 ft,,118,120
449,1OT,4:13.0,,Defensive rebound by G. Dragić,118,120
450,1OT,3:51.0,,J. Johnson makes 2-pt layup from 1 ft (assist by K. Olynyk),118,122
451,1OT,3:31.0,W. Chandler misses 2-pt layup at rim,,118,122
452,1OT,3:29.0,Offensive rebound by N. Jokić,,118,122
453,1OT,3:29.0,N. Jokić misses 2-pt layup at rim (block by J. Richardson),,118,122
454,1OT,3:28.0,Offensive rebound by Team,,118,122
455,1OT,3:19.0,N. Jokić makes 3-pt jump shot from 24 ft (assist by J. Murray),,121,122
456,1OT,2:59.0,,Shooting foul by W. Chandler (drawn by J. Johnson),121,122
457,1OT,2:59.0,,J. Johnson makes free throw 1 of 2,121,123
458,1OT,2:59.0,,J. Johnson misses free throw 2 of 2,121,123
459,1OT,2:58.0,Defensive rebound by N. Jokić,,121,123
460,1OT,2:37.0,J. Murray makes 3-pt jump shot from 25 ft,,124,123
461,1OT,2:24.0,,K. Olynyk makes 2-pt layup from 3 ft,124,125
462,1OT,2:24.0,,Shooting foul by N. Jokić (drawn by K. Olynyk),124,125
463,1OT,2:24.0,,K. Olynyk makes free throw 1 of 1,124,126
464,1OT,2:05.0,Shooting foul by J. Johnson (drawn by N. Jokić),,124,126
465,1OT,2:05.0,N. Jokić makes free throw 1 of 2,,125,126
466,1OT,2:05.0,N. Jokić makes free throw 2 of 2,,126,126
467,1OT,1:46.0,,J. Johnson makes 3-pt jump shot from 22 ft,126,129
468,1OT,1:33.0,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Murray),,129,129
469,1OT,1:18.0,,J. Johnson makes 2-pt layup from 1 ft (assist by K. Olynyk),129,131
470,1OT,1:18.0,Denver full timeout,,129,131
471,1OT,1:12.0,Personal foul by W. Ellington (drawn by W. Barton),,129,131
472,1OT,0:59.0,Shooting foul by J. Johnson (drawn by J. Murray),,129,131
473,1OT,0:59.0,J. Murray makes free throw 1 of 2,,130,131
474,1OT,0:59.0,J. Murray makes free throw 2 of 2,,131,131
475,1OT,0:42.0,,Turnover by J. Richardson (lost ball; steal by W. Chandler),131,131
476,1OT,0:25.0,J. Murray misses 2-pt jump shot from 18 ft (block by J. Richardson),,131,131
477,1OT,0:23.0,Offensive rebound by Team,,131,131
478,1OT,0:23.0,Denver full timeout,,131,131
479,1OT,0:23.0,,T. Johnson enters the game for W. Ellington,131,131
480,1OT,0:23.0,,B. Adebayo enters the game for G. Dragić,131,131
481,1OT,0:23.0,,J. Winslow enters the game for K. Olynyk,131,131
482,1OT,0:21.0,W. Chandler misses 3-pt jump shot from 24 ft,,131,131
483,1OT,0:19.0,,Defensive rebound by J. Johnson,131,131
484,1OT,0:13.0,,Miami full timeout,131,131
485,1OT,0:13.0,,G. Dragić enters the game for T. Johnson,131,131
486,1OT,0:13.0,,W. Ellington enters the game for B. Adebayo,131,131
487,1OT,0:13.0,,K. Olynyk enters the game for J. Winslow,131,131
488,1OT,0:13.0,M. Plumlee enters the game for N. Jokić,,131,131
489,1OT,0:13.0,D. Harris enters the game for J. Murray,,131,131
490,1OT,0:00.0,,J. Johnson misses 2-pt jump shot from 6 ft,131,131
491,1OT,0:00.0,,Offensive rebound by Team,131,131
492,2OT,4:41.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Richardson),131,134
493,2OT,4:12.0,J. Murray misses 3-pt jump shot from 24 ft,,131,134
494,2OT,4:12.0,,Defensive rebound by J. Richardson,131,134
495,2OT,3:50.0,,Personal foul by P. Millsap (drawn by G. Dragić),131,134
496,2OT,3:39.0,,Turnover by K. Olynyk (lost ball; steal by P. Millsap),131,134
497,2OT,3:35.0,Personal foul by G. Dragić (drawn by J. Murray),,131,134
498,2OT,3:26.0,Offensive foul by N. Jokić (drawn by K. Olynyk),,131,134
499,2OT,3:26.0,Turnover by N. Jokić (offensive foul),,131,134
500,2OT,3:10.0,,J. Johnson makes 2-pt layup from 2 ft,131,136
501,2OT,3:09.0,Denver full timeout,,131,136
502,2OT,3:02.0,J. Murray makes 3-pt jump shot from 25 ft (assist by W. Barton),,134,136
503,2OT,2:42.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by K. Olynyk),134,139
504,2OT,2:20.0,W. Barton misses 3-pt jump shot from 22 ft,,134,139
505,2OT,2:17.0,,Defensive rebound by G. Dragić,134,139
506,2OT,2:00.0,,W. Ellington misses 3-pt jump shot from 25 ft,134,139
507,2OT,1:57.0,Defensive rebound by N. Jokić,,134,139
508,2OT,1:51.0,Personal foul by G. Dragić (drawn by J. Murray),,134,139
509,2OT,1:49.0,W. Barton misses 3-pt jump shot from 23 ft,,134,139
510,2OT,1:46.0,,Defensive rebound by K. Olynyk,134,139
511,2OT,1:37.0,,Miami full timeout,134,139
512,2OT,1:24.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by G. Dragić),134,142
513,2OT,1:10.0,Shooting foul by J. Richardson (drawn by J. Murray),,134,142
514,2OT,1:10.0,J. Murray misses free throw 1 of 3,,134,142
515,2OT,1:10.0,Offensive rebound by Team,,134,142
516,2OT,1:10.0,J. Murray makes free throw 2 of 3,,135,142
517,2OT,1:10.0,M. Plumlee enters the game for N. Jokić,,135,142
518,2OT,1:10.0,J. Murray makes free throw 3 of 3,,136,142
519,2OT,0:52.0,,J. Johnson makes 2-pt dunk at rim,136,144
520,2OT,0:52.0,Denver full timeout,,136,144
521,2OT,0:52.0,N. Jokić enters the game for M. Plumlee,,136,144
522,2OT,0:48.0,Turnover by N. Jokić (bad pass),,136,144
523,2OT,0:48.0,M. Plumlee enters the game for N. Jokić,,136,144
524,2OT,0:40.0,,Personal foul by W. Chandler (drawn by G. Dragić),136,144
525,2OT,0:37.0,,Personal foul by W. Chandler (drawn by G. Dragić),136,144
526,2OT,0:37.0,,G. Dragić makes free throw 1 of 2,136,145
527,2OT,0:37.0,N. Jokić enters the game for M. Plumlee,,136,145
528,2OT,0:37.0,,G. Dragić makes free throw 2 of 2,136,146
529,2OT,0:33.0,W. Barton makes 2-pt layup from 1 ft,,138,146
530,2OT,0:30.0,,Personal foul by W. Barton (drawn by W. Ellington),138,146
531,2OT,0:30.0,,W. Ellington makes free throw 1 of 2,138,147
532,2OT,0:30.0,,W. Ellington misses free throw 2 of 2,138,147
533,2OT,0:30.0,Defensive rebound by N. Jokić,,138,147
534,2OT,0:22.0,J. Murray misses 3-pt jump shot from 25 ft,,138,147
535,2OT,0:20.0,Offensive rebound by P. Millsap,,138,147
536,2OT,0:15.0,N. Jokić makes 3-pt jump shot from 25 ft,,141,147
537,2OT,0:08.0,,Personal foul by W. Barton (drawn by G. Dragić),141,147
538,2OT,0:08.0,,G. Dragić makes free throw 1 of 2,141,149
539,2OT,0:08.0,,G. Dragić makes free throw 2 of 2,141,149
540,2OT,0:03.0,N. Jokić misses 2-pt jump shot from 21 ft,,141,149
541,2OT,0:02.0,,Defensive rebound by W. Ellington,141,149
