,QUARTER,TIME_REMAINING,MIAMI_ACTION,UTAH_ACTION,MIAMI_SCORE,UTAH_SCORE
31,1,7:43.0,,Defensive rebound by R. Rubio,5,10
32,1,7:34.0,,D. Favors misses 2-pt jump shot from 12 ft,5,10
33,1,7:34.0,Defensive rebound by J. Richardson,,5,10
34,1,7:22.0,D. Waiters misses 3-pt jump shot from 23 ft,,5,10
35,1,7:22.0,,Defensive rebound by R. Gobert,5,10
36,1,7:11.0,,R. Rubio misses 2-pt jump shot from 14 ft,5,10
37,1,7:08.0,Defensive rebound by H. Whiteside,,5,10
38,1,6:58.0,J. Richardson misses 2-pt jump shot from 8 ft,,5,10
39,1,6:55.0,,Defensive rebound by R. Gobert,5,10
40,1,6:48.0,,R. Rubio misses 2-pt jump shot from 14 ft,5,10
41,1,6:46.0,Defensive rebound by J. Winslow,,5,10
42,1,6:44.0,J. Winslow makes 2-pt layup from 5 ft,,7,10
43,1,6:44.0,Shooting foul by R. Rubio (drawn by J. Winslow),,7,10
44,1,6:44.0,,Utah full timeout,7,10
45,1,6:44.0,,R. Hood enters the game for R. Rubio,7,10
46,1,6:44.0,K. Olynyk enters the game for H. Whiteside,,7,10
47,1,6:44.0,J. Winslow makes free throw 1 of 1,,8,10
48,1,6:31.0,,R. Hood makes 2-pt jump shot from 17 ft (assist by D. Mitchell),8,12
49,1,6:12.0,D. Waiters makes 3-pt jump shot from 26 ft,,11,12
50,1,5:56.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),11,14
51,1,5:35.0,T. Johnson enters the game for J. Richardson,,11,14
52,1,5:33.0,G. Dragić misses 3-pt jump shot from 24 ft,,11,14
53,1,5:30.0,,Defensive rebound by D. Mitchell,11,14
54,1,5:25.0,,Personal foul by K. Olynyk (drawn by R. Gobert),11,14
55,1,5:25.0,,J. Jerebko enters the game for D. Favors,11,14
56,1,5:14.0,,Turnover by R. Hood (bad pass),11,14
57,1,5:02.0,Turnover by D. Waiters (bad pass; steal by D. Mitchell),,11,14
58,1,4:42.0,,J. Ingles makes 2-pt layup from 2 ft,11,16
59,1,4:35.0,Miami full timeout,,11,16
60,1,4:35.0,J. Johnson enters the game for J. Winslow,,11,16
61,1,4:23.0,T. Johnson makes 2-pt jump shot from 14 ft,,13,16
62,1,4:06.0,,R. Hood misses 3-pt jump shot from 25 ft,13,16
63,1,4:03.0,Defensive rebound by J. Johnson,,13,16
64,1,3:59.0,Personal foul by J. Ingles (drawn by D. Waiters),,13,16
65,1,3:59.0,,T. Sefolosha enters the game for J. Ingles,13,16
66,1,3:43.0,G. Dragić misses 2-pt jump shot from 19 ft,,13,16
67,1,3:38.0,,Defensive rebound by J. Jerebko,13,16
68,1,3:31.0,,R. Gobert makes 2-pt layup from 2 ft,13,18
69,1,3:17.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by G. Dragić),,16,18
70,1,2:59.0,,R. Hood misses 2-pt jump shot from 13 ft,16,18
71,1,2:56.0,Defensive rebound by G. Dragić,,16,18
72,1,2:56.0,Personal foul by R. Hood (drawn by G. Dragić),,16,18
73,1,2:56.0,,E. Udoh enters the game for R. Gobert,16,18
74,1,2:56.0,,R. Rubio enters the game for D. Mitchell,16,18
75,1,2:56.0,W. Ellington enters the game for G. Dragić,,16,18
76,1,2:41.0,T. Johnson makes 2-pt layup from 1 ft,,18,18
77,1,2:22.0,,Turnover by R. Rubio (bad pass; steal by J. Johnson),18,18
78,1,2:11.0,D. Waiters makes 2-pt layup from 2 ft,,20,18
79,1,1:53.0,,J. Jerebko misses 2-pt hook shot from 9 ft,20,18
80,1,1:51.0,Defensive rebound by K. Olynyk,,20,18
81,1,1:45.0,D. Waiters misses 2-pt jump shot from 20 ft,,20,18
82,1,1:45.0,,Defensive rebound by T. Sefolosha,20,18
83,1,1:32.0,,T. Sefolosha misses 2-pt layup from 7 ft,20,18
84,1,1:32.0,Defensive rebound by K. Olynyk,,20,18
85,1,1:24.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. Johnson),,23,18
86,1,1:07.0,,R. Hood makes 2-pt jump shot from 18 ft,23,20
87,1,0:49.0,W. Ellington makes 2-pt layup from 1 ft (assist by K. Olynyk),,25,20
88,1,0:36.0,,Turnover by R. Rubio (bad pass),25,20
89,1,0:24.0,Turnover by D. Waiters (bad pass),,25,20
90,1,0:03.0,,R. Hood makes 2-pt jump shot from 22 ft,25,22
91,1,0:00.0,D. Waiters misses 3-pt jump shot from 43 ft,,25,22
92,1,0:00.0,Offensive rebound by Team,,25,22
93,2,11:48.0,Personal foul by E. Udoh (drawn by K. Olynyk),,25,22
94,2,11:47.0,Offensive foul by K. Olynyk (drawn by A. Burks),,25,22
95,2,11:47.0,Turnover by K. Olynyk (offensive foul),,25,22
96,2,11:47.0,H. Whiteside enters the game for K. Olynyk,,25,22
97,2,11:32.0,,R. Hood makes 3-pt jump shot from 26 ft (assist by R. Rubio),25,25
98,2,11:17.0,J. Richardson misses 2-pt layup from 3 ft (block by E. Udoh),,25,25
99,2,11:17.0,Offensive rebound by H. Whiteside,,25,25
100,2,11:17.0,H. Whiteside makes 2-pt layup from 1 ft,,27,25
101,2,11:17.0,Shooting foul by R. Hood (drawn by H. Whiteside),,27,25
102,2,11:17.0,H. Whiteside misses free throw 1 of 1,,27,25
103,2,11:15.0,,Defensive rebound by R. Rubio,27,25
104,2,10:56.0,,T. Sefolosha makes 2-pt layup from 3 ft,27,27
105,2,10:27.0,J. Johnson misses 2-pt jump shot from 5 ft,,27,27
106,2,10:24.0,,Defensive rebound by A. Burks,27,27
107,2,10:20.0,,R. Hood makes 2-pt jump shot from 10 ft,27,29
108,2,10:01.0,Turnover by J. Johnson (traveling),,27,29
109,2,9:48.0,,R. Hood misses 2-pt jump shot from 19 ft,27,29
110,2,9:45.0,Defensive rebound by H. Whiteside,,27,29
111,2,9:33.0,H. Whiteside misses 2-pt jump shot from 15 ft,,27,29
112,2,9:30.0,,Defensive rebound by A. Burks,27,29
113,2,9:22.0,,R. Rubio misses 2-pt jump shot from 5 ft,27,29
114,2,9:20.0,Defensive rebound by H. Whiteside,,27,29
115,2,9:14.0,Turnover by J. Richardson (step out of bounds),,27,29
116,2,8:53.0,,R. Rubio misses 2-pt jump shot from 11 ft,27,29
117,2,8:50.0,Defensive rebound by T. Johnson,,27,29
118,2,8:41.0,T. Johnson misses 2-pt jump shot from 7 ft (block by E. Udoh),,27,29
119,2,8:41.0,Offensive rebound by Team,,27,29
120,2,8:41.0,,D. Mitchell enters the game for R. Rubio,27,29
121,2,8:41.0,,R. Gobert enters the game for E. Udoh,27,29
122,2,8:33.0,J. Johnson misses 3-pt jump shot from 25 ft,,27,29
123,2,8:29.0,,Defensive rebound by T. Sefolosha,27,29
124,2,8:20.0,,Turnover by D. Mitchell (lost ball; steal by J. Johnson),27,29
125,2,8:07.0,T. Johnson misses 2-pt jump shot from 21 ft,,27,29
126,2,8:05.0,Offensive rebound by H. Whiteside,,27,29
127,2,8:04.0,H. Whiteside misses 2-pt jump shot from 7 ft,,27,29
128,2,8:04.0,,Defensive rebound by R. Gobert,27,29
129,2,7:51.0,,R. Gobert misses 2-pt hook shot from 10 ft,27,29
130,2,7:49.0,Defensive rebound by W. Ellington,,27,29
131,2,7:31.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by J. Johnson),,30,29
132,2,7:28.0,,Utah full timeout,30,29
133,2,7:28.0,,D. Favors enters the game for R. Hood,30,29
134,2,7:28.0,,J. Ingles enters the game for T. Sefolosha,30,29
135,2,7:14.0,,D. Mitchell misses 2-pt layup from 2 ft,30,29
136,2,7:11.0,Defensive rebound by J. Richardson,,30,29
137,2,6:58.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by T. Johnson),,33,29
138,2,6:41.0,,A. Burks makes 3-pt jump shot from 24 ft,33,32
139,2,6:18.0,Turnover by H. Whiteside (lost ball; steal by A. Burks),,33,32
140,2,6:10.0,,D. Mitchell makes 3-pt jump shot from 25 ft,33,35
141,2,5:48.0,T. Johnson misses 2-pt layup from 3 ft (block by D. Favors),,33,35
142,2,5:46.0,,Defensive rebound by R. Gobert,33,35
143,2,5:42.0,,A. Burks makes 2-pt dunk from 2 ft (assist by J. Ingles),33,37
144,2,5:32.0,Miami full timeout,,33,37
145,2,5:32.0,G. Dragić enters the game for T. Johnson,,33,37
146,2,5:32.0,J. Winslow enters the game for J. Johnson,,33,37
147,2,5:19.0,Shooting foul by D. Mitchell (drawn by H. Whiteside),,33,37
148,2,5:19.0,H. Whiteside makes free throw 1 of 2,,34,37
149,2,5:19.0,H. Whiteside makes free throw 2 of 2,,35,37
150,2,5:03.0,,A. Burks makes 3-pt jump shot from 22 ft (assist by J. Ingles),35,40
151,2,4:44.0,G. Dragić misses 2-pt jump shot from 7 ft,,35,40
152,2,4:42.0,,Defensive rebound by J. Ingles,35,40
153,2,4:24.0,,D. Mitchell makes 3-pt jump shot from 26 ft (assist by A. Burks),35,43
154,2,4:07.0,J. Richardson misses 3-pt jump shot from 26 ft,,35,43
155,2,4:04.0,,Defensive rebound by D. Favors,35,43
156,2,3:55.0,,D. Favors makes 2-pt jump shot from 15 ft (assist by A. Burks),35,45
157,2,3:47.0,Miami full timeout,,35,45
158,2,3:47.0,,R. Hood enters the game for A. Burks,35,45
159,2,3:47.0,D. Waiters enters the game for J. Richardson,,35,45
160,2,3:47.0,K. Olynyk enters the game for W. Ellington,,35,45
161,2,3:47.0,T. Johnson enters the game for H. Whiteside,,35,45
162,2,3:32.0,Offensive foul by G. Dragić (drawn by R. Gobert),,35,45
163,2,3:32.0,Turnover by G. Dragić (offensive foul),,35,45
164,2,3:17.0,,R. Hood misses 2-pt layup from 4 ft,35,45
165,2,3:15.0,Defensive rebound by J. Winslow,,35,45
166,2,3:10.0,J. Winslow misses 2-pt layup from 3 ft,,35,45
167,2,3:08.0,,Defensive rebound by R. Hood,35,45
168,2,2:59.0,,R. Gobert misses 2-pt layup from 1 ft,35,45
169,2,2:56.0,Defensive rebound by T. Johnson,,35,45
170,2,2:37.0,T. Johnson misses 2-pt jump shot from 11 ft,,35,45
171,2,2:35.0,,Defensive rebound by R. Gobert,35,45
172,2,2:28.0,,D. Favors misses 2-pt hook shot from 7 ft,35,45
173,2,2:25.0,Defensive rebound by K. Olynyk,,35,45
174,2,2:09.0,G. Dragić misses 3-pt jump shot from 24 ft,,35,45
175,2,2:04.0,,Defensive rebound by R. Hood,35,45
176,2,1:50.0,,J. Ingles misses 2-pt jump shot from 14 ft,35,45
177,2,1:49.0,Defensive rebound by K. Olynyk,,35,45
178,2,1:31.0,D. Waiters misses 2-pt jump shot from 22 ft,,35,45
179,2,1:27.0,,Defensive rebound by R. Gobert,35,45
180,2,1:10.0,,D. Mitchell misses 2-pt jump shot from 16 ft,35,45
181,2,1:07.0,Defensive rebound by J. Winslow,,35,45
182,2,1:03.0,T. Johnson misses 3-pt jump shot from 22 ft,,35,45
183,2,1:03.0,Offensive rebound by J. Winslow,,35,45
184,2,1:03.0,Shooting foul by D. Mitchell (drawn by J. Winslow),,35,45
185,2,1:03.0,J. Winslow misses free throw 1 of 2,,35,45
186,2,1:03.0,Offensive rebound by Team,,35,45
187,2,1:03.0,,R. Rubio enters the game for D. Favors,35,45
188,2,1:03.0,J. Winslow makes free throw 2 of 2,,36,45
189,2,0:54.0,,R. Gobert makes 2-pt layup from 2 ft (assist by R. Hood),36,47
190,2,0:37.0,Shooting foul by R. Gobert (drawn by K. Olynyk),,36,47
191,2,0:37.0,K. Olynyk misses free throw 1 of 2,,36,47
192,2,0:37.0,Offensive rebound by Team,,36,47
193,2,0:37.0,J. Richardson enters the game for G. Dragić,,36,47
194,2,0:37.0,K. Olynyk makes free throw 2 of 2,,37,47
195,2,0:20.0,,D. Mitchell makes 2-pt jump shot from 10 ft,37,49
196,2,0:20.0,,Shooting foul by J. Richardson (drawn by D. Mitchell),37,49
197,2,0:20.0,G. Dragić enters the game for J. Richardson,,37,49
198,2,0:20.0,J. Richardson enters the game for J. Winslow,,37,49
199,2,0:20.0,,D. Mitchell misses free throw 1 of 1,37,49
200,2,0:18.0,Defensive rebound by K. Olynyk,,37,49
201,2,0:03.0,D. Waiters misses 2-pt layup from 3 ft,,37,49
202,2,0:01.0,,Defensive rebound by R. Gobert,37,49
203,3,11:43.0,D. Waiters misses 2-pt jump shot from 20 ft,,37,49
204,3,11:39.0,,Defensive rebound by J. Ingles,37,49
205,3,11:26.0,,Turnover by R. Rubio (traveling),37,49
206,3,11:13.0,G. Dragić makes 2-pt layup from 2 ft,,39,49
207,3,10:49.0,,J. Ingles misses 2-pt layup from 2 ft,39,49
208,3,10:48.0,Defensive rebound by H. Whiteside,,39,49
209,3,10:46.0,Turnover by H. Whiteside (bad pass; steal by R. Rubio),,39,49
210,3,10:42.0,,J. Ingles misses 3-pt jump shot from 25 ft,39,49
211,3,10:42.0,,Offensive rebound by Team,39,49
212,3,10:21.0,,R. Gobert misses 2-pt layup from 3 ft,39,49
213,3,10:20.0,Defensive rebound by J. Winslow,,39,49
214,3,10:20.0,Personal foul by J. Ingles (drawn by J. Winslow),,39,49
215,3,10:09.0,J. Richardson misses 3-pt jump shot from 25 ft,,39,49
216,3,10:06.0,Offensive rebound by G. Dragić,,39,49
217,3,9:47.0,G. Dragić misses 2-pt jump shot from 15 ft,,39,49
218,3,9:45.0,H. Whiteside makes 2-pt dunk from 1 ft,,41,49
219,3,9:45.0,,Utah full timeout,41,49
220,3,9:44.0,Defensive rebound by H. Whiteside,,41,49
221,3,9:29.0,,Turnover by J. Ingles (bad pass; steal by H. Whiteside),41,49
222,3,9:26.0,G. Dragić makes 2-pt layup from 2 ft (assist by J. Richardson),,43,49
223,3,9:26.0,Shooting foul by R. Rubio (drawn by G. Dragić),,43,49
224,3,9:26.0,G. Dragić makes free throw 1 of 1,,44,49
225,3,9:13.0,,Turnover by D. Favors (traveling),44,49
226,3,9:00.0,Personal foul by D. Mitchell (drawn by J. Winslow),,44,49
227,3,8:53.0,Turnover by J. Richardson (bad pass; steal by J. Ingles),,44,49
228,3,8:53.0,,Turnover by J. Ingles (bad pass; steal by J. Richardson),44,49
229,3,8:53.0,J. Richardson makes 2-pt dunk from 2 ft,,46,49
230,3,8:32.0,,Offensive foul by D. Favors (drawn by J. Winslow),46,49
231,3,8:32.0,,Turnover by D. Favors (offensive foul),46,49
232,3,8:15.0,Turnover by G. Dragić (bad pass; steal by R. Rubio),,46,49
233,3,7:58.0,,Turnover by R. Rubio (bad pass; steal by H. Whiteside),46,49
234,3,7:49.0,D. Waiters makes 2-pt layup from 2 ft,,48,49
235,3,7:36.0,,Offensive foul by D. Favors (drawn by D. Waiters),48,49
236,3,7:36.0,,Turnover by D. Favors (offensive foul),48,49
237,3,7:36.0,,R. Hood enters the game for R. Rubio,48,49
238,3,7:22.0,D. Waiters misses 2-pt layup from 3 ft (block by R. Gobert),,48,49
239,3,7:22.0,Offensive rebound by Team,,48,49
240,3,7:14.0,J. Winslow misses 2-pt jump shot from 12 ft,,48,49
241,3,7:07.0,,Defensive rebound by R. Gobert,48,49
242,3,7:04.0,,Shooting foul by H. Whiteside (drawn by R. Gobert),48,49
243,3,7:04.0,,R. Gobert makes free throw 1 of 2,48,50
244,3,7:04.0,,R. Gobert misses free throw 2 of 2,48,50
245,3,7:02.0,Defensive rebound by H. Whiteside,,48,50
246,3,6:51.0,Shooting foul by R. Gobert (drawn by D. Waiters),,48,50
247,3,6:51.0,D. Waiters makes free throw 1 of 2,,49,50
248,3,6:51.0,D. Waiters makes free throw 2 of 2,,50,50
249,3,6:36.0,,J. Ingles makes 2-pt layup from 3 ft (assist by D. Favors),50,52
250,3,6:24.0,G. Dragić makes 2-pt jump shot from 11 ft,,52,52
251,3,6:05.0,,D. Mitchell misses 3-pt jump shot from 24 ft,52,52
252,3,6:00.0,Defensive rebound by H. Whiteside,,52,52
253,3,5:53.0,D. Waiters misses 2-pt layup from 2 ft,,52,52
254,3,5:50.0,,Defensive rebound by J. Ingles,52,52
255,3,5:45.0,,D. Favors misses 2-pt layup from 5 ft (block by J. Winslow),52,52
256,3,5:45.0,,Offensive rebound by Team,52,52
257,3,5:45.0,T. Johnson enters the game for J. Richardson,,52,52
258,3,5:27.0,,D. Favors misses 2-pt layup from 2 ft (block by T. Johnson),52,52
259,3,5:27.0,,Offensive rebound by Team,52,52
260,3,5:27.0,,Turnover by Team (shot clock),52,52
261,3,5:12.0,G. Dragić misses 2-pt jump shot from 5 ft,,52,52
262,3,5:11.0,,Defensive rebound by J. Ingles,52,52
263,3,5:11.0,,Personal foul by G. Dragić (drawn by J. Ingles),52,52
264,3,4:56.0,,J. Ingles misses 2-pt jump shot from 12 ft,52,52
265,3,4:55.0,Defensive rebound by Team,,52,52
266,3,4:42.0,D. Waiters misses 2-pt jump shot from 8 ft,,52,52
267,3,4:36.0,Offensive rebound by H. Whiteside,,52,52
268,3,4:35.0,H. Whiteside makes 2-pt layup from 1 ft,,54,52
269,3,4:20.0,,J. Ingles misses 2-pt layup from 1 ft,54,52
270,3,4:18.0,Defensive rebound by H. Whiteside,,54,52
271,3,4:17.0,Turnover by G. Dragić (traveling),,54,52
272,3,4:17.0,,J. Jerebko enters the game for J. Ingles,54,52
273,3,4:17.0,,T. Sefolosha enters the game for D. Favors,54,52
274,3,4:09.0,,D. Mitchell misses 2-pt jump shot from 8 ft,54,52
275,3,4:04.0,,Offensive rebound by J. Jerebko,54,52
276,3,4:00.0,,R. Hood misses 3-pt jump shot from 25 ft,54,52
277,3,3:57.0,Defensive rebound by H. Whiteside,,54,52
278,3,3:53.0,Personal foul by R. Hood (drawn by T. Johnson),,54,52
279,3,3:53.0,,E. Udoh enters the game for R. Gobert,54,52
280,3,3:53.0,,Utah full timeout,54,52
281,3,3:53.0,J. Johnson enters the game for J. Winslow,,54,52
282,3,3:53.0,T. Johnson misses free throw 1 of 2,,54,52
283,3,3:53.0,Offensive rebound by Team,,54,52
284,3,3:53.0,T. Johnson makes free throw 2 of 2,,55,52
285,3,3:43.0,,R. Hood misses 3-pt jump shot from 25 ft,55,52
286,3,3:39.0,Defensive rebound by H. Whiteside,,55,52
287,3,3:23.0,D. Waiters misses 3-pt jump shot from 26 ft,,55,52
288,3,3:20.0,,Defensive rebound by J. Jerebko,55,52
289,3,2:59.0,,J. Jerebko misses 2-pt layup from 7 ft (block by H. Whiteside),55,52
290,3,2:54.0,,Offensive rebound by R. Hood,55,52
291,3,2:53.0,,R. Hood misses 2-pt jump shot from 20 ft,55,52
292,3,2:51.0,Defensive rebound by H. Whiteside,,55,52
293,3,2:42.0,G. Dragić makes 2-pt layup from 2 ft,,57,52
294,3,2:19.0,,D. Mitchell misses 3-pt jump shot from 28 ft,57,52
295,3,2:17.0,Defensive rebound by H. Whiteside,,57,52
296,3,2:03.0,D. Waiters misses 2-pt layup from 1 ft,,57,52
297,3,2:01.0,,Defensive rebound by T. Sefolosha,57,52
298,3,1:56.0,,Personal foul by G. Dragić (drawn by E. Udoh),57,52
299,3,1:56.0,,A. Burks enters the game for J. Jerebko,57,52
300,3,1:56.0,,R. Rubio enters the game for D. Mitchell,57,52
301,3,1:56.0,J. Richardson enters the game for D. Waiters,,57,52
302,3,1:48.0,,R. Hood misses 2-pt jump shot from 16 ft,57,52
303,3,1:46.0,Defensive rebound by J. Richardson,,57,52
304,3,1:33.0,Offensive foul by H. Whiteside (drawn by R. Hood),,57,52
305,3,1:33.0,Turnover by H. Whiteside (offensive foul),,57,52
306,3,1:13.0,,Personal foul by J. Johnson (drawn by R. Rubio),57,52
307,3,1:13.0,Turnover by J. Johnson (turnover),,57,52
308,3,1:13.0,W. Ellington enters the game for G. Dragić,,57,52
309,3,1:13.0,,R. Rubio makes free throw 1 of 2,57,54
310,3,1:13.0,,R. Rubio makes free throw 2 of 2,57,54
311,3,1:05.0,Turnover by J. Johnson (lost ball; steal by R. Rubio),,57,54
312,3,0:59.0,,A. Burks misses 2-pt layup from 1 ft,57,54
313,3,0:58.0,,Offensive rebound by Team,57,54
314,3,0:58.0,Loose ball foul by T. Johnson (drawn by E. Udoh),,57,54
315,3,0:58.0,,E. Udoh makes free throw 1 of 2,57,55
316,3,0:58.0,,E. Udoh misses free throw 2 of 2,57,55
317,3,0:57.0,Defensive rebound by H. Whiteside,,57,55
318,3,0:47.0,Turnover by J. Richardson (turnover),,57,55
319,3,0:35.0,,Shooting foul by T. Johnson (drawn by R. Hood),57,55
320,3,0:35.0,,R. Hood makes free throw 1 of 2,57,56
321,3,0:35.0,,R. Hood makes free throw 2 of 2,57,57
322,3,0:17.0,Turnover by J. Johnson (bad pass; steal by R. Hood),,57,57
323,3,0:01.0,,R. Hood misses 3-pt jump shot from 24 ft,57,57
324,3,0:01.0,Defensive rebound by J. Johnson,,57,57
325,4,11:47.0,,R. Hood misses 3-pt jump shot from 25 ft,57,57
326,4,11:42.0,Defensive rebound by T. Johnson,,57,57
327,4,11:29.0,W. Ellington misses 3-pt jump shot from 25 ft,,57,57
328,4,11:25.0,,Defensive rebound by A. Burks,57,57
329,4,11:21.0,,A. Burks makes 2-pt jump shot from 6 ft,57,59
330,4,10:59.0,J. Johnson makes 2-pt layup from 3 ft,,59,59
331,4,10:33.0,,Shooting foul by J. Richardson (drawn by R. Hood),59,59
332,4,10:33.0,,R. Hood makes free throw 1 of 2,59,60
333,4,10:33.0,,R. Hood makes free throw 2 of 2,59,61
334,4,10:12.0,Personal foul by R. Gobert (drawn by K. Olynyk),,59,61
335,4,10:04.0,K. Olynyk misses 3-pt jump shot from 24 ft,,59,61
336,4,10:02.0,,Defensive rebound by A. Burks,59,61
337,4,9:52.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,59,61
338,4,9:48.0,Defensive rebound by J. Johnson,,59,61
339,4,9:42.0,K. Olynyk misses 3-pt jump shot from 25 ft,,59,61
340,4,9:38.0,,Defensive rebound by A. Burks,59,61
341,4,9:28.0,,R. Rubio misses 2-pt layup from 2 ft (block by T. Johnson),59,61
342,4,9:24.0,,Offensive rebound by T. Sefolosha,59,61
343,4,9:22.0,,T. Sefolosha makes 2-pt jump shot from 7 ft,59,63
344,4,9:08.0,,D. Favors enters the game for T. Sefolosha,59,63
345,4,9:08.0,G. Dragić enters the game for W. Ellington,,59,63
346,4,8:55.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,62,63
347,4,8:35.0,,Turnover by R. Gobert (lost ball; steal by K. Olynyk),62,63
348,4,8:31.0,G. Dragić makes 2-pt layup from 1 ft,,64,63
349,4,8:14.0,,Turnover by A. Burks (bad pass),64,63
350,4,8:05.0,Personal foul by R. Hood (drawn by G. Dragić),,64,63
351,4,8:05.0,,D. Mitchell enters the game for R. Rubio,64,63
352,4,8:05.0,,J. Ingles enters the game for R. Gobert,64,63
353,4,7:56.0,Shooting foul by D. Favors (drawn by G. Dragić),,64,63
354,4,7:56.0,G. Dragić makes free throw 1 of 2,,65,63
355,4,7:56.0,G. Dragić makes free throw 2 of 2,,66,63
356,4,7:43.0,,Shooting foul by K. Olynyk (drawn by A. Burks),66,63
357,4,7:43.0,,A. Burks makes free throw 1 of 2,66,64
358,4,7:43.0,,A. Burks makes free throw 2 of 2,66,65
359,4,7:31.0,G. Dragić misses 2-pt jump shot from 3 ft,,66,65
360,4,7:28.0,,Defensive rebound by R. Hood,66,65
361,4,7:17.0,,Personal foul by T. Johnson (drawn by D. Favors),66,65
362,4,7:04.0,,A. Burks misses 2-pt layup from 1 ft,66,65
363,4,7:01.0,Defensive rebound by K. Olynyk,,66,65
364,4,6:33.0,K. Olynyk makes 2-pt layup from 1 ft,,68,65
365,4,6:33.0,Shooting foul by D. Favors (drawn by K. Olynyk),,68,65
366,4,6:33.0,,Utah full timeout,68,65
367,4,6:33.0,D. Waiters enters the game for T. Johnson,,68,65
368,4,6:33.0,K. Olynyk makes free throw 1 of 1,,69,65
369,4,6:16.0,,Turnover by R. Hood (bad pass; steal by J. Richardson),69,65
370,4,6:13.0,Turnover by G. Dragić (traveling),,69,65
371,4,6:02.0,,D. Mitchell misses 3-pt jump shot from 24 ft,69,65
372,4,6:00.0,Defensive rebound by Team,,69,65
373,4,5:45.0,K. Olynyk misses 3-pt jump shot from 25 ft,,69,65
374,4,5:42.0,,Defensive rebound by J. Ingles,69,65
375,4,5:29.0,,Shooting foul by J. Johnson (drawn by R. Hood),69,65
376,4,5:29.0,,R. Hood makes free throw 1 of 2,69,66
377,4,5:29.0,,R. Gobert enters the game for D. Favors,69,66
378,4,5:29.0,H. Whiteside enters the game for G. Dragić,,69,66
379,4,5:29.0,T. Johnson enters the game for K. Olynyk,,69,66
380,4,5:29.0,,R. Hood makes free throw 2 of 2,69,67
381,4,5:16.0,T. Johnson misses 2-pt jump shot from 14 ft,,69,67
382,4,5:13.0,,Defensive rebound by Team,69,67
383,4,4:58.0,,Personal foul by J. Johnson (drawn by R. Hood),69,67
384,4,4:58.0,,R. Hood makes free throw 1 of 2,69,68
385,4,4:58.0,,R. Hood makes free throw 2 of 2,69,69
386,4,4:44.0,D. Waiters makes 2-pt layup from 2 ft,,71,69
387,4,4:29.0,,R. Hood misses 2-pt layup from 7 ft,71,69
388,4,4:26.0,Defensive rebound by D. Waiters,,71,69
