,QUARTER,TIME_REMAINING,CHICAGO_ACTION,TORONTO_ACTION,CHICAGO_SCORE,TORONTO_SCORE
0,1,11:41.0,R. Lopez misses 2-pt hook shot from 10 ft,,0,0
1,1,11:37.0,,Defensive rebound by J. Valančiūnas,0,0
2,1,11:22.0,,D. DeRozan misses 2-pt jump shot from 7 ft,0,0
3,1,11:20.0,Defensive rebound by R. Lopez,,0,0
4,1,11:12.0,R. Lopez makes 2-pt jump shot from 8 ft (assist by J. Grant),,2,0
5,1,10:55.0,,Turnover by K. Lowry (bad pass),2,0
6,1,10:38.0,J. Holiday misses 3-pt jump shot from 25 ft,,2,0
7,1,10:38.0,,Defensive rebound by J. Valančiūnas,2,0
8,1,10:26.0,,J. Valančiūnas makes 2-pt layup from 3 ft (assist by K. Lowry),2,2
9,1,10:07.0,L. Markkanen misses 3-pt jump shot from 25 ft,,2,2
10,1,10:07.0,,Defensive rebound by K. Lowry,2,2
11,1,9:52.0,,J. Valančiūnas makes 2-pt jump shot from 17 ft (assist by D. DeRozan),2,4
12,1,9:39.0,P. Zipser makes 2-pt layup from 2 ft,,4,4
13,1,9:29.0,,D. DeRozan misses 2-pt layup from 1 ft,4,4
14,1,9:22.0,,Offensive rebound by J. Valančiūnas,4,4
15,1,9:22.0,,J. Valančiūnas makes 2-pt layup at rim,4,6
16,1,9:15.0,Turnover by P. Zipser (bad pass),,4,6
17,1,9:03.0,,Turnover by D. DeRozan (bad pass; steal by R. Lopez),4,6
18,1,8:57.0,Personal foul by S. Ibaka (drawn by J. Holiday),,4,6
19,1,8:55.0,J. Grant misses 2-pt jump shot from 13 ft,,4,6
20,1,8:52.0,,Defensive rebound by N. Powell,4,6
21,1,8:50.0,,Turnover by N. Powell (out of bounds lost ball),4,6
22,1,8:39.0,Turnover by L. Markkanen (lost ball; steal by N. Powell),,4,6
23,1,8:36.0,,N. Powell makes 2-pt layup from 1 ft,4,8
24,1,8:15.0,L. Markkanen misses 2-pt jump shot from 5 ft,,4,8
25,1,8:13.0,,Defensive rebound by J. Valančiūnas,4,8
26,1,8:09.0,,N. Powell makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),4,11
27,1,7:58.0,J. Holiday makes 3-pt jump shot from 22 ft (assist by P. Zipser),,7,11
28,1,7:43.0,,J. Valančiūnas misses 3-pt jump shot from 26 ft,7,11
29,1,7:40.0,Defensive rebound by J. Grant,,7,11
30,1,7:26.0,P. Zipser misses 2-pt jump shot from 5 ft (block by S. Ibaka),,7,11
31,1,7:26.0,Offensive rebound by Team,,7,11
32,1,7:24.0,J. Holiday misses 2-pt jump shot from 14 ft,,7,11
33,1,7:21.0,,Defensive rebound by J. Valančiūnas,7,11
34,1,7:08.0,,N. Powell makes 2-pt layup from 2 ft (assist by D. DeRozan),7,13
35,1,6:47.0,R. Lopez makes 2-pt jump shot from 15 ft (assist by J. Holiday),,9,13
36,1,6:33.0,,S. Ibaka misses 3-pt jump shot from 25 ft,9,13
37,1,6:30.0,Defensive rebound by P. Zipser,,9,13
38,1,6:18.0,R. Lopez misses 2-pt jump shot from 19 ft,,9,13
39,1,6:11.0,Offensive rebound by J. Grant,,9,13
40,1,5:56.0,J. Grant misses 2-pt jump shot from 18 ft,,9,13
41,1,5:54.0,,Defensive rebound by K. Lowry,9,13
42,1,5:44.0,,Shooting block foul by P. Zipser (drawn by D. DeRozan),9,13
43,1,5:44.0,,Toronto full timeout,9,13
44,1,5:44.0,D. Valentine enters the game for P. Zipser,,9,13
45,1,5:44.0,,D. DeRozan misses free throw 1 of 2,9,13
46,1,5:44.0,,Offensive rebound by Team,9,13
47,1,5:44.0,,D. DeRozan makes free throw 2 of 2,9,14
48,1,5:33.0,J. Grant makes 2-pt jump shot from 16 ft,,11,14
49,1,5:21.0,,Turnover by N. Powell (turnover),11,14
50,1,5:13.0,J. Holiday makes 2-pt jump shot from 21 ft (assist by R. Lopez),,13,14
51,1,5:01.0,,K. Lowry misses 3-pt jump shot from 27 ft,13,14
52,1,4:57.0,Defensive rebound by R. Lopez,,13,14
53,1,4:51.0,J. Holiday misses 3-pt jump shot from 25 ft,,13,14
54,1,4:48.0,,Defensive rebound by D. DeRozan,13,14
55,1,4:40.0,,S. Ibaka misses 2-pt jump shot from 16 ft,13,14
56,1,4:36.0,Defensive rebound by L. Markkanen,,13,14
57,1,4:27.0,J. Holiday misses 2-pt jump shot from 14 ft,,13,14
58,1,4:25.0,,Defensive rebound by N. Powell,13,14
59,1,4:09.0,,K. Lowry makes 2-pt jump shot from 13 ft,13,16
60,1,3:57.0,L. Markkanen makes 2-pt jump shot from 18 ft (assist by J. Grant),,15,16
61,1,3:45.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by K. Lowry),15,19
62,1,3:23.0,R. Lopez misses 2-pt jump shot from 15 ft,,15,19
63,1,3:20.0,Offensive rebound by L. Markkanen,,15,19
64,1,3:18.0,J. Holiday misses 3-pt jump shot from 26 ft,,15,19
65,1,3:13.0,Offensive rebound by R. Lopez,,15,19
66,1,3:01.0,D. Valentine makes 3-pt jump shot from 25 ft,,18,19
67,1,2:48.0,,N. Powell makes 3-pt jump shot from 25 ft (assist by K. Lowry),18,22
68,1,2:28.0,J. Grant misses 3-pt jump shot from 25 ft,,18,22
69,1,2:26.0,,Defensive rebound by S. Ibaka,18,22
70,1,2:17.0,,D. DeRozan misses 2-pt jump shot from 11 ft,18,22
71,1,2:17.0,,Offensive rebound by J. Valančiūnas,18,22
72,1,2:13.0,,J. Valančiūnas misses 2-pt hook shot from 3 ft,18,22
73,1,2:13.0,,Offensive rebound by J. Valančiūnas,18,22
74,1,2:10.0,,J. Valančiūnas misses 2-pt layup from 1 ft,18,22
75,1,2:10.0,Defensive rebound by R. Lopez,,18,22
76,1,2:01.0,R. Lopez makes 2-pt jump shot from 19 ft (assist by J. Grant),,20,22
77,1,1:48.0,,K. Lowry misses 2-pt jump shot from 14 ft,20,22
78,1,1:48.0,Defensive rebound by R. Lopez,,20,22
79,1,1:40.0,,Offensive charge foul by R. Lopez (drawn by K. Lowry),20,22
80,1,1:40.0,Turnover by R. Lopez (offensive foul),,20,22
81,1,1:40.0,Chicago full timeout,,20,22
82,1,1:40.0,,J. Poeltl enters the game for K. Lowry,20,22
83,1,1:40.0,,C. Miles enters the game for S. Ibaka,20,22
84,1,1:40.0,,O. Anunoby enters the game for D. DeRozan,20,22
85,1,1:40.0,,D. Wright enters the game for J. Valančiūnas,20,22
86,1,1:40.0,,F. VanVleet enters the game for N. Powell,20,22
87,1,1:40.0,R. Arcidiacono enters the game for J. Grant,,20,22
88,1,1:40.0,C. Felício enters the game for L. Markkanen,,20,22
89,1,1:40.0,P. Zipser enters the game for R. Lopez,,20,22
90,1,1:23.0,,C. Miles misses 2-pt jump shot from 16 ft,20,22
91,1,1:21.0,Defensive rebound by D. Valentine,,20,22
92,1,1:06.0,Personal foul by F. VanVleet (drawn by J. Holiday),,20,22
93,1,1:00.0,D. Valentine misses 3-pt jump shot from 23 ft,,20,22
94,1,0:57.0,,Defensive rebound by D. Wright,20,22
95,1,0:44.0,,Personal foul by R. Arcidiacono (drawn by D. Wright),20,22
96,1,0:32.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by D. Wright),20,25
97,1,0:13.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),,23,25
98,1,0:02.0,,Turnover by F. VanVleet (out of bounds lost ball),23,25
99,1,0:00.0,R. Arcidiacono misses 3-pt jump shot from 38 ft,,23,25
100,1,0:00.0,Offensive rebound by Team,,23,25
101,2,11:45.0,,O. Anunoby misses 3-pt jump shot from 22 ft,23,25
102,2,11:42.0,Defensive rebound by D. Nwaba,,23,25
103,2,11:32.0,R. Arcidiacono misses 3-pt jump shot from 25 ft,,23,25
104,2,11:28.0,,Defensive rebound by O. Anunoby,23,25
105,2,11:21.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by O. Anunoby),23,28
106,2,11:07.0,Turnover by C. Felício (lost ball; steal by J. Poeltl),,23,28
107,2,11:03.0,,Shooting foul by Q. Pondexter (drawn by C. Miles),23,28
108,2,11:03.0,,C. Miles makes free throw 1 of 2,23,29
109,2,11:03.0,,C. Miles makes free throw 2 of 2,23,30
110,2,10:50.0,D. Valentine misses 2-pt jump shot from 14 ft,,23,30
111,2,10:47.0,Offensive rebound by C. Felício,,23,30
112,2,10:43.0,Q. Pondexter misses 2-pt layup from 2 ft,,23,30
113,2,10:41.0,,Defensive rebound by J. Poeltl,23,30
114,2,10:35.0,,D. Wright makes 2-pt jump shot from 3 ft,23,32
115,2,10:35.0,,Shooting foul by D. Valentine (drawn by D. Wright),23,32
116,2,10:35.0,,D. Wright makes free throw 1 of 1,23,33
117,2,10:22.0,D. Valentine misses 2-pt jump shot from 11 ft,,23,33
118,2,10:19.0,,Defensive rebound by J. Poeltl,23,33
119,2,10:14.0,,O. Anunoby makes 2-pt dunk from 2 ft (assist by D. Wright),23,35
120,2,10:12.0,Chicago full timeout,,23,35
121,2,10:00.0,Q. Pondexter misses 3-pt jump shot from 25 ft,,23,35
122,2,9:57.0,,Defensive rebound by C. Miles,23,35
123,2,9:50.0,,C. Miles makes 3-pt jump shot from 22 ft (assist by F. VanVleet),23,38
