,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,TORONTO_ACTION,SACRAMENTO_SCORE,TORONTO_SCORE
56,1,4:30.0,G. Hill misses 2-pt jump shot from 6 ft,,20,22
57,1,4:26.0,,Defensive rebound by K. Lowry,20,22
58,1,4:19.0,,Shooting foul by G. Temple (drawn by D. DeRozan),20,22
59,1,4:19.0,,D. DeRozan misses free throw 1 of 2,20,22
60,1,4:19.0,,Offensive rebound by Team,20,22
61,1,4:19.0,,J. Poeltl enters the game for J. Valančiūnas,20,22
62,1,4:19.0,G. Papagiannis enters the game for K. Koufos,,20,22
63,1,4:19.0,,D. DeRozan makes free throw 2 of 2,20,23
64,1,3:59.0,G. Temple makes 2-pt jump shot from 13 ft (assist by W. Cauley-Stein),,22,23
65,1,3:40.0,,Personal foul by G. Temple (drawn by N. Powell),22,23
66,1,3:40.0,,N. Powell makes free throw 1 of 2,22,24
67,1,3:40.0,,N. Powell makes free throw 2 of 2,22,25
68,1,3:21.0,G. Papagiannis makes 2-pt hook shot from 10 ft,,24,25
69,1,3:04.0,,D. DeRozan makes 2-pt jump shot from 11 ft,24,27
70,1,2:44.0,B. Bogdanović makes 2-pt jump shot from 12 ft,,26,27
71,1,2:26.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by D. DeRozan),26,29
72,1,2:18.0,Sacramento full timeout,,26,29
73,1,2:18.0,,F. VanVleet enters the game for K. Lowry,26,29
74,1,2:18.0,B. Hield enters the game for G. Hill,,26,29
75,1,2:18.0,F. Mason enters the game for G. Temple,,26,29
76,1,2:11.0,W. Cauley-Stein misses 2-pt layup from 2 ft (block by P. Siakam),,26,29
77,1,2:08.0,,Defensive rebound by P. Siakam,26,29
78,1,1:58.0,,P. Siakam misses 2-pt layup from 2 ft,26,29
79,1,1:56.0,Defensive rebound by W. Cauley-Stein,,26,29
80,1,1:44.0,G. Papagiannis makes 2-pt jump shot from 13 ft (assist by B. Bogdanović),,28,29
81,1,1:30.0,,D. DeRozan makes 2-pt jump shot from 3 ft,28,31
82,1,1:15.0,G. Papagiannis misses 2-pt jump shot from 18 ft,,28,31
83,1,1:12.0,,Defensive rebound by P. Siakam,28,31
84,1,1:05.0,,N. Powell makes 2-pt layup from 1 ft (assist by F. VanVleet),28,33
85,1,0:49.0,W. Cauley-Stein makes 2-pt hook shot from 3 ft (assist by F. Mason),,30,33
86,1,0:33.0,,D. DeRozan misses 2-pt jump shot from 5 ft,30,33
87,1,0:31.0,Defensive rebound by B. Hield,,30,33
88,1,0:28.0,,Offensive charge foul by B. Hield (drawn by F. VanVleet),30,33
89,1,0:28.0,Turnover by B. Hield (offensive foul),,30,33
90,1,0:28.0,S. Labissière enters the game for W. Cauley-Stein,,30,33
91,1,0:08.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by D. DeRozan),30,35
92,1,0:00.0,B. Hield misses 2-pt jump shot from 20 ft (block by N. Powell),,30,35
93,1,0:00.0,Offensive rebound by Team,,30,35
94,2,11:49.0,,Shooting foul by G. Papagiannis (drawn by J. Poeltl),30,35
95,2,11:49.0,,J. Poeltl makes free throw 1 of 2,30,36
96,2,11:49.0,,J. Poeltl misses free throw 2 of 2,30,36
97,2,11:47.0,Defensive rebound by G. Papagiannis,,30,36
98,2,11:28.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,30,36
99,2,11:24.0,,Defensive rebound by P. Siakam,30,36
100,2,11:04.0,,P. Siakam misses 2-pt jump shot from 10 ft (block by S. Labissière),30,36
101,2,11:04.0,,Offensive rebound by Team,30,36
102,2,11:01.0,,P. Siakam misses 3-pt jump shot from 23 ft,30,36
103,2,10:59.0,Defensive rebound by F. Mason,,30,36
104,2,10:51.0,B. Hield makes 3-pt jump shot from 22 ft (assist by F. Mason),,33,36
105,2,10:34.0,,P. Siakam misses 2-pt jump shot from 12 ft,33,36
106,2,10:31.0,Defensive rebound by F. Mason,,33,36
107,2,10:18.0,Turnover by B. Hield (traveling),,33,36
108,2,9:59.0,,P. Siakam misses 2-pt jump shot from 2 ft,33,36
109,2,9:57.0,Defensive rebound by F. Mason,,33,36
110,2,9:54.0,Personal block foul by N. Powell (drawn by F. Mason),,33,36
111,2,9:43.0,S. Labissière misses 2-pt layup from 3 ft (block by P. Siakam),,33,36
112,2,9:43.0,Offensive rebound by Team,,33,36
113,2,9:33.0,B. Hield misses 2-pt jump shot from 10 ft,,33,36
114,2,9:30.0,,Defensive rebound by J. Poeltl,33,36
115,2,9:29.0,,Turnover by D. Wright (bad pass; steal by B. Hield),33,36
116,2,9:29.0,Personal foul by N. Powell (drawn by B. Hield),,33,36
117,2,9:19.0,B. Hield misses 2-pt jump shot from 12 ft,,33,36
118,2,9:14.0,Offensive rebound by G. Papagiannis,,33,36
119,2,9:14.0,G. Papagiannis misses 2-pt layup at rim,,33,36
120,2,9:13.0,,Defensive rebound by P. Siakam,33,36
121,2,9:02.0,,N. Powell makes 2-pt layup from 3 ft,33,38
122,2,8:37.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by B. Hield),,36,38
123,2,8:14.0,,J. Poeltl makes 2-pt jump shot from 10 ft (assist by P. Siakam),36,40
124,2,8:04.0,F. Mason makes 2-pt hook shot from 3 ft,,38,40
125,2,7:59.0,,Toronto full timeout,38,40
126,2,7:59.0,,O. Anunoby enters the game for F. VanVleet,38,40
127,2,7:59.0,,K. Lowry enters the game for P. Siakam,38,40
128,2,7:59.0,W. Cauley-Stein enters the game for G. Papagiannis,,38,40
129,2,7:49.0,,Turnover by N. Powell (lost ball; steal by S. Labissière),38,40
130,2,7:27.0,W. Cauley-Stein misses 2-pt jump shot from 14 ft,,38,40
131,2,7:24.0,,Defensive rebound by K. Lowry,38,40
132,2,7:16.0,,O. Anunoby misses 3-pt jump shot from 26 ft,38,40
133,2,7:13.0,Defensive rebound by F. Mason,,38,40
134,2,7:10.0,B. Hield misses 3-pt jump shot from 25 ft,,38,40
135,2,7:07.0,,Defensive rebound by K. Lowry,38,40
136,2,6:55.0,,Shooting foul by S. Labissière (drawn by K. Lowry),38,40
137,2,6:55.0,,K. Lowry makes free throw 1 of 2,38,41
138,2,6:55.0,,J. Valančiūnas enters the game for N. Powell,38,41
139,2,6:55.0,,C. Miles enters the game for J. Poeltl,38,41
140,2,6:55.0,V. Carter enters the game for S. Labissière,,38,41
141,2,6:55.0,,K. Lowry makes free throw 2 of 2,38,42
142,2,6:40.0,F. Mason makes 2-pt jump shot from 12 ft,,40,42
143,2,6:25.0,,Personal foul by W. Cauley-Stein (drawn by J. Valančiūnas),40,42
144,2,6:17.0,,D. Wright misses 2-pt layup from 2 ft,40,42
145,2,6:17.0,Defensive rebound by Team,,40,42
146,2,6:07.0,Turnover by B. Bogdanović (lost ball; steal by D. Wright),,40,42
147,2,6:03.0,,D. Wright makes 2-pt dunk from 1 ft (assist by K. Lowry),40,44
148,2,5:56.0,Sacramento full timeout,,40,44
149,2,5:56.0,,D. DeRozan enters the game for D. Wright,40,44
150,2,5:49.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by V. Carter),,43,44
151,2,5:20.0,G. Hill enters the game for F. Mason,,43,44
152,2,5:20.0,G. Temple enters the game for B. Hield,,43,44
153,2,5:17.0,,D. DeRozan makes 2-pt jump shot from 12 ft (assist by K. Lowry),43,46
154,2,5:04.0,V. Carter misses 2-pt jump shot from 18 ft,,43,46
155,2,5:02.0,,Defensive rebound by O. Anunoby,43,46
156,2,4:58.0,,K. Lowry makes 3-pt jump shot from 28 ft,43,49
157,2,4:38.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,45,49
158,2,4:26.0,,O. Anunoby makes 2-pt layup at rim (assist by K. Lowry),45,51
159,2,4:13.0,Turnover by W. Cauley-Stein (bad pass; steal by C. Miles),,45,51
160,2,4:02.0,,J. Valančiūnas misses 2-pt hook shot from 5 ft,45,51
161,2,4:00.0,,Offensive rebound by J. Valančiūnas,45,51
162,2,4:00.0,,Shooting foul by G. Temple (drawn by J. Valančiūnas),45,51
163,2,4:00.0,,J. Valančiūnas misses free throw 1 of 2,45,51
164,2,4:00.0,,Offensive rebound by Team,45,51
165,2,4:00.0,K. Koufos enters the game for B. Bogdanović,,45,51
166,2,4:00.0,,J. Valančiūnas makes free throw 2 of 2,45,52
167,2,3:41.0,K. Koufos makes 2-pt hook shot from 9 ft (assist by W. Cauley-Stein),,47,52
168,2,3:29.0,,D. DeRozan misses 2-pt jump shot from 13 ft,47,52
169,2,3:26.0,,Offensive rebound by O. Anunoby,47,52
170,2,3:21.0,Violation by K. Koufos (kicked ball),,47,52
171,2,3:21.0,J. Jackson enters the game for G. Temple,,47,52
172,2,3:16.0,,Personal foul by K. Koufos (drawn by J. Valančiūnas),47,52
173,2,3:16.0,,J. Valančiūnas makes free throw 1 of 2,47,53
174,2,3:16.0,,J. Valančiūnas makes free throw 2 of 2,47,54
175,2,2:53.0,W. Cauley-Stein makes 2-pt jump shot from 19 ft (assist by G. Hill),,49,54
176,2,2:45.0,,K. Lowry misses 2-pt jump shot from 4 ft,49,54
177,2,2:41.0,Defensive rebound by W. Cauley-Stein,,49,54
178,2,2:39.0,V. Carter makes 2-pt layup from 1 ft (assist by G. Hill),,51,54
179,2,2:17.0,,D. DeRozan misses 3-pt jump shot from 23 ft,51,54
180,2,2:14.0,Defensive rebound by J. Jackson,,51,54
181,2,2:04.0,G. Hill makes 3-pt jump shot from 26 ft (assist by K. Koufos),,54,54
182,2,1:40.0,,D. DeRozan misses 2-pt layup from 4 ft,54,54
183,2,1:40.0,Defensive rebound by K. Koufos,,54,54
184,2,1:34.0,J. Jackson misses 3-pt jump shot from 25 ft,,54,54
185,2,1:34.0,,Defensive rebound by J. Valančiūnas,54,54
186,2,1:22.0,,J. Valančiūnas misses 2-pt layup from 1 ft (block by V. Carter),54,54
187,2,1:20.0,Defensive rebound by K. Koufos,,54,54
188,2,1:09.0,J. Jackson misses 3-pt jump shot from 24 ft,,54,54
189,2,1:06.0,,Defensive rebound by K. Lowry,54,54
190,2,1:02.0,,K. Lowry makes 3-pt jump shot from 29 ft,54,57
191,2,0:45.0,G. Hill makes 3-pt jump shot from 25 ft,,57,57
192,2,0:32.0,,Personal foul by K. Koufos (drawn by J. Valančiūnas),57,57
193,2,0:32.0,,J. Valančiūnas makes free throw 1 of 2,57,58
194,2,0:32.0,,F. VanVleet enters the game for C. Miles,57,58
195,2,0:32.0,,P. Siakam enters the game for O. Anunoby,57,58
196,2,0:32.0,B. Bogdanović enters the game for W. Cauley-Stein,,57,58
197,2,0:32.0,,J. Valančiūnas makes free throw 2 of 2,57,59
198,2,0:10.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by G. Hill),,60,59
199,2,0:01.0,,D. DeRozan makes 2-pt jump shot from 20 ft,60,61
200,2,0:00.0,G. Hill makes 3-pt jump shot from 45 ft (assist by V. Carter),,63,61
201,3,11:48.0,,C. Miles misses 3-pt jump shot from 25 ft,63,61
202,3,11:45.0,Defensive rebound by W. Cauley-Stein,,63,61
203,3,11:29.0,W. Cauley-Stein misses 2-pt layup from 1 ft (block by D. DeRozan),,63,61
204,3,11:26.0,,Defensive rebound by J. Valančiūnas,63,61
205,3,11:15.0,,C. Miles misses 3-pt jump shot from 23 ft,63,61
206,3,11:13.0,Defensive rebound by Team,,63,61
207,3,10:54.0,G. Temple misses 3-pt jump shot from 26 ft,,63,61
208,3,10:52.0,,Defensive rebound by C. Miles,63,61
209,3,10:42.0,,C. Miles makes 2-pt jump shot from 5 ft (assist by K. Lowry),63,63
210,3,10:16.0,G. Hill misses 2-pt jump shot from 11 ft,,63,63
211,3,10:14.0,Offensive rebound by V. Carter,,63,63
212,3,9:56.0,W. Cauley-Stein makes 2-pt hook shot from 7 ft (assist by G. Temple),,65,63
213,3,9:42.0,,Personal foul by V. Carter (drawn by D. DeRozan),65,63
214,3,9:42.0,,D. DeRozan makes free throw 1 of 2,65,64
215,3,9:42.0,,D. DeRozan makes free throw 2 of 2,65,65
216,3,9:30.0,K. Koufos misses 2-pt jump shot from 13 ft,,65,65
217,3,9:28.0,,Defensive rebound by J. Valančiūnas,65,65
218,3,9:21.0,,Turnover by K. Lowry (lost ball; steal by K. Koufos),65,65
219,3,9:20.0,,Loose ball foul by K. Lowry (drawn by K. Koufos),65,65
220,3,9:06.0,G. Temple makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),,68,65
221,3,8:47.0,,D. DeRozan misses 2-pt jump shot from 3 ft,68,65
222,3,8:47.0,,Offensive rebound by J. Valančiūnas,68,65
223,3,8:42.0,,J. Valančiūnas makes 2-pt layup at rim,68,67
224,3,8:30.0,G. Temple misses 2-pt jump shot from 10 ft (block by J. Valančiūnas),,68,67
225,3,8:27.0,,Defensive rebound by J. Valančiūnas,68,67
226,3,8:25.0,,Turnover by J. Valančiūnas (lost ball; steal by G. Temple),68,67
227,3,8:22.0,Turnover by G. Temple (bad pass; steal by O. Anunoby),,68,67
228,3,8:18.0,,D. DeRozan misses 2-pt layup from 1 ft (block by V. Carter),68,67
229,3,8:18.0,,Offensive rebound by Team,68,67
230,3,8:12.0,,K. Lowry misses 3-pt jump shot from 26 ft,68,67
231,3,8:11.0,Defensive rebound by Team,,68,67
232,3,7:54.0,K. Koufos misses 2-pt hook shot from 7 ft,,68,67
233,3,7:51.0,,Defensive rebound by O. Anunoby,68,67
234,3,7:43.0,,C. Miles misses 3-pt jump shot from 27 ft,68,67
235,3,7:40.0,,Offensive rebound by J. Valančiūnas,68,67
236,3,7:31.0,,J. Valančiūnas misses 2-pt jump shot from 10 ft,68,67
237,3,7:28.0,Defensive rebound by G. Hill,,68,67
238,3,7:07.0,G. Temple misses 3-pt jump shot from 23 ft (block by D. DeRozan),,68,67
239,3,7:07.0,Offensive rebound by Team,,68,67
240,3,7:07.0,Turnover by Team (shot clock),,68,67
241,3,6:50.0,,C. Miles misses 2-pt layup from 5 ft,68,67
242,3,6:49.0,,Offensive rebound by Team,68,67
243,3,6:49.0,,Toronto full timeout,68,67
244,3,6:41.0,,Turnover by D. DeRozan (bad pass; steal by V. Carter),68,67
245,3,6:25.0,Turnover by V. Carter (bad pass; steal by K. Lowry),,68,67
246,3,6:21.0,,Shooting foul by K. Koufos (drawn by D. DeRozan),68,67
247,3,6:21.0,,D. DeRozan misses free throw 1 of 2,68,67
248,3,6:21.0,,Offensive rebound by Team,68,67
249,3,6:21.0,,D. DeRozan makes free throw 2 of 2,68,68
250,3,6:07.0,,Offensive charge foul by G. Hill (drawn by C. Miles),68,68
251,3,6:07.0,Turnover by G. Hill (offensive foul),,68,68
252,3,5:54.0,,K. Lowry misses 3-pt jump shot from 26 ft,68,68
253,3,5:52.0,Defensive rebound by Team,,68,68
254,3,5:52.0,,Loose ball foul by J. Valančiūnas (drawn by V. Carter),68,68
255,3,5:32.0,G. Temple misses 2-pt jump shot from 15 ft,,68,68
256,3,5:29.0,Offensive rebound by K. Koufos,,68,68
257,3,5:27.0,K. Koufos misses 2-pt layup from 2 ft (block by J. Valančiūnas),,68,68
258,3,5:27.0,,Defensive rebound by J. Valančiūnas,68,68
259,3,5:12.0,,C. Miles misses 3-pt jump shot from 22 ft,68,68
260,3,5:08.0,,Offensive rebound by J. Valančiūnas,68,68
261,3,5:05.0,,O. Anunoby misses 3-pt jump shot from 26 ft,68,68
262,3,5:05.0,Defensive rebound by W. Cauley-Stein,,68,68
263,3,4:51.0,G. Hill misses 3-pt jump shot from 23 ft,,68,68
264,3,4:48.0,,Defensive rebound by J. Valančiūnas,68,68
265,3,4:38.0,,C. Miles makes 3-pt jump shot from 22 ft (assist by K. Lowry),68,71
266,3,4:18.0,Shooting foul by D. DeRozan (drawn by G. Temple),,68,71
267,3,4:18.0,G. Temple makes free throw 1 of 2,,69,71
268,3,4:18.0,B. Bogdanović enters the game for K. Koufos,,69,71
269,3,4:18.0,G. Temple makes free throw 2 of 2,,70,71
270,3,4:07.0,,D. DeRozan misses 2-pt jump shot from 3 ft,70,71
271,3,4:07.0,Defensive rebound by Team,,70,71
272,3,3:56.0,Turnover by G. Temple (traveling),,70,71
273,3,3:43.0,,K. Lowry misses 3-pt jump shot from 22 ft,70,71
274,3,3:40.0,Defensive rebound by G. Temple,,70,71
275,3,3:33.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by G. Hill),,73,71
276,3,3:14.0,,Shooting foul by V. Carter (drawn by D. DeRozan),73,71
277,3,3:14.0,Sacramento full timeout,,73,71
278,3,3:14.0,,N. Powell enters the game for C. Miles,73,71
279,3,3:14.0,,J. Poeltl enters the game for K. Lowry,73,71
280,3,3:14.0,,F. VanVleet enters the game for J. Valančiūnas,73,71
281,3,3:14.0,B. Hield enters the game for G. Temple,,73,71
282,3,3:14.0,,D. DeRozan makes free throw 1 of 2,73,72
283,3,3:14.0,,D. DeRozan makes free throw 2 of 2,73,73
284,3,2:54.0,V. Carter misses 2-pt layup from 1 ft,,73,73
285,3,2:52.0,,Defensive rebound by J. Poeltl,73,73
286,3,2:48.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by F. VanVleet),73,76
287,3,2:31.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,73,76
288,3,2:29.0,,Defensive rebound by F. VanVleet,73,76
289,3,2:24.0,,F. VanVleet makes 2-pt layup at rim,73,78
290,3,2:05.0,Turnover by B. Bogdanović (bad pass; steal by O. Anunoby),,73,78
291,3,1:52.0,,D. DeRozan misses 2-pt jump shot from 15 ft,73,78
292,3,1:50.0,,Offensive rebound by Team,73,78
293,3,1:50.0,G. Papagiannis enters the game for W. Cauley-Stein,,73,78
294,3,1:50.0,S. Labissière enters the game for V. Carter,,73,78
295,3,1:33.0,,N. Powell makes 2-pt layup from 1 ft,73,80
296,3,1:13.0,Turnover by G. Hill (bad pass),,73,80
297,3,1:13.0,,D. Wright enters the game for D. DeRozan,73,80
298,3,1:13.0,F. Mason enters the game for G. Hill,,73,80
299,3,1:03.0,,O. Anunoby misses 3-pt jump shot from 23 ft,73,80
300,3,0:59.0,Defensive rebound by G. Papagiannis,,73,80
301,3,0:43.0,S. Labissière misses 2-pt hook shot from 4 ft,,73,80
302,3,0:41.0,Offensive rebound by B. Hield,,73,80
303,3,0:41.0,B. Hield makes 2-pt layup at rim,,75,80
304,3,0:34.0,,O. Anunoby makes 3-pt jump shot from 23 ft (assist by N. Powell),75,83
305,3,0:13.0,F. Mason makes 2-pt layup from 1 ft,,77,83
306,3,0:00.0,,F. VanVleet misses 2-pt layup from 3 ft (block by G. Papagiannis),77,83
307,3,0:00.0,,Offensive rebound by J. Poeltl,77,83
308,3,0:00.0,,J. Poeltl misses 2-pt hook shot from 2 ft,77,83
309,3,0:00.0,,Offensive rebound by Team,77,83
310,4,11:46.0,Turnover by B. Hield (lost ball; steal by D. Wright),,77,83
311,4,11:23.0,,D. Wright misses 2-pt layup from 10 ft,77,83
312,4,11:21.0,Defensive rebound by G. Papagiannis,,77,83
313,4,11:04.0,Turnover by G. Papagiannis (turnover),,77,83
314,4,10:43.0,,N. Powell makes 3-pt jump shot from 24 ft,77,86
315,4,10:24.0,F. Mason misses 2-pt jump shot from 2 ft,,77,86
316,4,10:22.0,,Defensive rebound by F. VanVleet,77,86
317,4,10:19.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by F. VanVleet),77,89
318,4,10:17.0,Sacramento full timeout,,77,89
319,4,10:17.0,J. Jackson enters the game for S. Labissière,,77,89
320,4,10:17.0,W. Cauley-Stein enters the game for G. Papagiannis,,77,89
321,4,9:57.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by B. Bogdanović),,79,89
322,4,9:41.0,,J. Poeltl misses 2-pt layup from 2 ft (block by W. Cauley-Stein),79,89
323,4,9:40.0,Defensive rebound by B. Bogdanović,,79,89
324,4,9:28.0,Personal foul by N. Powell (drawn by W. Cauley-Stein),,79,89
325,4,9:14.0,Turnover by Team (shot clock),,79,89
326,4,8:52.0,,J. Poeltl makes 2-pt layup from 4 ft (assist by F. VanVleet),79,91
327,4,8:40.0,,Violation by P. Siakam (kicked ball),79,91
328,4,8:30.0,B. Hield makes 2-pt jump shot from 14 ft,,81,91
329,4,8:06.0,,Turnover by D. Wright (bad pass; steal by J. Jackson),81,91
330,4,8:02.0,F. Mason misses 2-pt layup from 1 ft (block by P. Siakam),,81,91
331,4,7:59.0,,Defensive rebound by F. VanVleet,81,91
332,4,7:56.0,,Turnover by D. Wright (bad pass; steal by B. Bogdanović),81,91
333,4,7:53.0,Personal block foul by F. VanVleet (drawn by B. Bogdanović),,81,91
334,4,7:44.0,F. Mason misses 2-pt layup from 3 ft,,81,91
335,4,7:42.0,,Defensive rebound by J. Poeltl,81,91
336,4,7:37.0,,F. VanVleet makes 2-pt layup from 1 ft,81,93
337,4,7:24.0,B. Hield misses 2-pt jump shot from 21 ft,,81,93
338,4,7:21.0,,Defensive rebound by D. Wright,81,93
339,4,7:15.0,,Offensive foul by J. Poeltl (drawn by W. Cauley-Stein),81,93
340,4,7:15.0,,Turnover by J. Poeltl (offensive foul),81,93
341,4,7:15.0,G. Temple enters the game for F. Mason,,81,93
342,4,7:15.0,G. Hill enters the game for B. Hield,,81,93
343,4,6:54.0,G. Temple misses 3-pt jump shot from 23 ft,,81,93
344,4,6:51.0,Offensive rebound by B. Bogdanović,,81,93
345,4,6:47.0,J. Jackson misses 3-pt jump shot from 25 ft,,81,93
346,4,6:43.0,,Defensive rebound by N. Powell,81,93
347,4,6:35.0,,D. Wright misses 3-pt jump shot from 26 ft,81,93
348,4,6:33.0,Defensive rebound by G. Temple,,81,93
349,4,6:18.0,Turnover by J. Jackson (bad pass; steal by D. Wright),,81,93
350,4,6:14.0,,D. Wright misses 2-pt layup at rim (block by G. Temple),81,93
351,4,6:07.0,,Offensive rebound by P. Siakam,81,93
352,4,6:07.0,,P. Siakam misses 2-pt layup at rim,81,93
353,4,6:05.0,,Offensive rebound by P. Siakam,81,93
354,4,6:05.0,,P. Siakam misses 2-pt layup at rim,81,93
355,4,6:03.0,Defensive rebound by J. Jackson,,81,93
356,4,6:03.0,Personal foul by J. Poeltl (drawn by B. Bogdanović),,81,93
357,4,6:03.0,K. Koufos enters the game for W. Cauley-Stein,,81,93
358,4,6:03.0,,Toronto full timeout,81,93
359,4,6:03.0,,K. Lowry enters the game for D. Wright,81,93
360,4,5:55.0,K. Koufos misses 2-pt layup from 2 ft,,81,93
361,4,5:55.0,Offensive rebound by Team,,81,93
362,4,5:41.0,G. Temple makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,84,93
363,4,5:13.0,,Turnover by K. Lowry (bad pass; steal by G. Hill),84,93
364,4,5:09.0,G. Hill misses 3-pt jump shot from 24 ft,,84,93
365,4,5:06.0,,Defensive rebound by F. VanVleet,84,93
366,4,4:49.0,,Turnover by N. Powell (bad pass),84,93
367,4,4:47.0,,D. DeRozan enters the game for N. Powell,84,93
368,4,4:39.0,K. Koufos misses 2-pt jump shot from 11 ft,,84,93
369,4,4:37.0,,Defensive rebound by P. Siakam,84,93
370,4,4:29.0,,P. Siakam misses 3-pt jump shot from 26 ft,84,93
371,4,4:25.0,Defensive rebound by J. Jackson,,84,93
372,4,4:13.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,84,93
373,4,4:11.0,,Defensive rebound by F. VanVleet,84,93
