,QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
103,2,10:28.0,Defensive rebound by R. Hood,,28,41
104,2,10:16.0,A. Burks misses 2-pt jump shot from 16 ft,,28,41
105,2,10:16.0,Offensive rebound by E. Udoh,,28,41
106,2,10:04.0,Turnover by R. Hood (lost ball; steal by L. Mbah a Moute),,28,41
107,2,9:57.0,Offensive charge foul by L. Mbah a Moute (drawn by A. Burks),,28,41
108,2,9:57.0,,Turnover by L. Mbah a Moute (offensive foul),28,41
109,2,9:48.0,Personal foul by R. Anderson (drawn by E. Udoh),,28,41
110,2,9:48.0,,Turnover by R. Anderson (turnover),28,41
111,2,9:43.0,A. Burks misses 3-pt jump shot from 25 ft,,28,41
112,2,9:37.0,,Defensive rebound by E. Gordon,28,41
113,2,9:35.0,,E. Gordon misses 2-pt layup from 1 ft (block by E. Udoh),28,41
114,2,9:35.0,Defensive rebound by A. Burks,,28,41
115,2,9:30.0,Turnover by A. Burks (traveling),,28,41
116,2,9:11.0,,N. Hilário misses 2-pt layup from 2 ft,28,41
117,2,9:09.0,Defensive rebound by R. Rubio,,28,41
118,2,8:55.0,E. Udoh makes 2-pt hook shot from 6 ft (assist by R. Rubio),,30,41
119,2,8:44.0,,N. Hilário makes 2-pt jump shot from 16 ft (assist by E. Gordon),30,43
120,2,8:22.0,A. Burks misses 2-pt layup from 2 ft (block by N. Hilário),,30,43
121,2,8:22.0,Offensive rebound by Team,,30,43
122,2,8:22.0,,C. Capela enters the game for N. Hilário,30,43
123,2,8:22.0,D. Mitchell enters the game for R. Rubio,,30,43
124,2,8:19.0,D. Favors makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,33,43
125,2,7:59.0,,P. Tucker misses 3-pt jump shot from 22 ft,33,43
126,2,7:59.0,,Offensive rebound by L. Mbah a Moute,33,43
127,2,7:55.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,33,43
128,2,7:55.0,Defensive rebound by A. Burks,,33,43
129,2,7:45.0,Turnover by A. Burks (bad pass; steal by L. Mbah a Moute),,33,43
130,2,7:38.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by P. Tucker),33,46
131,2,7:18.0,D. Mitchell makes 2-pt jump shot from 13 ft,,35,46
132,2,7:10.0,,E. Gordon makes 2-pt layup from 1 ft,35,48
133,2,6:51.0,D. Mitchell misses 2-pt jump shot from 3 ft,,35,48
134,2,6:51.0,,Defensive rebound by R. Anderson,35,48
135,2,6:47.0,Offensive charge foul by L. Mbah a Moute (drawn by R. Hood),,35,48
136,2,6:47.0,,Turnover by L. Mbah a Moute (offensive foul),35,48
137,2,6:47.0,,Houston full timeout,35,48
138,2,6:47.0,,J. Harden enters the game for L. Mbah a Moute,35,48
139,2,6:47.0,J. Ingles enters the game for A. Burks,,35,48
140,2,6:47.0,R. Gobert enters the game for E. Udoh,,35,48
141,2,6:28.0,R. Gobert misses 2-pt layup from 6 ft (block by C. Capela),,35,48
142,2,6:24.0,,Defensive rebound by P. Tucker,35,48
143,2,6:19.0,,Turnover by J. Harden (bad pass; steal by D. Favors),35,48
144,2,5:59.0,D. Favors makes 3-pt jump shot from 24 ft (assist by R. Hood),,38,48
145,2,5:38.0,,C. Capela misses 2-pt layup from 3 ft,38,48
146,2,5:38.0,,Offensive rebound by Team,38,48
147,2,5:38.0,,Turnover by C. Capela (offensive goaltending),38,48
148,2,5:38.0,,T. Ariza enters the game for P. Tucker,38,48
149,2,5:21.0,R. Hood makes 2-pt jump shot from 14 ft,,40,48
150,2,4:57.0,,J. Harden makes 3-pt jump shot from 26 ft,40,51
151,2,4:46.0,D. Mitchell misses 2-pt jump shot from 17 ft,,40,51
152,2,4:44.0,,Defensive rebound by C. Capela,40,51
153,2,4:35.0,,Turnover by J. Harden (out of bounds lost ball),40,51
154,2,4:35.0,T. Sefolosha enters the game for D. Favors,,40,51
155,2,4:16.0,R. Gobert misses 2-pt hook shot from 4 ft,,40,51
156,2,4:14.0,,Defensive rebound by C. Capela,40,51
157,2,4:11.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),40,54
158,2,3:56.0,R. Hood makes 2-pt jump shot from 8 ft (assist by T. Sefolosha),,42,54
159,2,3:40.0,,Personal foul by D. Mitchell (drawn by J. Harden),42,54
160,2,3:37.0,,Shooting foul by D. Mitchell (drawn by J. Harden),42,54
161,2,3:37.0,,J. Harden makes free throw 1 of 2,42,55
162,2,3:37.0,,J. Harden makes free throw 2 of 2,42,56
163,2,3:22.0,R. Gobert makes 2-pt dunk from 1 ft (assist by T. Sefolosha),,44,56
164,2,3:03.0,,J. Harden makes 2-pt jump shot from 14 ft,44,58
165,2,3:03.0,Utah full timeout,,44,58
166,2,2:52.0,J. Ingles misses 3-pt jump shot from 26 ft,,44,58
167,2,2:49.0,,Defensive rebound by C. Capela,44,58
168,2,2:40.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),44,60
169,2,2:40.0,,Shooting foul by R. Gobert (drawn by C. Capela),44,60
170,2,2:40.0,,C. Capela misses free throw 1 of 1,44,60
171,2,2:37.0,Defensive rebound by R. Gobert,,44,60
172,2,2:32.0,Personal foul by J. Harden (drawn by J. Ingles),,44,60
173,2,2:32.0,R. Rubio enters the game for D. Mitchell,,44,60
174,2,2:25.0,R. Hood misses 3-pt jump shot from 24 ft,,44,60
175,2,2:22.0,,Defensive rebound by E. Gordon,44,60
176,2,2:13.0,,E. Gordon misses 2-pt layup from 1 ft,44,60
177,2,2:12.0,,Offensive rebound by Team,44,60
178,2,2:09.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by T. Ariza),44,63
179,2,1:49.0,J. Ingles misses 2-pt layup from 2 ft,,44,63
180,2,1:48.0,,Defensive rebound by R. Anderson,44,63
181,2,1:48.0,,Personal foul by J. Ingles (drawn by R. Anderson),44,63
182,2,1:38.0,,J. Harden misses 2-pt jump shot from 13 ft,44,63
183,2,1:38.0,Defensive rebound by Team,,44,63
184,2,1:38.0,,Loose ball foul by J. Harden (drawn by R. Gobert),44,63
185,2,1:17.0,R. Hood makes 3-pt jump shot from 26 ft (assist by R. Gobert),,47,63
186,2,1:05.0,,Turnover by E. Gordon (bad pass),47,63
187,2,0:44.0,R. Hood misses 3-pt jump shot from 25 ft,,47,63
188,2,0:41.0,,Defensive rebound by C. Capela,47,63
189,2,0:31.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),47,66
190,2,0:10.0,R. Gobert makes 2-pt dunk from 1 ft (assist by T. Sefolosha),,49,66
191,2,0:10.0,Technical foul by R. Gobert,,49,66
192,2,0:10.0,,J. Harden makes technical free throw,49,67
193,2,0:01.0,,J. Harden misses 2-pt jump shot from 16 ft,49,67
194,2,0:01.0,,Offensive rebound by Team,49,67
195,3,11:41.0,J. Ingles makes 2-pt layup from 1 ft,,51,67
196,3,11:41.0,Shooting foul by R. Anderson (drawn by J. Ingles),,51,67
197,3,11:41.0,J. Ingles makes free throw 1 of 1,,52,67
198,3,11:27.0,,C. Capela makes 2-pt layup from 2 ft,52,69
199,3,11:15.0,Turnover by R. Rubio (bad pass; steal by C. Capela),,52,69
200,3,11:07.0,,J. Harden makes 2-pt layup from 4 ft,52,71
201,3,10:48.0,J. Ingles makes 2-pt layup from 1 ft,,54,71
202,3,10:27.0,,E. Gordon misses 3-pt jump shot from 27 ft,54,71
203,3,10:25.0,Defensive rebound by R. Gobert,,54,71
204,3,10:15.0,D. Favors makes 2-pt jump shot from 15 ft,,56,71
205,3,10:03.0,,Turnover by J. Harden (bad pass; steal by D. Favors),56,71
206,3,9:57.0,J. Ingles misses 2-pt layup from 3 ft,,56,71
207,3,9:55.0,,Defensive rebound by Team,56,71
208,3,9:48.0,,T. Ariza misses 3-pt jump shot from 25 ft,56,71
209,3,9:48.0,Defensive rebound by R. Rubio,,56,71
210,3,9:43.0,R. Hood makes 2-pt dunk at rim (assist by R. Rubio),,58,71
211,3,9:42.0,,Houston full timeout,58,71
212,3,9:28.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),58,74
213,3,9:05.0,D. Favors misses 3-pt jump shot from 25 ft,,58,74
214,3,9:02.0,Offensive rebound by R. Gobert,,58,74
215,3,9:01.0,R. Gobert misses 2-pt layup from 2 ft (block by C. Capela),,58,74
216,3,9:01.0,,Defensive rebound by J. Harden,58,74
217,3,8:51.0,,Shooting foul by J. Ingles (drawn by J. Harden),58,74
218,3,8:51.0,,J. Harden makes free throw 1 of 3,58,75
219,3,8:51.0,,J. Harden makes free throw 2 of 3,58,76
220,3,8:51.0,,J. Harden makes free throw 3 of 3,58,77
221,3,8:38.0,J. Ingles misses 2-pt layup from 2 ft,,58,77
222,3,8:34.0,,Defensive rebound by J. Harden,58,77
223,3,8:25.0,,Shooting foul by D. Favors (drawn by C. Capela),58,77
224,3,8:25.0,,C. Capela makes free throw 1 of 2,58,78
225,3,8:25.0,,C. Capela makes free throw 2 of 2,58,79
226,3,8:25.0,Violation by J. Ingles (lane),,58,79
227,3,8:18.0,Personal foul by J. Harden (drawn by J. Ingles),,58,79
228,3,8:14.0,Personal foul by E. Gordon (drawn by R. Rubio),,58,79
229,3,8:06.0,R. Gobert makes 2-pt layup from 1 ft (assist by R. Rubio),,60,79
230,3,8:06.0,Shooting foul by C. Capela (drawn by R. Gobert),,60,79
231,3,8:06.0,R. Gobert makes free throw 1 of 1,,61,79
232,3,7:45.0,Violation by R. Hood (kicked ball),,61,79
233,3,7:34.0,,Turnover by J. Harden (bad pass; steal by D. Favors),61,79
234,3,7:23.0,Turnover by R. Hood (lost ball; steal by J. Harden),,61,79
235,3,7:14.0,,E. Gordon misses 3-pt jump shot from 24 ft,61,79
236,3,7:12.0,Defensive rebound by J. Ingles,,61,79
237,3,7:04.0,J. Ingles misses 2-pt layup from 2 ft (block by C. Capela),,61,79
238,3,7:00.0,Offensive rebound by R. Gobert,,61,79
239,3,6:59.0,R. Gobert makes 2-pt dunk at rim,,63,79
240,3,6:53.0,,Personal foul by J. Ingles (drawn by J. Harden),63,79
241,3,6:53.0,,N. Hilário enters the game for C. Capela,63,79
242,3,6:53.0,,P. Tucker enters the game for R. Anderson,63,79
243,3,6:53.0,D. Mitchell enters the game for J. Ingles,,63,79
244,3,6:45.0,A. Burks enters the game for R. Rubio,,63,79
245,3,6:43.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by T. Ariza),63,82
246,3,6:17.0,Turnover by R. Hood (bad pass),,63,82
247,3,6:17.0,,L. Mbah a Moute enters the game for E. Gordon,63,82
248,3,5:59.0,,J. Harden misses 2-pt jump shot from 3 ft,63,82
249,3,5:56.0,Defensive rebound by D. Favors,,63,82
250,3,5:54.0,R. Hood makes 2-pt layup from 1 ft (assist by A. Burks),,65,82
251,3,5:54.0,Shooting foul by L. Mbah a Moute (drawn by R. Hood),,65,82
252,3,5:54.0,R. Hood makes free throw 1 of 1,,66,82
253,3,5:39.0,,N. Hilário makes 2-pt layup from 2 ft (assist by J. Harden),66,84
254,3,5:39.0,,Shooting foul by R. Hood (drawn by N. Hilário),66,84
255,3,5:39.0,T. Sefolosha enters the game for R. Hood,,66,84
256,3,5:39.0,,N. Hilário makes free throw 1 of 1,66,85
257,3,5:31.0,A. Burks makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,69,85
258,3,5:17.0,,J. Harden makes 2-pt layup from 1 ft,69,87
259,3,5:10.0,D. Mitchell makes 2-pt layup from 1 ft,,71,87
260,3,4:57.0,,Shooting foul by T. Sefolosha (drawn by J. Harden),71,87
261,3,4:57.0,,J. Harden misses free throw 1 of 2,71,87
262,3,4:57.0,,Offensive rebound by Team,71,87
263,3,4:57.0,,J. Harden makes free throw 2 of 2,71,88
264,3,4:46.0,R. Gobert makes 2-pt dunk at rim (assist by D. Mitchell),,73,88
265,3,4:31.0,,N. Hilário makes 2-pt dunk from 1 ft (assist by J. Harden),73,90
266,3,4:21.0,D. Mitchell makes 2-pt layup at rim,,75,90
267,3,4:06.0,,J. Harden makes 3-pt jump shot from 25 ft,75,93
268,3,3:51.0,Turnover by D. Mitchell (bad pass; steal by T. Ariza),,75,93
269,3,3:46.0,,T. Ariza makes 2-pt dunk at rim (assist by N. Hilário),75,95
270,3,3:40.0,Utah full timeout,,75,95
271,3,3:40.0,,E. Gordon enters the game for L. Mbah a Moute,75,95
272,3,3:40.0,R. Rubio enters the game for D. Favors,,75,95
273,3,3:34.0,Turnover by D. Mitchell (lost ball; steal by P. Tucker),,75,95
274,3,3:30.0,,J. Harden makes 2-pt layup from 1 ft (assist by P. Tucker),75,97
275,3,3:15.0,T. Sefolosha misses 2-pt jump shot from 8 ft,,75,97
276,3,3:15.0,Offensive rebound by T. Sefolosha,,75,97
277,3,3:07.0,T. Sefolosha misses 2-pt layup at rim,,75,97
278,3,3:03.0,Offensive rebound by T. Sefolosha,,75,97
279,3,3:03.0,T. Sefolosha makes 2-pt layup at rim,,77,97
280,3,2:55.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),77,100
281,3,2:46.0,D. Mitchell misses 3-pt jump shot from 23 ft,,77,100
282,3,2:43.0,,Defensive rebound by E. Gordon,77,100
283,3,2:34.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),77,103
284,3,2:19.0,Personal foul by T. Ariza (drawn by A. Burks),,77,103
285,3,2:19.0,A. Burks makes free throw 1 of 2,,78,103
286,3,2:19.0,E. Udoh enters the game for R. Gobert,,78,103
287,3,2:19.0,A. Burks makes free throw 2 of 2,,79,103
288,3,2:11.0,,Shooting foul by A. Burks (drawn by J. Harden),79,103
289,3,2:11.0,,J. Harden makes free throw 1 of 2,79,104
290,3,2:11.0,,J. Harden makes free throw 2 of 2,79,105
291,3,1:56.0,R. Rubio makes 3-pt jump shot from 24 ft,,82,105
292,3,1:44.0,,Shooting foul by A. Burks (drawn by N. Hilário),82,105
293,3,1:44.0,,N. Hilário makes free throw 1 of 2,82,106
294,3,1:44.0,,N. Hilário makes free throw 2 of 2,82,107
295,3,1:27.0,A. Burks misses 2-pt jump shot from 14 ft,,82,107
296,3,1:26.0,,Defensive rebound by P. Tucker,82,107
297,3,1:16.0,,J. Harden makes 2-pt layup from 1 ft,82,109
298,3,1:03.0,Personal foul by N. Hilário (drawn by R. Rubio),,82,109
299,3,1:03.0,R. Rubio misses free throw 1 of 2,,82,109
300,3,1:03.0,Offensive rebound by Team,,82,109
301,3,1:03.0,R. Rubio makes free throw 2 of 2,,83,109
302,3,0:54.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Harden),83,111
303,3,0:54.0,,Shooting foul by D. Mitchell (drawn by N. Hilário),83,111
304,3,0:54.0,,N. Hilário misses free throw 1 of 1,83,111
305,3,0:52.0,Defensive rebound by T. Sefolosha,,83,111
306,3,0:48.0,R. Rubio misses 3-pt jump shot from 24 ft,,83,111
307,3,0:46.0,Offensive rebound by D. Mitchell,,83,111
308,3,0:43.0,R. Rubio misses 3-pt jump shot from 23 ft,,83,111
309,3,0:43.0,,Defensive rebound by N. Hilário,83,111
310,3,0:34.0,D. Mitchell misses 3-pt jump shot from 24 ft,,83,111
311,3,0:34.0,,Defensive rebound by E. Gordon,83,111
312,3,0:25.0,,J. Harden makes 2-pt layup at rim,83,113
313,3,0:07.0,Personal foul by N. Hilário (drawn by R. Rubio),,83,113
314,3,0:07.0,R. Rubio makes free throw 1 of 2,,84,113
315,3,0:07.0,R. Rubio makes free throw 2 of 2,,85,113
316,3,0:00.0,,J. Harden makes 2-pt layup from 1 ft,85,115
317,4,11:37.0,,J. Harden makes 2-pt layup from 2 ft,85,117
318,4,11:15.0,Turnover by D. Favors (lost ball; steal by J. Harden),,85,117
319,4,10:58.0,,N. Hilário misses 2-pt layup from 2 ft,85,117
320,4,10:58.0,Defensive rebound by R. O'Neale,,85,117
321,4,10:50.0,R. O'Neale misses 2-pt jump shot from 3 ft (block by P. Tucker),,85,117
322,4,10:50.0,Offensive rebound by Team,,85,117
323,4,10:50.0,R. Neto enters the game for A. Burks,,85,117
324,4,10:44.0,Personal foul by E. Gordon (drawn by D. Mitchell),,85,117
325,4,10:39.0,R. Neto misses 2-pt jump shot from 20 ft,,85,117
326,4,10:35.0,,Defensive rebound by P. Tucker,85,117
327,4,10:29.0,,Turnover by J. Harden (out of bounds lost ball),85,117
328,4,10:07.0,D. Mitchell misses 3-pt jump shot from 25 ft,,85,117
329,4,10:04.0,,Defensive rebound by N. Hilário,85,117
330,4,9:58.0,,Turnover by J. Harden (lost ball; steal by D. Mitchell),85,117
331,4,9:58.0,Loose ball foul by D. Mitchell (drawn by J. Harden),,85,117
332,4,9:58.0,Turnover by D. Mitchell (turnover),,85,117
333,4,9:46.0,,Turnover by N. Hilário (bad pass; steal by R. O'Neale),85,117
334,4,9:37.0,R. O'Neale misses 3-pt jump shot from 25 ft,,85,117
335,4,9:33.0,Offensive rebound by E. Udoh,,85,117
336,4,9:32.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by E. Udoh),,88,117
337,4,9:07.0,,J. Harden misses 3-pt jump shot from 26 ft,88,117
338,4,9:04.0,Defensive rebound by D. Favors,,88,117
339,4,8:50.0,E. Udoh makes 2-pt jump shot from 8 ft (assist by R. O'Neale),,90,117
340,4,8:33.0,,E. Gordon misses 3-pt jump shot from 28 ft,90,117
341,4,8:31.0,Defensive rebound by D. Mitchell,,90,117
342,4,8:22.0,D. Favors misses 2-pt jump shot from 11 ft,,90,117
343,4,8:19.0,,Defensive rebound by R. Anderson,90,117
344,4,8:15.0,,Personal foul by R. Neto (drawn by J. Harden),90,117
345,4,8:13.0,,C. Capela enters the game for N. Hilário,90,117
346,4,8:04.0,,J. Harden misses 2-pt jump shot from 10 ft,90,117
347,4,8:00.0,Defensive rebound by E. Udoh,,90,117
348,4,7:55.0,D. Mitchell misses 2-pt layup from 2 ft (block by C. Capela),,90,117
349,4,7:51.0,,Defensive rebound by C. Capela,90,117
350,4,7:50.0,,Personal foul by R. Neto (drawn by J. Harden),90,117
351,4,7:50.0,J. Jerebko enters the game for D. Favors,,90,117
352,4,7:40.0,,J. Harden misses 2-pt jump shot from 15 ft,90,117
353,4,7:37.0,Defensive rebound by J. Jerebko,,90,117
354,4,7:32.0,Personal foul by C. Capela (drawn by E. Udoh),,90,117
355,4,7:32.0,,T. Ariza enters the game for J. Harden,90,117
356,4,7:27.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by E. Udoh),,93,117
357,4,7:10.0,,E. Gordon misses 3-pt jump shot from 27 ft,93,117
358,4,7:08.0,Defensive rebound by D. Mitchell,,93,117
359,4,7:00.0,Turnover by D. Mitchell (discontinued dribble),,93,117
360,4,6:51.0,,Turnover by C. Capela (bad pass),93,117
361,4,6:51.0,,Houston full timeout,93,117
362,4,6:51.0,,T. Black enters the game for C. Capela,93,117
363,4,6:27.0,R. Neto makes 2-pt layup at rim,,95,117
364,4,6:27.0,Shooting foul by T. Black (drawn by R. Neto),,95,117
365,4,6:27.0,A. Burks enters the game for D. Mitchell,,95,117
366,4,6:27.0,R. Neto makes free throw 1 of 1,,96,117
367,4,6:12.0,,T. Ariza misses 2-pt layup from 2 ft (block by E. Udoh),96,117
368,4,6:07.0,,Offensive rebound by P. Tucker,96,117
369,4,6:04.0,,P. Tucker makes 3-pt jump shot from 26 ft,96,120
370,4,5:57.0,R. O'Neale misses 3-pt jump shot from 26 ft,,96,120
371,4,5:57.0,,Defensive rebound by R. Anderson,96,120
372,4,5:47.0,,E. Gordon misses 2-pt layup from 1 ft,96,120
373,4,5:45.0,Defensive rebound by R. O'Neale,,96,120
374,4,5:42.0,Shooting foul by T. Black (drawn by R. O'Neale),,96,120
375,4,5:42.0,R. O'Neale makes free throw 1 of 2,,97,120
376,4,5:42.0,T. Bradley enters the game for E. Udoh,,97,120
377,4,5:42.0,R. O'Neale makes free throw 2 of 2,,98,120
378,4,5:31.0,,Turnover by P. Tucker (step out of bounds),98,120
379,4,5:17.0,R. Neto misses 2-pt jump shot from 10 ft,,98,120
380,4,5:15.0,,Defensive rebound by P. Tucker,98,120
381,4,5:02.0,,T. Black misses 2-pt layup from 2 ft,98,120
