,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,SAN ANTONIO_ACTION,LA LAKERS_SCORE,SAN ANTONIO_SCORE
378,4,11:11.0,,Defensive rebound by R. Gay,80,91
379,4,11:00.0,,D. Murray makes 2-pt jump shot from 17 ft,80,93
380,4,10:43.0,Shooting foul by R. Gay (drawn by I. Zubac),,80,93
381,4,10:43.0,I. Zubac makes free throw 1 of 2,,81,93
382,4,10:43.0,I. Zubac makes free throw 2 of 2,,82,93
383,4,10:26.0,,R. Gay misses 2-pt jump shot from 5 ft,82,93
384,4,10:24.0,Defensive rebound by I. Zubac,,82,93
385,4,10:08.0,T. Wear makes 3-pt jump shot from 23 ft (assist by I. Thomas),,85,93
386,4,9:47.0,,P. Gasol misses 2-pt jump shot from 14 ft,85,93
387,4,9:45.0,Defensive rebound by T. Ennis,,85,93
388,4,9:41.0,T. Wear misses 3-pt jump shot from 24 ft,,85,93
389,4,9:36.0,,Defensive rebound by P. Gasol,85,93
390,4,9:29.0,,P. Mills makes 2-pt jump shot from 19 ft (assist by P. Gasol),85,95
391,4,9:18.0,I. Thomas makes 2-pt jump shot from 13 ft,,87,95
392,4,9:01.0,,P. Gasol misses 3-pt jump shot from 25 ft,87,95
393,4,8:59.0,Defensive rebound by K. Caldwell-Pope,,87,95
394,4,8:52.0,I. Thomas misses 2-pt jump shot from 15 ft,,87,95
395,4,8:47.0,,Defensive rebound by D. Murray,87,95
396,4,8:41.0,,Offensive foul by D. Murray (drawn by I. Thomas),87,95
397,4,8:41.0,,Turnover by D. Murray (offensive foul),87,95
398,4,8:41.0,,M. Ginóbili enters the game for D. Green,87,95
399,4,8:41.0,,D. Bertāns enters the game for R. Gay,87,95
400,4,8:25.0,T. Ennis misses 2-pt layup from 3 ft,,87,95
401,4,8:25.0,,Defensive rebound by Team,87,95
402,4,8:10.0,,P. Gasol makes 2-pt layup from 2 ft (assist by M. Ginóbili),87,97
403,4,7:49.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,87,97
404,4,7:49.0,,Defensive rebound by P. Gasol,87,97
405,4,7:43.0,,D. Murray makes 2-pt dunk at rim,87,99
406,4,7:43.0,LA Lakers full timeout,,87,99
407,4,7:43.0,,J. Lauvergne enters the game for P. Gasol,87,99
408,4,7:43.0,J. Randle enters the game for T. Ennis,,87,99
409,4,7:43.0,L. Ball enters the game for I. Zubac,,87,99
410,4,7:33.0,I. Thomas makes 2-pt layup from 1 ft,,89,99
411,4,7:13.0,,D. Bertāns makes 2-pt layup from 2 ft (assist by M. Ginóbili),89,101
412,4,7:02.0,I. Thomas misses 3-pt jump shot from 25 ft,,89,101
413,4,7:02.0,,Defensive rebound by M. Ginóbili,89,101
414,4,6:54.0,,Personal foul by I. Thomas (drawn by M. Ginóbili),89,101
415,4,6:54.0,K. Kuzma enters the game for I. Thomas,,89,101
416,4,6:44.0,,D. Murray misses 2-pt jump shot from 19 ft,89,101
417,4,6:41.0,,Offensive rebound by J. Lauvergne,89,101
418,4,6:39.0,,Turnover by D. Murray (lost ball; steal by K. Kuzma),89,101
419,4,6:30.0,T. Wear misses 3-pt jump shot from 25 ft,,89,101
420,4,6:22.0,Offensive rebound by J. Randle,,89,101
421,4,6:22.0,J. Randle makes 2-pt layup at rim,,91,101
422,4,6:14.0,,Turnover by D. Bertāns (bad pass),91,101
423,4,6:02.0,L. Ball misses 3-pt jump shot from 25 ft,,91,101
424,4,5:59.0,,Defensive rebound by J. Lauvergne,91,101
425,4,5:48.0,,D. Murray misses 2-pt layup from 2 ft,91,101
426,4,5:43.0,,Offensive rebound by D. Murray,91,101
427,4,5:43.0,,D. Murray makes 2-pt layup at rim,91,103
428,4,5:35.0,J. Randle makes 2-pt layup from 2 ft (assist by L. Ball),,93,103
429,4,5:35.0,Shooting foul by J. Lauvergne (drawn by J. Randle),,93,103
430,4,5:35.0,,D. Green enters the game for P. Mills,93,103
431,4,5:35.0,,T. Parker enters the game for D. Murray,93,103
432,4,5:35.0,J. Randle misses free throw 1 of 1,,93,103
433,4,5:31.0,,Defensive rebound by D. Bertāns,93,103
434,4,5:20.0,,Turnover by D. Bertāns (out of bounds lost ball),93,103
435,4,5:09.0,J. Randle misses 2-pt layup from 2 ft,,93,103
436,4,5:06.0,,Defensive rebound by M. Ginóbili,93,103
437,4,4:58.0,,D. Green misses 3-pt jump shot from 22 ft,93,103
438,4,4:58.0,,Offensive rebound by J. Lauvergne,93,103
439,4,4:52.0,,J. Lauvergne misses 2-pt layup at rim,93,103
440,4,4:51.0,Defensive rebound by K. Caldwell-Pope,,93,103
441,4,4:47.0,T. Wear makes 2-pt jump shot from 20 ft,,95,103
442,4,4:47.0,,San Antonio full timeout,95,103
443,4,4:47.0,,P. Gasol enters the game for D. Bertāns,95,103
444,4,4:47.0,,R. Gay enters the game for J. Lauvergne,95,103
445,4,4:47.0,K. Caldwell-Pope makes technical free throw,,96,103
446,4,4:22.0,,T. Parker misses 3-pt jump shot from 24 ft,96,103
447,4,4:19.0,Defensive rebound by K. Kuzma,,96,103
448,4,4:09.0,T. Wear makes 2-pt jump shot from 21 ft (assist by L. Ball),,98,103
449,4,3:53.0,,P. Gasol misses 2-pt layup from 1 ft,98,103
450,4,3:50.0,Defensive rebound by T. Wear,,98,103
451,4,3:45.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by J. Randle),,101,103
452,4,3:24.0,,P. Gasol misses 2-pt layup from 2 ft,101,103
453,4,3:24.0,Defensive rebound by K. Caldwell-Pope,,101,103
454,4,3:06.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,101,103
455,4,3:06.0,,Defensive rebound by P. Gasol,101,103
456,4,2:57.0,,T. Parker makes 2-pt layup from 1 ft,101,105
457,4,2:56.0,LA Lakers full timeout,,101,105
458,4,2:46.0,L. Ball makes 3-pt jump shot from 26 ft,,104,105
459,4,2:18.0,,R. Gay misses 3-pt jump shot from 25 ft,104,105
460,4,2:16.0,Defensive rebound by L. Ball,,104,105
461,4,1:59.0,Shooting foul by D. Green (drawn by J. Randle),,104,105
462,4,1:59.0,J. Randle makes free throw 1 of 2,,105,105
463,4,1:59.0,,D. Murray enters the game for T. Parker,105,105
464,4,1:59.0,,P. Mills enters the game for M. Ginóbili,105,105
465,4,1:59.0,J. Randle makes free throw 2 of 2,,106,105
466,4,1:45.0,,D. Green misses 3-pt jump shot from 26 ft,106,105
467,4,1:45.0,,Offensive rebound by Team,106,105
468,4,1:45.0,Loose ball foul by L. Ball (drawn by P. Gasol),,106,105
469,4,1:45.0,,M. Ginóbili enters the game for D. Murray,106,105
470,4,1:35.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by D. Green),106,107
471,4,1:15.0,L. Ball makes 3-pt jump shot from 25 ft (assist by J. Randle),,109,107
472,4,0:56.0,,Personal foul by K. Kuzma (drawn by P. Gasol),109,107
473,4,0:56.0,,P. Gasol makes free throw 1 of 2,109,108
474,4,0:56.0,,D. Murray enters the game for P. Mills,109,108
475,4,0:56.0,,K. Anderson enters the game for M. Ginóbili,109,108
476,4,0:56.0,,P. Gasol makes free throw 2 of 2,109,109
477,4,0:42.0,L. Ball makes 3-pt jump shot from 25 ft,,112,109
478,4,0:42.0,,San Antonio full timeout,112,109
479,4,0:42.0,,P. Mills enters the game for D. Murray,112,109
480,4,0:30.0,,Turnover by R. Gay (lost ball; steal by K. Caldwell-Pope),112,109
481,4,0:10.0,J. Randle makes 2-pt layup from 3 ft (assist by L. Ball),,114,109
482,4,0:10.0,,San Antonio full timeout,114,109
483,4,0:06.0,,R. Gay makes 3-pt jump shot from 26 ft (assist by K. Anderson),114,112
484,4,0:06.0,LA Lakers full timeout,,114,112
485,4,0:06.0,,D. Murray enters the game for P. Gasol,114,112
486,4,0:06.0,,M. Ginóbili enters the game for R. Gay,114,112
487,4,0:06.0,I. Thomas enters the game for K. Kuzma,,114,112
488,4,0:05.0,Personal foul by P. Mills (drawn by I. Thomas),,114,112
489,4,0:05.0,I. Thomas makes free throw 1 of 2,,115,112
490,4,0:05.0,,D. Bertāns enters the game for K. Anderson,115,112
491,4,0:05.0,,P. Gasol enters the game for D. Murray,115,112
492,4,0:05.0,I. Thomas makes free throw 2 of 2,,116,112
493,4,0:01.0,,P. Mills misses 3-pt jump shot from 31 ft,116,112
494,4,0:01.0,Defensive rebound by Team,,116,112
