,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA LAKERS_ACTION,PORTLAND_SCORE,LA LAKERS_SCORE
0,1,11:40.0,,J. Randle misses 2-pt jump shot from 3 ft,0,0
1,1,11:38.0,Defensive rebound by J. Nurkić,,0,0
2,1,11:34.0,D. Lillard misses 3-pt jump shot from 27 ft,,0,0
3,1,11:34.0,,Defensive rebound by K. Caldwell-Pope,0,0
4,1,11:21.0,,B. Lopez makes 2-pt hook shot from 10 ft,0,2
5,1,11:06.0,J. Nurkić misses 2-pt layup from 2 ft (block by K. Kuzma),,0,2
6,1,11:06.0,,Defensive rebound by J. Randle,0,2
7,1,11:01.0,,J. Randle makes 2-pt dunk at rim,0,4
8,1,10:45.0,Turnover by D. Lillard (bad pass; steal by B. Lopez),,0,4
9,1,10:39.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,0,4
10,1,10:34.0,Defensive rebound by A. Aminu,,0,4
11,1,10:22.0,D. Lillard misses 3-pt jump shot from 27 ft,,0,4
12,1,10:20.0,,Defensive rebound by J. Randle,0,4
13,1,10:12.0,,J. Randle misses 2-pt jump shot from 4 ft,0,4
14,1,10:12.0,Defensive rebound by Team,,0,4
15,1,9:59.0,C. McCollum misses 3-pt jump shot from 25 ft,,0,4
16,1,9:55.0,,Defensive rebound by J. Randle,0,4
17,1,9:51.0,,Turnover by K. Kuzma (lost ball; steal by A. Aminu),0,4
18,1,9:49.0,Turnover by A. Aminu (bad pass; steal by L. Ball),,0,4
19,1,9:43.0,,L. Ball misses 3-pt jump shot from 27 ft,0,4
20,1,9:41.0,Defensive rebound by A. Aminu,,0,4
21,1,9:41.0,E. Turner makes 2-pt layup at rim (assist by D. Lillard),,2,4
22,1,9:41.0,Shooting foul by B. Lopez (drawn by E. Turner),,2,4
23,1,9:41.0,E. Turner makes free throw 1 of 1,,3,4
24,1,9:25.0,,K. Kuzma misses 2-pt jump shot from 15 ft,3,4
25,1,9:22.0,Defensive rebound by J. Nurkić,,3,4
26,1,9:15.0,D. Lillard makes 2-pt layup from 1 ft,,5,4
27,1,9:02.0,,B. Lopez misses 3-pt jump shot from 25 ft,5,4
28,1,8:58.0,Defensive rebound by D. Lillard,,5,4
29,1,8:48.0,Turnover by A. Aminu (bad pass; steal by K. Caldwell-Pope),,5,4
30,1,8:44.0,,K. Caldwell-Pope makes 2-pt dunk from 2 ft (assist by K. Kuzma),5,6
31,1,8:22.0,J. Nurkić makes 2-pt layup from 2 ft (assist by C. McCollum),,7,6
32,1,8:08.0,,L. Ball misses 3-pt jump shot from 26 ft,7,6
33,1,8:05.0,Defensive rebound by J. Nurkić,,7,6
34,1,7:59.0,Turnover by E. Turner (step out of bounds),,7,6
35,1,7:47.0,,B. Lopez misses 3-pt jump shot from 27 ft,7,6
36,1,7:42.0,Defensive rebound by C. McCollum,,7,6
37,1,7:39.0,J. Nurkić makes 2-pt hook shot from 4 ft (assist by C. McCollum),,9,6
38,1,7:21.0,,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,9,6
39,1,7:21.0,Defensive rebound by A. Aminu,,9,6
40,1,7:07.0,Personal foul by L. Ball (drawn by D. Lillard),,9,6
41,1,7:00.0,D. Lillard misses 3-pt jump shot from 25 ft,,9,6
42,1,6:58.0,,Defensive rebound by K. Kuzma,9,6
43,1,6:47.0,,J. Randle misses 2-pt layup from 1 ft,9,6
44,1,6:45.0,Defensive rebound by J. Nurkić,,9,6
45,1,6:31.0,J. Nurkić misses 2-pt hook shot from 9 ft,,9,6
46,1,6:27.0,,Defensive rebound by K. Kuzma,9,6
47,1,6:12.0,,B. Lopez misses 2-pt jump shot from 13 ft,9,6
48,1,6:09.0,Defensive rebound by D. Lillard,,9,6
49,1,6:04.0,Shooting foul by L. Ball (drawn by C. McCollum),,9,6
50,1,6:04.0,,LA Lakers full timeout,9,6
51,1,6:04.0,,I. Thomas enters the game for L. Ball,9,6
52,1,6:04.0,C. McCollum makes free throw 1 of 2,,10,6
53,1,6:04.0,C. McCollum makes free throw 2 of 2,,11,6
54,1,5:51.0,,Personal foul by D. Lillard (drawn by I. Thomas),11,6
55,1,5:34.0,,J. Randle makes 2-pt layup from 2 ft (assist by I. Thomas),11,8
56,1,5:25.0,Turnover by J. Nurkić (bad pass; steal by B. Lopez),,11,8
57,1,5:25.0,,Personal foul by A. Aminu (drawn by J. Randle),11,8
58,1,5:16.0,,Personal foul by J. Nurkić (drawn by B. Lopez),11,8
59,1,5:12.0,,K. Caldwell-Pope makes 2-pt jump shot from 15 ft (assist by I. Thomas),11,10
60,1,4:52.0,E. Turner misses 2-pt jump shot from 13 ft,,11,10
61,1,4:50.0,,Defensive rebound by K. Caldwell-Pope,11,10
62,1,4:29.0,,I. Thomas misses 2-pt jump shot from 12 ft,11,10
63,1,4:27.0,Defensive rebound by J. Nurkić,,11,10
64,1,4:20.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by C. McCollum),,14,10
65,1,4:02.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by J. Randle),14,13
66,1,3:44.0,J. Nurkić makes 2-pt layup from 1 ft (assist by C. McCollum),,16,13
67,1,3:27.0,,I. Thomas misses 3-pt jump shot from 25 ft,16,13
68,1,3:25.0,Defensive rebound by A. Aminu,,16,13
69,1,3:18.0,C. McCollum misses 2-pt jump shot from 8 ft,,16,13
70,1,3:15.0,,Defensive rebound by J. Randle,16,13
71,1,3:11.0,,Turnover by K. Caldwell-Pope (lost ball; steal by C. McCollum),16,13
72,1,3:09.0,Shooting foul by K. Caldwell-Pope (drawn by C. McCollum),,16,13
73,1,3:09.0,,Technical foul by K. Caldwell-Pope,16,13
74,1,3:09.0,D. Lillard makes technical free throw,,17,13
75,1,3:09.0,C. McCollum makes free throw 1 of 2,,18,13
76,1,3:09.0,,LA Lakers full timeout,18,13
77,1,3:09.0,,I. Zubac enters the game for B. Lopez,18,13
78,1,3:09.0,E. Davis enters the game for D. Lillard,,18,13
79,1,3:09.0,P. Connaughton enters the game for E. Turner,,18,13
80,1,3:09.0,S. Napier enters the game for J. Nurkić,,18,13
81,1,3:09.0,C. McCollum makes free throw 2 of 2,,19,13
82,1,2:55.0,,I. Zubac misses 2-pt jump shot from 11 ft,19,13
83,1,2:53.0,Defensive rebound by S. Napier,,19,13
84,1,2:48.0,C. McCollum makes 3-pt jump shot from 24 ft,,22,13
85,1,2:32.0,,Turnover by K. Kuzma (lost ball; steal by S. Napier),22,13
86,1,2:18.0,C. McCollum makes 2-pt layup from 2 ft,,24,13
87,1,2:08.0,,I. Thomas makes 2-pt jump shot from 16 ft,24,15
88,1,1:47.0,C. McCollum misses 2-pt jump shot from 8 ft,,24,15
89,1,1:45.0,,Defensive rebound by K. Kuzma,24,15
90,1,1:38.0,,J. Randle makes 2-pt layup from 1 ft,24,17
91,1,1:20.0,Shooting foul by I. Thomas (drawn by S. Napier),,24,17
92,1,1:20.0,S. Napier misses free throw 1 of 2,,24,17
93,1,1:20.0,Offensive rebound by Team,,24,17
94,1,1:20.0,,T. Ennis enters the game for K. Kuzma,24,17
95,1,1:20.0,,T. Wear enters the game for J. Randle,24,17
96,1,1:20.0,D. Lillard enters the game for C. McCollum,,24,17
97,1,1:20.0,Z. Collins enters the game for A. Aminu,,24,17
98,1,1:20.0,S. Napier makes free throw 2 of 2,,25,17
99,1,0:58.0,,I. Thomas makes 3-pt jump shot from 25 ft,25,20
100,1,0:43.0,D. Lillard misses 2-pt layup from 1 ft,,25,20
101,1,0:40.0,,Defensive rebound by T. Wear,25,20
102,1,0:38.0,,Shooting foul by P. Connaughton (drawn by I. Zubac),25,20
