,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MINNESOTA_ACTION,OKLAHOMA CITY_SCORE,MINNESOTA_SCORE
0,1,11:46.0,S. Adams misses 2-pt layup from 1 ft,,0,0
1,1,11:44.0,,Defensive rebound by J. Teague,0,0
2,1,11:28.0,,Shooting foul by C. Anthony (drawn by J. Teague),0,0
3,1,11:28.0,,J. Teague misses free throw 1 of 2,0,0
4,1,11:28.0,,Offensive rebound by Team,0,0
5,1,11:28.0,,J. Teague misses free throw 2 of 2,0,0
6,1,11:26.0,Defensive rebound by R. Westbrook,,0,0
7,1,11:16.0,P. George makes 2-pt jump shot from 18 ft (assist by T. Ferguson),,2,0
8,1,10:57.0,,K. Towns makes 2-pt jump shot from 7 ft (assist by J. Butler),2,2
9,1,10:32.0,P. George misses 3-pt jump shot from 23 ft,,2,2
10,1,10:29.0,,Defensive rebound by T. Gibson,2,2
11,1,10:22.0,,A. Wiggins misses 2-pt jump shot from 17 ft,2,2
12,1,10:19.0,Defensive rebound by C. Anthony,,2,2
13,1,10:09.0,Offensive foul by S. Adams (drawn by K. Towns),,2,2
14,1,10:09.0,Turnover by S. Adams (offensive foul),,2,2
15,1,9:56.0,,Turnover by J. Butler (bad pass; steal by T. Ferguson),2,2
16,1,9:50.0,C. Anthony misses 3-pt jump shot from 25 ft,,2,2
17,1,9:47.0,,Defensive rebound by K. Towns,2,2
18,1,9:35.0,,T. Gibson makes 2-pt jump shot from 16 ft (assist by J. Butler),2,4
19,1,9:18.0,S. Adams misses 2-pt layup from 3 ft,,2,4
20,1,9:17.0,Offensive rebound by Team,,2,4
21,1,9:10.0,P. George misses 2-pt jump shot from 13 ft,,2,4
22,1,9:07.0,,Defensive rebound by J. Butler,2,4
23,1,8:52.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Butler),2,6
24,1,8:35.0,Turnover by C. Anthony (lost ball; steal by J. Teague),,2,6
25,1,8:29.0,,A. Wiggins misses 2-pt layup at rim,2,6
26,1,8:29.0,,Offensive rebound by J. Butler,2,6
27,1,8:28.0,,J. Butler makes 2-pt dunk at rim,2,8
28,1,8:17.0,Turnover by R. Westbrook (lost ball; steal by J. Butler),,2,8
29,1,8:13.0,,J. Butler makes 2-pt dunk at rim (assist by A. Wiggins),2,10
30,1,8:13.0,Oklahoma City full timeout,,2,10
31,1,8:04.0,C. Anthony misses 3-pt jump shot from 23 ft,,2,10
32,1,8:01.0,Offensive rebound by Team,,2,10
33,1,7:58.0,R. Westbrook misses 2-pt jump shot from 21 ft,,2,10
34,1,7:55.0,,Defensive rebound by T. Gibson,2,10
35,1,7:46.0,,A. Wiggins makes 2-pt jump shot from 20 ft (assist by K. Towns),2,12
36,1,7:25.0,R. Westbrook makes 2-pt jump shot from 20 ft (assist by P. George),,4,12
37,1,7:07.0,,K. Towns misses 2-pt layup from 7 ft,4,12
38,1,7:05.0,Defensive rebound by R. Westbrook,,4,12
39,1,7:02.0,R. Westbrook makes 2-pt layup from 1 ft,,6,12
40,1,7:02.0,Shooting foul by J. Teague (drawn by R. Westbrook),,6,12
41,1,7:02.0,J. Grant enters the game for T. Ferguson,,6,12
42,1,7:02.0,R. Westbrook makes free throw 1 of 1,,7,12
43,1,6:48.0,,K. Towns misses 2-pt jump shot from 5 ft,7,12
44,1,6:44.0,Defensive rebound by S. Adams,,7,12
45,1,6:34.0,C. Anthony makes 2-pt jump shot from 12 ft,,9,12
46,1,6:21.0,,K. Towns misses 2-pt jump shot from 5 ft,9,12
47,1,6:21.0,Defensive rebound by S. Adams,,9,12
48,1,6:09.0,Turnover by S. Adams (lost ball; steal by J. Teague),,9,12
49,1,6:07.0,,J. Butler misses 2-pt layup from 2 ft,9,12
50,1,6:06.0,,Offensive rebound by T. Gibson,9,12
51,1,6:05.0,,Shooting foul by J. Grant (drawn by T. Gibson),9,12
52,1,6:05.0,,T. Gibson makes free throw 1 of 2,9,13
53,1,6:05.0,,T. Gibson misses free throw 2 of 2,9,13
54,1,6:03.0,Defensive rebound by R. Westbrook,,9,13
55,1,5:50.0,R. Westbrook makes 2-pt layup from 1 ft,,11,13
56,1,5:28.0,,T. Gibson makes 2-pt hook shot from 4 ft,11,15
57,1,5:13.0,C. Anthony misses 3-pt jump shot from 24 ft,,11,15
58,1,5:09.0,,Defensive rebound by K. Towns,11,15
59,1,5:05.0,,J. Teague misses 3-pt jump shot from 24 ft,11,15
60,1,5:01.0,,Offensive rebound by T. Gibson,11,15
61,1,4:58.0,,J. Teague misses 3-pt jump shot from 24 ft,11,15
62,1,4:58.0,Defensive rebound by S. Adams,,11,15
63,1,4:52.0,Offensive foul by C. Anthony (drawn by A. Wiggins),,11,15
64,1,4:52.0,Turnover by C. Anthony (offensive foul),,11,15
