,QUARTER,TIME_REMAINING,NEW YORK_ACTION,NEW ORLEANS_ACTION,NEW YORK_SCORE,NEW ORLEANS_SCORE
380,4,7:08.0,K. Porziņģis makes free throw 1 of 2,,84,88
381,4,7:08.0,,A. Davis enters the game for D. Cunningham,84,88
382,4,7:08.0,C. Lee enters the game for D. McDermott,,84,88
383,4,7:08.0,K. Porziņģis makes free throw 2 of 2,,85,88
384,4,6:51.0,,D. Cousins misses 2-pt layup from 7 ft,85,88
385,4,6:49.0,Defensive rebound by K. Porziņģis,,85,88
386,4,6:40.0,J. Noah makes 2-pt layup from 5 ft (assist by J. Jack),,87,88
387,4,6:35.0,,New Orleans full timeout,87,88
388,4,6:35.0,,R. Rondo enters the game for I. Clark,87,88
389,4,6:28.0,,R. Rondo makes 2-pt layup from 7 ft,87,90
390,4,6:10.0,J. Jack makes 2-pt layup from 4 ft,,89,90
391,4,5:51.0,,A. Davis misses 2-pt jump shot from 9 ft,89,90
392,4,5:47.0,Defensive rebound by J. Noah,,89,90
393,4,5:32.0,F. Ntilikina misses 3-pt jump shot from 29 ft,,89,90
394,4,5:30.0,,Defensive rebound by D. Miller,89,90
395,4,5:27.0,,A. Davis makes 2-pt dunk from 3 ft (assist by R. Rondo),89,92
396,4,5:09.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,89,92
397,4,5:06.0,,Defensive rebound by D. Cousins,89,92
398,4,5:01.0,,Turnover by A. Davis (out of bounds lost ball),89,92
399,4,4:48.0,J. Jack misses 2-pt jump shot from 16 ft,,89,92
400,4,4:45.0,,Defensive rebound by D. Miller,89,92
401,4,4:30.0,,R. Rondo makes 2-pt jump shot from 18 ft,89,94
402,4,4:11.0,K. Porziņģis misses 2-pt jump shot from 13 ft,,89,94
403,4,4:09.0,,Defensive rebound by D. Cousins,89,94
404,4,3:56.0,,J. Holiday misses 2-pt jump shot from 7 ft (block by K. Porziņģis),89,94
405,4,3:52.0,Defensive rebound by J. Jack,,89,94
406,4,3:48.0,C. Lee misses 3-pt jump shot from 26 ft,,89,94
407,4,3:48.0,Offensive rebound by Team,,89,94
408,4,3:47.0,Personal foul by D. Miller (drawn by J. Noah),,89,94
409,4,3:38.0,K. Porziņģis makes 2-pt layup from 5 ft,,91,94
410,4,3:30.0,,New Orleans full timeout,91,94
411,4,3:21.0,,D. Cousins makes 3-pt jump shot from 28 ft (assist by A. Davis),91,97
412,4,3:07.0,,Personal foul by J. Noah (drawn by A. Davis),91,97
413,4,3:07.0,Turnover by J. Noah (turnover),,91,97
414,4,3:07.0,,E. Moore enters the game for D. Miller,91,97
415,4,3:07.0,M. Beasley enters the game for F. Ntilikina,,91,97
416,4,2:57.0,,D. Cousins makes 2-pt layup from 5 ft (assist by R. Rondo),91,99
417,4,2:45.0,J. Noah makes 2-pt dunk from 3 ft (assist by J. Jack),,93,99
418,4,2:26.0,,Turnover by R. Rondo (bad pass; steal by J. Jack),93,99
419,4,2:18.0,J. Jack makes 3-pt jump shot from 27 ft (assist by C. Lee),,96,99
420,4,2:03.0,,Shooting foul by J. Noah (drawn by A. Davis),96,99
421,4,2:03.0,,A. Davis makes free throw 1 of 2,96,100
422,4,2:03.0,,D. Miller enters the game for E. Moore,96,100
423,4,2:03.0,,A. Davis makes free throw 2 of 2,96,101
424,4,1:44.0,M. Beasley misses 3-pt jump shot from 27 ft,,96,101
425,4,1:41.0,Offensive rebound by K. Porziņģis,,96,101
426,4,1:30.0,K. Porziņģis makes 3-pt jump shot from 23 ft (assist by J. Jack),,99,101
427,4,1:10.0,,A. Davis misses 2-pt jump shot from 19 ft,99,101
428,4,1:06.0,Defensive rebound by J. Jack,,99,101
429,4,1:02.0,K. Porziņģis makes 2-pt dunk from 3 ft (assist by J. Jack),,101,101
430,4,1:02.0,,New Orleans full timeout,101,101
431,4,0:56.0,,D. Cousins misses 2-pt jump shot from 17 ft,101,101
432,4,0:53.0,Defensive rebound by J. Jack,,101,101
433,4,0:38.0,K. Porziņģis makes 2-pt jump shot from 17 ft (assist by J. Noah),,103,101
434,4,0:27.0,,Shooting foul by K. Porziņģis (drawn by D. Cousins),103,101
435,4,0:27.0,,D. Cousins makes free throw 1 of 2,103,102
436,4,0:27.0,,D. Cunningham enters the game for R. Rondo,103,102
437,4,0:27.0,,D. Cousins makes free throw 2 of 2,103,103
438,4,0:27.0,New York full timeout,,103,103
439,4,0:27.0,,R. Rondo enters the game for D. Cunningham,103,103
440,4,0:09.0,Shooting foul by J. Holiday (drawn by J. Jack),,103,103
441,4,0:09.0,J. Jack makes free throw 1 of 2,,104,103
442,4,0:09.0,L. Thomas enters the game for M. Beasley,,104,103
443,4,0:09.0,J. Jack makes free throw 2 of 2,,105,103
444,4,0:09.0,,New Orleans full timeout,105,103
445,4,0:02.0,,A. Davis misses 3-pt jump shot from 26 ft,105,103
446,4,0:01.0,Defensive rebound by C. Lee,,105,103
