,QUARTER,TIME_REMAINING,MIAMI_ACTION,SACRAMENTO_ACTION,MIAMI_SCORE,SACRAMENTO_SCORE
0,1,11:39.0,B. Adebayo misses 2-pt jump shot from 16 ft,,0,0
1,1,11:37.0,,Defensive rebound by Z. Randolph,0,0
2,1,11:18.0,,Z. Randolph misses 2-pt hook shot from 8 ft,0,0
3,1,11:15.0,Defensive rebound by J. Johnson,,0,0
4,1,11:11.0,Turnover by J. Johnson (bad pass),,0,0
5,1,10:56.0,,D. Fox misses 2-pt jump shot from 19 ft,0,0
6,1,10:53.0,Defensive rebound by B. Adebayo,,0,0
7,1,10:47.0,B. Adebayo misses 2-pt jump shot from 8 ft,,0,0
8,1,10:45.0,Offensive rebound by B. Adebayo,,0,0
9,1,10:45.0,Personal foul by W. Cauley-Stein (drawn by B. Adebayo),,0,0
10,1,10:38.0,J. Johnson misses 2-pt jump shot from 16 ft,,0,0
11,1,10:36.0,,Defensive rebound by J. Jackson,0,0
12,1,10:21.0,,Z. Randolph makes 2-pt jump shot from 4 ft,0,2
13,1,10:06.0,G. Dragić makes 2-pt jump shot from 18 ft (assist by B. Adebayo),,2,2
14,1,9:54.0,,Z. Randolph makes 2-pt hook shot from 4 ft (assist by B. Bogdanović),2,4
15,1,9:54.0,,Shooting foul by J. Johnson (drawn by Z. Randolph),2,4
16,1,9:54.0,,Z. Randolph misses free throw 1 of 1,2,4
17,1,9:52.0,Defensive rebound by B. Adebayo,,2,4
18,1,9:42.0,G. Dragić misses 2-pt jump shot from 13 ft,,2,4
19,1,9:38.0,,Defensive rebound by Z. Randolph,2,4
20,1,9:28.0,,B. Bogdanović misses 2-pt layup from 3 ft,2,4
21,1,9:26.0,Defensive rebound by B. Adebayo,,2,4
22,1,9:23.0,G. Dragić makes 2-pt layup from 2 ft (assist by J. Johnson),,4,4
23,1,9:02.0,,B. Bogdanović makes 2-pt jump shot from 12 ft,4,6
24,1,8:49.0,Turnover by G. Dragić (bad pass; steal by W. Cauley-Stein),,4,6
25,1,8:46.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by W. Cauley-Stein),4,8
26,1,8:28.0,Shooting foul by Z. Randolph (drawn by J. Johnson),,4,8
27,1,8:28.0,J. Johnson makes free throw 1 of 2,,5,8
28,1,8:28.0,J. Johnson makes free throw 2 of 2,,6,8
29,1,8:12.0,,Z. Randolph makes 2-pt hook shot from 7 ft,6,10
30,1,8:01.0,L. Babbitt misses 3-pt jump shot from 23 ft,,6,10
31,1,8:01.0,Offensive rebound by Team,,6,10
32,1,8:01.0,,Loose ball foul by Z. Randolph (drawn by B. Adebayo),6,10
33,1,7:53.0,T. Johnson makes 2-pt jump shot from 16 ft,,8,10
34,1,7:40.0,,J. Jackson misses 3-pt jump shot from 25 ft,8,10
35,1,7:38.0,Defensive rebound by B. Adebayo,,8,10
36,1,7:31.0,J. Johnson makes 2-pt layup from 3 ft,,10,10
37,1,7:17.0,,J. Jackson misses 2-pt jump shot from 11 ft,10,10
38,1,7:12.0,Defensive rebound by B. Adebayo,,10,10
39,1,7:07.0,G. Dragić makes 2-pt layup at rim,,12,10
40,1,6:56.0,,Turnover by Z. Randolph (bad pass),12,10
41,1,6:56.0,,Sacramento full timeout,12,10
42,1,6:56.0,,V. Carter enters the game for Z. Randolph,12,10
43,1,6:45.0,T. Johnson misses 3-pt jump shot from 24 ft,,12,10
44,1,6:41.0,,Defensive rebound by J. Jackson,12,10
45,1,6:26.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,12,10
46,1,6:22.0,,Offensive rebound by D. Fox,12,10
47,1,6:20.0,,B. Bogdanović misses 2-pt jump shot from 20 ft,12,10
48,1,6:16.0,Defensive rebound by B. Adebayo,,12,10
49,1,6:08.0,L. Babbitt misses 3-pt jump shot from 22 ft,,12,10
50,1,6:03.0,,Defensive rebound by W. Cauley-Stein,12,10
51,1,5:58.0,,W. Cauley-Stein misses 3-pt jump shot from 25 ft,12,10
52,1,5:55.0,Defensive rebound by T. Johnson,,12,10
53,1,5:49.0,G. Dragić makes 2-pt layup from 3 ft,,14,10
54,1,5:30.0,,J. Jackson makes 2-pt jump shot from 10 ft,14,12
55,1,5:15.0,B. Adebayo misses 2-pt layup from 1 ft (block by W. Cauley-Stein),,14,12
56,1,5:12.0,Offensive rebound by B. Adebayo,,14,12
57,1,5:11.0,B. Adebayo makes 2-pt layup from 1 ft,,16,12
58,1,4:59.0,,D. Fox makes 2-pt jump shot from 9 ft,16,14
59,1,4:59.0,,Shooting foul by G. Dragić (drawn by D. Fox),16,14
60,1,4:59.0,J. Winslow enters the game for G. Dragić,,16,14
61,1,4:59.0,R. McGruder enters the game for T. Johnson,,16,14
62,1,4:59.0,W. Ellington enters the game for L. Babbitt,,16,14
63,1,4:59.0,,D. Fox misses free throw 1 of 1,16,14
64,1,4:56.0,Defensive rebound by B. Adebayo,,16,14
65,1,4:41.0,J. Winslow misses 2-pt jump shot from 8 ft,,16,14
66,1,4:37.0,,Defensive rebound by V. Carter,16,14
67,1,4:30.0,,Personal foul by B. Adebayo (drawn by W. Cauley-Stein),16,14
68,1,4:30.0,,G. Temple enters the game for J. Jackson,16,14
69,1,4:18.0,,B. Bogdanović misses 3-pt jump shot from 29 ft,16,14
70,1,4:13.0,Defensive rebound by J. Johnson,,16,14
71,1,3:57.0,J. Winslow misses 3-pt jump shot from 23 ft,,16,14
72,1,3:54.0,Offensive rebound by J. Johnson,,16,14
73,1,3:53.0,J. Winslow makes 3-pt jump shot from 23 ft (assist by J. Johnson),,19,14
74,1,3:38.0,,W. Cauley-Stein misses 2-pt jump shot from 18 ft,19,14
75,1,3:35.0,Defensive rebound by J. Johnson,,19,14
76,1,3:31.0,Shooting foul by V. Carter (drawn by J. Johnson),,19,14
77,1,3:31.0,J. Johnson makes free throw 1 of 2,,20,14
78,1,3:31.0,,F. Mason enters the game for W. Cauley-Stein,20,14
79,1,3:31.0,,K. Koufos enters the game for D. Fox,20,14
80,1,3:31.0,K. Olynyk enters the game for B. Adebayo,,20,14
81,1,3:31.0,J. Johnson makes free throw 2 of 2,,21,14
82,1,3:14.0,,K. Koufos makes 2-pt layup from 2 ft (assist by B. Bogdanović),21,16
83,1,3:00.0,W. Ellington misses 3-pt jump shot from 24 ft,,21,16
84,1,2:58.0,,Defensive rebound by F. Mason,21,16
85,1,2:52.0,,Turnover by V. Carter (bad pass; steal by J. Winslow),21,16
86,1,2:46.0,K. Olynyk makes 2-pt layup from 3 ft (assist by J. Winslow),,23,16
87,1,2:27.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,23,16
88,1,2:24.0,Defensive rebound by R. McGruder,,23,16
89,1,2:17.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Johnson),,26,16
90,1,2:01.0,,F. Mason misses 2-pt jump shot from 18 ft,26,16
91,1,1:57.0,Defensive rebound by R. McGruder,,26,16
92,1,1:52.0,J. Johnson misses 2-pt jump shot from 7 ft,,26,16
93,1,1:52.0,,Defensive rebound by Team,26,16
94,1,1:52.0,Loose ball foul by J. Johnson (drawn by K. Koufos),,26,16
95,1,1:52.0,Miami full timeout,,26,16
96,1,1:52.0,,B. Hield enters the game for B. Bogdanović,26,16
97,1,1:52.0,T. Johnson enters the game for J. Johnson,,26,16
98,1,1:34.0,,B. Hield makes 2-pt jump shot from 16 ft,26,18
99,1,1:16.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by J. Winslow),,29,18
100,1,1:04.0,,F. Mason misses 2-pt jump shot from 7 ft,29,18
101,1,1:02.0,Defensive rebound by K. Olynyk,,29,18
102,1,0:58.0,J. Winslow misses 2-pt layup from 2 ft,,29,18
103,1,0:58.0,,Defensive rebound by V. Carter,29,18
104,1,0:53.0,,F. Mason makes 2-pt layup from 1 ft,29,20
105,1,0:53.0,,Shooting foul by T. Johnson (drawn by F. Mason),29,20
106,1,0:53.0,,F. Mason misses free throw 1 of 1,29,20
107,1,0:50.0,Defensive rebound by K. Olynyk,,29,20
108,1,0:28.0,J. Winslow misses 2-pt jump shot from 4 ft,,29,20
109,1,0:25.0,,Defensive rebound by V. Carter,29,20
110,1,0:07.0,,V. Carter makes 2-pt jump shot from 19 ft (assist by B. Hield),29,22
111,1,0:03.0,W. Ellington makes 2-pt layup from 2 ft (assist by T. Johnson),,31,22
112,1,0:00.0,,B. Hield makes 2-pt jump shot from 12 ft,31,24
113,2,12:00.0,,Turnover by K. Koufos (turnover),31,24
114,2,11:51.0,W. Ellington misses 3-pt jump shot from 24 ft,,31,24
115,2,11:47.0,,Defensive rebound by B. Hield,31,24
116,2,11:30.0,,K. Koufos makes 2-pt layup from 1 ft (assist by B. Hield),31,26
117,2,11:08.0,Turnover by K. Olynyk (traveling),,31,26
118,2,10:56.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by K. Koufos),31,29
119,2,10:36.0,Turnover by T. Johnson (bad pass; steal by B. Hield),,31,29
120,2,10:26.0,,V. Carter misses 3-pt jump shot from 25 ft,31,29
121,2,10:21.0,Defensive rebound by T. Johnson,,31,29
122,2,10:11.0,,Z. Randolph enters the game for V. Carter,31,29
123,2,10:09.0,K. Olynyk misses 2-pt jump shot from 21 ft,,31,29
124,2,10:06.0,,Defensive rebound by Z. Randolph,31,29
125,2,9:52.0,,G. Temple makes 2-pt jump shot from 14 ft (assist by Z. Randolph),31,31
126,2,9:27.0,J. Winslow makes 2-pt layup from 4 ft,,33,31
127,2,9:13.0,,B. Hield makes 2-pt layup from 2 ft (assist by Z. Randolph),33,33
128,2,9:00.0,T. Johnson misses 3-pt jump shot from 24 ft,,33,33
129,2,8:57.0,,Defensive rebound by Z. Randolph,33,33
130,2,8:50.0,,Z. Randolph makes 3-pt jump shot from 25 ft,33,36
131,2,8:43.0,Miami full timeout,,33,36
132,2,8:43.0,G. Dragić enters the game for T. Johnson,,33,36
133,2,8:35.0,Turnover by G. Dragić (bad pass; steal by K. Koufos),,33,36
134,2,8:30.0,,F. Mason makes 2-pt layup from 2 ft (assist by G. Temple),33,38
135,2,8:12.0,R. McGruder makes 3-pt jump shot from 22 ft (assist by K. Olynyk),,36,38
136,2,7:47.0,,B. Hield misses 3-pt jump shot from 24 ft,36,38
137,2,7:44.0,,Offensive rebound by K. Koufos,36,38
138,2,7:29.0,,Z. Randolph misses 3-pt jump shot from 24 ft,36,38
139,2,7:25.0,Defensive rebound by R. McGruder,,36,38
140,2,7:18.0,K. Olynyk misses 3-pt jump shot from 24 ft,,36,38
141,2,7:15.0,,Defensive rebound by F. Mason,36,38
142,2,7:03.0,,F. Mason makes 2-pt layup from 2 ft,36,40
143,2,7:03.0,,Shooting foul by K. Olynyk (drawn by F. Mason),36,40
144,2,7:03.0,B. Adebayo enters the game for W. Ellington,,36,40
145,2,7:03.0,,F. Mason makes free throw 1 of 1,36,41
146,2,6:53.0,Personal foul by F. Mason (drawn by G. Dragić),,36,41
147,2,6:50.0,Personal foul by F. Mason (drawn by G. Dragić),,36,41
148,2,6:42.0,G. Dragić makes 2-pt jump shot from 18 ft,,38,41
149,2,6:21.0,,B. Hield makes 2-pt jump shot from 18 ft (assist by Z. Randolph),38,43
150,2,6:12.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,41,43
151,2,5:45.0,,Z. Randolph misses 2-pt layup from 1 ft,41,43
152,2,5:42.0,Defensive rebound by B. Adebayo,,41,43
153,2,5:38.0,B. Adebayo makes 2-pt layup from 1 ft (assist by J. Winslow),,43,43
154,2,5:30.0,,Sacramento full timeout,43,43
155,2,5:30.0,,W. Cauley-Stein enters the game for F. Mason,43,43
156,2,5:30.0,,D. Fox enters the game for K. Koufos,43,43
157,2,5:30.0,T. Johnson enters the game for K. Olynyk,,43,43
158,2,5:30.0,J. Johnson enters the game for R. McGruder,,43,43
159,2,5:21.0,,B. Hield misses 3-pt jump shot from 24 ft,43,43
160,2,5:20.0,,Offensive rebound by Team,43,43
161,2,5:20.0,Loose ball foul by J. Johnson (drawn by Z. Randolph),,43,43
162,2,5:20.0,K. Olynyk enters the game for J. Johnson,,43,43
163,2,5:11.0,,Z. Randolph makes 2-pt jump shot from 18 ft (assist by D. Fox),43,45
164,2,4:51.0,G. Dragić misses 2-pt jump shot from 19 ft,,43,45
165,2,4:48.0,,Defensive rebound by Z. Randolph,43,45
166,2,4:36.0,,W. Cauley-Stein makes 2-pt jump shot from 6 ft,43,47
167,2,4:07.0,G. Dragić misses 2-pt jump shot from 9 ft,,43,47
168,2,4:04.0,,Defensive rebound by W. Cauley-Stein,43,47
169,2,4:02.0,,B. Hield misses 3-pt jump shot from 25 ft,43,47
170,2,4:02.0,Defensive rebound by B. Adebayo,,43,47
171,2,3:37.0,K. Olynyk misses 2-pt jump shot from 19 ft,,43,47
172,2,3:35.0,,Defensive rebound by B. Hield,43,47
173,2,3:27.0,,D. Fox misses 2-pt jump shot from 5 ft,43,47
174,2,3:24.0,Defensive rebound by B. Adebayo,,43,47
175,2,3:21.0,J. Winslow misses 2-pt layup at rim,,43,47
176,2,3:18.0,,Defensive rebound by Z. Randolph,43,47
177,2,3:16.0,,Shooting foul by K. Olynyk (drawn by D. Fox),43,47
178,2,3:16.0,,D. Fox makes free throw 1 of 2,43,48
179,2,3:16.0,,B. Bogdanović enters the game for G. Temple,43,48
180,2,3:16.0,,J. Jackson enters the game for B. Hield,43,48
181,2,3:16.0,W. Ellington enters the game for K. Olynyk,,43,48
182,2,3:16.0,,D. Fox makes free throw 2 of 2,43,49
183,2,2:57.0,Turnover by T. Johnson (bad pass; steal by W. Cauley-Stein),,43,49
184,2,2:51.0,,W. Cauley-Stein misses 2-pt jump shot from 8 ft,43,49
185,2,2:48.0,Defensive rebound by T. Johnson,,43,49
186,2,2:40.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,46,49
187,2,2:21.0,,Z. Randolph makes 2-pt jump shot from 17 ft,46,51
188,2,2:10.0,T. Johnson makes 3-pt jump shot from 22 ft (assist by G. Dragić),,49,51
189,2,1:42.0,,Shooting foul by T. Johnson (drawn by B. Bogdanović),49,51
190,2,1:42.0,,B. Bogdanović makes free throw 1 of 2,49,52
191,2,1:42.0,,V. Carter enters the game for Z. Randolph,49,52
192,2,1:42.0,R. McGruder enters the game for T. Johnson,,49,52
193,2,1:42.0,,B. Bogdanović makes free throw 2 of 2,49,53
194,2,1:21.0,G. Dragić misses 2-pt jump shot from 16 ft,,49,53
195,2,1:18.0,Offensive rebound by J. Winslow,,49,53
196,2,1:16.0,W. Ellington misses 3-pt jump shot from 23 ft,,49,53
197,2,1:11.0,,Defensive rebound by J. Jackson,49,53
198,2,1:09.0,,D. Fox makes 2-pt layup from 2 ft,49,55
199,2,0:57.0,Personal foul by V. Carter (drawn by G. Dragić),,49,55
200,2,0:53.0,Personal foul by J. Jackson (drawn by W. Ellington),,49,55
201,2,0:53.0,W. Ellington makes free throw 1 of 2,,50,55
202,2,0:53.0,W. Ellington makes free throw 2 of 2,,51,55
203,2,0:46.0,,D. Fox makes 2-pt jump shot from 13 ft,51,57
204,2,0:24.0,G. Dragić misses 2-pt layup from 2 ft (block by W. Cauley-Stein),,51,57
205,2,0:24.0,Offensive rebound by Team,,51,57
206,2,0:22.0,J. Winslow misses 2-pt layup from 4 ft,,51,57
207,2,0:19.0,,Defensive rebound by B. Bogdanović,51,57
208,2,0:06.0,,Personal foul by W. Ellington (drawn by W. Cauley-Stein),51,57
209,2,0:06.0,,W. Cauley-Stein makes free throw 1 of 2,51,58
210,2,0:06.0,,W. Cauley-Stein makes free throw 2 of 2,51,59
211,2,0:01.0,Shooting foul by W. Cauley-Stein (drawn by G. Dragić),,51,59
212,2,0:01.0,G. Dragić misses free throw 1 of 2,,51,59
213,2,0:01.0,Offensive rebound by Team,,51,59
214,2,0:01.0,G. Dragić makes free throw 2 of 2,,52,59
215,2,0:00.0,,B. Bogdanović misses 3-pt jump shot from 77 ft,52,59
216,2,0:00.0,,Offensive rebound by Team,52,59
217,3,11:36.0,,W. Cauley-Stein misses 2-pt jump shot from 5 ft,52,59
218,3,11:33.0,Defensive rebound by L. Babbitt,,52,59
219,3,11:21.0,T. Johnson makes 3-pt jump shot from 23 ft (assist by J. Johnson),,55,59
220,3,10:53.0,,Z. Randolph makes 3-pt jump shot from 22 ft (assist by J. Jackson),55,62
221,3,10:34.0,L. Babbitt misses 3-pt jump shot from 26 ft,,55,62
222,3,10:31.0,,Defensive rebound by W. Cauley-Stein,55,62
223,3,10:24.0,,Turnover by J. Jackson (step out of bounds),55,62
224,3,10:16.0,J. Johnson makes 2-pt layup from 3 ft,,57,62
225,3,10:10.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Fox),57,64
226,3,9:58.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Johnson),,60,64
227,3,9:39.0,,D. Fox makes 2-pt jump shot from 11 ft,60,66
228,3,9:23.0,J. Johnson misses 3-pt jump shot from 25 ft,,60,66
229,3,9:21.0,,Defensive rebound by B. Bogdanović,60,66
230,3,9:14.0,,Z. Randolph misses 3-pt jump shot from 24 ft,60,66
231,3,9:10.0,Defensive rebound by J. Johnson,,60,66
232,3,9:06.0,B. Adebayo misses 2-pt jump shot from 13 ft,,60,66
233,3,9:03.0,,Defensive rebound by W. Cauley-Stein,60,66
234,3,8:55.0,,Shooting foul by B. Adebayo (drawn by W. Cauley-Stein),60,66
235,3,8:55.0,,W. Cauley-Stein makes free throw 1 of 2,60,67
236,3,8:55.0,,W. Cauley-Stein makes free throw 2 of 2,60,68
237,3,8:43.0,G. Dragić misses 2-pt jump shot from 12 ft,,60,68
238,3,8:39.0,,Defensive rebound by Z. Randolph,60,68
239,3,8:30.0,,Turnover by W. Cauley-Stein (lost ball; steal by J. Johnson),60,68
240,3,8:25.0,T. Johnson misses 2-pt jump shot from 23 ft,,60,68
241,3,8:21.0,,Defensive rebound by W. Cauley-Stein,60,68
242,3,8:07.0,,Turnover by Z. Randolph (bad pass; steal by J. Johnson),60,68
243,3,8:01.0,T. Johnson misses 3-pt jump shot from 22 ft,,60,68
244,3,7:58.0,,Defensive rebound by W. Cauley-Stein,60,68
245,3,7:37.0,,W. Cauley-Stein misses 2-pt jump shot from 9 ft (block by J. Johnson),60,68
246,3,7:34.0,Defensive rebound by T. Johnson,,60,68
247,3,7:33.0,G. Dragić makes 2-pt layup from 1 ft (assist by T. Johnson),,62,68
248,3,7:33.0,,Sacramento full timeout,62,68
249,3,7:19.0,,D. Fox makes 2-pt jump shot from 8 ft,62,70
250,3,7:00.0,B. Adebayo misses 2-pt hook shot from 5 ft,,62,70
251,3,6:57.0,,Defensive rebound by D. Fox,62,70
252,3,6:52.0,,J. Jackson makes 2-pt jump shot from 9 ft,62,72
253,3,6:27.0,J. Johnson makes 2-pt hook shot from 4 ft (assist by G. Dragić),,64,72
254,3,6:11.0,,B. Bogdanović misses 2-pt jump shot from 19 ft,64,72
255,3,6:08.0,Defensive rebound by B. Adebayo,,64,72
256,3,6:02.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. Johnson),,67,72
257,3,5:41.0,,W. Cauley-Stein makes 2-pt dunk at rim,67,74
258,3,5:20.0,Shooting foul by Z. Randolph (drawn by B. Adebayo),,67,74
259,3,5:20.0,B. Adebayo makes free throw 1 of 2,,68,74
260,3,5:20.0,W. Ellington enters the game for L. Babbitt,,68,74
261,3,5:20.0,B. Adebayo makes free throw 2 of 2,,69,74
262,3,5:03.0,,Z. Randolph makes 2-pt layup from 4 ft (assist by W. Cauley-Stein),69,76
263,3,5:03.0,,Shooting foul by B. Adebayo (drawn by Z. Randolph),69,76
264,3,5:03.0,,Z. Randolph makes free throw 1 of 1,69,77
265,3,4:53.0,W. Ellington misses 3-pt jump shot from 25 ft,,69,77
266,3,4:45.0,Offensive rebound by J. Johnson,,69,77
267,3,4:45.0,J. Johnson makes 2-pt dunk at rim,,71,77
268,3,4:33.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by J. Jackson),71,80
269,3,4:19.0,J. Johnson misses 2-pt layup from 2 ft,,71,80
270,3,4:16.0,,Defensive rebound by Z. Randolph,71,80
271,3,4:13.0,,Turnover by D. Fox (lost ball; steal by T. Johnson),71,80
272,3,4:03.0,J. Johnson makes 2-pt jump shot from 7 ft (assist by W. Ellington),,73,80
273,3,3:48.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by Z. Randolph),73,82
274,3,3:48.0,Miami full timeout,,73,82
275,3,3:48.0,,B. Hield enters the game for B. Bogdanović,73,82
276,3,3:48.0,J. Winslow enters the game for T. Johnson,,73,82
277,3,3:48.0,R. McGruder enters the game for J. Johnson,,73,82
278,3,3:35.0,Turnover by J. Winslow (step out of bounds),,73,82
279,3,3:16.0,,J. Jackson misses 2-pt jump shot from 11 ft,73,82
280,3,3:15.0,Defensive rebound by B. Adebayo,,73,82
281,3,3:14.0,Turnover by R. McGruder (out of bounds lost ball),,73,82
282,3,2:58.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by B. Hield),73,85
283,3,2:39.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,76,85
284,3,2:24.0,,D. Fox makes 2-pt dunk from 2 ft (assist by W. Cauley-Stein),76,87
285,3,2:14.0,Personal foul by D. Fox (drawn by G. Dragić),,76,87
286,3,2:14.0,,K. Koufos enters the game for J. Jackson,76,87
287,3,2:14.0,,G. Temple enters the game for Z. Randolph,76,87
288,3,2:14.0,K. Olynyk enters the game for G. Dragić,,76,87
289,3,2:02.0,J. Winslow misses 2-pt layup from 7 ft (block by B. Hield),,76,87
290,3,2:02.0,Offensive rebound by Team,,76,87
291,3,1:55.0,K. Olynyk misses 2-pt layup from 3 ft,,76,87
292,3,1:53.0,Offensive rebound by B. Adebayo,,76,87
293,3,1:51.0,W. Ellington misses 3-pt jump shot from 25 ft,,76,87
294,3,1:45.0,,Defensive rebound by W. Cauley-Stein,76,87
295,3,1:41.0,,D. Fox makes 2-pt layup at rim,76,89
296,3,1:24.0,B. Adebayo misses 2-pt layup from 3 ft (block by K. Koufos),,76,89
297,3,1:21.0,Offensive rebound by B. Adebayo,,76,89
298,3,1:20.0,B. Adebayo misses 2-pt layup from 2 ft (block by K. Koufos),,76,89
299,3,1:20.0,,Defensive rebound by Team,76,89
300,3,1:20.0,,F. Mason enters the game for D. Fox,76,89
301,3,1:01.0,,W. Cauley-Stein makes 2-pt layup from 1 ft,76,91
302,3,0:38.0,W. Ellington misses 2-pt jump shot from 13 ft,,76,91
303,3,0:35.0,,Defensive rebound by B. Hield,76,91
304,3,0:24.0,,Turnover by W. Cauley-Stein (step out of bounds),76,91
305,3,0:24.0,,V. Carter enters the game for W. Cauley-Stein,76,91
306,3,0:24.0,T. Johnson enters the game for B. Adebayo,,76,91
307,3,0:03.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Winslow),,79,91
308,3,0:00.0,,F. Mason misses 3-pt jump shot from 40 ft,79,91
309,3,0:00.0,,Offensive rebound by Team,79,91
310,4,11:53.0,Turnover by J. Winslow (out of bounds lost ball),,79,91
311,4,11:42.0,,G. Temple misses 2-pt layup from 6 ft (block by K. Olynyk),79,91
312,4,11:38.0,,Offensive rebound by K. Koufos,79,91
313,4,11:36.0,,B. Hield misses 2-pt jump shot from 21 ft,79,91
314,4,11:33.0,Defensive rebound by T. Johnson,,79,91
315,4,11:26.0,K. Olynyk misses 3-pt jump shot from 25 ft,,79,91
316,4,11:22.0,,Defensive rebound by F. Mason,79,91
317,4,11:19.0,,Offensive foul by K. Koufos (drawn by R. McGruder),79,91
318,4,11:19.0,,Turnover by K. Koufos (offensive foul),79,91
319,4,11:07.0,W. Ellington misses 3-pt jump shot from 25 ft,,79,91
320,4,11:03.0,,Defensive rebound by F. Mason,79,91
321,4,10:46.0,,K. Koufos makes 2-pt hook shot from 8 ft (assist by F. Mason),79,93
322,4,10:27.0,W. Ellington misses 3-pt jump shot from 25 ft,,79,93
323,4,10:24.0,,Defensive rebound by K. Koufos,79,93
324,4,10:13.0,,Shooting foul by K. Olynyk (drawn by F. Mason),79,93
325,4,10:13.0,,F. Mason makes free throw 1 of 2,79,94
326,4,10:13.0,,F. Mason makes free throw 2 of 2,79,95
327,4,10:01.0,Personal foul by B. Hield (drawn by T. Johnson),,79,95
328,4,10:01.0,J. Johnson enters the game for R. McGruder,,79,95
329,4,9:47.0,W. Ellington makes 3-pt jump shot from 22 ft (assist by J. Johnson),,82,95
330,4,9:21.0,,V. Carter misses 3-pt jump shot from 25 ft,82,95
331,4,9:17.0,Defensive rebound by J. Winslow,,82,95
332,4,9:07.0,T. Johnson misses 3-pt jump shot from 27 ft,,82,95
333,4,9:03.0,,Defensive rebound by K. Koufos,82,95
334,4,8:48.0,,B. Hield misses 2-pt jump shot from 17 ft,82,95
335,4,8:42.0,,Offensive rebound by B. Hield,82,95
336,4,8:42.0,,B. Hield makes 2-pt layup at rim,82,97
337,4,8:33.0,Turnover by T. Johnson (bad pass; steal by B. Hield),,82,97
338,4,8:33.0,,Personal foul by J. Winslow (drawn by V. Carter),82,97
339,4,8:33.0,G. Dragić enters the game for T. Johnson,,82,97
340,4,8:14.0,,B. Hield misses 3-pt jump shot from 28 ft,82,97
341,4,8:14.0,Defensive rebound by Team,,82,97
342,4,8:14.0,,Loose ball foul by K. Koufos (drawn by K. Olynyk),82,97
343,4,7:59.0,K. Olynyk misses 2-pt layup from 2 ft (block by K. Koufos),,82,97
344,4,7:55.0,Offensive rebound by K. Olynyk,,82,97
345,4,7:52.0,K. Olynyk misses 2-pt layup from 2 ft,,82,97
346,4,7:48.0,Offensive rebound by J. Winslow,,82,97
347,4,7:47.0,J. Winslow makes 2-pt layup at rim,,84,97
348,4,7:38.0,,Shooting foul by J. Winslow (drawn by F. Mason),84,97
349,4,7:38.0,,F. Mason makes free throw 1 of 2,84,98
350,4,7:38.0,,F. Mason makes free throw 2 of 2,84,99
351,4,7:26.0,G. Dragić misses 2-pt jump shot from 11 ft,,84,99
352,4,7:22.0,Offensive rebound by K. Olynyk,,84,99
353,4,7:20.0,K. Olynyk makes 2-pt layup from 3 ft,,86,99
354,4,7:02.0,,K. Koufos misses 2-pt hook shot from 9 ft,86,99
355,4,6:59.0,Defensive rebound by J. Winslow,,86,99
356,4,6:51.0,Shooting foul by K. Koufos (drawn by G. Dragić),,86,99
357,4,6:51.0,,Sacramento full timeout,86,99
358,4,6:51.0,G. Dragić makes free throw 1 of 2,,87,99
359,4,6:51.0,G. Dragić makes free throw 2 of 2,,88,99
360,4,6:34.0,,B. Hield makes 2-pt jump shot from 19 ft (assist by F. Mason),88,101
361,4,6:17.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by K. Olynyk),,91,101
362,4,5:58.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by V. Carter),91,104
363,4,5:46.0,G. Dragić makes 2-pt layup from 1 ft,,93,104
