,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BOSTON_ACTION,ORLANDO_SCORE,BOSTON_SCORE
0,1,11:43.0,E. Fournier misses 2-pt jump shot from 1 ft (block by J. Brown),,0,0
1,1,11:42.0,E. Fournier misses 2-pt layup from 1 ft,,0,0
2,1,11:42.0,Offensive rebound by E. Fournier,,0,0
3,1,11:35.0,Offensive rebound by E. Fournier,,0,0
4,1,11:34.0,E. Fournier misses 2-pt jump shot from 6 ft (block by A. Horford),,0,0
5,1,11:31.0,Offensive rebound by E. Payton,,0,0
6,1,11:29.0,E. Payton misses 2-pt jump shot from 14 ft,,0,0
7,1,11:29.0,,Defensive rebound by M. Morris,0,0
8,1,11:16.0,,J. Brown misses 3-pt jump shot from 24 ft,0,0
9,1,11:13.0,Defensive rebound by E. Payton,,0,0
10,1,11:11.0,Turnover by E. Payton (bad pass; steal by K. Irving),,0,0
11,1,11:04.0,,K. Irving misses 2-pt layup at rim,0,0
12,1,11:01.0,Defensive rebound by E. Fournier,,0,0
13,1,10:58.0,E. Payton makes 2-pt layup from 2 ft,,2,0
14,1,10:43.0,,Turnover by A. Horford (lost ball; steal by N. Vučević),2,0
15,1,10:33.0,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),,4,0
16,1,10:14.0,,K. Irving makes 2-pt jump shot from 21 ft (assist by A. Horford),4,2
17,1,10:07.0,Turnover by E. Payton (step out of bounds),,4,2
18,1,9:49.0,,J. Tatum makes 3-pt jump shot from 24 ft (assist by A. Horford),4,5
19,1,9:38.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Payton),,6,5
20,1,9:22.0,,J. Tatum makes 2-pt jump shot from 16 ft (assist by A. Horford),6,7
21,1,8:57.0,E. Fournier misses 2-pt jump shot from 22 ft,,6,7
22,1,8:56.0,,Defensive rebound by A. Horford,6,7
23,1,8:47.0,,K. Irving makes 2-pt layup at rim (assist by A. Horford),6,9
24,1,8:29.0,N. Vučević makes 2-pt jump shot from 15 ft,,8,9
25,1,8:10.0,,K. Irving misses 3-pt jump shot from 24 ft,8,9
26,1,8:08.0,Defensive rebound by A. Gordon,,8,9
27,1,8:01.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by N. Vučević),,11,9
28,1,7:48.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by K. Irving),11,12
29,1,7:24.0,A. Gordon makes 2-pt jump shot from 16 ft (assist by E. Payton),,13,12
