,QUARTER,TIME_REMAINING,DALLAS_ACTION,SAN ANTONIO_ACTION,DALLAS_SCORE,SAN ANTONIO_SCORE
85,1,0:46.0,,B. Forbes misses 2-pt jump shot from 19 ft,23,21
86,1,0:43.0,Defensive rebound by J. Barea,,23,21
87,1,0:39.0,Offensive foul by Y. Ferrell (drawn by M. Ginóbili),,23,21
88,1,0:39.0,Turnover by Y. Ferrell (offensive foul),,23,21
89,1,0:39.0,A. Cleveland enters the game for Y. Ferrell,,23,21
90,1,0:31.0,,Turnover by M. Ginóbili (bad pass),23,21
91,1,0:31.0,W. Matthews enters the game for A. Cleveland,,23,21
92,1,0:10.0,J. Barea misses 2-pt jump shot from 10 ft,,23,21
93,1,0:07.0,,Defensive rebound by D. Bertāns,23,21
94,1,0:03.0,,Turnover by D. Bertāns (bad pass; steal by D. Powell),23,21
95,2,11:51.0,Personal foul by D. Bertāns (drawn by D. Harris),,23,21
96,2,11:41.0,D. Harris misses 2-pt jump shot from 18 ft,,23,21
97,2,11:39.0,,Defensive rebound by D. Green,23,21
98,2,11:22.0,,Turnover by D. Bertāns (bad pass; steal by J. Barea),23,21
99,2,11:17.0,J. Barea makes 2-pt layup at rim,,25,21
100,2,11:01.0,,T. Parker misses 2-pt layup from 2 ft,25,21
101,2,10:57.0,Defensive rebound by D. Powell,,25,21
102,2,10:53.0,Shooting block foul by P. Gasol (drawn by D. Powell),,25,21
103,2,10:53.0,D. Powell misses free throw 1 of 2,,25,21
104,2,10:53.0,Offensive rebound by Team,,25,21
105,2,10:53.0,,K. Anderson enters the game for D. Bertāns,25,21
106,2,10:53.0,D. Powell makes free throw 2 of 2,,26,21
107,2,10:36.0,,P. Gasol misses 2-pt hook shot from 9 ft,26,21
108,2,10:33.0,Defensive rebound by D. Nowitzki,,26,21
109,2,10:18.0,J. Barea makes 2-pt layup from 2 ft (assist by D. Nowitzki),,28,21
110,2,10:00.0,,Turnover by K. Anderson (lost ball; steal by J. Barea),28,21
111,2,9:56.0,J. Barea makes 2-pt layup from 2 ft,,30,21
112,2,9:56.0,,San Antonio full timeout,30,21
113,2,9:56.0,,L. Aldridge enters the game for D. Green,30,21
114,2,9:56.0,,B. Paul enters the game for P. Gasol,30,21
115,2,9:56.0,H. Barnes enters the game for D. Nowitzki,,30,21
116,2,9:34.0,,L. Aldridge misses 2-pt jump shot from 12 ft,30,21
117,2,9:31.0,Defensive rebound by D. Powell,,30,21
118,2,9:31.0,Turnover by Y. Ferrell (palming),,30,21
119,2,9:19.0,,Shooting foul by D. Powell (drawn by L. Aldridge),30,21
120,2,9:19.0,,L. Aldridge makes free throw 1 of 2,30,22
121,2,9:19.0,D. Smith enters the game for D. Harris,,30,22
122,2,9:19.0,,L. Aldridge makes free throw 2 of 2,30,23
123,2,8:55.0,D. Smith makes 2-pt jump shot from 3 ft (assist by J. Barea),,32,23
124,2,8:36.0,,L. Aldridge misses 2-pt jump shot from 10 ft,32,23
125,2,8:34.0,Defensive rebound by J. Barea,,32,23
126,2,8:29.0,J. Barea makes 2-pt jump shot from 17 ft,,34,23
127,2,8:07.0,,B. Forbes misses 2-pt jump shot from 16 ft,34,23
128,2,8:01.0,Defensive rebound by H. Barnes,,34,23
129,2,7:58.0,Personal foul by B. Paul (drawn by J. Barea),,34,23
130,2,7:47.0,Turnover by J. Barea (bad pass; steal by L. Aldridge),,34,23
131,2,7:43.0,,Shooting foul by H. Barnes (drawn by K. Anderson),34,23
132,2,7:43.0,,K. Anderson misses free throw 1 of 2,34,23
133,2,7:43.0,,Offensive rebound by Team,34,23
134,2,7:43.0,,P. Mills enters the game for T. Parker,34,23
135,2,7:43.0,,P. Gasol enters the game for B. Forbes,34,23
136,2,7:43.0,W. Matthews enters the game for J. Barea,,34,23
137,2,7:43.0,,K. Anderson makes free throw 2 of 2,34,24
138,2,7:34.0,H. Barnes misses 2-pt jump shot from 14 ft,,34,24
139,2,7:30.0,,Defensive rebound by B. Paul,34,24
140,2,7:28.0,,Turnover by K. Anderson (bad pass),34,24
141,2,7:25.0,,Technical foul by Team,34,24
142,2,7:25.0,H. Barnes makes technical free throw,,35,24
143,2,7:25.0,Technical foul by Team,,35,24
144,2,7:25.0,H. Barnes makes technical free throw,,36,24
145,2,7:14.0,D. Smith misses 2-pt jump shot from 16 ft,,36,24
146,2,7:10.0,,Defensive rebound by B. Paul,36,24
147,2,7:01.0,,B. Paul misses 3-pt jump shot from 25 ft,36,24
148,2,7:01.0,Defensive rebound by Y. Ferrell,,36,24
149,2,6:55.0,Turnover by Y. Ferrell (bad pass; steal by B. Paul),,36,24
150,2,6:39.0,,P. Mills makes 2-pt jump shot from 18 ft,36,26
151,2,6:25.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Smith),,38,26
152,2,6:25.0,Shooting foul by P. Mills (drawn by D. Powell),,38,26
153,2,6:25.0,D. Powell misses free throw 1 of 1,,38,26
154,2,6:22.0,,Defensive rebound by K. Anderson,38,26
155,2,6:10.0,,P. Mills misses 3-pt jump shot from 26 ft,38,26
156,2,6:02.0,,Offensive rebound by B. Paul,38,26
157,2,6:02.0,,B. Paul makes 2-pt layup at rim,38,28
158,2,5:59.0,D. Smith makes 2-pt layup from 1 ft,,40,28
159,2,5:59.0,,San Antonio full timeout,40,28
160,2,5:59.0,,M. Ginóbili enters the game for K. Anderson,40,28
161,2,5:59.0,,D. Green enters the game for B. Paul,40,28
162,2,5:59.0,S. Mejri enters the game for D. Powell,,40,28
163,2,5:49.0,,Shooting block foul by S. Mejri (drawn by L. Aldridge),40,28
164,2,5:49.0,,L. Aldridge makes free throw 1 of 2,40,29
165,2,5:49.0,,L. Aldridge makes free throw 2 of 2,40,30
166,2,5:39.0,H. Barnes misses 3-pt jump shot from 26 ft,,40,30
167,2,5:35.0,,Defensive rebound by P. Gasol,40,30
168,2,5:27.0,,M. Ginóbili misses 2-pt jump shot from 10 ft,40,30
169,2,5:24.0,Defensive rebound by S. Mejri,,40,30
170,2,5:20.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,40,30
171,2,5:19.0,,Defensive rebound by Team,40,30
172,2,5:00.0,,Shooting foul by S. Mejri (drawn by L. Aldridge),40,30
173,2,5:00.0,,L. Aldridge makes free throw 1 of 2,40,31
174,2,5:00.0,D. Harris enters the game for Y. Ferrell,,40,31
175,2,5:00.0,,L. Aldridge makes free throw 2 of 2,40,32
176,2,4:43.0,D. Harris makes 2-pt layup from 2 ft (assist by H. Barnes),,42,32
177,2,4:23.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by L. Aldridge),42,35
178,2,4:08.0,W. Matthews misses 2-pt layup from 2 ft (block by L. Aldridge),,42,35
179,2,4:08.0,Offensive rebound by Team,,42,35
180,2,4:05.0,S. Mejri makes 2-pt dunk from 1 ft (assist by D. Smith),,44,35
181,2,3:51.0,,D. Green makes 2-pt jump shot from 21 ft (assist by L. Aldridge),44,37
182,2,3:42.0,D. Smith misses 2-pt jump shot from 20 ft,,44,37
183,2,3:38.0,,Defensive rebound by D. Green,44,37
184,2,3:32.0,,D. Green misses 3-pt jump shot from 27 ft,44,37
185,2,3:28.0,Defensive rebound by S. Mejri,,44,37
186,2,3:18.0,D. Harris makes 3-pt jump shot from 25 ft (assist by H. Barnes),,47,37
187,2,2:56.0,,P. Gasol misses 2-pt jump shot from 6 ft,47,37
188,2,2:54.0,Defensive rebound by H. Barnes,,47,37
189,2,2:44.0,D. Harris makes 3-pt jump shot from 25 ft,,50,37
190,2,2:27.0,,L. Aldridge makes 2-pt layup from 5 ft,50,39
191,2,2:21.0,Dallas full timeout,,50,39
192,2,2:01.0,Turnover by H. Barnes (bad pass),,50,39
193,2,1:39.0,,D. Green makes 2-pt jump shot from 14 ft (assist by L. Aldridge),50,41
194,2,1:20.0,Turnover by D. Smith (bad pass; steal by P. Gasol),,50,41
195,2,1:09.0,,P. Gasol makes 2-pt hook shot from 3 ft (assist by D. Green),50,43
196,2,0:52.0,H. Barnes misses 2-pt jump shot from 6 ft,,50,43
197,2,0:49.0,Offensive rebound by D. Smith,,50,43
198,2,0:33.0,D. Smith misses 2-pt layup from 3 ft,,50,43
199,2,0:30.0,,Defensive rebound by L. Aldridge,50,43
200,2,0:28.0,,P. Mills makes 3-pt jump shot from 27 ft,50,46
201,2,0:07.0,W. Matthews makes 3-pt jump shot from 27 ft (assist by H. Barnes),,53,46
202,2,0:03.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,53,46
203,2,0:03.0,Defensive rebound by H. Barnes,,53,46
204,2,0:00.0,H. Barnes misses 3-pt jump shot from 65 ft,,53,46
205,2,0:00.0,Offensive rebound by Team,,53,46
206,3,11:43.0,W. Matthews misses 2-pt jump shot from 20 ft,,53,46
207,3,11:40.0,,Defensive rebound by K. Anderson,53,46
208,3,11:28.0,,P. Gasol misses 2-pt jump shot from 20 ft,53,46
209,3,11:28.0,,Offensive rebound by L. Aldridge,53,46
210,3,11:20.0,,L. Aldridge misses 2-pt jump shot from 14 ft,53,46
211,3,11:20.0,Defensive rebound by H. Barnes,,53,46
212,3,11:07.0,D. Smith misses 2-pt layup from 2 ft (block by D. Green),,53,46
213,3,11:07.0,,Defensive rebound by D. Green,53,46
214,3,10:54.0,,T. Parker makes 2-pt jump shot from 19 ft,53,48
215,3,10:43.0,Turnover by D. Smith (out of bounds lost ball),,53,48
216,3,10:32.0,,T. Parker misses 2-pt jump shot from 19 ft,53,48
217,3,10:30.0,Defensive rebound by D. Nowitzki,,53,48
218,3,10:22.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Smith),,56,48
219,3,10:08.0,,P. Gasol makes 3-pt jump shot from 24 ft (assist by T. Parker),56,51
220,3,9:52.0,Personal foul by K. Anderson (drawn by H. Barnes),,56,51
221,3,9:43.0,Personal foul by T. Parker (drawn by D. Nowitzki),,56,51
222,3,9:36.0,D. Smith makes 2-pt layup from 1 ft,,58,51
223,3,9:19.0,,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),58,54
224,3,9:05.0,Turnover by W. Matthews (bad pass; steal by D. Green),,58,54
225,3,9:01.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by D. Green),58,56
226,3,9:01.0,Dallas full timeout,,58,56
227,3,8:58.0,Turnover by H. Barnes (bad pass; steal by K. Anderson),,58,56
228,3,8:46.0,,P. Gasol makes 2-pt dunk from 1 ft (assist by T. Parker),58,58
229,3,8:28.0,H. Barnes misses 2-pt layup from 1 ft,,58,58
230,3,8:23.0,,Defensive rebound by P. Gasol,58,58
231,3,8:10.0,,D. Green makes 3-pt jump shot from 24 ft (assist by K. Anderson),58,61
232,3,8:00.0,D. Smith makes 2-pt layup from 1 ft,,60,61
233,3,7:45.0,,T. Parker misses 2-pt jump shot from 19 ft,60,61
234,3,7:42.0,Defensive rebound by D. Nowitzki,,60,61
235,3,7:28.0,H. Barnes misses 3-pt jump shot from 23 ft,,60,61
236,3,7:24.0,,Defensive rebound by L. Aldridge,60,61
237,3,7:05.0,,T. Parker misses 2-pt layup from 1 ft,60,61
238,3,7:02.0,Defensive rebound by D. Nowitzki,,60,61
239,3,6:56.0,H. Barnes misses 2-pt layup from 1 ft,,60,61
240,3,6:54.0,,Defensive rebound by K. Anderson,60,61
241,3,6:50.0,,P. Gasol makes 2-pt layup from 1 ft (assist by K. Anderson),60,63
242,3,6:50.0,,Shooting foul by D. Nowitzki (drawn by P. Gasol),60,63
243,3,6:50.0,,P. Gasol makes free throw 1 of 1,60,64
244,3,6:50.0,,P. Mills enters the game for T. Parker,60,64
245,3,6:50.0,J. Barea enters the game for D. Smith,,60,64
246,3,6:50.0,D. Harris enters the game for M. Kleber,,60,64
247,3,6:50.0,S. Mejri enters the game for D. Nowitzki,,60,64
248,3,6:32.0,W. Matthews makes 2-pt jump shot from 9 ft (assist by J. Barea),,62,64
249,3,6:14.0,,Turnover by P. Mills (bad pass; steal by J. Barea),62,64
250,3,6:06.0,W. Matthews makes 3-pt jump shot from 26 ft,,65,64
251,3,5:57.0,,K. Anderson makes 2-pt layup from 1 ft (assist by P. Gasol),65,66
252,3,5:57.0,,Shooting foul by S. Mejri (drawn by K. Anderson),65,66
253,3,5:57.0,,K. Anderson makes free throw 1 of 1,65,67
254,3,5:57.0,,J. Lauvergne enters the game for P. Gasol,65,67
255,3,5:40.0,J. Barea misses 3-pt jump shot from 26 ft,,65,67
256,3,5:37.0,,Defensive rebound by K. Anderson,65,67
257,3,5:30.0,,K. Anderson misses 3-pt jump shot from 25 ft,65,67
258,3,5:27.0,Defensive rebound by S. Mejri,,65,67
259,3,5:19.0,S. Mejri misses 2-pt layup from 2 ft (block by D. Green),,65,67
260,3,5:16.0,,Defensive rebound by K. Anderson,65,67
261,3,5:14.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by P. Mills),65,69
262,3,4:57.0,W. Matthews misses 2-pt jump shot from 18 ft,,65,69
263,3,4:57.0,,Defensive rebound by D. Green,65,69
264,3,4:45.0,,D. Green misses 2-pt layup from 2 ft,65,69
265,3,4:45.0,Defensive rebound by W. Matthews,,65,69
266,3,4:31.0,D. Harris misses 2-pt layup from 1 ft,,65,69
267,3,4:31.0,,Defensive rebound by L. Aldridge,65,69
268,3,4:23.0,,Shooting foul by W. Matthews (drawn by D. Green),65,69
269,3,4:23.0,,D. Green makes free throw 1 of 2,65,70
270,3,4:23.0,,M. Ginóbili enters the game for K. Anderson,65,70
271,3,4:23.0,,D. Green makes free throw 2 of 2,65,71
272,3,4:13.0,Personal foul by D. Green (drawn by W. Matthews),,65,71
273,3,4:05.0,H. Barnes misses 2-pt layup from 1 ft (block by L. Aldridge),,65,71
274,3,4:00.0,,Defensive rebound by L. Aldridge,65,71
275,3,3:45.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by D. Green),65,73
276,3,3:45.0,Dallas full timeout,,65,73
277,3,3:45.0,,B. Forbes enters the game for D. Green,65,73
278,3,3:45.0,D. Powell enters the game for W. Matthews,,65,73
279,3,3:45.0,Y. Ferrell enters the game for H. Barnes,,65,73
280,3,3:45.0,D. Nowitzki enters the game for S. Mejri,,65,73
281,3,3:29.0,D. Powell makes 2-pt dunk from 1 ft (assist by D. Harris),,67,73
282,3,3:10.0,,P. Mills misses 3-pt jump shot from 25 ft,67,73
283,3,3:07.0,Defensive rebound by J. Barea,,67,73
284,3,2:55.0,Personal foul by P. Mills (drawn by D. Nowitzki),,67,73
285,3,2:42.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Harris),,70,73
286,3,2:20.0,,P. Mills misses 3-pt jump shot from 24 ft,70,73
287,3,2:18.0,Defensive rebound by D. Harris,,70,73
288,3,2:07.0,Y. Ferrell misses 3-pt jump shot from 23 ft,,70,73
289,3,2:04.0,,Defensive rebound by J. Lauvergne,70,73
290,3,1:56.0,,M. Ginóbili makes 2-pt jump shot from 11 ft,70,75
291,3,1:42.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,70,75
292,3,1:38.0,,Defensive rebound by P. Mills,70,75
293,3,1:25.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by P. Mills),70,77
294,3,1:07.0,Shooting foul by J. Lauvergne (drawn by D. Powell),,70,77
295,3,1:07.0,D. Powell makes free throw 1 of 2,,71,77
296,3,1:07.0,,K. Anderson enters the game for L. Aldridge,71,77
297,3,1:07.0,,P. Gasol enters the game for J. Lauvergne,71,77
298,3,1:07.0,D. Powell makes free throw 2 of 2,,72,77
299,3,0:52.0,,Personal foul by Y. Ferrell (drawn by P. Gasol),72,77
300,3,0:45.0,,B. Forbes misses 3-pt jump shot from 24 ft,72,77
301,3,0:41.0,Defensive rebound by J. Barea,,72,77
302,3,0:32.0,J. Barea makes 3-pt jump shot from 26 ft,,75,77
303,3,0:08.0,,K. Anderson misses 2-pt jump shot from 17 ft,75,77
304,3,0:07.0,Defensive rebound by D. Harris,,75,77
305,3,0:00.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,75,77
306,3,0:00.0,,Defensive rebound by P. Gasol,75,77
307,4,11:46.0,,Turnover by K. Anderson (bad pass; steal by D. Powell),75,77
308,4,11:32.0,J. Barea misses 2-pt layup at rim,,75,77
309,4,11:28.0,,Defensive rebound by D. Murray,75,77
310,4,11:20.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by P. Gasol),75,80
311,4,10:57.0,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by J. Barea),,77,80
312,4,10:44.0,,Personal foul by D. Harris (drawn by M. Ginóbili),77,80
313,4,10:30.0,,P. Gasol makes 2-pt jump shot from 9 ft (assist by K. Anderson),77,82
314,4,10:13.0,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),,79,82
315,4,9:53.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,79,82
316,4,9:51.0,Defensive rebound by D. Powell,,79,82
317,4,9:40.0,Shooting foul by B. Forbes (drawn by D. Powell),,79,82
318,4,9:40.0,D. Powell misses free throw 1 of 2,,79,82
319,4,9:40.0,Offensive rebound by Team,,79,82
320,4,9:40.0,,D. Green enters the game for M. Ginóbili,79,82
321,4,9:40.0,D. Powell misses free throw 2 of 2,,79,82
322,4,9:36.0,,Defensive rebound by K. Anderson,79,82
323,4,9:23.0,,D. Murray misses 2-pt dunk at rim,79,82
324,4,9:21.0,Defensive rebound by D. Powell,,79,82
325,4,9:05.0,J. Barea makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),,82,82
326,4,8:42.0,,P. Gasol misses 2-pt jump shot from 17 ft,82,82
327,4,8:40.0,Defensive rebound by D. Powell,,82,82
328,4,8:25.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,82,82
329,4,8:23.0,,Defensive rebound by P. Gasol,82,82
330,4,8:19.0,,B. Forbes makes 3-pt jump shot from 27 ft (assist by D. Murray),82,85
331,4,8:16.0,Dallas full timeout,,82,85
332,4,8:16.0,H. Barnes enters the game for Y. Ferrell,,82,85
333,4,8:16.0,D. Smith enters the game for D. Harris,,82,85
334,4,8:16.0,W. Matthews enters the game for D. Nowitzki,,82,85
335,4,7:57.0,J. Barea makes 2-pt jump shot from 4 ft (assist by D. Powell),,84,85
336,4,7:43.0,,B. Forbes misses 3-pt jump shot from 25 ft,84,85
337,4,7:37.0,,Offensive rebound by P. Gasol,84,85
338,4,7:37.0,,P. Gasol makes 2-pt layup at rim,84,87
339,4,7:27.0,D. Powell misses 3-pt jump shot from 24 ft,,84,87
340,4,7:24.0,,Defensive rebound by D. Murray,84,87
341,4,7:13.0,,K. Anderson misses 2-pt jump shot from 20 ft,84,87
342,4,7:09.0,Defensive rebound by H. Barnes,,84,87
343,4,6:59.0,D. Smith misses 3-pt jump shot from 24 ft,,84,87
344,4,6:56.0,Offensive rebound by J. Barea,,84,87
345,4,6:45.0,J. Barea misses 2-pt layup from 1 ft,,84,87
346,4,6:42.0,,Defensive rebound by D. Murray,84,87
347,4,6:31.0,,K. Anderson makes 2-pt layup from 1 ft (assist by D. Green),84,89
348,4,6:31.0,,Shooting foul by J. Barea (drawn by K. Anderson),84,89
349,4,6:31.0,,L. Aldridge enters the game for D. Murray,84,89
350,4,6:31.0,,P. Mills enters the game for P. Gasol,84,89
351,4,6:31.0,D. Harris enters the game for J. Barea,,84,89
352,4,6:31.0,S. Mejri enters the game for D. Powell,,84,89
353,4,6:31.0,,K. Anderson misses free throw 1 of 1,84,89
354,4,6:28.0,Defensive rebound by S. Mejri,,84,89
355,4,6:07.0,W. Matthews makes 2-pt jump shot from 7 ft,,86,89
356,4,5:52.0,,P. Mills misses 3-pt jump shot from 25 ft,86,89
357,4,5:49.0,Defensive rebound by W. Matthews,,86,89
358,4,5:43.0,D. Smith makes 2-pt layup from 1 ft (assist by W. Matthews),,88,89
359,4,5:31.0,,L. Aldridge misses 2-pt jump shot from 19 ft,88,89
360,4,5:28.0,Defensive rebound by H. Barnes,,88,89
361,4,5:18.0,W. Matthews misses 3-pt jump shot from 24 ft,,88,89
362,4,5:14.0,,Defensive rebound by P. Mills,88,89
363,4,5:05.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by P. Mills),88,92
364,4,4:43.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Smith),,91,92
365,4,4:39.0,,San Antonio full timeout,91,92
366,4,4:39.0,,P. Gasol enters the game for B. Forbes,91,92
367,4,4:21.0,,L. Aldridge makes 2-pt jump shot from 11 ft,91,94
368,4,4:10.0,D. Smith misses 3-pt jump shot from 25 ft,,91,94
369,4,4:08.0,,Defensive rebound by D. Green,91,94
370,4,3:59.0,,K. Anderson makes 2-pt jump shot from 11 ft,91,96
371,4,3:39.0,D. Harris misses 3-pt jump shot from 25 ft,,91,96
372,4,3:36.0,,Defensive rebound by K. Anderson,91,96
373,4,3:18.0,,Shooting foul by W. Matthews (drawn by P. Gasol),91,96
374,4,3:18.0,,P. Gasol makes free throw 1 of 2,91,97
375,4,3:18.0,J. Barea enters the game for D. Harris,,91,97
376,4,3:18.0,D. Nowitzki enters the game for S. Mejri,,91,97
377,4,3:18.0,,P. Gasol makes free throw 2 of 2,91,98
378,4,2:59.0,Turnover by W. Matthews (bad pass; steal by K. Anderson),,91,98
379,4,2:56.0,,P. Mills makes 2-pt layup at rim (assist by K. Anderson),91,100
380,4,2:56.0,Dallas full timeout,,91,100
381,4,2:40.0,H. Barnes misses 2-pt jump shot from 10 ft,,91,100
382,4,2:37.0,,Defensive rebound by K. Anderson,91,100
