,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,ORLANDO_ACTION,SACRAMENTO_SCORE,ORLANDO_SCORE
375,4,4:04.0,V. Carter misses 3-pt jump shot from 25 ft,,94,95
376,4,4:01.0,,Defensive rebound by B. Biyombo,94,95
377,4,3:58.0,,Shooting foul by B. Bogdanović (drawn by E. Payton),94,95
378,4,3:58.0,,E. Payton makes free throw 1 of 2,94,96
379,4,3:58.0,,E. Payton makes free throw 2 of 2,94,97
380,4,3:36.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,94,97
381,4,3:34.0,Offensive rebound by Team,,94,97
382,4,3:24.0,G. Temple makes 2-pt jump shot from 10 ft,,96,97
383,4,3:02.0,,Turnover by J. Simmons (discontinued dribble),96,97
384,4,3:02.0,Sacramento full timeout,,96,97
385,4,2:54.0,Personal foul by J. Simmons (drawn by B. Bogdanović),,96,97
386,4,2:42.0,G. Temple makes 3-pt jump shot from 25 ft (assist by V. Carter),,99,97
387,4,2:24.0,,E. Fournier misses 3-pt jump shot from 26 ft,99,97
388,4,2:21.0,Defensive rebound by G. Temple,,99,97
389,4,2:04.0,B. Bogdanović misses 2-pt layup from 3 ft (block by B. Biyombo),,99,97
390,4,2:00.0,Offensive rebound by G. Temple,,99,97
391,4,1:58.0,B. Bogdanović misses 2-pt jump shot from 21 ft,,99,97
392,4,1:56.0,,Defensive rebound by E. Payton,99,97
393,4,1:50.0,,Turnover by E. Payton (lost ball; steal by W. Cauley-Stein),99,97
394,4,1:31.0,G. Temple makes 2-pt jump shot from 18 ft,,101,97
395,4,1:12.0,,E. Fournier misses 3-pt jump shot from 25 ft,101,97
396,4,1:07.0,Defensive rebound by J. Jackson,,101,97
397,4,0:49.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,101,97
398,4,0:47.0,,Defensive rebound by B. Biyombo,101,97
399,4,0:38.0,,A. Gordon misses 2-pt layup from 3 ft (block by W. Cauley-Stein),101,97
400,4,0:38.0,,Offensive rebound by Team,101,97
401,4,0:38.0,,Orlando full timeout,101,97
402,4,0:35.0,,A. Gordon misses 3-pt jump shot from 25 ft,101,97
403,4,0:32.0,Defensive rebound by B. Bogdanović,,101,97
404,4,0:32.0,Sacramento full timeout,,101,97
405,4,0:30.0,Personal foul by B. Biyombo (drawn by B. Bogdanović),,101,97
406,4,0:23.0,Personal foul by A. Gordon (drawn by G. Temple),,101,97
407,4,0:23.0,G. Temple makes free throw 1 of 2,,102,97
408,4,0:23.0,G. Temple makes free throw 2 of 2,,103,97
409,4,0:12.0,,E. Payton misses 2-pt layup from 3 ft (block by W. Cauley-Stein),103,97
410,4,0:09.0,Defensive rebound by W. Cauley-Stein,,103,97
411,4,0:05.0,Personal take foul by B. Biyombo (drawn by V. Carter),,103,97
412,4,0:05.0,,M. Hezonja enters the game for B. Biyombo,103,97
413,4,0:05.0,V. Carter makes free throw 1 of 2,,104,97
414,4,0:05.0,V. Carter makes free throw 2 of 2,,105,97
415,4,0:00.0,,E. Payton makes 2-pt layup from 2 ft,105,99
